Iteration No,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,loss_s11,loss_region,
1,0.9263033570189557,0.08542706687275428,0.0,0,0.5133588701462015,0.32751741999999995,0.0,0.0,0,
2,0.9983516917075439,0.11963377416154497,0.0,0,0.5588733375459989,0.31984458,0.0,0.0,0,
3,0.9432970634476658,0.10230977527470456,0.0,0,0.5155206881729614,0.3254666,0.0,0.0,0,
4,0.8956116626136091,0.08634174843154518,0.0,0,0.47656985418206405,0.33086006,0.0,0.001839999999999975,0,
5,0.8665377082516333,0.07390296390323284,0.0,0,0.4513640976817338,0.33684398000000004,0.0,0.0044266666666666525,0,
6,0.8420622287534895,0.06294063499424747,0.0,0,0.42936310709257536,0.34249182,0.0,0.007266666666666665,0,
7,0.8212572647701847,0.053257146396844604,0.0,0,0.41006034504000677,0.34782644,0.0,0.01011333333333333,0,
8,0.8032242853297569,0.04468732993689646,0.0,0,0.3930561553928604,0.3528408,0.0,0.012640000000000028,0,
9,0.7947607503953557,0.04124606166071605,0.0,0,0.3860340154013063,0.35612734,0.0,0.011353333333333281,0,
10,0.7826985614628136,0.03523810623573468,0.0,0,0.3741317885604121,0.360322,0.0,0.01300666666666667,0,
11,0.7751838664663058,0.0316522822824911,0.0,0,0.3677433441838146,0.36350824,0.0,0.01228000000000004,0,
12,0.765880647397052,0.02682602735900167,0.0,0,0.3587251867047169,0.3671761,0.0,0.01315333333333335,0,
13,0.76020864432445,0.023628937185468175,0.0,0,0.35337402047231514,0.37021902,0.0,0.012986666666666716,0,
14,0.7531783799615994,0.0196864433284795,0.0,0,0.3465862032997866,0.3734524,0.0,0.01345333333333336,0,
15,0.7485901485292838,0.016668313520691903,0.0,0,0.34198656834192526,0.3763286,0.0,0.013606666666666692,0,
16,0.7431501758155972,0.01331881787726541,0.0,0,0.33686493127166506,0.37919976000000005,0.0,0.013766666666666675,0,
17,0.7395327829427009,0.010549741523964002,0.0,0,0.33307238808540357,0.38187731999999996,0.0,0.014033333333333313,0,
18,0.7351058877584217,0.007512421091652547,0.0,0,0.3290531800001024,0.38447362,0.0,0.014066666666666686,0,
19,0.7322613417126024,0.004948395026253512,0.0,0,0.32605138001968215,0.3869349,0.0,0.014326666666666673,0,
20,0.7285604396747442,0.0021153547343953543,0.0,0,0.32286269827368214,0.38931572000000003,0.0,0.014266666666666693,0,
21,0.7261854356779657,0.0,0.0,0,0.3204205556779657,0.39156488,0.0,0.014199999999999945,0,
22,0.7259247345959751,0.0007849226480757624,0.0,0,0.3205098052812325,0.3927233400000001,0.0,0.011906666666666628,0,
23,0.7245039244396169,0.0,0.0,0,0.31893676443961694,0.39442716,0.0,0.011139999999999973,0,
24,0.7241199694346316,0.0007781370641912014,0.0,0,0.3189611657037737,0.39557400000000004,0.0,0.00880666666666663,0,
25,0.722409139275537,0.0,0.0,0,0.3166678659422037,0.39730794,0.0,0.008433333333333338,0,
26,0.7227107069688682,0.0009390997359287981,0.0,0,0.3171657938996061,0.39825247999999996,0.0,0.006353333333333329,0,
27,0.7216177795438992,0.0,0.0,0,0.3155551728772325,0.39977594,0.0,0.0062866666666667,0,
28,0.7217190070582502,0.0008886383978081724,0.0,0,0.3158532553271086,0.40074378000000005,0.0,0.0042333333333332964,0,
29,0.7202836530141926,0.0,0.0,0,0.3136035196808593,0.40228680000000006,0.0,0.004393333333333279,0,
30,0.7210079851077017,0.0010783835038772338,0.0,0,0.3143887349371579,0.4030542,0.0,0.002486666666666674,0,
31,0.719903334830831,0.0,0.0,0,0.31278658816416444,0.40427008,0.0,0.002846666666666664,0,
32,0.7202039833951314,0.0008693365093552785,0.0,0,0.3128949735524428,0.40516633999999996,0.0,0.0012733333333333264,0,
33,0.7191734088610093,4.46614567068219e-05,0.0,0,0.3120903074043026,0.40625843999999994,0.0,0.0007799999999999585,0,
34,0.7203685444264211,0.000958887527684175,0.0,0,0.3121993768987369,0.40721028,0.0,0.0,0,
35,0.7192633365011808,0.0,0.0,0,0.30965347650118086,0.40862985999999996,0.0,0.0009799999999999661,0,
36,0.719865936846967,0.000872503824715043,0.0,0,0.30961413302225194,0.4093793,0.0,0.0,0,
37,0.7212318182534498,0.0006247559873438686,0.0,0,0.31058146226610595,0.4100256,0.0,0.0,0,
38,0.7197370208217819,0.0,0.0,0,0.3045400074884486,0.41194368,0.0,0.0032533333333333303,0,
39,0.7197452318861072,0.0007038160256656785,0.0,0,0.30523568919377486,0.41241906,0.0,0.0013866666666666324,0,
40,0.7206830496337842,0.0008280424221836686,0.0,0,0.3070821672116006,0.41277284,0.0,0.0,0,
41,0.7199200404872755,0.0,0.0,0,0.30394892048727556,0.41419111999999997,0.0,0.0017799999999999964,0,
42,0.7201447768634172,0.0008674685480508277,0.0,0,0.304526894982033,0.41463708,0.0,0.00011333333333330605,0,
43,0.7221505978708203,0.0007987969184786909,0.0,0,0.3063727009523416,0.4149791,0.0,0.0,0,
44,0.7206712329994153,0.0,0.0,0,0.30036394633274865,0.41670062,0.0,0.003606666666666669,0,
45,0.7206363270080716,0.0006994660914599511,0.0,0,0.30115216758327823,0.41705136,0.0,0.00173333333333332,0,
46,0.7215493744417927,0.0008665644988248289,0.0,0,0.30354030994296793,0.41714249999999997,0.0,0.0,0,
47,0.7208205560890735,0.0,0.0,0,0.3010429360890736,0.41825761999999994,0.0,0.0015200000000000103,0,
48,0.7211824012505667,0.0008896053450788699,0.0,0,0.30162823590548776,0.41866456,0.0,0.0,0,
49,0.7224145187596043,0.0005167916126496881,0.0,0,0.3030046671469546,0.41889306,0.0,0.0,0,
50,0.7214951449678796,0.0,0.0,0,0.29819539830121294,0.42035308,0.0,0.0029466666666666677,0,
51,0.7218244946329989,0.0008835507399516847,0.0,0,0.29901445055971393,0.42069316,0.0,0.0012333333333333012,0,
52,0.7218464970971346,0.0004478205276624199,0.0,0,0.30060745656947224,0.42079121999999997,0.0,0.0,0,
53,0.7214635624816561,0.00013680422487949429,0.0,0,0.2999436982567765,0.42134306,0.0,4.00000000000252e-05,0,
54,0.72340374197588,0.0008393991164986995,0.0,0,0.30099542285938125,0.42156892,0.0,0.0,0,
55,0.7222908476088618,0.0,0.0,0,0.29581590094219506,0.42296828000000003,0.0,0.0035066666666666653,0,
