Iteration No,Rd,Io,conv_gain_db,iip3_dbm,iip2_dbm,nf_db,p_src,gm1,vdsat1,vg1,vd1,Ibias,Io,conv_gain_db,iip3_dbm,iip2_dbm,nf_db,p_src,gm1,vdsat1,vg1,vd1,W1,Io,conv_gain_db,iip3_dbm,iip2_dbm,nf_db,p_src,gm1,vdsat1,vg1,vd1,W2,Io,conv_gain_db,iip3_dbm,iip2_dbm,nf_db,p_src,gm1,vdsat1,vg1,vd1,Alo,Io,conv_gain_db,iip3_dbm,iip2_dbm,nf_db,p_src,gm1,vdsat1,vg1,vd1,
11,Rd,-0.034904799972967526,0.1406544691440109,1.5644109608012031,-2.5404283223565107,-0.0986430416146865,-0.020777610891695195,-0.028492391877434575,-0.0004252444408478517,0.0,-0.1124771709297996,Ibias,0.9088878050688426,-0.18272718649275196,-4.5220971273677915,-1.584474436812682,0.16225120541422564,0.9426520331244441,0.5659242950608612,0.34152875146623674,0.11685240326989729,-0.35347052881819735,W1,-0.01700794158274937,0.11455437458555907,3.097221353128977,-0.0026032115844784,-0.2688653454388253,-0.010300764721735472,0.34151634828053945,-0.33856353347327567,-0.11683416787613818,0.006733938027365346,W2,0.07300970045282011,0.1118511115130073,3.9157019008167406,-0.5572603907456791,-0.7187518065656007,0.04340407698985664,0.05950706106863085,0.0008849681606971615,0.0,0.23532052524715907,Alo,0.0,-0.016323197050730175,-3.7056022252841507,-0.965909707147044,-0.6844354006657972,0.0,0.0,0.0,0.0,0.0,
12,Rd,-0.034679432561173236,0.13494079973065512,1.0486634259064602,-2.4866941328541694,-0.08932629865776008,-0.02064189101260757,-0.028226676015343875,-0.00043006223349163964,0.0,-0.11068590456487686,Ibias,0.9087882632003018,-0.17488016626452646,-3.7303189414939797,-1.5599338025032943,0.1518134404141443,0.9425266931062343,0.5759935507690545,0.33942371195780363,0.11580368876671163,-0.3458175702036006,W1,-0.015724964633916334,0.10695530706619677,2.464590435716279,-0.0018259989672926135,-0.2536159061000523,-0.009513219336245124,0.33275487465285114,-0.33647139284138716,-0.11580368876669131,0.006110995096630665,W2,0.07204508748785982,0.10583006277443546,3.014720394043616,-0.5412080476708058,-0.6956594159771015,0.04289923436533247,0.05859857940784751,0.0008833710742029673,0.0,0.23007289486336446,Alo,0.0,-0.022698280062382396,-2.8901711212129833,-0.9535287895413567,-0.6669638304199956,0.0,0.0,0.0,0.0,0.0,
13,Rd,-0.03447266198080475,0.1308101994119324,0.7030064754601995,-2.4685132605081557,-0.08132992557598644,-0.020479269767757532,-0.027997839787522148,-0.0004229436099914799,0.0,-0.10905331205268397,Ibias,0.9086403791624155,-0.16725564844345125,-3.1785858664810203,-1.5407133654623275,0.1416003073567123,0.942412110562458,0.5851870765611009,0.33739151643259047,0.11486909938547096,-0.33880406741550706,W1,-0.014440419902825524,0.10068410886897636,2.0441699189465172,-0.001680217213740409,-0.24065808724652776,-0.008868255211933114,0.3247142827084228,-0.334430911162699,-0.11485072620899543,0.0055410003914758916,W2,0.07118819769119021,0.10137065245353279,2.3898913677255873,-0.516506239611429,-0.6752584875557666,0.04242134451892458,0.057796488498425,0.0008811325207965615,0.0,0.22525371156682955,Alo,0.0,-0.027346223289871345,-2.3589070138054433,-0.9436731239095231,-0.6521345969690943,0.0,0.0,0.0,0.0,0.0,
14,Rd,-0.03428734671883272,0.12695753702119933,0.4566885990168377,-2.4646070070306054,-0.07518842005414354,-0.020475725561979036,-0.027822966493468805,-0.0004272794677199275,0.0,-0.10752983873313539,Ibias,0.908411526924634,-0.16066433955518322,-2.774526502329851,-1.537233736814622,0.1308805905042668,0.9421625902909789,0.5936202720769187,0.335390644407469,0.11397921308250038,-0.3323142310440779,W1,-0.013158589761742482,0.09444957785499138,1.749319279471575,-0.015068686299066648,-0.23020545817989502,-0.0081902902247941,0.3172811175628167,-0.3324471636298831,-0.1139607758108813,0.005021778977170935,W2,0.07038751578014642,0.09688040090589276,1.9312005279568323,-0.528769124860159,-0.6577071424411907,0.04188216592226203,0.05705904178620572,0.0008664278095367807,0.0,0.22079885344017725,Alo,0.0,-0.03125790458138687,-1.9913386507751913,-0.9350577661752538,-0.6401804899825878,0.0,0.0,0.0,0.0,0.0,
15,Rd,-0.03412957352969428,0.12392353176239534,0.26556155473095355,-2.440236284848318,-0.06915943180115061,-0.020358749575069418,-0.027684592648832603,-0.00041947067835247794,0.0,-0.10614639891811262,Ibias,0.9080563906990833,-0.15415154764388536,-2.4659592203906913,-1.545758829026603,0.12123993023756875,0.9419946082455783,0.6013847683180418,0.333455219527571,0.11315533950948867,-0.3263546627437652,W1,-0.011916750534106896,0.08880185668485267,1.5301982214632215,-0.014940503689572945,-0.22044434390091183,-0.0074806568206120735,0.3103983445421546,-0.33050693990268576,-0.11315533950948867,0.004551392943915213,W2,0.06962560112061664,0.09320602246180122,1.5765862394073904,-0.5164619228454885,-0.6411670372646937,0.0415697258765308,0.05642731774773638,0.0008629111097237306,0.0,0.21664630413039926,Alo,0.0,-0.0344808883407223,-1.7287385733886889,-0.9404714503148884,-0.6292402091472652,0.0,0.0,0.0,0.0,0.0,
16,Rd,-0.03400194130741796,0.12108068944828562,0.11829745292069647,-2.4432788857893497,-0.06414324341408328,-0.020315711940544733,-0.02756245017389791,-0.0004233784755546551,0.0,-0.10493591989171208,Ibias,0.9076871511410517,-0.1482522308085223,-2.204299076513893,-1.5680951496867364,0.1116655662377225,0.9417439738880361,0.6085447859771906,0.33156582900227155,0.11239972958745055,-0.32082319457336345,W1,-0.010720460127315902,0.0839729433870579,1.3633204342809164,-0.06173057343282628,-0.2121162266409177,-0.006932375638489401,0.3040591813487041,-0.32862637272910566,-0.11239972958742996,0.004049606500136871,W2,0.06894030834884562,0.08972125565875763,1.2954489325553988,-0.5058105887034335,-0.6263438924744114,0.0411128388559487,0.05584206677284058,0.0008588534789928524,0.0,0.21274194924467624,Alo,0.0,-0.036770339034685975,-1.5180211251002276,-0.9565899008324839,-0.6200549629053872,0.0,0.0,0.0,0.0,0.0,
17,Rd,-0.03390908822593874,0.11840475149942763,0.01139220257488724,-2.3892872474775864,-0.05932550514052459,-0.020254482405012503,-0.027475816106917003,-0.00041494641882500877,0.0,-0.10381250141634922,Ibias,0.9072156834452212,-0.14319374553690528,-1.992880781274387,-1.4979276192434192,0.10284151136928306,0.9414909647395875,0.6151497392922028,0.3297237469808073,0.11167843757399533,-0.31565720697877414,W1,-0.009510285866075907,0.07906935360752747,1.230519899433318,0.05464960436789409,-0.2043045251883177,-0.006262255429565298,0.29813310910047186,-0.3267703048232971,-0.11169705064691453,0.0036336329061756414,W2,0.06827729370058468,0.08668221812764042,1.0623203726884147,-0.4366538072512109,-0.6123178212229065,0.040802508033301384,0.05532266313497309,0.000854301450526062,0.0,0.20914878437397832,Alo,0.0,-0.03873253505719198,-1.3587309208530556,-0.8927739623935671,-0.611672297399701,0.0,0.0,0.0,0.0,0.0,
18,Rd,-0.033823091250770286,0.11587507868936406,-0.07813141783734323,-2.3948010734251,-0.05468161535366431,-0.020176519699429688,-0.027406666332189918,-0.0004184861583259301,0.0,-0.102730135895075,Ibias,0.9067318271626665,-0.13836651338907696,-1.8134156390157115,-1.5320638417531913,0.09466491413655224,0.9412396135650026,0.6212833520733578,0.32792083029621855,0.11103071899670762,-0.31083148490293305,W1,-0.00832261103612346,0.07463049526666628,1.1222543824963855,-0.06213688474739298,-0.19696822993659313,-0.0057647199141151895,0.29263945084359877,-0.3249545019387097,-0.1110307189966869,0.0032625071513067323,W2,0.06767947294568195,0.08378204915852762,0.8654243171221635,-0.44070314215033396,-0.5989870032147563,0.04045243112154397,0.054852681790505176,0.0008492807330666801,0.0,0.20580982612779924,Alo,0.0,-0.04038316429963883,-1.2311790034434613,-0.9078133287625176,-0.6039858512469932,0.0,0.0,0.0,0.0,0.0,
19,Rd,-0.0337457703780976,0.11374947734117614,-0.1503129185971515,-2.4905290373725446,-0.05022053278583358,-0.020203121089557213,-0.027354672356441116,-0.0004343166220417478,0.0,-0.10176303001257365,Ibias,0.9062039859193358,-0.133748565848937,-1.6559604770970033,-1.6231560351964625,0.08705793747666563,0.9409285766184621,0.626977019300106,0.32613455600493846,0.1103837055156711,-0.30633182317256163,W1,-0.007127485034813583,0.07062724005228545,1.0330204153501519,-0.06000321242527103,-0.19005981439397981,-0.005187015104908925,0.2875213931377846,-0.32320602106783564,-0.11042114275681705,0.0029351006758828175,W2,0.06711996570700662,0.0815506382206307,0.6980596535250368,-0.5078110443084933,-0.586304398737333,0.04012368104499267,0.054412011317695005,0.0008314061050203479,0.0,0.20263780587320945,Alo,0.0,-0.0414650722365616,-1.1268841701137136,-1.0129144118581093,-0.5969362082515992,0.0,0.0,0.0,0.0,0.0,
20,Rd,-0.03367877777899504,0.11173316369054559,-0.20770264061550436,-2.4442030699546513,-0.046362583695325386,-0.020186237758443935,-0.02731952884995185,-0.0004252169669592037,0.0,-0.10090627431910527,Ibias,0.9056267884355967,-0.12931603898705765,-1.5161434210116838,-1.6027339097933095,0.07951739398889243,0.9406213264580596,0.6322833354668432,0.32440302664434306,0.10981379888928813,-0.30214265466084456,W1,-0.005961452017860867,0.06703134596263086,0.9602499094720822,-0.06273125400712377,-0.1839202685735839,-0.0046394549490559765,0.28272117684861764,-0.3214640270197869,-0.1098325672705825,0.002535140504409706,W2,0.06656954753264101,0.07914857051127086,0.5520310301803498,-0.3990024411244909,-0.5745731822994543,0.03982966952948119,0.05400000439348951,0.0008379275525265344,0.0,0.19962310911168363,Alo,0.0,-0.04200054517874456,-1.0367455886072956,-0.9611997368470849,-0.590835174914936,0.0,0.0,0.0,0.0,0.0,
21,Rd,-0.033623895196266025,0.10955229638147891,-0.25466923672014835,-2.505830465580513,-0.04272573063857793,-0.02016623376624446,-0.027301120291507306,-0.000415819696538359,0.0,-0.10008070654914601,Ibias,0.9050316005564495,-0.1258494009828486,-1.392576158612339,-1.676611060338392,0.07238114338243114,0.9403324675324573,0.6372206212181836,0.32272648690823,0.109247481296107,-0.29821681325299915,W1,-0.004793489191210591,0.06329119604400463,0.8976943404653338,-0.16736519143326517,-0.17811389722740753,-0.0041038961038987656,0.2782621921532166,-0.31976534664494033,-0.10926629760360956,0.0022163730354528926,W2,0.06610152123809969,0.07684184013773031,0.42337095570670186,-0.6168078096123756,-0.563372581311836,0.039563636363638195,0.053636541412797355,0.0008316393930942049,0.0,0.19679864021692473,Alo,0.0,-0.04280583777917942,-0.9616706814201772,-1.029076629144465,-0.5852310206423601,0.0,0.0,0.0,0.0,0.0,
22,Rd,-0.03358564815546935,0.10773065090724393,-0.2955254123477426,-2.430730912892367,-0.03918958685145401,-0.02016654149503854,-0.027281203129433423,-0.0004188359406837383,0.0,-0.0993572388954197,Ibias,0.9044185546272007,-0.12199201782024184,-1.2805465734227837,-1.594452124361241,0.0656775970858852,0.940020027461886,0.641837934249459,0.3210440945401585,0.10872394605300999,-0.29449744173171766,W1,-0.003626123438170387,0.059928949305587065,0.8431208391184364,-0.05967244719822828,-0.17207178434449705,-0.00360342590976878,0.2740686691799392,-0.31809955095708814,-0.10876167122513217,0.0019392342838294174,W2,0.06562227270632,0.07488450464082556,0.30658388767910244,-0.4033171654556358,-0.5526028128187114,0.03931105868231361,0.05330576837326186,0.0008249798831889577,0.0,0.19415157359355023,Alo,0.0,-0.04308381998418018,-0.8972288455724148,-0.9256193671143909,-0.5800120154896474,0.0,0.0,0.0,0.0,0.0,
23,Rd,-0.033563630008237984,0.10573225238101915,-0.32716083020043357,-2.4339849855419633,-0.03585573812881265,-0.02016598485415589,-0.02729894591766144,-0.00042175628519966935,0.0,-0.09865903935538317,Ibias,0.9037212470975072,-0.11878981119960576,-1.176610486711462,-1.6081182335579947,0.059291857530868776,0.9397156681584685,0.6461295015441216,0.3194100933180344,0.10822484221465169,-0.290981723668412,W1,-0.0024967631249493676,0.05692640070165084,0.7988306830625425,0.044927716658178574,-0.1673326109673654,-0.003108210589287039,0.27013093080830375,-0.3164577993217254,-0.10826265662490944,0.0016651314658984826,W2,0.0651655175611553,0.07299953147714715,0.20208805205242178,-0.40441174045758893,-0.5422782654840029,0.03907159565491813,0.05296444705342298,0.0008179515833960418,0.0,0.1916414941678628,Alo,0.0,-0.04337349192655327,-0.8397794378755538,-1.0321413052880526,-0.574874069802128,0.0,0.0,0.0,0.0,0.0,
24,Rd,-0.03356128999628649,0.10381270603242514,-0.35522631302860375,-2.5278046745404312,-0.03207911044624741,-0.020177088591156706,-0.027294176303092853,-0.00042459457652058093,0.0,-0.09802019547532004,Ibias,0.9030118457986895,-0.11595712161179782,-1.082396408190204,-1.7060468515382239,0.054209994835120186,0.939403678270255,0.6501855366370354,0.3178026072680262,0.10775196354550393,-0.2876941709627541,W1,-0.001336671399207407,0.05375132210676425,0.7577632153983926,-0.0630645857415517,-0.161330649771438,-0.0026412068756727905,0.2664627385129591,-0.31485617823709494,-0.107789864341666,0.0013938306043745085,W2,0.0647382472264078,0.07092438488250226,0.10516694921257469,-0.407613719952482,-0.5317661509637711,0.03883873061432504,0.05267549774849229,0.0008105896460701361,0.0,0.18922192231843418,Alo,0.0,-0.043671008198635355,-0.7905550766962488,-1.0401157127621077,-0.569884299832142,0.0,0.0,0.0,0.0,0.0,
25,Rd,-0.03354455060179065,0.10222093321066167,-0.37732660867603174,-2.4899939485231832,-0.028272428697146936,-0.020179454573473577,-0.02730848937642064,-0.00042735203226331207,0.0,-0.09743865359134657,Ibias,0.9023008562091077,-0.11271271738985143,-0.9921179622101841,-1.6676656487842407,0.04830485301108574,0.9390904001180087,0.6539740896721227,0.31622755382013895,0.10728698765904869,-0.28458987815667813,W1,-0.00018290376554847741,0.05091641597199631,0.7227637535798422,0.042489964079039204,-0.1565635623690907,-0.0021714847856249006,0.2629944276592259,-0.31326198971739627,-0.10732497207672322,0.0010876524072832088,W2,0.06434554472033827,0.06917061089208135,0.016504649379364945,-0.5127721197295252,-0.5219245855175277,0.03861514106152398,0.05239997695975139,0.0008158538797950196,0.0,0.18688868777737744,Alo,0.0,-0.04372213622961162,-0.744141879012914,-1.0437152272161088,-0.5652018278244555,0.0,0.0,0.0,0.0,0.0,
26,Rd,-0.03354862217364599,0.10069558305323961,-0.39914852278431556,-2.433874614913718,-0.025933477676690832,-0.020205262810043603,-0.02736164265026151,-0.00041699423518253286,0.0,-0.09691435161498657,Ibias,0.9015914488783426,-0.11007390041274233,-0.9109474539362424,-1.6237215553479787,0.04256522169477662,0.9387838297914882,0.6574933855159462,0.31467427472649057,0.10686808747614358,-0.28163049153315134,W1,0.0009627639917290743,0.04840700743839175,0.6906287263719033,0.03826255569588519,-0.1525352252494227,-0.0017328317748157916,0.25973733240473174,-0.3117031908007879,-0.10690615268984945,0.0008589711318515559,W2,0.06394974668198122,0.06772575501339408,-0.0675119379908151,-0.312166128468334,-0.5132760408556054,0.038411104341453596,0.05211443302648185,0.0008079263306797205,0.0,0.1847161399181855,Alo,0.0,-0.04328328817090806,-0.7051393015026207,-0.9470442020026804,-0.5619377938061995,0.0,0.0,0.0,0.0,0.0,
27,Rd,-0.03353930337931238,0.09922818385648952,-0.41572715565210056,-2.46117466775144,-0.022929285177305293,-0.020223240732725856,-0.027371152193056882,-0.0004326277917035018,0.0,-0.09640633484836644,Ibias,0.9008394569106144,-0.10726753486954035,-0.8318670737686922,-1.6599689796560413,0.03756994989651228,0.9384798444137687,0.6608388396229129,0.3131438615884644,0.10645886019217983,-0.2788047399781363,W1,0.0021360226733156316,0.04595987251543853,0.6640095499811184,0.0377911131636851,-0.1472322098990813,-0.0012822299463549202,0.25670440816400675,-0.31018101671202286,-0.10647793200517448,0.0006322946344196552,W2,0.06359351713370201,0.06607832387440311,-0.14670018210889368,-0.314925488478638,-0.5033483120792963,0.03821945050597816,0.05186223691267785,0.0007997059179786372,0.0,0.1826215679419253,Alo,0.0,-0.04286560349564515,-0.6685006885954661,-0.9512220077068098,-0.5579409436649673,0.0,0.0,0.0,0.0,0.0,
28,Rd,-0.03359161468370066,0.0975683376273482,-0.43037639492601537,-2.572414842320878,-0.021192513742457737,-0.02024424487884733,-0.027420128025525674,-0.00042196969388864897,0.0,-0.0959521883952716,Ibias,0.8999974597763217,-0.10503733505749291,-0.7570030215580144,-1.7839541330149447,0.0315729800777575,0.9381579308423234,0.6639482274104709,0.3116378054780276,0.10605935234234891,-0.27614965725804475,W1,0.0032226718375989076,0.043572055386961815,0.6403393275356024,-0.062226286147420644,-0.1443410545277866,-0.000876719266413354,0.2538320422934889,-0.30868401762093517,-0.1060784621355749,0.0004075189468436435,W2,0.06320228180331242,0.06472712305740567,-0.22091828168677305,-0.5122081229659091,-0.4959711567653057,0.03802912142595291,0.05162183175772633,0.0007911931759977543,0.0,0.18064203498660444,Alo,0.0,-0.042466517333018594,-0.6346631079920462,-1.0536840741552886,-0.5554526005145248,0.0,0.0,0.0,0.0,0.0,
29,Rd,-0.033594998487087926,0.09571894526531326,-0.4440339643309396,-2.5797158306356955,-0.01806134975359907,-0.02028137644170267,-0.02748906675151848,-0.0004243585522081027,0.0,-0.09547446602389652,Ibias,0.8992031158977511,-0.10311918920651467,-0.6862396062778026,-1.7899954726655516,0.027258653441829428,0.9378523312981379,0.6668817737677546,0.31015305684694666,0.10567061975752423,-0.2735802924758962,W1,0.004410302312791323,0.04123708797339658,0.6179262670500494,0.03664835644120851,-0.13968725213213978,-0.0004609403736785555,0.2511336307725739,-0.3071958081862211,-0.1057089131511682,0.0002214328551062429,W2,0.062856395571132,0.06292808818429234,-0.2934026691566229,-0.4141357507365544,-0.4870032960091397,0.037843204678748,0.05139538469445256,0.0007956722853993944,0.0,0.1787332195414469,Alo,0.0,-0.04233100480218498,-0.6038860853372119,-1.0563538555420544,-0.5515683368563767,0.0,0.0,0.0,0.0,0.0,
