Corner,Temperature,Voutp,Voutn,vg1,vd1,i_src,v_src,p_src,Io,gm1,gds1,vt,vdsat1,cgs1,cgd1,cgs2,cgd2,region,Vcmlo,gm2,vt2,conv_gain_db,gain_freq,bb_BW,iip2_dbm,nf_db,iip3_dbm
tsmc065_ss,-3.8709677419354875,0.7791512,0.7791512,0.4008655,0.09283101,0.001442712,1.0,0.001442712,0.0002543112,0.005599001,0.001018863,0.512557,0.04817946,3.494311e-14,1.5434460000000002e-14,1.036442e-14,4.521907e-15,3.0,0.4677504,0.002756077,0.4909163,13.301423269622841,1000.000000119209,9999000.0,62.75222283015705,15.397942864971618,7.2617874640200455
tsmc065_ss,1.2903225806451601,0.7743229,0.7743229,0.3976332,0.09460686,0.001452907,1.0,0.001452907,0.00025958,0.005643533,0.001019801,0.5080956,0.04918034,3.50988e-14,1.542454e-14,1.04385e-14,4.518879000000001e-15,3.0,0.4677533,0.002775061,0.4873865,13.268124542807428,1000.000000119209,9999000.0,61.1596688574658,15.449662222308145,7.037515200515898
tsmc065_ss,6.451612903225808,0.7695011,0.7695011,0.3944365,0.09635738,0.001463041,1.0,0.001463041,0.0002648218,0.00568497,0.001020794,0.5036358,0.05018349,3.525397e-14,1.541488e-14,1.0511330000000001e-14,4.51593e-15,3.0,0.4677564,0.002792841,0.4838542,13.227799151465007,1000.000000119209,9999000.0,61.567546231574994,15.505310283576692,6.832583181205635
tsmc065_ss,11.612903225806448,0.764688,0.764688,0.3912729,0.09808399,0.001473109,1.0,0.001473109,0.0002700338,0.00572346,0.001021815,0.4991776,0.05118871,3.540832e-14,1.5405470000000002e-14,1.05829e-14,4.513061000000001e-15,3.0,0.4677596,0.002809461,0.4803195,13.181163037925154,1000.000000119209,9999000.0,62.04806346234719,15.564408395557665,6.649541431939113
tsmc065_ss,16.774193548387096,0.7598798,0.7598798,0.3881402,0.09979678,0.00148312,1.0,0.00148312,0.0002752224,0.005759327,0.001022804,0.4947202,0.05219586,3.556171e-14,1.539624e-14,1.065275e-14,4.510296000000001e-15,3.0,0.467763,0.00282437,0.4767848,13.128543883093737,1000.000000119209,9999000.0,62.617103194614074,15.627166647210549,6.492610982580516
tsmc065_ss,21.935483870967744,0.7550823,0.7550823,0.3850365,0.10149,0.001493059,1.0,0.001493059,0.0002803783,0.005792553,0.001023781,0.490264,0.05320469,3.571386e-14,1.538722e-14,1.072126e-14,4.5076150000000006e-15,3.0,0.4677665,0.002838086,0.4732485,13.070541457320974,1000.000000119209,9999000.0,63.42060386794728,15.692535247594712,6.365798175361903
tsmc065_ss,27.096774193548384,0.7502927,0.7502927,0.3819599,0.1031709,0.001502932,1.0,0.001502932,0.000285506,0.005823392,0.001024704,0.4858087,0.05421505,3.5864669999999997e-14,1.537837e-14,1.0788120000000001e-14,4.505033000000001e-15,3.0,0.4677702,0.002850234,0.4697123,13.007291745151255,1000.000000119209,9999000.0,64.30941358827818,15.760586662885004,6.276158390383415
tsmc065_ss,32.258064516129025,0.7455322,0.7455322,0.3789089,0.1048118,0.001512691,1.0,0.001512691,0.0002905743,0.005851374,0.001025692,0.4813558,0.05522645,3.601371e-14,1.536984e-14,1.085486e-14,4.502469e-15,3.0,0.467774,0.002862784,0.4661683,12.93898810112089,1000.000000119209,9999000.0,65.45129299483767,15.830944258511646,5.825213383480161
tsmc065_ss,37.41935483870968,0.7407881,0.7407881,0.375882,0.1064338,0.001522363,1.0,0.001522363,0.0002956026,0.005877034,0.001026645,0.4769042,0.05623889,3.61611e-14,1.536151e-14,1.0920410000000001e-14,4.49998e-15,3.0,0.467778,0.002874409,0.4626221,12.866278939692496,1000.000000119209,9999000.0,66.41366548031934,15.903831396730642,5.659871527335298
tsmc065_ss,42.58064516129032,0.7360609,0.7360609,0.3728778,0.1080379,0.001531947,1.0,0.001531947,0.0003005896,0.005900485,0.001027557,0.4724536,0.05725218,3.6306750000000003e-14,1.5353369999999998e-14,1.098479e-14,4.497564e-15,3.0,0.4677821,0.002885137,0.459074,12.789294153461332,1000.000000119209,9999000.0,66.11717491951543,15.978660510692833,5.64939896416179
tsmc065_ss,47.74193548387096,0.7313514,0.7313514,0.3698951,0.1096247,0.001541441,1.0,0.001541441,0.0003055344,0.005921834,0.001028425,0.4680042,0.05826612,3.645061e-14,1.534542e-14,1.104801e-14,4.495221e-15,3.0,0.4677864,0.002894994,0.455524,12.70874967383947,1000.000000119209,9999000.0,67.91623955337548,16.055079084599747,5.761099940151524
tsmc065_ss,52.903225806451616,0.72666,0.72666,0.3669328,0.1111952,0.001550843,1.0,0.001550843,0.0003104363,0.005941183,0.001029244,0.4635558,0.05928051,3.659262e-14,1.5337629999999998e-14,1.1110089999999999e-14,4.492948e-15,3.0,0.4677908,0.002904013,0.4519723,12.625123897977124,1000.000000119209,9999000.0,68.21928585111283,16.13383604400798,5.78781029498316
tsmc065_ss,58.064516129032256,0.7219871,0.7219871,0.3639899,0.1127498,0.001560152,1.0,0.001560152,0.0003152945,0.005958626,0.001030016,0.4591084,0.06029516,3.673277e-14,1.533002e-14,1.117105e-14,4.490746e-15,3.0,0.4677954,0.002912227,0.4484188,12.539281565291116,1000.000000119209,9999000.0,68.05184556475373,16.2144871215379,5.8441033517019605
tsmc065_ss,63.2258064516129,0.7173328,0.7173328,0.3610654,0.1142894,0.001569368,1.0,0.001569368,0.0003201088,0.00597426,0.001030738,0.4546619,0.06130986,3.687102e-14,1.532256e-14,1.123092e-14,4.488612e-15,3.0,0.4678001,0.002919651,0.4448638,12.4518291152334,1000.000000119209,9999000.0,67.76831441127666,16.29656435102881,5.9284690593653835
tsmc065_ss,68.38709677419355,0.7126974,0.7126974,0.3581585,0.1158142,0.001578489,1.0,0.001578489,0.0003248786,0.005988167,0.001031412,0.4502164,0.06232441,3.7007379999999997e-14,1.531526e-14,1.128973e-14,4.486545e-15,3.0,0.467805,0.002926328,0.4413072,12.363589524337037,1000.000000119209,9999000.0,67.37911569630575,16.37976581639385,6.041253819037536
tsmc065_ss,73.54838709677419,0.7080809,0.7080809,0.3552683,0.1173248,0.001587514,1.0,0.001587514,0.0003296036,0.00600043,0.001032041,0.4457718,0.0633386,3.714183e-14,1.530811e-14,1.1347499999999999e-14,4.4845420000000005e-15,3.0,0.46781,0.002932289,0.437749,12.274615509406356,1000.000000119209,9999000.0,67.00006392944124,16.4654299253718,6.1738312732660034
tsmc065_ss,78.70967741935483,0.7035293,0.7035293,0.3523941,0.1187593,0.001596341,1.0,0.001596341,0.0003342194,0.006009975,0.001032853,0.4413319,0.06435151,3.727382e-14,1.530142e-14,1.140712e-14,4.48245e-15,3.0,0.4678151,0.0029415,0.4341711,12.185751311820814,1000.000000119209,9999000.0,66.42985292261315,16.552016969008758,6.30207392199587
tsmc065_ss,83.87096774193549,0.6989418,0.6989418,0.3495352,0.1202548,0.001605196,1.0,0.001605196,0.0003388669,0.006019422,0.001033346,0.4368883,0.06536451,3.74046e-14,1.529449e-14,1.146231e-14,4.480605e-15,3.0,0.4678204,0.002945309,0.4306137,12.09717928123043,1000.000000119209,9999000.0,65.88325176376804,16.639901729712786,6.415064352829148
tsmc065_ss,89.03225806451613,0.6943743,0.6943743,0.3466911,0.1217352,0.001613951,1.0,0.001613951,0.0003434673,0.006027408,0.00103381,0.4324455,0.0663765,3.753349e-14,1.52877e-14,1.151665e-14,4.4788150000000006e-15,3.0,0.4678259,0.002948625,0.4270545,12.009158996408402,1000.000000119209,9999000.0,65.35848491843561,16.728685577181462,6.517378520748153
tsmc065_ss,94.19354838709677,0.6898265,0.6898265,0.3438611,0.123201,0.001622609,1.0,0.001622609,0.000348021,0.006034009,0.001034244,0.4280037,0.06738726,3.76605e-14,1.528105e-14,1.157015e-14,4.477079e-15,3.0,0.4678314,0.00295145,0.4234934,11.921786431340227,1000.000000119209,9999000.0,64.93989844539078,16.81864885805011,6.606872300064666
tsmc065_ss,99.35483870967741,0.6852978,0.6852978,0.3410446,0.1246528,0.001631169,1.0,0.001631169,0.0003525284,0.006039297,0.001034651,0.4235628,0.06839657,3.778567e-14,1.527453e-14,1.1622829999999999e-14,4.475396e-15,3.0,0.4678372,0.00295379,0.4199307,11.834857387018467,1000.000000119209,9999000.0,70.1109980373742,16.91018847137074,6.685746122224657
tsmc065_ss,104.51612903225805,0.6807877,0.6807877,0.3382411,0.126091,0.001639633,1.0,0.001639633,0.00035699,0.006043337,0.001035034,0.4191227,0.06940421,3.790902e-14,1.5268139999999998e-14,1.16747e-14,4.473766000000001e-15,3.0,0.467843,0.002955653,0.4163665,11.748826076510772,1000.000000119209,9999000.0,70.36276013427872,17.00203024919265,6.7960602568238215
tsmc065_ss,109.67741935483872,0.6762958,0.6762958,0.3354503,0.127516,0.001648002,1.0,0.001648002,0.0003614063,0.006046194,0.001035396,0.4146835,0.07040995,3.803058e-14,1.5261880000000002e-14,1.1725779999999999e-14,4.472187e-15,3.0,0.467849,0.002957048,0.4128008,11.663406635138003,1000.000000119209,9999000.0,70.62318783569793,17.094803554413645,6.9533907905858285
tsmc065_ss,114.83870967741936,0.6718214,0.6718214,0.3326716,0.1289283,0.001656276,1.0,0.001656276,0.0003657778,0.006047927,0.001035738,0.410245,0.07141354,3.815039e-14,1.525573e-14,1.177608e-14,4.47066e-15,3.0,0.4678552,0.002957984,0.4092337,11.578707901033676,1000.000000119209,9999000.0,71.24435759332187,17.187954384786387,7.124202965290692
tsmc065_ss,120.0,0.6673639,0.6673639,0.3299046,0.1303281,0.001664456,1.0,0.001664456,0.000370105,0.006048592,0.001036065,0.4058074,0.07241474,3.826847e-14,1.524969e-14,1.182563e-14,4.469182e-15,3.0,0.4678614,0.002958472,0.4056654,11.494654284175162,1000.000000119209,9999000.0,63.49231313449857,17.281494959567244,5.449589908069825
