Iteration No,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,loss_region,
1,1.274688145209363,0.6447925346114883,0.0,0.0,0.17519021059787482,0.4547054,0.0,0.0,
2,1.378205239976046,0.698583685194536,0.0,0.0,0.24095715478151003,0.4386644,0.0,0.0,
3,1.3728359581912908,0.6987424081402629,0.0,0.0,0.24046955005102788,0.433624,0.0,0.0,
4,1.3449845575196373,0.6874381906559186,0.0,0.0,0.22650596686371854,0.43104040000000005,0.0,0.0,
5,1.314626318897047,0.6744503174492626,0.0,0.0,0.21105060144778442,0.42912540000000005,0.0,0.0,
6,1.2849233542965257,0.6616746998937875,0.0,0.0,0.19601685440273825,0.4272318,0.0,0.0,
7,1.2552163440540967,0.6489195704610291,0.0,0.0,0.18085777359306737,0.425439,0.0,0.0,
8,1.2265841580790242,0.6364863874514592,0.0,0.0,0.16631177062756491,0.42378600000000005,0.0,0.0,
9,1.201642883167384,0.6256170742511926,0.0,0.0,0.15385560891619127,0.4221702,0.0,0.0,
10,1.1771337871617344,0.6147440317502616,0.0,0.0,0.1416425554114729,0.42074720000000004,0.0,0.0,
11,1.1495873731601334,0.6027986525551707,0.0,0.0,0.12779912060496273,0.4189896,0.0,0.0,
12,1.1272900590830137,0.592849376060092,0.0,0.0,0.11687768302292174,0.41756299999999996,0.0,0.0,
13,1.1058425839057577,0.583255179008505,0.0,0.0,0.10637380489725269,0.4162136,0.0,0.0,
14,1.0819006433990594,0.572635201601802,0.0,0.0,0.0946096417972574,0.41465579999999996,0.0,0.0,
15,1.0626434550650863,0.5637723417325813,0.0,0.0,0.085282713332505,0.4135884,0.0,0.0,
16,1.0433874239506549,0.5547735191374473,0.0,0.0,0.07630950481320747,0.4123044,0.0,0.0,
17,1.0243470893825422,0.546034106674921,0.0,0.0,0.067365782707621,0.4109472,0.0,0.0,
18,1.00665504967988,0.5377324668989383,0.0,0.0,0.05924578278094188,0.40967679999999995,0.0,0.0,
19,0.9893504035397807,0.5296204090942274,0.0,0.0,0.05122099444555322,0.40850900000000007,0.0,0.0,
20,0.9724063352382617,0.521559234895299,0.0,0.0,0.043506500342962794,0.4073406,0.0,0.0,
21,0.9555618810300548,0.5135537341476702,0.0,0.0,0.03584914688238451,0.40615900000000005,0.0,0.0,
22,0.9395928565210452,0.5059635278509986,0.0,0.0,0.028643128670046637,0.4049862,0.0,0.0,
23,0.9247949763687611,0.49883232417526574,0.0,0.0,0.022112852193495413,0.4038498,0.0,0.0,
24,0.9102929002411171,0.491734959704993,0.0,0.0,0.01579954053612411,0.40275839999999996,0.0,0.0,
25,0.8963465455931723,0.4849856514253087,0.0,0.0,0.00965029416786353,0.40171060000000003,0.0,0.0,
26,0.8825545445605676,0.47823372720869994,0.0,0.0,0.003704617351867749,0.4006162,0.0,0.0,
27,0.8711935994594218,0.47164339945942174,0.0,0.0,0.0,0.39955019999999997,0.0,0.0,
28,0.866359037361593,0.46799523736159304,0.0,0.0,0.0,0.39836380000000005,0.0,0.0,
29,0.8615706586872254,0.46434245868722546,0.0,0.0,0.0,0.3972282,0.0,0.0,
30,0.8567446897703834,0.46068948977038343,0.0,0.0,0.0,0.3960552,0.0,0.0,
31,0.852103222268719,0.4571548222687191,0.0,0.0,0.0,0.3949484,0.0,0.0,
32,0.8474160964851749,0.453637096485175,0.0,0.0,0.0,0.393779,0.0,0.0,
33,0.8427540728309388,0.4501448728309389,0.0,0.0,0.0,0.3926092,0.0,0.0,
34,0.8380402441553294,0.44660224415532945,0.0,0.0,0.0,0.391438,0.0,0.0,
35,0.8333824133633587,0.44308101336335876,0.0,0.0,0.0,0.39030139999999997,0.0,0.0,
36,0.8287725219262091,0.43959412192620906,0.0,0.0,0.0,0.38917840000000004,0.0,0.0,
37,0.8242397274238873,0.43621572742388726,0.0,0.0,0.0,0.38802400000000004,0.0,0.0,
38,0.8196805700384908,0.4327915700384909,0.0,0.0,0.0,0.386889,0.0,0.0,
39,0.8151633221421746,0.4294091221421746,0.0,0.0,0.0,0.3857542,0.0,0.0,
40,0.8107750526313848,0.4261538526313849,0.0,0.0,0.0,0.3846212,0.0,0.0,
41,0.8058442059442614,0.42235560594426147,0.0,0.0,0.0,0.3834886,0.0,0.0,
42,0.8016042933817937,0.4192204933817938,0.0,0.0,0.0,0.3823838,0.0,0.0,
43,0.797281591388727,0.416059791388727,0.0,0.0,0.0,0.3812218,0.0,0.0,
44,0.7929271600930138,0.41287396009301375,0.0,0.0,0.0,0.38005320000000004,0.0,0.0,
45,0.7886691953820089,0.4097599953820089,0.0,0.0,0.0,0.3789092,0.0,0.0,
46,0.7844183310057136,0.40668353100571364,0.0,0.0,0.0,0.3777348,0.0,0.0,
47,0.7803250298784221,0.4037144298784221,0.0,0.0,0.0,0.3766106,0.0,0.0,
48,0.7761928003555473,0.40072740035554727,0.0,0.0,0.0,0.3754654,0.0,0.0,
49,0.7720235762911833,0.3977227762911833,0.0,0.0,0.0,0.3743008,0.0,0.0,
50,0.7678856025794074,0.3947662025794075,0.0,0.0,0.0,0.3731194,0.0,0.0,
51,0.7639178687191099,0.39193026871910996,0.0,0.0,0.0,0.3719876,0.0,0.0,
52,0.7599218341972349,0.389096034197235,0.0,0.0,0.0,0.3708258,0.0,0.0,
53,0.7559259939683223,0.3862633939683223,0.0,0.0,0.0,0.3696626,0.0,0.0,
54,0.7519563383040189,0.38347233830401883,0.0,0.0,0.0,0.368484,0.0,0.0,
55,0.747957056628179,0.380631056628179,0.0,0.0,0.0,0.367326,0.0,0.0,
56,0.7440730648330642,0.3781092648330643,0.0,0.0,0.0,0.3659638,0.0,0.0,
57,0.7401879971895342,0.37539639718953416,0.0,0.0,0.0,0.3647916,0.0,0.0,
58,0.7363233919534347,0.3727157919534347,0.0,0.0,0.0,0.3636076,0.0,0.0,
59,0.7325538568020229,0.370145256802023,0.0,0.0,0.0,0.36240859999999997,0.0,0.0,
