Temperature,Voutp,Voutn,vg1,vd1,i_src,v_src,p_src,Io,gm1,gds1,vt,vdsat1,cgs1,cgd1,cgs2,cgd2,region,Vcmlo,gm2,vt2,conv_gain_db,gain_freq,bb_BW,iip2_dbm,nf_db,iip3_dbm
47.74193548387096,0.7226198,0.7226198,0.3197902,0.1513395,0.001704677,1.0,0.001704677,0.0003615906,0.006988875,0.001131351,0.413323,0.05732417,3.7044329999999996e-14,1.629128e-14,1.13724e-14,4.8049080000000006e-15,3.0,0.4677078,0.00339091,0.4049559,11.912063698586122,1000.000000119209,9999000.0,62.428669910967756,15.340915757384245,4.683722033794808
52.903225806451616,0.7180817,0.7180817,0.316977,0.1527247,0.001715114,1.0,0.001715114,0.0003670312,0.007001399,0.001134507,0.4089321,0.05833217,3.717844e-14,1.628371e-14,1.142796e-14,4.8023980000000005e-15,3.0,0.4677112,0.003396374,0.4015147,11.821822937011547,1000.000000119209,9999000.0,62.30736155148119,15.432439259576668,4.777958091571122
58.064516129032256,0.7135704,0.7135704,0.3141804,0.1540915,0.001725428,1.0,0.001725428,0.0003724135,0.007011932,0.00113747,0.4045427,0.05934007,3.7310370000000004e-14,1.627627e-14,1.148268e-14,4.7999530000000005e-15,3.0,0.4677146,0.003401322,0.39807,11.732478041067429,1000.000000119209,9999000.0,62.24168904729228,15.525675215603416,4.851858480830373
63.2258064516129,0.7090846,0.7090846,0.3113997,0.1554418,0.001735623,1.0,0.001735623,0.0003777392,0.00702061,0.001140252,0.4001544,0.06034772,3.744017e-14,1.626895e-14,1.153651e-14,4.797577000000001e-15,3.0,0.4677182,0.003405667,0.3946225,11.643689199154249,1000.000000119209,9999000.0,62.285984231408804,15.620940943105701,4.904704529724427
68.38709677419355,0.7046231,0.7046231,0.3086342,0.156777,0.001745702,1.0,0.001745702,0.0003830095,0.007027551,0.001142863,0.3957674,0.06135492,3.756786e-14,1.6261769999999998e-14,1.1589449999999999e-14,4.795271e-15,3.0,0.4677219,0.003409371,0.3911723,11.556042386036376,1000.000000119209,9999000.0,62.33270501438467,15.716786839381175,4.944006403177937
73.54838709677419,0.7001851,0.7001851,0.3058832,0.158098,0.001755665,1.0,0.001755665,0.0003882254,0.007032859,0.001145313,0.3913814,0.06236148,3.769348e-14,1.62547e-14,1.164148e-14,4.793034e-15,3.0,0.4677257,0.003412424,0.3877199,11.46915727677927,1000.000000119209,9999000.0,62.43831919179826,15.813693618937831,4.9794888569746405
78.70967741935483,0.69577,0.69577,0.3031462,0.1594056,0.001765515,1.0,0.001765515,0.0003933877,0.007036631,0.001147614,0.3869965,0.0633672,3.781707e-14,1.624774e-14,1.169261e-14,4.7908660000000004e-15,3.0,0.4677296,0.00341483,0.3842653,11.383300670100546,1000.000000119209,9999000.0,62.66522785329899,15.910851254278978,5.021931219500345
83.87096774193549,0.6913769,0.6913769,0.3004225,0.1607002,0.001775254,1.0,0.001775254,0.000398497,0.007038953,0.001149774,0.3826125,0.06437188,3.793866e-14,1.62409e-14,1.174288e-14,4.788766e-15,3.0,0.4677336,0.003416605,0.3808088,11.297431754619428,1000.000000119209,9999000.0,62.964866134797646,16.00972545658503,5.0674626772739515
89.03225806451613,0.6870053,0.6870053,0.2977117,0.1619822,0.001784882,1.0,0.001784882,0.000403554,0.00703991,0.001151804,0.3782295,0.06537532,3.805829e-14,1.623416e-14,1.179229e-14,4.786732e-15,3.0,0.4677377,0.003417767,0.3773503,11.212208170394145,1000.000000119209,9999000.0,63.34658944598675,16.10881342340784,5.117213385705071
94.19354838709677,0.6826545,0.6826545,0.2950132,0.163252,0.001794401,1.0,0.001794401,0.0004085596,0.007039578,0.001153713,0.3738475,0.06637731,3.8176e-14,1.622753e-14,1.1840880000000001e-14,4.784763e-15,3.0,0.4677419,0.003418339,0.37389,11.127393991088873,1000.000000119209,9999000.0,63.68636770680507,16.208131952519665,5.1679555607785375
99.35483870967741,0.6783237,0.6783237,0.2923266,0.1645099,0.001803813,1.0,0.001803813,0.0004135143,0.00703803,0.00115551,0.3694664,0.06737762,3.829183e-14,1.6221000000000002e-14,1.188866e-14,4.782857e-15,3.0,0.4677463,0.003418342,0.370428,11.042105941142783,1000.000000119209,9999000.0,64.1913830470335,16.30889541183199,5.217496755774917
104.51612903225805,0.6740123,0.6740123,0.2896516,0.165756,0.001813119,1.0,0.001813119,0.0004184191,0.007035335,0.001157204,0.3650861,0.06837605,3.840581e-14,1.621457e-14,1.193566e-14,4.781013e-15,3.0,0.4677507,0.003417801,0.3669643,10.95731058399677,1000.000000119209,9999000.0,64.25281442451518,16.409192403251975,5.2645073670607445
109.67741935483872,0.6697196,0.6697196,0.2869876,0.1669906,0.001822321,1.0,0.001822321,0.0004232747,0.007031558,0.001158803,0.3607068,0.06937238,3.8517999999999997e-14,1.6208229999999998e-14,1.19819e-14,4.7792280000000005e-15,3.0,0.4677553,0.003416739,0.3634991,10.872328540000415,1000.000000119209,9999000.0,64.72982505573182,16.50967932175024,5.736227970167988
114.83870967741936,0.6654447,0.6654447,0.2843344,0.1682138,0.001831421,1.0,0.001831421,0.000428082,0.007026759,0.001160315,0.3563283,0.07036636,3.862844e-14,1.620198e-14,1.202742e-14,4.7775020000000005e-15,3.0,0.4677599,0.003415178,0.3600323,10.78717748421466,1000.000000119209,9999000.0,65.32707910085904,16.610276214419052,5.71835101179164
120.0,0.6611869,0.6611869,0.2816916,0.1694257,0.00184042,1.0,0.00184042,0.0004328417,0.007020997,0.001161749,0.3519508,0.07135777,3.873716e-14,1.619583e-14,1.2072229999999999e-14,4.775833000000001e-15,3.0,0.4677647,0.00341314,0.356564,10.70176744328063,1000.000000119209,9999000.0,66.49303855446274,16.710919604365785,5.74469717358653
