n,Io,W,Rb,Rd,fo,Vg,Vs,Vd,Vth,iip3,gain,s11,nf,FOM,PWR,gm
101,4.820009567745368e-05,2.883796166730025e-05,46.68790405888044,3676.1290089056056,1000000000.0,0.4973987,0.0036895,1.5095,0.4941741,0.2242123,15.6075,-22.1828,13.6661083565089,8.75803532796522,0.00022900309999999998,0.0016240000000000002
102,6.02501195968171e-05,2.162847125047519e-05,58.35988007360055,4595.161261132007,1000000000.0,0.5220809000000001,0.0051992,1.3906,0.4951478,4.4686,17.862,-30.463,12.385656440873476,15.90876226562636,0.0002688096,0.0017242
103,4.518758969761282e-05,2.6812401049250192e-05,43.8763490150349,3543.496962209888,1000000000.0,0.49737990000000004,0.0032955000000000003,1.5339,0.4938618,-0.07872069999999999,15.0693,-19.6745,14.228136924325428,7.574403883737552,0.00021653419999999998,0.0015393
104,5.6484487122016027e-05,2.359118823853271e-05,54.84543626879362,4429.37120276236,1000000000.0,0.5145732000000001,0.0047095,1.4197,0.4948938,4.1607,17.3883,-35.0897,12.701984959683033,15.000225455053927,0.0002562361,0.0016952
105,7.060560890252003e-05,1.7693391178899533e-05,68.55679533599202,5536.714003452949,1000000000.0,0.5409042,0.0065771,1.2688,0.4961312,0.3351462,19.4104,-20.1453,11.68252280258078,13.600350956187292,0.0002997753,0.0017648
106,5.295420667689002e-05,2.2116738973624415e-05,51.41759650199401,6920.892504316186,1000000000.0,0.5140452,0.0039187,1.2725,0.4955622,3.2792,19.136,-29.7634,13.233309858538187,15.72901900794275,0.0002324989,0.0015168
107,6.619275834611253e-05,2.7112349888377827e-05,64.27199562749252,5190.669378237139,1000000000.0,0.5170336999999999,0.0061008,1.3073,0.49609570000000003,2.5766,18.7994,-23.5545,11.588478388615147,15.475656252177176,0.0002900067,0.0018848
108,4.964456875958439e-05,3.3890437360472284e-05,48.20399672061939,3893.0020336778543,1000000000.0,0.4918565,0.0039123000000000005,1.484,0.4944908,-0.13897790000000002,15.965,-23.6495,13.27283574546367,9.043560937018285,0.00023545079999999998,0.0016957
109,6.20557109494805e-05,2.541782802035421e-05,60.25499590077423,4866.252542097318,1000000000.0,0.5163387,0.0054954999999999995,1.3562,0.4955718,3.7128,18.269,-27.6929,12.026942263141166,15.829087028715659,0.00027586779999999995,0.0018043
110,4.6541783212110374e-05,2.228289511375693e-05,54.497169870737274,4185.987804382765,1000000000.0,0.507561,0.0040377,1.4899,0.49421390000000004,1.4746,16.1038,-35.867,13.367696109931178,11.048107798256257,0.00021713709999999998,0.0014829
111,5.817722901513797e-05,1.6712171335317697e-05,68.1214623384216,5232.484755478456,1000000000.0,0.5330151,0.0056782000000000004,1.3639,0.4952125,2.3876,18.2397,-19.9527,12.227140017561798,14.607090644132102,0.0002547557,0.0015592
112,4.363292176135348e-05,2.0890214169147123e-05,51.091096753816196,4537.664926755153,1000000000.0,0.5071155,0.0035567000000000003,1.4841,0.4940629,1.3716,16.2259,-29.8367,13.852754819790993,10.834341097934953,0.00020384729999999997,0.0013929
113,5.4541152201691854e-05,1.5667660626860342e-05,63.863870942270246,5672.081158443942,1000000000.0,0.5323298999999999,0.0049997999999999996,1.356,0.4950037,2.842,18.3561,-22.4762,12.685533102154674,14.967463280204047,0.00023909209999999997,0.0014639
114,4.090586415126889e-05,1.9584575783575428e-05,79.82983867783781,4278.957405874051,1000000000.0,0.5083404,0.005209500000000001,1.5208,0.4942331,0.28972980000000004,15.4243,-15.0819,12.603034761582121,10.54382358548957,0.00019109379999999998,0.0013062
115,5.113233018908611e-05,1.4688431837681571e-05,59.87237900837836,5348.696757342564,1000000000.0,0.5317147999999999,0.0044863,1.3992,0.4945071,4.3355,17.6957,-26.341,13.168976422945171,15.518168275730936,0.0002269147,0.0013959
116,3.834924764181458e-05,1.8360539797101962e-05,74.84047376047295,4011.5225680069225,1000000000.0,0.5077747,0.0046578999999999995,1.5503,0.4938288,-0.4646458,14.6622,-16.4755,13.122953054690766,8.71336535788827,0.0001810569,0.0012427999999999999
117,4.7936559552268225e-05,1.3969540000173782e-05,93.55059220059118,5014.403210008653,1000000000.0,0.5327129,0.0065983000000000005,1.4464,0.4947319,2.6163,16.8696,-12.2542,12.011473061805397,14.467928898485138,0.0002132443,0.0013172
118,3.595241966420117e-05,1.7461925000217228e-05,70.1629441504434,3760.80240750649,1000000000.0,0.5066303,0.0041634,1.5768,0.4934701,-1.1443,13.8694,-18.1863,13.658587074464744,6.914464875810163,0.0001715233,0.0011846
119,4.494052458025146e-05,1.834583574656564e-05,87.70368018805425,4701.003009383113,1000000000.0,0.5164271,0.006052,1.4756,0.4946956,3.1362,16.4059,-13.3544,12.069181208554003,14.631648043450276,0.000205102,0.0013560000000000002
120,5.617565572531432e-05,1.375937680992423e-05,65.77776014104069,5876.253761728891,1000000000.0,0.5402677,0.0051901000000000004,1.3364,0.49502690000000005,1.6569,18.5664,-20.9787,12.679522855170307,13.926041692959544,0.00024314349999999998,0.0014356
