Iteration No,Rb,loss,loss_gain,loss_iip3,loss_s11,loss_nf,loss_Io,Rd,loss,loss_gain,loss_iip3,loss_s11,loss_nf,loss_Io,Io,loss,loss_gain,loss_iip3,loss_s11,loss_nf,loss_Io,W,loss,loss_gain,loss_iip3,loss_s11,loss_nf,loss_Io,C1,loss,loss_gain,loss_iip3,loss_s11,loss_nf,loss_Io,C2,loss,loss_gain,loss_iip3,loss_s11,loss_nf,loss_Io,
1,Rb,-0.0005216671227363918,-0.0005672390921833812,0.0,0.0010586769171022632,-0.0007397708549966822,-0.00027333409265860683,Rd,-0.0017170482534553872,-0.0020054532465255963,0.0,0.001045659812962378,-0.0006213085032815695,-0.00013594631661063326,Io,-235.4838317305208,-144.75259276110393,0.0,-97.28629540583515,-372.090658668651,378.64571510506113,W,-1903.8078481424538,-620.0694200801646,0.0,0.0,-1379.020673534007,95.28224547162449,C1,-52444176962.70234,-39640616102.9965,0.0,-11812388377.49762,-991172482.2080041,0.0,C2,-664023488.5667163,120760132.42243753,0.0,-125791804.60627753,250011211.6548841,-909003028.0378914,
2,Rb,0.0001247148680728087,0.0,0.0,0.0011286413400256122,-0.0007544564271878166,-0.00024947004476496334,Rd,0.0005193477113718503,0.0,0.0,0.0011154239407283836,-0.0004490443802623121,-0.00014703184909421328,Io,7.5446752771336785,0.0,0.0,-59.67539767239875,-303.8117120786071,371.03178502814063,W,-815.3876889699683,0.0,0.0,371.61010769775993,-1346.0983156495656,159.10051898182505,C1,-8202158318.961034,0.0,0.0,-7609879928.313491,-592278390.6473751,0.0,C2,-1053424483.0071306,0.0,0.0,-188785749.64203095,228902721.43998823,-1093541454.8044329,
3,Rb,1.5148562647754416e-06,0.0,0.0,0.0010382906722937672,-0.0007571005959012652,-0.0002796752201277139,Rd,0.0005092594873247545,0.0,0.0,0.0011495518024852462,-0.0004796916885588917,-0.0001606006266016022,Io,63.803386142524204,0.0,0.0,-30.59237276932347,-269.5952850296719,363.9910439415266,W,-1082.2598479311223,0.0,0.0,124.46027145040507,-1319.667815722714,112.94769634119963,C1,-8390294121.946482,0.0,0.0,-7837733883.182549,-552560238.7638936,0.0,C2,-1241057150.8408687,0.0,0.0,-251735730.39315924,238362269.7163575,-1227683690.1639278,
4,Rb,-0.0010614541991589678,0.0,0.0,0.0,-0.000778913306160313,-0.0002825408929986548,Rd,-0.0006863972974804547,0.0,0.0,0.0,-0.0005135163511312427,-0.000172880946349212,Io,116.254123742787,0.0,0.0,0.0,-249.86873783807997,366.122861580867,W,-1216.2819412534748,0.0,0.0,0.0,-1331.1927145517639,114.9107732982892,C1,-510054072.61232966,0.0,0.0,0.0,-510054072.61232966,0.0,C2,-1111539090.912567,0.0,0.0,0.0,252515249.95214033,-1364054340.8647072,
5,Rb,-0.0010019673898050956,0.0,0.0,0.0,-0.000702714414420206,-0.00029925297538488973,Rd,-0.000625801128848466,0.0,0.0,0.0,-0.0004467607473006765,-0.00017904038154778953,Io,138.44697184682678,0.0,0.0,0.0,-213.76855769182657,352.21552953865336,W,-1135.2507185701602,0.0,0.0,0.0,-1278.8331175231638,143.5823989530036,C1,-498923598.678943,0.0,0.0,0.0,-498923598.678943,0.0,C2,-1289225497.0805287,0.0,0.0,0.0,259734074.50408694,-1548959571.5846157,
6,Rb,0.0006321143319962119,0.0,0.0,0.0009271010202609862,0.0,-0.0002949866882648157,Rd,0.0010465882687597265,0.0,0.0,0.001230931082856238,0.0,-0.00018434281409652223,Io,373.2095705045621,0.0,0.0,26.717718005731278,0.0,346.49185249882464,W,619.3729059825746,0.0,0.0,480.64211398993433,0.0,138.73079199256063,C1,-168081068.97900388,0.0,0.0,-168081068.97922254,0.0,0.0,C2,-2233367246.809771,0.0,0.0,-504003892.08775806,0.0,-1729363354.7218657,
7,Rb,-0.001028830016115881,0.0,0.0,0.0,-0.000710466788761939,-0.00031836322735394215,Rd,-0.0006952122762344685,0.0,0.0,0.0,-0.0005055280048465599,-0.00018968427138790861,Io,148.81085371268645,0.0,0.0,0.0,-204.07058546473303,352.8814391774195,W,-1046.1367458751351,0.0,0.0,0.0,-1241.7535722042255,195.6168263290904,C1,-16376986.23468294,0.0,0.0,0.0,-16376986.23468294,0.0,C2,-1392400536.8137524,0.0,0.0,0.0,278480107.36170244,-1670880644.1754549,
8,Rb,-0.0003147952236459075,0.0,0.0,0.0,0.0,-0.0003147952236459075,Rd,-0.00019539588618278284,0.0,0.0,0.0,0.0,-0.00019539588618278284,Io,346.76997669848686,0.0,0.0,0.0,0.0,346.76997669848686,W,183.222409624113,0.0,0.0,0.0,0.0,183.222409624113,C1,0.0,0.0,0.0,0.0,0.0,0.0,C2,-1860778576.3238766,0.0,0.0,0.0,0.0,-1860778576.3238766,
9,Rb,-0.0009436873773423948,0.0,0.0,0.0,-0.0006454101681551095,-0.00029827720918728523,Rd,-0.0005381330300279235,0.0,0.0,0.00010540989785943245,-0.00046822146541818804,-0.0001753214624691588,Io,135.84260463174158,0.0,0.0,0.0,-216.24746646418265,352.0900710959242,W,-989.8024483744294,0.0,0.0,0.0,-1183.9237698527918,194.12132147836235,C1,16375921.79976595,0.0,0.0,0.0,16375921.79976595,0.0,C2,-1286613333.881335,0.0,0.0,0.0,294015844.1243935,-1580629178.0057285,
10,Rb,0.0005866680226149386,0.0,0.0,0.0008826180410027058,0.0,-0.0002959500183877475,Rd,0.0010672534913259142,0.0,0.0,0.0012481079716897036,0.0,-0.00018085448036379663,Io,370.68587838398435,0.0,0.0,23.90144984399228,0.0,346.78442853999206,W,820.3470130103228,0.0,0.0,642.0260432934068,0.0,178.32096971694722,C1,-167969090.29505652,0.0,0.0,-167969090.29524884,0.0,0.0,C2,-2272006362.8581457,0.0,0.0,-502100853.670072,0.0,-1769905509.1878777,
11,Rb,-0.0009713764552512192,0.0,0.0,0.0,-0.0006530669577940256,-0.0003183094974571937,Rd,-0.0007216916719517693,0.0,0.0,0.0,-0.0005353261875890856,-0.00018636548436268377,Io,146.5126117731711,0.0,0.0,0.0,-206.38813350262853,352.90074527579964,W,-1061.1057317686082,0.0,0.0,0.0,-1200.3725113040903,139.26677953548213,C1,-11330360.020955043,0.0,0.0,0.0,-11330360.020955043,0.0,C2,-1394196323.940241,0.0,0.0,0.0,317397139.514817,-1711593463.455058,
12,Rb,-0.00031574958247514314,0.0,0.0,0.0,0.0,-0.00031574958247514314,Rd,-0.0001920233014461935,0.0,0.0,0.0,0.0,-0.0001920233014461935,Io,346.74336328570166,0.0,0.0,0.0,0.0,346.74336328570166,W,136.73811973199642,0.0,0.0,0.0,0.0,136.73811973199642,C1,0.0,0.0,0.0,0.0,0.0,0.0,C2,-1905669163.7723622,0.0,0.0,0.0,0.0,-1905669163.7723622,
13,Rb,-0.0008912712704805047,0.0,0.0,0.0,-0.000592741969075649,-0.0002985293014048557,Rd,-0.0006673444153112602,0.0,0.0,0.0,-0.0004949787057694627,-0.00017236570954179748,Io,133.75174560092486,0.0,0.0,0.0,-218.1770822622043,351.9288278631292,W,-1025.330556111756,0.0,0.0,0.0,-1164.0023116514703,138.6717555397143,C1,21400828.114297446,0.0,0.0,0.0,21400828.114297446,0.0,C2,-1288753437.5596046,0.0,0.0,0.0,332732705.6955496,-1621486143.2551541,
14,Rb,0.0005573742113934706,0.0,0.0,0.0008531840418045773,0.0,-0.0002958098304111367,Rd,0.0010904015334479297,0.0,0.0,0.001268407515727602,0.0,-0.00017800598227966542,Io,370.16240913799567,0.0,0.0,23.88970256047437,0.0,346.2727065775206,W,414.0193132548369,0.0,0.0,280.92332384690803,0.0,133.09598940786822,C1,-134291120.5630453,0.0,0.0,-134291120.56301033,0.0,0.0,C2,-2247932326.7505608,0.0,0.0,-437705877.2533923,0.0,-1810226449.4975264,
