Iteration No,Rd,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,loss_region,Ibias,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,loss_region,W1,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,loss_region,W2,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,loss_region,Alo,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,loss_region,Rbias2,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,loss_region,Rbias3,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,loss_region,
11,Rd,-0.0008544496034313802,-0.0005525282380539884,0.0,0.0,-0.0002804416883825841,-2.147967699482028e-05,0.0,0.0,Ibias,-185.05339291987215,-52.688256580693626,0.0,0.0,-209.5198799585635,77.15474361938186,0.0,0.0,W1,-7313.1092053344855,-3424.6359301032776,0.0,0.0,-3962.5938626123743,74.12058738118697,0.0,0.0,W2,-9441.309923840978,-1474.2524542154342,0.0,0.0,-8445.904188321687,478.84671869602835,0.0,0.0,Alo,-1.3870456034364824,-0.11645120108724953,0.0,0.0,-1.2705944023492306,0.0,0.0,0.0,Rbias2,-6.377560479850734e-06,-7.659649321409662e-07,0.0,0.0,-3.28612936212131e-06,-2.3254661855886143e-06,0.0,0.0,Rbias3,-7.59335264937137e-06,1.707564530815013e-06,0.0,0.0,-1.2064118208985223e-05,2.7632010287987097e-06,0.0,0.0,
12,Rd,0.00081225835003645,0.0008365619855469956,0.0,0.0,0.0,-2.430363551055348e-05,0.0,0.0,Ibias,538.8390997172428,463.80090870857464,0.0,0.0,0.0,75.03819100866608,0.0,0.0,W1,-1715.3487288989836,-1778.2447950797844,0.0,0.0,0.0,62.89606618076752,0.0,0.0,W2,3187.004284553612,2745.7109524209923,0.0,0.0,0.0,441.29333213241296,0.0,0.0,Alo,1.5325490057045636,1.5325490057045488,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,-2.0436734366392582e-05,-1.812593793948691e-05,0.0,0.0,0.0,-2.3107964269058542e-06,0.0,0.0,Rbias3,2.3003880042326213e-05,2.0385169688597658e-05,0.0,0.0,0.0,2.6187103537286548e-06,0.0,0.0,
13,Rd,-0.00039290831890093623,-0.0012451294809621614,0.0,0.0,0.0008715583524003788,-1.9337190339152464e-05,0.0,0.0,Ibias,41.401068239165,-343.1941550999068,0.0,0.0,324.1291224544131,60.46610088465636,0.0,0.0,W1,2798.4856200032873,-1983.964415124668,0.0,0.0,4764.262328228373,18.187706899541926,0.0,0.0,W2,6225.029821873644,-3073.4814960239482,0.0,0.0,8786.463270451784,512.0480474458077,0.0,0.0,Alo,-0.7721745741521588,-1.546235206013046,0.0,0.0,0.774060631860887,0.0,0.0,0.0,Rbias2,2.2502466179070246e-05,8.979363984832217e-06,0.0,0.0,1.570614669125463e-05,-2.1830444970165994e-06,0.0,0.0,Rbias3,3.8024013011378556e-06,-1.4281291471794704e-05,0.0,0.0,1.4640772982270921e-05,3.4429197906615777e-06,0.0,0.0,
14,Rd,-0.0005958865582061565,-0.00032875698732076945,0.0,0.0,-0.0002469029756292719,-2.0226595256116773e-05,0.0,0.0,Ibias,-129.9313760405828,6.774297789440515,0.0,0.0,-215.3615621355478,78.6558883055256,0.0,0.0,W1,-4707.64562433715,-1898.0582159848445,0.0,0.0,-2834.736688319303,25.149279967027148,0.0,0.0,W2,-7669.680557961664,-943.7899023099782,0.0,0.0,-7184.025918116346,458.1352624646947,0.0,0.0,Alo,-0.6080888196625418,0.19999171084207054,0.0,0.0,-0.8080805305046084,0.0,0.0,0.0,Rbias2,-9.615197453524822e-06,-4.170996790199932e-06,0.0,0.0,-2.8583589204807226e-06,-2.5858417428441504e-06,0.0,0.0,Rbias3,-2.725645497639805e-06,5.943128440101134e-06,0.0,0.0,-1.1655240643298509e-05,2.986466705557504e-06,0.0,0.0,
15,Rd,0.0007480728679802118,0.0007701213140726845,0.0,0.0,0.0,-2.2048446092468794e-05,0.0,0.0,Ibias,522.4395369989637,446.78347718732465,0.0,0.0,0.0,75.6560598116413,0.0,0.0,W1,-780.5048028836126,-805.6284027082635,0.0,0.0,0.0,25.123599824681694,0.0,0.0,W2,-548.1840680695158,-677.9274442420503,0.0,0.0,0.0,129.74337617260457,0.0,0.0,Alo,1.7986741334681335,1.7986741334681335,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,-2.432284760689932e-05,-2.17732088961379e-05,0.0,0.0,0.0,-2.5496387107613163e-06,0.0,0.0,Rbias3,2.8524129472627928e-05,2.5571038928044232e-05,0.0,0.0,0.0,2.9530905445839324e-06,0.0,0.0,
16,Rd,-0.0005266744792949991,-0.0012863302729788795,0.0,0.0,0.0007775008596009515,-1.7845065917076864e-05,0.0,0.0,Ibias,-43.722719574655386,-392.07234579417576,0.0,0.0,289.80747682390154,58.54214939561823,0.0,0.0,W1,2355.7563788867774,-1707.4875597414368,0.0,0.0,4043.0792953832406,20.164643244996043,0.0,0.0,W2,4296.946320459903,-3284.6982129911457,0.0,0.0,7475.784591859356,105.85994159174555,0.0,0.0,Alo,-1.2030013124490793,-1.8582050834360277,0.0,0.0,0.6552037709869408,0.0,0.0,0.0,Rbias2,2.6421508537164822e-05,1.2028263458469693e-05,0.0,0.0,1.681838193856071e-05,-2.425136859865297e-06,0.0,0.0,Rbias3,-2.0843715776946488e-06,-2.0073140410785655e-05,0.0,0.0,1.3977456897966374e-05,4.0113119351246695e-06,0.0,0.0,
17,Rd,-0.0009716530987548503,-0.000627090823340344,0.0,0.0,-0.00032522315839623425,-1.9339117018275345e-05,0.0,0.0,Ibias,-338.2041539186968,-137.30793450583755,0.0,0.0,-280.21649600004866,79.32027658718918,0.0,0.0,W1,-5172.961200333967,-1790.974854654791,0.0,0.0,-3411.684637604836,29.698291925673978,0.0,0.0,W2,-10726.835772409451,-1638.2585677372408,0.0,0.0,-9515.130322747305,426.5531180751299,0.0,0.0,Alo,-2.082200522854019,-0.5379902696843525,0.0,0.0,-1.5442102531696793,0.0,0.0,0.0,Rbias2,-7.537105722140189e-06,2.1973644798767447e-06,0.0,0.0,-6.8420137392920416e-06,-2.892456462725052e-06,0.0,0.0,Rbias3,-1.669198487503244e-05,-1.6944826537426799e-06,0.0,0.0,-1.8331693748545784e-05,3.3341915272558146e-06,0.0,0.0,
18,Rd,0.0006718626770048137,0.0006952612702319618,0.0,0.0,0.0,-2.339859322714455e-05,0.0,0.0,Ibias,518.7914626588278,441.36072582360936,0.0,0.0,0.0,77.43073683522286,0.0,0.0,W1,-1095.969810944056,-1153.0652489522333,0.0,0.0,0.0,57.09543800820581,0.0,0.0,W2,2756.30821910207,2372.0555076753744,0.0,0.0,0.0,384.252711426826,0.0,0.0,Alo,1.0726824413549603,1.0726824413549756,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,-2.371849967342554e-05,-2.082176540807839e-05,0.0,0.0,0.0,-2.8967342653471516e-06,0.0,0.0,Rbias3,2.4665174680839524e-05,2.1597766418008942e-05,0.0,0.0,0.0,3.067408262830834e-06,0.0,0.0,
19,Rd,-0.0002139466928146821,-0.0007894602839834563,0.0,0.0,0.0005928886291265066,-1.7375037957732317e-05,0.0,0.0,Ibias,55.66493723404779,-246.50025920713884,0.0,0.0,233.6092322764793,68.5559641647091,0.0,0.0,W1,1709.3594047914125,-1387.003118613879,0.0,0.0,3072.445983825647,23.91653957966236,0.0,0.0,W2,4179.839059292896,-2039.3036213425498,0.0,0.0,5812.389506552747,406.75317408279017,0.0,0.0,Alo,-0.5015359182900719,-0.9131549084227384,0.0,0.0,0.4116189901326602,0.0,0.0,0.0,Rbias2,2.0365020699122398e-05,6.3950715624671064e-06,0.0,0.0,1.6475492416591058e-05,-2.505543279935698e-06,0.0,0.0,Rbias3,6.956039842948955e-06,-8.544120853586104e-06,0.0,0.0,1.1947043080981864e-05,3.5531176155533e-06,0.0,0.0,
20,Rd,0.00048753561641543843,0.0005062346398569978,0.0,0.0,0.0,-1.8699023441553408e-05,0.0,0.0,Ibias,433.1090876175279,354.3951774380681,0.0,0.0,0.0,78.71391017945983,0.0,0.0,W1,-1261.3600383432688,-1318.7076095217242,0.0,0.0,0.0,57.347571178498825,0.0,0.0,W2,1932.3406152279672,1535.6728530776513,0.0,0.0,0.0,396.6677621503862,0.0,0.0,Alo,1.6099519657219086,1.6099519657219168,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,-2.6543943238418598e-05,-2.356044120751103e-05,0.0,0.0,0.0,-2.983502030907378e-06,0.0,0.0,Rbias3,3.162281415955754e-05,2.8188216367119603e-05,0.0,0.0,0.0,3.4345977924379323e-06,0.0,0.0,
21,Rd,-0.0007029448309503649,-0.0011928067477147651,0.0,0.0,0.0005051619836343278,-1.5300066869938636e-05,0.0,0.0,Ibias,-194.74686239735732,-431.4631817184599,0.0,0.0,173.14766657941558,63.568652741684375,0.0,0.0,W1,976.2490056323865,-1462.8845776663684,0.0,0.0,2416.7181869130386,22.41539638564592,0.0,0.0,W2,1156.0692258083955,-3252.675546423014,0.0,0.0,3965.4384269774805,443.30634525389337,0.0,0.0,Alo,-1.6987189143798522,-1.8627679750308725,0.0,0.0,0.16404906065099417,0.0,0.0,0.0,Rbias2,2.866368335408042e-05,1.5323647397794684e-05,0.0,0.0,1.6133218830458402e-05,-2.7931828741729503e-06,0.0,0.0,Rbias3,-1.143119848231948e-05,-2.4261865768296596e-05,0.0,0.0,8.431786185119872e-06,4.398881100857154e-06,0.0,0.0,
22,Rd,-0.0003094121334599471,0.00013346635526576974,0.0,0.0,-0.00042457171049737903,-1.8306778228339305e-05,0.0,0.0,Ibias,-114.01135461086727,188.6469067037976,0.0,0.0,-382.88048586567754,80.22222455101024,0.0,0.0,W1,-4710.821844983453,-994.5504960602019,0.0,0.0,-3751.6446227780525,35.3732738547885,0.0,0.0,W2,-10469.688377441396,368.8533792500776,0.0,0.0,-11236.453955870791,397.91219917917994,0.0,0.0,Alo,-1.0165751784465846,0.8208457572222372,0.0,0.0,-1.8374209356688342,0.0,0.0,0.0,Rbias2,-3.1624460480415396e-05,-1.6923987722466795e-05,0.0,0.0,-1.1279020352076632e-05,-3.4214524058721075e-06,0.0,0.0,Rbias3,-2.9578182669906506e-06,2.0785276028209724e-05,0.0,0.0,-2.75479283313977e-05,3.80483403619711e-06,0.0,0.0,
23,Rd,0.0006700854084971992,0.0006887626508647274,0.0,0.0,0.0,-1.8677242367528222e-05,0.0,0.0,Ibias,526.7845523902671,453.8252559588902,0.0,0.0,0.0,72.95929643137927,0.0,0.0,W1,-373.72380147212453,-402.229087472745,0.0,0.0,0.0,28.505286000620462,0.0,0.0,W2,2363.2519941242026,1987.890521846469,0.0,0.0,0.0,375.36147227779867,0.0,0.0,Alo,1.9112915169262419,1.9112915169262419,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,-3.1186474871752715e-05,-2.811079028802508e-05,0.0,0.0,0.0,-3.075684583727508e-06,0.0,0.0,Rbias3,4.0263725650461165e-05,3.6404260975541984e-05,0.0,0.0,0.0,3.859464674919101e-06,0.0,0.0,
24,Rd,-0.0005464844968776685,-0.001173208556182499,0.0,0.0,0.0006423400544062985,-1.561599510147883e-05,0.0,0.0,Ibias,-130.28196990124314,-445.1527531874593,0.0,0.0,261.69858701706397,53.17219626915621,0.0,0.0,W1,1487.4370621426674,-1480.2711062923768,0.0,0.0,2928.440196227606,39.26797220745051,0.0,0.0,W2,4824.422732846312,-2004.3383918852662,0.0,0.0,6721.165820433527,107.59530429801777,0.0,0.0,Alo,-1.6837333958275982,-2.186992238807315,0.0,0.0,0.5032588429797612,0.0,0.0,0.0,Rbias2,3.569335615848801e-05,1.7898651208378522e-05,0.0,0.0,2.084451264387535e-05,-3.049807693765693e-06,0.0,0.0,Rbias3,-1.2224101352797979e-05,-3.243565932680448e-05,0.0,0.0,1.4713826425190452e-05,5.497731548815841e-06,0.0,0.0,
25,Rd,-0.0009025429174584976,-0.0005608433593405427,0.0,0.0,-0.00032439119271433797,-1.730836540362037e-05,0.0,0.0,Ibias,-430.9635422179853,-171.94817963237745,0.0,0.0,-337.51289622430795,78.49753363870204,0.0,0.0,W1,-4005.1669286726205,-1138.68551325279,0.0,0.0,-2900.7291337820056,34.24771836217232,0.0,0.0,W2,-11171.842822071174,-1636.9596284390263,0.0,0.0,-9917.92026910408,383.0370754719678,0.0,0.0,Alo,-2.507404686153703,-0.7525686283102222,0.0,0.0,-1.7548360578434834,0.0,0.0,0.0,Rbias2,-9.683435179840345e-06,4.531795496956634e-06,0.0,0.0,-1.0567049588948676e-05,-3.6481810878483033e-06,0.0,0.0,Rbias3,-2.700799532708886e-05,-4.024467960072439e-06,0.0,0.0,-2.726746911750802e-05,4.283941750491769e-06,0.0,0.0,
26,Rd,0.000704750455251451,0.0007263439532857884,0.0,0.0,0.0,-2.1593498034334203e-05,0.0,0.0,Ibias,585.8300067154377,509.1727224914633,0.0,0.0,0.0,76.657284223972,0.0,0.0,W1,-408.8113126888802,-457.6081326827668,0.0,0.0,0.0,48.79681999393306,0.0,0.0,W2,2818.1179649728983,2473.972696563352,0.0,0.0,0.0,344.1452684097338,0.0,0.0,Alo,0.9959338968751182,0.9959338968751343,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,-3.346836733243418e-05,-2.980661603771724e-05,0.0,0.0,0.0,-3.6617512947167817e-06,0.0,0.0,Rbias3,3.517355549155601e-05,3.129248909302025e-05,0.0,0.0,0.0,3.881066398536101e-06,0.0,0.0,
27,Rd,-0.00019052566589753488,-0.0007804559096170091,0.0,0.0,0.000605452880212253,-1.5522636492781178e-05,0.0,0.0,Ibias,33.40794666367571,-311.0769132767339,0.0,0.0,276.69669832037437,67.78816162003821,0.0,0.0,W1,1556.5250970829993,-1320.8391045338965,0.0,0.0,2836.165905640794,41.19829597612181,0.0,0.0,W2,4797.02237810251,-2064.331967425643,0.0,0.0,6493.463477949282,367.8908675788877,0.0,0.0,Alo,-0.599786208774226,-1.1600317289103848,0.0,0.0,0.5602455201361576,0.0,0.0,0.0,Rbias2,3.1462409109515157e-05,1.0729381801345033e-05,0.0,0.0,2.3864827621758863e-05,-3.131800313588602e-06,0.0,0.0,Rbias3,7.784743509678574e-06,-1.52745434343203e-05,0.0,0.0,1.8476354139982554e-05,4.582932804016493e-06,0.0,0.0,
28,Rd,0.0005585614133762475,0.0005757589399881873,0.0,0.0,0.0,-1.7197526611938076e-05,0.0,0.0,Ibias,492.57079608282334,413.21581863183155,0.0,0.0,0.0,79.35497745099042,0.0,0.0,W1,-307.1107621263064,-343.0154413774631,0.0,0.0,0.0,35.904679251144614,0.0,0.0,W2,2145.42654017941,1782.093396971934,0.0,0.0,0.0,363.33314320740794,0.0,0.0,Alo,1.7456252279796127,1.7456252279796127,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,-3.934227428057262e-05,-3.547867970454685e-05,0.0,0.0,0.0,-3.863594576025681e-06,0.0,0.0,Rbias3,4.6457906409861284e-05,4.202544445704801e-05,0.0,0.0,0.0,4.4324619528134815e-06,0.0,0.0,
29,Rd,-0.0006121331363224086,-0.001147637883801529,0.0,0.0,0.0005490917736121832,-1.3587026133062818e-05,0.0,0.0,Ibias,-204.61690382689602,-486.6539529996688,0.0,0.0,219.1283297583742,62.908719414405645,0.0,0.0,W1,1099.6629925266127,-1361.0359923116011,0.0,0.0,2420.6295380248416,40.06944681343226,0.0,0.0,W2,2036.0931333929457,-3257.1315033376445,0.0,0.0,5207.924196692066,85.30044003845475,0.0,0.0,Alo,-1.694306406989862,-2.032618235159497,0.0,0.0,0.3383118281696625,0.0,0.0,0.0,Rbias2,4.329196779519911e-05,2.215617827883253e-05,0.0,0.0,2.467276117947636e-05,-3.5369716631093977e-06,0.0,0.0,Rbias3,-1.5456651684004482e-05,-3.608416440148219e-05,0.0,0.0,1.4844217614145005e-05,5.783295103332705e-06,0.0,0.0,
30,Rd,-0.0008248753140683417,-0.00047287309122292945,0.0,0.0,-0.00033578030055162936,-1.622192229378722e-05,0.0,0.0,Ibias,-437.43901113416126,-147.1308854064175,0.0,0.0,-370.02156903987236,79.7134433121282,0.0,0.0,W1,-4170.615670044717,-1272.6742422101727,0.0,0.0,-2948.367224521857,50.42579668735631,0.0,0.0,W2,-11381.358719943748,-1424.9556446568454,0.0,0.0,-10332.333744736861,375.9306694500044,0.0,0.0,Alo,-2.34118910070583,-0.560867890037675,0.0,0.0,-1.78032121066814,0.0,0.0,0.0,Rbias2,-1.5414004112800122e-05,2.777758700042089e-06,0.0,0.0,-1.3799520473769109e-05,-4.3922423390729994e-06,0.0,0.0,Rbias3,-3.075989474609699e-05,-1.121936953423413e-06,0.0,0.0,-3.4718714603426057e-05,5.080756810752447e-06,0.0,0.0,
31,Rd,0.0006984788923231504,0.0007184782667225842,0.0,0.0,0.0,-1.999937439943536e-05,0.0,0.0,Ibias,601.0345738434693,523.5250362260545,0.0,0.0,0.0,77.50953761741357,0.0,0.0,W1,-255.82320108530422,-302.5758209223711,0.0,0.0,0.0,46.752619837012325,0.0,0.0,W2,91.59473763892925,-42.32127405516963,0.0,0.0,0.0,133.91601169390853,0.0,0.0,Alo,1.1236027849476478,1.1236027849476478,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,-4.285934408657223e-05,-3.847235455127823e-05,0.0,0.0,0.0,-4.3869895352944875e-06,0.0,0.0,Rbias3,4.510621981519688e-05,4.043111619505974e-05,0.0,0.0,0.0,4.6751036201365116e-06,0.0,0.0,
32,Rd,-0.0002619101656465508,-0.0008386120332529207,0.0,0.0,0.0005910809974798377,-1.4379129873473588e-05,0.0,0.0,Ibias,-26.853385697566722,-373.5847955787366,0.0,0.0,278.40768900163636,68.32372087953246,0.0,0.0,W1,1935.641847973643,-878.0848014723257,0.0,0.0,2788.1761244163404,25.55052502961216,0.0,0.0,W2,2954.2067850693347,-3370.5283650303863,0.0,0.0,6221.550758034989,103.18439206462942,0.0,0.0,Alo,-0.7807111488623643,-1.3381925371321481,0.0,0.0,0.5574813882697723,0.0,0.0,0.0,Rbias2,4.154989566861343e-05,1.582968657723671e-05,0.0,0.0,2.945083069173684e-05,-3.7306216003602066e-06,0.0,0.0,Rbias3,5.00338344484891e-06,-2.3086125675756815e-05,0.0,0.0,2.2541798195806254e-05,5.547710924799095e-06,0.0,0.0,
