Iteration No,Rd,Ibias,W1,W2,Rbias1,Rbias2,Rbias3,C1,C2,Cload,Alo,flo,frf,mismatch,Temp,
11,705.161990787673,0.0013145839295167475,8.347103910933728e-05,4.025440383194021e-05,12725.884172359536,31235.983905621728,27476.120028910853,2.476514e-12,2.4676100000000002e-12,2.6829357791109747e-11,0.37618455166000253,1000000000.0,1010000000.0,0,27,
12,579.298222933561,0.0011897244728451683,8.687186398629675e-05,3.902368166361132e-05,12725.884172359536,36010.260032460064,22618.592571114194,2.476514e-12,2.4676100000000002e-12,2.2569983233798192e-11,0.3044352298673478,1000000000.0,1010000000.0,0,27,
13,621.1623775978867,0.0011941890432302068,8.087706696433176e-05,3.660927541304624e-05,12725.884172359536,26119.927944899435,22565.126835197836,2.476514e-12,2.4676100000000002e-12,2.7473749580300134e-11,0.3254650662682731,1000000000.0,1010000000.0,0,27,
14,695.468512188742,0.001245504989747016,9.027368752183481e-05,3.964749609379099e-05,12725.884172359536,27300.3385562884,23507.575860589997,2.476514e-12,2.4676100000000002e-12,2.5622115703041702e-11,0.3459031763344231,1000000000.0,1010000000.0,0,27,
15,583.9149066985759,0.0011350796082142977,9.204229291091751e-05,3.99395648290273e-05,12725.884172359536,31778.000357588004,19021.70692133642,2.476514e-12,2.4676100000000002e-12,2.2884564908770814e-11,0.27275645329694326,1000000000.0,1010000000.0,0,27,
16,641.3943298588808,0.0011570811896894492,8.640227547170068e-05,3.807732099883581e-05,12725.884172359536,22714.2571881969,19670.13576271036,2.476514e-12,2.4676100000000002e-12,2.7256530235158577e-11,0.2991195361342922,1000000000.0,1010000000.0,0,27,
17,785.5173095908981,0.0012436404964726708,9.745086812715063e-05,4.253450792659895e-05,12725.884172359536,23268.962157259124,21927.306128441393,2.476514e-12,2.4676100000000002e-12,2.4813899294512392e-11,0.36083859977973587,1000000000.0,1010000000.0,0,27,
18,667.7395484385846,0.0011228490611707583,0.00010093433424841948,4.1174847713888746e-05,12725.884172359536,27014.500424729682,18952.93296940696,2.476514e-12,2.4676100000000002e-12,2.026116307669708e-11,0.3220689568280518,1000000000.0,1010000000.0,0,27,
19,697.148706227732,0.0011255443897782375,9.583666556503213e-05,3.938308451211066e-05,12725.884172359536,21464.708029886384,18615.862428134646,2.476514e-12,2.4676100000000002e-12,2.383488344580711e-11,0.33647947688531094,1000000000.0,1010000000.0,0,27,
20,623.9188417376402,0.0010536325234415556,9.88606207035344e-05,3.8772285089120253e-05,12725.884172359536,24342.122611693372,15337.536626496782,2.476514e-12,2.4676100000000002e-12,2.2829410952088244e-11,0.2661269830952401,1000000000.0,1010000000.0,0,27,
21,714.2709567409743,0.0011019888876777398,9.617430419266747e-05,3.8475824645693325e-05,12725.884172359536,18279.956165006777,16417.010415106844,2.476514e-12,2.4676100000000002e-12,2.5508917577908393e-11,0.30053883268497467,1000000000.0,1010000000.0,0,27,
22,754.8223513183991,0.0011417050886495725,0.00011043565744022068,4.2646891549249525e-05,12725.884172359536,21370.201726063668,16985.775365691796,2.476514e-12,2.4676100000000002e-12,2.2282152394670564e-11,0.3276891903393627,1000000000.0,1010000000.0,0,27,
23,639.856758091202,0.0010435529072209209,0.00011169407925696508,4.165609297953971e-05,12725.884172359536,24701.885352968315,13553.226333149709,2.476514e-12,2.4676100000000002e-12,2.1085086154895885e-11,0.2489348243713635,1000000000.0,1010000000.0,0,27,
24,713.6433575301776,0.001074632489579413,0.00010663484093683656,3.9453099889559945e-05,12725.884172359536,17017.24736384015,14472.65243344692,2.476514e-12,2.4676100000000002e-12,2.4873526938541793e-11,0.2785518030530208,1000000000.0,1010000000.0,0,27,
25,874.8003667569927,0.001165890507402709,0.0001193110534810183,4.4417289450573534e-05,12725.884172359536,17432.09597333859,16418.683283551833,2.476514e-12,2.4676100000000002e-12,2.2301747982733126e-11,0.3436072619220865,1000000000.0,1010000000.0,0,27,
26,720.1096286186648,0.0010495637925512268,0.00012112151441637538,4.302906485333435e-05,12725.884172359536,20481.510178564975,13927.32617507786,2.476514e-12,2.4676100000000002e-12,1.8193287193271873e-11,0.30663984758071716,1000000000.0,1010000000.0,0,27,
27,750.3404583215289,0.001055737178575104,0.00011463686867133418,4.0750480039605323e-05,12725.884172359536,15794.617887359353,13753.0791350183,2.476514e-12,2.4676100000000002e-12,2.2101487991098098e-11,0.3227479195256476,1000000000.0,1010000000.0,0,27,
28,653.1230537935675,0.0009822803670972414,0.00011569912660849186,3.999979365243225e-05,12725.884172359536,18196.922715354263,11042.839567913186,2.476514e-12,2.4676100000000002e-12,2.1211030449819586e-11,0.25226732538795227,1000000000.0,1010000000.0,0,27,
29,733.6984966669489,0.0010271291340332998,0.00011188717622015902,3.878374707051609e-05,12725.884172359536,13621.288485787189,11763.601807020721,2.476514e-12,2.4676100000000002e-12,2.4368293565426558e-11,0.2821062252135402,1000000000.0,1010000000.0,0,27,
30,887.2277525090819,0.0011114761182712222,0.0001271800386957674,4.3743835601898504e-05,12725.884172359536,14094.859242888559,13206.979998059762,2.476514e-12,2.4676100000000002e-12,2.169214518155695e-11,0.343786536316856,1000000000.0,1010000000.0,0,27,
31,727.8604541508571,0.00100345822969571,0.00012852964845906607,4.376630912523719e-05,12725.884172359536,16545.768135272563,11074.117024622308,2.476514e-12,2.4676100000000002e-12,1.793845409386765e-11,0.30062853164698783,1000000000.0,1010000000.0,0,27,
32,771.6058482472196,0.0010189642441361644,0.00011951221343271115,4.2230346306218145e-05,12725.884172359536,12592.012832353405,11092.989314493352,2.476514e-12,2.4676100000000002e-12,2.186613411736595e-11,0.32097370200011416,1000000000.0,1010000000.0,0,27,
33,666.5837133911253,0.0009463645893351371,0.00012182238433082682,4.1312546328872014e-05,12725.884172359536,14658.124683492748,8906.526687784393,2.476514e-12,2.4676100000000002e-12,2.0626456299344e-11,0.25986433813041804,1000000000.0,1010000000.0,0,27,
34,755.4538768273235,0.000990679328973162,0.00011804351164386274,4.041494585813583e-05,12725.884172359536,10705.541708724522,9491.850845089552,2.476514e-12,2.4676100000000002e-12,2.3876212378820813e-11,0.29191686872916767,1000000000.0,1010000000.0,0,27,
35,826.5082349341579,0.0010468453391635003,0.00013085824149497866,4.478511046442993e-05,12725.884172359536,11724.60875485367,10137.97511744186,2.476514e-12,2.4676100000000002e-12,2.106745996993194e-11,0.3293392682119901,1000000000.0,1010000000.0,0,27,
36,644.1722753137034,0.0009394780614755349,0.00013194950229900463,4.3237015487973954e-05,12725.884172359536,13779.732209657797,7800.810194919607,2.476514e-12,2.4676100000000002e-12,1.9256304579297274e-11,0.2490836587074114,1000000000.0,1010000000.0,0,27,
37,699.348577744704,0.000959888561635238,0.00012060214581777677,4.0465515647281235e-05,12725.884172359536,9199.78743371174,8039.817452786407,2.476514e-12,2.4676100000000002e-12,2.4706891182857722e-11,0.2699405814929175,1000000000.0,1010000000.0,0,27,
38,869.4255477016321,0.0010538532800574423,0.0001316474110903354,4.473311585949826e-05,12725.884172359536,8944.436116968216,9276.42596597362,2.476514e-12,2.4676100000000002e-12,2.275759873640503e-11,0.33812756167954644,1000000000.0,1010000000.0,0,27,
39,732.746786806993,0.0009475077934204189,0.00013272177384033118,4.312606964495355e-05,12725.884172359536,10729.840955972772,7848.951545443975,2.476514e-12,2.4676100000000002e-12,1.8305758729155018e-11,0.3013505286440719,1000000000.0,1010000000.0,0,27,
40,782.1203594175197,0.0009673573411088542,0.0001269171133032577,4.1364947051150744e-05,12725.884172359536,8404.60736135369,7857.448498954132,2.476514e-12,2.4676100000000002e-12,2.172031948245405e-11,0.32155133685752474,1000000000.0,1010000000.0,0,27,
41,666.8302211741071,0.000890652355509932,0.0001284345298185602,4.046179179934047e-05,12725.884172359536,10033.83366270588,6272.086335837768,2.476514e-12,2.4676100000000002e-12,2.0349162526650652e-11,0.2534392915821049,1000000000.0,1010000000.0,0,27,
42,754.0521368863303,0.0009323921306878737,0.00012114055821720367,3.925540742621018e-05,12725.884172359536,7234.548646394194,6645.093283683538,2.476514e-12,2.4676100000000002e-12,2.3867386035933802e-11,0.2832964811583815,1000000000.0,1010000000.0,0,27,
43,887.0521681056761,0.0010045689908060793,0.0001374876753950346,4.3914676230515215e-05,12725.884172359536,7614.083784965711,7309.641793463492,2.476514e-12,2.4676100000000002e-12,2.110662317715667e-11,0.3324350646956593,1000000000.0,1010000000.0,0,27,
44,702.1139885814532,0.0009063306362695767,0.0001383974096623912,4.40030756122565e-05,12725.884172359536,8998.10956383788,5784.542086621424,2.476514e-12,2.4676100000000002e-12,1.7942004857704706e-11,0.2758118537950457,1000000000.0,1010000000.0,0,27,
45,761.5041220634276,0.0009306672793267551,0.0001268354128264311,4.133716241260885e-05,12725.884172359536,6443.771049571156,5884.715104832833,2.476514e-12,2.4676100000000002e-12,2.2667963561508153e-11,0.298992920396175,1000000000.0,1010000000.0,0,27,
46,777.1223219641771,0.0009545763747347965,0.00013702125741366702,4.436601951349696e-05,12725.884172359536,7078.244699884766,5835.507712709034,2.476514e-12,2.4676100000000002e-12,2.0900076372618624e-11,0.3135649769935785,1000000000.0,1010000000.0,0,27,
47,748.3244459930733,0.0009232619766599029,0.00013979752391600505,4.42745416097668e-05,12725.884172359536,7807.894024364806,5134.3646102541425,2.476514e-12,2.4676100000000002e-12,2.0480037517083683e-11,0.2672962460642741,1000000000.0,1010000000.0,0,27,
48,882.7694564843059,0.0009951798380174876,0.0001422948500583502,4.557274073910652e-05,12725.884172359536,6222.708239535068,5671.582004961646,2.476514e-12,2.4676100000000002e-12,2.1268173710493552e-11,0.31843390968882535,1000000000.0,1010000000.0,0,27,
49,694.3738694610702,0.0008956318381437473,0.0001410299739385787,4.4836805228520624e-05,12725.884172359536,7452.078120645883,4425.877340263867,2.476514e-12,2.4676100000000002e-12,1.8029049591921947e-11,0.2586043625817907,1000000000.0,1010000000.0,0,27,
50,759.0119853972043,0.0009236921780913245,0.00013094447257089992,4.213448899106293e-05,12725.884172359536,5179.730844598056,4566.437909039197,2.476514e-12,2.4676100000000002e-12,2.2920641183606394e-11,0.2830594441356938,1000000000.0,1010000000.0,0,27,
51,873.335980024966,0.0009826878090717893,0.00014300118795631858,4.586535856776464e-05,12725.884172359536,5284.973796748688,4912.747978809426,2.476514e-12,2.4676100000000002e-12,2.096869959288018e-11,0.3268305532614241,1000000000.0,1010000000.0,0,27,
52,711.0192849036442,0.0008823730723946381,0.00014330875652709873,4.512556481009814e-05,12725.884172359536,6627.832871103581,3943.617264082411,2.476514e-12,2.4676100000000002e-12,1.822379321728455e-11,0.2702408993941045,1000000000.0,1010000000.0,0,27,
53,791.6987832863637,0.0009188366904163699,0.00013473995345239157,4.312587658257546e-05,12725.884172359536,4768.046026658535,4120.802067476328,2.476514e-12,2.4676100000000002e-12,2.238405433876012e-11,0.3006560705764631,1000000000.0,1010000000.0,0,27,
54,797.7044851457899,0.0009388666976312895,0.00014502429693955297,4.641185249633157e-05,12725.884172359536,5391.174264730699,4071.1880917860485,2.476514e-12,2.4676100000000002e-12,2.0102966740865602e-11,0.3112094386038897,1000000000.0,1010000000.0,0,27,
55,799.9137183184007,0.0009500809767735331,0.00014932230177402877,4.769861339241478e-05,12725.884172359536,5506.614567706542,3967.6516224040242,2.476514e-12,2.4676100000000002e-12,1.9951616927765913e-11,0.3177464875327562,1000000000.0,1010000000.0,0,27,
56,798.2972849898845,0.0009596344882204365,0.0001530818137486746,5.05545197573328e-05,12725.884172359536,5613.639391698005,3862.632594393659,2.476514e-12,2.4676100000000002e-12,1.9896513767319177e-11,0.3219281904765386,1000000000.0,1010000000.0,0,27,
57,806.5354475518042,0.0009752353853527123,0.00015661431703900046,5.169717523541481e-05,12725.884172359536,5614.624929916504,3792.1684448722253,2.476514e-12,2.4676100000000002e-12,1.9936801249914317e-11,0.31882858420651083,1000000000.0,1010000000.0,0,27,
58,813.6847832543342,0.0009912138061876578,0.0001608947556773202,5.4963455568073055e-05,12725.884172359536,5659.318113318323,3751.6289245247053,2.476514e-12,2.4676100000000002e-12,1.9733161583288343e-11,0.32916812544074203,1000000000.0,1010000000.0,0,27,
59,766.6266631188221,0.0009541261656672572,0.00016303959155109256,5.493362880010529e-05,12725.884172359536,6264.289353149944,3294.516878432348,2.476514e-12,2.4676100000000002e-12,1.95597787211105e-11,0.2704045282995468,1000000000.0,1010000000.0,0,27,
60,905.1745572328086,0.00102593083196869,0.00016365327487901288,5.6141528208907986e-05,12725.884172359536,4836.44421927954,3698.158022766582,2.476514e-12,2.4676100000000002e-12,2.0760423651900478e-11,0.3267033332287742,1000000000.0,1010000000.0,0,27,
61,701.68285871576,0.0009175859874433022,0.00016292804644103885,5.4478603333636654e-05,12725.884172359536,5765.445292391263,2863.5334472525215,2.476514e-12,2.4676100000000002e-12,1.758279017236684e-11,0.2520210622069078,1000000000.0,1010000000.0,0,27,
62,779.2386523439038,0.0009562656368608586,0.00015121150697344364,5.188412595893844e-05,12725.884172359536,3936.324593533445,3050.8485896098045,2.476514e-12,2.4676100000000002e-12,2.2681891272530908e-11,0.2838711300668097,1000000000.0,1010000000.0,0,27,
63,885.834507915866,0.0010179064543214401,0.0001633438547661389,5.8066283494571374e-05,12725.884172359536,3992.5240346304895,3289.717811843401,2.476514e-12,2.4676100000000002e-12,2.0424415885065078e-11,0.327898000231641,1000000000.0,1010000000.0,0,27,
64,718.2973667884658,0.0009200124123513375,0.00016271355993056994,5.624732395217219e-05,12725.884172359536,4760.340609334739,2582.8086311372917,2.476514e-12,2.4676100000000002e-12,1.7966667777071e-11,0.2696848891453607,1000000000.0,1010000000.0,0,27,
65,810.6503400551102,0.0009667013715691478,0.0001545302338391874,5.4294051830491754e-05,12725.884172359536,3451.4762156099987,2746.866511266546,2.476514e-12,2.4676100000000002e-12,2.2157249970646976e-11,0.30551530922492875,1000000000.0,1010000000.0,0,27,
66,714.1814339544477,0.0008998082733837173,0.00015543339194483421,5.381667601537365e-05,12725.884172359536,3942.2083973266135,2280.5428146250456,2.476514e-12,2.4676100000000002e-12,1.9632995291296068e-11,0.25037127869622566,1000000000.0,1010000000.0,0,27,
67,833.260557344447,0.0009591261890667071,0.00015218902190271204,5.2248289865857525e-05,12725.884172359536,2919.4738583139388,2484.3212525421795,2.476514e-12,2.4676100000000002e-12,2.228494546695912e-11,0.2889783530347971,1000000000.0,1010000000.0,0,27,
68,704.6469626840083,0.0008828329318024371,0.0001515266556961342,5.1632632842982766e-05,12725.884172359536,3421.3134003624245,2002.8515002842742,2.476514e-12,2.4676100000000002e-12,1.9100261219505325e-11,0.23408962249505005,1000000000.0,1010000000.0,0,27,
69,807.2714536459057,0.0009331434005675781,0.0001453816571659576,5.012000930369623e-05,12725.884172359536,2456.8435352247243,2155.790029694242,2.476514e-12,2.4676100000000002e-12,2.2586479687029708e-11,0.26642641178880366,1000000000.0,1010000000.0,0,27,
70,815.1665168360882,0.0009557500797752383,0.00015897314693138153,5.4552476121870176e-05,12725.884172359536,2829.6963858205745,2144.730427240344,2.476514e-12,2.4676100000000002e-12,1.9715170451413687e-11,0.2819908982956903,1000000000.0,1010000000.0,0,27,
71,803.4022552309634,0.0009608731807890126,0.0001619439100089375,5.594198142837035e-05,12725.884172359536,2920.6558287948556,2061.889686377095,2.476514e-12,2.4676100000000002e-12,1.952422478165867e-11,0.2876352057627659,1000000000.0,1010000000.0,0,27,
72,845.0811306552808,0.000989199623369727,0.00016513282834283553,5.862984809960145e-05,12725.884172359536,2774.757596184126,2087.760504058477,2.476514e-12,2.4676100000000002e-12,1.9810119035095465e-11,0.3101064375570569,1000000000.0,1010000000.0,0,27,
73,699.3282710491989,0.0009011057202855876,0.0001656854123277602,5.803384463812814e-05,12725.884172359536,3419.6694994234786,1664.0669876612092,2.476514e-12,2.4676100000000002e-12,1.8833096293190887e-11,0.23415775117676554,1000000000.0,1010000000.0,0,27,
74,804.1289677951854,0.0009556413024902271,0.00015952879619881782,5.6712609620543494e-05,12725.884172359536,2362.831509262133,1831.6959514305577,2.476514e-12,2.4676100000000002e-12,2.2758259558578395e-11,0.27103004517605916,1000000000.0,1010000000.0,0,27,
75,869.5506156858675,0.0010120018899305774,0.00017378793372481994,6.195706989131924e-05,12725.884172359536,2517.5848920452745,1947.7526453757307,2.476514e-12,2.4676100000000002e-12,1.9792216107856057e-11,0.3051355698370786,1000000000.0,1010000000.0,0,27,
76,693.8454326907689,0.0008927014867867965,0.0001735277361723812,6.032035382205175e-05,12725.884172359536,3064.3258690087514,1516.8155840545976,2.476514e-12,2.4676100000000002e-12,1.830312580094721e-11,0.23425773305016895,1000000000.0,1010000000.0,0,27,
77,796.5684528005455,0.0009463318125934194,0.00016464964788885352,5.8116442434442514e-05,12725.884172359536,2048.6582146710225,1656.926462662485,2.476514e-12,2.4676100000000002e-12,2.2938097679000945e-11,0.2705017221703292,1000000000.0,1010000000.0,0,27,
78,779.8228256431398,0.0009217012321409227,0.00016760767712674628,5.832952471076675e-05,12725.884172359536,2275.372946543423,1487.9070634364082,2.476514e-12,2.4676100000000002e-12,1.998007108269783e-11,0.2516431607958004,1000000000.0,1010000000.0,0,27,
79,921.491381302305,0.0010062639009505183,0.0001715066507150915,6.001063588296452e-05,12725.884172359536,1745.606884149815,1639.77696587505,2.476514e-12,2.4676100000000002e-12,2.0409115745058655e-11,0.30112158717012777,1000000000.0,1010000000.0,0,27,
80,690.9051087375088,0.0008921970685262154,0.00016990802866207028,5.799485037395943e-05,12725.884172359536,2101.0239114176593,1289.2857499547058,2.476514e-12,2.4676100000000002e-12,1.7271452161274516e-11,0.25680020346188814,1000000000.0,1010000000.0,0,27,
81,766.2087735793888,0.0009315219551723713,0.00015854203964352226,5.2273735692361604e-05,12725.884172359536,1482.0185862257786,1331.8818702825615,2.476514e-12,2.4676100000000002e-12,2.3035716638818786e-11,0.2853260424739687,1000000000.0,1010000000.0,0,27,
82,665.4626998990507,0.0008700489141577601,0.00015917697309122313,5.199383641551771e-05,12725.884172359536,1696.4566129197715,1104.8747372039365,2.476514e-12,2.4676100000000002e-12,2.0771746367298012e-11,0.23076740705265186,1000000000.0,1010000000.0,0,27,
83,778.9823744667831,0.0009325440685204432,0.00015481762253206143,5.053743375168482e-05,12725.884172359536,1253.5575533250267,1193.9252253584614,2.476514e-12,2.4676100000000002e-12,2.3916433350214638e-11,0.2652189833945873,1000000000.0,1010000000.0,0,27,
84,692.1254253757975,0.0008657853294787995,0.00015571645194808697,5.002638213472861e-05,12725.884172359536,1473.3749948522297,986.2027347899805,2.476514e-12,2.4676100000000002e-12,2.043113532585864e-11,0.22825752886689332,1000000000.0,1010000000.0,0,27,
85,821.1263468302257,0.0009267217170529159,0.00015265129896050908,4.962114334632033e-05,12725.884172359536,1078.9126623997888,1074.02583669122,2.476514e-12,2.4676100000000002e-12,2.2995101358323937e-11,0.26598260633440235,1000000000.0,1010000000.0,0,27,
86,682.9754054920945,0.0008516448535271867,0.00015359107564858203,4.893482860933321e-05,12725.884172359536,1274.5725563066549,850.0190184152266,2.476514e-12,2.4676100000000002e-12,1.938251570008408e-11,0.22129001790256753,1000000000.0,1010000000.0,0,27,
87,785.228776645019,0.0008987769691694567,0.00014655021115974844,4.713855197344369e-05,12725.884172359536,898.0050330121485,904.1159079348797,2.476514e-12,2.4676100000000002e-12,2.3303173410354608e-11,0.25215021475508953,1000000000.0,1010000000.0,0,27,
88,703.2826876814263,0.000849443633496512,0.00014781847411348992,4.674437151542549e-05,12725.884172359536,1021.5670074173738,739.7738556802462,2.476514e-12,2.4676100000000002e-12,2.0268608057374474e-11,0.22081299279985328,1000000000.0,1010000000.0,0,27,
89,833.6006092125702,0.0009071765273499726,0.00014527408217309814,4.6546748729034126e-05,12725.884172359536,760.5042832636663,801.9725837213944,2.476514e-12,2.4676100000000002e-12,2.263029445763771e-11,0.2575855207635992,1000000000.0,1010000000.0,0,27,
90,693.7084353154249,0.0008337509880946179,0.0001463673115916112,4.555322808385863e-05,12725.884172359536,895.3146470407837,635.786630479998,2.476514e-12,2.4676100000000002e-12,1.9092469623101057e-11,0.21968287823109925,1000000000.0,1010000000.0,0,27,
91,793.7129026775639,0.0008761794982935426,0.00013745292335109636,4.318261881320506e-05,12725.884172359536,637.8550168229445,670.6226907856136,2.476514e-12,2.4676100000000002e-12,2.294262762129e-11,0.24960218275168752,1000000000.0,1010000000.0,0,27,
92,775.9341236356807,0.0008844586943095333,0.0001496932541506006,4.664496740626085e-05,12725.884172359536,740.5148697934403,642.3273786521806,2.476514e-12,2.4676100000000002e-12,2.0051953616350632e-11,0.26358536530969834,1000000000.0,1010000000.0,0,27,
93,794.9188812285057,0.0009033096773217217,0.00015296965329410418,4.760007069568569e-05,12725.884172359536,722.2907722363686,630.6852344257318,2.476514e-12,2.4676100000000002e-12,2.0511398873162886e-11,0.2777498047315512,1000000000.0,1010000000.0,0,27,
94,730.4974879942248,0.0008567944672967281,0.00015490582778277895,4.94379334366216e-05,12725.884172359536,810.9930419054414,529.0006228364093,2.476514e-12,2.4676100000000002e-12,2.0021532618011246e-11,0.23501120880775608,1000000000.0,1010000000.0,0,27,
95,883.6170492871183,0.0009229154465317215,0.0001548123417233938,5.0140390086438185e-05,12725.884172359536,610.4404629278607,584.891285904824,2.476514e-12,2.4676100000000002e-12,2.178719923170408e-11,0.2833093546501735,1000000000.0,1010000000.0,0,27,
96,707.5518222511492,0.000833754340580309,0.00015411174067665465,4.901410196757681e-05,12725.884172359536,730.1192146768044,457.09785470707106,2.476514e-12,2.4676100000000002e-12,1.8011755569938114e-11,0.2302264520065606,1000000000.0,1010000000.0,0,27,
97,809.9590921957031,0.0008778734884049629,0.00014388270578798192,4.7033346977165257e-05,12725.884172359536,510.6629126360312,486.9636980483331,2.476514e-12,2.4676100000000002e-12,2.249375071715983e-11,0.26270962606588705,1000000000.0,1010000000.0,0,27,
98,746.030767086404,0.0008353372348328193,0.00014540570564593007,4.663742501771564e-05,12725.884172359536,573.6129417381477,413.1383758766195,2.476514e-12,2.4676100000000002e-12,1.9649750786850872e-11,0.23408292071329717,1000000000.0,1010000000.0,0,27,
99,897.4432416221524,0.00089668326735593,0.00014643879130678207,4.728972699722272e-05,12725.884172359536,445.05686795052657,453.4564764623139,2.476514e-12,2.4676100000000002e-12,2.1333562919056164e-11,0.27972489901755726,1000000000.0,1010000000.0,0,27,
100,719.0878099035199,0.0008106348749961358,0.00014458708048529505,4.602795835624856e-05,12725.884172359536,531.7039467701074,355.1902208225433,2.476514e-12,2.4676100000000002e-12,1.773426281579864e-11,0.230762442407694,1000000000.0,1010000000.0,0,27,
101,816.718888991859,0.0008493453463557851,0.00013620401618551523,4.393982397231979e-05,12725.884172359536,377.28435249728216,375.3053944094092,2.476514e-12,2.4676100000000002e-12,2.2132894049928223e-11,0.2607958290418669,1000000000.0,1010000000.0,0,27,
102,820.4095082502391,0.0008667692059643968,0.00014623427212718222,4.938945460368535e-05,12725.884172359536,433.28421625565136,371.1256745870734,2.476514e-12,2.4676100000000002e-12,1.9487114261352878e-11,0.2794321226486882,1000000000.0,1010000000.0,0,27,
103,778.9232954793724,0.0008344415582589435,0.00014673420603329615,4.925980269939825e-05,12725.884172359536,496.13723850618413,323.7144079083562,2.476514e-12,2.4676100000000002e-12,1.939945130954654e-11,0.24209537126420175,1000000000.0,1010000000.0,0,27,
104,946.458572342892,0.0009059050694108158,0.00014921573933285957,5.0677215685319305e-05,12725.884172359536,394.83244466479573,366.1727171436676,2.476514e-12,2.4676100000000002e-12,2.043268496597559e-11,0.29844516570178486,1000000000.0,1010000000.0,0,27,
105,782.9768727665938,0.0008243729918563814,0.00014976286331167747,4.9442843857879886e-05,12725.884172359536,465.4567753629689,297.19993962420267,2.476514e-12,2.4676100000000002e-12,1.6815838298967318e-11,0.250578752379191,1000000000.0,1010000000.0,0,27,
106,899.4242400599421,0.0008697167804715847,0.00014438135443220246,4.8160986865970534e-05,12725.884172359536,350.60469209455044,319.75996096041735,2.476514e-12,2.4676100000000002e-12,2.0326902189273168e-11,0.286874898623415,1000000000.0,1010000000.0,0,27,
107,733.6681964144582,0.0007897089517036674,0.0001428464541352616,4.7093044632231916e-05,12725.884172359536,417.66682584105007,249.66919164144014,2.476514e-12,2.4676100000000002e-12,1.7695202775643277e-11,0.22894486329107325,1000000000.0,1010000000.0,0,27,
108,847.6884869966341,0.0008342504400917269,0.0001349663558516961,4.552654644777747e-05,12725.884172359536,295.6527652115665,270.8678216732432,2.476514e-12,2.4676100000000002e-12,2.169304105993805e-11,0.2614897443805338,1000000000.0,1010000000.0,0,27,
109,909.1834990417819,0.0008838530344764918,0.000149699967942587,5.1348674297109506e-05,12725.884172359536,330.6232417531434,287.27826324709565,2.476514e-12,2.4676100000000002e-12,1.8775168653732972e-11,0.2948507385390944,1000000000.0,1010000000.0,0,27,
110,730.4360985878503,0.0008048309013425959,0.0001501476871865844,5.024677139624049e-05,12725.884172359536,385.5657202394913,220.2853611143097,2.476514e-12,2.4676100000000002e-12,1.7505260847742387e-11,0.22939009688683698,1000000000.0,1010000000.0,0,27,
