Iteration No,Rd,Ibias,C1,C2,Cload,W1,W2,Rbias1,Rbias2,Rbias3,mismatch,flo,frf,Alo,Temp,
49,1245.777080288242,0.0006168889838603913,1.59e-12,6.7e-13,1.591e-11,6.329973067536516e-05,2.399486469502684e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.35500700601247737,27,
50,1246.300306661963,0.0006139185091808575,1.59e-12,6.7e-13,1.591e-11,6.328724480348944e-05,2.3956778846039656e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.35500700601247737,27,
51,1251.743921401961,0.0006165999943958338,1.59e-12,6.7e-13,1.591e-11,6.333444980176543e-05,2.4001147732676423e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.35655761252392726,27,
52,1252.271844400812,0.0006136335318227954,1.59e-12,6.7e-13,1.591e-11,6.332195708154203e-05,2.3963081912372397e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.35655761252392726,27,
53,1252.7943548278881,0.0006106864033778335,1.59e-12,6.7e-13,1.591e-11,6.330960929991113e-05,2.3925346049130888e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.35655761252392726,27,
54,1253.3114456978435,0.0006077583147452376,1.59e-12,6.7e-13,1.591e-11,6.329739054531625e-05,2.3887944751919583e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.35655761252392726,27,
55,1257.1446130102438,0.0006096171019716032,1.59e-12,6.7e-13,1.591e-11,6.33439713726085e-05,2.393193372625898e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.3576481195882374,27,
56,1257.6631851631105,0.0006066964264360571,1.59e-12,6.7e-13,1.591e-11,6.333177765811926e-05,2.3894623841579742e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.3576481195882374,27,
57,1258.176311742657,0.0006037947491025201,1.59e-12,6.7e-13,1.591e-11,6.331971295447539e-05,2.3857640937528934e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.3576481195882374,27,
58,1259.7901352934941,0.000604569217813208,1.59e-12,6.7e-13,1.591e-11,6.336500472496921e-05,2.3888242390165626e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.35810686368707095,27,
59,1260.3009801933556,0.0006016805860904964,1.59e-12,6.7e-13,1.591e-11,6.335302873907618e-05,2.385147838512716e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.35810686368707095,27,
60,1262.2632485030051,0.0006026173930637288,1.59e-12,6.7e-13,1.591e-11,6.33977103162298e-05,2.3888614752478268e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.3586644303010184,27,
61,1262.7719405921519,0.0005997404976292425,1.59e-12,6.7e-13,1.591e-11,6.338580739611793e-05,2.3852047255445916e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.3586644303010184,27,
62,1263.2614497121754,0.0005999729849326103,1.59e-12,6.7e-13,1.591e-11,6.341037868235185e-05,2.3861293418024802e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.35880346531123414,27,
63,1263.765806845973,0.0005971130637066828,1.59e-12,6.7e-13,1.591e-11,6.33986002045116e-05,2.382501828670605e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.35880346531123414,27,
64,1270.612012998189,0.0006003478079197104,1.59e-12,6.7e-13,1.591e-11,6.344209633283312e-05,2.3867725915020057e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.3607472134949113,27,
65,1271.1234343334208,0.0005974886514844928,1.59e-12,6.7e-13,1.591e-11,6.343028024239112e-05,2.383139326924592e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.3607472134949113,27,
66,1271.629659241144,0.0005946480410631726,1.59e-12,6.7e-13,1.591e-11,6.341859321325647e-05,2.3795378076167773e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.3607472134949113,27,
67,1272.1303634194703,0.0005918258414602869,1.59e-12,6.7e-13,1.591e-11,6.340701931999505e-05,2.375967311136449e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.3607472134949113,27,
68,1272.6255401634312,0.000589021770623448,1.59e-12,6.7e-13,1.591e-11,6.339555850125296e-05,2.3724271198428554e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.3607472134949113,27,
69,1280.070758693259,0.0005924677141965705,1.59e-12,6.7e-13,1.591e-11,6.343714965461683e-05,2.3766088677999255e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.3628576864924524,27,
70,1280.574466536805,0.0005896632682714211,1.59e-12,6.7e-13,1.591e-11,6.342565167124194e-05,2.3730611849125176e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.3628576864924524,27,
71,1281.0729301479046,0.0005868769619130215,1.59e-12,6.7e-13,1.591e-11,6.341426676676695e-05,2.3695443082364773e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.3628576864924524,27,
72,1281.565822957779,0.0005841085165644373,1.59e-12,6.7e-13,1.591e-11,6.340299488084916e-05,2.3660569314008304e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.3628576864924524,27,
73,1282.05377914487,0.0005813579495599355,1.59e-12,6.7e-13,1.591e-11,6.339183595375013e-05,2.3626001222240534e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.3628576864924524,27,
74,1287.2065704631582,0.0005836945256412511,1.59e-12,6.7e-13,1.591e-11,6.343148645564543e-05,2.366714823119394e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.36431607300255614,27,
75,1287.6982833730751,0.000580948242898109,1.59e-12,6.7e-13,1.591e-11,6.342033837190085e-05,2.3632606028350512e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.36431607300255614,27,
76,1288.1847113996191,0.0005782195290012166,1.59e-12,6.7e-13,1.591e-11,6.340928737793954e-05,2.359835647406392e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.36431607300255614,27,
77,1288.665848389327,0.0005755084021846122,1.59e-12,6.7e-13,1.591e-11,6.339834927586685e-05,2.3564398439097745e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.36431607300255614,27,
78,1294.3313083452529,0.0005780385536672102,1.59e-12,6.7e-13,1.591e-11,6.343739177517825e-05,2.3604970776805544e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.36591774354071455,27,
79,1294.8173297515364,0.0005753305875529178,1.59e-12,6.7e-13,1.591e-11,6.342644882509704e-05,2.3571026828828498e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.36591774354071455,27,
80,1295.2980306852069,0.0005726400540602266,1.59e-12,6.7e-13,1.591e-11,6.341561875896017e-05,2.353736740251693e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.36591774354071455,27,
81,1295.7740527114836,0.0005699668271278599,1.59e-12,6.7e-13,1.591e-11,6.340490151938989e-05,2.350399729988201e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.36591774354071455,27,
82,1299.4030836671911,0.0005715631141155836,1.59e-12,6.7e-13,1.591e-11,6.344200038670198e-05,2.354372856539719e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.36694255709966267,27,
83,1299.879964598897,0.0005688970579697915,1.59e-12,6.7e-13,1.591e-11,6.343132627013691e-05,2.3510455391002143e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.36694255709966267,27,
84,1300.3518210260465,0.0005662482732678841,1.59e-12,6.7e-13,1.591e-11,6.342076495431293e-05,2.3477470222088567e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.36694255709966267,27,
85,1303.3142412074874,0.0005675382820834301,1.59e-12,6.7e-13,1.591e-11,6.345723566138437e-05,2.351691584275753e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.3677785139684152,27,
86,1303.7860409628045,0.0005648980939951779,1.59e-12,6.7e-13,1.591e-11,6.34467176245735e-05,2.348405683209624e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.3677785139684152,27,
87,1304.252796365469,0.0005622748484711877,1.59e-12,6.7e-13,1.591e-11,6.343631236288307e-05,2.3451472703241706e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.3677785139684152,27,
88,1310.0418990656603,0.0005647705815473253,1.59e-12,6.7e-13,1.591e-11,6.347218899203061e-05,2.3490671949514623e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.3694109487189636,27,
89,1310.5131866388492,0.0005621499048563003,1.59e-12,6.7e-13,1.591e-11,6.346176368498867e-05,2.3458084514852658e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.3694109487189636,27,
90,1310.979401704996,0.0005595460264970058,1.59e-12,6.7e-13,1.591e-11,6.345145114838985e-05,2.3425776867954576e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.3694109487189636,27,
91,1311.4408664543964,0.0005569589654434969,1.59e-12,6.7e-13,1.591e-11,6.344123546475496e-05,2.3393742118087646e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.3694109487189636,27,
92,1314.8139642061528,0.0005583914944138936,1.59e-12,6.7e-13,1.591e-11,6.34758156347869e-05,2.3432348508080676e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.37036109391610617,27,
93,1315.2761213145714,0.0005558120049054486,1.59e-12,6.7e-13,1.591e-11,6.346564363533142e-05,2.3400421933238415e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.37036109391610617,27,
94,1315.7331797667284,0.0005532490167978283,1.59e-12,6.7e-13,1.591e-11,6.345556846440433e-05,2.3368761162362747e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.37036109391610617,27,
95,1319.934500448268,0.0005550156185466161,1.59e-12,6.7e-13,1.591e-11,6.348953130288678e-05,2.3407102206732665e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.37154370886223315,27,
96,1320.393507670799,0.0005524583840841625,1.59e-12,6.7e-13,1.591e-11,6.347949995694093e-05,2.337551432230468e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.37154370886223315,27,
97,1320.847392939061,0.0005499174898611634,1.59e-12,6.7e-13,1.591e-11,6.346954954532267e-05,2.334418528923421e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.37154370886223315,27,
98,1321.6332423172496,0.0005502446679437887,1.59e-12,6.7e-13,1.591e-11,6.350220154674772e-05,2.3358074110601413e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.3717647619484111,27,
99,1322.083588844569,0.0005477176693062568,1.59e-12,6.7e-13,1.591e-11,6.349234282995757e-05,2.3326972834923146e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.3717647619484111,27,
100,1328.0134086699138,0.0005501742969518524,1.59e-12,6.7e-13,1.591e-11,6.352440788622241e-05,2.3364553686011975e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.373432204214821,27,
