Corner,Temperature,Io1,Io2,gm1,gds1,region1,gm2,gds2,region2,Vcmlo,conv_gain_db,gain_freq,bb_BW,lna_gain_db,lna_gain_freq,s11_db,s11_rad,nf_db,nf_spot_db,nf_spot_freq,iip3_dbm
tsmc065_ss,48.0,0.0009964948,0.0006054943,0.01864828,0.002270242,3.0,0.01038988,0.002872192,3.0,0.4590227,24.963790792022635,0.0,11646496.140377104,12.858518702576522,1000000000.0,-13.8551,-1.11664,7.586747177235974,7.552769249757726,10000000.0,-13.57369721371262
tsmc065_ss,56.0,0.000996571,0.0006179013,0.01834926,0.00224787,3.0,0.01044941,0.002815941,3.0,0.4590239,24.839315860257937,0.0,11646496.140377104,12.783741501827228,1000000000.0,-13.7462,-1.09684,7.682450270908494,7.648712916395601,10000000.0,-14.07143966079785
tsmc065_ss,64.0,0.000996956,0.0006300543,0.01805716,0.002226817,3.0,0.01049787,0.002764656,3.0,0.4590251,24.702458454912453,0.0,11646496.140377104,12.70722362094073,1000000000.0,-13.6336,-1.07745,7.779357972601282,7.745824127562814,10000000.0,-14.426532095862555
tsmc065_ss,72.0,0.0009973256,0.0006419535,0.01776756,0.002206541,3.0,0.0105361,0.00271782,3.0,0.4590264,24.554419198574635,0.0,11646496.140377104,12.629222897628456,1000000000.0,-13.5167,-1.05825,7.877293373348025,7.843932356245213,10000000.0,-14.684688284548187
tsmc065_ss,80.0,0.0009976443,0.0006536588,0.01748069,0.002187036,3.0,0.01056602,0.002674088,3.0,0.4590277,24.396557293368417,0.0,11646496.140377104,12.5500802161758,1000000000.0,-13.3956,-1.03928,7.976110935813258,7.942892004082819,10000000.0,-14.868563939554818
tsmc065_ss,88.0,0.0009979115,0.0006651177,0.01719715,0.002168353,3.0,0.01058731,0.002633944,3.0,0.4590291,24.23039497944393,0.0,11646496.140377104,12.469953745213328,1000000000.0,-13.2709,-1.02059,8.075690773974124,8.042582929141664,10000000.0,-15.02438057770604
tsmc065_ss,96.0,0.0009981279,0.0006763287,0.01691743,0.00215054,3.0,0.01060057,0.002597096,3.0,0.4590306,24.057235671556263,0.0,11646496.140377104,12.389062826200416,1000000000.0,-13.1433,-1.00234,8.175927351039755,8.142894863470024,10000000.0,-15.179669456724518
tsmc065_ss,104.0,0.0009982943,0.0006873039,0.01664191,0.002133635,3.0,0.01060658,0.002563107,3.0,0.4590321,23.87816352592064,0.0,11646496.140377104,12.307529013791916,1000000000.0,-13.0118,-0.984264,8.27672687443715,8.243728597801875,10000000.0,-16.624736835977068
tsmc065_ss,112.0,0.0009984114,0.0006980528,0.01637085,0.002117678,3.0,0.01060604,0.002531638,3.0,0.4590337,23.6941431200064,0.0,11646496.140377104,12.225500535555371,1000000000.0,-12.8782,-0.966698,8.377998915514105,8.34499143386342,10000000.0,-16.867421963319273
tsmc065_ss,120.0,0.0009984775,0.0007085828,0.01610442,0.002102693,3.0,0.01059951,0.002502414,3.0,0.4590353,23.506138428103895,0.0,11646496.140377104,12.143055625822758,1000000000.0,-12.7422,-0.949558,8.479692263569218,8.446634978435366,10000000.0,-13.9731877663477
