Iteration No,fo,Io,W,Rb,Rd,Rbias,C1,C2,Temp,
43,1000000000.0,0.0011235967223089936,0.00016117719122889676,218.3792596819982,570.9497319549249,1000,4.723253523324485e-10,1.1284877282072905e-11,27,
44,1000000000.0,0.001110484723091888,0.00016215956620943623,220.85305993567587,586.063627784368,1000,4.698369062136851e-10,1.1304904177622801e-11,27,
45,1000000000.0,0.0010917924889904441,0.0001625817216134678,224.1796223421123,589.5153471974738,1000,4.6449697485611334e-10,1.1325168218361174e-11,27,
46,1000000000.0,0.0010787828716570468,0.00016361511813299672,223.73746540031277,593.6391053036778,1000,4.62349837589841e-10,1.1344013298276529e-11,27,
47,1000000000.0,0.0010678648698072923,0.0001646574282430624,227.17019475279392,599.2439489164013,1000,4.6033530228915486e-10,1.1362273378348936e-11,27,
48,1000000000.0,0.0010570223038517074,0.00016544523170849154,230.6584688166212,604.6830864927334,1000,4.5835793199817284e-10,1.1380471952876593e-11,27,
49,1000000000.0,0.0010463370415524568,0.00016619916562938668,230.6044178487616,609.9550159823184,1000,4.5355609790957044e-10,1.1398633289368026e-11,27,
50,1000000000.0,0.0010377565546432045,0.00016658189460797018,234.07282359541549,616.595596241319,1000,4.5195549844004864e-10,1.1416513945454605e-11,27,
51,1000000000.0,0.0010280748048666643,0.000167552012034869,237.4859564726728,622.6756398839916,1000,4.503497005540919e-10,1.1435061975111362e-11,27,
52,1000000000.0,0.0010182080282727546,0.00016850580186337762,240.892296708345,628.5612738114472,1000,4.487515595833925e-10,1.1453790700782882e-11,27,
53,1000000000.0,0.0010084586864020407,0.00016918181905615327,244.3293479977794,634.3509517045262,1000,4.443331517277334e-10,1.1472580644427475e-11,27,
54,1000000000.0,0.0009988472347383878,0.00016982857295343493,247.82109943157383,640.0860129337274,1000,4.429909693874136e-10,1.1491368907329495e-11,27,
55,1000000000.0,0.0009894958604522264,0.00017044819250185578,251.3667172046589,645.7335985068455,1000,4.4163681982582584e-10,1.1510147719352264e-11,27,
56,1000000000.0,0.0009804409838332301,0.000171297763109349,254.9970810178866,651.2366478555888,1000,4.4026804010891206e-10,1.1528924606998422e-11,27,
57,1000000000.0,0.0009717363019651003,0.00017212224779282226,254.48950932812025,656.630515391453,1000,4.3889711881002097e-10,1.15474246880178e-11,27,
58,1000000000.0,0.0009644656089977442,0.0001723865415043072,257.8106822546878,663.544944156942,1000,4.347892612265161e-10,1.1565779319559385e-11,27,
59,1000000000.0,0.0009559996906262308,0.0001729665934853793,261.0837607396989,669.8649885683888,1000,4.3371431724300997e-10,1.1584459980790376e-11,27,
60,1000000000.0,0.0009473595247556341,0.00017353438515626076,264.31010331304026,676.0281930398762,1000,4.326109480199448e-10,1.1603363888735688e-11,27,
61,1000000000.0,0.0009387832368712727,0.00017408879859443773,267.49389471418084,682.1613461498633,1000,4.3148500592589723e-10,1.1622298644708122e-11,27,
62,1000000000.0,0.0009303797187264162,0.00017430208638751553,270.6509914065445,688.2994339425161,1000,4.303406357760126e-10,1.1641252676747826e-11,27,
63,1000000000.0,0.0009220923613818591,0.0001751372257840927,273.77340167740454,694.4310347332168,1000,4.291803656985201e-10,1.1660381195104476e-11,27,
64,1000000000.0,0.0009138665291080322,0.00017597309738368565,276.8090467841033,700.6173736061396,1000,4.252228220163551e-10,1.1679828767541042e-11,27,
65,1000000000.0,0.0009056249761263612,0.00017681061201183396,279.75544841291435,706.9256156685284,1000,4.24287898771682e-10,1.1699421680298595e-11,27,
66,1000000000.0,0.0008974511069668363,0.0001773209169065355,282.59776376879006,713.3409656307196,1000,4.2332865454720876e-10,1.1719125456311818e-11,27,
67,1000000000.0,0.0008892482542739767,0.00017783381765868798,285.31541226370047,719.8330817589253,1000,4.223473787259697e-10,1.1738844838079662e-11,27,
68,1000000000.0,0.000881001069547753,0.00017835309240625088,287.89575729964463,726.4343110351954,1000,4.21346485829618e-10,1.1758585662149029e-11,27,
69,1000000000.0,0.0008728055570982829,0.00017921661862865107,290.35875348596915,733.174047500593,1000,4.2033174304291016e-10,1.1778324407947211e-11,27,
70,1000000000.0,0.0008644752099261522,0.00018009480992936807,292.6732031100061,740.0110176892114,1000,4.193059934793044e-10,1.1797715456030854e-11,27,
71,1000000000.0,0.0008561688998715766,0.00018036489211265862,294.88239800481426,747.0000517457787,1000,4.1550547383874006e-10,1.18169771927987e-11,27,
72,1000000000.0,0.0008479048722603811,0.00018089086619887438,297.0403965404788,754.14821974094,1000,4.1470652606346004e-10,1.183610493988142e-11,27,
73,1000000000.0,0.0008397415267852184,0.00018141635416518267,299.1441356422451,761.37295968606,1000,4.138812600765953e-10,1.1855072298047596e-11,27,
74,1000000000.0,0.0008317452280533264,0.00018194064742872043,301.2215919495688,768.6691967587329,1000,4.1303459697889904e-10,1.1873975210826885e-11,27,
75,1000000000.0,0.0008239345858650889,0.00018246127059133778,303.2897793998948,776.0070410225222,1000,4.121663982560506e-10,1.1892795461536047e-11,27,
76,1000000000.0,0.0008163877570258586,0.00018336162573107115,305.362209010831,783.404069472056,1000,4.1128216394299245e-10,1.1911808077213883e-11,27,
77,1000000000.0,0.0008089643431512228,0.00018710599236958336,307.43465142968597,790.7594502803306,1000,4.103841293380242e-10,1.1930700204824358e-11,27,
78,1000000000.0,0.0007942269004024726,0.00018769565690453566,306.6942975499346,797.908838263556,1000,4.0949940955252563e-10,1.1948781180984742e-11,27,
79,1000000000.0,0.0007915199103836026,0.00018854776390427323,309.5132270701494,807.0479531122238,1000,4.058612802982592e-10,1.1966110896624275e-11,27,
80,1000000000.0,0.0007875239221160331,0.00018894085456738625,312.3252063236196,814.8901725806076,1000,4.052000646291061e-10,1.198432132305712e-11,27,
81,1000000000.0,0.0007826736935337087,0.0001893153353411391,315.08355843746824,821.8464825388436,1000,4.0450467378485895e-10,1.2003064801606415e-11,27,
82,1000000000.0,0.0007772373725040404,0.00018968468956038966,317.759825668909,828.3146883052501,1000,4.0378337453405486e-10,1.2021843596488525e-11,27,
83,1000000000.0,0.0007713891794341943,0.0001900546379332613,320.33013193877304,834.5588005305904,1000,4.030339525909187e-10,1.2040778000152959e-11,27,
84,1000000000.0,0.0007653881573127858,0.00019023886422896356,322.8037212176039,840.7972666576891,1000,4.0226355319054017e-10,1.2059669980835174e-11,27,
85,1000000000.0,0.000759220404411771,0.0001910726811708789,325.17697417599516,847.081945960199,1000,4.0147813360293574e-10,1.207856748369511e-11,27,
86,1000000000.0,0.0007528521901962993,0.00019192327305655825,327.43110096098354,853.4392959646317,1000,4.0067624794408565e-10,1.2097353682321426e-11,27,
87,1000000000.0,0.000746443410451889,0.00019278900695410408,329.599076852296,859.9385206831691,1000,3.998654795563703e-10,1.2116102564303413e-11,27,
88,1000000000.0,0.0007401714196955667,0.00019317953321919027,331.7260895615817,866.641884774981,1000,3.9631680671379867e-10,1.2134729052645571e-11,27,
89,1000000000.0,0.0007340127000360843,0.00019356866119227113,333.8540571384374,873.5329877217675,1000,3.9302704695406893e-10,1.2153483276396399e-11,27,
90,1000000000.0,0.0007279677384449411,0.00019395602434476057,335.9943954987523,880.5692959378689,1000,3.926582565750112e-10,1.2172120643000746e-11,27,
91,1000000000.0,0.0007220739903065368,0.00019434371011142198,338.1250479587423,887.6436428998855,1000,3.922405336330585e-10,1.2190794704753885e-11,27,
92,1000000000.0,0.0007163763451403588,0.0001952293991796363,340.2578280529158,894.7734925208711,1000,3.9177664382861543e-10,1.2209324712705074e-11,27,
93,1000000000.0,0.0007107439555227523,0.00019612052377219186,342.3811503192422,901.8486156551502,1000,3.912756920933742e-10,1.2227846258294292e-11,27,
94,1000000000.0,0.0007052506154905172,0.00019649043976678002,344.5056253569733,908.9372960823048,1000,3.9073781844197724e-10,1.224634698968306e-11,27,
95,1000000000.0,0.000699865321790629,0.00019686010378079373,346.6295599549024,915.9991329146634,1000,3.9016955540802073e-10,1.226451036332655e-11,27,
96,1000000000.0,0.0006945827383417549,0.00019722600109368813,348.7508173186398,923.0321742571825,1000,3.8957136045132074e-10,1.2282620956963081e-11,27,
97,1000000000.0,0.00068939119542781,0.0001975903103887085,350.8751166720637,930.0321425893598,1000,3.862470831040287e-10,1.2300703022115224e-11,27,
98,1000000000.0,0.0006842643080059473,0.00019795081391001248,353.0245776367974,937.0828712676855,1000,3.831674707359258e-10,1.2318731752511313e-11,27,
99,1000000000.0,0.0006791974448492147,0.00019830798316191047,355.19691437528587,944.1659683306398,1000,3.8297071423970335e-10,1.2336688357162562e-11,27,
100,1000000000.0,0.0006742679429940737,0.0001992159362628177,357.36704912314735,951.2350962965274,1000,3.8271437917497195e-10,1.2354551881903735e-11,27,
101,1000000000.0,0.0006693751176657385,0.00020012967335714381,359.5253078551526,958.2052714646424,1000,3.824082714573617e-10,1.2372542168535776e-11,27,
102,1000000000.0,0.0006645835074484486,0.00020047126135461875,361.6823398605147,965.1578492135108,1000,3.82051675744228e-10,1.2390740115975347e-11,27,
103,1000000000.0,0.0006598732718394081,0.00020081212932267545,363.8326016513762,972.0707923085033,1000,3.8165325952170516e-10,1.2408940048082357e-11,27,
104,1000000000.0,0.0006552459105206358,0.0002011517695707368,365.977334199345,978.9438188455215,1000,3.812148035353914e-10,1.242711087262613e-11,27,
105,1000000000.0,0.000650693371141992,0.00020129049724115143,368.11695968751945,985.7732572403952,1000,3.8074038171239266e-10,1.2445188176575522e-11,27,
106,1000000000.0,0.0006468754277868172,0.0002016463117434418,370.61622843249296,992.4735580698604,1000,3.802336162643343e-10,1.2463260664005946e-11,27,
107,1000000000.0,0.00064287568920424,0.00020199757961849901,372.6759898913784,998.9223204256795,1000,3.797006554788703e-10,1.2481421712003496e-11,27,
108,1000000000.0,0.0006380914083251826,0.00020299655864850248,374.7226643151976,1005.2822923527747,1000,3.764699091682857e-10,1.2499274305525549e-11,27,
109,1000000000.0,0.0006335885036051971,0.00020395304460009403,376.8215484118038,1011.970770537892,1000,3.7349127924694587e-10,1.2517079521773772e-11,27,
110,1000000000.0,0.0006292001640311426,0.000204917266610615,378.9525998752555,1018.781165161818,1000,3.7337748890386967e-10,1.2534834999075401e-11,27,
111,1000000000.0,0.0006249479244559269,0.00020524721756273623,381.08174505765516,1025.617526373775,1000,3.7319876554584805e-10,1.2552546720929125e-11,27,
112,1000000000.0,0.0006207948330239551,0.0002055766735547939,383.20811768145336,1032.4380538604153,1000,3.7296750671079847e-10,1.2570258364352371e-11,27,
113,1000000000.0,0.000616727799141203,0.00020590563049526024,385.3297494249966,1039.2228926043656,1000,3.7269014320830855e-10,1.2587969858387744e-11,27,
114,1000000000.0,0.0006127338699139637,0.0002062329174949321,387.4428977708418,1045.9591353942212,1000,3.7236590278371667e-10,1.2605565742254769e-11,27,
115,1000000000.0,0.0006088624130792237,0.00020720881166051824,389.55568846620275,1052.7053974909916,1000,3.720058249557246e-10,1.2623423627056302e-11,27,
116,1000000000.0,0.0006050084154815017,0.0002081914994498185,391.6552637751402,1059.350249410857,1000,3.716119947890389e-10,1.2641357304222487e-11,27,
117,1000000000.0,0.0006012327596299539,0.00020850767294031675,393.7523166091471,1065.9803695051712,1000,3.711855080896865e-10,1.265929117645143e-11,27,
118,1000000000.0,0.000597518744462801,0.00020882262378029388,395.8424851564815,1072.5755900513025,1000,3.7073099143503194e-10,1.2677225172284764e-11,27,
119,1000000000.0,0.0005938661123779007,0.0002091379459422026,397.92554026087106,1079.1275968057314,1000,3.7025206878259766e-10,1.2695055689489571e-11,27,
120,1000000000.0,0.0005902679765806887,0.00020945203628068394,400.00058931148465,1085.6392325794568,1000,3.697519816550288e-10,1.2712885895205483e-11,27,
121,1000000000.0,0.000586726270343208,0.00020976649360448683,402.0713923623505,1092.1250222947594,1000,3.665785236471438e-10,1.2730696648344683e-11,27,
122,1000000000.0,0.0005832189184868087,0.00021008054900649518,404.16852973301496,1098.6912419704709,1000,3.6366092517743634e-10,1.274821833049839e-11,27,
123,1000000000.0,0.0005797791905087286,0.00021109110647406644,406.29129021259433,1105.3586497723722,1000,3.6358892031425194e-10,1.2765706761344795e-11,27,
124,1000000000.0,0.0005763301807342571,0.00021210863597097374,408.3908681699832,1111.8806342589157,1000,3.634603310327669e-10,1.2783219183403596e-11,27,
125,1000000000.0,0.0005729418395466899,0.00021241142104882213,410.48074037269856,1118.3779087452085,1000,3.632773893328132e-10,1.2800749237977072e-11,27,
126,1000000000.0,0.0005696100872594186,0.0002127150631752116,412.55982532268683,1124.8285261265357,1000,3.6304864566999723e-10,1.2818290531349518e-11,27,
127,1000000000.0,0.0005663300825069507,0.00021301977750320982,414.6275751672052,1131.230487682985,1000,3.6278071576949355e-10,1.2835798179833592e-11,27,
128,1000000000.0,0.0005631074755607912,0.00021332556739381555,416.684542567609,1137.5910196383963,1000,3.6247471023574175e-10,1.2853530835019033e-11,27,
129,1000000000.0,0.0005599328633160703,0.000213631334040413,418.7306720138872,1143.9088209644597,1000,3.6213652133109156e-10,1.2871176590600348e-11,27,
130,1000000000.0,0.0005568110509587934,0.00021393675563764603,420.7686341945779,1150.1949812385985,1000,3.6176967703498206e-10,1.2888919507530462e-11,27,
131,1000000000.0,0.0005537374539575006,0.0002149209003697047,422.794354655802,1156.4426486775235,1000,3.613776995899151e-10,1.2906542956803734e-11,27,
132,1000000000.0,0.0005507255836558518,0.00021597874104132485,424.81164745331614,1162.6658520509422,1000,3.609642835015844e-10,1.2924209863021134e-11,27,
133,1000000000.0,0.0005477212838094114,0.0002169646120012643,426.81279352058584,1168.7934886465375,1000,3.6053166780780805e-10,1.2941920338603425e-11,27,
134,1000000000.0,0.0005447808420972798,0.00021726340843275884,428.80906809134746,1174.9415371957305,1000,3.6007884003304123e-10,1.295961625767975e-11,27,
135,1000000000.0,0.00054188569510876,0.00021756236288276223,430.79574050381336,1181.0582828383713,1000,3.596104974884385e-10,1.2977291014319194e-11,27,
136,1000000000.0,0.0005390352860382067,0.00021786314284944784,432.77732911084126,1187.1629762593175,1000,3.565012451920708e-10,1.2994741144969807e-11,27,
137,1000000000.0,0.000536205979661006,0.00021885071647598407,434.78455036325767,1193.3712450436626,1000,3.536530973273572e-10,1.3012123777041396e-11,27,
138,1000000000.0,0.0005334076993884817,0.0002199438758047822,436.8180377053073,1199.6690628941783,1000,3.5363629880523494e-10,1.3029609902710474e-11,27,
139,1000000000.0,0.0005305946849844741,0.00022093464965065694,438.826090224638,1205.8185665105718,1000,3.535612689705051e-10,1.304715210084283e-11,27,
140,1000000000.0,0.000527838864623112,0.00022122878731422514,440.822163833706,1211.9525655584112,1000,3.534355779393861e-10,1.3064691822317068e-11,27,
141,1000000000.0,0.0005251252450200831,0.00022152305847281757,442.8025574047287,1218.0377793900798,1000,3.532660466738339e-10,1.3082154960386236e-11,27,
142,1000000000.0,0.0005224604969642294,0.00022182026857626896,444.77332398688566,1224.0829008891944,1000,3.530569720518771e-10,1.3099940150054928e-11,27,
143,1000000000.0,0.0005198373969624698,0.00022281250760765537,446.7287699057922,1230.087027518058,1000,3.528135392696467e-10,1.3117616335964026e-11,27,
144,1000000000.0,0.0005172642884870716,0.00022393589113559552,448.6729335124218,1236.0527445870152,1000,3.5253934434737723e-10,1.3135303255323695e-11,27,
145,1000000000.0,0.0005146946919232969,0.0002249312861716932,450.6013297806585,1241.9283213084082,1000,3.522381582341898e-10,1.3153066563759294e-11,27,
146,1000000000.0,0.0005121762050132688,0.00022522242223309467,452.51856333865493,1247.8051261248434,1000,3.5190899167532056e-10,1.3170827587975905e-11,27,
147,1000000000.0,0.0005097053816375823,0.00022551652517946108,454.42834251546435,1253.6685624125023,1000,3.5156089503105405e-10,1.3188599424667926e-11,27,
148,1000000000.0,0.0005072717932929542,0.00022581153838048272,456.32512641712304,1259.4933154982264,1000,3.5119333811529875e-10,1.3206294128896006e-11,27,
149,1000000000.0,0.0005048827967824412,0.0002268085715929462,458.2136279528013,1265.3010490915435,1000,3.5081118123120606e-10,1.3223726437146143e-11,27,
150,1000000000.0,0.0005025329039519509,0.00022796544651378507,460.0908528175877,1271.0737742445144,1000,3.504158754984894e-10,1.3241168532316793e-11,27,
