Iteration No,Io1,Io2,conv_gain_db,lna_gain_db,bb_BW,s11_db,nf_db,iip3_dbm,gm1,gds1,region1,gm2,gds2,region2,
26,0.001072317,0.0007634387,24.04628657919438,12.304749269248035,11646496.140377104,-15.0398,7.400342010890093,-16.29551257300669,0.02103,0.00281081,3.0,0.01372785,0.002057519,3.0,
27,0.001067544,0.0007566195,23.99437533204945,12.27060663081563,11646496.140377104,-15.0782,7.414731405525461,-15.347594205904855,0.0209507,0.002790736,3.0,0.01362947,0.002054567,3.0,
28,0.001068639,0.0007571502,24.015532441995017,12.278926965344496,11646496.140377104,-15.0764,7.413017279305638,-15.342806094399997,0.02097133,0.002793797,3.0,0.01363661,0.002059111,3.0,
29,0.001063364,0.0007504599,23.986285619391857,12.267561472549243,11646496.140377104,-15.0709,7.419295105550184,-15.228058617854998,0.02088166,0.002775794,3.0,0.0135395,0.002056153,3.0,
30,0.001065425,0.000752287,24.028762744972042,12.282680131798262,11646496.140377104,-15.0589,7.414162467862459,-15.278788206371132,0.02091816,0.00278311,3.0,0.01356649,0.002064875,3.0,
31,0.001060312,0.0007456014,23.993395518232624,12.266022564732264,11646496.140377104,-15.0631,7.422332649360257,-15.15632920549416,0.02083149,0.002764917,3.0,0.01346918,0.00206194,3.0,
32,0.001061539,0.0007464192,24.015180094300106,12.273855699375773,11646496.140377104,-15.0625,7.420564007769814,-15.163553456992389,0.02085439,0.002768354,3.0,0.01348112,0.002066495,3.0,
33,0.00105639,0.0007398191,23.982239717310776,12.26045622276104,11646496.140377104,-15.0601,7.427604134101742,-15.04888259180671,0.02076672,0.002750651,3.0,0.01338423,0.002063493,3.0,
34,0.001058962,0.0007425901,24.03214532327017,12.275148989120922,11646496.140377104,-15.0502,7.422124835818583,-15.119576117865051,0.02081212,0.002759622,3.0,0.01342669,0.00207313,3.0,
35,0.001054096,0.0007360659,23.98721824063772,12.250248252124184,11646496.140377104,-15.0688,7.433251816913095,-14.990705955772142,0.02072995,0.002741274,3.0,0.01333071,0.002069976,3.0,
36,0.001055974,0.0007380821,24.028270277399102,12.264596405709101,11646496.140377104,-15.0572,7.428767416701136,-15.015523260931673,0.02076393,0.002748033,3.0,0.01336173,0.002076929,3.0,
37,0.001050995,0.0007316111,23.9895231114386,12.246233061937307,11646496.140377104,-15.0632,7.437579908242461,-14.90057365223791,0.02067925,0.002730362,3.0,0.01326618,0.00207379,3.0,
38,0.001052571,0.0007333084,24.02500537713273,12.259510483280032,11646496.140377104,-15.0579,7.434171202128779,-14.91154689844123,0.02071032,0.002734074,3.0,0.01329249,0.002079325,3.0,
39,0.001047612,0.0007268957,23.985998756681383,12.241822220273184,11646496.140377104,-15.0623,7.442745500651089,-14.800224868395219,0.0206257,0.002716676,3.0,0.01319742,0.002076199,3.0,
40,0.001049658,0.0007292439,24.02893760345444,12.255707162649239,11646496.140377104,-15.0534,7.438384673601438,-14.835098716533096,0.02066176,0.0027236,3.0,0.01323413,0.002083259,3.0,
41,0.001044831,0.0007228788,23.984937504040502,12.233673927183084,11646496.140377104,-15.0652,7.448501612531428,-14.71492598238109,0.02057954,0.002706132,3.0,0.01313944,0.00208015,3.0,
42,0.001046955,0.0007256688,24.035112759611902,12.250181005354081,11646496.140377104,-15.0517,7.443009455913819,-14.762620291666622,0.02061665,0.002713599,3.0,0.01318647,0.002086448,3.0,
43,0.0010422,0.0007193471,23.98906790819118,12.22651432864247,11646496.140377104,-15.066,7.453665026142559,-14.633505925704583,0.02053566,0.002696245,3.0,0.01309253,0.002083362,3.0,
44,0.001043851,0.0007213276,24.025009429225264,12.239465213972615,11646496.140377104,-15.0583,7.449929801642224,-14.660854433357912,0.02056482,0.002701612,3.0,0.01312401,0.002088243,3.0,
45,0.001039006,0.0007150597,23.9846251901955,12.222079060930717,11646496.140377104,-15.0608,7.458345481528273,-14.528507605270747,0.02048179,0.002684901,3.0,0.01303051,0.002085172,3.0,
46,0.00104122,0.0007178407,24.031205907078295,12.236385037647972,11646496.140377104,-15.0529,7.453586607722675,-14.589686768171859,0.02052047,0.00269218,3.0,0.01307483,0.002092102,3.0,
47,0.001036529,0.0007116136,23.985033142937468,12.21378273157633,11646496.140377104,-15.0645,7.463844640064905,-14.43764388665187,0.02044027,0.00267537,3.0,0.01298164,0.002089052,3.0,
48,0.001038637,0.0007143907,24.033256953005942,12.230542739444214,11646496.140377104,-15.0524,7.458249207887868,-14.50665023266513,0.02047697,0.00268255,3.0,0.01302616,0.00209549,3.0,
49,0.001034,0.0007082046,23.98623732609076,12.207486312423512,11646496.140377104,-15.0645,7.468671343643854,-14.342001314647135,0.02039762,0.002665937,3.0,0.01293328,0.002092462,3.0,
50,0.001035968,0.0007108315,24.03119756493148,12.223231410414018,11646496.140377104,-15.0541,7.463555356008966,-14.409152982965416,0.02043192,0.002672468,3.0,0.01297567,0.002098031,3.0,
51,0.001031349,0.0007046887,23.985135151855413,12.201693937176817,11646496.140377104,-15.0631,7.473424584518503,-14.235603989026622,0.02035267,0.002656184,3.0,0.01288313,0.002095022,3.0,
52,0.001033449,0.0007075487,24.033561177427053,12.218164671877476,11646496.140377104,-15.0524,7.4679191472485105,-14.31992853096311,0.02038911,0.002663126,3.0,0.01292945,0.002100948,3.0,
53,0.00102891,0.0007014454,23.985204726834244,12.19512219963828,11646496.140377104,-15.0638,7.478311470629918,-14.13504825710099,0.02031124,0.002646992,3.0,0.01283722,0.002097962,3.0,
54,0.001030987,0.0007043446,24.03418406376383,12.211984567609953,11646496.140377104,-15.0527,7.472637099695129,-14.22741858485557,0.02034728,0.00265387,3.0,0.01288439,0.002103605,3.0,
55,0.001026495,0.0006982801,23.985777180468876,12.189126747048828,11646496.140377104,-15.0634,7.482941797226723,-14.035126238517492,0.02027009,0.002637984,3.0,0.01279246,0.002100641,3.0,
56,0.001028511,0.0007011292,24.03330854593645,12.205579387303567,11646496.140377104,-15.0533,7.477511811766937,-14.128286160614877,0.02030502,0.002644514,3.0,0.01283907,0.002105743,3.0,
57,0.001024058,0.0006951033,23.984824026462313,12.183434795964452,11646496.140377104,-15.0627,7.487583339293174,-13.929345828070304,0.02022837,0.002628906,3.0,0.01274709,0.002102791,3.0,
58,0.001026183,0.0006981513,24.035126111062894,12.200251787252876,11646496.140377104,-15.0527,7.481873257053606,-14.040201280033237,0.02026508,0.002635766,3.0,0.01279708,0.00210821,3.0,
59,0.001021796,0.0006921616,23.985626091935597,12.177502608527648,11646496.140377104,-15.0629,7.492155490694987,-13.8341512270229,0.0201895,0.002620359,3.0,0.01270539,0.002105282,3.0,
60,0.001023827,0.0006951208,24.034058342173907,12.193939955073832,11646496.140377104,-15.0536,7.48668049781967,-13.943701653084858,0.02022456,0.002626806,3.0,0.01275419,0.002110021,3.0,
61,0.001019477,0.0006891686,23.98506756015259,12.172085412661213,11646496.140377104,-15.062,7.49662088236938,-13.732850687137542,0.0201495,0.002611689,3.0,0.01266281,0.002107115,3.0,
62,0.001021575,0.0006922535,24.034999449696276,12.188332976893758,11646496.140377104,-15.0536,7.491111819611904,-13.855884700722214,0.02018568,0.002618282,3.0,0.01271381,0.002111985,3.0,
63,0.001017281,0.0006863367,23.985512063904757,12.166413550790974,11646496.140377104,-15.0618,7.501053228127441,-13.639072447587246,0.02011149,0.002603395,3.0,0.01262272,0.002109103,3.0,
64,0.001020314,0.0006900902,24.035769387072445,12.191362409235948,11646496.140377104,-15.039,7.4897109553011685,-13.851945712806156,0.02016664,0.00261504,3.0,0.01269557,0.002107921,3.0,
65,0.001016343,0.0006842063,23.97168619093739,12.155166131669588,11646496.140377104,-15.0718,7.504744873095451,-13.602858082282765,0.02009869,0.002599597,3.0,0.01260497,0.00210501,3.0,
66,0.001023643,0.0006896544,24.09318788592183,12.226305753077707,11646496.140377104,-14.9962,7.474155790126803,-14.041598791508214,0.02022716,0.002630091,3.0,0.01269654,0.002111453,3.0,
67,0.001026878,0.0006889812,24.031694412815213,12.17595022800225,11646496.140377104,-15.1334,7.498362966190795,-13.859884453874116,0.02028166,0.002627372,3.0,0.01268366,0.00211024,3.0,
68,0.001022362,0.0006831078,23.991575085015985,12.163231859533486,11646496.140377104,-15.1258,7.5050371865777095,-13.656237419313399,0.02020319,0.002612884,3.0,0.01259302,0.002107301,3.0,
69,0.001028861,0.0006856782,24.060281957900038,12.221355918487442,11646496.140377104,-15.0693,7.480068836360562,-13.919866554163946,0.02031839,0.002639385,3.0,0.01264359,0.002103196,3.0,
70,0.001024307,0.0006798544,24.01814945721665,12.208959505210203,11646496.140377104,-15.0618,7.487489744767509,-13.633495971191948,0.02023948,0.002624685,3.0,0.01255329,0.002100216,3.0,
71,0.001019864,0.0006741081,23.97268871321396,12.195402368623391,11646496.140377104,-15.056,7.495536284550946,-8.719182535670996,0.0201624,0.002610258,3.0,0.01246379,0.00209723,3.0,
72,0.00102244,0.0006791493,24.05180519209047,12.214974967146436,11646496.140377104,-15.0438,7.488385508488865,-13.56290149048256,0.02020729,0.002618705,3.0,0.01254243,0.002107797,3.0,
73,0.001018409,0.0006734046,23.991567988119158,12.183818358634444,11646496.140377104,-15.0683,7.5015440616359275,-8.725943744339318,0.02013814,0.002603632,3.0,0.01245292,0.002104851,3.0,
74,0.001021312,0.0006762514,24.029329195500864,12.209257580054334,11646496.140377104,-15.0447,7.49009439615061,-13.537645019984964,0.02019343,0.002615238,3.0,0.01250808,0.002100162,3.0,
75,0.001015424,0.0006706313,23.96852046766665,12.179000370347662,11646496.140377104,-15.0627,7.503315853134844,-8.44380927065238,0.02009138,0.00259625,3.0,0.01242035,0.00209675,3.0,
76,0.00102297,0.000676437,24.087060422485564,12.23845925702862,11646496.140377104,-15.0012,7.477365293588621,-13.752578589887356,0.02022616,0.002624519,3.0,0.01251746,0.002103447,3.0,
77,0.001019176,0.0006703691,23.98436452859719,12.174586587766784,11646496.140377104,-15.1209,7.508439384010459,-8.807246092309597,0.0201586,0.002601815,3.0,0.01242052,0.002099167,3.0,
78,0.001031824,0.0006741987,24.109619535703732,12.270922310612765,11646496.140377104,-15.0278,7.467364453363885,-13.762611950794081,0.02037956,0.002650231,3.0,0.01249028,0.00209912,3.0,
79,0.001028081,0.0006685266,24.031729557348093,12.225176568297275,11646496.140377104,-15.0812,7.486854492671959,-8.820066352617843,0.02031648,0.002633802,3.0,0.01240078,0.00209609,3.0,
80,0.001023628,0.0006629301,23.985616914162556,12.212818454629408,11646496.140377104,-15.0738,7.494529271876691,-13.033112832889373,0.02023912,0.002619476,3.0,0.0123121,0.002093052,3.0,
