Iteration No,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,loss_s11,loss_region,
52,0.34819954,0.0,0.0,0,0.0,0.34819954,0.0,0.0,0,
53,0.3466875497152398,0.0006164697152398386,0.0,0,0.0,0.34607108,0.0,0.0,0,
54,0.34706632,0.0,0.0,0,0.0,0.34706632,0.0,0.0,0,
55,0.3455476374804635,0.0005926174804635013,0.0,0,0.0,0.34495502,0.0,0.0,0,
56,0.34592803999999994,0.0,0.0,0,0.0,0.34592803999999994,0.0,0.0,0,
57,0.34446459223073694,0.0006323322307369612,0.0,0,0.0,0.34383226,0.0,0.0,0,
58,0.34486686,0.0,0.0,0,0.0,0.34486686,0.0,0.0,0,
59,0.34339043283601683,0.0005989128360167998,0.0,0,0.0,0.34279152,0.0,0.0,0,
60,0.34378956,0.0,0.0,0,0.0,0.34378956,0.0,0.0,0,
61,0.3423513049936421,0.0006221849936420831,0.0,0,0.0,0.34172912,0.0,0.0,0,
62,0.3427657,0.0,0.0,0,0.0,0.3427657,0.0,0.0,0,
63,0.3417484952549449,0.0006036640039684589,0.0,0,0.00042129125097645215,0.34072354,0.0,0.0,0,
64,0.34208084,0.0,0.0,0,0.0,0.34208084,0.0,0.0,0,
65,0.3431875512824557,0.0011797420442754003,0.0,0,0.0018979492381802745,0.34010986000000004,0.0,0.0,0,
66,0.34291281333333334,0.0,0.0,0,0.0,0.34265948,0.0,0.000253333333333335,0,
67,0.34317184,0.0,0.0,0,0.0,0.34317184,0.0,0.0,0,
68,0.3434598727554178,0.00035103812433397624,0.0,0,0.0020148746310837853,0.34109396000000003,0.0,0.0,0,
69,0.34290784,0.0,0.0,0,0.0,0.34290784,0.0,0.0,0,
70,0.34083227999999993,0.0,0.0,0,0.0,0.34083227999999993,0.0,0.0,0,
71,0.33993239028275174,0.0011379702827517175,0.0,0,0.0,0.33879442000000004,0.0,0.0,0,
72,0.34031785999999997,0.0,0.0,0,0.0,0.34031785999999997,0.0,0.0,0,
73,0.33933167848273943,0.0003513338283684201,0.0,0,0.0006176246543709851,0.33836272,0.0,0.0,0,
74,0.33951268,0.0,0.0,0,0.0,0.33951268,0.0,0.0,0,
75,0.339849048434494,0.0013116471805562449,0.0,0,0.0013263412539377128,0.33721106,0.0,0.0,0,
76,0.3398814,0.0,0.0,0,0.0,0.3398814,0.0,0.0,0,
77,0.34193625157930063,0.0006514779751170725,0.0,0,0.003375753604183629,0.33790901999999995,0.0,0.0,0,
78,0.34120454,0.0,0.0,0,0.0,0.34120454,0.0,0.0,0,
79,0.33932152,0.0,0.0,0,0.0,0.33932152,0.0,0.0,0,
80,0.3379109152432268,0.0005992952432268457,0.0,0,0.0,0.33731162,0.0,0.0,0,
