Iteration No,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,
30,0.43027420051022425,0.3896448805102242,0.0,0.0,0.0,0.040629320000000003,0.0,
31,0.4283773212076802,0.3870927136206549,0.0,0.0,0.0009677675870252737,0.04031684,0.0,
32,0.4256788037059967,0.3854646437059967,0.0,0.0,0.0,0.04021416,0.0,
33,0.42276334885951217,0.38286310885951214,0.0,0.0,0.0,0.039900240000000003,0.0,
34,0.42139593354016286,0.38022528503879655,0.0,0.0,0.0015809485013663267,0.0395897,0.0,
35,0.4185478861715383,0.37902056617153834,0.0,0.0,0.0,0.03952732,0.0,
36,0.4155434984474715,0.3763293384474715,0.0,0.0,0.0,0.039214160000000005,0.0,
37,0.4126940817107475,0.37359939217007415,0.0,0.0,0.00019166954067332634,0.03890302,0.0,
38,0.41149710144210044,0.37156451742685376,0.0,0.0,0.0012152640152467123,0.03871732,0.0,
39,0.4089146451006358,0.3702441851006358,0.0,0.0,0.0,0.038670460000000004,0.0,
40,0.4057416630716382,0.3673915030716382,0.0,0.0,0.0,0.03835016,0.0,
41,0.4047720933027842,0.36451009745340646,0.0,0.0,0.002227855849377747,0.03803414,0.0,
42,0.40193999202425157,0.3639200520242516,0.0,0.0,0.0,0.038019939999999995,0.0,
43,0.3986311481162351,0.3609331681162351,0.0,0.0,0.0,0.03769798,0.0,
44,0.3952701501497345,0.3578926501497345,0.0,0.0,0.0,0.0373775,0.0,
45,0.3950103317524555,0.35522471880118806,0.0,0.0,0.002683292951267428,0.03710232,0.0,
46,0.3921848846795979,0.3550735246795979,0.0,0.0,0.0,0.03711136,0.0,
47,0.38867209296907024,0.3518859529690702,0.0,0.0,0.0,0.03678614,0.0,
48,0.3851185997945511,0.3486554597945511,0.0,0.0,0.0,0.03646314,0.0,
49,0.3849306542359846,0.3457900942281152,0.0,0.0,0.002956440007869432,0.03618412,0.0,
50,0.38217905786539574,0.34597059786539575,0.0,0.0,0.0,0.036208460000000005,0.0,
51,0.37844760650019377,0.34256832650019375,0.0,0.0,0.0,0.03587928,0.0,
52,0.3748077066870826,0.3391339056992328,0.0,0.0,0.00012130098784979282,0.0355525,0.0,
53,0.3746448000652722,0.33665637587253483,0.0,0.0,0.002637584192737326,0.03535084,0.0,
54,0.37206842184855565,0.3366711418485557,0.0,0.0,0.0,0.035397279999999996,0.0,
55,0.36809749106349815,0.33303735106349813,0.0,0.0,0.0,0.035060140000000004,0.0,
56,0.36546885520508765,0.3293896112296897,0.0,0.0,0.001342043975398018,0.034737199999999996,0.0,
57,0.36313991557836905,0.32840085557836907,0.0,0.0,0.0,0.034739059999999995,0.0,
58,0.3606505840358291,0.32462352479823064,0.0,0.0,0.001625959237598451,0.034401100000000004,0.0,
59,0.3582991238286064,0.3238878038286064,0.0,0.0,0.0,0.03441132,0.0,
60,0.3550327431432211,0.31996447710952286,0.0,0.0,0.0010017660336982222,0.0340665,0.0,
61,0.3527630753243072,0.3187093953243072,0.0,0.0,0.0,0.03405368,0.0,
62,0.35186729014710594,0.3146932323947115,0.0,0.0,0.0034702377523944485,0.03370382,0.0,
63,0.3494026592476257,0.3156628992476257,0.0,0.0,0.0,0.03373976,0.0,
64,0.3448208689333359,0.3114388089333359,0.0,0.0,0.0,0.03338206,0.0,
65,0.3428441202645586,0.307290416651009,0.0,0.0,0.0025204436135496167,0.03303326,0.0,
66,0.3404974592768003,0.3074158992768003,0.0,0.0,0.0,0.03308156,0.0,
67,0.3357986785151549,0.30307389851515487,0.0,0.0,0.0,0.03272478,0.0,
68,0.3357123202021131,0.29917758104338243,0.0,0.0,0.004131419158730647,0.03240332,0.0,
69,0.33273725590967124,0.30026257590967126,0.0,0.0,0.0,0.03247468,0.0,
70,0.3278927250503195,0.29578146505031955,0.0,0.0,0.0,0.03211126,0.0,
71,0.3270049922948296,0.2914738677861757,0.0,0.0,0.0037625645086539093,0.03176856,0.0,
72,0.32444009967509246,0.29259531967509245,0.0,0.0,0.0,0.03184478,0.0,
73,0.31949834737956934,0.28801028737956935,0.0,0.0,0.0,0.03148806,0.0,
74,0.31852597965737567,0.28366558618066906,0.0,0.0,0.00371439347670659,0.031146,0.0,
75,0.31605402205478605,0.2848153620547861,0.0,0.0,0.0,0.031238659999999998,0.0,
76,0.3110400758229909,0.28016083582299095,0.0,0.0,0.0,0.03087924,0.0,
77,0.3101430157003279,0.2758243930281059,0.0,0.0,0.003769262672222003,0.030549359999999998,0.0,
78,0.3076480636211655,0.27699152362116547,0.0,0.0,0.0,0.03065654,0.0,
79,0.30261174410724656,0.2723100241072466,0.0,0.0,0.0,0.03030172,0.0,
80,0.30179755493445004,0.2680216078511872,0.0,0.0,0.0038035870832628643,0.02997236,0.0,
81,0.29928310360454635,0.2691891436045464,0.0,0.0,0.0,0.03009396,0.0,
82,0.2942462973941265,0.2645047573941265,0.0,0.0,0.0,0.02974154,0.0,
83,0.293476694817078,0.2602989683020353,0.0,0.0,0.0037586265150427066,0.0294191,0.0,
84,0.2910161911527975,0.26146039115279746,0.0,0.0,0.0,0.0295558,0.0,
85,0.2860149215626652,0.25680868156266523,0.0,0.0,0.0,0.02920624,0.0,
86,0.2851754506000769,0.2527055619553309,0.0,0.0,0.0035779686447459844,0.02889192,0.0,
87,0.28289702179718734,0.2538547217971873,0.0,0.0,0.0,0.0290423,0.0,
88,0.27794641038658735,0.24925045038658736,0.0,0.0,0.0,0.028695959999999996,0.0,
89,0.27689490075337775,0.24526594146485745,0.0,0.0,0.0032394392885202925,0.02838952,0.0,
90,0.2748329000203413,0.24628022002034128,0.0,0.0,0.0,0.028552679999999997,0.0,
91,0.26997698095521006,0.24176640095521004,0.0,0.0,0.0,0.02821058,0.0,
92,0.2688277795251956,0.2379286532617737,0.0,0.0,0.0029856262634218923,0.0279135,0.0,
93,0.26678199069556785,0.23869311069556787,0.0,0.0,0.0,0.028088880000000004,0.0,
94,0.26206722234635194,0.23431446234635195,0.0,0.0,0.0,0.02775276,0.0,
95,0.261113024608612,0.23065695462618904,0.0,0.0,0.0029899299824229786,0.027466140000000003,0.0,
96,0.25909348928244247,0.23143920928244247,0.0,0.0,0.0,0.02765428,0.0,
97,0.2544890093259624,0.22716624932596238,0.0,0.0,0.0,0.02732276,0.0,
98,0.2533396340743359,0.223662062428158,0.0,0.0,0.002632831646177891,0.02704474,0.0,
99,0.25136049128796956,0.22411853128796957,0.0,0.0,0.0,0.027241960000000003,0.0,
100,0.24695513257779536,0.22003699257779535,0.0,0.0,0.0,0.02691814,0.0,
101,0.246060693562877,0.2167246702228476,0.0,0.0,0.002684163340029381,0.026651860000000003,0.0,
102,0.24411654740514732,0.21725634740514732,0.0,0.0,0.0,0.0268602,0.0,
103,0.239808581432322,0.213269901432322,0.0,0.0,0.0,0.02653868,0.0,
104,0.2387222075901848,0.2100990836365971,0.0,0.0,0.002345003953587721,0.02627812,0.0,
105,0.23685599727929446,0.21036303727929445,0.0,0.0,0.0,0.02649296,0.0,
106,0.23275179956759964,0.20657305956759964,0.0,0.0,0.0,0.02617874,0.0,
107,0.2319046091192986,0.20358437938199453,0.0,0.0,0.0023913097373040888,0.02592892,0.0,
108,0.23008858040213687,0.20393588040213687,0.0,0.0,0.0,0.0261527,0.0,
109,0.22608499564088144,0.20024537564088143,0.0,0.0,0.0,0.02583962,0.0,
110,0.22507743620695833,0.1973870348381439,0.0,0.0,0.002094181368814437,0.02559622,0.0,
111,0.22336127818111914,0.19753675818111915,0.0,0.0,0.0,0.02582452,0.0,
112,0.2195510646471748,0.1940329246471748,0.0,0.0,0.0,0.02551814,0.0,
113,0.21877575543421576,0.19133914658817208,0.0,0.0,0.002153328846043697,0.025283279999999998,0.0,
114,0.21711741855214778,0.19159889855214776,0.0,0.0,0.0,0.025518520000000003,0.0,
115,0.21339718637835003,0.18818440637835004,0.0,0.0,0.0,0.02521278,0.0,
116,0.21249581901211842,0.18560509627142008,0.0,0.0,0.0019079227406983534,0.0249828,0.0,
117,0.21097596076886854,0.18575654076886855,0.0,0.0,0.0,0.02521942,0.0,
118,0.20743930097353397,0.18251960097353398,0.0,0.0,0.0,0.0249197,0.0,
119,0.2068290206854102,0.18009689486109057,0.0,0.0,0.002032945824319654,0.02469918,0.0,
120,0.20533921682136724,0.18039565682136724,0.0,0.0,0.0,0.02494356,0.0,
121,0.20184003654862365,0.17719925654862365,0.0,0.0,0.0,0.024640779999999998,0.0,
122,0.20102598510976416,0.1748594588244387,0.0,0.0,0.001745166285325439,0.02442136,0.0,
123,0.19971492739536956,0.17505196739536957,0.0,0.0,0.0,0.024662959999999998,0.0,
124,0.19642449808838922,0.1720560780883892,0.0,0.0,0.0,0.02436842,0.0,
125,0.19596424005599797,0.1700097913248668,0.0,0.0,0.0017705087311311967,0.024183939999999998,0.0,
126,0.19474116955232013,0.17031364955232012,0.0,0.0,0.0,0.024427519999999998,0.0,
127,0.19147352556714803,0.16734448556714804,0.0,0.0,0.0,0.024129039999999997,0.0,
128,0.1910738517358057,0.16539929642844295,0.0,0.0,0.0017265953073627809,0.02394796,0.0,
129,0.189952747712376,0.165760847712376,0.0,0.0,0.0,0.0241919,0.0,
130,0.18676560967072936,0.16287168967072935,0.0,0.0,0.0,0.023893920000000003,0.0,
131,0.18643527422159845,0.16107427243549802,0.0,0.0,0.0016343217861004196,0.02372668,0.0,
132,0.18543514749864598,0.16146562749864599,0.0,0.0,0.0,0.023969519999999998,0.0,
133,0.182348711773924,0.158675871773924,0.0,0.0,0.0,0.02367284,0.0,
134,0.18216317310890498,0.15709090651540858,0.0,0.0,0.0015409665934964067,0.023531299999999998,0.0,
135,0.18129341474128155,0.15752271474128154,0.0,0.0,0.0,0.023770700000000002,0.0,
136,0.17828230379415066,0.15480788379415067,0.0,0.0,0.0,0.02347442,0.0,
137,0.1782560673883383,0.15344787515686917,0.0,0.0,0.0014452522314691407,0.023362940000000002,0.0,
138,0.17751981512686016,0.15392265512686015,0.0,0.0,0.0,0.023597160000000002,0.0,
139,0.17456902896395898,0.151269668963959,0.0,0.0,0.0,0.02329936,0.0,
140,0.17480179304528526,0.15024139845511447,0.0,0.0,0.0013355745901707887,0.02322482,0.0,
141,0.17413501307001789,0.1506899530700179,0.0,0.0,0.0,0.02344506,0.0,
142,0.17153831205372028,0.1481549151026343,0.0,0.0,0.00023119695108597682,0.0231522,0.0,
143,0.17087246184701402,0.1474288249737724,0.0,0.0,0.000290496873241608,0.02315314,0.0,
144,0.17000786373405172,0.14665784531791434,0.0,0.0,0.00019627841613735578,0.02315374,0.0,
145,0.1696404123742457,0.1457850644186608,0.0,0.0,0.0007384879555849248,0.02311686,0.0,
146,0.16881733451572586,0.14558765451572586,0.0,0.0,0.0,0.02322968,0.0,
147,0.16852108463149293,0.14349592177320314,0.0,0.0,0.002056802858289804,0.02296836,0.0,
148,0.1677647319965191,0.1445622319965191,0.0,0.0,0.0,0.023202499999999997,0.0,
149,0.16469838521986563,0.14181642521986562,0.0,0.0,0.0,0.02288196,0.0,
150,0.1646479044398469,0.14061122203570864,0.0,0.0,0.0012746024041382735,0.02276208,0.0,
