Iteration No,Io,gain_db,gain_fo,gain_lower,gain_upper,freq_lower,freq_upper,iip3_dbm,s11_db,s12_db,s21_db,s22_db,Kf,nf_db,p_source,gm1,vdsat,vg,vd,vs,
104,0.0005044314,7.726739,13.80482,4.726739,11.79984,1000000.0,2000000000.0,-0.7415524246259224,-2.92963,-65.5787,-84.0754,-1.11416e-06,2.5466474388576796,5.795267,0.002124289,0.01063855,0.05002733,0.5656898,0.4075276,0.223481,
105,0.0005018369,7.759233,13.79424,4.759233,11.77001,1000000.0,2000000000.0,-0.7114449138025378,-2.92545,-65.5835,-84.0792,-1.1145400000000001e-06,2.5453372508263405,5.803368,0.002113068,0.01059128,0.04995932,0.56492,0.4073983,0.2233062,
106,0.0004992532,7.79182,13.78293,4.79182,11.73313,1000000.0,2000000000.0,-0.6659059001929961,-2.92401,-65.5908,-84.0916,-1.11383e-06,2.545127056733066,5.81086,0.002101871,0.01054507,0.04990887,0.5642028,0.4073496,0.2231197,
107,0.000496691,7.82249,13.77521,4.82249,11.70946,1000000.0,2000000000.0,-0.6381365107817345,-2.92026,-65.5908,-84.0937,-1.11543e-06,2.544881389315747,5.818776,0.002090856,0.01049612,0.04986522,0.5635971,0.4073067,0.2229333,
108,0.0004941664,7.852355,13.7675,4.852355,11.68588,1000000.0,2000000000.0,-0.6122499645705943,-2.91927,-65.5883,-84.0933,-1.11708e-06,2.5447030396152908,5.824241,0.002080001,0.01044785,0.04982214,0.562999,0.4072741,0.2227516,
109,0.0004916766,7.823981,13.75956,4.823981,11.66218,1000000.0,2000000000.0,-0.6012745935640567,-2.93592,-65.5676,-84.0747,-1.1193299999999998e-06,2.5445260517885244,5.813956,0.002069291,0.01040021,0.04977963,0.5624067,0.4072515,0.2225728,
110,0.0004891932,7.802452,13.75721,4.802452,11.64785,1000000.0,2000000000.0,-0.6014609355987233,-2.94983,-65.5426,-84.0564,-1.1228699999999999e-06,2.544883913752693,5.805845,0.002058651,0.01035347,0.04975487,0.5619085,0.4072043,0.2224028,
111,0.0004867482,7.842337,13.74885,4.842337,11.62394,1000000.0,2000000000.0,-0.5813359975127099,-2.94264,-65.5467,-84.0608,-1.12419e-06,2.544179206145252,5.816635,0.002048212,0.01030649,0.04971432,0.5613768,0.4070819,0.222255,
112,0.0004843667,7.880055,13.73729,4.880055,11.59327,1000000.0,2000000000.0,-0.5500549170314741,-2.93653,-65.5554,-84.0682,-1.12413e-06,2.5428774403891814,5.826612,0.002037917,0.01026286,0.04965078,0.5606666,0.4069746,0.2221171,
113,0.0004819957,7.917215,13.72465,4.917215,11.55513,1000000.0,2000000000.0,-0.5034165244445177,-2.93347,-65.5667,-84.0841,-1.1228999999999999e-06,2.542647673590911,5.835826,0.002027637,0.01022022,0.04960393,0.5600047,0.4069487,0.2219656,
114,0.000479638,7.951767,13.71644,4.951767,11.53134,1000000.0,2000000000.0,-0.47349030500431866,-2.92821,-65.5696,-84.0892,-1.1242099999999998e-06,2.5425085244742833,5.845216,0.002017501,0.01017483,0.0495643,0.5594485,0.406945,0.2218058,
115,0.0004773156,7.984999,13.70821,4.984999,11.50762,1000000.0,2000000000.0,-0.4436447524801821,-2.92337,-65.5724,-84.0942,-1.12549e-06,2.5424304801560815,5.85425,0.002007516,0.0101301,0.04952519,0.5588967,0.4069481,0.2216477,
116,0.0004750305,8.016963,13.69994,5.016963,11.48399,1000000.0,2000000000.0,-0.41424035088908795,-2.91892,-65.5749,-84.099,-1.1267499999999998e-06,2.54235850735743,5.862938,0.00199769,0.01008605,0.04948666,0.5583523,0.4069553,0.2214933,
117,0.0004727761,8.049029,13.69757,5.049029,11.47018,1000000.0,2000000000.0,-0.39433662184674745,-2.914,-65.5707,-84.1017,-1.12942e-06,2.5429380763096843,5.87165,0.001988012,0.01004336,0.04946504,0.5578872,0.4069725,0.2213393,
118,0.0004706244,8.078859999999999,13.68546,5.07886,11.43947,1000000.0,2000000000.0,-0.3666927564616742,-2.91041,-65.5786,-84.108,-1.1290899999999998e-06,2.5416790509975185,5.879503,0.001978712,0.01000385,0.04940571,0.557223,0.4068761,0.2212235,
119,0.0004684761,8.108746,13.67197,5.108746,11.40092,1000000.0,2000000000.0,-0.32366416688249444,-2.90969,-65.5894,-84.1231,-1.12752e-06,2.5414213572529922,5.886788,0.001969395,0.009965151,0.04936226,0.5566022,0.4068623,0.2210924,
120,0.0004663315,8.136704,13.66352,5.136704,11.37757,1000000.0,2000000000.0,-0.2972990845803025,-2.90644,-65.5915,-84.1272,-1.12865e-06,2.5413390883510276,5.894407,0.001960182,0.009923644,0.04932633,0.5560906,0.4068712,0.2209517,
121,0.0004642166,8.163739,13.65507,5.163739,11.35431,1000000.0,2000000000.0,-0.2708084664867272,-2.90347,-65.5935,-84.1313,-1.1297600000000001e-06,2.5413101298544967,5.901775,0.0019511,0.009882691,0.04929083,0.5555807,0.4068882,0.2208112,
122,0.0004621367,8.190062000000001,13.64655,5.190062,11.3311,1000000.0,2000000000.0,-0.24584202193267402,-2.90068,-65.5954,-84.1351,-1.13083e-06,2.5411942399739504,5.908957,0.001942167,0.00984239,0.04925591,0.5550819,0.406897,0.2206759,
123,0.000460078,8.216946,13.64399,5.216946,11.31779,1000000.0,2000000000.0,-0.229157899989616,-2.8972,-65.5907,-84.1371,-1.13334e-06,2.541810769970714,5.916329,0.001933336,0.009803212,0.04923708,0.5546554,0.4069225,0.2205383,
124,0.0004580818,8.242162,13.635,5.242162,11.29426,1000000.0,2000000000.0,-0.21070196999538382,-2.89461,-65.5931,-84.1402,-1.1342e-06,2.5413631635456033,5.92319,0.001924793,0.009764602,0.04920207,0.554183,0.406872,0.2204219,
125,0.0004561399,8.266523,13.62234,5.266523,11.26339,1000000.0,2000000000.0,-0.18450301370555167,-2.89275,-65.601,-84.1466,-1.13355e-06,2.5401997906491975,5.929622,0.001916383,0.009728891,0.04914637,0.5535474,0.4068084,0.2203198,
126,0.0004541983,8.291232,13.60804,5.291232,11.22439,1000000.0,2000000000.0,-0.14635683343173866,-2.89619,-65.6095,-84.1593,-1.13169e-06,2.540034888336196,5.933289,0.001907947,0.009693879,0.04910595,0.5529526,0.4068221,0.2202009,
127,0.0004522552,8.256532,13.59922,5.256532,11.20136,1000000.0,2000000000.0,-0.140589118186071,-2.91397,-65.5907,-84.1425,-1.13326e-06,2.5400429826323907,5.921648,0.001899597,0.009656069,0.04907343,0.552476,0.4068495,0.2200737,
128,0.000450315,8.227793,13.59015,5.227793,11.1781,1000000.0,2000000000.0,-0.13730988749702533,-2.92966,-65.5742,-84.1273,-1.1347299999999999e-06,2.539815323590352,5.912017,0.001891288,0.009618258,0.0490414,0.5520164,0.4068354,0.2199547,
129,0.0004483759,8.262342,13.58104,5.262342,11.15471,1000000.0,2000000000.0,-0.11751036571028806,-2.9239,-65.5801,-84.1343,-1.13548e-06,2.5395003005302956,5.92186,0.001882998,0.009580424,0.04900964,0.5515661,0.4068016,0.2198411,
130,0.0004464551,8.296382999999999,13.57807,5.296383,11.14136,1000000.0,2000000000.0,-0.10347984825496326,-2.91775,-65.5789,-84.1391,-1.13774e-06,2.5399727731108017,5.931623,0.001874783,0.009543628,0.04899308,0.5511755,0.406807,0.2197195,
131,0.0004446278,8.327704,13.56461,5.327704,11.1098,1000000.0,2000000000.0,-0.08151759649358326,-2.91348,-65.5905,-84.1485,-1.13673e-06,2.538634235885101,5.940329,0.001866893,0.009509889,0.0489401,0.5505738,0.4067109,0.2196345,
132,0.0004427977,8.358467000000001,13.54923,5.358467,11.0698,1000000.0,2000000000.0,-0.044827801275474144,-2.91238,-65.6054,-84.1671,-1.13439e-06,2.5384082864228055,5.948338,0.001858953,0.009476759,0.04890169,0.550004,0.4067125,0.2195289,
133,0.0004409655,8.387015,13.54021,5.387015,11.04682,1000000.0,2000000000.0,-0.023227591206065767,-2.90857,-65.61,-84.1736,-1.1350899999999999e-06,2.538390109205357,5.95652,0.001851088,0.009440923,0.04887139,0.5495496,0.406741,0.2194103,
134,0.0004391616,8.414401,13.53118,5.414401,11.02394,1000000.0,2000000000.0,-0.002356835321222661,-2.90511,-65.6144,-84.1798,-1.1357699999999998e-06,2.5383663221773123,5.964374,0.001843342,0.009405627,0.04884147,0.5490998,0.4067722,0.2192936,
135,0.0004373847,8.440749,13.52216,5.440749,11.00116,1000000.0,2000000000.0,0.017909205175413945,-2.90196,-65.6186,-84.1859,-1.13643e-06,2.538376135562684,5.971937,0.001835712,0.009370849,0.04881192,0.5486528,0.4068063,0.2191775,
136,0.0004356274,8.467314,13.51927,5.467314,10.9885,1000000.0,2000000000.0,0.030450376434998816,-2.89807,-65.6159,-84.1896,-1.1386e-06,2.539057771410078,5.979633,0.001828188,0.00933708,0.04879728,0.5482767,0.4068516,0.2190595,
137,0.0004339636,8.491873,13.50547,5.491873,10.95709,1000000.0,2000000000.0,0.04807919082040257,-2.89593,-65.6266,-84.1982,-1.13738e-06,2.5378229070890357,5.986454,0.001820992,0.009306362,0.04874716,0.5476935,0.4067717,0.2189798,
138,0.0004322953,8.516494999999999,13.48945,5.516495,10.91695,1000000.0,2000000000.0,0.07792799898324176,-2.89675,-65.641,-84.2161,-1.1347499999999998e-06,2.537588592770868,5.992772,0.001813745,0.00927618,0.04871114,0.5471458,0.4067802,0.2188825,
139,0.00043062,8.539352000000001,13.48037,5.539352,10.89455,1000000.0,2000000000.0,0.09457476693448541,-2.89461,-65.6447,-84.2216,-1.13531e-06,2.537615536746025,5.999364,0.001806552,0.009243291,0.04868333,0.5467158,0.406817,0.218771,
140,0.0004289705,8.561663,13.47125,5.561663,10.87224,1000000.0,2000000000.0,0.10976390203447295,-2.8926,-65.6484,-84.2269,-1.1358399999999998e-06,2.5376036918674743,6.005802,0.001799473,0.009210896,0.04865591,0.5462945,0.4068477,0.2186639,
141,0.000427346,8.583316,13.46211,5.583316,10.85003,1000000.0,2000000000.0,0.1237882507536483,-2.89077,-65.652,-84.2321,-1.1363399999999999e-06,2.5375791866145727,6.012056,0.001792506,0.009178984,0.04862883,0.5458791,0.4068749,0.2185593,
142,0.0004257425,8.604462,13.45297,5.604462,10.82789,1000000.0,2000000000.0,0.13714959674035754,-2.88907,-65.6556,-84.2373,-1.13682e-06,2.5375712880064043,6.018171,0.001785627,0.009147474,0.04860205,0.5454671,0.406904,0.2184562,
143,0.0004241554,8.626218999999999,13.45001,5.626219,10.81593,1000000.0,2000000000.0,0.14362882836547897,-2.88642,-65.6523,-84.2399,-1.13883e-06,2.5381653279178487,6.024568,0.001778835,0.009116868,0.04858962,0.5451258,0.4069399,0.2183516,
144,0.0004226538,8.646382,13.43575,5.646382,10.78456,1000000.0,2000000000.0,0.15425898954445927,-2.88558,-65.663,-84.2482,-1.13732e-06,2.536888493408511,6.030184,0.001772342,0.009089166,0.04854239,0.5445718,0.4068569,0.2182842,
145,0.000421141,8.666809,13.41897,5.666809,10.74415,1000000.0,2000000000.0,0.17551482494073412,-2.88766,-65.6777,-84.2661,-1.13436e-06,2.5366442206701736,6.03538,0.001765765,0.00906183,0.0485086,0.5440466,0.4068696,0.2181965,
146,0.0004196202,8.685953999999999,13.40977,5.685954,10.72234,1000000.0,2000000000.0,0.1855478322078028,-2.8865,-65.6812,-84.2712,-1.13474e-06,2.5366660936243033,6.040958,0.001759242,0.009031859,0.04848327,0.5436477,0.4069023,0.2180965,
147,0.0004181198,8.704675,13.40064,5.704675,10.70066,1000000.0,2000000000.0,0.19251227806971372,-2.88796,-65.682,-84.2735,-1.13517e-06,2.5366622132560392,6.044066,0.001752806,0.009002284,0.04845821,0.5432513,0.4069342,0.217997,
148,0.000416638,8.664656,13.39127,5.664656,10.67889,1000000.0,2000000000.0,0.18343747318635906,-2.9065,-65.6649,-84.2579,-1.13606e-06,2.536658402180332,6.031219,0.001746452,0.008973065,0.04843343,0.5428603,0.4069657,0.2179003,
149,0.0004151465,8.632038,13.3879,5.632038,10.66699,1000000.0,2000000000.0,0.16739345379252768,-2.92176,-65.6433,-84.2414,-1.1384399999999998e-06,2.537060310431649,6.020942,0.001740099,0.008944176,0.04842254,0.5425501,0.4069594,0.217808,
150,0.0004137121,8.662257,13.37281,5.662257,10.63488,1000000.0,2000000000.0,0.17114894248510382,-2.91756,-65.6585,-84.2531,-1.13658e-06,2.535469690215591,6.029709,0.001733932,0.008917607,0.04837729,0.5420257,0.4068123,0.217754,
