Iteration No,fo,Io,W,Rb,Rd,Rbias,C1,C2,Temp,
65,1000000000.0,0.0007207011258359141,0.00015847806262655356,344.5778132009297,889.3936887066521,1000,3.90767815144887e-10,1.1580758260115319e-11,27,
66,1000000000.0,0.0007042507622881484,0.0001591220646470469,341.39977202977684,896.5742086524247,1000,3.9023584989253705e-10,1.1595988887353734e-11,27,
67,1000000000.0,0.0007034650531876873,0.0001601225711488594,344.2207583460591,907.2993281943942,1000,3.8968470679387156e-10,1.161017078176293e-11,27,
68,1000000000.0,0.0007011955576819307,0.0001604723055313443,346.9915059702394,916.06278118887,1000,3.864026522983513e-10,1.1625420741084811e-11,27,
69,1000000000.0,0.0006979366344616784,0.00016101274951098993,349.7413558231372,923.584725362342,1000,3.833592162079659e-10,1.16413398172196e-11,27,
70,1000000000.0,0.0006939497877600867,0.00016154232044413144,352.42742772608364,930.3703023395769,1000,3.8319884426918443e-10,1.1657738584575434e-11,27,
71,1000000000.0,0.0006894928952481978,0.00016207005228130228,354.9990319282959,936.7278327388951,1000,3.8297780240251474e-10,1.167471419491097e-11,27,
72,1000000000.0,0.000684847551781945,0.00016238209115529466,357.47130435315,942.9783053241482,1000,3.8270601582207706e-10,1.1691671717279056e-11,27,
73,1000000000.0,0.000680025996734882,0.00016334547703843712,359.83389178217055,949.1853028558954,1000,3.823849892591388e-10,1.1708642178776672e-11,27,
74,1000000000.0,0.0006749887041640702,0.00016432184740318822,362.06282285249983,955.4136986156833,1000,3.820244002142675e-10,1.1725660690183517e-11,27,
75,1000000000.0,0.00066996330076345,0.0001646636094588117,364.2075019836659,961.8141742183245,1000,3.816239113013762e-10,1.1742531961639894e-11,27,
76,1000000000.0,0.0006650177433377646,0.00016519571991277813,366.30181652257255,968.3533884864748,1000,3.8118892364647823e-10,1.1759315953990403e-11,27,
77,1000000000.0,0.0006601584586871946,0.00016572795298971712,368.3597611780999,974.9919351412453,1000,3.80724317880041e-10,1.1775963225609298e-11,27,
78,1000000000.0,0.0006553987162000605,0.00016625889010844539,370.3975273769379,981.7117420568935,1000,3.802350236775112e-10,1.179231415054804e-11,27,
79,1000000000.0,0.0006508136560146425,0.00016661881289571482,372.4292195475218,988.525148784018,1000,3.7972297384562486e-10,1.1808599336389956e-11,27,
80,1000000000.0,0.0006463088323566523,0.00016761894232012129,374.45380685651884,995.3402059139275,1000,3.7651336540919464e-10,1.182483025617779e-11,27,
81,1000000000.0,0.0006418176322806045,0.00016862222549937815,376.4953290115005,1002.1893077608546,1000,3.73555852923905e-10,1.1841053923289272e-11,27,
82,1000000000.0,0.0006374138005967115,0.0001691288228721867,378.56442184130486,1009.1441674936094,1000,3.7346128103380587e-10,1.1857211041367602e-11,27,
83,1000000000.0,0.0006330828925285595,0.00016963130460494072,380.6245063308954,1016.0287171949473,1000,3.7330548543606886e-10,1.1873317086365486e-11,27,
84,1000000000.0,0.0006288292085736598,0.00017013058607816145,382.6766433567786,1022.8706545765408,1000,3.7309736762793816e-10,1.1889397515472778e-11,27,
85,1000000000.0,0.0006247168751593266,0.00017049168824711267,384.7311704755217,1029.7261041819552,1000,3.728442832468966e-10,1.190573552922529e-11,27,
86,1000000000.0,0.0006206619420421478,0.0001714963389353902,386.7790944959626,1036.5063357149404,1000,3.725483070267128e-10,1.1922042418321828e-11,27,
87,1000000000.0,0.0006166346735875495,0.00017250613796176504,388.8169046184958,1043.1919743313542,1000,3.722149383833083e-10,1.1938419330590465e-11,27,
88,1000000000.0,0.0006127036275434271,0.0001729852737599535,390.8538515789737,1049.872923465633,1000,3.7184712798836086e-10,1.195477098560026e-11,27,
89,1000000000.0,0.0006088333829627769,0.00017346155988037258,392.8836859148398,1056.4983215279835,1000,3.714472683767306e-10,1.1971041428911665e-11,27,
90,1000000000.0,0.0006050285802081824,0.00017393539904144616,394.91017996678926,1063.0787213236194,1000,3.71019918294464e-10,1.1987310074213578e-11,27,
91,1000000000.0,0.0006012836549728871,0.0001744056044035219,396.9275128027859,1069.620199055499,1000,3.705696237869616e-10,1.2003484951273728e-11,27,
92,1000000000.0,0.0005976636267281237,0.00017542015087193823,398.949461553003,1076.1839234070037,1000,3.701001738352275e-10,1.2019385567672522e-11,27,
93,1000000000.0,0.0005940452715213048,0.00017644033599602528,400.95837156665254,1082.6320587480832,1000,3.696125668561988e-10,1.2035331285858954e-11,27,
94,1000000000.0,0.0005904928807976065,0.00017689387587970285,402.9657028275057,1089.071734672195,1000,3.6645379625775093e-10,1.2051274088035615e-11,27,
95,1000000000.0,0.0005869707875946076,0.00017734392338225342,405.00135123628775,1095.5849281813973,1000,3.6355429167049345e-10,1.20672018552886e-11,27,
96,1000000000.0,0.0005834746917552314,0.00017761017572589106,407.06044560619875,1102.1456559263272,1000,3.635027881458402e-10,1.2083164752142829e-11,27,
97,1000000000.0,0.0005806321975485627,0.000178071991784474,409.52390757959955,1108.508159107045,1000,3.633922832982431e-10,1.2099080293982167e-11,27,
98,1000000000.0,0.0005776698120766704,0.00017846063390654346,411.9209875186314,1114.6193645882024,1000,3.632306342975553e-10,1.2115077294644223e-11,27,
99,1000000000.0,0.0005746049848886962,0.00017950290349543578,413.8314770587422,1120.5493253777047,1000,3.6302474306634775e-10,1.2131212558421135e-11,27,
100,1000000000.0,0.0005708342354428602,0.00018054916608560955,415.72854952149265,1126.3731937381344,1000,3.627838156451992e-10,1.2147601826587582e-11,27,
101,1000000000.0,0.0005673555716120727,0.00018099090971196557,417.65150192730414,1132.5089239821602,1000,3.62504351179214e-10,1.2163810776624864e-11,27,
102,1000000000.0,0.0005640398510923104,0.00018143117009984,419.58494994689283,1138.763015763363,1000,3.621959808111447e-10,1.2180031218295484e-11,27,
103,1000000000.0,0.0005608270801004895,0.00018186872160506402,421.5181176729487,1145.0383591555667,1000,3.6185871598701273e-10,1.2196143369592117e-11,27,
104,1000000000.0,0.0005576931783768887,0.00018230429719330815,423.4481788807536,1151.3015281404203,1000,3.614948067383017e-10,1.2212209755791e-11,27,
105,1000000000.0,0.0005546801480318448,0.00018335868448017558,425.3833370582395,1157.6072066100471,1000,3.6111089925354625e-10,1.2228230139622312e-11,27,
106,1000000000.0,0.0005516677725945757,0.00018441858935581282,427.30493538617765,1163.790565504151,1000,3.607055522691336e-10,1.2244238930913425e-11,27,
107,1000000000.0,0.000548724533083155,0.00018484096939830102,429.2269529855456,1169.973590813581,1000,3.602814226572571e-10,1.226010950527438e-11,27,
108,1000000000.0,0.0005458228777522108,0.00018526216035390317,431.143880557578,1176.1087373282069,1000,3.5984193936851856e-10,1.2275988390435267e-11,27,
109,1000000000.0,0.0005429592180240827,0.00018568082195927557,433.05456652158193,1182.2015686419322,1000,3.5676127255192704e-10,1.2291793725487954e-11,27,
110,1000000000.0,0.0005401236135079529,0.00018609835623425495,434.99595014329907,1188.3894086857965,1000,3.539442855438576e-10,1.2307664479819827e-11,27,
111,1000000000.0,0.0005373501687731905,0.00018650798973271894,436.9670617920474,1194.6989641863088,1000,3.5395289818813815e-10,1.2323469572289298e-11,27,
112,1000000000.0,0.0005345861290633824,0.00018758286636221344,438.91892082922874,1200.88252690844,1000,3.5390523253118133e-10,1.2339313446336054e-11,27,
113,1000000000.0,0.0005318182202824682,0.0001886651569735011,440.85170029709906,1206.9315723435634,1000,3.5380985507101466e-10,1.235517769032353e-11,27,
114,1000000000.0,0.0005291088723592389,0.00018906949784908828,442.77337285869396,1212.9595920816341,1000,3.5366638517478327e-10,1.237109939597378e-11,27,
115,1000000000.0,0.000526439077174126,0.000189472877622749,444.68327580252014,1218.9408979901168,1000,3.53484423819611e-10,1.2387223062186524e-11,27,
116,1000000000.0,0.0005238118829594872,0.00018987478117499948,446.58296275674735,1224.874905438349,1000,3.532662650160441e-10,1.2403355355687794e-11,27,
117,1000000000.0,0.0005212278316388656,0.0001902758916502312,448.4715621062448,1230.7630832546067,1000,3.5301621137812365e-10,1.2419370154677836e-11,27,
118,1000000000.0,0.0005187302816122629,0.0001913682021188975,450.35716078911935,1236.6756691065614,1000,3.527405645530717e-10,1.2435349744276865e-11,27,
119,1000000000.0,0.0005162208374199174,0.0001924702597001994,452.2241163991696,1242.457127859634,1000,3.524423811958349e-10,1.245148253801178e-11,27,
120,1000000000.0,0.0005137591523198758,0.00019286277071648146,454.08388807786196,1248.2328968946824,1000,3.5211977893624617e-10,1.2467611358392696e-11,27,
121,1000000000.0,0.0005113336953617741,0.0001932538964154947,455.9307229313216,1253.9633260855107,1000,3.517747602395181e-10,1.2483696654980254e-11,27,
122,1000000000.0,0.000508947215783238,0.0001936449134659084,457.76979549071785,1259.6667692803194,1000,3.514138393355125e-10,1.2499550949732056e-11,27,
123,1000000000.0,0.000506590450876017,0.00019403601164280483,459.59858582370185,1265.32645207469,1000,3.5103987644148554e-10,1.2515329549547564e-11,27,
124,1000000000.0,0.0005043157753198417,0.0001944777993019803,461.42426460612234,1271.0265368535452,1000,3.5065519524355176e-10,1.2531071748232608e-11,27,
125,1000000000.0,0.0005020530785412395,0.0001955975052314613,463.2403536075692,1276.6514647923934,1000,3.502601821661101e-10,1.2546917288458235e-11,27,
126,1000000000.0,0.0004997766025321085,0.0001967252878470424,465.03448349709186,1282.1540453808977,1000,3.498537636014046e-10,1.2562801685745448e-11,27,
127,1000000000.0,0.000497545183297902,0.00019710804968209615,466.8273464424667,1287.677565008398,1000,3.468362165813817e-10,1.257871247408041e-11,27,
128,1000000000.0,0.000495330858459636,0.00019749011078506356,468.6507740576729,1293.3317571963498,1000,3.4408921594002125e-10,1.259453439792074e-11,27,
129,1000000000.0,0.0004931251501469145,0.00019787228706445096,470.50046055441476,1299.0756590853493,1000,3.4414232037567897e-10,1.2610619717435915e-11,27,
130,1000000000.0,0.0004909385510436389,0.00019825579653549673,472.32851167715523,1304.7275042528108,1000,3.441450161571885e-10,1.2626778124833888e-11,27,
131,1000000000.0,0.0004888212967191736,0.00019940118635734818,474.1509912394615,1310.3769743462294,1000,3.441029157502131e-10,1.2642828864293596e-11,27,
132,1000000000.0,0.00048668115561192036,0.00020055455605277092,475.9453366406428,1315.861338776197,1000,3.4401700472224724e-10,1.2658963221062568e-11,27,
133,1000000000.0,0.0004845808830848747,0.00020093076297416593,477.7274346294688,1321.3368571170656,1000,3.4389063580917933e-10,1.2675208890529543e-11,27,
134,1000000000.0,0.0004825123688219465,0.00020130744117782104,479.4968574260965,1326.765569594528,1000,3.437303254577865e-10,1.2691346543982001e-11,27,
135,1000000000.0,0.0004804742365760425,0.0002016834499267014,481.2511765951342,1332.1484786379697,1000,3.4354144564394745e-10,1.2707492052010348e-11,27,
136,1000000000.0,0.0004784693777448882,0.00020206042990852246,482.99306522882097,1337.489505938318,1000,3.433250145331913e-10,1.2723547968218017e-11,27,
137,1000000000.0,0.0004765354842649391,0.0002032278677190566,484.7288618064084,1342.867551241691,1000,3.430885780398481e-10,1.2739380303073127e-11,27,
138,1000000000.0,0.000474580576863325,0.00020440415061741458,486.44245912103906,1348.0975727312655,1000,3.428316046948978e-10,1.2755264187081035e-11,27,
139,1000000000.0,0.0004726590792043685,0.0002047754166896528,488.1450077279641,1353.3250457524607,1000,3.425503113632462e-10,1.2771174253277077e-11,27,
140,1000000000.0,0.00047076962453524915,0.0002051476301387222,489.84057941230816,1358.5249716865926,1000,3.4225771630562433e-10,1.2787110550216134e-11,27,
141,1000000000.0,0.00046891024144154336,0.0002055206911041297,491.52505952481073,1363.692121416401,1000,3.419499695757132e-10,1.280312001262498e-11,27,
142,1000000000.0,0.0004670746141497135,0.0002058940536929689,493.20075037357486,1368.8257404074743,1000,3.416328109789314e-10,1.2819083369427414e-11,27,
143,1000000000.0,0.00046526594555218703,0.0002062678543474492,494.86579610683697,1373.9289509053406,1000,3.413034769491481e-10,1.283502176308341e-11,27,
144,1000000000.0,0.0004635209656233937,0.0002074658924234754,496.52722553963315,1379.0676741698885,1000,3.4097030787173304e-10,1.285112329788522e-11,27,
145,1000000000.0,0.0004617452940575849,0.00020867334391737956,498.1660136475256,1384.0543828796897,1000,3.4062496177824277e-10,1.2867296436555581e-11,27,
146,1000000000.0,0.00046000466821408435,0.00020904241750498785,499.79742431455196,1389.0563554194143,1000,3.4027167692205183e-10,1.2883541398306728e-11,27,
147,1000000000.0,0.0004582874707876421,0.00020941263162638915,501.41651807062027,1394.027788115463,1000,3.399119530475997e-10,1.2899761776927194e-11,27,
148,1000000000.0,0.0004565922654331992,0.00020978290806120974,503.0306614117085,1398.972637017876,1000,3.3697647342108077e-10,1.2915989677242574e-11,27,
149,1000000000.0,0.0004549074399737507,0.00021015443359138618,504.6790090507097,1404.0763223598206,1000,3.343146962575284e-10,1.2932253060911201e-11,27,
150,1000000000.0,0.00045325840050384575,0.0002113833466675514,506.35959015084967,1409.3593935354222,1000,3.344289204454175e-10,1.2948373114351646e-11,27,
