Iteration No,loss,loss_gain,loss_iip3,loss_s11,loss_nf,loss_Io,
1,3.2013249666666668,0.08394879999999993,0.0,0.9431070666666667,1.7165949999999999,0.45767410000000003,
2,3.014316183333334,0.11681390000000001,0.0,0.9311733333333334,1.4905395000000001,0.47578945,
3,2.858095633333334,0.15235190000000004,0.0,0.9185013333333333,1.29482475,0.49241765,
4,2.7327424,0.1871054000000001,0.0,0.9059659999999999,1.1333034999999998,0.5063675000000001,
5,2.636925516666666,0.21665960000000004,0.0,0.8948586666666666,1.0072157499999999,0.5181915,
6,2.5594732833333333,0.2454212,0.0,0.8843713333333333,0.90317175,0.526509,
7,2.4996842,0.2742012,0.0,0.8747659999999999,0.8185425,0.5321745,
8,2.451124083333333,0.30183400000000005,0.0,0.8659593333333333,0.74784575,0.535485,
9,2.4154601833333333,0.3253601,0.0,0.8587333333333333,0.69575925,0.5356075,
10,2.3809447666666665,0.35215510000000005,0.0,0.8505726666666666,0.6444705,0.5337465,
11,2.351171,0.3769095,0.0,0.842792,0.6012305,0.5302389999999999,
12,2.32400885,0.39921860000000003,0.0,0.835364,0.56372175,0.5257044999999999,
13,2.3000615166666663,0.4190296,0.0,0.8284826666666666,0.5319802499999999,0.5205690000000001,
14,2.2778807166666666,0.4363878,0.0,0.8221166666666666,0.50422075,0.5151555,
15,2.2576713166666664,0.4514964,0.0,0.8162706666666667,0.48030624999999993,0.509598,
16,2.239288016666667,0.4645556,0.0,0.8110806666666667,0.4596387500000001,0.5040129999999999,
17,2.2236565500000003,0.4710112000000001,0.0,0.807708,0.4465680000000001,0.49836935000000004,
18,2.20756415,0.4811249,0.0,0.8033140000000001,0.43031850000000005,0.49280674999999996,
19,2.192213616666667,0.48969179999999995,0.0,0.7993766666666667,0.415821,0.48732415,
20,2.1784965666666665,0.49169440000000003,0.0,0.7973206666666667,0.4070769999999999,0.48240449999999996,
21,2.1646091166666666,0.5007959,0.0,0.7924166666666667,0.39668875000000003,0.4747078,
22,2.1539475833333332,0.5009572000000001,0.0,0.7926753333333333,0.38735450000000005,0.47296055,
23,2.139222816666667,0.5067144,0.0,0.7886446666666667,0.3774455000000001,0.46641825,
24,2.127400833333333,0.5123191,0.0,0.7852173333333333,0.3706845000000001,0.45917990000000003,
25,2.11910805,0.5043079,0.0,0.7882359999999999,0.36890175000000003,0.45766239999999997,
26,2.10557655,0.5084096,0.0,0.784568,0.361421,0.45117795,
27,2.0943812333333334,0.5077733999999999,0.0,0.7825853333333334,0.36039175,0.44363075,
28,2.084883033333333,0.5083825000000001,0.0,0.7817253333333334,0.3549932499999999,0.43978195,
29,2.07580425,0.5037507,0.0,0.782132,0.3543702500000001,0.4355513,
30,2.0725643000000002,0.5067763000000001,0.0,0.782262,0.3471845,0.4363415,
31,2.0619438,0.5047369,0.0,0.780422,0.34798700000000005,0.4287979,
32,2.0526932666666666,0.4991143,0.0,0.7810266666666665,0.34780600000000006,0.42474629999999997,
33,2.041549316666667,0.4928407,0.0,0.7820446666666666,0.3467227500000001,0.4199412,
34,2.0325499666666667,0.4887492,0.0,0.7818606666666666,0.3469555,0.41498460000000004,
35,2.0270074333333334,0.4874466,0.0,0.7808893333333333,0.347359,0.4113125,
