Iteration No,Rb,loss,loss_gain,loss_iip3,loss_s11,loss_nf,loss_Io,Rd,loss,loss_gain,loss_iip3,loss_s11,loss_nf,loss_Io,Io,loss,loss_gain,loss_iip3,loss_s11,loss_nf,loss_Io,W,loss,loss_gain,loss_iip3,loss_s11,loss_nf,loss_Io,C1,loss,loss_gain,loss_iip3,loss_s11,loss_nf,loss_Io,C2,loss,loss_gain,loss_iip3,loss_s11,loss_nf,loss_Io,
1,Rb,-9.357075213449474e-05,-0.0005721741553507484,0.0,6.420468318795629e-05,0.0006877328126868059,-0.00027333409265860683,Rd,-0.002311066300529744,-0.0020299292756152374,0.0,4.454595130624391e-05,-0.00018973665961008186,-0.00013594631661063326,Io,-444.9220038503219,-145.90590610179697,0.0,-10.387665735262436,-667.2741471183073,378.64571510506113,W,-3226.6960934315657,-673.5891389375536,0.0,-39.762170989417356,-2608.627028976729,95.28224547162449,C1,752310909.5698699,-398624125.4433912,0.0,50592208.09341388,1100342826.9198275,0.0,C2,-407722686.6806247,356619766.0608363,0.0,3144795.1156037315,141515780.18121937,-909003028.0378914,
2,Rb,-0.00023391608507435934,-0.0006433387107420113,0.0,7.902371620997492e-05,0.0005970916910569755,-0.0002666927815989992,Rd,-0.002056824251096884,-0.0018980766994631775,0.0,5.617706598567674e-05,-7.02706452155546e-05,-0.00014465397240379568,Io,-318.49042171363976,-112.23175634417717,0.0,-10.02357316885581,-567.263115783191,371.02802358261476,W,-3147.0487469714035,-606.9137959869562,0.0,-50.47678591382905,-2590.4130093945682,100.75484432396652,C1,778072969.7383914,-480718287.5039214,0.0,70164826.96091057,1188626430.2814121,0.0,C2,-631967884.4823903,314332047.1004371,0.0,0.0,70795506.1049483,-1017095437.6867278,
3,Rb,-0.0003907533978542861,-0.0007073704705494756,0.0,9.357011913280284e-05,0.00044989723801597785,-0.00022685028445364565,Rd,-0.0018311108912675367,-0.0017746292048325671,0.0,6.855248148540911e-05,2.709675788441451e-05,-0.00015213092580461954,Io,-225.9689038119383,-88.76123815464942,0.0,-9.245962307781696,-502.4128268566185,374.4511235071329,W,-2580.0143162775726,-345.6708067696608,0.0,-23.98879563447983,-2351.0954301957304,140.74071632244335,C1,827308006.6623896,-563363931.0985351,0.0,95438793.83918737,1295233143.9217706,0.0,C2,-858076982.6963466,271965705.4461552,0.0,-6295502.441736877,9443253.658411669,-1133190439.3543277,
4,Rb,-0.0004349814988723706,-0.0007331401660366999,0.0,0.00011119300670204429,0.00043727220524158495,-0.00025030654477898765,Rd,-0.0016230794686837313,-0.0016573030367270905,0.0,8.211909115713301e-05,0.00011256430739996584,-0.00016045983051365235,Io,-114.59825108343558,-60.41646927138233,0.0,-6.7172887898931,-402.5726605716515,355.10816754952396,W,-2362.16065900115,-311.55478363073655,0.0,-21.92716593935502,-2190.353752774141,161.67504334393234,C1,838118601.8722495,-649129701.8334732,0.0,123165588.453374,1364082715.252371,0.0,C2,-1114628660.519545,218202729.30361852,0.0,-18892011.194659956,-70845041.98338316,-1243094336.6419744,
5,Rb,-0.0005211530062034352,-0.0007653203891570473,0.0,0.00012831680195124885,0.0003351261286404565,-0.00021927554763828263,Rd,-0.0014336431335630726,-0.0015459461236753632,0.0,9.647838384293037e-05,0.00018325514632603764,-0.00016743054005671852,Io,-35.53557632636313,-39.50264224145725,0.0,-3.733709096548209,-345.41476279406,353.1155378056816,W,-2123.127955410666,-274.37311747645714,0.0,-14.792997302912992,-1978.7483017340971,144.78646110243182,C1,790829177.5157479,-733822044.1722109,0.0,148667111.2530028,1375984110.4349613,0.0,C2,-1368282563.8101664,155880292.07907495,0.0,-31490968.09714303,-141709356.43504593,-1350962531.3596745,
6,Rb,-0.0005202930074313625,-0.0007676787645872649,0.0,0.00014689790473849641,0.00034286939523576646,-0.00024238154281853522,Rd,-0.0012511205201471128,-0.0014365033449799812,0.0,0.00011069041372320744,0.0002498210208728497,-0.00017512860976333947,Io,53.13518070110456,-13.782259535917415,0.0,1.075338845456204,-269.97725888706907,335.81936027859257,W,-2500.3668513008643,-471.6490321683093,0.0,-55.08733125060614,-2108.449482785217,134.8189949028755,C1,777969079.3311406,-810929828.7340318,0.0,176352782.02046585,1412546126.0446799,0.0,C2,-1671667394.1877944,73687514.40935147,0.0,-56682703.391123034,-238539710.10395983,-1450132495.101801,
7,Rb,-0.0005327167030367288,-0.0007704248793540393,0.0,0.00016596235942751365,0.00030889222506599347,-0.00023714640817616993,Rd,-0.0010859570789456265,-0.001334041273675085,0.0,0.00012559509425868142,0.00030308852108190963,-0.00018059942061113252,Io,122.86624746311874,9.738258804837374,0.0,6.60220935920524,-222.32505661255107,328.85083591161754,W,-1767.3097546550086,-231.730182960495,0.0,-1.4153622412842302,-1700.2923525283265,166.12814307518545,C1,759228292.4746308,-885479336.9846178,0.0,204331606.2739084,1440376023.1853564,0.0,C2,-1980910863.8438044,-27390216.966986913,0.0,-88152422.42137776,-344738937.68457603,-1520629286.772961,
8,Rb,-0.0005396922742030558,-0.0007684525003885179,0.0,0.00018568821707092822,0.00025938921044442453,-0.00021631720132997046,Rd,-0.0009364905206887971,-0.0012367860323553204,0.0,0.00014088116338070703,0.00033707230046279923,-0.0001776579521769106,Io,185.42690401325376,34.08787662388497,0.0,13.124864951861671,-191.50563995752572,329.71980239503284,W,-2215.7478427784076,-434.84057930352526,0.0,-45.87145885717658,-1865.8737156762118,130.83791105873766,C1,736930483.5608888,-956756771.1449715,0.0,231728124.43802157,1461959130.2678525,0.0,C2,-2301860262.5296607,-151044829.2571225,0.0,-125870691.04725273,-448414336.8564274,-1576530405.369906,
9,Rb,-0.0005132049523577878,-0.0007511255513344987,0.0,0.00020725950280478511,0.000252656939772413,-0.00022199584360054,Rd,-0.000784404833116748,-0.0011398618816545326,0.0,0.00015808972344688878,0.0003903277242626405,-0.00019296039917176796,Io,254.89045390671316,64.29904644560925,0.0,21.41632743452078,-147.31373799602304,316.48881802259694,W,-1458.1408538718847,-193.51701524216568,0.0,14.953896506177644,-1426.9076018509272,147.32986671486077,C1,638553614.4637816,-1025258258.2264359,0.0,247547794.88135475,1416264077.8088188,0.0,C2,-2627105566.480011,-297141204.10853,0.0,-169794973.7755548,-556550191.8213286,-1603619196.7725031,
10,Rb,-0.0004937405626438532,-0.0007359215646069767,0.0,0.0002264713255231872,0.000231392903355269,-0.00021568322691522775,Rd,-0.0006721089575734181,-0.0010619594345053268,0.0,0.00017253362584518684,0.00040896796465374793,-0.00019165111356701466,Io,305.7582526394147,89.55446308462415,0.0,28.990068516108472,-126.62447784002282,313.8381988787003,W,-1969.5630601058144,-403.41838995822417,0.0,-34.12845299470634,-1659.9979158832834,127.98169873017663,C1,686461711.6123989,-1083349209.759181,0.0,281007583.46143496,1488803337.9101295,0.0,C2,-2871607542.3812013,-428738779.9126706,0.0,-207302267.2103151,-628973924.3777502,-1606592570.8820345,
11,Rb,-0.0004882136292990964,-0.0007249460414281413,0.0,0.00024518714113352697,0.00020267864252710091,-0.00021113337153168732,Rd,-0.0005884373928302037,-0.0010013432626409754,0.0,0.00018677808985322463,0.00041805722282274994,-0.00019192944286520284,Io,344.9724683293019,110.44381762291806,0.0,36.24364435367108,-112.51665618698271,310.8016625396633,W,-1712.740848914373,-383.65709649898315,0.0,-27.53049385438768,-1426.4237128290904,124.8704542679791,C1,655987914.0475116,-1146834492.9133406,0.0,306745775.1296867,1496076631.8311574,0.0,C2,-3053765807.9328055,-532617158.0170403,0.0,-250938590.34988114,-670476546.0891788,-1599733513.476705,
