Iteration No,Rd,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,Ibias,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,W1,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,W2,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,Alo,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,
60,Rd,-0.002032926464167407,-0.0019013209189680607,0.0,0.0,0.0,-0.00013160554519932763,Ibias,279.0126251371308,-74.10804614772938,0.0,0.0,0.0,353.1206712848563,W1,-140.32033383820536,-193.28310762545973,0.0,0.0,0.0,52.962773787165496,W2,-25.90969175399992,-1062.9995485368327,0.0,0.0,0.0,1037.0898567828765,Alo,-0.3882253492560951,-0.3882253492561444,0.0,0.0,0.0,0.0,
61,Rd,-0.0017227192068222505,-0.0015832419143903733,0.0,0.0,0.0,-0.00013947729243193795,Ibias,295.8105559640797,-55.7842289269324,0.0,0.0,0.0,351.5947848910114,W1,-126.22124834703753,-175.29641709539786,0.0,0.0,0.0,49.075168748343316,W2,25.74237252008698,-1027.1005065642635,0.0,0.0,0.0,1052.842879084068,Alo,-0.2927586392959602,-0.2927586392959724,0.0,0.0,0.0,0.0,
62,Rd,-0.0013166135044119156,-0.001169746349355485,0.0,0.0,0.0,-0.00014686715505645126,Ibias,319.7505379169042,-30.494671625802965,0.0,0.0,0.0,350.2452095427081,W1,-102.49719899378263,-148.4636654791693,0.0,0.0,0.0,45.9664664854274,W2,122.75974987251239,-938.7745140486488,0.0,0.0,0.0,1061.5342639210858,Alo,-0.14813210924409226,-0.14813210924404635,0.0,0.0,0.0,0.0,
63,Rd,-0.0009247412907375479,-0.0007731931359166095,0.0,0.0,0.0,-0.00015154815482096412,Ibias,343.91843854523745,-5.371307232938033,0.0,0.0,0.0,349.28974577817894,W1,-76.26280985183185,-120.3838060367517,0.0,0.0,0.0,44.120996184926604,W2,231.26806509694245,-832.4006682545731,0.0,0.0,0.0,1063.6687333516766,Alo,-0.002462115050006743,-0.002462115050038028,0.0,0.0,0.0,0.0,
64,Rd,0.0019451022910810484,-0.000520746270977468,0.0,0.0026192422566195675,0.0,-0.00015339369456109471,Ibias,359.6982536787506,10.875823586108497,0.0,0.0,0.0,348.8224300926405,W1,-55.47079350961522,-99.23994873610765,0.0,0.0,0.0,43.76915522641145,W2,306.2230073045311,-752.5183540628926,0.0,0.0,0.0,1058.7413613671677,Alo,0.08832741961600749,0.08832741961599545,0.0,0.0,0.0,0.0,
65,Rd,-0.0013164751771954093,-0.0011674440159290312,0.0,0.0,0.0,-0.00014903116126632778,Ibias,320.7668820830813,-29.688669859554825,0.0,0.0,0.0,350.45555194263574,W1,-98.91364872044909,-145.2630045077435,0.0,0.0,0.0,46.34935578732133,W2,135.98838813148325,-913.7714598087764,0.0,0.0,0.0,1049.7598479403234,Alo,-0.14252129850794484,-0.14252129850792555,0.0,0.0,0.0,0.0,
66,Rd,-0.0009224405641269959,-0.0007686831685227953,0.0,0.0,0.0,-0.00015375739560414607,Ibias,344.76798163965816,-4.75811271821055,0.0,0.0,0.0,349.52609435787303,W1,-71.59649634747036,-116.35588412179504,0.0,0.0,0.0,44.759387774317965,W2,242.4485680824017,-809.446499452525,0.0,0.0,0.0,1051.8950675351061,Alo,0.003621537549290951,0.003621537549286146,0.0,0.0,0.0,0.0,
67,Rd,0.003099979421388694,-0.0005190517999951088,0.0,0.003774668009237395,0.0,-0.0001556367878535556,Ibias,404.2392065777078,11.093114062565892,0.0,44.076611496342416,0.0,349.0694810188005,W1,-52.0497567982079,-96.46041131311888,0.0,0.0,0.0,44.41065451494783,W2,315.2465149119939,-731.0808567887041,0.0,0.0,0.0,1046.327371700719,Alo,0.09279353690103578,0.0927935369010574,0.0,0.0,0.0,0.0,
68,Rd,-0.0016661166780947436,-0.0015210484648769656,0.0,0.0,0.0,-0.00014506821321783327,Ibias,301.64680083318376,-50.295877959922755,0.0,0.0,0.0,351.9426787931049,W1,-111.21634499725462,-161.31957481379249,0.0,0.0,0.0,50.1032298164777,W2,78.2664505237198,-944.9595883162877,0.0,0.0,0.0,1023.2260388397985,Alo,-0.253180657897737,-0.25318065789776356,0.0,0.0,0.0,0.0,
69,Rd,-0.0012377377845408087,-0.0010859481750153826,0.0,0.0,0.0,-0.00015178960952545275,Ibias,326.5005964438148,-24.18774326613166,0.0,0.0,0.0,350.68833970994916,W1,-86.3929195360659,-133.688089838575,0.0,0.0,0.0,47.295170302509085,W2,177.2577607272234,-854.5519273395886,0.0,0.0,0.0,1031.8096880669366,Alo,-0.10036284440368683,-0.1003628444036629,0.0,0.0,0.0,0.0,
70,Rd,-0.0008661543897194138,-0.0007099931858041479,0.0,0.0,0.0,-0.0001561612039153208,Ibias,348.8354079663508,-1.0018532078489821,0.0,0.0,0.0,349.8372611741959,W1,-60.93547236254892,-106.66286298700008,0.0,0.0,0.0,45.72739062439468,W2,273.1873479656892,-758.7155154909146,0.0,0.0,0.0,1031.9028634564077,Alo,0.03602570679801356,0.036025706797977786,0.0,0.0,0.0,0.0,
71,Rd,0.007284574777776556,-0.0004891918715251088,0.0,0.007931208489264794,0.0,-0.00015744183996308812,Ibias,739.7221511048871,12.813276610193606,0.0,377.45616467088286,0.0,349.4527098238101,W1,-41.5206141687719,-87.14636816625419,0.0,0.0,0.0,45.62575399754528,W2,335.5444485857639,-689.6430010381334,0.0,0.0,0.0,1025.1874496238975,Alo,1.3260303193964351,0.11400419637956917,0.0,1.2120261230169063,0.0,0.0,
72,Rd,-0.0024656175767655214,-0.0023534095753509846,0.0,0.0,0.0,-0.00011220800141457863,Ibias,257.2060217518614,-101.21542420832884,0.0,0.0,0.0,358.4214459601841,W1,-108.61240832178734,-178.2378678942972,0.0,0.0,0.0,69.62545957245692,W2,-11.138335905462663,-904.1100221475249,0.0,0.0,0.0,892.9716862418169,Alo,-0.4670645322699699,-0.46706453226997985,0.0,0.0,0.0,0.0,
73,Rd,-0.002273361006912753,-0.002153269925844953,0.0,0.0,0.0,-0.00012009108106785986,Ibias,265.4571547829444,-91.3961788127893,0.0,0.0,0.0,356.8533335957352,W1,-105.83929691115695,-171.87972140899612,0.0,0.0,0.0,66.04042449785237,W2,9.845696697020024,-902.5780935418741,0.0,0.0,0.0,912.4237902387113,Alo,-0.4328197162480946,-0.4328197162481044,0.0,0.0,0.0,0.0,
74,Rd,-0.002041601695202709,-0.001913176125489357,0.0,0.0,0.0,-0.0001284255697133776,Ibias,276.6544605030437,-78.58267454616116,0.0,0.0,0.0,355.2371350492039,W1,-100.04538730422975,-162.29727243755534,0.0,0.0,0.0,62.25188513333872,W2,36.00441207160881,-893.3924677364678,0.0,0.0,0.0,929.3968798080361,Alo,-0.37744459572076317,-0.3774445957208116,0.0,0.0,0.0,0.0,
75,Rd,-0.0017217140897347618,-0.0015848158234330106,0.0,0.0,0.0,-0.00013689826630174497,Ibias,294.3076764331838,-59.3359554546521,0.0,0.0,0.0,353.6436318878388,W1,-84.333504514393,-142.8343408770051,0.0,0.0,0.0,58.50083636260227,W2,83.10811450968397,-860.8732583367938,0.0,0.0,0.0,943.9813728464778,Alo,-0.27558186098392906,-0.27558186098388354,0.0,0.0,0.0,0.0,
76,Rd,-0.0013025203335258688,-0.0011585097831222119,0.0,0.0,0.0,-0.0001440105504036392,Ibias,319.61357641737754,-32.6800807976961,0.0,0.0,0.0,352.2936572150767,W1,-60.19252513842495,-115.9298185391972,0.0,0.0,0.0,55.73729340075268,W2,168.06933341752747,-786.1477953768554,0.0,0.0,0.0,954.2171287943629,Alo,-0.12344661049657067,-0.12344661049659682,0.0,0.0,0.0,0.0,
77,Rd,-0.000903146665202113,-0.0007542936415089225,0.0,0.0,0.0,-0.0001488530236932033,Ibias,344.62335498074816,-6.708054177688432,0.0,0.0,0.0,351.3314091584326,W1,-33.62198908534116,-87.58004180952452,0.0,0.0,0.0,53.95805272418986,W2,260.01568243243435,-696.8805738378124,0.0,0.0,0.0,956.8962562702666,Alo,0.02740078998969015,0.02740078998965463,0.0,0.0,0.0,0.0,
78,Rd,0.010306006348275018,-0.0005050953149866363,0.0,0.010961947486267696,0.0,-0.0001508458230060353,Ibias,1010.0206209906097,9.570205706444881,0.0,649.6042740758754,0.0,350.84614120828996,W1,-14.510661653532345,-67.66569554126082,0.0,0.0,0.0,53.155033887694344,W2,2530.9804520266157,-627.8870155485282,0.0,2206.6107379276955,0.0,952.256729647322,Alo,4.05301239505197,0.11909208579924828,0.0,3.933920309252727,0.0,0.0,
79,Rd,-0.002764558889148348,-0.002677781990967357,0.0,0.0,0.0,-8.677689818094644e-05,Ibias,234.21402112261367,-129.3781240157168,0.0,0.0,0.0,363.59214513832933,W1,-61.37369367338072,-145.0831526942868,0.0,0.0,0.0,83.70945902091907,W2,-25.730806069227917,-795.792409829717,0.0,0.0,0.0,770.0616037604492,Alo,-0.5478058043588132,-0.5478058043588563,0.0,0.0,0.0,0.0,
80,Rd,-0.002602343004102586,-0.00250858536476154,0.0,0.0,0.0,-9.37576393410172e-05,Ibias,240.49113119837796,-121.58824670584305,0.0,0.0,0.0,362.0793779042154,W1,-64.15524358462476,-145.0416835003509,0.0,0.0,0.0,80.88643991564851,W2,-14.541309160881008,-803.9878124617188,0.0,0.0,0.0,789.4465033006392,Alo,-0.5334804799741752,-0.5334804799741647,0.0,0.0,0.0,0.0,
81,Rd,-0.0024388865840351123,-0.002338184255984148,0.0,0.0,0.0,-0.00010070232805096438,Ibias,247.26960051000896,-113.23810839324933,0.0,0.0,0.0,360.5077089032659,W1,-64.69155265332245,-142.5385756473236,0.0,0.0,0.0,77.84702299400115,W2,-1.1354013747869156,-810.3714684946663,0.0,0.0,0.0,809.2360671200373,Alo,-0.5149278630253559,-0.5149278630253663,0.0,0.0,0.0,0.0,
82,Rd,-0.0022709915708118466,-0.002162673037686871,0.0,0.0,0.0,-0.00010831853312491696,Ibias,254.69071641135005,-104.18767944534126,0.0,0.0,0.0,358.87839585669076,W1,-64.51876352918306,-139.11607183696063,0.0,0.0,0.0,74.59730830779044,W2,16.13963016716096,-811.8696622607916,0.0,0.0,0.0,828.0092924280116,Alo,-0.49067479339964626,-0.4906747933995895,0.0,0.0,0.0,0.0,
83,Rd,-0.002081683671470047,-0.0019651417543767205,0.0,0.0,0.0,-0.00011654191709327667,Ibias,264.106030432317,-93.07804904121193,0.0,0.0,0.0,357.184079473532,W1,-61.779779843344066,-132.92012949152283,0.0,0.0,0.0,71.14034964821082,W2,34.63167827973755,-810.4688495364124,0.0,0.0,0.0,845.1005278160914,Alo,-0.4530292106586716,-0.4530292106586818,0.0,0.0,0.0,0.0,
84,Rd,-0.0018374224599840786,-0.001712678248707129,0.0,0.0,0.0,-0.00012474421127694373,Ibias,277.8971392716292,-77.61095036518202,0.0,0.0,0.0,355.5080896368102,W1,-52.77111358159905,-120.48297898615017,0.0,0.0,0.0,67.71186540459907,W2,62.0561205100621,-799.1944566341303,0.0,0.0,0.0,861.250577144406,Alo,-0.3841208006767228,-0.38412080067666743,0.0,0.0,0.0,0.0,
85,Rd,-0.0014911593384644018,-0.0013586048941942102,0.0,0.0,0.0,-0.00013255444427021757,Ibias,299.79613977932354,-54.1040903109089,0.0,0.0,0.0,353.90023009022974,W1,-36.39793791360544,-100.94690427392237,0.0,0.0,0.0,64.54896636031694,W2,115.37672284620649,-758.3742888610293,0.0,0.0,0.0,873.7510117070716,Alo,-0.2621871559655705,-0.262187155965578,0.0,0.0,0.0,0.0,
86,Rd,-0.0010613222201017838,-0.0009225954730092276,0.0,0.0,0.0,-0.0001387267470925853,Ibias,328.9475141255215,-23.654909591036557,0.0,0.0,0.0,352.6024237165555,W1,-9.879856575237156,-71.99522352769402,0.0,0.0,0.0,62.115366952456874,W2,199.47022375873098,-681.9980420639911,0.0,0.0,0.0,881.4682658226405,Alo,-0.09373866250268377,-0.09373866250274678,0.0,0.0,0.0,0.0,
87,Rd,0.005802750131590891,-0.0005715648227566877,0.0,0.0065167510010853795,0.0,-0.00014243604673773032,Ibias,658.5779334266537,1.4291686702416189,0.0,305.34554653157204,0.0,351.8032182248406,W1,14.052925160880255,-46.820798311046595,0.0,0.0,0.0,60.87372347200149,W2,282.90964158874414,-599.0550821366926,0.0,0.0,0.0,881.9647237254798,Alo,0.045457913949301224,0.04545791394932217,0.0,0.0,0.0,0.0,
88,Rd,-0.002190617490825057,-0.0020806950012374212,0.0,0.0,0.0,-0.00010992248958766145,Ibias,257.8869283246813,-101.22652321614865,0.0,0.0,0.0,359.1134515408279,W1,-54.0678722196652,-130.19657388795713,0.0,0.0,0.0,76.12870166831732,W2,41.2246997589878,-758.085499958577,0.0,0.0,0.0,799.3101997175457,Alo,-0.4466170032691462,-0.4466170032691166,0.0,0.0,0.0,0.0,
89,Rd,-0.001968903713629927,-0.0018509408284665054,0.0,0.0,0.0,-0.00011796288516348287,Ibias,269.8406770412279,-87.58292869204398,0.0,0.0,0.0,357.42360573326823,W1,-46.69077765944352,-119.41179936139886,0.0,0.0,0.0,72.72102170190473,W2,65.6953651248742,-749.6718543276422,0.0,0.0,0.0,815.3672194523651,Alo,-0.38996030950534133,-0.38996030950539007,0.0,0.0,0.0,0.0,
90,Rd,-0.0016621985795963125,-0.001536290944403413,0.0,0.0,0.0,-0.00012590763519289958,Ibias,288.5374571146215,-67.24422401301395,0.0,0.0,0.0,355.78168112763166,W1,-33.99009824483188,-103.33797445451485,0.0,0.0,0.0,69.34787620966404,W2,103.61904540899484,-725.5961173391072,0.0,0.0,0.0,829.2151627480267,Alo,-0.28848988950391996,-0.28848988950389826,0.0,0.0,0.0,0.0,
91,Rd,-0.001245596847678758,-0.0011128687412480867,0.0,0.0,0.0,-0.00013272810643072652,Ibias,316.19325148713017,-38.153592965320534,0.0,0.0,0.0,354.346844452448,W1,-9.819515513075723,-76.74161294240346,0.0,0.0,0.0,66.92209742928681,W2,175.14328174623847,-664.495466210828,0.0,0.0,0.0,839.6387479569635,Alo,-0.12733768585922203,-0.12733768585927344,0.0,0.0,0.0,0.0,
92,Rd,-0.0008428601796424147,-0.0007055029588185342,0.0,0.0,0.0,-0.00013735722082386398,Ibias,344.16783237826,-9.169330423072365,0.0,0.0,0.0,353.3371628013361,W1,17.75703446402495,-47.46675967029028,0.0,0.0,0.0,65.22379413435452,W2,260.0457084177262,-583.5300630917393,0.0,0.0,0.0,843.5757715095818,Alo,0.034563398776452224,0.03456339877643198,0.0,0.0,0.0,0.0,
93,Rd,0.010083810272780097,-0.00046086718895932795,0.0,0.010684131901052569,0.0,-0.000139454439313127,Ibias,1065.595393872661,8.398732295569689,0.0,704.3589535816055,0.0,352.83770799548887,W1,-173.02773870132077,-28.853963002379526,0.0,-208.65058598852735,0.0,64.4768102896583,W2,3149.4779997337514,-526.629841354447,0.0,2835.5154830476063,0.0,840.5923580406477,Alo,4.346469858786962,0.12900697385223006,0.0,4.217462884934731,0.0,0.0,
94,Rd,-0.0026578278661554414,-0.002578660453361371,0.0,0.0,0.0,-7.916741279404124e-05,Ibias,224.79087848931087,-141.05113245252224,0.0,0.0,0.0,365.8420109418368,W1,-15.898562442928288,-105.69474941394787,0.0,0.0,0.0,89.7961869710196,W2,-4.969001109725943,-687.6335907712999,0.0,0.0,0.0,682.6645896614984,Alo,-0.5646103238273021,-0.5646103238272911,0.0,0.0,0.0,0.0,
95,Rd,-0.0025010207236659853,-0.002415662610351594,0.0,0.0,0.0,-8.535811331437732e-05,Ibias,231.7600600922704,-132.51667926930537,0.0,0.0,0.0,364.2767393615722,W1,-16.60105061605305,-103.94161190478054,0.0,0.0,0.0,87.34056128869011,W2,9.556957130616073,-691.3218449496906,0.0,0.0,0.0,700.8788020803818,Alo,-0.5486440782174437,-0.5486440782174652,0.0,0.0,0.0,0.0,
96,Rd,-0.0023460206388742416,-0.0022539768678327948,0.0,0.0,0.0,-9.204377104143354e-05,Ibias,238.88058777596626,-123.75206166970503,0.0,0.0,0.0,362.63264944567356,W1,-18.965540579360436,-103.64032138228164,0.0,0.0,0.0,84.6747808029212,W2,24.90654403101727,-693.9481316411945,0.0,0.0,0.0,718.8546756722119,Alo,-0.5316009620783656,-0.531600962078355,0.0,0.0,0.0,0.0,
97,Rd,-0.002186874450033307,-0.0020877224074543977,0.0,0.0,0.0,-9.915204257882797e-05,Ibias,246.82156035356846,-114.11825181000744,0.0,0.0,0.0,360.9398121635826,W1,-17.746701418550572,-99.99115059244623,0.0,0.0,0.0,82.2444491739515,W2,40.924927670683246,-695.6713243428968,0.0,0.0,0.0,736.5962520138031,Alo,-0.5075258315834782,-0.507525831583473,0.0,0.0,0.0,0.0,
98,Rd,-0.0020095727812125446,-0.001902711494092429,0.0,0.0,0.0,-0.00010686128712007985,Ibias,256.38968776677876,-102.80367003568666,0.0,0.0,0.0,359.1933578024714,W1,-16.61981712625505,-95.78180359704747,0.0,0.0,0.0,79.1619864708605,W2,55.1707442206679,-697.6042648972633,0.0,0.0,0.0,752.7750091182086,Alo,-0.4724984595527073,-0.4724984595526815,0.0,0.0,0.0,0.0,
99,Rd,-0.001782380009180964,-0.0016678297712301286,0.0,0.0,0.0,-0.00011455023795078095,Ibias,270.52835535544807,-86.91574382851135,0.0,0.0,0.0,357.44409918396394,W1,-8.970073898270549,-85.29224847191927,0.0,0.0,0.0,76.32217457363946,W2,78.58692617791972,-689.4855274208774,0.0,0.0,0.0,768.0724535989534,Alo,-0.4073790452019964,-0.40737904520195306,0.0,0.0,0.0,0.0,
100,Rd,-0.0014559670875228933,-0.001333733673385946,0.0,0.0,0.0,-0.000122233414136947,Ibias,293.242806869418,-62.51287998198288,0.0,0.0,0.0,355.75568685140206,W1,6.601694190911954,-66.68734020847589,0.0,0.0,0.0,73.28903439942175,W2,122.02545384323702,-658.5539371530049,0.0,0.0,0.0,780.5793909964569,Alo,-0.2882597515259488,-0.28825975152593747,0.0,0.0,0.0,0.0,
101,Rd,-0.0010308845919927926,-0.0009022349974789319,0.0,0.0,0.0,-0.0001286495945138886,Ibias,324.87419439335685,-29.47537846825681,0.0,0.0,0.0,354.3495728616164,W1,32.210723849656304,-38.750890931035634,0.0,0.0,0.0,70.96161478075194,W2,197.8596248059486,-590.6484431613761,0.0,0.0,0.0,788.5080679674612,Alo,-0.11189673836915393,-0.11189673836911014,0.0,0.0,0.0,0.0,
102,Rd,0.010914899048974247,-0.0005403619220820325,0.0,0.011587538039800253,0.0,-0.00013227706874395777,Ibias,1192.3109469522108,-0.9508274739256958,0.0,839.7883423647721,0.0,353.4734320613666,W1,-368.2357319126938,-12.256114883293597,0.0,-425.5499157446922,0.0,69.57029871534468,W2,2259.121833235725,-516.5310510406345,0.0,1986.1073071303717,0.0,789.545577146181,Alo,4.904353535449265,0.04012933533971683,0.0,4.864224200109602,0.0,0.0,
103,Rd,-0.0025590648261673496,-0.0024894189452755685,0.0,0.0,0.0,-6.96458808917673e-05,Ibias,211.6904950030145,-156.3035002814452,0.0,0.0,0.0,367.99399528445707,W1,22.156971489141014,-71.9629887791736,0.0,0.0,0.0,94.11996026829026,W2,-7.7435063572562965,-623.9790148035097,0.0,0.0,0.0,616.2355084461434,Alo,-0.6115342168076994,-0.6115342168077571,0.0,0.0,0.0,0.0,
104,Rd,-0.002409058907569053,-0.0023336401962920006,0.0,0.0,0.0,-7.541871127705199e-05,Ibias,219.32641524019007,-147.04893441006251,0.0,0.0,0.0,366.37534965025515,W1,21.00250982820008,-70.99203098363634,0.0,0.0,0.0,91.99454081184858,W2,10.004602380500415,-623.0552188820712,0.0,0.0,0.0,633.0598212627176,Alo,-0.5964685117283103,-0.5964685117283445,0.0,0.0,0.0,0.0,
105,Rd,-0.002262844027588104,-0.002181611367324748,0.0,0.0,0.0,-8.123266026334364e-05,Ibias,226.8877837008266,-137.8338258038591,0.0,0.0,0.0,364.72160950468077,W1,18.69567715551352,-71.40057971869365,0.0,0.0,0.0,90.09625687417075,W2,21.75105266620735,-628.6056621191165,0.0,0.0,0.0,650.3567147852149,Alo,-0.5818836743157403,-0.5818836743157964,0.0,0.0,0.0,0.0,
106,Rd,-0.0021164489216673296,-0.00202850989294779,0.0,0.0,0.0,-8.793902871944348e-05,Ibias,234.9881770701114,-127.97980594822951,0.0,0.0,0.0,362.9679830183463,W1,18.0494742985158,-69.49837515645778,0.0,0.0,0.0,87.54784945497964,W2,36.76782299244691,-629.3631355336726,0.0,0.0,0.0,666.1309585263905,Alo,-0.56192872762095,-0.5619287276208781,0.0,0.0,0.0,0.0,
107,Rd,-0.0019615765733857773,-0.0018667749020579863,0.0,0.0,0.0,-9.480167132777367e-05,Ibias,244.08649297342194,-117.11574378754027,0.0,0.0,0.0,361.20223676097027,W1,19.481955864518973,-65.74700203673258,0.0,0.0,0.0,85.22895790131206,W2,53.09505960561242,-629.9208934638202,0.0,0.0,0.0,683.0159530695586,Alo,-0.534686550368803,-0.5346865503688084,0.0,0.0,0.0,0.0,
108,Rd,-0.0017800996585304943,-0.001677866235928742,0.0,0.0,0.0,-0.00010223342260177724,Ibias,256.1072533495603,-103.22075732993005,0.0,0.0,0.0,359.32801067949066,W1,23.706389859382796,-58.564793959871565,0.0,0.0,0.0,82.27118381929363,W2,71.56236578066861,-625.5619464937779,0.0,0.0,0.0,697.1243122743213,Alo,-0.48943358489269484,-0.48943358489265987,0.0,0.0,0.0,0.0,
109,Rd,-0.0015317046369907464,-0.0014221887936621696,0.0,0.0,0.0,-0.00010951584332853706,Ibias,274.64860753627124,-82.86552559597204,0.0,0.0,0.0,357.51413313224566,W1,33.0994466012455,-46.67028023295246,0.0,0.0,0.0,79.76972683424322,W2,99.73903730965277,-610.7065993723885,0.0,0.0,0.0,710.4456366819077,Alo,-0.4050703573615533,-0.40507035736157054,0.0,0.0,0.0,0.0,
110,Rd,-0.001166162168687146,-0.0010497551244695728,0.0,0.0,0.0,-0.00011640704421756171,Ibias,304.61906891624665,-51.221158815617976,0.0,0.0,0.0,355.840227731867,W1,53.0821288852342,-24.213695698091477,0.0,0.0,0.0,77.29582458327445,W2,152.3267502900897,-568.1681002616041,0.0,0.0,0.0,720.4948505517713,Alo,-0.2523515902555098,-0.25235159025549797,0.0,0.0,0.0,0.0,
111,Rd,0.002221097406719634,-0.0006328529816370285,0.0,0.0029753333980559265,0.0,-0.00012138300969926872,Ibias,350.56424953182807,-14.6044571359337,0.0,10.57705692106909,0.0,354.5916497466933,W1,80.50149145755084,4.984760047113463,0.0,0.0,0.0,75.51673141045018,W2,229.1780965195359,-496.39328301562125,0.0,0.0,0.0,725.5713795352134,Alo,-0.06636939649879538,-0.06636939649876764,0.0,0.0,0.0,0.0,
112,Rd,-0.0013688896488804122,-0.001250827366625297,0.0,0.0,0.0,-0.0001180622822551031,Ibias,292.77951173238574,-63.72798830877247,0.0,0.0,0.0,356.5075000411548,W1,36.017375874840845,-41.24424624171632,0.0,0.0,0.0,77.26162211653156,W2,136.4363198577151,-588.847890060827,0.0,0.0,0.0,725.2842099184278,Alo,-0.31146774589085585,-0.31146774589085063,0.0,0.0,0.0,0.0,
113,Rd,-0.0009450861347125258,-0.0008209622673248377,0.0,0.0,0.0,-0.00012412386738774842,Ibias,326.9494950192071,-28.111039000478225,0.0,0.0,0.0,355.06053401968256,W1,62.18027134050566,-13.056616684390256,0.0,0.0,0.0,75.23688802486357,W2,206.5145080381622,-526.1327358413567,0.0,0.0,0.0,732.6472438794447,Alo,-0.128140875574181,-0.1281408755742308,0.0,0.0,0.0,0.0,
114,Rd,0.010578905104818365,-0.00047062796709752006,0.0,0.01117711530511145,0.0,-0.00012758223319559462,Ibias,1233.4927654273504,1.4568664062986327,0.0,877.8085596894231,0.0,354.2273393316314,W1,-252.14505967139033,11.385320855809884,0.0,-337.66084344317187,0.0,74.13046291591414,W2,2192.579070833419,-459.54621724484747,0.0,1918.1269748598181,0.0,733.9983132183012,Alo,4.931722225193167,0.024780557856943147,0.0,4.906941667336176,0.0,0.0,
115,Rd,-0.0024558517347153933,-0.0023897381992154907,0.0,0.0,0.0,-6.611353549991586e-05,Ibias,205.75641915433602,-163.4972501603362,0.0,0.0,0.0,369.2536693146722,W1,44.27995091918771,-52.10122280491074,0.0,0.0,0.0,96.38117372412233,W2,6.1021692922987425,-564.3651240591676,0.0,0.0,0.0,570.4672933514311,Alo,-0.636007216988409,-0.636007216988409,0.0,0.0,0.0,0.0,
116,Rd,-0.002312260960199792,-0.002240760391637757,0.0,0.0,0.0,-7.150056856202263e-05,Ibias,213.88400505296048,-153.745141836946,0.0,0.0,0.0,367.62914688990645,W1,43.44241011828862,-51.1031871550169,0.0,0.0,0.0,94.54559727326973,W2,20.72542705853881,-565.5602651584722,0.0,0.0,0.0,586.2856922171164,Alo,-0.6218488273821474,-0.6218488273821356,0.0,0.0,0.0,0.0,
117,Rd,-0.0021715456214241916,-0.0020941601923328656,0.0,0.0,0.0,-7.738542909138701e-05,Ibias,221.85454212252176,-144.06365872419582,0.0,0.0,0.0,365.9182008467138,W1,41.01335399144767,-51.48835949682709,0.0,0.0,0.0,92.50171348828667,W2,32.52464303147191,-569.410896623963,0.0,0.0,0.0,601.9355396554699,Alo,-0.6057372808877479,-0.6057372808877826,0.0,0.0,0.0,0.0,
118,Rd,-0.002030551662243978,-0.001946860182057722,0.0,0.0,0.0,-8.369148018622699e-05,Ibias,230.27286747929696,-133.8719720421946,0.0,0.0,0.0,364.14483952148726,W1,40.60962333717542,-49.637625555997026,0.0,0.0,0.0,90.24724889317244,W2,48.485387383075846,-568.9179778959686,0.0,0.0,0.0,617.4033652791314,Alo,-0.5863437876719851,-0.586343787671968,0.0,0.0,0.0,0.0,
119,Rd,-0.001882832577312487,-0.0017924655049386788,0.0,0.0,0.0,-9.0367072373836e-05,Ibias,239.73959499764297,-122.55678996052188,0.0,0.0,0.0,362.2963849581589,W1,40.99929111317286,-47.002430307269506,0.0,0.0,0.0,88.00172142044237,W2,64.29194337446881,-568.4173967284756,0.0,0.0,0.0,632.7093401028059,Alo,-0.5612836591254281,-0.5612836591254169,0.0,0.0,0.0,0.0,
120,Rd,-0.001708578593454444,-0.0016111817747293238,0.0,0.0,0.0,-9.739681872513628e-05,Ibias,252.22930546853937,-108.17661446165623,0.0,0.0,0.0,360.4059199301939,W1,45.63020851530577,-39.92233389476836,0.0,0.0,0.0,85.55254241002069,W2,83.3340607404294,-563.2773717746312,0.0,0.0,0.0,646.6114325148968,Alo,-0.5166169633062293,-0.5166169633062901,0.0,0.0,0.0,0.0,
121,Rd,-0.0014694499118652177,-0.0013647871408928442,0.0,0.0,0.0,-0.00010466277097235965,Ibias,271.45322276019397,-87.07308199698107,0.0,0.0,0.0,358.5263047571729,W1,54.945570041774154,-28.176700913351276,0.0,0.0,0.0,83.1222709551284,W2,108.43087187994948,-550.7204563446185,0.0,0.0,0.0,659.1513282247224,Alo,-0.4337968187706354,-0.4337968187706354,0.0,0.0,0.0,0.0,
122,Rd,-0.0011137258062611385,-0.001002367976122775,0.0,0.0,0.0,-0.00011135783013833977,Ibias,302.90759540961125,-53.88209359364676,0.0,0.0,0.0,356.7896890032539,W1,74.75089128263909,-5.967659560530141,0.0,0.0,0.0,80.71855084312514,W2,157.20220654234353,-511.3387841651609,0.0,0.0,0.0,668.5409907074863,Alo,-0.279916977741486,-0.2799169777414975,0.0,0.0,0.0,0.0,
123,Rd,0.008040285302832526,0.0,0.0,0.008156497090085374,0.0,-0.00011621178725281558,Ibias,981.7738983007313,0.0,0.0,626.2553890327625,0.0,355.5185092679723,W1,79.212694402651,0.0,0.0,0.0,0.0,79.212694402651,W2,673.7455981561219,0.0,0.0,0.0,0.0,673.7455981561219,Alo,1.267418278333841,0.0,0.0,1.2674182783338583,0.0,0.0,
