Iteration No,Rd,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,loss_region,Ibias,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,loss_region,W1,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,loss_region,W2,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,loss_region,Alo,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,loss_region,Rbias2,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,loss_region,Rbias3,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,loss_region,
37,Rd,-1.9353579807916694e-05,0.0,0.0,0.0,0.0,-1.9353579807916694e-05,0.0,0.0,Ibias,40.0887896591726,0.0,0.0,0.0,0.0,40.0887896591726,0.0,0.0,W1,-8.472894909249883,0.0,0.0,0.0,0.0,-8.472894909249883,0.0,0.0,W2,93.80207327592173,0.0,0.0,0.0,0.0,93.80207327592173,0.0,0.0,Alo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,-1.8291053897136576e-06,0.0,0.0,0.0,0.0,-1.8291053897136576e-06,0.0,0.0,Rbias3,1.9923118621207424e-06,0.0,0.0,0.0,0.0,1.9923118621207424e-06,0.0,0.0,
38,Rd,-1.922041580360835e-05,0.0,0.0,0.0,0.0,-1.922041580360835e-05,0.0,0.0,Ibias,39.96260293486148,0.0,0.0,0.0,0.0,39.96260293486148,0.0,0.0,W1,-8.487279510460318,0.0,0.0,0.0,0.0,-8.487279510460318,0.0,0.0,W2,93.24421658543227,0.0,0.0,0.0,0.0,93.24421658543227,0.0,0.0,Alo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,-1.823392578631384e-06,0.0,0.0,0.0,0.0,-1.823392578631384e-06,0.0,0.0,Rbias3,1.9974904212395623e-06,0.0,0.0,0.0,0.0,1.9974904212395623e-06,0.0,0.0,
39,Rd,-1.9099287980180058e-05,0.0,0.0,0.0,0.0,-1.9099287980180058e-05,0.0,0.0,Ibias,39.81231690108238,0.0,0.0,0.0,0.0,39.81231690108238,0.0,0.0,W1,-8.531018574688883,0.0,0.0,0.0,0.0,-8.531018574688883,0.0,0.0,W2,92.79096503122545,0.0,0.0,0.0,0.0,92.79096503122545,0.0,0.0,Alo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,-1.8179160048736393e-06,0.0,0.0,0.0,0.0,-1.8179160048736393e-06,0.0,0.0,Rbias3,2.004416234658367e-06,0.0,0.0,0.0,0.0,2.004416234658367e-06,0.0,0.0,
40,Rd,-1.8982927052177807e-05,0.0,0.0,0.0,0.0,-1.8982927052177807e-05,0.0,0.0,Ibias,39.65808096057727,0.0,0.0,0.0,0.0,39.65808096057727,0.0,0.0,W1,-8.589433847378091,0.0,0.0,0.0,0.0,-8.589433847378091,0.0,0.0,W2,92.31175929081263,0.0,0.0,0.0,0.0,92.31175929081263,0.0,0.0,Alo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,-1.8125176184991143e-06,0.0,0.0,0.0,0.0,-1.8125176184991143e-06,0.0,0.0,Rbias3,2.011382697629208e-06,0.0,0.0,0.0,0.0,2.011382697629208e-06,0.0,0.0,
41,Rd,-1.8866847612089795e-05,0.0,0.0,0.0,0.0,-1.8866847612089795e-05,0.0,0.0,Ibias,39.50332223488863,0.0,0.0,0.0,0.0,39.50332223488863,0.0,0.0,W1,-8.618480990415692,0.0,0.0,0.0,0.0,-8.618480990415692,0.0,0.0,W2,91.88266954428563,0.0,0.0,0.0,0.0,91.88266954428563,0.0,0.0,Alo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,-1.8073153609376128e-06,0.0,0.0,0.0,0.0,-1.8073153609376128e-06,0.0,0.0,Rbias3,2.0186045323679214e-06,0.0,0.0,0.0,0.0,2.0186045323679214e-06,0.0,0.0,
42,Rd,-1.8753163033474638e-05,0.0,0.0,0.0,0.0,-1.8753163033474638e-05,0.0,0.0,Ibias,39.347221043331594,0.0,0.0,0.0,0.0,39.347221043331594,0.0,0.0,W1,-8.662207040064127,0.0,0.0,0.0,0.0,-8.662207040064127,0.0,0.0,W2,91.42825520294883,0.0,0.0,0.0,0.0,91.42825520294883,0.0,0.0,Alo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,-1.8023587506725691e-06,0.0,0.0,0.0,0.0,-1.8023587506725691e-06,0.0,0.0,Rbias3,2.026017615545e-06,0.0,0.0,0.0,0.0,2.026017615545e-06,0.0,0.0,
43,Rd,4.3885198159971136e-05,0.0,0.0,0.0,6.252941500985134e-05,-1.8644216849881445e-05,0.0,0.0,Ibias,39.18983343634878,0.0,0.0,0.0,0.0,39.18983343634878,0.0,0.0,W1,-8.69124757455606,0.0,0.0,0.0,0.0,-8.69124757455606,0.0,0.0,W2,90.99859951298173,0.0,0.0,0.0,0.0,90.99859951298173,0.0,0.0,Alo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,4.770485116587309e-07,0.0,0.0,0.0,2.2746627952479535e-06,-1.7976142835892012e-06,0.0,0.0,Rbias3,2.0335821478430773e-06,0.0,0.0,0.0,0.0,2.0335821478430773e-06,0.0,0.0,
44,Rd,9.509674431727672e-05,0.0,0.0,0.0,0.00011365848737648832,-1.8561743059212228e-05,0.0,0.0,Ibias,39.16694077803964,0.0,0.0,0.0,0.0,39.16694077803964,0.0,0.0,W1,-8.602837991896333,0.0,0.0,0.0,0.0,-8.602837991896333,0.0,0.0,W2,90.59339006892549,0.0,0.0,0.0,0.0,90.59339006892549,0.0,0.0,Alo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,1.3068773760103838e-06,0.0,0.0,0.0,3.104268264715444e-06,-1.7973908887050496e-06,0.0,0.0,Rbias3,2.0382437703719885e-06,0.0,0.0,0.0,0.0,2.0382437703719885e-06,0.0,0.0,
45,Rd,3.1685769245903817e-06,-0.0001045520209531344,0.0,0.0,0.00012620699054689363,-1.8486392669169904e-05,0.0,0.0,Ibias,11.358721348281223,-27.848131141449144,0.0,0.0,0.0,39.206852489730366,0.0,0.0,W1,-684.860207910032,-676.4044802995525,0.0,0.0,0.0,-8.455727610479613,0.0,0.0,W2,-1064.7948615289642,-1154.9579175809959,0.0,0.0,0.0,90.16305605203145,0.0,0.0,Alo,-0.15578071755849007,-0.15578071755849007,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,5.582651463707321e-06,4.0613985978190585e-06,0.0,0.0,3.3202151408526596e-06,-1.798962274964379e-06,0.0,0.0,Rbias3,-9.632345782060998e-09,-2.0515076323265256e-06,0.0,0.0,0.0,2.0418752865444645e-06,0.0,0.0,
46,Rd,-1.8598077143640736e-05,0.0,0.0,0.0,0.0,-1.8598077143640736e-05,0.0,0.0,Ibias,39.64412934680672,0.0,0.0,0.0,0.0,39.64412934680672,0.0,0.0,W1,-7.8315808061452685,0.0,0.0,0.0,0.0,-7.8315808061452685,0.0,0.0,W2,292.0904470557081,0.0,0.0,0.0,0.0,292.0904470557081,0.0,0.0,Alo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,-1.8166052876945314e-06,0.0,0.0,0.0,0.0,-1.8166052876945314e-06,0.0,0.0,Rbias3,2.0271769246726293e-06,0.0,0.0,0.0,0.0,2.0271769246726293e-06,0.0,0.0,
47,Rd,-1.852959391380739e-05,0.0,0.0,0.0,0.0,-1.852959391380739e-05,0.0,0.0,Ibias,39.522309069312,0.0,0.0,0.0,0.0,39.522309069312,0.0,0.0,W1,-7.845957604678244,0.0,0.0,0.0,0.0,-7.845957604678244,0.0,0.0,W2,90.3815106916847,0.0,0.0,0.0,0.0,90.3815106916847,0.0,0.0,Alo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,-1.809455046003893e-06,0.0,0.0,0.0,0.0,-1.809455046003893e-06,0.0,0.0,Rbias3,2.032327050726255e-06,0.0,0.0,0.0,0.0,2.032327050726255e-06,0.0,0.0,
48,Rd,-1.8410877866222964e-05,0.0,0.0,0.0,0.0,-1.8410877866222964e-05,0.0,0.0,Ibias,39.38839566812526,0.0,0.0,0.0,0.0,39.38839566812526,0.0,0.0,W1,-7.845694100779575,0.0,0.0,0.0,0.0,-7.845694100779575,0.0,0.0,W2,89.89539563887843,0.0,0.0,0.0,0.0,89.89539563887843,0.0,0.0,Alo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,-1.8039469932853587e-06,0.0,0.0,0.0,0.0,-1.8039469932853587e-06,0.0,0.0,Rbias3,2.0377885462716455e-06,0.0,0.0,0.0,0.0,2.0377885462716455e-06,0.0,0.0,
49,Rd,-1.8296858625798065e-05,0.0,0.0,0.0,0.0,-1.8296858625798065e-05,0.0,0.0,Ibias,39.25357871926813,0.0,0.0,0.0,0.0,39.25357871926813,0.0,0.0,W1,-7.830794431851976,0.0,0.0,0.0,0.0,-7.830794431851976,0.0,0.0,W2,89.43331651972339,0.0,0.0,0.0,0.0,89.43331651972339,0.0,0.0,Alo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,8.486578117077645e-07,2.647223201592515e-06,0.0,0.0,0.0,-1.7985653898847686e-06,0.0,0.0,Rbias3,2.0433392564246084e-06,0.0,0.0,0.0,0.0,2.0433392564246084e-06,0.0,0.0,
50,Rd,-1.8217838110091553e-05,0.0,0.0,0.0,0.0,-1.8217838110091553e-05,0.0,0.0,Ibias,39.22410882492786,0.0,0.0,0.0,0.0,39.22410882492786,0.0,0.0,W1,-7.7427127870681,0.0,0.0,0.0,0.0,-7.7427127870681,0.0,0.0,W2,89.10342056823787,0.0,0.0,0.0,0.0,89.10342056823787,0.0,0.0,Alo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,1.9118762824044735e-06,3.5898664089734804e-06,0.0,0.0,1.207711963591513e-07,-1.7987613229281693e-06,0.0,0.0,Rbias3,2.0472610854793894e-06,0.0,0.0,0.0,0.0,2.0472610854793894e-06,0.0,0.0,
51,Rd,-1.8147948549982156e-05,0.0,0.0,0.0,0.0,-1.8147948549982156e-05,0.0,0.0,Ibias,39.246594243876615,0.0,0.0,0.0,0.0,39.246594243876615,0.0,0.0,W1,-7.596095876716595,0.0,0.0,0.0,0.0,-7.596095876716595,0.0,0.0,W2,88.7732996953051,0.0,0.0,0.0,0.0,88.7732996953051,0.0,0.0,Alo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,2.338752265789949e-06,3.767696782110487e-06,0.0,0.0,3.7200948205216795e-07,-1.800953998372706e-06,0.0,0.0,Rbias3,2.049718430189289e-06,0.0,0.0,0.0,0.0,2.049718430189289e-06,0.0,0.0,
52,Rd,-1.8080399993576997e-05,0.0,0.0,0.0,0.0,-1.8080399993576997e-05,0.0,0.0,Ibias,39.28742715584929,0.0,0.0,0.0,0.0,39.28742715584929,0.0,0.0,W1,-7.420222171307292,0.0,0.0,0.0,0.0,-7.420222171307292,0.0,0.0,W2,88.49305028691329,0.0,0.0,0.0,0.0,88.49305028691329,0.0,0.0,Alo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,2.29942430203223e-06,3.683585512495223e-06,0.0,0.0,4.1971826963493936e-07,-1.8038794800979476e-06,0.0,0.0,Rbias3,2.0516947382661767e-06,0.0,0.0,0.0,0.0,2.0516947382661767e-06,0.0,0.0,
53,Rd,-1.801543639787841e-05,0.0,0.0,0.0,0.0,-1.801543639787841e-05,0.0,0.0,Ibias,39.33042267930771,0.0,0.0,0.0,0.0,39.33042267930771,0.0,0.0,W1,-7.258998897835227,0.0,0.0,0.0,0.0,-7.258998897835227,0.0,0.0,W2,88.21264466622956,0.0,0.0,0.0,0.0,88.21264466622956,0.0,0.0,Alo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,2.1867759018445208e-06,3.554477050368801e-06,0.0,0.0,4.391577223916617e-07,-1.8068588709159606e-06,0.0,0.0,Rbias3,2.0535696013358544e-06,0.0,0.0,0.0,0.0,2.0535696013358544e-06,0.0,0.0,
54,Rd,-1.795060017260524e-05,0.0,0.0,0.0,0.0,-1.795060017260524e-05,0.0,0.0,Ibias,39.36786523290982,0.0,0.0,0.0,0.0,39.36786523290982,0.0,0.0,W1,-7.097790978127269,0.0,0.0,0.0,0.0,-7.097790978127269,0.0,0.0,W2,87.93155431802771,0.0,0.0,0.0,0.0,87.93155431802771,0.0,0.0,Alo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,2.2160768838123935e-06,3.512737922046282e-06,0.0,0.0,5.129496204733399e-07,-1.8096106587072176e-06,0.0,0.0,Rbias3,2.0555591698774692e-06,0.0,0.0,0.0,0.0,2.0555591698774692e-06,0.0,0.0,
55,Rd,-1.7883433837140764e-05,0.0,0.0,0.0,0.0,-1.7883433837140764e-05,0.0,0.0,Ibias,39.40424867193827,0.0,0.0,0.0,0.0,39.40424867193827,0.0,0.0,W1,-6.936598292012046,0.0,0.0,0.0,0.0,-6.936598292012046,0.0,0.0,W2,87.62561749510566,0.0,0.0,0.0,0.0,87.62561749510566,0.0,0.0,Alo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,2.302859268333547e-06,3.5005563695543856e-06,0.0,0.0,6.147196739219789e-07,-1.8124167751428142e-06,0.0,0.0,Rbias3,2.0576301795275413e-06,0.0,0.0,0.0,0.0,2.0576301795275413e-06,0.0,0.0,
56,Rd,-1.781871202697083e-05,0.0,0.0,0.0,0.0,-1.781871202697083e-05,0.0,0.0,Ibias,39.44155472112685,0.0,0.0,0.0,0.0,39.44155472112685,0.0,0.0,W1,-6.775421485182305,0.0,0.0,0.0,0.0,-6.775421485182305,0.0,0.0,W2,87.36959664062522,0.0,0.0,0.0,0.0,87.36959664062522,0.0,0.0,Alo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,2.2720961747751636e-06,3.4283033029188298e-06,0.0,0.0,6.590851586055875e-07,-1.8152922867492724e-06,0.0,0.0,Rbias3,2.0597005393796456e-06,0.0,0.0,0.0,0.0,2.0597005393796456e-06,0.0,0.0,
57,Rd,-1.7754050450755054e-05,0.0,0.0,0.0,0.0,-1.7754050450755054e-05,0.0,0.0,Ibias,39.47955827120315,0.0,0.0,0.0,0.0,39.47955827120315,0.0,0.0,W1,-6.614258572614314,0.0,0.0,0.0,0.0,-6.614258572614314,0.0,0.0,W2,87.06327430973703,0.0,0.0,0.0,0.0,87.06327430973703,0.0,0.0,Alo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,2.3562395684090474e-06,3.4009224676832818e-06,0.0,0.0,7.735181288272387e-07,-1.8182010281014544e-06,0.0,0.0,Rbias3,2.061732851655969e-06,0.0,0.0,0.0,0.0,2.061732851655969e-06,0.0,0.0,
58,Rd,-1.7689645061961484e-05,0.0,0.0,0.0,0.0,-1.7689645061961484e-05,0.0,0.0,Ibias,39.5244248557018,0.0,0.0,0.0,0.0,39.5244248557018,0.0,0.0,W1,-6.438475434687134,0.0,0.0,0.0,0.0,-6.438475434687134,0.0,0.0,W2,86.80693424138246,0.0,0.0,0.0,0.0,86.80693424138246,0.0,0.0,Alo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,2.2034138608862512e-06,3.2769501063056067e-06,0.0,0.0,7.476447647626056e-07,-1.8211810101819575e-06,0.0,0.0,Rbias3,2.0635276091404744e-06,0.0,0.0,0.0,0.0,2.0635276091404744e-06,0.0,0.0,
59,Rd,-1.762516468706788e-05,0.0,0.0,0.0,0.0,-1.762516468706788e-05,0.0,0.0,Ibias,39.55627323452714,0.0,0.0,0.0,0.0,39.55627323452714,0.0,0.0,W1,-6.277340823402682,0.0,0.0,0.0,0.0,-6.277340823402682,0.0,0.0,W2,86.52485349874152,0.0,0.0,0.0,0.0,86.52485349874152,0.0,0.0,Alo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,2.4498325317006167e-06,3.3389367963258887e-06,0.0,0.0,9.347906664275398e-07,-1.8238949310528122e-06,0.0,0.0,Rbias3,2.065770110025118e-06,0.0,0.0,0.0,0.0,2.065770110025118e-06,0.0,0.0,
60,Rd,-1.7563282173738e-05,0.0,0.0,0.0,0.0,-1.7563282173738e-05,0.0,0.0,Ibias,39.59958753034909,0.0,0.0,0.0,0.0,39.59958753034909,0.0,0.0,W1,-6.116216093804675,0.0,0.0,0.0,0.0,-6.116216093804675,0.0,0.0,W2,86.24335201099429,0.0,0.0,0.0,0.0,86.24335201099429,0.0,0.0,Alo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,2.3613005388355165e-06,3.2350175124375128e-06,0.0,0.0,9.532551593972838e-07,-1.8269721329992687e-06,0.0,0.0,Rbias3,2.0676062315467307e-06,0.0,0.0,0.0,0.0,2.0676062315467307e-06,0.0,0.0,
61,Rd,-1.7499122599796966e-05,0.0,0.0,0.0,0.0,-1.7499122599796966e-05,0.0,0.0,Ibias,39.63861201421801,0.0,0.0,0.0,0.0,39.63861201421801,0.0,0.0,W1,-5.955106739981893,0.0,0.0,0.0,0.0,-5.955106739981893,0.0,0.0,W2,85.96130653671538,0.0,0.0,0.0,0.0,85.96130653671538,0.0,0.0,Alo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,2.416453701052146e-06,3.2062329078006168e-06,0.0,0.0,1.0401427180493458e-06,-1.8299219247977938e-06,0.0,0.0,Rbias3,2.0695809676225973e-06,0.0,0.0,0.0,0.0,2.0695809676225973e-06,0.0,0.0,
62,Rd,-1.7439627753389886e-05,0.0,0.0,0.0,0.0,-1.7439627753389886e-05,0.0,0.0,Ibias,39.68113018680986,0.0,0.0,0.0,0.0,39.68113018680986,0.0,0.0,W1,-5.779379078134967,0.0,0.0,0.0,0.0,-5.779379078134967,0.0,0.0,W2,85.67864648898316,0.0,0.0,0.0,0.0,85.67864648898316,0.0,0.0,Alo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,2.284043789379973e-06,3.070094107112207e-06,0.0,0.0,1.0470460124462578e-06,-1.8330963301784994e-06,0.0,0.0,Rbias3,2.0715897356823832e-06,0.0,0.0,0.0,0.0,2.0715897356823832e-06,0.0,0.0,
63,Rd,-1.737590745572424e-05,0.0,0.0,0.0,0.0,-1.737590745572424e-05,0.0,0.0,Ibias,39.715665033796085,0.0,0.0,0.0,0.0,39.715665033796085,0.0,0.0,W1,-5.6329267961144,0.0,0.0,0.0,0.0,-5.6329267961144,0.0,0.0,W2,85.39619764051717,0.0,0.0,0.0,0.0,85.39619764051717,0.0,0.0,Alo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,2.4527803405723307e-06,3.1168988530262607e-06,0.0,0.0,1.17183164235566e-06,-1.8359501548095904e-06,0.0,0.0,Rbias3,2.0737368823591355e-06,0.0,0.0,0.0,0.0,2.0737368823591355e-06,0.0,0.0,
64,Rd,-1.7314629714886258e-05,0.0,0.0,0.0,0.0,-1.7314629714886258e-05,0.0,0.0,Ibias,39.76363032816282,0.0,0.0,0.0,0.0,39.76363032816282,0.0,0.0,W1,-5.4425885475724485,0.0,0.0,0.0,0.0,-5.4425885475724485,0.0,0.0,W2,85.13852179560685,0.0,0.0,0.0,0.0,85.13852179560685,0.0,0.0,Alo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,2.3367268423458374e-06,3.0261685379901083e-06,0.0,0.0,1.1497601792881033e-06,-1.839201874932378e-06,0.0,0.0,Rbias3,2.075415360333215e-06,0.0,0.0,0.0,0.0,2.075415360333215e-06,0.0,0.0,
65,Rd,-1.6865121816500408e-05,0.0,0.0,0.0,3.880436499547879e-07,-1.725316546645644e-05,0.0,0.0,Ibias,39.800340112361226,0.0,0.0,0.0,0.0,39.800340112361226,0.0,0.0,W1,-5.281529179248105,0.0,0.0,0.0,0.0,-5.281529179248105,0.0,0.0,W2,84.85569026344297,0.0,0.0,0.0,0.0,84.85569026344297,0.0,0.0,Alo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,2.4580862659361784e-06,3.042163541481834e-06,0.0,0.0,1.2580068186502407e-06,-1.8420840941958967e-06,0.0,0.0,Rbias3,2.077493439469492e-06,0.0,0.0,0.0,0.0,2.077493439469492e-06,0.0,0.0,
66,Rd,-1.7192090969901863e-05,0.0,0.0,0.0,0.0,-1.7192090969901863e-05,0.0,0.0,Ibias,39.847038572786296,0.0,0.0,0.0,0.0,39.847038572786296,0.0,0.0,W1,-5.105850769683135,0.0,0.0,0.0,0.0,-5.105850769683135,0.0,0.0,W2,84.59778707637642,0.0,0.0,0.0,0.0,84.59778707637642,0.0,0.0,Alo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,2.3129670674373775e-06,2.9126565982391496e-06,0.0,0.0,1.2455191979780825e-06,-1.845208728779828e-06,0.0,0.0,Rbias3,2.0792102318926943e-06,0.0,0.0,0.0,0.0,2.0792102318926943e-06,0.0,0.0,
67,Rd,-1.1088756882923269e-05,0.0,0.0,0.0,6.0443924795216415e-06,-1.7133149362445325e-05,0.0,0.0,Ibias,39.88633171306818,0.0,0.0,0.0,0.0,39.88633171306818,0.0,0.0,W1,-4.944813589901084,0.0,0.0,0.0,0.0,-4.944813589901084,0.0,0.0,W2,84.31418919418108,0.0,0.0,0.0,0.0,84.31418919418108,0.0,0.0,Alo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,2.367854442737838e-06,2.897202542831158e-06,0.0,0.0,1.3188704394169386e-06,-1.8482185395102628e-06,0.0,0.0,Rbias3,2.0811064301398927e-06,0.0,0.0,0.0,0.0,2.0811064301398927e-06,0.0,0.0,
68,Rd,-1.2335948116753076e-05,0.0,0.0,0.0,4.735971273400103e-06,-1.70719193901538e-05,0.0,0.0,Ibias,39.932271295766,0.0,0.0,0.0,0.0,39.932271295766,0.0,0.0,W1,-4.7691566150668185,0.0,0.0,0.0,0.0,-4.7691566150668185,0.0,0.0,W2,84.05552718741198,0.0,0.0,0.0,0.0,84.05552718741198,0.0,0.0,Alo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,2.671299782986045e-06,3.2121480538285374e-06,0.0,0.0,1.3104906393093142e-06,-1.851338910151807e-06,0.0,0.0,Rbias3,2.0829035661682335e-06,0.0,0.0,0.0,0.0,2.0829035661682335e-06,0.0,0.0,
69,Rd,-1.7016521530638392e-05,0.0,0.0,0.0,0.0,-1.7016521530638392e-05,0.0,0.0,Ibias,39.98744589306612,0.0,0.0,0.0,0.0,39.98744589306612,0.0,0.0,W1,-4.578882642325739,0.0,0.0,0.0,0.0,-4.578882642325739,0.0,0.0,W2,83.7971277896044,0.0,0.0,0.0,0.0,83.7971277896044,0.0,0.0,Alo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,2.6662140345074687e-06,3.3259310008815356e-06,0.0,0.0,1.1953407183628773e-06,-1.855057684736925e-06,0.0,0.0,Rbias3,2.0845717237576696e-06,0.0,0.0,0.0,0.0,2.0845717237576696e-06,0.0,0.0,
70,Rd,-1.6957832808961557e-05,0.0,0.0,0.0,0.0,-1.6957832808961557e-05,0.0,0.0,Ibias,40.042049060173376,0.0,0.0,0.0,0.0,40.042049060173376,0.0,0.0,W1,-4.388619154950852,0.0,0.0,0.0,0.0,-4.388619154950852,0.0,0.0,W2,83.56328381719821,0.0,0.0,0.0,0.0,83.56328381719821,0.0,0.0,Alo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,2.2845970135081103e-06,3.0539204270413888e-06,0.0,0.0,1.0894462614998971e-06,-1.8587696750331756e-06,0.0,0.0,Rbias3,2.0862204779049625e-06,0.0,0.0,0.0,0.0,2.0862204779049625e-06,0.0,0.0,
71,Rd,-1.689951136223434e-05,0.0,0.0,0.0,0.0,-1.689951136223434e-05,0.0,0.0,Ibias,40.07904544565935,0.0,0.0,0.0,0.0,40.07904544565935,0.0,0.0,W1,-4.227623408429744,0.0,0.0,0.0,0.0,-4.227623408429744,0.0,0.0,W2,83.27896190514471,0.0,0.0,0.0,0.0,83.27896190514471,0.0,0.0,Alo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,2.3479921584303346e-06,3.069957733200888e-06,0.0,0.0,1.1398270745755613e-06,-1.8617926493461146e-06,0.0,0.0,Rbias3,2.0883176043354732e-06,0.0,0.0,0.0,0.0,2.0883176043354732e-06,0.0,0.0,
72,Rd,-1.643841926023266e-05,0.0,0.0,0.0,4.027755338821231e-07,-1.684119479411416e-05,0.0,0.0,Ibias,40.11830239599345,0.0,0.0,0.0,0.0,40.11830239599345,0.0,0.0,W1,-4.052008607028099,0.0,0.0,0.0,0.0,-4.052008607028099,0.0,0.0,W2,83.02001363397666,0.0,0.0,0.0,0.0,83.02001363397666,0.0,0.0,Alo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,2.504850435440993e-06,3.102585390672635e-06,0.0,0.0,1.2670827830907893e-06,-1.8648177383224115e-06,0.0,0.0,Rbias3,2.0902226076444916e-06,0.0,0.0,0.0,0.0,2.0902226076444916e-06,0.0,0.0,
73,Rd,-1.6675879079259597e-05,0.0,0.0,0.0,1.0728312823419787e-07,-1.6783162207492557e-05,0.0,0.0,Ibias,40.16443781747031,0.0,0.0,0.0,0.0,40.16443781747031,0.0,0.0,W1,-3.876402996175793,0.0,0.0,0.0,0.0,-3.876402996175793,0.0,0.0,W2,82.7604817830615,0.0,0.0,0.0,0.0,82.7604817830615,0.0,0.0,Alo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,2.410407165621466e-06,3.0238320186697134e-06,0.0,0.0,1.2547477360013427e-06,-1.8681725890495863e-06,0.0,0.0,Rbias3,2.0920195689004162e-06,0.0,0.0,0.0,0.0,2.0920195689004162e-06,0.0,0.0,
74,Rd,-1.2979472681142678e-05,0.0,0.0,0.0,3.745488548715747e-06,-1.67249612298576e-05,0.0,0.0,Ibias,40.20380261511219,0.0,0.0,0.0,0.0,40.20380261511219,0.0,0.0,W1,-3.7008067217197955,0.0,0.0,0.0,0.0,-3.7008067217197955,0.0,0.0,W2,82.52631922301397,0.0,0.0,0.0,0.0,82.52631922301397,0.0,0.0,Alo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,2.478181598980112e-06,3.0241354120047033e-06,0.0,0.0,1.3252831193384192e-06,-1.8712369323629866e-06,0.0,0.0,Rbias3,2.094042311786259e-06,0.0,0.0,0.0,0.0,2.094042311786259e-06,0.0,0.0,
75,Rd,-1.2913586886227618e-05,0.0,0.0,0.0,3.755764923100885e-06,-1.6669351809328915e-05,0.0,0.0,Ibias,40.2494025964272,0.0,0.0,0.0,0.0,40.2494025964272,0.0,0.0,W1,-3.539845867130279,0.0,0.0,0.0,0.0,-3.539845867130279,0.0,0.0,W2,82.26647452451004,0.0,0.0,0.0,0.0,82.26647452451004,0.0,0.0,Alo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,2.605518715559773e-06,3.186620893988402e-06,0.0,0.0,1.293499739932741e-06,-1.87460191836139e-06,0.0,0.0,Rbias3,2.0959223671676452e-06,0.0,0.0,0.0,0.0,2.0959223671676452e-06,0.0,0.0,
