Iteration No,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,loss_region,
1,1.4434876648033033,0.9621077490924934,0.0,0.0,0.2560261157108099,0.2253538,0.0,0.0,
2,1.466009999414177,0.9856320544396054,0.0,0.0,0.26273194497457175,0.21764599999999998,0.0,0.0,
3,1.3338488658754701,0.8905003563228819,0.0,0.0,0.22609770955258834,0.21725080000000002,0.0,0.0,
4,1.1378335758474818,0.750719987629464,0.0,0.0,0.16643298821801789,0.2206806,0.0,0.0,
5,1.024274643944517,0.7009176157009146,0.0,0.0,0.10098442824360229,0.2223726,0.0,0.0,
6,0.9313847599327311,0.6487828828353609,0.0,0.0,0.0671242770973701,0.21547760000000002,0.0,0.0,
7,0.8654340916251804,0.5987906460723946,0.0,0.0,0.05986524555278573,0.20677820000000002,0.0,0.0,
8,0.8276059695886804,0.5692182033209894,0.0,0.0,0.05817896626769101,0.2002088,0.0,0.0,
9,0.7929806845204364,0.5468216440828286,0.0,0.0,0.050457880437607724,0.19570116,0.0,0.0,
10,0.7566059349591623,0.5248937268276213,0.0,0.0,0.038937628131541044,0.19277458,0.0,0.0,
11,0.7218689873638586,0.503407552667498,0.0,0.0,0.028807154696360488,0.18965428,0.0,0.0,
12,0.6888712875996474,0.4815767172902672,0.0,0.0,0.02105899030938024,0.18623558,0.0,0.0,
13,0.6576378560620356,0.46159040816248287,0.0,0.0,0.01281350789955269,0.18323394,0.0,0.0,
14,0.6299483631572723,0.442901861511159,0.0,0.0,0.00678890164611327,0.1802576,0.0,0.0,
15,0.605812092357229,0.4267650246792298,0.0,0.0,0.001467167677999252,0.1775799,0.0,0.0,
16,0.5833492150287217,0.4086013950287217,0.0,0.0,0.0,0.17474782,0.0,0.0,
17,0.5676170536756324,0.39240014546506596,0.0,0.0,0.004659408210566459,0.1705575,0.0,0.0,
18,0.5516791592296884,0.3815590592296883,0.0,0.0,0.0,0.1701201,0.0,0.0,
19,0.5321499230928777,0.36526041406028753,0.0,0.0,0.0019337890325901459,0.16495572,0.0,0.0,
20,0.5167554578723605,0.3518613378723605,0.0,0.0,0.0,0.16489412,0.0,0.0,
21,0.49847842768411743,0.3381312476841174,0.0,0.0,0.0,0.16034718,0.0,0.0,
22,0.482954280536221,0.324430240536221,0.0,0.0,0.0,0.15852404,0.0,0.0,
23,0.4681995153383318,0.3115204578741647,0.0,0.0,0.0008661974641671103,0.15581286,0.0,0.0,
24,0.4537310971168263,0.2987856771168263,0.0,0.0,0.0,0.15494542,0.0,0.0,
25,0.43932417741946206,0.2867318428871284,0.0,0.0,0.0014632345323337384,0.1511291,0.0,0.0,
26,0.42941878677824064,0.27760538677824065,0.0,0.0,0.0,0.1518134,0.0,0.0,
27,0.4156390406608347,0.2673257195821667,0.0,0.0,0.0010779810786679888,0.14723534,0.0,0.0,
28,0.4073307102921682,0.2592445102921682,0.0,0.0,0.0,0.1480862,0.0,0.0,
29,0.39327053708424387,0.24874074829171253,0.0,0.0,0.0006175887925313835,0.1439122,0.0,0.0,
30,0.3852439477268541,0.2408672077268541,0.0,0.0,0.0,0.14437674,0.0,0.0,
31,0.3738027731724119,0.23186162206149183,0.0,0.0,0.001153311110920067,0.14078784,0.0,0.0,
32,0.3682856749660174,0.22661425496601736,0.0,0.0,0.0,0.14167142,0.0,0.0,
33,0.3582044809800814,0.21893981374059,0.0,0.0,0.0019289472394914261,0.13733572,0.0,0.0,
34,0.3546362614299838,0.21564662142998378,0.0,0.0,0.0,0.13898964,0.0,0.0,
35,0.34130158676461075,0.20594735470576472,0.0,0.0,0.001290212058846052,0.13406402,0.0,0.0,
36,0.33848716709386006,0.2023558470938601,0.0,0.0,0.0,0.13613132,0.0,0.0,
37,0.32628488980294107,0.19377893839073532,0.0,0.0,0.0009642514122057596,0.13154169999999998,0.0,0.0,
38,0.32321048817585285,0.18989476817585285,0.0,0.0,0.0,0.13331572,0.0,0.0,
39,0.31433495055414606,0.18357803995950306,0.0,0.0,0.001857570594642984,0.12889934,0.0,0.0,
40,0.3133166141350295,0.18213907413502947,0.0,0.0,0.0,0.13117754,0.0,0.0,
41,0.30185320928951964,0.17402948040031085,0.0,0.0,0.001811488889208827,0.12601224,0.0,0.0,
42,0.3033375516615635,0.17445951166156348,0.0,0.0,0.0,0.12887804,0.0,0.0,
43,0.29154453824621884,0.16632713850994207,0.0,0.0,0.0016022397362768003,0.12361516,0.0,0.0,
44,0.2921479834761099,0.16540196347610986,0.0,0.0,0.0,0.12674602000000001,0.0,0.0,
45,0.28150765944784245,0.15877403066685622,0.0,0.0,0.0010715087809862447,0.12166212,0.0,0.0,
46,0.28121114241650036,0.15646554241650037,0.0,0.0,0.0,0.12474560000000001,0.0,0.0,
47,0.27113369586546504,0.15012113485744671,0.0,0.0,0.000998001008018316,0.12001456,0.0,0.0,
48,0.27283651706011525,0.14976807706011522,0.0,0.0,0.0,0.12306844,0.0,0.0,
49,0.26370272447907833,0.1436389089700448,0.0,0.0,0.0017522155090335426,0.11831159999999999,0.0,0.0,
50,0.2672220292852745,0.14559250928527448,0.0,0.0,0.0,0.12162951999999999,0.0,0.0,
51,0.2615543744340272,0.14128621915561462,0.0,0.0,0.004711955278412579,0.1155562,0.0,0.0,
52,0.26271293563687703,0.14229359563687705,0.0,0.0,0.0,0.12041934,0.0,0.0,
53,0.2512977436017862,0.13452394531417344,0.0,0.0,0.0032142782876127523,0.11355952,0.0,0.0,
54,0.25425931392383594,0.1354072939238359,0.0,0.0,0.0,0.11885202,0.0,0.0,
55,0.24481432775617507,0.12976015910109784,0.0,0.0,0.003262308655077225,0.11179186,0.0,0.0,
56,0.2473373731630485,0.12993993316304847,0.0,0.0,0.0,0.11739744,0.0,0.0,
57,0.23733178295519025,0.12408863541794328,0.0,0.0,0.0024775275372469706,0.11076562,0.0,0.0,
58,0.24266751592591074,0.12661065592591073,0.0,0.0,0.0,0.11605686000000001,0.0,0.0,
59,0.23639988200412804,0.12276258226640711,0.0,0.0,0.0045541197377209144,0.10908318,0.0,0.0,
60,0.2357925767015914,0.12110245670159141,0.0,0.0,0.0,0.11469011999999999,0.0,0.0,
61,0.23125626588164533,0.11811523397295123,0.0,0.0,0.005477291908694089,0.10766374,0.0,0.0,
62,0.23082935399167426,0.11730305399167425,0.0,0.0,0.0,0.11352630000000001,0.0,0.0,
63,0.22847859198497114,0.11503104642372103,0.0,0.0,0.006924085561250118,0.10652346,0.0,0.0,
64,0.22584344278300894,0.11320528278300894,0.0,0.0,0.0,0.11263816,0.0,0.0,
65,0.22408308771564323,0.11089202290076869,0.0,0.0,0.007836044814874536,0.10535502,0.0,0.0,
66,0.22090749539917665,0.10943807539917666,0.0,0.0,0.0,0.11146941999999999,0.0,0.0,
67,0.2189493082039419,0.10677274701448454,0.0,0.0,0.007528001189457356,0.10464856,0.0,0.0,
68,0.21447820579961527,0.10373786579961528,0.0,0.0,0.0,0.11074033999999999,0.0,0.0,
69,0.21471953598024784,0.10315951714836799,0.0,0.0,0.007980518831879854,0.10357949999999999,0.0,0.0,
70,0.21052267161179278,0.10056005161179277,0.0,0.0,0.0,0.10996262000000001,0.0,0.0,
71,0.21161471459452058,0.10000335057980483,0.0,0.0,0.008722784014715757,0.10288858000000001,0.0,0.0,
72,0.20675338411583682,0.09746872411583685,0.0,0.0,0.0,0.10928465999999999,0.0,0.0,
73,0.2095755847389163,0.09789329146686043,0.0,0.0,0.009425553272055846,0.10225674,0.0,0.0,
74,0.20251131852065596,0.09392121852065595,0.0,0.0,0.0,0.1085901,0.0,0.0,
