Iteration No,fo,f_lower,f_upper,Io,W,Rb,Rd,Rbias,C1,C2,Temp,
29,1000000000.0,50000000.0,2000000000.0,0.001087975649756962,9.305117519800935e-05,230.13192904314684,332.10862864155854,1000,3.371983115961918e-11,1.0583934433295899e-11,27,
30,1000000000.0,50000000.0,2000000000.0,0.001098042144456338,9.355213946248162e-05,231.52135056474486,334.5583449135757,1000,3.3718608815739624e-11,1.0581989635343778e-11,27,
31,1000000000.0,50000000.0,2000000000.0,0.0010769844412310272,9.349296773427163e-05,232.26221888655215,332.8897351683195,1000,3.3718608815739624e-11,1.0591195966326534e-11,27,
32,1000000000.0,50000000.0,2000000000.0,0.0010897803626234031,9.399712856277868e-05,233.64505007224784,334.6081397220698,1000,3.3717302219648016e-11,1.058921011708284e-11,27,
33,1000000000.0,50000000.0,2000000000.0,0.001069028220068147,9.393720539331988e-05,231.9166608143383,328.29715136679505,1000,3.3717302219648016e-11,1.0598369783834117e-11,27,
34,1000000000.0,50000000.0,2000000000.0,0.0010824699136502288,9.444164818628202e-05,233.30381234183406,330.818473489292,1000,3.3716037820814754e-11,1.0596342845612958e-11,27,
35,1000000000.0,50000000.0,2000000000.0,0.0010847485128184626,9.464044785571415e-05,233.79491686681362,331.51484637598696,1000,3.371477346939649e-11,1.0594316295043734e-11,27,
36,1000000000.0,50000000.0,2000000000.0,0.0010641491385600394,9.45618962839939e-05,234.54773649912474,332.33313552179163,1000,3.371477346939649e-11,1.0603400921266734e-11,27,
37,1000000000.0,50000000.0,2000000000.0,0.0010774988895032745,9.5057755227633e-05,235.31617352082998,330.45586872251283,1000,3.371338273499087e-11,1.0601346512338234e-11,27,
38,1000000000.0,50000000.0,2000000000.0,0.001077661861210312,9.507213271311119e-05,235.35176509207503,329.5915889358582,1000,3.371207634140989e-11,1.059926599808519e-11,27,
39,1000000000.0,50000000.0,2000000000.0,0.0010795962642511845,9.524278719133122e-05,235.7742215104153,330.1832058379981,1000,3.3710769998451664e-11,1.059717264305057e-11,27,
40,1000000000.0,50000000.0,2000000000.0,0.0010591541089875884,9.51861177329524e-05,236.53105676146376,329.930065380189,1000,3.3710769998451664e-11,1.0606259718591985e-11,27,
41,1000000000.0,50000000.0,2000000000.0,0.0010725577042368266,9.570036073400469e-05,237.8961366227985,329.45592838206557,1000,3.370937942918926e-11,1.0604138466648264e-11,27,
42,1000000000.0,50000000.0,2000000000.0,0.0010522970892037932,9.564341901936791e-05,238.44329773703083,326.46666492521217,1000,3.370937942918926e-11,1.0613205005037244e-11,27,
43,1000000000.0,50000000.0,2000000000.0,0.0010657835917733008,9.615786105941835e-05,239.7946751269556,329.04656774478366,1000,3.37079889172878e-11,1.061098949849244e-11,27,
44,1000000000.0,50000000.0,2000000000.0,0.0010659128180338037,9.616952020007184e-05,237.65760499933458,322.5932790376258,1000,3.370655632775884e-11,1.0608761190697763e-11,27,
45,1000000000.0,50000000.0,2000000000.0,0.0010794992092906669,9.667032297651368e-05,239.0057177636931,325.1647507131543,1000,3.370525019870111e-11,1.0606533350847711e-11,27,
46,1000000000.0,50000000.0,2000000000.0,0.0010590238080384461,9.659274504232502e-05,239.7812913178363,325.98985626808894,1000,3.370525019870111e-11,1.0615761034862949e-11,27,
47,1000000000.0,50000000.0,2000000000.0,0.0010725197426921366,9.709200879326262e-05,241.1219684629174,328.5574338735207,1000,3.3703859857130446e-11,1.061351845534434e-11,27,
48,1000000000.0,50000000.0,2000000000.0,0.0010729129999311232,9.708229959238324e-05,238.05971946343837,320.8253822630304,1000,3.369487216116854e-11,1.0615641159035404e-11,27,
49,1000000000.0,50000000.0,2000000000.0,0.001084595681359123,9.758882649050649e-05,239.39940053471875,323.38757397212834,1000,3.3693608603462505e-11,1.0613398604840551e-11,27,
50,1000000000.0,50000000.0,2000000000.0,0.0010639314221400275,9.753002922254592e-05,240.1828350729685,324.2081699410824,1000,3.3693608603462505e-11,1.0622711862116299e-11,27,
51,1000000000.0,50000000.0,2000000000.0,0.0010701128637026617,9.803474712377264e-05,241.51584980762365,326.0918194084403,1000,3.36922608591184e-11,1.0620454535845602e-11,27,
52,1000000000.0,50000000.0,2000000000.0,0.0010499171586824338,9.795607423920587e-05,242.29896495062493,324.10265931004864,1000,3.36922608591184e-11,1.0629588126746432e-11,27,
53,1000000000.0,50000000.0,2000000000.0,0.0010634492784614028,9.845920112551707e-05,243.6225230466679,325.3295229183121,1000,3.369082893803191e-11,1.0627276191328872e-11,27,
54,1000000000.0,50000000.0,2000000000.0,0.001043485676881486,9.838043376461662e-05,243.07437236981298,320.84946427979105,1000,3.369082893803191e-11,1.0636389080662935e-11,27,
55,1000000000.0,50000000.0,2000000000.0,0.0010571175128928462,9.888364968332264e-05,244.3918354680572,323.4856436906797,1000,3.3689439191338206e-11,1.0634009188606135e-11,27,
56,1000000000.0,50000000.0,2000000000.0,0.0010373547009893142,9.880454276357596e-05,245.18733089250566,321.3395860161619,1000,3.3689439191338206e-11,1.0643074681439427e-11,27,
57,1000000000.0,50000000.0,2000000000.0,0.0010509647946662934,9.930782840327793e-05,246.49356639783528,323.17497061829073,1000,3.3687965278373564e-11,1.0640640078106047e-11,27,
58,1000000000.0,50000000.0,2000000000.0,0.0010517477634383195,9.938181273543835e-05,244.36016458066197,316.95223655903544,1000,3.3686491429892614e-11,1.0638206031688182e-11,27,
59,1000000000.0,50000000.0,2000000000.0,0.0010654546661653292,9.98997162070558e-05,245.66107700684807,319.59007154779795,1000,3.3685143970235415e-11,1.0635772542058424e-11,27,
60,1000000000.0,50000000.0,2000000000.0,0.0010453974820747675,9.983952662804105e-05,246.47298686635574,320.3626805457647,1000,3.3685143970235415e-11,1.064502566417002e-11,27,
61,1000000000.0,50000000.0,2000000000.0,0.0010581983742427726,0.0001003560713789328,247.7657376824696,322.4091306522011,1000,3.3683712351616666e-11,1.0642577308267261e-11,27,
62,1000000000.0,50000000.0,2000000000.0,0.001038423292124111,0.00010027578652182969,246.27604618465375,316.72478900452734,1000,3.3683712351616666e-11,1.0651783137638917e-11,27,
63,1000000000.0,50000000.0,2000000000.0,0.0010521473539586465,0.00010078230458849811,247.5680718919502,319.3959666937943,1000,3.368228079384171e-11,1.0649293283330494e-11,27,
64,1000000000.0,50000000.0,2000000000.0,0.001032540588017627,0.00010070117483330434,248.38318976865446,320.1521366449419,1000,3.368228079384171e-11,1.0658371805854538e-11,27,
65,1000000000.0,50000000.0,2000000000.0,0.0010461701237794595,0.00010120631710156188,248.73972313896815,318.31513036421796,1000,3.3680765091205997e-11,1.0655867088480173e-11,27,
66,1000000000.0,50000000.0,2000000000.0,0.0010512205100520046,0.00010169489059736965,249.94051415242146,319.85179665605114,1000,3.367929155773324e-11,1.065333632004666e-11,27,
67,1000000000.0,50000000.0,2000000000.0,0.0010316704366163125,0.00010163336518855822,249.2669244667806,315.274184359575,1000,3.367929155773324e-11,1.0662471555941099e-11,27,
68,1000000000.0,50000000.0,2000000000.0,0.001045407128479859,0.00010213772076330653,250.53787419790558,317.9678081721974,1000,3.367781808872761e-11,1.0659899234678232e-11,27,
69,1000000000.0,50000000.0,2000000000.0,0.0010260383479069489,0.00010205549989809209,251.36652821681514,316.6288987266189,1000,3.367781808872761e-11,1.0668986798775799e-11,27,
70,1000000000.0,50000000.0,2000000000.0,0.001039750067878791,0.00010256335357946002,252.62807398030324,317.2845844043987,1000,3.3676302586913626e-11,1.0666372897010101e-11,27,
71,1000000000.0,50000000.0,2000000000.0,0.0010409431810816825,0.0001026810450276925,251.93271520667267,313.07977044957954,1000,3.367478715329723e-11,1.06637329697181e-11,27,
72,1000000000.0,50000000.0,2000000000.0,0.0010533421155473413,0.00010318995795711103,253.18072689462755,315.7667775794629,1000,3.3673313881359254e-11,1.0661067036475665e-11,27,
73,1000000000.0,50000000.0,2000000000.0,0.001033720985289983,0.0001031272700576521,254.03078118517618,315.3804895548907,1000,3.3673313881359254e-11,1.0670395470132577e-11,27,
74,1000000000.0,50000000.0,2000000000.0,0.0010426045250073188,0.00010364496895334151,255.26918124345386,314.8347498994234,1000,3.3671798582234606e-11,1.066770119527637e-11,27,
75,1000000000.0,50000000.0,2000000000.0,0.0010233476194304338,0.00010358218601339802,256.0741087892098,312.1584446354451,1000,3.3671798582234606e-11,1.0676915422183794e-11,27,
76,1000000000.0,50000000.0,2000000000.0,0.0010371321118641617,0.00010410035589893002,257.2975028439504,314.5919798434156,1000,3.367024126155018e-11,1.0674139424174029e-11,27,
77,1000000000.0,50000000.0,2000000000.0,0.0010180667715347905,0.0001040166331876983,255.67359109620935,308.9513718608215,1000,3.367024126155018e-11,1.068334320089252e-11,27,
78,1000000000.0,50000000.0,2000000000.0,0.0010319442942142746,0.00010453021531406252,256.89730882159347,311.71416950368683,1000,3.366872610069339e-11,1.0680538823302285e-11,27,
79,1000000000.0,50000000.0,2000000000.0,0.0010411234387113105,0.00010504110674141005,258.11146972741153,314.4311481336235,1000,3.366716892211124e-11,1.0677735181861167e-11,27,
80,1000000000.0,50000000.0,2000000000.0,0.0010416092963160424,0.00010499558892848873,254.88507635581888,307.1677886117367,1000,3.3658191010398674e-11,1.0679158879885418e-11,27,
81,1000000000.0,50000000.0,2000000000.0,0.0010530435623663519,0.00010550416131236108,256.10310841445414,309.88161602412157,1000,3.365676053728072e-11,1.0676368949628053e-11,27,
82,1000000000.0,50000000.0,2000000000.0,0.001033417462972749,0.0001054395400135573,256.9777005296896,310.57962436421593,1000,3.365676053728072e-11,1.068581753614848e-11,27,
83,1000000000.0,50000000.0,2000000000.0,0.0010394074089425044,0.00010594644060217239,258.18742305493305,312.37982151193694,1000,3.3655245983056516e-11,1.068301250904524e-11,27,
84,1000000000.0,50000000.0,2000000000.0,0.0010202646426920108,0.00010588157489391374,258.95798341904043,309.64917933384226,1000,3.3655245983056516e-11,1.0692272010137456e-11,27,
85,1000000000.0,50000000.0,2000000000.0,0.001034090503931291,0.00010638795352584389,260.1563114873122,312.22533148540873,1000,3.3653689427929804e-11,1.0689411827374748e-11,27,
86,1000000000.0,50000000.0,2000000000.0,0.0010151345909037266,0.00010630199205939498,258.52235641363086,306.6151366353908,1000,3.3653689427929804e-11,1.0698660840958384e-11,27,
87,1000000000.0,50000000.0,2000000000.0,0.0010290495483085392,0.00010681901837327391,259.7215769944446,309.3926865043868,1000,3.365213294479377e-11,1.0695638469270819e-11,27,
88,1000000000.0,50000000.0,2000000000.0,0.0010328145833434126,0.00010720984245674709,260.67183331427293,310.5246769961346,1000,3.365057653364504e-11,1.0692616951403243e-11,27,
89,1000000000.0,50000000.0,2000000000.0,0.00101389290376927,0.0001071438816011756,261.1666536218618,307.4761009797251,1000,3.365057653364504e-11,1.07018580456035e-11,27,
90,1000000000.0,50000000.0,2000000000.0,0.0010277667607912237,0.00010766473479560932,262.3477798128668,310.25299451669827,1000,3.3648978131259695e-11,1.0698794638737945e-11,27,
91,1000000000.0,50000000.0,2000000000.0,0.001009022093666223,0.00010759849406752631,260.59872902716944,304.56279947076473,1000,3.3648978131259695e-11,1.0708273770787866e-11,27,
92,1000000000.0,50000000.0,2000000000.0,0.0010229629951678384,0.00010812075025810658,261.78054426330766,307.36173159790104,1000,3.364742186602113e-11,1.0705208527420977e-11,27,
93,1000000000.0,50000000.0,2000000000.0,0.0010313014222822006,0.00010863743229340258,262.953975552968,309.86711391258854,1000,3.3645865672759834e-11,1.0702117398458691e-11,27,
94,1000000000.0,50000000.0,2000000000.0,0.0010124463962039709,0.00010854919153902228,261.3541635657038,304.3290655637049,1000,3.3645865672759834e-11,1.0711679740354216e-11,27,
95,1000000000.0,50000000.0,2000000000.0,0.001026396641985666,0.00010906982059894129,262.52895053093164,307.1205239175879,1000,3.364430955147247e-11,1.0708586742829184e-11,27,
96,1000000000.0,50000000.0,2000000000.0,0.0010076749106366864,0.00010900200643798388,263.4264057483215,307.7764565765448,1000,3.364430955147247e-11,1.0718053133509838e-11,27,
97,1000000000.0,50000000.0,2000000000.0,0.0010215266618770254,0.00010950968328296883,263.0989886781768,305.69062988228757,1000,3.364271144676878e-11,1.0714958295667532e-11,27,
98,1000000000.0,50000000.0,2000000000.0,0.0010283427985283999,0.00011001917708444282,264.25859747077584,307.73035061017714,1000,3.3641155471364375e-11,1.0711837564063922e-11,27,
99,1000000000.0,50000000.0,2000000000.0,0.00100958016999785,0.00010992929141676484,264.6811910112313,304.58114077881606,1000,3.3641155471364375e-11,1.0721400557049237e-11,27,
100,1000000000.0,50000000.0,2000000000.0,0.001023493446715633,0.0001104389510940959,265.8312307861751,307.3779571040176,1000,3.363959956792383e-11,1.0718237743884906e-11,27,
101,1000000000.0,50000000.0,2000000000.0,0.0010048993853957885,0.00011034872247105203,264.3249645747329,302.0227158760326,1000,3.363959956792383e-11,1.0727771616358095e-11,27,
102,1000000000.0,50000000.0,2000000000.0,0.0010188863287162655,0.00011087301683869252,265.47576938924993,304.84058781515586,1000,3.3638043736443786e-11,1.0724593514016745e-11,27,
103,1000000000.0,50000000.0,2000000000.0,0.0010219735542922764,0.00011120896207971381,266.2801609704995,305.33747797329465,1000,3.363644592936631e-11,1.0721402947446332e-11,27,
104,1000000000.0,50000000.0,2000000000.0,0.001003418602440546,0.00011113912285152775,267.1978289752441,303.41179083408673,1000,3.363644592936631e-11,1.073092355326367e-11,27,
105,1000000000.0,50000000.0,2000000000.0,0.00101734981546218,0.00011166369951138698,268.329077783668,304.620507555822,1000,3.363484819818466e-11,1.072769086254325e-11,27,
106,1000000000.0,50000000.0,2000000000.0,0.000998957656823347,0.00011159360262401872,267.994337259133,300.6605424977656,1000,3.363484819818466e-11,1.0737206324338329e-11,27,
107,1000000000.0,50000000.0,2000000000.0,0.0010129430640188734,0.00011211948747638432,269.11656354640536,303.4984021932662,1000,3.363320849933499e-11,1.0733918054901494e-11,27,
108,1000000000.0,50000000.0,2000000000.0,0.0010170758717200701,0.00011257693498528792,269.8467664888279,301.1958609819598,1000,3.363161092193127e-11,1.0730617375099602e-11,27,
109,1000000000.0,50000000.0,2000000000.0,0.00101961856139937,0.00011285837732275111,270.5213834050499,301.9488506344146,1000,3.3630013420412484e-11,1.0727264057169879e-11,27,
110,1000000000.0,50000000.0,2000000000.0,0.0010011560732034709,0.0001127656077365918,271.46496199036665,300.9551118045725,1000,3.3630013420412484e-11,1.0736902503925247e-11,27,
111,1000000000.0,50000000.0,2000000000.0,0.00101512345186975,0.00011329208216771199,272.5610017744028,300.9607547129188,1000,3.3628373957258236e-11,1.0733520379636514e-11,27,
112,1000000000.0,50000000.0,2000000000.0,0.0009968177306621828,0.00011322050989480255,273.5138068963557,298.65805381848446,1000,3.3628373957258236e-11,1.0743156397557332e-11,27,
113,1000000000.0,50000000.0,2000000000.0,0.0010108230197779864,0.00011373311575335127,274.591793187786,300.26918957797943,1000,3.362669253856036e-11,1.0739678300673625e-11,27,
114,1000000000.0,50000000.0,2000000000.0,0.0010130000798568334,0.00011397806845140507,273.5722567423293,296.07155141984157,1000,3.362501120393342e-11,1.0736187905225907e-11,27,
115,1000000000.0,50000000.0,2000000000.0,0.0010311264500357724,0.00011471148882737275,275.58636408953043,304.3477875324559,1000,3.424214784706481e-11,1.0731182157615093e-11,27,
116,1000000000.0,50000000.0,2000000000.0,0.001034666650847562,0.00011445147611936402,272.22421044763814,297.3883681242137,1000,3.42261681780695e-11,1.0732970687974696e-11,27,
117,1000000000.0,50000000.0,2000000000.0,0.0010157107818040468,0.00011435705365156553,273.1950980941997,297.99399953589864,1000,3.42261681780695e-11,1.0742971133413217e-11,27,
118,1000000000.0,50000000.0,2000000000.0,0.0010181142074414905,0.00011462765102976855,273.8415459950651,298.6991278373004,1000,3.4224029042558376e-11,1.0739493096508777e-11,27,
119,1000000000.0,50000000.0,2000000000.0,0.0009997117931419856,0.00011453299724693078,274.80724820701676,299.29675011732104,1000,3.4224029042558376e-11,1.074923650162059e-11,27,
120,1000000000.0,50000000.0,2000000000.0,0.0010136990107677828,0.00011506199652796498,274.50862433063156,297.6317872378141,1000,3.42218044806706e-11,1.0745742999757563e-11,27,
121,1000000000.0,50000000.0,2000000000.0,0.0010152702442344731,0.00011524034262258334,274.9341126983441,298.0931165080327,1000,3.421962284063496e-11,1.074223720110389e-11,27,
122,1000000000.0,50000000.0,2000000000.0,0.0009969656831836083,0.00011516673285373314,275.90490505028197,298.2875974254612,1000,3.421962284063496e-11,1.0751961611330192e-11,27,
123,1000000000.0,50000000.0,2000000000.0,0.0010109630813755056,0.00011569592399119598,275.6641780206256,296.7367504918465,1000,3.4217355790621754e-11,1.0748440343902478e-11,27,
124,1000000000.0,50000000.0,2000000000.0,0.0010150587455589283,0.00011616463710326532,276.7144585388841,297.93890525227664,1000,3.42151744341901e-11,1.0744906794139416e-11,27,
125,1000000000.0,50000000.0,2000000000.0,0.0009967782988454714,0.00011606839470142527,277.69520375856064,295.89539195763547,1000,3.42151744341901e-11,1.0754695404228878e-11,27,
126,1000000000.0,50000000.0,2000000000.0,0.0010108316268863191,0.0001166012937185982,278.7341309396224,297.2122497415936,1000,3.421295044785187e-11,1.0751106024637717e-11,27,
127,1000000000.0,50000000.0,2000000000.0,0.0009927008454106727,0.00011650471869707579,278.4880551576913,293.4130350885218,1000,3.421295044785187e-11,1.076089490667315e-11,27,
128,1000000000.0,50000000.0,2000000000.0,0.0010068021609197307,0.00011704034914128558,279.5177647416367,296.29618492456007,1000,3.421072660607275e-11,1.0757249653523507e-11,27,
129,1000000000.0,50000000.0,2000000000.0,0.0010075106979404774,0.0001171227162869937,278.74548045080246,292.44544563123407,1000,3.420846014543508e-11,1.0753592188641299e-11,27,
130,1000000000.0,50000000.0,2000000000.0,0.001020823692425388,0.00011764054509637753,279.76568890925233,295.2986165101736,1000,3.420627935610081e-11,1.0749922525306926e-11,27,
131,1000000000.0,50000000.0,2000000000.0,0.0010023776635091845,0.00011756469635492667,280.77214597510334,295.0983794399617,1000,3.420627935610081e-11,1.0759930703177991e-11,27,
132,1000000000.0,50000000.0,2000000000.0,0.0010095672173007042,0.00011808168710714742,281.00436793750373,293.38853024642333,1000,3.420405594794265e-11,1.0756245426912151e-11,27,
133,1000000000.0,50000000.0,2000000000.0,0.0010101653858769545,0.00011815165050675835,281.17086302550655,293.5623629505942,1000,3.420183268430603e-11,1.075250763162629e-11,27,
134,1000000000.0,50000000.0,2000000000.0,0.0009920558984629919,0.0001180532006439736,282.1791417403161,294.12438809446314,1000,3.420183268430603e-11,1.0762370369251398e-11,27,
135,1000000000.0,50000000.0,2000000000.0,0.0010061182908237044,0.00011858930974139802,281.4957979187348,292.30155219924745,1000,3.419952406059982e-11,1.0758630445548073e-11,27,
136,1000000000.0,50000000.0,2000000000.0,0.0010126630903055127,0.00011912488871151755,282.4926449131145,294.2029737963036,1000,3.419730109153587e-11,1.0754891821468248e-11,27,
137,1000000000.0,50000000.0,2000000000.0,0.0009944959144654315,0.00011904742775263286,283.3969744926425,291.59959619809456,1000,3.419730109153587e-11,1.0764840096403106e-11,27,
138,1000000000.0,50000000.0,2000000000.0,0.0010136068938297342,0.00011979965868674478,285.28028908663316,295.20522520508393,1000,3.4368415836872626e-11,1.0759409234574466e-11,27,
139,1000000000.0,50000000.0,2000000000.0,0.001017728895197975,0.00011964391913045203,281.81888824571547,288.5532674637962,1000,3.4350086015092964e-11,1.0760485175497927e-11,27,
140,1000000000.0,50000000.0,2000000000.0,0.0010226908324265126,0.000119861730885229,282.70619501535714,292.7325287131081,1000,3.4847595485892557e-11,1.0758871102721598e-11,27,
141,1000000000.0,50000000.0,2000000000.0,0.0010042031389033222,0.00011978358103669181,283.7357403010543,293.2972097609956,1000,3.4847595485892557e-11,1.0769027477042566e-11,27,
142,1000000000.0,50000000.0,2000000000.0,0.0009863102473743428,0.00011970539230417011,283.4026581865858,289.44216011876534,1000,3.4847595485892557e-11,1.0778870368156582e-11,27,
143,1000000000.0,50000000.0,2000000000.0,0.0010004551692094996,0.00012024242062039467,284.38393989055686,292.34996841985844,1000,3.484472055926496e-11,1.077505734276384e-11,27,
144,1000000000.0,50000000.0,2000000000.0,0.001005097281194632,0.00012078065575569678,284.84499735310436,290.2080176512357,1000,3.484180231391814e-11,1.0771232197407163e-11,27,
145,1000000000.0,50000000.0,2000000000.0,0.0010079065280955708,0.00012111823768853394,285.64113912070627,291.0191490605709,1000,3.4838927865227225e-11,1.076738148189659e-11,27,
146,1000000000.0,50000000.0,2000000000.0,0.0009899033016907276,0.00012103863272681317,286.6779450454297,289.973541509592,1000,3.4838927865227225e-11,1.0777362844530307e-11,27,
147,1000000000.0,50000000.0,2000000000.0,0.0010040217975310923,0.00012156030923386582,287.63150756013727,289.97354150959205,1000,3.483601010501853e-11,1.0773482993906284e-11,27,
148,1000000000.0,50000000.0,2000000000.0,0.0009861544766276782,0.00012148035294046725,288.67776716888727,288.0935463821382,1000,3.483601010501853e-11,1.0783470012641635e-11,27,
149,1000000000.0,50000000.0,2000000000.0,0.0010003008625949024,0.00012200317400943477,289.6123614400967,289.08878954591097,1000,3.483304904415962e-11,1.077949360807448e-11,27,
150,1000000000.0,50000000.0,2000000000.0,0.0010038669351700531,0.00012243811532477837,290.2752117323425,286.92014180966726,1000,3.483013177630215e-11,1.0775491721072487e-11,27,
151,1000000000.0,50000000.0,2000000000.0,0.0010076490038483067,0.0001228994009242645,291.1874015852116,288.0011134439353,1000,3.4827214752765905e-11,1.077143744231244e-11,27,
152,1000000000.0,50000000.0,2000000000.0,0.0009896942100732357,0.00012281819514510381,292.25991758210034,286.35789909108814,1000,3.4827214752765905e-11,1.0781624529273508e-11,27,
153,1000000000.0,50000000.0,2000000000.0,0.0010038691053970087,0.00012335859520374226,293.1593474784591,287.07832783888483,1000,3.482429797353034e-11,1.0777527511952374e-11,27,
154,1000000000.0,50000000.0,2000000000.0,0.0009860481700707249,0.00012327699349301495,293.9872539056838,284.4101500903682,1000,3.482429797353034e-11,1.07877203585968e-11,27,
155,1000000000.0,50000000.0,2000000000.0,0.0010053917235350444,0.00012403835220482786,295.7093577422498,291.6247823677108,1000,3.5429439799416386e-11,1.0781733173797784e-11,27,
156,1000000000.0,50000000.0,2000000000.0,0.0010098489601760496,0.00012374892938301664,292.1214175349771,285.0729455905161,1000,3.53975533035969e-11,1.0782811347115162e-11,27,
157,1000000000.0,50000000.0,2000000000.0,0.0009918201266900268,0.000123666821968371,293.2065755707652,285.5892126949806,1000,3.53975533035969e-11,1.0793095453437471e-11,27,
158,1000000000.0,50000000.0,2000000000.0,0.0010060006749513775,0.00012420879181564737,294.0935254618667,286.4163504522483,1000,3.539405779520819e-11,1.0788953603057223e-11,27,
159,1000000000.0,50000000.0,2000000000.0,0.0009881220309561419,0.00012410405275194882,295.1060404544443,283.9153390120702,1000,3.539405779520819e-11,1.079924356755614e-11,27,
