Corner,Temperature,vd,vg,vs,i_source,v_source,p_source,Io,gm1,gds1,vt,vdsat,cgd1,cgs1,gain_lower,gain_fo,gain_upper,gain_db,freq,f_lower,f_upper,s11_db,s12_db,s21_db,s22_db,s11_rad,s12_rad,s21_rad,s22_rad,Kf,nf_db,iip3_dbm
tsmc065_ss,32.0,0.7071051,0.8377365,0.3929288,0.003879614,1.0,0.003879614,0.0009267992,0.01807817,0.002125522,0.5356345,0.05711643,7.15539e-14,2.839543e-14,8.810809,12.27269,11.7731,11.810809,1000000000.0,50000000.0,2000000000.0,-14.0438,-66.8379,-87.3066,-7.56883e-07,-1.07795,-0.306693,-0.29966,-3.14159,4.442421299828879,3.947782,7.956574781752124
tsmc065_ss,40.0,0.7060051,0.8347532,0.3942357,0.003880778,1.0,0.003880778,0.000927207,0.01779547,0.002102177,0.5299,0.05856196,7.173236e-14,2.838869e-14,8.788441,12.20154,11.69413,11.788441,1000000000.0,50000000.0,2000000000.0,-13.9303,-66.8726,-87.3133,-7.589339999999999e-07,-1.05855,-0.308583,-0.301456,-3.14159,4.474134014995879,4.041185,7.778708327162093
tsmc065_ss,48.0,0.7048862,0.8318603,0.3955577,0.003881806,1.0,0.003881806,0.0009277181,0.01751451,0.002079537,0.5241746,0.06000785,7.191907e-14,2.838161e-14,8.76559,12.12915,11.61389,11.76559,1000000000.0,50000000.0,2000000000.0,-13.812,-66.9078,-87.3177,-7.61014e-07,-1.03928,-0.310489,-0.303268,-3.14159,4.505004330379898,4.135215,7.636793305030693
tsmc065_ss,56.0,0.7037432,0.8290543,0.3969017,0.003882732,1.0,0.003882732,0.0009281809,0.01723404,0.002057397,0.5184602,0.06145217,7.211053e-14,2.83744e-14,8.742042,12.05519,11.532,11.742042,1000000000.0,50000000.0,2000000000.0,-13.6889,-66.9439,-87.3204,-7.63133e-07,-1.02012,-0.312417,-0.305099,-3.14159,4.535554534511802,4.230031,7.527065647317812
tsmc065_ss,64.0,0.702584,0.8263323,0.398257,0.003883506,1.0,0.003883506,0.0009288592,0.01695951,0.002036324,0.5127539,0.06289731,7.230895000000001e-14,2.836693e-14,8.718663,11.9814,11.45031,11.718663,1000000000.0,50000000.0,2000000000.0,-13.5629,-66.9797,-87.3203,-7.65266e-07,-1.00145,-0.314346,-0.306933,-3.14159,4.564467449442298,4.324796,7.4464331916503
tsmc065_ss,72.0,0.7013831,0.8236916,0.3996579,0.003884291,1.0,0.003884291,0.0009289674,0.01667883,0.002014907,0.5070656,0.06433433,7.250322e-14,2.835985e-14,8.693418,11.90393,11.36473,11.693418,1000000000.0,50000000.0,2000000000.0,-13.4304,-67.0177,-87.3198,-7.67475e-07,-0.982517,-0.31632,-0.308807,-3.14159,4.594506561155059,4.421368,7.392439940795299
tsmc065_ss,80.0,0.7001729,0.8211298,0.4010609,0.003884882,1.0,0.003884882,0.0009295239,0.01640938,0.001995086,0.501383,0.0657738,7.270561999999999e-14,2.8352460000000002e-14,8.669217,11.82841,11.28125,11.669217,1000000000.0,50000000.0,2000000000.0,-13.2974,-67.0544,-87.3157,-7.69675e-07,-0.964452,-0.318276,-0.310667,-3.14159,4.6218234531347395,4.516994,7.363121366132219
tsmc065_ss,88.0,0.6989226,0.8186429,0.4025075,0.003885474,1.0,0.003885474,0.0009295545,0.01613593,0.001975099,0.4957182,0.06720433,7.290305e-14,2.834552e-14,8.643405,11.74987,11.19456,11.643405,1000000000.0,50000000.0,2000000000.0,-13.1591,-67.0929,-87.311,-7.71943e-07,-0.946314,-0.320269,-0.31256,-3.14159,4.649870822095346,4.614134,7.356974055015073
tsmc065_ss,96.0,0.697685,0.8162352,0.4039269,0.003885741,1.0,0.003885741,0.0009307417,0.01588549,0.001958036,0.4900506,0.06864474,7.311628e-14,2.833785e-14,8.620888,11.67751,11.11451,11.620888,1000000000.0,50000000.0,2000000000.0,-13.0252,-67.1273,-87.3006,-7.74137e-07,-0.929787,-0.322197,-0.314394,-3.14159,4.67231668019932,4.708095,7.3728924039852615
tsmc065_ss,104.0,0.6963578,0.8138988,0.405456,0.003886313,1.0,0.003886313,0.0009299757,0.01560961,0.001938319,0.4844204,0.0700582,7.330575e-14,2.833173e-14,8.59265,11.59466,11.02326,11.59265,1000000000.0,50000000.0,2000000000.0,-12.8787,-67.1684,-87.2935,-7.765129999999999e-07,-0.911901,-0.324241,-0.316336,-3.14159,4.700481608777595,4.807417,7.41002168849289
tsmc065_ss,112.0,0.695037,0.8116342,0.4069663,0.003886601,1.0,0.003886601,0.0009301148,0.01535321,0.001921099,0.4787901,0.07147741,7.350699999999999e-14,2.8325140000000002e-14,8.567086,11.5169,10.93749,11.5169,1000000000.0,50000000.0,2000000000.0,-12.736,-67.2061,-87.2814,-7.78831e-07,-0.895418,-0.32623,-0.318229,-3.14159,4.723781474150624,4.904071,7.467810740526957
tsmc065_ss,120.0,0.6936916,0.8094382,0.4084995,0.003886797,1.0,0.003886797,0.0009302125,0.01510161,0.001904687,0.473172,0.07289064,7.370784999999999e-14,2.831877e-14,8.541455,11.43921,10.85183,11.43921,1000000000.0,50000000.0,2000000000.0,-12.5921,-67.2438,-87.2669,-7.811659999999999e-07,-0.879439,-0.328217,-0.32012,-3.14159,4.745614985490846,5.000627,7.545826976437326
