Corner,Temperature,vd,vg,vs,i_source,v_source,p_source,Io,gm1,gds1,vt,vdsat,cgd1,cgs1,gain_db,freq,s11_db,nf_db,iip3_dbm
tsmc065_tt,96.0,0.7221667,0.4597821,0.2278119,0.001401117,1.0,0.001401117,0.0007376053,0.01327393,0.001668578,0.3895357,0.05685212,1.273175e-13,6.909237e-14,11.33393,1000000000.0,-13.6435,5.008361,-3.3885459592584155
tsmc065_tt,104.0,0.7209914,0.4555781,0.2288446,0.001401976,1.0,0.001401976,0.0007384677,0.0130289,0.001646017,0.3837037,0.05805553,1.2784180000000002e-13,6.905518e-14,11.23923,1000000000.0,-13.4776,5.123459,-3.324493309692741
tsmc065_tt,112.0,0.7197945,0.4514241,0.229898,0.001402822,1.0,0.001402822,0.000739318,0.01279215,0.001624383,0.3778815,0.05925199,1.283536e-13,6.90191e-14,11.1462,1000000000.0,-13.3142,5.237724,-3.2602814181623785
tsmc065_tt,120.0,0.7185757,0.4473197,0.2309723,0.001403656,1.0,0.001403656,0.0007401572,0.01256335,0.001603638,0.3720693,0.06044089,1.288533e-13,6.898408e-14,11.05488,1000000000.0,-13.1535,5.351118,-3.196001900505209
tsmc065_ff,-40.0,0.7993946,0.4106427,0.1635261,0.001497144,1.0,0.001497144,0.0008335834,0.02200845,0.002654607,0.4087031,0.0349604,1.189134e-13,7.445298000000001e-14,11.75234,1000000000.0,-19.3875,3.412104,-0.4074383669629782
tsmc065_ff,-32.0,0.7986771,0.4053876,0.1641231,0.001498866,1.0,0.001498866,0.0008353123,0.02150151,0.002601061,0.4027127,0.03620949,1.196528e-13,7.439376e-14,11.63315,1000000000.0,-19.5865,3.537594,-0.5343815884695715
tsmc065_ff,-24.0,0.7979459,0.4002102,0.1647331,0.001500576,1.0,0.001500576,0.0008370775,0.02100788,0.002549262,0.3967277,0.03745924,1.20379e-13,7.433585e-14,11.51359,1000000000.0,-19.7677,3.663768,-0.6369999390477119
tsmc065_ff,-16.0,0.7971997,0.3951105,0.165357,0.001502278,1.0,0.001502278,0.0008389642,0.02053112,0.002499565,0.3907482,0.03870953,1.210927e-13,7.427922e-14,11.39482,1000000000.0,-19.9259,3.790149,-0.719619000198449
tsmc065_ff,-8.0,0.7964377,0.3900907,0.1659955,0.001503975,1.0,0.001503975,0.0008410809,0.02007447,0.002452309,0.3847746,0.03996036,1.217955e-13,7.422373000000001e-14,11.27802,1000000000.0,-20.0571,3.916214,-0.7855575156876426
tsmc065_ff,0.0,0.7957028,0.3850224,0.1666137,0.00150549,1.0,0.00150549,0.0008419232,0.01960556,0.002403359,0.3787962,0.04120734,1.2244949999999999e-13,7.417187e-14,11.15448,1000000000.0,-20.17,4.045308,-0.8374898977086076
tsmc065_ff,8.0,0.7949281,0.3800798,0.1672662,0.001507098,1.0,0.001507098,0.0008435337,0.0191696,0.002358406,0.3728297,0.04245553,1.231055e-13,7.41203e-14,11.03679,1000000000.0,-20.2457,4.172501,-0.8775193877899312
tsmc065_ff,16.0,0.7941403,0.3751908,0.167931,0.00150869,1.0,0.00150869,0.0008451313,0.01874926,0.002315234,0.3668686,0.04370252,1.237437e-13,7.407028999999999e-14,10.9205,1000000000.0,-20.2894,4.299439,-0.9073645445990621
tsmc065_ff,24.0,0.793339,0.3703532,0.1686087,0.001510266,1.0,0.001510266,0.000846721,0.01834438,0.002273814,0.360913,0.04494795,1.2436449999999998e-13,7.402182e-14,10.80582,1000000000.0,-20.3007,4.425971,-0.9284455505285791
tsmc065_ff,32.0,0.7925236,0.3655658,0.1692996,0.001511829,1.0,0.001511829,0.0008483088,0.01795472,0.00223411,0.354963,0.04619147,1.249681e-13,7.397484e-14,10.69292,1000000000.0,-20.2803,4.551957,-0.9419037606997591
tsmc065_ff,40.0,0.7916935,0.3608274,0.1700042,0.001513381,1.0,0.001513381,0.0008499014,0.01757992,0.002196079,0.349019,0.04743273,1.25555e-13,7.392931e-14,10.58197,1000000000.0,-20.2295,4.677266,-0.9487222267092648
tsmc065_ff,48.0,0.7908481,0.3561373,0.1707232,0.001514924,1.0,0.001514924,0.0008515055,0.0172196,0.002159675,0.3430811,0.04867137,1.2612580000000001e-13,7.388518e-14,10.47307,1000000000.0,-20.1504,4.801782,-0.9496999275827704
tsmc065_ff,56.0,0.7899865,0.3514949,0.1714571,0.001516461,1.0,0.001516461,0.0008531277,0.01687331,0.002124849,0.3371495,0.04990701,1.266809e-13,7.384242000000001e-14,10.36634,1000000000.0,-20.0456,4.925396,-0.9454906218727075
tsmc065_ff,64.0,0.789108,0.3469,0.1722067,0.001517995,1.0,0.001517995,0.0008547734,0.01654058,0.002091548,0.3312247,0.05113927,1.272209e-13,7.380097e-14,10.26184,1000000000.0,-19.918,5.048013,-0.9366919256919033
tsmc065_ff,72.0,0.7882115,0.3423523,0.1729727,0.00151953,1.0,0.00151953,0.0008564471,0.01622088,0.002059719,0.3253067,0.05236775,1.277463e-13,7.376077999999999e-14,10.15964,1000000000.0,-19.7707,5.169549,-0.9238038337631735
tsmc065_ff,80.0,0.7873342,0.3377569,0.1737249,0.001520917,1.0,0.001520917,0.0008573345,0.01589925,0.002027389,0.3193861,0.0535891,1.2823679999999999e-13,7.372314e-14,10.0545,1000000000.0,-19.6022,5.292454,-0.907233167146245
tsmc065_ff,88.0,0.7864137,0.3332698,0.1745142,0.001522406,1.0,0.001522406,0.0008588219,0.01559996,0.001997777,0.3134792,0.05480778,1.28728e-13,7.368576e-14,9.955342,1000000000.0,-19.4224,5.412455,-0.8873354731970409
tsmc065_ff,96.0,0.7854761,0.3288228,0.1753193,0.001523891,1.0,0.001523891,0.0008603061,0.01531161,0.001969394,0.3075791,0.05602122,1.292051e-13,7.364958e-14,9.858286,1000000000.0,-19.2312,5.531336,-0.8644138865777506
tsmc065_ff,104.0,0.7845209,0.3244152,0.1761405,0.001525374,1.0,0.001525374,0.0008617888,0.01503372,0.001942188,0.3016862,0.05722895,1.296684e-13,7.361456e-14,9.763339,1000000000.0,-19.0311,5.649053,-0.8387379149403671
tsmc065_ff,112.0,0.7835475,0.3200469,0.1769785,0.001526859,1.0,0.001526859,0.0008632724,0.01476583,0.001916112,0.2958007,0.05843047,1.301185e-13,7.358067e-14,9.670501,1000000000.0,-18.8243,5.765567,-0.8105403921303918
tsmc065_ff,120.0,0.7825552,0.3157177,0.1778337,0.001528346,1.0,0.001528346,0.0008647588,0.0145075,0.001891119,0.2899227,0.05962528,1.3055570000000002e-13,7.354785999999999e-14,9.57977,1000000000.0,-18.6129,5.880845,-0.7800226706863924
tsmc065_ss,-40.0,0.6753946,0.6698098,0.2655651,0.001327974,1.0,0.001327974,0.0006644733,0.01718687,0.001871821,0.5637283,0.03722993,1.162283e-13,6.553272e-14,14.20946,1000000000.0,-13.4967,2.886235,-5.061089967537825
tsmc065_ss,-32.0,0.6744353,0.6644876,0.2663792,0.001328827,1.0,0.001328827,0.0006653395,0.01686348,0.001841466,0.5577326,0.03849919,1.169237e-13,6.548754e-14,14.11653,1000000000.0,-13.3949,2.989004,-5.048504064818445
tsmc065_ss,-24.0,0.6734543,0.6592769,0.2672151,0.001329655,1.0,0.001329655,0.0006661542,0.01653395,0.001811182,0.5517455,0.03976837,1.176261e-13,6.544219e-14,14.01822,1000000000.0,-13.2853,3.094679,-5.029117685973361
tsmc065_ss,-16.0,0.6724526,0.6541695,0.268072,0.001330457,1.0,0.001330457,0.0006669563,0.01620323,0.001781317,0.5457669,0.04103738,1.183312e-13,6.539695e-14,13.91607,1000000000.0,-13.1694,3.202663,-5.004048756445968
tsmc065_ss,-8.0,0.6714287,0.6491587,0.268951,0.001331237,1.0,0.001331237,0.0006677352,0.01587407,0.001752027,0.5397973,0.04230594,1.1903440000000001e-13,6.535206e-14,13.81105,1000000000.0,-13.0482,3.312568,-4.974193399543424
tsmc065_ss,0.0,0.6703869,0.6442325,0.2698487,0.001331983,1.0,0.001331983,0.0006684814,0.01554849,0.001723411,0.5338357,0.04357369,1.197319e-13,6.530771e-14,13.70393,1000000000.0,-12.9228,3.424058,-4.940285398694343
tsmc065_ss,8.0,0.6693075,0.6394112,0.2707812,0.001332738,1.0,0.001332738,0.0006692366,0.01522897,0.001695696,0.5278872,0.04484062,1.204238e-13,6.526401e-14,13.5956,1000000000.0,-12.7941,3.53674,-4.902941791922785
tsmc065_ss,16.0,0.6682249,0.6346459,0.2717205,0.00133343,1.0,0.00133343,0.0006699283,0.01491515,0.001668701,0.5219432,0.04610592,1.2110430000000002e-13,6.522109e-14,13.4862,1000000000.0,-12.6627,3.650501,-4.862666191333389
tsmc065_ss,24.0,0.6670936,0.6299917,0.2727036,0.001334153,1.0,0.001334153,0.0006706517,0.01460974,0.001642775,0.5160153,0.04736994,1.2177770000000002e-13,6.517896e-14,13.37668,1000000000.0,-12.5297,3.7649,-4.819895400617291
tsmc065_ss,32.0,0.6659658,0.6253776,0.273688,0.0013348,1.0,0.0013348,0.0006712975,0.01431107,0.00161758,0.5100903,0.04863151,1.224368e-13,6.513773999999999e-14,13.2668,1000000000.0,-12.3951,3.879984,-4.775006627811472
tsmc065_ss,40.0,0.6647614,0.6209052,0.2747391,0.001335532,1.0,0.001335532,0.0006720334,0.01402273,0.001593663,0.5041889,0.04989153,1.230906e-13,6.509736e-14,13.15778,1000000000.0,-12.2602,3.995169,-4.728321119255092
tsmc065_ss,48.0,0.6636035,0.6164113,0.2757561,0.001336103,1.0,0.001336103,0.000672601,0.01373985,0.001570191,0.4982796,0.05114762,1.237243e-13,6.505798e-14,13.04838,1000000000.0,-12.1243,4.110942,-4.680118631892896
tsmc065_ss,56.0,0.6623909,0.612026,0.2768221,0.001336716,1.0,0.001336716,0.0006732126,0.01346656,0.001547836,0.4923884,0.052401,1.243495e-13,6.501951e-14,12.94001,1000000000.0,-11.9888,4.226631,-4.630656267354766
tsmc065_ss,64.0,0.6611011,0.607779,0.2779554,0.001337413,1.0,0.001337413,0.0006739307,0.01320389,0.001526756,0.4865215,0.05365173,1.249693e-13,6.49819e-14,12.8332,1000000000.0,-11.8542,4.341909,-4.580147584230609
tsmc065_ss,72.0,0.6598703,0.6034855,0.2790443,0.001337926,1.0,0.001337926,0.0006744352,0.01294582,0.001505966,0.4806436,0.05489683,1.255667e-13,6.494534e-14,12.72617,1000000000.0,-11.7193,4.457585,-4.528793727587868
tsmc065_ss,80.0,0.6585847,0.5992966,0.2801823,0.00133848,1.0,0.00133848,0.0006749877,0.01269699,0.00148624,0.4747842,0.05613787,1.261558e-13,6.490969e-14,12.62058,1000000000.0,-11.5857,4.572819,-4.476771470436951
tsmc065_ss,88.0,0.6572659,0.5951823,0.2813514,0.001339031,1.0,0.001339031,0.0006755431,0.01245634,0.001467415,0.468938,0.05737397,1.2673430000000001e-13,6.487496e-14,12.51623,1000000000.0,-11.4531,4.687648,-4.424237368789804
tsmc065_ss,96.0,0.6559198,0.591134,0.2825471,0.001339569,1.0,0.001339569,0.0006760912,0.01222347,0.001449434,0.4631036,0.0586045,1.2730170000000002e-13,6.484113e-14,12.41315,1000000000.0,-11.3219,4.802022,-4.371347643937696
tsmc065_ss,104.0,0.6545476,0.5871492,0.2837682,0.00134009,1.0,0.00134009,0.0006766321,0.0119981,0.001432271,0.4572807,0.05982887,1.278583e-13,6.48082e-14,12.31138,1000000000.0,-11.192,4.91587,-4.318233001026208
tsmc065_ss,112.0,0.6531495,0.583227,0.2850146,0.001340596,1.0,0.001340596,0.0006771683,0.01178002,0.001415907,0.4514694,0.06104647,1.284044e-13,6.477614e-14,12.21099,1000000000.0,-11.0636,5.029124,-4.265010601067587
tsmc065_ss,120.0,0.6517256,0.5793667,0.2862862,0.001341084,1.0,0.001341084,0.000677702,0.011569,0.001400325,0.4456698,0.06225667,1.289403e-13,6.474495e-14,12.11202,1000000000.0,-10.9369,5.141724,-4.211818051817424
