Iteration No,Rb,Rd1,Rd2,Rbias1,Rbias2,Rbias3,Rbias4,C1,C2,C3,C4,Cload,len1,len2,W1,W2,W3,Ibias1,Ibias2,frf,frf_fund2,flo,f_lower,f_upper,Alo,Temp,
13,326.1630312418134,294.2229739596964,354.2393144644211,1000,10542.6257806746,18123.232744409186,16707.08242007814,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.2349140287740764e-11,6.000000000000001e-08,6.896453306862053e-08,0.0001592996852298097,7.173093031055516e-05,3.740457970773042e-05,0.0011105351139240702,0.001198468968418463,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.4714045389340394,27,
14,325.10883344991026,297.86698918825925,359.05103966537325,1000,10542.6257806746,18091.131198830204,16733.56154737162,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.2348877437111514e-11,6.000000000000001e-08,6.94612199544184e-08,0.00015962773987623322,7.214120900207904e-05,3.746979476005535e-05,0.0011193092202098757,0.0012076985565375783,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.47287175751470084,27,
15,324.16245149500145,298.3220069675319,346.5253715053795,1000,10542.6257806746,18624.416381786425,16270.148944315522,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.2415796831136062e-11,6.000000000000001e-08,7.048196765445237e-08,0.00015994151843794628,7.194181985824322e-05,3.7081288369368545e-05,0.0011256148857685183,0.001172458510137802,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.44979454741360625,27,
16,323.0991523937276,301.94353681535154,352.2890044459088,1000,10542.6257806746,18554.09745693169,16329.730074648991,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.2415547929384466e-11,6.000000000000001e-08,7.09418353706197e-08,0.00016026467904582412,7.237773262244089e-05,3.716171787334565e-05,0.001134014469521221,0.0011845055503415173,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.4528394603815483,27,
17,322.0276825216093,305.515279780748,357.96652429439246,1000,10542.6257806746,18491.617033250222,16383.011556128307,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.241530976735694e-11,6.000000000000001e-08,7.139658505038789e-08,0.00016049158730485041,7.278766552691943e-05,3.723920821765538e-05,0.001142148903390912,0.0011960963155154076,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.45556951875041246,27,
18,322.12030477325555,306.6213572385928,357.9557776334336,1000,10542.6257806746,18488.227500337336,16385.883197403407,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.2415082553466844e-11,6.000000000000001e-08,7.138443394033447e-08,0.00016063278032488128,7.283862933931677e-05,3.7250225154543404e-05,0.0011456872942379051,0.0011966202567308478,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.45602201862392483,27,
19,322.2112838871388,307.7214583255427,357.94461057696503,1000,10542.6257806746,18484.874601244246,16388.725917985637,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.2414856504565684e-11,6.000000000000001e-08,7.13723274958673e-08,0.00016077392482860938,7.288945020584885e-05,3.726122039863386e-05,0.001149203220026684,0.0011971402711526817,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.4564732367078142,27,
20,322.3004941884628,308.8150119093963,357.93314361336684,1000,10542.6257806746,18481.517769595233,16391.52034606557,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.2414631632458621e-11,6.000000000000001e-08,7.136002022389415e-08,0.00016091459009301266,7.294006960911273e-05,3.72721016481769e-05,0.0011526925873481457,0.0011976564379239832,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.4569230068209292,27,
21,322.3879609182779,309.9026788108752,357.9217073855771,1000,10542.6257806746,18478.191820123826,16394.312347026917,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.241440787077374e-11,6.000000000000001e-08,7.134773268009307e-08,0.00016105526797212234,7.299066966297662e-05,3.728297858074341e-05,0.0011561589400310849,0.0011981698816650207,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.45737294618716373,27,
22,322.47402050128926,310.9842708005018,357.91017628221164,1000,10542.6257806746,18474.886442134088,16397.079404288317,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.2414185246217838e-11,6.000000000000001e-08,7.133544988768808e-08,0.00016119572842485287,7.304122964159062e-05,3.729384455234375e-05,0.001159600160570466,0.0011986779601698744,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.4578224229704021,27,
23,322.55792794932387,312.0595399572843,357.89726270817596,1000,10542.6257806746,18471.6062133544,16399.835706027778,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.2413963757567371e-11,6.000000000000001e-08,7.132308234374426e-08,0.00016133607442249235,7.309152123367437e-05,3.730462967149525e-05,0.0011630169195825536,0.0011991823681185012,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.45826995603460047,27,
24,322.6398007551938,313.12853085421733,357.88451880363124,1000,10542.6257806746,18468.333565767833,16402.574916772486,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.2413743360066777e-11,6.000000000000001e-08,7.131069657583771e-08,0.0001614760603781653,7.314168503713182e-05,3.731534646133655e-05,0.0011664074435916896,0.0011996853459312104,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.4587170728267827,27,
25,322.72014447022366,314.191303373477,357.8724257956134,1000,10542.6257806746,18465.105922358365,16405.30082527973,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.2413523993679999e-11,6.000000000000001e-08,7.129844889710992e-08,0.00016161607860835055,7.319199189547215e-05,3.7326057044347397e-05,0.0011697739265228205,0.0012001873219204524,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.459164942101079,27,
26,322.7984164965286,315.24758535820195,357.85970381697604,1000,10542.6257806746,18461.88589884684,16408.001087431472,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.2413305702427955e-11,6.000000000000001e-08,7.128606806650932e-08,0.00016175597374834302,7.324207199228228e-05,3.733677485407487e-05,0.0011731141348215093,0.0012006844896865927,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.45961203753281604,27,
27,322.87463289293856,316.2972646413933,357.8470684539518,1000,10542.6257806746,18458.68169392357,16410.67862026598,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.2413091504212123e-11,6.000000000000001e-08,7.127360864639308e-08,0.00016189554739175167,7.329205448562764e-05,3.7347382143335056e-05,0.0011764269327823574,0.0012011778151710044,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.4600583465876815,27,
28,322.9492220123061,317.34065119861395,357.8342505129962,1000,10542.6257806746,18455.523560320238,16413.379253594558,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.2412875291784912e-11,6.000000000000001e-08,7.126127522752063e-08,0.0001620350957371524,7.334219397262804e-05,3.735803914729968e-05,0.001179714125836252,0.001201670448353501,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.4605039368016596,27,
29,323.0223419141066,318.37796012222714,357.82091853910197,1000,10542.6257806746,18452.34172458559,16416.021372434046,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.2412660266070667e-11,6.000000000000001e-08,7.124879239399443e-08,0.00016216329754861186,7.339226077404033e-05,3.7368592527764184e-05,0.0011829792804498895,0.0012021574472547258,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.4609483670961327,27,
30,323.0935078686575,319.4086617289241,357.8074158732199,1000,10542.6257806746,18449.20866883214,16418.658053998457,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.2412446360598492e-11,6.000000000000001e-08,7.123620245762645e-08,0.00016229108680986104,7.344214070227669e-05,3.7379066752749564e-05,0.0011862172634665119,0.001202641178408748,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.46139263781483447,27,
31,323.16269768237674,320.43270087607294,357.7937448640504,1000,10542.6257806746,18446.093350359257,16421.28026937435,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.2412233344001644e-11,6.000000000000001e-08,7.122367006838664e-08,0.0001624184651630613,7.34920199986482e-05,3.7389551759231116e-05,0.001189427742376755,0.0012031235474947418,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.4618364541848016,27,
32,323.2298896498614,321.4500245696452,357.77970444038414,1000,10542.6257806746,18442.99565155732,16423.88852219251,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.2412021425338818e-11,6.000000000000001e-08,7.121111317502341e-08,0.0001625651252469205,7.354180883252311e-05,3.7400004069458584e-05,0.0011926104086108257,0.0012036032629988483,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.4622798322086506,27,
33,323.295054865943,322.4605505237659,357.76571104605046,1000,10542.6257806746,18439.91460545616,16426.48305026613,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.2411810368809995e-11,6.000000000000001e-08,7.119850792477387e-08,0.0001627116214294747,7.359150819891255e-05,3.7410423368749607e-05,0.0011957648737884892,0.0012040803719950074,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.4627222752105653,27,
34,323.3581722451213,323.46423046600927,357.7515656954949,1000,10542.6257806746,18436.849933780333,16429.064547372403,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.2411600272500885e-11,6.000000000000001e-08,7.118589960693785e-08,0.00016285771103927222,7.364111978230953e-05,3.7420811233433616e-05,0.0011988908254828479,0.0012045549419734262,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.46316484751491954,27,
35,323.4196777732287,324.46128297501326,357.7376716054711,1000,10542.6257806746,18433.800140454394,16431.656166968685,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.241139107355698e-11,6.000000000000001e-08,7.117336525632859e-08,0.00016300398155545665,7.369074964631214e-05,3.743122063006566e-05,0.0012019896368282653,0.001205028704295436,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.46360725640407546,27,
36,323.47831997240394,325.4510952295903,357.7229521730523,1000,10542.6257806746,18430.767059000547,16434.21224124106,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.2411182865530848e-11,6.000000000000001e-08,7.116065570687961e-08,0.00016314999994628102,7.374013702746626e-05,3.744151897512596e-05,0.0012050571894728188,0.0012054983320322885,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.4640488186935665,27,
37,323.53501114899876,326.4341791951809,357.7086717572847,1000,10542.6257806746,18427.765299184553,16436.77048590982,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.241097554551008e-11,6.000000000000001e-08,7.114800709954381e-08,0.00016329600510160157,7.37895043606141e-05,3.745184749206916e-05,0.0012080967245610855,0.001205966597288035,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.4644904043726534,27,
38,323.5897346194477,327.40990291893036,357.6939342812859,1000,10542.6257806746,18424.762209457305,16439.302174296972,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.2410769179161169e-11,6.000000000000001e-08,7.113525936835304e-08,0.00016344171270779215,7.383875223286719e-05,3.746211373596666e-05,0.0012111054057659314,0.0012064308078287692,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.46493142010635413,27,
39,323.64231190176486,328.3785108099404,357.678878292881,1000,10542.6257806746,18421.773514583427,16441.81198210674,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.2410563715645557e-11,6.000000000000001e-08,7.112252251545287e-08,0.00016358726719630423,7.388795486658945e-05,3.747235159633736e-05,0.0012140839826020394,0.0012068933448647335,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.4653719943422224,27,
40,323.69306631078723,329.34016506778335,357.66416939573077,1000,10542.6257806746,18418.810541421903,16444.334450128863,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.2410359094788472e-11,6.000000000000001e-08,7.110976357222169e-08,0.0001637327514168502,7.393715895429482e-05,3.748260033778224e-05,0.0012170322752773554,0.001207354619728039,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.46581291581373946,27,
41,323.7413357647807,330.2945221749936,357.6492994926807,1000,10542.6257806746,18415.864080987434,16446.836411211447,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.2410155366265095e-11,6.000000000000001e-08,7.109697579606031e-08,0.00016387805020682378,7.398626793324591e-05,3.749281116784349e-05,0.0012199495710267954,0.001207813353710345,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.4662533902668541,27,
42,323.78736584412735,331.2414424564663,357.6341684289063,1000,10542.6257806746,18412.916656956564,16449.32850799608,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.2409952521057793e-11,6.000000000000001e-08,7.108415618427189e-08,0.0001640231244357156,7.403524540728162e-05,3.7502981440101255e-05,0.0012228361967723,0.0012082692505595806,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.46669350475387517,27,
43,323.83164840403214,332.18162694373655,357.6188543161782,1000,10542.6257806746,18409.9932372188,16451.805477666538,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.2409750736082603e-11,6.000000000000001e-08,7.107108254869169e-08,0.00016414541356553269,7.408400641168743e-05,3.751311182449339e-05,0.0012256958878646002,0.0012087237204809567,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.4671327050554684,27,
44,323.87376576208186,333.1143654525885,357.6034842660869,1000,10542.6257806746,18407.0679438392,16454.267333925578,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.2409549821503044e-11,6.000000000000001e-08,7.105799079484074e-08,0.00016426742069801254,7.413268159147312e-05,3.752320514051524e-05,0.0012285241109336164,0.0012091754544362335,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.4675717281603215,27,
45,323.9136426684042,334.03970519547914,357.58798987946494,1000,10542.6257806746,18404.161994665596,16456.723186726507,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.2409349721659456e-11,6.000000000000001e-08,7.104488462269119e-08,0.0001643890064609117,7.41813142193625e-05,3.753328212409558e-05,0.0012313210313853204,0.0012096254888788445,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.4680106718979746,27,
46,323.95131402007684,334.9575768486391,357.5724442369351,1000,10542.6257806746,18401.27632991959,16459.167437843495,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.2409150447637116e-11,6.000000000000001e-08,7.103175047197297e-08,0.00016452546770181304,7.42298955443938e-05,3.7543335749165425e-05,0.0012340855733059873,0.0012100737083582253,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.46844945858775144,27,
47,323.98666010311564,335.86801456317033,357.55681766608177,1000,10542.6257806746,18398.397637786024,16461.605170394283,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.2408951978071343e-11,6.000000000000001e-08,7.101860805069987e-08,0.00016466183253814295,7.427844133505026e-05,3.7553363337808256e-05,0.0012368178170965923,0.0012105201007835949,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.46888814901929055,27,
48,324.0196610965206,336.77083680978035,357.54091483800556,1000,10542.6257806746,18395.52171949606,16464.027108007802,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.2408754361432391e-11,6.000000000000001e-08,7.100540956099226e-08,0.00016479802974880096,7.432689649680063e-05,3.756335675927753e-05,0.0012395168168961204,0.0012109639104718392,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.46932647922159154,27,
49,324.0504126615179,337.66614970286696,357.52498438205237,1000,10542.6257806746,18392.66304050503,16466.445372716393,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.2408557507405252e-11,6.000000000000001e-08,7.099220843873566e-08,0.00016493414863270474,7.437531614687214e-05,3.7573328291585805e-05,0.0012421835855086633,0.0012114061495593239,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.4697648010972077,27,
50,324.0788585130645,338.5536658909266,357.5088555822851,1000,10542.6257806746,18389.809739132415,16468.849131727304,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.2408361481428672e-11,6.000000000000001e-08,7.09789727856142e-08,0.00016507009317465125,7.442366116875907e-05,3.7583267809863156e-05,0.0012448164153876693,0.0012118461905194665,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.47020287185598514,27,
51,324.1049808147058,339.43355040571146,357.49267851595494,1000,10542.6257806746,18386.971501191572,16471.247422037282,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.240816620276365e-11,6.000000000000001e-08,7.096572454031694e-08,0.00016520597617982515,7.447196336156168e-05,3.759319300100609e-05,0.001247416128458467,0.0012122845356127671,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.1175507179639963,27,
52,322.5886048560727,339.7649769704987,361.36680295451697,1000,10542.6257806746,17848.54032449006,16939.069647357246,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.2395925441801642e-11,6.000000000000001e-08,6.84003625305311e-08,0.00016549135641244847,7.550521656112877e-05,3.8425985810194305e-05,0.001248563254634588,0.0011858062479440084,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.12188537869752568,27,
53,320.95643226936585,342.6764592718896,367.2817346549377,1000,10542.6257806746,17712.766175133245,17065.18945414386,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.2394097591889727e-11,6.000000000000001e-08,6.959954357677695e-08,0.00016581827832408573,7.592034156989532e-05,3.862906895018406e-05,0.001249508213605512,0.0011965790713546738,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.12376327336151394,27,
54,319.3317871357245,345.4993940749498,373.29500437311145,1000,10542.6257806746,17581.91743377977,17188.44502719056,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.2392309883362665e-11,6.000000000000001e-08,7.074687306165641e-08,0.00016614279780309205,7.634152002087762e-05,3.88281411492078e-05,0.0012501770367860485,0.0012073043723680528,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.12561813030703972,27,
55,317.71906753627985,348.2420748738994,379.4026170356271,1000,10542.6257806746,17456.018976160143,17308.696212597242,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.2390560456109717e-11,6.000000000000001e-08,7.18435347166821e-08,0.00016626991554970701,7.669277986518395e-05,3.902373399943452e-05,0.0012506156525417286,0.0012179737224862629,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.12745133936218123,27,
56,316.1187449340805,350.9068748174695,385.6021542850053,1000,10542.6257806746,17334.82122576354,17426.095735351744,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.2388870869845622e-11,6.000000000000001e-08,7.289424782345777e-08,0.00016639590762542483,7.705443446660904e-05,3.921610167899405e-05,0.0012508250185710758,0.0012285833556658396,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.12926596148973693,27,
57,314.53068183059366,353.4980642969791,391.89037513361563,1000,10542.6257806746,17218.164715812803,17540.583361272114,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.2387210738414364e-11,6.000000000000001e-08,7.390177706619255e-08,0.00016664372541186467,7.742591139674953e-05,3.940543139278724e-05,0.0012508246998087673,0.0012391166254955629,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.13106381949720736,27,
58,312.95617175946916,356.0201394529789,398.2611633455617,1000,10542.6257806746,17105.90905499642,17652.19596197745,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.238556803670934e-11,6.000000000000001e-08,7.48687004850209e-08,0.00016688966454580113,7.787301705356725e-05,3.959195077864176e-05,0.001250634831455543,0.0012495659144271297,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.1328463551853225,27,
59,311.39573038237927,358.4756599343923,404.7102631923123,1000,10542.6257806746,16997.917346091257,17760.819347125478,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.2383950255255255e-11,6.000000000000001e-08,7.579774088650169e-08,0.00016713345728458991,7.832420146651328e-05,3.977572422293819e-05,0.0012502748591165832,0.0012599213213882014,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.1346147967337297,27,
60,309.85366591961446,360.86912025065214,411.2366147136651,1000,10542.6257806746,16894.42901453139,17866.59752172972,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.2382520420427666e-11,6.000000000000001e-08,7.668936545458079e-08,0.00016737720792114297,7.872209731075369e-05,3.996588865354595e-05,0.0012497753910124274,0.001270175886880793,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.13637266228652345,27,
61,308.3268920341562,363.2060897359615,417.8248286023516,1000,10542.6257806746,16794.98145370575,17969.099633531943,3.92222900057188e-11,1.09379321898551e-11,2.989372e-12,2.993296e-12,1.2380881973112674e-11,6.000000000000001e-08,7.734694473294618e-08,0.00016761642827509273,7.912752093464304e-05,4.015356330141965e-05,0.001249118134111294,0.0012802933765753376,1010000000.0,1011000000.0,1000000000.0,50000000.0,2000000000.0,0.13811662226045623,27,
