Iteration No,fo,f_lower,f_upper,Io,W,Rb,Rd,Rbias,C1,C2,Temp,
17,1000000000.0,50000000.0,2000000000.0,0.001038530165230197,8.846515064457653e-05,220.56407854976212,344.58339645834667,1000,3.343093208318272e-11,1.0577300272689541e-11,27,
18,1000000000.0,50000000.0,2000000000.0,0.0010490390519721617,8.885784744828785e-05,220.6226750732969,342.07414016533704,1000,3.343006287894855e-11,1.0575967532855183e-11,27,
19,1000000000.0,50000000.0,2000000000.0,0.0010595818944444824,8.925148771248378e-05,221.79991766748796,344.04996039893206,1000,3.3429260557439465e-11,1.0574634960946044e-11,27,
20,1000000000.0,50000000.0,2000000000.0,0.0010700643381262216,8.965106662297253e-05,221.65271645546255,341.11188842044515,1000,3.342845825518606e-11,1.0573302556940957e-11,27,
21,1000000000.0,50000000.0,2000000000.0,0.001080540267996477,9.005252409931019e-05,222.819496354884,343.04940394667324,1000,3.3427689400646175e-11,1.0571959747516226e-11,27,
22,1000000000.0,50000000.0,2000000000.0,0.0010909534345591597,9.044929552049177e-05,223.4416083887068,341.21489008416773,1000,3.342692056378997e-11,1.0570617108628291e-11,27,
23,1000000000.0,50000000.0,2000000000.0,0.001101385131300415,9.084600613064467e-05,224.59210923030034,341.94668228510176,1000,3.342615174461701e-11,1.0569253499021285e-11,27,
24,1000000000.0,50000000.0,2000000000.0,0.001103119812882213,9.098908859030043e-05,224.0175277508528,338.08097504186867,1000,3.3425382943126866e-11,1.0567890065319907e-11,27,
25,1000000000.0,50000000.0,2000000000.0,0.0011109387261159225,9.138643794017429e-05,225.16024115991004,339.9715238543028,1000,3.3424681010085083e-11,1.056651623961142e-11,27,
26,1000000000.0,50000000.0,2000000000.0,0.0010937236196160304,9.134092749408013e-05,225.72404240377446,339.0855580631386,1000,3.3424681010085083e-11,1.0573849401881717e-11,27,
27,1000000000.0,50000000.0,2000000000.0,0.0011025226261358414,9.17565287141782e-05,226.86146585344707,339.8682805596676,1000,3.342391224242186e-11,1.0572443079911268e-11,27,
28,1000000000.0,50000000.0,2000000000.0,0.0010855570079648634,9.171065044982114e-05,226.46249215549952,336.18999944859723,1000,3.342391224242186e-11,1.0579716920750244e-11,27,
29,1000000000.0,50000000.0,2000000000.0,0.0010960727987010194,9.21263748283102e-05,227.594804616277,338.127798605419,1000,3.34231434924403e-11,1.0578256919815183e-11,27,
30,1000000000.0,50000000.0,2000000000.0,0.0010792743869881272,9.206336038792762e-05,228.16652276547305,336.6749761640778,1000,3.34231434924403e-11,1.0585471291034495e-11,27,
31,1000000000.0,50000000.0,2000000000.0,0.0010897951537124876,9.246052172464113e-05,229.29366538793437,337.8811703786814,1000,3.342234133699646e-11,1.0583978739582458e-11,27,
32,1000000000.0,50000000.0,2000000000.0,0.0010899815086837723,9.247633247385604e-05,228.15889103792952,333.27168282531863,1000,3.342150577846304e-11,1.0582486398580175e-11,27,
33,1000000000.0,50000000.0,2000000000.0,0.0011005586892440398,9.287638508813793e-05,229.28074830516297,335.2199890831155,1000,3.3420737083830146e-11,1.0580973103025182e-11,27,
34,1000000000.0,50000000.0,2000000000.0,0.0010836276943687099,9.281304339350783e-05,229.8635799673547,335.9547912991857,1000,3.3420737083830146e-11,1.0588295136412475e-11,27,
35,1000000000.0,50000000.0,2000000000.0,0.0010903147608706594,9.321167541488294e-05,230.980716965996,335.6881551798246,1000,3.3419934986140144e-11,1.0586781010207973e-11,27,
36,1000000000.0,50000000.0,2000000000.0,0.001073687460767382,9.316432388377222e-05,231.24141720187833,333.01294437514497,1000,3.3419934986140144e-11,1.059404354198098e-11,27,
37,1000000000.0,50000000.0,2000000000.0,0.0010842954928797644,9.35671664202457e-05,232.35831324696343,334.99703549773227,1000,3.341913290770048e-11,1.059246502949323e-11,27,
38,1000000000.0,50000000.0,2000000000.0,0.0010678423930708069,9.351944716537139e-05,231.84170326384447,331.201965748257,1000,3.341913290770048e-11,1.0599689090643347e-11,27,
39,1000000000.0,50000000.0,2000000000.0,0.0010785389703221976,9.392204838541835e-05,232.9552389646207,333.2067312469314,1000,3.341829742937779e-11,1.059807793790157e-11,27,
40,1000000000.0,50000000.0,2000000000.0,0.0010829437234769932,9.430562603102438e-05,233.90662816055215,332.21288663653206,1000,3.3417428553644625e-11,1.059647762813294e-11,27,
41,1000000000.0,50000000.0,2000000000.0,0.0010665154671918474,9.42424412615836e-05,234.50776819492475,331.5305213673807,1000,3.3417428553644625e-11,1.0603725618830579e-11,27,
42,1000000000.0,50000000.0,2000000000.0,0.00107720941778138,9.463910769685355e-05,235.61018921320905,331.9305681964972,1000,3.341655970050223e-11,1.0602060833908426e-11,27,
43,1000000000.0,50000000.0,2000000000.0,0.0010609435555728808,9.457872794614297e-05,235.61160287434433,328.90468913681786,1000,3.341655970050223e-11,1.0609312643518815e-11,27,
44,1000000000.0,50000000.0,2000000000.0,0.0010716909137908333,9.497652607588444e-05,236.7076680509156,330.9392935438181,1000,3.341569086995001e-11,1.0607604544183206e-11,27,
45,1000000000.0,50000000.0,2000000000.0,0.0010740893580558973,9.518908354124228e-05,236.5367651145828,327.8586899733166,1000,3.341482206198739e-11,1.0605907327456135e-11,27,
46,1000000000.0,50000000.0,2000000000.0,0.0010796295109647494,9.560220416381127e-05,237.6234150135192,329.5497850961989,1000,3.341395327661378e-11,1.0604178564561753e-11,27,
47,1000000000.0,50000000.0,2000000000.0,0.001063290397945809,9.5556506310221e-05,238.23838441157426,327.76054946298325,1000,3.341395327661378e-11,1.06114954477713e-11,27,
48,1000000000.0,50000000.0,2000000000.0,0.0010740413271594393,9.596873707844328e-05,239.31927196164958,329.11518381391375,1000,3.34130510998753e-11,1.0609744551022418e-11,27,
49,1000000000.0,50000000.0,2000000000.0,0.0010578211550366767,9.592305595959392e-05,238.74777754020508,325.31061228902496,1000,3.34130510998753e-11,1.061706527476262e-11,27,
50,1000000000.0,50000000.0,2000000000.0,0.0010686246824930664,9.633552510022015e-05,239.8250075124665,327.36982846481453,1000,3.34121823605467e-11,1.0615281607796455e-11,27,
51,1000000000.0,50000000.0,2000000000.0,0.0010525034105329763,9.627387036415602e-05,240.4423170818035,326.0736621906463,1000,3.34121823605467e-11,1.062254246041619e-11,27,
52,1000000000.0,50000000.0,2000000000.0,0.0010633042005318658,9.667311810455615e-05,241.5139684890372,326.92493183140544,1000,3.341128023162296e-11,1.062072600565546e-11,27,
53,1000000000.0,50000000.0,2000000000.0,0.001064460012197844,9.677820178393581e-05,240.95212649367554,323.37463604669364,1000,3.341034471577646e-11,1.0618899240782486e-11,27,
54,1000000000.0,50000000.0,2000000000.0,0.0010724913629898772,9.717818609190885e-05,242.01544822789222,325.4332389797671,1000,3.340944263646916e-11,1.0617051552314596e-11,27,
55,1000000000.0,50000000.0,2000000000.0,0.0010562795835469222,9.713173491895694e-05,242.6451724241812,324.51334769091756,1000,3.340944263646916e-11,1.0624419786091905e-11,27,
56,1000000000.0,50000000.0,2000000000.0,0.0010653699256429274,9.753434596019604e-05,243.7028627307782,325.05106630804164,1000,3.3408507172075354e-11,1.0622549888209555e-11,27,
57,1000000000.0,50000000.0,2000000000.0,0.0010493488927011093,9.7487919611519e-05,243.66110830696368,322.00880502810924,1000,3.3408507172075354e-11,1.062987944763242e-11,27,
58,1000000000.0,50000000.0,2000000000.0,0.001060212801787244,9.789044723159494e-05,244.71274965041658,324.10411632242716,1000,3.340757173387452e-11,1.0627966069331843e-11,27,
59,1000000000.0,50000000.0,2000000000.0,0.0010443286935908672,9.784385137871267e-05,244.63215758486507,321.02037369032473,1000,3.340757173387452e-11,1.0635256854055399e-11,27,
60,1000000000.0,50000000.0,2000000000.0,0.001055210598578084,9.824628313943333e-05,245.6786939550132,323.13011958621763,1000,3.340663632186599e-11,1.0633321237307965e-11,27,
61,1000000000.0,50000000.0,2000000000.0,0.0010576133131110466,9.846998992614185e-05,245.90398131737,320.6862864917873,1000,3.340566752941267e-11,1.063137533952154e-11,27,
62,1000000000.0,50000000.0,2000000000.0,0.0010613837045722876,9.882103544022856e-05,246.78062901076643,321.82953310313053,1000,3.340469876505433e-11,1.0629397903708386e-11,27,
63,1000000000.0,50000000.0,2000000000.0,0.001045467194538522,9.87579876196177e-05,247.42966206506472,320.33946236486315,1000,3.340469876505433e-11,1.0636774705853562e-11,27,
64,1000000000.0,50000000.0,2000000000.0,0.001056358871771225,9.915983387124196e-05,248.461196326214,321.3077417797713,1000,3.3403730028790154e-11,1.0634774992208865e-11,27,
65,1000000000.0,50000000.0,2000000000.0,0.0010405832083801932,9.911243547065148e-05,248.2803165752884,318.0993768755195,1000,3.3403730028790154e-11,1.0642134256503473e-11,27,
66,1000000000.0,50000000.0,2000000000.0,0.0010515176567338518,9.952504053951578e-05,249.30596256306083,320.231915098093,1000,3.34027613206193e-11,1.064009096672622e-11,27,
67,1000000000.0,50000000.0,2000000000.0,0.0010519256455846647,9.956365625524511e-05,248.8841368744042,316.9830555754511,1000,3.3401759237779694e-11,1.0638058709351575e-11,27,
68,1000000000.0,50000000.0,2000000000.0,0.001059673077964396,9.997774150161073e-05,249.90232187835733,319.09891747141734,1000,3.3400790586761814e-11,1.0635994925961965e-11,27,
69,1000000000.0,50000000.0,2000000000.0,0.0010438076526411127,9.992995214117299e-05,250.56656224990996,317.9765402123644,1000,3.3400790586761814e-11,1.0643440122410136e-11,27,
70,1000000000.0,50000000.0,2000000000.0,0.0010533480545862528,0.00010034326242322894,251.57860059483744,318.60295399658304,1000,3.339978856304422e-11,1.0641354008146145e-11,27,
71,1000000000.0,50000000.0,2000000000.0,0.0010376552752690267,0.00010027904273527805,251.85768512243055,315.9957198230445,1000,3.339978856304422e-11,1.0648760390535815e-11,27,
72,1000000000.0,50000000.0,2000000000.0,0.0010486253668391709,0.00010068316727750127,252.86310100143942,318.1460706964404,1000,3.339875316959877e-11,1.0646619989697322e-11,27,
73,1000000000.0,50000000.0,2000000000.0,0.0010330637663952776,0.00010061893141677824,252.11968348449514,314.26426443918285,1000,3.339875316959877e-11,1.0654030037210151e-11,27,
74,1000000000.0,50000000.0,2000000000.0,0.0010440679616349204,0.00010102432509145647,253.12261558539657,316.42985948543344,1000,3.3397717808250516e-11,1.0651877923142636e-11,27,
75,1000000000.0,50000000.0,2000000000.0,0.0010478067690055347,0.00010138609319960894,254.02904767180777,315.51252932278504,1000,3.3396715876716245e-11,1.0649736895680078e-11,27,
76,1000000000.0,50000000.0,2000000000.0,0.0010322594121670303,0.00010133763064705951,254.70933746147276,314.7022931474841,1000,3.3396715876716245e-11,1.0657170412033261e-11,27,
77,1000000000.0,50000000.0,2000000000.0,0.0010432395555342513,0.0001017405490665123,255.69837381883568,314.97986057004016,1000,3.339564718180819e-11,1.0654975034928387e-11,27,
78,1000000000.0,50000000.0,2000000000.0,0.001044011552805347,0.00010181583707282155,255.61484568338832,312.2311363201324,1000,3.339461191674556e-11,1.065276945509616e-11,27,
79,1000000000.0,50000000.0,2000000000.0,0.0010501367685856562,0.00010222045320934899,256.5930836978187,314.0629963969227,1000,3.3393576683776145e-11,1.065053237351059e-11,27,
80,1000000000.0,50000000.0,2000000000.0,0.0010345380370250842,0.00010215523656020139,257.2863982099702,312.9577040249364,1000,3.3393576683776145e-11,1.0658072950431035e-11,27,
81,1000000000.0,50000000.0,2000000000.0,0.0010450520470953704,0.00010256099715981851,258.2594553680003,313.5105959687139,1000,3.3392508089322266e-11,1.0655802780892597e-11,27,
82,1000000000.0,50000000.0,2000000000.0,0.0010295955183084204,0.00010249550170703224,258.48253988554717,310.8538862777684,1000,3.3392508089322266e-11,1.0663310859532013e-11,27,
83,1000000000.0,50000000.0,2000000000.0,0.0010406451374109064,0.00010290251134431086,259.4477136894797,313.0441627604815,1000,3.3391439529063405e-11,1.0660996921075493e-11,27,
84,1000000000.0,50000000.0,2000000000.0,0.0010253087337628274,0.0001028367978005664,258.7726134419455,309.30939981147316,1000,3.3391439529063405e-11,1.0668478808714708e-11,27,
85,1000000000.0,50000000.0,2000000000.0,0.0010363861693224012,0.00010324505988783463,259.73498879133615,311.51261066633026,1000,3.339037100299847e-11,1.0666142411855595e-11,27,
86,1000000000.0,50000000.0,2000000000.0,0.0010402145798318785,0.00010362644713906033,260.6908135500883,310.3955264444808,1000,3.33892691207554e-11,1.0663817192809817e-11,27,
87,1000000000.0,50000000.0,2000000000.0,0.0010248836893114004,0.00010357662354327586,261.4008310498734,309.7322318975041,1000,3.33892691207554e-11,1.067133091840387e-11,27,
88,1000000000.0,50000000.0,2000000000.0,0.0010359360350169337,0.00010399134434394316,262.348147661598,309.82917808608795,1000,3.338813388560528e-11,1.0668951211609065e-11,27,
89,1000000000.0,50000000.0,2000000000.0,0.0010374536813082332,0.00010414369166340699,262.6765200930876,307.63094006756705,1000,3.338706546532094e-11,1.0666561366537663e-11,27,
90,1000000000.0,50000000.0,2000000000.0,0.001041474851776984,0.00010454735261229436,263.6119111811392,308.82331759126896,1000,3.338599707922605e-11,1.0664140057107461e-11,27,
91,1000000000.0,50000000.0,2000000000.0,0.0010261230958718503,0.00010448048412556353,264.3364221578294,307.58860079109667,1000,3.338599707922605e-11,1.0671758518764257e-11,27,
92,1000000000.0,50000000.0,2000000000.0,0.0010372134342920333,0.00010488942074043098,265.26477167244764,308.20100969527164,1000,3.3384861955325346e-11,1.0669293342546419e-11,27,
93,1000000000.0,50000000.0,2000000000.0,0.001021981125238707,0.00010482239640057782,265.59168397705673,305.6727751725393,1000,3.3384861955325346e-11,1.0676902682558321e-11,27,
94,1000000000.0,50000000.0,2000000000.0,0.0010331033458246795,0.00010523256643769326,266.5114279786693,307.8350024931847,1000,3.338372687001885e-11,1.067439361042792e-11,27,
95,1000000000.0,50000000.0,2000000000.0,0.0010179847048412119,0.00010518186538718358,265.72434866213416,304.03282976572393,1000,3.338372687001885e-11,1.0681983104284934e-11,27,
96,1000000000.0,50000000.0,2000000000.0,0.0010291367272827466,0.00010558723629638574,266.6418948380644,306.27233558977804,1000,3.338259182330526e-11,1.0679462156272322e-11,27,
97,1000000000.0,50000000.0,2000000000.0,0.001034396645095889,0.0001059927968710002,267.5530101927262,305.7713761395318,1000,3.338145681518329e-11,1.067694180320344e-11,27,
98,1000000000.0,50000000.0,2000000000.0,0.0010192416998485892,0.00010594155995299275,268.2946671369805,304.3799940695464,1000,3.338145681518329e-11,1.0684577951981088e-11,27,
99,1000000000.0,50000000.0,2000000000.0,0.0010303707999692363,0.00010634721018605273,269.196673807895,305.07469067601096,1000,3.338032184565156e-11,1.0682013653272615e-11,27,
100,1000000000.0,50000000.0,2000000000.0,0.0010310384802476164,0.00010641612317825329,269.2993274728405,302.6609397233824,1000,3.3379186914708794e-11,1.0679428605968522e-11,27,
101,1000000000.0,50000000.0,2000000000.0,0.0010366359881568811,0.00010682720866209087,270.1904389474483,304.30408596514076,1000,3.3378052022353715e-11,1.0676812145960063e-11,27,
102,1000000000.0,50000000.0,2000000000.0,0.001021435172680944,0.00010675886061398886,270.9461616051842,302.8331814482805,1000,3.3378052022353715e-11,1.06845613762156e-11,27,
103,1000000000.0,50000000.0,2000000000.0,0.001032591287636965,0.00010717073629823764,271.8299879843404,303.6124721685409,1000,3.3376883790532947e-11,1.0681922289555675e-11,27,
104,1000000000.0,50000000.0,2000000000.0,0.001017503889815044,0.00010711880135942753,272.1347094008709,301.07079047819786,1000,3.3376883790532947e-11,1.0689662410446688e-11,27,
105,1000000000.0,50000000.0,2000000000.0,0.0010286882925718908,0.00010753635044712662,273.0098946263042,303.23689445875857,1000,3.33756822227165e-11,1.0686979305181671e-11,27,
106,1000000000.0,50000000.0,2000000000.0,0.0010137087393931174,0.00010748423833169993,272.2823596584443,299.56214847694946,1000,3.33756822227165e-11,1.0694699579031733e-11,27,
107,1000000000.0,50000000.0,2000000000.0,0.001028757245629408,0.00010807572409523933,273.9261282637023,305.436861770731,1000,3.377662429325798e-11,1.0690671955170264e-11,27,
108,1000000000.0,50000000.0,2000000000.0,0.0010318298006030215,0.00010791144899461455,271.17225758755785,299.8168235141495,1000,3.376761719344645e-11,1.0691527208926676e-11,27,
109,1000000000.0,50000000.0,2000000000.0,0.0010359571198054333,0.00010833079288540759,272.04624577376234,301.016090808206,1000,3.376619895352431e-11,1.0688854327124441e-11,27,
110,1000000000.0,50000000.0,2000000000.0,0.0010207706100033576,0.00010826111451942369,272.81417791633254,301.5118041065489,1000,3.376619895352431e-11,1.0696657190783242e-11,27,
111,1000000000.0,50000000.0,2000000000.0,0.0010293052730735955,0.00010867467197688791,273.68390951552976,302.1973414451526,1000,3.3764747006969315e-11,1.0693854666599254e-11,27,
112,1000000000.0,50000000.0,2000000000.0,0.0010143095304112407,0.00010860485936760996,273.8626798452253,299.52416420219697,1000,3.3764747006969315e-11,1.0701825865867738e-11,27,
113,1000000000.0,50000000.0,2000000000.0,0.0010255196793413459,0.00010902016434983177,274.72534728673793,301.7882673594015,1000,3.376329512284802e-11,1.0698989882013285e-11,27,
114,1000000000.0,50000000.0,2000000000.0,0.001010627287661887,0.00010896689709753044,274.08433979142546,298.2215525427878,1000,3.376329512284802e-11,1.0706939231495622e-11,27,
115,1000000000.0,50000000.0,2000000000.0,0.0010218593993369612,0.00010937476019336651,274.9444164496909,300.4954918809265,1000,3.3761843301157745e-11,1.0704080478720814e-11,27,
116,1000000000.0,50000000.0,2000000000.0,0.001025259125558555,0.00010973865002052979,275.7978439183506,299.0912764473669,1000,3.376039154189577e-11,1.0701222489232994e-11,27,
117,1000000000.0,50000000.0,2000000000.0,0.001026244399578217,0.00010984410886319954,276.0628856463562,298.796472145882,1000,3.375893984505948e-11,1.0698343860383398e-11,27,
118,1000000000.0,50000000.0,2000000000.0,0.0010113279372303476,0.00010979026328103482,276.8458552026264,298.9964466648068,1000,3.3758230907322724e-11,1.0703686613307276e-11,27,
119,1000000000.0,50000000.0,2000000000.0,0.0010225253601513615,0.00011019824389938713,277.20132528070656,298.3169274070199,1000,3.37567455451628e-11,1.0700785914235063e-11,27,
120,1000000000.0,50000000.0,2000000000.0,0.0010253669581272225,0.00011050448481918356,277.97166776366174,298.38225881412205,1000,3.375526024835882e-11,1.0697853898894561e-11,27,
121,1000000000.0,50000000.0,2000000000.0,0.0010104851922437472,0.0001104332757291661,278.7628307244507,297.2812879555498,1000,3.375526024835882e-11,1.070589440588497e-11,27,
122,1000000000.0,50000000.0,2000000000.0,0.001021717745640729,0.00011085049264487094,279.59215014585595,297.6896533514382,1000,3.375374126164764e-11,1.0702928873134544e-11,27,
123,1000000000.0,50000000.0,2000000000.0,0.0010221529974003718,0.00011089771495473766,279.6441542857831,295.2920608833457,1000,3.375225609703213e-11,1.0699953458907814e-11,27,
124,1000000000.0,50000000.0,2000000000.0,0.0010321022258158678,0.00011149221542506693,281.19757756284054,298.7987131647476,1000,3.3950017315955865e-11,1.069566491756148e-11,27,
125,1000000000.0,50000000.0,2000000000.0,0.0010326251576102809,0.00011141788728145017,278.39310038928033,293.32472073956933,1000,3.3939153310414754e-11,1.0696520570754883e-11,27,
126,1000000000.0,50000000.0,2000000000.0,0.0010364698275970958,0.00011159214485715832,279.1218221688593,295.12549986513363,1000,3.414751256041804e-11,1.0695258381327529e-11,27,
127,1000000000.0,50000000.0,2000000000.0,0.0010214012146555582,0.00011153699601916992,279.9326710622599,295.5942772091194,1000,3.414751256041804e-11,1.0703498008384504e-11,27,
128,1000000000.0,50000000.0,2000000000.0,0.0010250527239979515,0.00011193574077993841,280.74727513505104,296.6510267501419,1000,3.41457368897649e-11,1.0700490325444146e-11,27,
129,1000000000.0,50000000.0,2000000000.0,0.0010101939697319668,0.00011188042213684494,281.55318826305376,295.05219637636935,1000,3.41457368897649e-11,1.0708594876816634e-11,27,
130,1000000000.0,50000000.0,2000000000.0,0.0010214485407487508,0.00011230209944787872,282.35983814742735,295.8745068476704,1000,3.414396131144662e-11,1.0705564344466499e-11,27,
131,1000000000.0,50000000.0,2000000000.0,0.0010066894264937638,0.0001122295522916354,283.07351205033956,293.79342419133957,1000,3.414396131144662e-11,1.0713674880013865e-11,27,
132,1000000000.0,50000000.0,2000000000.0,0.0010179713948964791,0.000112649627505863,283.87064706027337,295.0962021653453,1000,3.41421516814971e-11,1.0710578627973536e-11,27,
133,1000000000.0,50000000.0,2000000000.0,0.0010188102033258735,0.0001127424507989278,283.3778476169766,292.1601916846015,1000,3.4140342147457974e-11,1.0707483270750048e-11,27,
134,1000000000.0,50000000.0,2000000000.0,0.0010274566417594595,0.0001132254169096602,284.32512308599075,294.6043454161965,1000,3.415764447285831e-11,1.070304394818599e-11,27,
135,1000000000.0,50000000.0,2000000000.0,0.001012707912649659,0.00011316923445778961,285.167350965596,293.0023851872718,1000,3.415764447285831e-11,1.0711298135678829e-11,27,
136,1000000000.0,50000000.0,2000000000.0,0.0010220471050201145,0.00011358003877887141,285.946713335785,293.8461343891496,1000,3.415583411770127e-11,1.0708159725325073e-11,27,
137,1000000000.0,50000000.0,2000000000.0,0.0010073778673311815,0.00011352368036362934,286.22085998141705,291.2946292247641,1000,3.415583411770127e-11,1.071638145036218e-11,27,
138,1000000000.0,50000000.0,2000000000.0,0.0010226366198876468,0.00011411150598055218,287.7027971060567,295.8615658413918,1000,3.4434832633108274e-11,1.0711839847903506e-11,27,
139,1000000000.0,50000000.0,2000000000.0,0.0010259635976910147,0.00011392892757098329,284.82576913499616,290.4650508804449,1000,3.441922217564794e-11,1.0712696795091341e-11,27,
140,1000000000.0,50000000.0,2000000000.0,0.0010111743324302989,0.00011387216817926745,285.6586566491008,290.9080100830376,1000,3.441922217564794e-11,1.0720958426859718e-11,27,
141,1000000000.0,50000000.0,2000000000.0,0.0010224903843845266,0.00011428415768373999,286.43136331533657,293.20472882264306,1000,3.4417225860761745e-11,1.0717785023165362e-11,27,
142,1000000000.0,50000000.0,2000000000.0,0.001007838710670527,0.000114210147263224,287.2687167628526,291.3532582420195,1000,3.4417225860761745e-11,1.0726039861190202e-11,27,
143,1000000000.0,50000000.0,2000000000.0,0.0010191486766816717,0.00011463226796750894,288.03285154944194,292.38222083237747,1000,3.441519524443598e-11,1.0722832775271705e-11,27,
144,1000000000.0,50000000.0,2000000000.0,0.0010045883033676561,0.00011455803211077321,288.3987876862405,289.930966261511,1000,3.441519524443598e-11,1.0731087211942112e-11,27,
145,1000000000.0,50000000.0,2000000000.0,0.0010159180502530365,0.0001149814385974546,289.1541041111905,291.91158133569866,1000,3.441316474791655e-11,1.0727835692516887e-11,27,
146,1000000000.0,50000000.0,2000000000.0,0.0010014030195182409,0.00011492399387073132,288.76453642519164,288.71359265830563,1000,3.441316474791655e-11,1.073607467032874e-11,27,
147,1000000000.0,50000000.0,2000000000.0,0.001016764942398859,0.00011552371324034643,290.21332585734433,294.23668368585913,1000,3.479274195508609e-11,1.0731387300127671e-11,27,
148,1000000000.0,50000000.0,2000000000.0,0.0010202626138007109,0.00011544361679916647,287.3189316207937,288.885499198559,1000,3.4773258019591256e-11,1.0732245811111684e-11,27,
149,1000000000.0,50000000.0,2000000000.0,0.0010232172943302775,0.00011577794151341683,288.0734311352297,289.72211160423797,1000,3.4770997757819974e-11,1.0729004672876724e-11,27,
150,1000000000.0,50000000.0,2000000000.0,0.0010085953145508389,0.0001157197515200122,288.9378242726941,290.15791160451306,1000,3.4770997757819974e-11,1.0737326088901008e-11,27,
151,1000000000.0,50000000.0,2000000000.0,0.001018661095790056,0.00011614502160684818,289.6864621753846,291.03660648015534,1000,3.4768702871967945e-11,1.0734083416422154e-11,27,
152,1000000000.0,50000000.0,2000000000.0,0.001004156991643759,0.00011606941119778213,290.32361789272386,288.85654827321474,1000,3.4768702871967945e-11,1.0742385156536417e-11,27,
153,1000000000.0,50000000.0,2000000000.0,0.0010154999490213667,0.00011649468952041077,291.06336247111454,290.36351288555596,1000,3.4766408137578386e-11,1.0739087244293357e-11,27,
154,1000000000.0,50000000.0,2000000000.0,0.0010010664451459363,0.00011641885147753298,291.0853086486449,287.57290659348286,1000,3.4766408137578386e-11,1.0747384263098299e-11,27,
155,1000000000.0,50000000.0,2000000000.0,0.0010124265471654524,0.00011684541014934663,291.8185525411307,289.89707082457136,1000,3.476407878823315e-11,1.0744041826592476e-11,27,
156,1000000000.0,50000000.0,2000000000.0,0.0010127090141721115,0.00011687801001877829,290.6860047387186,286.40642019477264,1000,3.476178435903311e-11,1.0740721917668062e-11,27,
157,1000000000.0,50000000.0,2000000000.0,0.0010234832253738888,0.00011729281007633499,291.4164986686271,288.712564690181,1000,3.4759524843049796e-11,1.0737392293873587e-11,27,
158,1000000000.0,50000000.0,2000000000.0,0.0010090842492693935,0.00011723289690894802,292.36074640761325,289.0647747715988,1000,3.4759524843049796e-11,1.0745767459862812e-11,27,
159,1000000000.0,50000000.0,2000000000.0,0.0010137775001127455,0.00011764684626793349,292.3191337280412,287.31044065350994,1000,3.475719595488529e-11,1.0742425526182794e-11,27,
