n,Io,W,Rb,Rd,fo,Vg,Vs,Vd,Vth,iip3,gain,s11,nf,FOM,PWR,gm
253,0.00011620219060959646,2.3358020104591124e-05,78.22885381334686,4300.890580643751,2000000000.0,0.5576988,0.0114492,1.1705,0.4983547,-1.7388,18.4647,-17.7674,9.91539506177763,13.54291908001393,0.00047260289999999995,0.0026099
254,0.00011582946884568435,2.3163437380653605e-05,76.85786046103146,4332.676440522696,2000000000.0,0.5577256,0.0112105,1.168,0.4982982,-1.6572,18.4915,-18.223,9.985964591693481,13.587202978718977,0.0004710391,0.0025981000000000003
255,0.0001153799954452161,2.2978694077928784e-05,75.54474350924781,4362.747593454271,2000000000.0,0.5576994999999999,0.010977,1.166,0.49823970000000006,-1.5752,18.513,-18.6918,10.056562272585232,13.629008013796621,0.00046923079999999995,0.0025857000000000002
256,0.00011488057943691278,2.2806563813824406e-05,74.28727955223846,4391.960454581435,2000000000.0,0.5576310999999999,0.0107499,1.1644,0.498181,-1.4938,18.531,-19.1752,10.126754966307654,13.66888400748475,0.00046725909999999996,0.0025731
257,0.00011431131435131083,2.2642005737218688e-05,73.07720878349224,4419.968424228687,2000000000.0,0.5575184000000001,0.0105267,1.1633,0.4981207,-1.412,18.545,-19.6751,10.19729767112478,13.707206612203427,0.0004650495,0.0025598
258,0.00011367187492132743,2.248578454024538e-05,71.91080553770962,4446.6930050965275,2000000000.0,0.5573569,0.0103073,1.1626,0.4980588,-1.3295,18.5549,-20.1936,10.268117651843824,13.744209060304737,0.0004626104,0.0025459000000000002
259,0.00011297660335142927,2.2338629330608875e-05,70.79178282729131,4472.129240861397,2000000000.0,0.5571532,0.0100933,1.1624,0.4979955,-1.2463,18.5606,-20.7303,10.338700051082876,13.779872555411085,0.0004599969,0.0025318000000000003
260,0.00011219651816045516,2.2199006853677438e-05,69.71276498033794,4496.821935728515,2000000000.0,0.5568943000000001,0.0098811,1.1626,0.4979303,-1.1622,18.5624,-21.2875,10.409988414379214,13.814842786873434,0.0004570871,0.0025167
261,0.00011136692632303849,2.2067684255100874e-05,68.67055453397352,4520.689380024102,2000000000.0,0.5565936,0.0096732,1.1632,0.4978642,-1.0771,18.5607,-21.8688,10.481291221395947,13.849161901824248,0.0004540142,0.0025012
262,0.00011046541652810119,2.1947478241521168e-05,67.6622016611731,4543.286722333882,2000000000.0,0.5562351999999999,0.009468,1.1643,0.4977954,-0.9896669000000001,18.5541,-22.4774,10.552979165156266,13.883023177660338,0.0004507123,0.0024853
