Iteration No,Io,gain_db,gain_fo,gain_lower,gain_upper,f_lower,f_upper,iip3_dbm,s11_db,s12_db,s21_db,s22_db,Kf,nf_db,p_source,gm1,vdsat,vg,vd,vs,
106,0.0009663183,10.027463000000001,12.17376,7.027463,11.82063,50000000.0,2000000000.0,7.8995579477034426,-15.0937,-67.0581,-86.9718,-7.603189999999999e-07,4.409645857658282,4.029157,0.003927632,0.01842384,0.05691758,0.6523168,0.6916274,0.2767005,
107,0.0009750577,10.105845,12.24123,7.105845,11.88539,50000000.0,2000000000.0,8.376801224741754,-15.0327,-66.987,-86.8615,-7.625889999999999e-07,4.33326735994778,4.003264,0.003973333,0.01857524,0.05707218,0.6579692,0.6860169,0.2803411,
108,0.0009783917,10.064298,12.22064,7.064298,11.86812,50000000.0,2000000000.0,8.36817823106685,-15.0767,-67.0191,-86.8864,-7.584969999999999e-07,4.337969806751823,4.002,0.003988311,0.01863941,0.0570534,0.6598805,0.6871957,0.2820244,
109,0.0009797419,10.08459,12.23409,7.08459,11.88084,50000000.0,2000000000.0,8.470237666698665,-15.0518,-67.0021,-86.8571,-7.59158e-07,4.319172455894353,3.995589,0.003996137,0.018666,0.05705094,0.6612886,0.6860166,0.2830833,
110,0.0009663054,10.048306,12.17628,7.048306,11.81958,50000000.0,2000000000.0,7.916867714339645,-15.0392,-67.0457,-86.9414,-7.59887e-07,4.386183301791812,4.017658,0.003932035,0.01844811,0.05684938,0.65612,0.6913407,0.2800669,
111,0.0009758646,10.065627,12.20561,7.065627,11.85174,50000000.0,2000000000.0,8.281689051668735,-15.0387,-67.0241,-86.8819,-7.58009e-07,4.335657361312953,3.999068,0.003979329,0.0186121,0.05694188,0.6616584,0.6882387,0.2839501,
112,0.0009628807,10.001401999999999,12.13075,7.001402,11.77517,50000000.0,2000000000.0,7.695713808738006,-15.0546,-67.0906,-86.9924,-7.56751e-07,4.41584729691613,4.024509,0.003916437,0.01840227,0.05673491,0.6564999,0.6946673,0.2810419,
113,0.0009720556,10.052835,12.18117,7.052835,11.82633,50000000.0,2000000000.0,8.117821758680662,-15.0193,-67.0409,-86.9002,-7.57265e-07,4.3487587993246875,4.001723,0.003963048,0.018559,0.05683618,0.6620632,0.6901418,0.2848124,
114,0.0009753299,9.963198,12.1374,6.963198,11.78826,50000000.0,2000000000.0,7.974071667147513,-15.1295,-67.1102,-86.9805,-7.506789999999999e-07,4.384385622090828,4.010479,0.003973921,0.01862029,0.05681634,0.6616693,0.69321,0.2847708,
115,0.000985084,10.273594,12.28162,7.273594,11.92595,50000000.0,2000000000.0,8.891162838899945,-14.9338,-66.9389,-86.7373,-7.60632e-07,4.2395290494820905,3.965585,0.004030038,0.01878765,0.05701513,0.6695796,0.6818981,0.2896664,
116,0.0009911519,10.119662,12.21514,7.119662,11.86965,50000000.0,2000000000.0,8.612689936009872,-15.142,-67.0533,-86.8818,-7.50253e-07,4.305378927205517,3.983778,0.004049215,0.01888702,0.05705861,0.6674338,0.6868663,0.288102,
117,0.0009769526,10.116961,12.17733,7.116961,11.82633,50000000.0,2000000000.0,8.108318412601662,-15.0946,-67.0694,-86.935,-7.533489999999999e-07,4.357164426556506,4.001893,0.003982601,0.01865581,0.05686041,0.6621404,0.690812,0.2848773,
118,0.0009782294,10.136022,12.19017,7.136022,11.83846,50000000.0,2000000000.0,8.199373063309409,-15.0712,-67.0532,-86.9072,-7.53978e-07,4.339242960480266,3.995818,0.003990001,0.01868101,0.05685802,0.6634854,0.6897088,0.2858906,
119,0.0009644085,10.132844,12.15206,7.132844,11.79488,50000000.0,2000000000.0,7.741078570618356,-15.022,-67.0697,-86.9594,-7.57025e-07,4.390640873635137,4.013952,0.003925244,0.01845484,0.05666611,0.6583051,0.6935698,0.2827349,
120,0.0009751346,10.111347,12.16584,7.111347,11.8137,50000000.0,2000000000.0,8.014061079449135,-15.0787,-67.0771,-86.9396,-7.52694e-07,4.359520899536404,4.00124,0.003974871,0.01864023,0.05675394,0.6624865,0.6917538,0.2856216,
121,0.0009759732,10.123705000000001,12.17427,7.123705,11.82167,50000000.0,2000000000.0,8.072416108319288,-15.0635,-67.0665,-86.9214,-7.53105e-07,4.347775020954069,3.997256,0.003979717,0.01865678,0.05675244,0.6633712,0.6910324,0.2862882,
122,0.0009623297,10.111998,12.13095,7.111998,11.7734,50000000.0,2000000000.0,7.6096774443402495,-15.0228,-67.09,-86.9814,-7.55529e-07,4.403024318786872,4.016373,0.003915502,0.01843371,0.0565584,0.658196,0.6952204,0.2831709,
123,0.0009730039,10.093039000000001,12.14614,7.093039,11.79349,50000000.0,2000000000.0,7.881287755229337,-15.0767,-67.0954,-86.9591,-7.51367e-07,4.370539600268819,4.003241,0.003965052,0.01861838,0.05664671,0.6624573,0.6933158,0.2861124,
124,0.0009751292,10.127081,12.17071,7.127081,11.81498,50000000.0,2000000000.0,8.014681862425078,-15.041,-67.0667,-86.9182,-7.5242e-07,4.342498216093531,3.992928,0.003977571,0.0186632,0.05669045,0.6648136,0.6914563,0.2877775,
125,0.0009620846,10.067558,12.09825,7.067558,11.74055,50000000.0,2000000000.0,7.467715245208183,-15.0512,-67.1294,-87.0241,-7.51515e-07,4.420653806183666,4.017988,0.003914593,0.01845032,0.05649068,0.6596386,0.6976143,0.2848205,
126,0.0009713867,10.112892,12.14568,7.112892,11.78907,50000000.0,2000000000.0,7.85947574962681,-15.0233,-67.0845,-86.9374,-7.51611e-07,4.35614880421477,3.995894,0.003961569,0.01861036,0.05658869,0.6652196,0.6933605,0.2886309,
127,0.0009595173,10.012233,12.05446,7.012233,11.69833,50000000.0,2000000000.0,7.263181493984888,-15.089,-67.1788,-87.0846,-7.48038e-07,4.4552766283185035,4.027085,0.003901189,0.01841801,0.05638655,0.658845,0.7008302,0.2848055,
128,0.0009684668,10.091762,12.12333,7.091762,11.76618,50000000.0,2000000000.0,7.701769530326189,-15.0262,-67.1056,-86.9652,-7.50501e-07,4.373842444858005,4.000563,0.003947565,0.01857166,0.05649099,0.6644438,0.6951904,0.2885079,
129,0.0009704087,10.00736,12.07792,7.00736,11.72599,50000000.0,2000000000.0,7.555915558866275,-15.1247,-67.1724,-87.0449,-7.44631e-07,4.41206778210964,4.010571,0.003952834,0.0186078,0.0564751,0.6638858,0.698333,0.2883304,
130,0.0009787533,10.084959,12.14321,7.084959,11.79014,50000000.0,2000000000.0,8.004197015440411,-15.0596,-67.1017,-86.9292,-7.47137e-07,4.3347811673736265,3.985552,0.003996403,0.01875085,0.05657318,0.6692105,0.6928928,0.2918537,
131,0.0009651323,10.064916,12.09467,7.064916,11.73713,50000000.0,2000000000.0,7.52655563345607,-15.0283,-67.1322,-86.9978,-7.489649999999999e-07,4.394256909363389,4.005738,0.003931937,0.01852753,0.05637862,0.6639648,0.6974188,0.2887114,
132,0.0009706568,10.03768,12.09337,7.03768,11.74047,50000000.0,2000000000.0,7.610012617458381,-15.075,-67.1481,-87.0066,-7.45666e-07,4.387108285108269,4.000474,0.003957469,0.0186309,0.0564396,0.6665528,0.6973331,0.2906084,
133,0.0009709837,10.042169999999999,12.09663,7.04217,11.74355,50000000.0,2000000000.0,7.630587434522013,-15.0692,-67.144,-86.9996,-7.45822e-07,4.382539611204829,3.998944,0.00395933,0.01863735,0.0564391,0.6668998,0.69706,0.2908703,
134,0.0009573717,10.038249,12.05743,7.038249,11.69898,50000000.0,2000000000.0,7.22272698847938,-15.0188,-67.1614,-87.0518,-7.48751e-07,4.434382967600729,4.017274,0.003895552,0.01841232,0.05625459,0.6617312,0.7008258,0.2877046,
135,0.0009683711,10.012032999999999,12.07106,7.012033,11.71794,50000000.0,2000000000.0,7.465413263974369,-15.0861,-67.1717,-87.0369,-7.44183e-07,4.405147140516093,4.005204,0.003945885,0.01860377,0.05634229,0.6656556,0.699121,0.2903833,
136,0.0009721806,10.062625,12.10908,7.062625,11.75431,50000000.0,2000000000.0,7.6905395325474615,-15.035,-67.1274,-86.9657,-7.4603e-07,4.3589116860066275,3.990139,0.003966711,0.01867427,0.05636177,0.6686717,0.6960623,0.2925177,
137,0.0009594161,9.98986,12.02866,6.98986,11.67272,50000000.0,2000000000.0,7.1553661759881635,-15.0588,-67.201,-87.0842,-7.44206e-07,4.443646652003227,4.017039,0.003904493,0.01846526,0.0561625,0.663359,0.7026204,0.289488,
138,0.0009713406,10.123021999999999,12.11643,7.123022,11.75927,50000000.0,2000000000.0,7.743169646573008,-14.9729,-67.1074,-86.926,-7.470710000000001e-07,4.3358897367082125,3.981691,0.003966967,0.0186709,0.05629961,0.671499,0.6953408,0.2949891,
139,0.0009777309,9.971033,12.05111,6.971033,11.70419,50000000.0,2000000000.0,7.558533589793015,-15.1765,-67.2202,-87.0651,-7.3677e-07,4.399316005587375,3.99897,0.003987952,0.01877877,0.05633755,0.6695057,0.6998661,0.2935305,
140,0.0009797563,10.156956000000001,12.11683,7.156956,11.7647,50000000.0,2000000000.0,7.858573395093927,-15.071,-67.138,-86.9542,-7.423519999999999e-07,4.337091705051765,3.980713,0.004002049,0.01881259,0.05638402,0.6720016,0.6951155,0.2950304,
141,0.0009659124,10.153076,12.07805,7.153076,11.72044,50000000.0,2000000000.0,7.42355087866278,-15.022,-67.1549,-87.0071,-7.45305e-07,4.3887719171455934,3.998907,0.003937043,0.01858417,0.05619492,0.6667258,0.6989359,0.2918016,
142,0.0009542576,10.049568,11.98468,7.049568,11.62777,50000000.0,2000000000.0,6.8781949126851885,-15.0893,-67.2518,-87.1563,-7.41525e-07,4.489572349520016,4.030677,0.003877537,0.01839405,0.05599745,0.6602586,0.7063288,0.2878938,
143,0.000963197,10.131888,12.05804,7.131888,11.69818,50000000.0,2000000000.0,7.270813622887559,-15.0309,-67.1759,-87.0415,-7.44066e-07,4.409030144016811,4.003712,0.003924012,0.01855086,0.05614704,0.665997,0.7007153,0.2915905,
144,0.0009669768,10.091531,12.04053,7.091531,11.68396,50000000.0,2000000000.0,7.2810259010555285,-15.0776,-67.2064,-87.0639,-7.400779999999999e-07,4.411801325294793,4.002236,0.003940906,0.01862384,0.0561308,0.6678414,0.7016092,0.2931916,
145,0.0009684646,10.113955,12.05597,7.113955,11.69851,50000000.0,2000000000.0,7.370131977053887,-15.0505,-67.1872,-87.0311,-7.408219999999999e-07,4.390425377072482,3.995067,0.003949554,0.01865347,0.05612775,0.6694701,0.7003528,0.2944253,
146,0.0009553454,10.074635,11.99497,7.074635,11.63431,50000000.0,2000000000.0,6.925739154687022,-15.0365,-67.2335,-87.1166,-7.412849999999999e-07,4.459036556364089,4.0178,0.003886948,0.01843641,0.05593908,0.6642859,0.7054766,0.2913689,
147,0.0009650655,10.09177,12.02678,7.09177,11.66899,50000000.0,2000000000.0,7.228035909581521,-15.0418,-67.2111,-87.057,-7.39475e-07,4.407320647125976,3.999145,0.00393492,0.01860521,0.05603304,0.669917,0.7024288,0.2953074,
148,0.0009522452,10.033816,11.95406,7.033816,11.59427,50000000.0,2000000000.0,6.7694805040481185,-15.0462,-67.2729,-87.16,-7.3864e-07,4.485064586044268,4.024312,0.003873179,0.01839313,0.05584317,0.6647501,0.7082409,0.2923209,
149,0.0009616759,10.074304,12.00333,7.074304,11.6463,50000000.0,2000000000.0,7.092620941761325,-15.0335,-67.2295,-87.0832,-7.386469999999999e-07,4.42464803874713,4.002852,0.003920646,0.01855922,0.05598565,0.6705049,0.7043376,0.2961715,
150,0.0009645543,10.031732,11.98127,7.031732,11.62746,50000000.0,2000000000.0,7.080790989757375,-15.0781,-67.263,-87.1106,-7.347689999999999e-07,4.431943767443237,4.003014,0.003933584,0.01861536,0.05596894,0.6722355,0.7055423,0.2977085,
151,0.0009666392,10.061721,12.00287,7.061721,11.64786,50000000.0,2000000000.0,7.1960939695898105,-15.0442,-67.237,-87.0671,-7.357739999999999e-07,4.403350285143463,3.993536,0.003945387,0.01865676,0.05596507,0.6742806,0.7038457,0.2992485,
152,0.0009537101,10.008755,11.93311,7.008755,11.57578,50000000.0,2000000000.0,6.744727076858496,-15.0433,-67.2947,-87.1658,-7.35287e-07,4.478863530872137,4.018132,0.003883247,0.01844235,0.05577638,0.6690669,0.7094425,0.2962077,
153,0.0009633023,10.041782999999999,11.97541,7.041783,11.61992,50000000.0,2000000000.0,7.064518376986101,-15.0335,-67.259,-87.0905,-7.34582e-07,4.418964543574446,3.997405,0.003931086,0.01860936,0.05587187,0.6747176,0.7057719,0.3001093,
154,0.0009508411,9.965076,11.89198,6.965076,11.53567,50000000.0,2000000000.0,6.592652575036169,-15.0589,-67.336,-87.212,-7.324939999999999e-07,4.5063479635281025,4.025284,0.003870134,0.018403,0.05568166,0.6692751,0.7121886,0.2969495,
155,0.0009620554,10.253497,12.03677,7.253497,11.67187,50000000.0,2000000000.0,7.247344581646004,-14.8939,-67.1734,-86.981,-7.408599999999999e-07,4.35965101410388,3.979142,0.003931717,0.01859884,0.05587826,0.6776,0.7017527,0.3021941,
156,0.0009686595,10.100169000000001,11.96962,7.100169,11.61719,50000000.0,2000000000.0,7.109648682430986,-15.0955,-67.2863,-87.1131,-7.30706e-07,4.420503219066121,3.996243,0.003953807,0.01870651,0.05588839,0.6756245,0.7060746,0.3007796,
157,0.0009551342,10.094833999999999,11.92917,7.094834,11.57148,50000000.0,2000000000.0,6.739801436342617,-15.0444,-67.3045,-87.1659,-7.33489e-07,4.473013921397494,4.014743,0.003890329,0.01848071,0.05570903,0.67039,0.7097472,0.297555,
158,0.0009646266,10.13137,11.9749,7.13137,11.6171,50000000.0,2000000000.0,7.05135739936145,-15.0351,-67.2662,-87.0943,-7.329189999999999e-07,4.414554632703199,3.993813,0.003937995,0.01864848,0.05584813,0.6761458,0.7060079,0.3014261,
159,0.0009519958,10.058504,11.89292,7.058504,11.53408,50000000.0,2000000000.0,6.585329293914015,-15.055,-67.3402,-87.212,-7.310979999999999e-07,4.500020459688251,4.02116,0.003876593,0.01843846,0.05566054,0.6708637,0.7123106,0.2983795,
160,0.0009613437,10.117536999999999,11.9519,7.117537,11.59328,50000000.0,2000000000.0,6.937024548004402,-15.019,-67.2828,-87.1116,-7.3217e-07,4.4270856079683245,3.996967,0.003924043,0.01860125,0.05576017,0.6765296,0.7076217,0.3022036,
161,0.0009499657,10.006744999999999,11.85405,7.006745,11.49666,50000000.0,2000000000.0,6.433932707244466,-15.0938,-67.3857,-87.2685,-7.279639999999999e-07,4.532754043495902,4.03026,0.003865338,0.01841343,0.05557136,0.6697041,0.7150018,0.2979894,
162,0.0009589373,10.089155,11.92688,7.089155,11.56908,50000000.0,2000000000.0,6.8254881440001895,-15.037,-67.3085,-87.1482,-7.309569999999999e-07,4.451005124745914,4.004335,0.003912203,0.01855934,0.05573307,0.675612,0.7094159,0.3017034,
163,0.0009628229,10.068659,11.92092,7.068659,11.56543,50000000.0,2000000000.0,6.884133556072783,-15.0609,-67.323,-87.1483,-7.28205e-07,4.441707656439496,3.999547,0.003930892,0.01863339,0.05572919,0.6781659,0.7094364,0.3037694,
164,0.0009495848,10.051068,11.87267,7.051068,11.51269,50000000.0,2000000000.0,6.513318229678646,-15.0212,-67.3514,-87.2126,-7.30125e-07,4.500211113570192,4.01968,0.003868418,0.01841176,0.05555103,0.6729433,0.7135226,0.3005843,
165,0.0009603126,10.034761,11.89142,7.034761,11.53704,50000000.0,2000000000.0,6.762923569750043,-15.0825,-67.3537,-87.1901,-7.26612e-07,4.468508973304688,4.007659,0.003918605,0.01859003,0.05569828,0.6773595,0.7114904,0.3033927,
166,0.0009661532,10.107147999999999,11.95009,7.107148,11.59363,50000000.0,2000000000.0,7.057837326186572,-15.0195,-67.2884,-87.0894,-7.29452e-07,4.402654356321693,3.98675,0.003949652,0.01869369,0.055756,0.6813839,0.7070836,0.3060871,
167,0.0009546178,9.997441,11.85292,6.997441,11.49753,50000000.0,2000000000.0,6.5354892992317275,-15.0936,-67.3904,-87.2461,-7.2533e-07,4.507590018083844,4.019748,0.003890188,0.01850378,0.05556289,0.6745291,0.7144791,0.3018677,
168,0.0009643237,10.099616000000001,11.93736,7.099616,11.58149,50000000.0,2000000000.0,6.954683100011721,-15.0241,-67.3019,-87.1116,-7.286699999999999e-07,4.415622416412062,3.989444,0.003941048,0.01867627,0.05571027,0.6810864,0.7083351,0.3061786,
169,0.0009525706,9.999627,11.84126,6.999627,11.48465,50000000.0,2000000000.0,6.466329582413039,-15.0779,-67.3981,-87.2526,-7.249489999999999e-07,4.5125069781472975,4.020724,0.003881311,0.01847913,0.05547978,0.6745999,0.715339,0.3023207,
170,0.0009616236,10.084302000000001,11.91469,7.084302,11.55766,50000000.0,2000000000.0,6.870329941712512,-15.0193,-67.3201,-87.1302,-7.27991e-07,4.430061647661988,3.994644,0.003928716,0.01862627,0.05564384,0.6806279,0.7096866,0.3061145,
171,0.0009502329,9.974098,11.81694,6.974098,11.46108,50000000.0,2000000000.0,6.372379033368688,-15.0928,-67.4226,-87.2867,-7.2382e-07,4.535466683992632,4.027827,0.003869918,0.01843826,0.05545409,0.6737769,0.7169969,0.3018832,
172,0.0009616215,10.220969,11.95136,7.220969,11.5909,50000000.0,2000000000.0,7.0100451562065444,-14.9454,-67.2704,-87.0652,-7.31758e-07,4.395657048756351,3.984978,0.003932303,0.01862139,0.0556853,0.6823406,0.7071784,0.3071596,
173,0.0009682746,10.069523,11.88699,7.069523,11.5369,50000000.0,2000000000.0,6.873046379495435,-15.1476,-67.3819,-87.2011,-7.21618e-07,4.457572998609703,4.001536,0.00395483,0.01873516,0.05572575,0.6804615,0.7113629,0.3057539,
174,0.000969299,10.084545,11.89773,7.084545,11.54702,50000000.0,2000000000.0,6.929016354642187,-15.1294,-67.3686,-87.1784,-7.22128e-07,4.442646612704359,3.996618,0.003960801,0.01875562,0.05572377,0.6816256,0.7105285,0.3066397,
175,0.0009557598,10.078611,11.85661,7.078611,11.50071,50000000.0,2000000000.0,6.5707557864272275,-15.078,-67.3872,-87.2317,-7.24843e-07,4.495697084156811,4.015253,0.003897189,0.01852879,0.05554631,0.6763439,0.7141621,0.3033729,
176,0.00096479,10.162396000000001,11.93352,7.162396,11.57763,50000000.0,2000000000.0,6.95671595973225,-15.021,-67.3077,-87.1124,-7.27835e-07,4.413920499747794,3.988306,0.003944116,0.01868774,0.05569505,0.6821283,0.7085758,0.3070952,
177,0.0009531787,10.056204000000001,11.83742,7.056204,11.48247,50000000.0,2000000000.0,6.451611316431524,-15.0892,-67.4071,-87.2653,-7.23935e-07,4.51720433998661,4.020888,0.003884603,0.01849556,0.05550612,0.6754319,0.7158201,0.3029799,
178,0.0009621627,10.138473000000001,11.91027,7.138473,11.55487,50000000.0,2000000000.0,6.848064326690547,-15.0322,-67.33,-87.1446,-7.26923e-07,4.435658170276893,3.995071,0.003931551,0.01864215,0.05566589,0.6813352,0.7102439,0.3066962,
179,0.0009498013,10.058434,11.82481,7.058434,11.46883,50000000.0,2000000000.0,6.391327532233532,-15.0609,-67.4097,-87.2696,-7.24652e-07,4.525275179570302,4.02369,0.003870819,0.01843604,0.05548072,0.6757407,0.716652,0.3034018,
180,0.0009588979,10.130659999999999,11.89169,7.13066,11.53591,50000000.0,2000000000.0,6.767939864194176,-15.0153,-67.3408,-87.1586,-7.26957e-07,4.448409791248095,3.999124,0.003917965,0.01858483,0.05563895,0.6816475,0.7114812,0.3071541,
181,0.0009479297,10.009827,11.78643,7.009827,11.43121,50000000.0,2000000000.0,6.27636531067958,-15.0982,-67.4532,-87.3208,-7.2191e-07,4.556843141175141,4.03378,0.003860183,0.01840139,0.05540958,0.6743089,0.7189888,0.3026393,
182,0.0009569411,10.093327,11.86087,7.093327,11.50519,50000000.0,2000000000.0,6.658335721535607,-15.0422,-67.3747,-87.1992,-7.24989e-07,4.4740048362289935,4.007601,0.003907229,0.01854798,0.0555729,0.6802412,0.7134144,0.3063616,
183,0.0009632166,10.115473999999999,11.89122,7.115474,11.53782,50000000.0,2000000000.0,6.855660853581412,-15.0378,-67.3495,-87.1523,-7.246549999999999e-07,4.435659199117894,3.9936,0.003938964,0.01866269,0.05566238,0.6843203,0.711101,0.3091797,
184,0.0009507154,10.04825,11.81223,7.04825,11.45759,50000000.0,2000000000.0,6.419322618019493,-15.0496,-67.4189,-87.2636,-7.23148e-07,4.517755482711995,4.020005,0.003878521,0.01845377,0.05548135,0.6792306,0.7170335,0.3062439,
185,0.0009602277,10.097292,11.86592,7.097292,11.51209,50000000.0,2000000000.0,6.747234663619807,-15.0261,-67.3694,-87.1723,-7.235649999999999e-07,4.449128869344943,3.997107,0.003926433,0.01861999,0.05557934,0.6849178,0.712785,0.3101183,
186,0.0009486051,10.003492,11.77511,7.003492,11.42163,50000000.0,2000000000.0,6.287978663594913,-15.0751,-67.4594,-87.3107,-7.20348e-07,4.545155176663214,4.027498,0.003868016,0.01842692,0.05539595,0.6788658,0.7194696,0.3064673,
187,0.0009577829,10.088048,11.85156,7.088048,11.4967,50000000.0,2000000000.0,6.6592592458835895,-15.0158,-67.3802,-87.1853,-7.23161e-07,4.458649029813273,3.999716,0.003915335,0.01858694,0.05550016,0.6845667,0.7138622,0.3102312,
188,0.0009469164,9.969923,11.75028,6.969923,11.3972,50000000.0,2000000000.0,6.178854847868308,-15.0998,-67.4889,-87.3492,-7.18435e-07,4.568076174974241,4.034014,0.003858369,0.01840729,0.05531563,0.6774639,0.7212324,0.3057844,
189,0.0009583107,10.242678,11.89593,7.242678,11.53732,50000000.0,2000000000.0,6.813909507394811,-14.94,-67.3238,-87.1133,-7.273229999999999e-07,4.419653778098352,3.988817,0.003921035,0.01859098,0.05554894,0.6860566,0.7109428,0.3110349,
190,0.0009649133,10.090596,11.8313,7.090596,11.48305,50000000.0,2000000000.0,6.684442966141972,-15.1429,-67.4355,-87.2498,-7.17243e-07,4.48237308730602,4.005593,0.003943302,0.01870382,0.05559112,0.6840689,0.7150695,0.3095296,
191,0.0009691334,10.143612000000001,11.87428,7.143612,11.52427,50000000.0,2000000000.0,6.890207426253511,-15.0945,-67.3875,-87.1746,-7.192529999999999e-07,4.432802894666437,3.989797,0.00396608,0.01878151,0.05561751,0.6871261,0.711903,0.3116573,
192,0.0009560068,10.138276000000001,11.83422,7.138276,11.47922,50000000.0,2000000000.0,6.543769599530123,-15.0425,-67.4052,-87.2256,-7.21888e-07,4.483666518772421,4.007581,0.003904369,0.01856068,0.05544874,0.6821635,0.7154159,0.3086082,
193,0.000962336,10.159991,11.86212,7.159991,11.50807,50000000.0,2000000000.0,6.743023802514273,-15.034,-67.3817,-87.1739,-7.21334e-07,4.442424721507868,3.993363,0.003936142,0.01867444,0.05549413,0.686111,0.7130642,0.3114292,
194,0.0009501626,10.084876999999999,11.77928,7.084877,11.4245,50000000.0,2000000000.0,6.3090933612121205,-15.0558,-67.4573,-87.2925,-7.19278e-07,4.528067422153149,4.020731,0.003876758,0.01847102,0.05531403,0.6808871,0.7191812,0.3084,
195,0.0009594741,10.149127,11.84406,7.149127,11.48746,50000000.0,2000000000.0,6.640055867937804,-15.0216,-67.3953,-87.1934,-7.206209999999999e-07,4.45479208639399,3.995976,0.00392433,0.01863608,0.0554561,0.6866834,0.7144253,0.3122075,
196,0.0009483187,10.045159,11.74897,7.045159,11.39344,50000000.0,2000000000.0,6.182490826466719,-15.0856,-67.4931,-87.342,-7.167500000000001e-07,4.555974905404817,4.027842,0.003867279,0.01845028,0.0552779,0.6802884,0.721334,0.3082781,
197,0.0009573624,10.129097,11.82427,7.129097,11.46821,50000000.0,2000000000.0,6.560469702089534,-15.0299,-67.414,-87.2195,-7.1985e-07,4.472655502371101,4.001545,0.003914475,0.01859836,0.05543841,0.686221,0.7157692,0.3120072,
198,0.0009595372,10.065489,11.78909,7.065489,11.43721,50000000.0,2000000000.0,6.497809942628237,-15.1004,-67.4652,-87.274,-7.151419999999999e-07,4.496921943379149,4.007437,0.0039227,0.01864043,0.05542335,0.6867558,0.7178573,0.3126387,
199,0.0009651106,10.134834,11.8466,7.134834,11.49256,50000000.0,2000000000.0,6.767730073147945,-15.0418,-67.4021,-87.177,-7.17897e-07,4.4333089426432295,3.987541,0.003953194,0.01874047,0.05547391,0.6905051,0.7136312,0.3151486,
200,0.0009527837,10.07706,11.77413,7.07706,11.41839,50000000.0,2000000000.0,6.3518315040558235,-15.0449,-67.4633,-87.2786,-7.16952e-07,4.50968781109089,4.012102,0.003892797,0.01853362,0.05529924,0.6855077,0.7191602,0.3122408,
201,0.0009619676,10.115533,11.82022,7.115533,11.46577,50000000.0,2000000000.0,6.6571854773614945,-15.0308,-67.423,-87.1985,-7.16804e-07,4.447952061003682,3.991578,0.003940029,0.01869454,0.05539208,0.6910634,0.7153614,0.3160582,
202,0.0009502744,10.033297000000001,11.73501,7.033297,11.38037,50000000.0,2000000000.0,6.219975616520529,-15.0643,-67.5038,-87.3246,-7.142629999999999e-07,4.537051348285273,4.019699,0.00388109,0.01849886,0.05521634,0.6855207,0.7216582,0.3127693,
203,0.0009590985,10.114335,11.80837,7.114335,11.45242,50000000.0,2000000000.0,6.581073916649331,-15.0071,-67.4278,-87.2031,-7.16952e-07,4.453651549304361,3.993217,0.003927761,0.01865293,0.05531755,0.6911317,0.7162283,0.3164818,
204,0.0009492299,9.977048,11.69999,6.977048,11.34714,50000000.0,2000000000.0,6.08570711416283,-15.1215,-67.5509,-87.3871,-7.109689999999999e-07,4.572433612039937,4.029834,0.003872663,0.01849011,0.05513913,0.6832501,0.7240836,0.3114194,
205,0.0009606721,10.206595,11.83141,7.206595,11.47446,50000000.0,2000000000.0,6.676569523986387,-14.9855,-67.4041,-87.1723,-7.183939999999999e-07,4.435156898725917,3.987985,0.003936259,0.01867542,0.05536607,0.691848,0.7147034,0.3167539,
206,0.000967349,10.055074000000001,11.76731,7.055074,11.42067,50000000.0,2000000000.0,6.552703330116415,-15.1866,-67.5151,-87.3081,-7.084489999999999e-07,4.497411530704381,4.004526,0.003958408,0.01879007,0.05540763,0.6898377,0.7187627,0.3152263,
207,0.0009706315,10.098898,11.80534,7.098898,11.45829,50000000.0,2000000000.0,6.705415474179063,-15.1506,-67.474,-87.2509,-7.103089999999999e-07,4.459277096191811,3.991833,0.00397692,0.01885482,0.05545939,0.6923694,0.7162357,0.3169343,
208,0.0009577304,10.092203,11.76248,7.092203,11.40937,50000000.0,2000000000.0,6.37418692508129,-15.0967,-67.4939,-87.2984,-7.12611e-07,4.508068135767153,4.009275,0.003914568,0.01863428,0.05525558,0.6872024,0.719733,0.3138061,
209,0.0009646821,10.17362,11.83388,7.17362,11.47989,50000000.0,2000000000.0,6.692451305209133,-15.0362,-67.4178,-87.1886,-7.15998e-07,4.435216643739538,3.985895,0.003952599,0.01875915,0.05537244,0.6918894,0.7147245,0.3168054,
210,0.0009525399,10.103929,11.75395,7.103929,11.39906,50000000.0,2000000000.0,6.266506115135769,-15.0518,-67.4889,-87.3017,-7.14259e-07,4.517547083411663,4.012056,0.003892438,0.01855469,0.05520021,0.686893,0.7206901,0.3139233,
211,0.0009614374,10.157432,11.8096,7.157432,11.45494,50000000.0,2000000000.0,6.585948304514616,-15.0222,-67.436,-87.2076,-7.151649999999999e-07,4.44883892592012,3.989743,0.00393891,0.01871115,0.05529128,0.6923232,0.7163318,0.3176052,
212,0.0009504397,10.055605,11.71624,7.055605,11.36259,50000000.0,2000000000.0,6.130361365360329,-15.0849,-67.5318,-87.3544,-7.11392e-07,4.548379754342299,4.020807,0.003881218,0.01852756,0.05511591,0.6859245,0.723181,0.3136637,
213,0.0009590761,10.138966,11.79016,7.138966,11.43586,50000000.0,2000000000.0,6.502580754337899,-15.0279,-67.4536,-87.2329,-7.145579999999999e-07,4.466707358509116,3.995384,0.003927751,0.01866909,0.05527103,0.6917669,0.7176735,0.3173408,
