Iteration No,loss,loss_gain,loss_iip3,loss_s11,loss_nf,loss_Io,
1,0.5431695500000001,0.005650100000000081,0.0,0.0,0.09503349999999999,0.44248595,
2,0.5263765500000002,0.0,0.0,0.0,0.07922175000000009,0.4471548,
3,0.5229666000000001,0.0,0.0,0.0,0.07161075000000006,0.45135585,
4,0.52337715,0.0,0.0,0.0,0.06696324999999992,0.4564139,
5,0.5202594,0.0,0.0,0.0,0.05963300000000005,0.4606264,
6,0.52383495,0.0,0.0,0.0,0.05723250000000002,0.46660245,
7,0.5209796000000001,0.0,0.0,0.0,0.04960650000000011,0.4713731,
8,0.51872155,0.0,0.0,0.0001800000000000542,0.04463675,0.47390479999999996,
9,0.5234949,0.0,0.0,0.0,0.04325325000000002,0.48024165,
10,0.52107645,0.0,0.0,0.0,0.036672999999999956,0.48440345,
11,0.5188440000000001,0.0,0.0,0.0,0.03025549999999999,0.48858850000000004,
12,0.5228567499999999,0.0,0.0,0.0,0.028405749999999896,0.49445100000000003,
13,0.5207535000000001,0.0,0.0,0.0,0.022026749999999984,0.49872675000000005,
14,0.52004125,0.0,0.0,0.0,0.016862750000000037,0.5031785,
15,0.5229507499999999,0.0,0.0,0.0,0.014499749999999922,0.508451,
16,0.5213002499999999,0.0,0.0,0.0,0.008894249999999992,0.5124059999999999,
17,0.5244875,0.0,0.0,0.0,0.006850000000000023,0.5176375,
18,0.5230374999999999,0.0,0.0,0.0,0.0015214999999999534,0.521516,
19,0.5248035,0.0,0.0,0.0,0.0,0.5248035,
20,0.5207457500000001,0.0,0.0,0.0,0.0038002500000000605,0.5169455000000001,
21,0.521991,0.0,0.0,0.0,0.00040149999999994357,0.5215895,
22,0.5225272500000001,0.0,0.0,0.0,2.575000000004657e-05,0.5225015000000001,
23,0.5225409999999999,0.0,0.0,0.0,0.0,0.5225409999999999,
24,0.51867425,0.0,0.0,0.0,0.003925249999999991,0.514749,
25,0.51983875,0.0,0.0,0.0,0.00047474999999996825,0.519364,
26,0.5202865,0.0,0.0,0.0,0.0,0.5202865,
27,0.5167775,0.0,0.0,0.0,0.004086000000000034,0.5126915,
28,0.5171547500000001,0.0,0.0,0.0,3.0750000000079325e-05,0.517124,
29,0.5197395,0.0,0.0,0.0,0.0018504999999999772,0.517889,
30,0.5207280000000001,0.0,0.0,0.0,0.0,0.5207280000000001,
31,0.51576225,0.0,0.0,0.0,0.0023762499999999687,0.513386,
32,0.5173135,0.0,0.0,0.0,0.0,0.5173135,
33,0.5175082499999999,0.0,0.0,0.0,0.006050249999999924,0.511458,
34,0.515898,0.0,0.0,0.0,0.0004210000000000047,0.515477,
35,0.516069,0.0,0.0,0.0,0.0,0.516069,
36,0.5116904999999998,0.0,0.0,0.0,0.0032479999999999176,0.5084424999999999,
37,0.51336225,0.0,0.0,0.0,3.0250000000009436e-05,0.513332,
38,0.5138805000000001,0.0,0.0,0.0,0.0003589999999999982,0.5135215000000001,
39,0.5140285,0.0,0.0,0.0,0.0,0.5140285,
40,0.51049475,0.0,0.0,0.0,0.0038797500000000706,0.5066149999999999,
41,0.5111505,0.0,0.0,0.0,0.0,0.5111505,
42,0.510051,0.0,0.0,0.0,0.005784000000000011,0.504267,
43,0.5083597500000001,0.0,0.0,0.0,2.4250000000058947e-05,0.5083355,
44,0.5141092499999999,0.0,0.0,0.0,0.004151749999999899,0.5099575,
45,0.5140855,0.0,0.0,0.0,0.0,0.5140855,
46,0.5091442500000001,0.0,0.0,0.0,0.0026647500000001045,0.5064795,
47,0.5106568333333332,0.0,0.0,7.333333333328084e-05,0.0,0.5105835,
48,0.5149232499999999,0.0,0.0,0.0,0.0021777499999999783,0.5127455,
49,0.5161954999999999,0.0,0.0,0.0,0.0,0.5161954999999999,
50,0.5096890000000002,0.0,0.0,0.0,0.0011620000000001074,0.5085270000000001,
51,0.5101105,0.0,0.0,0.0,0.0,0.5101105,
52,0.5062817500000001,0.0,0.0,0.0,0.0032157500000000727,0.503066,
53,0.5073655,0.0,0.0,0.0,0.0,0.5073655,
54,0.50676475,0.0,0.0,0.0,0.00568824999999995,0.5010765,
55,0.5052565,0.0,0.0,0.0,0.0,0.5052565,
56,0.5039274499999999,0.0,0.0,0.0,0.0056074999999999875,0.49831995,
57,0.5027715,0.0,0.0,0.0,0.00014899999999995472,0.5026225000000001,
58,0.5084549999999999,0.0,0.0,0.0,0.004040499999999891,0.5044145,
59,0.5086165,0.0,0.0,0.0,0.0,0.5086165,
60,0.5035969999999999,0.0,0.0,0.0,0.0024489999999999235,0.5011479999999999,
61,0.5050845,0.0,0.0,0.0,0.0,0.5050845,
62,0.5050448000000001,0.0,0.0,0.0,0.0057712500000000055,0.49927355,
63,0.5034995,0.0,0.0,0.0,0.0,0.5034995,
64,0.5003090000000001,0.0,0.0,0.0,0.004130250000000002,0.49617875000000006,
65,0.502249,0.0,0.0,0.0,0.0009654999999999525,0.5012835,
66,0.5026115,0.0,0.0,0.0,0.0,0.5026115,
67,0.5021667500000001,0.0,0.0,0.0,0.005681250000000082,0.4964855,
68,0.500688,0.0,0.0,0.0,0.0,0.500688,
69,0.49889085,0.0,0.0,0.0,0.005145500000000025,0.49374534999999997,
70,0.4985135000000001,0.0,0.0,0.0,0.00022950000000010462,0.498284,
71,0.5019057999999998,0.0,0.0,0.0,0.002382249999999919,0.4995235499999999,
72,0.5032854999999999,0.0,0.0,0.0,0.0,0.5032854999999999,
73,0.49784765,0.0,0.0,0.0,0.0017187499999999911,0.4961289,
74,0.4991225,0.0,0.0,0.0,0.0,0.4991225,
75,0.49744004999999997,0.0,0.0,0.0,0.005021500000000012,0.49241854999999995,
