Iteration No,Rd,Ibias,C1,C2,Cload,W1,W2,Rbias1,Rbias2,Rbias3,mismatch,flo,frf,Alo,Temp,
137,1390.3919310068648,0.0005032684813693711,1.59e-12,6.7e-13,1.591e-11,6.352392924857644e-05,2.287726128682545e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.3875416737957577,27,
138,1390.7954922648394,0.000501054854954068,1.59e-12,6.7e-13,1.591e-11,6.351648106787204e-05,2.2850757979624663e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.3875416737957577,27,
139,1391.1946505711194,0.0004988553494045333,1.59e-12,6.7e-13,1.591e-11,6.350893848574523e-05,2.2826233403623033e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.3875416737957577,27,
140,1391.5904454492068,0.0004966627554300629,1.59e-12,6.7e-13,1.591e-11,6.350053942863048e-05,2.280013731228434e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.3875416737957577,27,
141,1396.891059326204,0.0004985545602367354,1.59e-12,6.7e-13,1.591e-11,6.352369620611089e-05,2.2832735179293746e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.38901783280558294,27,
142,1397.2895225008767,0.0004963654071627358,1.59e-12,6.7e-13,1.591e-11,6.351535872098384e-05,2.2806665903902787e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.38901783280558294,27,
143,1397.6832088238414,0.0004941913266793631,1.59e-12,6.7e-13,1.591e-11,6.350722875506756e-05,2.2780814548100714e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.38901783280558294,27,
144,1398.072813018301,0.0004920393705473378,1.59e-12,6.7e-13,1.591e-11,6.349919509063005e-05,2.2755174741326828e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.38901783280558294,27,
145,1404.50932953584,0.0004943046456505494,1.59e-12,6.7e-13,1.591e-11,6.35217237312294e-05,2.2787492285261425e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.39080881227614755,27,
146,1404.903645530107,0.000492153678985001,1.59e-12,6.7e-13,1.591e-11,6.351367235274646e-05,2.276183356894822e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.39080881227614755,27,
147,1405.2938575176531,0.0004900137947887742,1.59e-12,6.7e-13,1.591e-11,6.350571726528429e-05,2.2736380148559743e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.39080881227614755,27,
148,1405.679962005006,0.00048788688991249345,1.59e-12,6.7e-13,1.591e-11,6.349782667991408e-05,2.271112571430973e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.39080881227614755,27,
149,1407.2491956118197,0.0004884315434073633,1.59e-12,6.7e-13,1.591e-11,6.351969188094899e-05,2.273647932443634e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.3912450924669727,27,
150,1407.6333746422217,0.0004863141926666924,1.59e-12,6.7e-13,1.591e-11,6.351186307892466e-05,2.2711372567142332e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.3912450924669727,27,
151,1410.49267164648,0.0004873020327813626,1.59e-12,6.7e-13,1.591e-11,6.3533092536282e-05,2.274290851603263e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.3920398206547055,27,
152,1410.876325653168,0.0004851916495028947,1.59e-12,6.7e-13,1.591e-11,6.352529384917317e-05,2.2717891316664995e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.3920398206547055,27,
153,1411.25620410385,0.0004830945298958308,1.59e-12,6.7e-13,1.591e-11,6.351755964464704e-05,2.269307202040154e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.3920398206547055,27,
154,1418.3791709888792,0.0004855328301341436,1.59e-12,6.7e-13,1.591e-11,6.353882714122554e-05,2.272438909341908e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.3940185447531476,27,
155,1418.7642609338027,0.00048343532830796414,1.59e-12,6.7e-13,1.591e-11,6.35310754043143e-05,2.269952861175088e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.3940185447531476,27,
156,1419.1451991378633,0.0004813509968899643,1.59e-12,6.7e-13,1.591e-11,6.352340402695922e-05,2.267486557391421e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.3940185447531476,27,
157,1419.522336974534,0.00047927974355034677,1.59e-12,6.7e-13,1.591e-11,6.351579709932699e-05,2.2650399393959953e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.3940185447531476,27,
158,1419.8956713491584,0.0004772215965116057,1.59e-12,6.7e-13,1.591e-11,6.350825459842145e-05,2.2626123828409477e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.3940185447531476,27,
159,1428.4886693074386,0.00048010967081679387,1.59e-12,6.7e-13,1.591e-11,6.352824057381462e-05,2.2656904639524723e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.396403086532454,27,
160,1428.8686472934744,0.00047804843997255965,1.59e-12,6.7e-13,1.591e-11,6.352064894906605e-05,2.2632542802811074e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.396403086532454,27,
161,1429.2451541820362,0.00047600024143149727,1.59e-12,6.7e-13,1.591e-11,6.351313763232782e-05,2.2608376905233373e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.396403086532454,27,
162,1429.6178298559892,0.00047396486439913615,1.59e-12,6.7e-13,1.591e-11,6.350567483865602e-05,2.2584400721525372e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.396403086532454,27,
163,1429.9863138516346,0.00047194221934031283,1.59e-12,6.7e-13,1.591e-11,6.349827642753732e-05,2.2560608055365245e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.396403086532454,27,
164,1432.357191572626,0.0004727246864748517,1.59e-12,6.7e-13,1.591e-11,6.35175959440368e-05,2.259079763769718e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.3970603118760034,27,
165,1432.7245911922644,0.00047070957931758103,1.59e-12,6.7e-13,1.591e-11,6.351024378230628e-05,2.2567111186374055e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.3970603118760034,27,
166,1433.0885032384272,0.00046870718076716405,1.59e-12,6.7e-13,1.591e-11,6.350295598183226e-05,2.2543607540073447e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.3970603118760034,27,
167,1442.4171126253295,0.00047175820392193264,1.59e-12,6.7e-13,1.591e-11,6.352166731764644e-05,2.2573600640583835e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.39964495374854836,27,
168,1442.7888956361087,0.0004697515804015507,1.59e-12,6.7e-13,1.591e-11,6.351433056507126e-05,2.2549994297713947e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.39964495374854836,27,
169,1443.156806804496,0.00046775748494274613,1.59e-12,6.7e-13,1.591e-11,6.350705817422157e-05,2.2526570491137198e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.39964495374854836,27,
170,1443.5208431090125,0.0004657758303577862,1.59e-12,6.7e-13,1.591e-11,6.349983424635426e-05,2.2503328702032967e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.39964495374854836,27,
171,1443.8813624395789,0.000463806646590991,1.59e-12,6.7e-13,1.591e-11,6.349267464004298e-05,2.248026841594556e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.39964495374854836,27,
172,1444.2380011361015,0.00046184973039736197,1.59e-12,6.7e-13,1.591e-11,6.348557933365195e-05,2.245738912276523e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.39964495374854836,27,
173,1453.4371111746962,0.0004647914937963851,1.59e-12,6.7e-13,1.591e-11,6.350300082281112e-05,2.2486584644253922e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.40219050226825903,27,
174,1453.8008338117677,0.0004628306546819316,1.59e-12,6.7e-13,1.591e-11,6.349585673521856e-05,2.2463603354747496e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.40219050226825903,27,
175,1454.1610129683445,0.0004608820219180571,1.59e-12,6.7e-13,1.591e-11,6.348877694719259e-05,2.244080279734243e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.40219050226825903,27,
176,1454.517645956775,0.00045894562610296834,1.59e-12,6.7e-13,1.591e-11,6.348176143733992e-05,2.241817685792201e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.40219050226825903,27,
177,1454.8703664859195,0.0004570211523563121,1.59e-12,6.7e-13,1.591e-11,6.347479431402217e-05,2.2395719449254585e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.40219050226825903,27,
178,1455.219535373876,0.0004551087473442771,1.59e-12,6.7e-13,1.591e-11,6.346787556144193e-05,2.2373435708402576e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.40219050226825903,27,
179,1465.0489792646501,0.0004581828305238104,1.59e-12,6.7e-13,1.591e-11,6.348466434404389e-05,2.2402077726669783e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.40490714321441873,27,
180,1465.4064512155906,0.0004562655644694835,1.59e-12,6.7e-13,1.591e-11,6.347771277329822e-05,2.2379686849981977e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.40490714321441873,27,
181,1465.7599805219463,0.0004543601994722589,1.59e-12,6.7e-13,1.591e-11,6.347080957203411e-05,2.2357463820939944e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.40490714321441873,27,
182,1466.109930717296,0.00045246665334095827,1.59e-12,6.7e-13,1.591e-11,6.346397059230272e-05,2.2335413772246543e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.40490714321441873,27,
183,1466.4566657159107,0.0004505848445297132,1.59e-12,6.7e-13,1.591e-11,6.345717994744934e-05,2.2313530650603186e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.40490714321441873,27,
184,1466.799816575688,0.0004487146921324926,1.59e-12,6.7e-13,1.591e-11,6.345045348637491e-05,2.2291814006897485e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.40490714321441873,27,
185,1473.967922835445,0.0004509075166455395,1.59e-12,6.7e-13,1.591e-11,6.346659453710366e-05,2.2319647806702867e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.4068858845498734,27,
186,1474.3154107732535,0.0004490367013589772,1.59e-12,6.7e-13,1.591e-11,6.345983534478547e-05,2.2297891730003285e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.4068858845498734,27,
187,1474.659663421669,0.00044717757715617565,1.59e-12,6.7e-13,1.591e-11,6.34531403321566e-05,2.227630179633571e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.4068858845498734,27,
188,1475.0003098039194,0.00044532995120176065,1.59e-12,6.7e-13,1.591e-11,6.34464936157068e-05,2.2254877563083085e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.4068858845498734,27,
189,1475.3373473747097,0.000443493744480468,1.59e-12,6.7e-13,1.591e-11,6.344387644784515e-05,2.223361302757156e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.4068858845498734,27,
190,1484.0492021193415,0.0004461125713467043,1.59e-12,6.7e-13,1.591e-11,6.345873048888297e-05,2.2260944046646205e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.40928854230821404,27,
191,1484.3927595096322,0.0004442732492150418,1.59e-12,6.7e-13,1.591e-11,6.34598251519839e-05,2.2239606931777495e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.40928854230821404,27,
192,1484.73305654975,0.00044244528693114656,1.59e-12,6.7e-13,1.591e-11,6.345663629577e-05,2.221842926607671e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.40928854230821404,27,
193,1485.0700909535867,0.000440628717194329,1.59e-12,6.7e-13,1.591e-11,6.345313031661467e-05,2.2197410631991004e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.40928854230821404,27,
194,1485.4042317240512,0.0004387975744028487,1.59e-12,6.7e-13,1.591e-11,6.344567457380247e-05,2.2176567263407565e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.40928854230821404,27,
195,1487.640526399401,0.0004394581896469931,1.59e-12,6.7e-13,1.591e-11,6.346052521317721e-05,2.220356674649104e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.4099047313349433,27,
196,1487.9737578773145,0.0004376368551800011,1.59e-12,6.7e-13,1.591e-11,6.345333830869682e-05,2.2182828615149818e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.4099047313349433,27,
197,1488.1967451723094,0.0004377024393060719,1.59e-12,6.7e-13,1.591e-11,6.346284740668524e-05,2.2186152927102257e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.40996615953336557,27,
198,1488.5267528005513,0.00043589439995490837,1.59e-12,6.7e-13,1.591e-11,6.345581889633495e-05,2.216556972372414e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.40996615953336557,27,
199,1497.6598597869101,0.00043856890357538603,1.59e-12,6.7e-13,1.591e-11,6.347004635453296e-05,2.2192148662575394e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.4124815760609895,27,
200,1497.9964588403973,0.00043675607901245717,1.59e-12,6.7e-13,1.591e-11,6.346293770934126e-05,2.217148222413337e-05,1000,6000,4000,0,1000000000.0,1010000000.0,0.4124815760609895,27,
