Iteration No,Rd,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,Ibias,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,W1,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,W2,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,Alo,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,
65,Rd,-6.335529585468028e-06,0.0,0.0,0.0,0.0,-6.335529585468028e-06,Ibias,158.65802913490123,0.0,0.0,0.0,0.0,158.65802913490123,W1,58.714957659289595,0.0,0.0,0.0,0.0,58.714957659289595,W2,1275.5718792982798,0.0,0.0,0.0,0.0,1275.5718792982798,Alo,0.0,0.0,0.0,0.0,0.0,0.0,
66,Rd,-6.266110579713705e-06,0.0,0.0,0.0,0.0,-6.266110579713705e-06,Ibias,159.1410979334193,0.0,0.0,0.0,0.0,159.1410979334193,W1,58.09528171590466,0.0,0.0,0.0,0.0,58.09528171590466,W2,1268.2850582221447,0.0,0.0,0.0,0.0,1268.2850582221447,Alo,0.0,0.0,0.0,0.0,0.0,0.0,
67,Rd,-6.192840771503477e-06,0.0,0.0,0.0,0.0,-6.192840771503477e-06,Ibias,159.62383367191563,0.0,0.0,0.0,0.0,159.62383367191563,W1,57.554099122408836,0.0,0.0,0.0,0.0,57.554099122408836,W2,1261.1692869067483,0.0,0.0,0.0,0.0,1261.1692869067483,Alo,0.0,0.0,0.0,0.0,0.0,0.0,
68,Rd,-6.1196558339117744e-06,0.0,0.0,0.0,0.0,-6.1196558339117744e-06,Ibias,160.11467117790718,0.0,0.0,0.0,0.0,160.11467117790718,W1,57.01261530300771,0.0,0.0,0.0,0.0,57.01261530300771,W2,1254.2260097740323,0.0,0.0,0.0,0.0,1254.2260097740323,Alo,0.0,0.0,0.0,0.0,0.0,0.0,
69,Rd,-9.799083848920757e-05,-9.194035485753979e-05,0.0,0.0,0.0,-6.05048363166852e-06,Ibias,-38.04722487536006,-198.64400536426675,0.0,0.0,0.0,160.5967804889051,W1,-150.50197655579012,-206.9728096020286,0.0,0.0,0.0,56.47083304624122,W2,-238.90764447041315,-1485.9427905681848,0.0,0.0,0.0,1247.0351460977868,Alo,-0.32434247413817835,-0.32434247413818096,0.0,0.0,0.0,0.0,
70,Rd,-6.148097631755496e-06,0.0,0.0,0.0,0.0,-6.148097631755496e-06,Ibias,159.78929776515992,0.0,0.0,0.0,0.0,159.78929776515992,W1,57.14317272662876,0.0,0.0,0.0,0.0,57.14317272662876,W2,1256.2016579377425,0.0,0.0,0.0,0.0,1256.2016579377425,Alo,0.0,0.0,0.0,0.0,0.0,0.0,
71,Rd,-6.079302846835319e-06,0.0,0.0,0.0,0.0,-6.079302846835319e-06,Ibias,160.26943695685617,0.0,0.0,0.0,0.0,160.26943695685617,W1,56.601704600668576,0.0,0.0,0.0,0.0,56.601704600668576,W2,1249.0196286739608,0.0,0.0,0.0,0.0,1249.0196286739608,Alo,0.0,0.0,0.0,0.0,0.0,0.0,
72,Rd,-6.006683787402185e-06,0.0,0.0,0.0,0.0,-6.006683787402185e-06,Ibias,160.757716050849,0.0,0.0,0.0,0.0,160.757716050849,W1,56.059940156283155,0.0,0.0,0.0,0.0,56.059940156283155,W2,1242.2219705993489,0.0,0.0,0.0,0.0,1242.2219705993489,Alo,0.0,0.0,0.0,0.0,0.0,0.0,
73,Rd,-5.941949967442742e-06,0.0,0.0,0.0,0.0,-5.941949967442742e-06,Ibias,161.2371628373776,0.0,0.0,0.0,0.0,161.2371628373776,W1,55.51788218547566,0.0,0.0,0.0,0.0,55.51788218547566,W2,1234.966057334142,0.0,0.0,0.0,0.0,1234.966057334142,Alo,0.0,0.0,0.0,0.0,0.0,0.0,
74,Rd,-6.857230907938321e-05,-6.269892051917806e-05,0.0,0.0,0.0,-5.873388560205151e-06,Ibias,23.44788096628348,-138.26832171257493,0.0,0.0,0.0,161.7162026788584,W1,-142.3630582719608,-197.33859175461822,0.0,0.0,0.0,54.97553348266614,W2,-246.2105418164433,-1474.3066435253293,0.0,0.0,0.0,1228.096101708831,Alo,-0.22152869015105753,-0.22152869015105753,0.0,0.0,0.0,0.0,
75,Rd,-5.935333283181911e-06,0.0,0.0,0.0,0.0,-5.935333283181911e-06,Ibias,161.2144638441157,0.0,0.0,0.0,0.0,161.2144638441157,W1,55.41411996483837,0.0,0.0,0.0,0.0,55.41411996483837,W2,1233.3551856293336,0.0,0.0,0.0,0.0,1233.3551856293336,Alo,0.0,0.0,0.0,0.0,0.0,0.0,
76,Rd,-5.867057600020987e-06,0.0,0.0,0.0,0.0,-5.867057600020987e-06,Ibias,161.70115177795512,0.0,0.0,0.0,0.0,161.70115177795512,W1,54.95082633534387,0.0,0.0,0.0,0.0,54.95082633534387,W2,1226.4834426314287,0.0,0.0,0.0,0.0,1226.4834426314287,Alo,0.0,0.0,0.0,0.0,0.0,0.0,
77,Rd,-5.798857829856476e-06,0.0,0.0,0.0,0.0,-5.798857829856476e-06,Ibias,162.17888759651598,0.0,0.0,0.0,0.0,162.17888759651598,W1,54.40843356961558,0.0,0.0,0.0,0.0,54.40843356961558,W2,1219.5764578617468,0.0,0.0,0.0,0.0,1219.5764578617468,Alo,0.0,0.0,0.0,0.0,0.0,0.0,
78,Rd,-7.396605219328781e-05,-6.823143913650395e-05,0.0,0.0,0.0,-5.734613056783435e-06,Ibias,9.873834294618252,-152.78234873356743,0.0,0.0,0.0,162.65618302818663,W1,-140.40691316835083,-194.2726689649075,0.0,0.0,0.0,53.86575579655086,W2,-248.69228398697803,-1461.326677088562,0.0,0.0,0.0,1212.6343931016231,Alo,-0.24134956406672517,-0.24134956406672364,0.0,0.0,0.0,0.0,
79,Rd,-5.802223859979618e-06,0.0,0.0,0.0,0.0,-5.802223859979618e-06,Ibias,162.09126433795197,0.0,0.0,0.0,0.0,162.09126433795197,W1,54.38432923323939,0.0,0.0,0.0,0.0,54.38432923323939,W2,1218.3874435574278,0.0,0.0,0.0,0.0,1218.3874435574278,Alo,0.0,0.0,0.0,0.0,0.0,0.0,
80,Rd,-5.734399617147044e-06,0.0,0.0,0.0,0.0,-5.734399617147044e-06,Ibias,162.56740389523839,0.0,0.0,0.0,0.0,162.56740389523839,W1,53.84189188039499,0.0,0.0,0.0,0.0,53.84189188039499,W2,1211.6570146646918,0.0,0.0,0.0,0.0,1211.6570146646918,Alo,0.0,0.0,0.0,0.0,0.0,0.0,
81,Rd,-5.674369778906804e-06,0.0,0.0,0.0,0.0,-5.674369778906804e-06,Ibias,163.04308323877967,0.0,0.0,0.0,0.0,163.04308323877967,W1,53.299172445987615,0.0,0.0,0.0,0.0,53.299172445987615,W2,1204.680180034494,0.0,0.0,0.0,0.0,1204.680180034494,Alo,0.0,0.0,0.0,0.0,0.0,0.0,
82,Rd,-4.883438549894456e-05,-4.3227698141068507e-05,0.0,0.0,0.0,-5.606687357875628e-06,Ibias,65.24356966131863,-98.2747187093322,0.0,0.0,0.0,163.51828837065182,W1,-131.7281126037503,-184.56314459216992,0.0,0.0,0.0,52.83503198841372,W2,-240.5162081632916,-1438.3975574833028,0.0,0.0,0.0,1197.8813493200034,Alo,-0.15307628722139058,-0.15307628722138908,0.0,0.0,0.0,0.0,
83,Rd,-5.648747561291826e-06,0.0,0.0,0.0,0.0,-5.648747561291826e-06,Ibias,163.2190701185332,0.0,0.0,0.0,0.0,163.2190701185332,W1,53.04057216810195,0.0,0.0,0.0,0.0,53.04057216810195,W2,1200.5320194500255,0.0,0.0,0.0,0.0,1200.5320194500255,Alo,0.0,0.0,0.0,0.0,0.0,0.0,
84,Rd,-5.585131087269902e-06,0.0,0.0,0.0,0.0,-5.585131087269902e-06,Ibias,163.6851495283071,0.0,0.0,0.0,0.0,163.6851495283071,W1,52.49771990919818,0.0,0.0,0.0,0.0,52.49771990919818,W2,1193.5115476639487,0.0,0.0,0.0,0.0,1193.5115476639487,Alo,0.0,0.0,0.0,0.0,0.0,0.0,
85,Rd,-4.05608415830165e-05,-3.5039258974445764e-05,0.0,0.0,0.0,-5.52158260857102e-06,Ibias,83.69409324936449,-80.46534773849706,0.0,0.0,0.0,164.15944098786088,W1,-129.31392447154695,-181.34735551544992,0.0,0.0,0.0,52.03343104388255,W2,-244.40267899312272,-1431.2852407174128,0.0,0.0,0.0,1186.8825617243294,Alo,-0.12417029132559375,-0.12417029132559475,0.0,0.0,0.0,0.0,
86,Rd,-5.555068586753375e-06,0.0,0.0,0.0,0.0,-5.555068586753375e-06,Ibias,163.93607785971798,0.0,0.0,0.0,0.0,163.93607785971798,W1,52.23990559071039,0.0,0.0,0.0,0.0,52.23990559071039,W2,1188.293575009958,0.0,0.0,0.0,0.0,1188.293575009958,Alo,0.0,0.0,0.0,0.0,0.0,0.0,
87,Rd,-5.491698618517415e-06,0.0,0.0,0.0,0.0,-5.491698618517415e-06,Ibias,164.41018475236024,0.0,0.0,0.0,0.0,164.41018475236024,W1,51.69692180781272,0.0,0.0,0.0,0.0,51.69692180781272,W2,1181.6527356582944,0.0,0.0,0.0,0.0,1181.6527356582944,Alo,0.0,0.0,0.0,0.0,0.0,0.0,
88,Rd,-7.349243130255971e-05,-6.80640358107275e-05,0.0,0.0,0.0,-5.42839549183306e-06,Ibias,7.002431235621437,-157.8813444695805,0.0,0.0,0.0,164.88377570519998,W1,-127.0734364745202,-178.30592271060323,0.0,0.0,0.0,51.23248623608013,W2,-250.52130354991164,-1425.5008175737707,0.0,0.0,0.0,1174.9795140238512,Alo,-0.24137546285720068,-0.2413754628572037,0.0,0.0,0.0,0.0,
89,Rd,-5.492190749876246e-06,0.0,0.0,0.0,0.0,-5.492190749876246e-06,Ibias,164.32336072771295,0.0,0.0,0.0,0.0,164.32336072771295,W1,51.75495050930966,0.0,0.0,0.0,0.0,51.75495050930966,W2,1181.1071245484113,0.0,0.0,0.0,0.0,1181.1071245484113,Alo,0.0,0.0,0.0,0.0,0.0,0.0,
90,Rd,-5.429170856530995e-06,0.0,0.0,0.0,0.0,-5.429170856530995e-06,Ibias,164.79590087929176,0.0,0.0,0.0,0.0,164.79590087929176,W1,51.21193946222806,0.0,0.0,0.0,0.0,51.21193946222806,W2,1174.2220462442583,0.0,0.0,0.0,0.0,1174.2220462442583,Alo,0.0,0.0,0.0,0.0,0.0,0.0,
91,Rd,-5.370030979012117e-06,0.0,0.0,0.0,0.0,-5.370030979012117e-06,Ibias,165.25896998840517,0.0,0.0,0.0,0.0,165.25896998840517,W1,50.74746032943859,0.0,0.0,0.0,0.0,50.74746032943859,W2,1167.517310276039,0.0,0.0,0.0,0.0,1167.517310276039,Alo,0.0,0.0,0.0,0.0,0.0,0.0,
92,Rd,-4.4532008367327576e-05,-3.922486858082829e-05,0.0,0.0,0.0,-5.307139786498581e-06,Ibias,73.36968591439523,-92.36065640354603,0.0,0.0,0.0,165.73034231794293,W1,-121.5531285050829,-171.83588193239447,0.0,0.0,0.0,50.282753427340715,W2,-250.09856259418615,-1410.8790765849008,0.0,0.0,0.0,1160.7805139907541,Alo,-0.13925168113340622,-0.13925168113340375,0.0,0.0,0.0,0.0,
93,Rd,-5.346764022425066e-06,0.0,0.0,0.0,0.0,-5.346764022425066e-06,Ibias,165.45739131821153,0.0,0.0,0.0,0.0,165.45739131821153,W1,50.491671008070035,0.0,0.0,0.0,0.0,50.491671008070035,W2,1162.9222734803423,0.0,0.0,0.0,0.0,1162.9222734803423,Alo,0.0,0.0,0.0,0.0,0.0,0.0,
94,Rd,-5.2840615650016595e-06,0.0,0.0,0.0,0.0,-5.2840615650016595e-06,Ibias,165.92840598267992,0.0,0.0,0.0,0.0,165.92840598267992,W1,50.027066900010176,0.0,0.0,0.0,0.0,50.027066900010176,W2,1156.3894051654531,0.0,0.0,0.0,0.0,1156.3894051654531,Alo,0.0,0.0,0.0,0.0,0.0,0.0,
95,Rd,-5.376303319985594e-05,-4.85378096471455e-05,0.0,0.0,0.0,-5.22522355271114e-06,Ibias,50.96654945227557,-115.43230026071255,0.0,0.0,0.0,166.39884971298648,W1,-119.12976568595491,-168.69200389620696,0.0,0.0,0.0,49.56223821023752,W2,-254.35365273944302,-1404.1792602378778,0.0,0.0,0.0,1149.8256074983797,Alo,-0.1724338967429882,-0.1724338967429907,0.0,0.0,0.0,0.0,
96,Rd,-5.269200856283506e-06,0.0,0.0,0.0,0.0,-5.269200856283506e-06,Ibias,166.03136366019618,0.0,0.0,0.0,0.0,166.03136366019618,W1,49.77198500527588,0.0,0.0,0.0,0.0,49.77198500527588,W2,1153.0688319135777,0.0,0.0,0.0,0.0,1153.0688319135777,Alo,0.0,0.0,0.0,0.0,0.0,0.0,
97,Rd,-5.206781130064983e-06,0.0,0.0,0.0,0.0,-5.206781130064983e-06,Ibias,166.5012291423377,0.0,0.0,0.0,0.0,166.5012291423377,W1,49.38602229267477,0.0,0.0,0.0,0.0,49.38602229267477,W2,1146.7127366872483,0.0,0.0,0.0,0.0,1146.7127366872483,Alo,0.0,0.0,0.0,0.0,0.0,0.0,
98,Rd,-1.4160735008122843e-05,-9.008739375335172e-06,0.0,0.0,0.0,-5.151995632787952e-06,Ibias,145.31421814315107,-21.6381005095566,0.0,0.0,0.0,166.952318652707,W1,-113.26736892105049,-162.10968814664542,0.0,0.0,0.0,48.842319225597855,W2,630.1710640210206,-509.7273590895692,0.0,0.0,0.0,1139.898423110574,Alo,-0.03202629901611581,-0.0320262990161168,0.0,0.0,0.0,0.0,
99,Rd,-5.156498627448271e-06,0.0,0.0,0.0,0.0,-5.156498627448271e-06,Ibias,166.92574294856186,0.0,0.0,0.0,0.0,166.92574294856186,W1,48.89594257165195,0.0,0.0,0.0,0.0,48.89594257165195,W2,1140.0768690905593,0.0,0.0,0.0,0.0,1140.0768690905593,Alo,0.0,0.0,0.0,0.0,0.0,0.0,
100,Rd,-7.29523910935015e-05,-6.785059567230886e-05,0.0,0.0,0.0,-5.101795421193614e-06,Ibias,3.6074077559206286,-163.77809966457326,0.0,0.0,0.0,167.38550742049154,W1,-110.65032368694577,-159.08136061113694,0.0,0.0,0.0,48.431036924167955,W2,-247.82218049882388,-1381.274008436561,0.0,0.0,0.0,1133.4518279377132,Alo,-0.2412927964488862,-0.24129279644888968,0.0,0.0,0.0,0.0,
101,Rd,-5.161845471773496e-06,0.0,0.0,0.0,0.0,-5.161845471773496e-06,Ibias,166.81077343755632,0.0,0.0,0.0,0.0,166.81077343755632,W1,48.87884993063709,0.0,0.0,0.0,0.0,48.87884993063709,W2,1139.5466978657653,0.0,0.0,0.0,0.0,1139.5466978657653,Alo,0.0,0.0,0.0,0.0,0.0,0.0,
102,Rd,-5.103620872332831e-06,0.0,0.0,0.0,0.0,-5.103620872332831e-06,Ibias,167.27846754645236,0.0,0.0,0.0,0.0,167.27846754645236,W1,48.492828925923504,0.0,0.0,0.0,0.0,48.492828925923504,W2,1133.1372097205044,0.0,0.0,0.0,0.0,1133.1372097205044,Alo,0.0,0.0,0.0,0.0,0.0,0.0,
103,Rd,-5.045454480161412e-06,0.0,0.0,0.0,0.0,-5.045454480161412e-06,Ibias,167.73636655743567,0.0,0.0,0.0,0.0,167.73636655743567,W1,47.949158222159305,0.0,0.0,0.0,0.0,47.949158222159305,W2,1126.4836044857386,0.0,0.0,0.0,0.0,1126.4836044857386,Alo,0.0,0.0,0.0,0.0,0.0,0.0,
104,Rd,-3.9379287175093855e-05,-3.438818035776728e-05,0.0,0.0,0.0,-4.99110681732685e-06,Ibias,83.95959997453308,-84.2431155083069,0.0,0.0,0.0,168.2027154828393,W1,-108.28501307640225,-155.8477414742271,0.0,0.0,0.0,47.562728397819036,W2,-246.1330531025227,-1366.1476494379992,0.0,0.0,0.0,1120.0145963355164,Alo,-0.12241693181435079,-0.12241693181435177,0.0,0.0,0.0,0.0,
105,Rd,-5.021003357063874e-06,0.0,0.0,0.0,0.0,-5.021003357063874e-06,Ibias,167.97540958907342,0.0,0.0,0.0,0.0,167.97540958907342,W1,47.696621619442595,0.0,0.0,0.0,0.0,47.696621619442595,W2,1121.6691390125052,0.0,0.0,0.0,0.0,1121.6691390125052,Alo,0.0,0.0,0.0,0.0,0.0,0.0,
106,Rd,-4.963053940215877e-06,0.0,0.0,0.0,0.0,-4.963053940215877e-06,Ibias,168.44147961798444,0.0,0.0,0.0,0.0,168.44147961798444,W1,47.31025264074122,0.0,0.0,0.0,0.0,47.31025264074122,W2,1115.4049172264506,0.0,0.0,0.0,0.0,1115.4049172264506,Alo,0.0,0.0,0.0,0.0,0.0,0.0,
107,Rd,-7.00013034364859e-05,-6.509239220797453e-05,0.0,0.0,0.0,-4.908911228511094e-06,Ibias,7.863632089385212,-161.03398037399964,0.0,0.0,0.0,168.89761246338554,W1,-105.93778480915623,-152.7827605732826,0.0,0.0,0.0,46.84497576415247,W2,-251.06711779857923,-1359.9644277713842,0.0,0.0,0.0,1108.8973099727732,Alo,-0.23187364735699545,-0.23187364735699445,0.0,0.0,0.0,0.0,
108,Rd,-4.966114106390316e-06,0.0,0.0,0.0,0.0,-4.966114106390316e-06,Ibias,168.35262226004312,0.0,0.0,0.0,0.0,168.35262226004312,W1,47.29441759593242,0.0,0.0,0.0,0.0,47.29441759593242,W2,1114.6626272500928,0.0,0.0,0.0,0.0,1114.6626272500928,Alo,0.0,0.0,0.0,0.0,0.0,0.0,
109,Rd,-4.908473233329525e-06,0.0,0.0,0.0,0.0,-4.908473233329525e-06,Ibias,168.80767876731454,0.0,0.0,0.0,0.0,168.80767876731454,W1,46.829296450496614,0.0,0.0,0.0,0.0,46.829296450496614,W2,1108.3707409461883,0.0,0.0,0.0,0.0,1108.3707409461883,Alo,0.0,0.0,0.0,0.0,0.0,0.0,
110,Rd,-4.85461976737105e-06,0.0,0.0,0.0,0.0,-4.85461976737105e-06,Ibias,169.27125080801707,0.0,0.0,0.0,0.0,169.27125080801707,W1,46.44268129978827,0.0,0.0,0.0,0.0,46.44268129978827,W2,1101.8354030164248,0.0,0.0,0.0,0.0,1101.8354030164248,Alo,0.0,0.0,0.0,0.0,0.0,0.0,
111,Rd,-4.7018486507507094e-05,-4.222139878116584e-05,0.0,0.0,0.0,-4.797087726340569e-06,Ibias,63.72934761673967,-105.99541631040807,0.0,0.0,0.0,169.72476392714947,W1,-100.36348861661416,-146.3406530942389,0.0,0.0,0.0,45.977164477639235,W2,-249.48775389075502,-1344.974524588924,0.0,0.0,0.0,1095.4867706981686,Alo,-0.1505504781721677,-0.15055047817216527,0.0,0.0,0.0,0.0,
112,Rd,-4.835627840847659e-06,0.0,0.0,0.0,0.0,-4.835627840847659e-06,Ibias,169.4139417686356,0.0,0.0,0.0,0.0,169.4139417686356,W1,46.19188302590829,0.0,0.0,0.0,0.0,46.19188302590829,W2,1098.300396580312,0.0,0.0,0.0,0.0,1098.300396580312,Alo,0.0,0.0,0.0,0.0,0.0,0.0,
113,Rd,-4.781997699459596e-06,0.0,0.0,0.0,0.0,-4.781997699459596e-06,Ibias,169.86687357897748,0.0,0.0,0.0,0.0,169.86687357897748,W1,45.72644466256106,0.0,0.0,0.0,0.0,45.72644466256106,W2,1091.9452948443322,0.0,0.0,0.0,0.0,1091.9452948443322,Alo,0.0,0.0,0.0,0.0,0.0,0.0,
114,Rd,-3.4819153146368735e-05,-3.0090734706370434e-05,0.0,0.0,0.0,-4.728418439999263e-06,Ibias,94.038603426315,-76.28035811732609,0.0,0.0,0.0,170.31896154363864,W1,-97.7796184370951,-143.11913364996548,0.0,0.0,0.0,45.33951521284854,W2,-251.73110556394425,-1337.2934882806414,0.0,0.0,0.0,1085.5623827166733,Alo,-0.10736507696608513,-0.10736507696608857,0.0,0.0,0.0,0.0,
115,Rd,-4.755966937683726e-06,0.0,0.0,0.0,0.0,-4.755966937683726e-06,Ibias,170.1348595153343,0.0,0.0,0.0,0.0,170.1348595153343,W1,45.4762727664693,0.0,0.0,0.0,0.0,45.4762727664693,W2,1086.6837351539004,0.0,0.0,0.0,0.0,1086.6837351539004,Alo,0.0,0.0,0.0,0.0,0.0,0.0,
116,Rd,-4.698813928765505e-06,0.0,0.0,0.0,0.0,-4.698813928765505e-06,Ibias,170.58663086485387,0.0,0.0,0.0,0.0,170.58663086485387,W1,45.089394820977866,0.0,0.0,0.0,0.0,45.089394820977866,W2,1080.50582263729,0.0,0.0,0.0,0.0,1080.50582263729,Alo,0.0,0.0,0.0,0.0,0.0,0.0,
117,Rd,-8.453132939222138e-05,-7.98822000570744e-05,0.0,0.0,0.0,-4.649129335146071e-06,Ibias,-33.43749092839585,-204.47502593383885,0.0,0.0,0.0,171.0375350054453,W1,-95.4885799781037,-140.11222687659793,0.0,0.0,0.0,44.62364689849866,W2,-257.2722531977906,-1331.573418622565,0.0,0.0,0.0,1074.3011654247791,Alo,-0.2852048952513764,-0.28520489525137316,0.0,0.0,0.0,0.0,
118,Rd,-4.716409842767555e-06,0.0,0.0,0.0,0.0,-4.716409842767555e-06,Ibias,170.32881834394937,0.0,0.0,0.0,0.0,170.32881834394937,W1,45.154458959687645,0.0,0.0,0.0,0.0,45.154458959687645,W2,1081.9208935533532,0.0,0.0,0.0,0.0,1081.9208935533532,Alo,0.0,0.0,0.0,0.0,0.0,0.0,
119,Rd,-4.663292689409692e-06,0.0,0.0,0.0,0.0,-4.663292689409692e-06,Ibias,170.78779400629793,0.0,0.0,0.0,0.0,170.78779400629793,W1,44.76755157928896,0.0,0.0,0.0,0.0,44.76755157928896,W2,1075.722334501436,0.0,0.0,0.0,0.0,1075.722334501436,Alo,0.0,0.0,0.0,0.0,0.0,0.0,
120,Rd,-4.613910374274327e-06,0.0,0.0,0.0,0.0,-4.613910374274327e-06,Ibias,171.23648766663482,0.0,0.0,0.0,0.0,171.23648766663482,W1,44.3804767268786,0.0,0.0,0.0,0.0,44.3804767268786,W2,1069.4971306912134,0.0,0.0,0.0,0.0,1069.4971306912134,Alo,0.0,0.0,0.0,0.0,0.0,0.0,
121,Rd,-4.564573647655945e-06,0.0,0.0,0.0,0.0,-4.564573647655945e-06,Ibias,171.6747123753722,0.0,0.0,0.0,0.0,171.6747123753722,W1,43.91453594533985,0.0,0.0,0.0,0.0,43.91453594533985,W2,1063.2454126604794,0.0,0.0,0.0,0.0,1063.2454126604794,Alo,0.0,0.0,0.0,0.0,0.0,0.0,
122,Rd,-8.390087420085514e-05,-7.938927512437797e-05,0.0,0.0,0.0,-4.511599076477183e-06,Ibias,-35.04096259079914,-207.17207529909723,0.0,0.0,0.0,172.13111270829808,W1,-90.27492920336422,-133.8020377542951,0.0,0.0,0.0,43.52710855093804,W2,-252.65085775805795,-1309.8348946898802,0.0,0.0,0.0,1057.1840369318504,Alo,-0.28380195108475165,-0.28380195108475165,0.0,0.0,0.0,0.0,
123,Rd,-4.578996358185351e-06,0.0,0.0,0.0,0.0,-4.578996358185351e-06,Ibias,171.41877817476262,0.0,0.0,0.0,0.0,171.41877817476262,W1,44.05936028070989,0.0,0.0,0.0,0.0,44.05936028070989,W2,1064.6778161950606,0.0,0.0,0.0,0.0,1064.6778161950606,Alo,0.0,0.0,0.0,0.0,0.0,0.0,
124,Rd,-4.526297131120742e-06,0.0,0.0,0.0,0.0,-4.526297131120742e-06,Ibias,171.8738290545581,0.0,0.0,0.0,0.0,171.8738290545581,W1,43.672087227568795,0.0,0.0,0.0,0.0,43.672087227568795,W2,1058.6223921133362,0.0,0.0,0.0,0.0,1058.6223921133362,Alo,0.0,0.0,0.0,0.0,0.0,0.0,
125,Rd,-4.4736460367637725e-06,0.0,0.0,0.0,0.0,-4.4736460367637725e-06,Ibias,172.3184284466956,0.0,0.0,0.0,0.0,172.3184284466956,W1,43.28465074557313,0.0,0.0,0.0,0.0,43.28465074557313,W2,1052.541481001884,0.0,0.0,0.0,0.0,1052.541481001884,Alo,0.0,0.0,0.0,0.0,0.0,0.0,
126,Rd,-4.428362114493372e-06,0.0,0.0,0.0,0.0,-4.428362114493372e-06,Ibias,172.75238822289847,0.0,0.0,0.0,0.0,172.75238822289847,W1,42.897052265332235,0.0,0.0,0.0,0.0,42.897052265332235,W2,1046.435207082452,0.0,0.0,0.0,0.0,1046.435207082452,Alo,0.0,0.0,0.0,0.0,0.0,0.0,
127,Rd,-8.159674067717208e-05,-7.721728079349749e-05,0.0,0.0,0.0,-4.379459883674922e-06,Ibias,-32.20528808169885,-205.4002716764648,0.0,0.0,0.0,173.19498359476506,W1,-88.21647257617609,-130.72576579444635,0.0,0.0,0.0,42.50929321826445,W2,-256.44826359463775,-1296.7519591846828,0.0,0.0,0.0,1040.3036955900495,Alo,-0.2763770183081848,-0.27637701830818595,0.0,0.0,0.0,0.0,
128,Rd,-4.4401822468305e-06,0.0,0.0,0.0,0.0,-4.4401822468305e-06,Ibias,172.51830196479256,0.0,0.0,0.0,0.0,172.51830196479256,W1,43.04247028193374,0.0,0.0,0.0,0.0,43.04247028193374,W2,1047.6574632543493,0.0,0.0,0.0,0.0,1047.6574632543493,Alo,0.0,0.0,0.0,0.0,0.0,0.0,
129,Rd,-4.395167796913884e-06,0.0,0.0,0.0,0.0,-4.395167796913884e-06,Ibias,172.9596778308293,0.0,0.0,0.0,0.0,172.9596778308293,W1,42.576163099317775,0.0,0.0,0.0,0.0,42.576163099317775,W2,1041.5313537138493,0.0,0.0,0.0,0.0,1041.5313537138493,Alo,0.0,0.0,0.0,0.0,0.0,0.0,
130,Rd,-4.342918860288837e-06,0.0,0.0,0.0,0.0,-4.342918860288837e-06,Ibias,173.40006877027645,0.0,0.0,0.0,0.0,173.40006877027645,W1,42.18837403898692,0.0,0.0,0.0,0.0,42.18837403898692,W2,1035.5977616650084,0.0,0.0,0.0,0.0,1035.5977616650084,Alo,0.0,0.0,0.0,0.0,0.0,0.0,
131,Rd,-4.29435228492126e-06,0.0,0.0,0.0,0.0,-4.29435228492126e-06,Ibias,173.8394590999147,0.0,0.0,0.0,0.0,173.8394590999147,W1,41.879147232497374,0.0,0.0,0.0,0.0,41.879147232497374,W2,1029.8578493773111,0.0,0.0,0.0,0.0,1029.8578493773111,Alo,0.0,0.0,0.0,0.0,0.0,0.0,
132,Rd,-8.621303040359583e-05,-8.196720230035591e-05,0.0,0.0,0.0,-4.245828103239649e-06,Ibias,-47.941680519616874,-222.21951362048958,0.0,0.0,0.0,174.27783310087344,W1,-82.92351308440604,-124.41457762066842,0.0,0.0,0.0,41.49106453626682,W2,-259.8028334888232,-1283.6792567982004,0.0,0.0,0.0,1023.8764233093933,Alo,-0.2937304266549396,-0.29373042665493865,0.0,0.0,0.0,0.0,
133,Rd,-4.316011342659179e-06,0.0,0.0,0.0,0.0,-4.316011342659179e-06,Ibias,173.53610460732145,0.0,0.0,0.0,0.0,173.53610460732145,W1,42.02557645854209,0.0,0.0,0.0,0.0,42.02557645854209,W2,1031.7401317257597,0.0,0.0,0.0,0.0,1031.7401317257597,Alo,0.0,0.0,0.0,0.0,0.0,0.0,
134,Rd,-4.26774567228874e-06,0.0,0.0,0.0,0.0,-4.26774567228874e-06,Ibias,173.97308787458044,0.0,0.0,0.0,0.0,173.97308787458044,W1,41.63763717617867,0.0,0.0,0.0,0.0,41.63763717617867,W2,1025.7655705204654,0.0,0.0,0.0,0.0,1025.7655705204654,Alo,0.0,0.0,0.0,0.0,0.0,0.0,
135,Rd,-4.2195221329437745e-06,0.0,0.0,0.0,0.0,-4.2195221329437745e-06,Ibias,174.41892412939538,0.0,0.0,0.0,0.0,174.41892412939538,W1,41.2495419822167,0.0,0.0,0.0,0.0,41.2495419822167,W2,1019.7669719508145,0.0,0.0,0.0,0.0,1019.7669719508145,Alo,0.0,0.0,0.0,0.0,0.0,0.0,
