Iteration No,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,
102,0.12759225,0.0,0.0,0.0,0.0,0.12759225,
103,0.12759184424680647,0.00045714424680648826,0.0,0.0,0.0,0.1271347,
104,0.12737210000000002,0.0,0.0,0.0,0.0,0.12737210000000002,
105,0.12691555000000002,0.0,0.0,0.0,0.0,0.12691555000000002,
106,0.12732902005747174,0.0008678700574717387,0.0,0.0,0.0,0.12646115,
107,0.12687104999999999,0.0,0.0,0.0,0.0,0.12687104999999999,
108,0.12641725,0.0,0.0,0.0,0.0,0.12641725,
109,0.12596554999999998,0.0,0.0,0.0,0.0,0.12596554999999998,
110,0.12608183418684454,0.0005659341868445485,0.0,0.0,0.0,0.12551589999999999,
111,0.12579615000000002,0.0,0.0,0.0,0.0,0.12579615000000002,
112,0.12534745,0.0,0.0,0.0,0.0,0.12534745,
113,0.12530553802215477,0.0004047380221547788,0.0,0.0,0.0,0.1249008,
114,0.125112,0.0,0.0,0.0,0.0,0.125112,
115,0.1246664,0.0,0.0,0.0,0.0,0.1246664,
116,0.12530022299588164,0.0010773229958816206,0.0,0.0,0.0,0.12422290000000001,
117,0.12471515000000001,0.0,0.0,0.0,0.0,0.12471515000000001,
118,0.12427200000000001,0.0,0.0,0.0,0.0,0.12427200000000001,
119,0.1238309,0.0,0.0,0.0,0.0,0.1238309,
120,0.12339185,0.0,0.0,0.0,0.0,0.12339185,
121,0.12403259814184282,0.001077798141842834,0.0,0.0,0.0,0.12295479999999999,
122,0.1234434,0.0,0.0,0.0,0.0,0.1234434,
123,0.12300669999999998,0.0,0.0,0.0,0.0,0.12300669999999998,
124,0.12257199999999999,0.0,0.0,0.0,0.0,0.12257199999999999,
125,0.12213935,0.0,0.0,0.0,0.0,0.12213935,
126,0.12276395667051272,0.0010552566705127238,0.0,0.0,0.0,0.1217087,
127,0.12218435,0.0,0.0,0.0,0.0,0.12218435,
128,0.12175405,0.0,0.0,0.0,0.0,0.12175405,
129,0.12132570000000001,0.0,0.0,0.0,0.0,0.12132570000000001,
130,0.1208993,0.0,0.0,0.0,0.0,0.1208993,
131,0.12160233250502495,0.0011274325050249464,0.0,0.0,0.0,0.1204749,
132,0.12097685,0.0,0.0,0.0,0.0,0.12097685,
133,0.1205527,0.0,0.0,0.0,0.0,0.1205527,
134,0.1201305,0.0,0.0,0.0,0.0,0.1201305,
135,0.11971024999999999,0.0,0.0,0.0,0.0,0.11971024999999999,
136,0.12009281752723053,0.0008008175272305351,0.0,0.0,0.0,0.119292,
137,0.11965624999999999,0.0,0.0,0.0,0.0,0.11965624999999999,
138,0.11923855,0.0,0.0,0.0,0.0,0.11923855,
139,0.11882179999999999,0.0,0.0,0.0,0.0,0.11882179999999999,
140,0.1191691565924973,0.0007618065924972939,0.0,0.0,0.0,0.11840735000000001,
141,0.11875295,0.0,0.0,0.0,0.0,0.11875295,
142,0.118339,0.0,0.0,0.0,0.0,0.118339,
143,0.1179269,0.0,0.0,0.0,0.0,0.1179269,
144,0.1184389198565632,0.0009207698565631972,0.0,0.0,0.0,0.11751815,
145,0.11792694999999999,0.0,0.0,0.0,0.0,0.11792694999999999,
146,0.11751865,0.0,0.0,0.0,0.0,0.11751865,
147,0.1171117,0.0,0.0,0.0,0.0,0.1171117,
148,0.11692987039571302,0.00022327039571301555,0.0,0.0,0.0,0.11670660000000001,
149,0.11682325,0.0,0.0,0.0,0.0,0.11682325,
150,0.1168256059265455,0.0004062559265455216,0.0,0.0,0.0,0.11641934999999999,
151,0.1166162,0.0,0.0,0.0,0.0,0.1166162,
152,0.1162133,0.0,0.0,0.0,0.0,0.1162133,
153,0.11682170056812734,0.0010094505681273347,0.0,0.0,0.0,0.11581225,
154,0.11625245000000001,0.0,0.0,0.0,0.0,0.11625245000000001,
155,0.11585169999999999,0.0,0.0,0.0,0.0,0.11585169999999999,
156,0.1154528,0.0,0.0,0.0,0.0,0.1154528,
157,0.11505575,0.0,0.0,0.0,0.0,0.11505575,
158,0.11587092032954897,0.0012103703295489746,0.0,0.0,0.0,0.11466055,
159,0.1151782,0.0,0.0,0.0,0.0,0.1151782,
160,0.11478305000000001,0.0,0.0,0.0,0.0,0.11478305000000001,
161,0.1143897,0.0,0.0,0.0,0.0,0.1143897,
162,0.11399814999999999,0.0,0.0,0.0,0.0,0.11399814999999999,
163,0.11394004446325127,0.00033159446325126867,0.0,0.0,0.0,0.11360845,
164,0.11377055,0.0,0.0,0.0,0.0,0.11377055,
165,0.1133819,0.0,0.0,0.0,0.0,0.1133819,
166,0.11429693880391155,0.0013018888039115475,0.0,0.0,0.0,0.11299505,
167,0.11354385,0.0,0.0,0.0,0.0,0.11354385,
168,0.11315685,0.0,0.0,0.0,0.0,0.11315685,
169,0.11277165,0.0,0.0,0.0,0.0,0.11277165,
170,0.11238825,0.0,0.0,0.0,0.0,0.11238825,
171,0.11200665,0.0,0.0,0.0,0.0,0.11200665,
172,0.11290070499784083,0.0012739049978408208,0.0,0.0,0.0,0.11162680000000001,
173,0.11215955000000001,0.0,0.0,0.0,0.0,0.11215955000000001,
174,0.1117796,0.0,0.0,0.0,0.0,0.1117796,
175,0.1114014,0.0,0.0,0.0,0.0,0.1114014,
176,0.11102495,0.0,0.0,0.0,0.0,0.11102495,
177,0.11065024999999999,0.0,0.0,0.0,0.0,0.11065024999999999,
178,0.11162827247620889,0.0013509224762088933,0.0,0.0,0.0,0.11027735,
179,0.11083575,0.0,0.0,0.0,0.0,0.11083575,
180,0.11046254999999999,0.0,0.0,0.0,0.0,0.11046254999999999,
181,0.1100911,0.0,0.0,0.0,0.0,0.1100911,
182,0.1097214,0.0,0.0,0.0,0.0,0.1097214,
183,0.10935339999999999,0.0,0.0,0.0,0.0,0.10935339999999999,
184,0.1099644803048996,0.0009773803048995925,0.0,0.0,0.0,0.1089871,
185,0.1093947,0.0,0.0,0.0,0.0,0.1093947,
186,0.1090286,0.0,0.0,0.0,0.0,0.1090286,
187,0.1086642,0.0,0.0,0.0,0.0,0.1086642,
188,0.1083015,0.0,0.0,0.0,0.0,0.1083015,
189,0.10912164833372133,0.0011809983337213244,0.0,0.0,0.0,0.10794065,
190,0.1084243,0.0,0.0,0.0,0.0,0.1084243,
191,0.10806345,0.0,0.0,0.0,0.0,0.10806345,
192,0.10770415,0.0,0.0,0.0,0.0,0.10770415,
193,0.10733485000000001,0.0,0.0,0.0,0.0,0.10733485000000001,
194,0.10727675250497326,0.00030110250497325335,0.0,0.0,0.0,0.10697565,
195,0.10711535,0.0,0.0,0.0,0.0,0.10711535,
196,0.10678702193919777,2.9971939197774116e-05,0.0,0.0,0.0,0.10675704999999999,
197,0.1067718,0.0,0.0,0.0,0.0,0.1067718,
198,0.1076424837373246,0.0012271337373245927,0.0,0.0,0.0,0.10641535,
199,0.1069104,0.0,0.0,0.0,0.0,0.1069104,
200,0.10655365,0.0,0.0,0.0,0.0,0.10655365,
