Iteration No,Io,conv_gain_db,iip3_dbm,iip2_dbm,nf_db,p_src,gm1,vdsat1,vg1,vd1,bb_BW,gm2,gds1,region,
1,0.0006723141,9.051388952976279,-3.0437888428438313,61.55307975867859,17.35502504356751,0.002083315,0.0114026,0.06445058,0.3713196,0.3598883,9999000.0,0.00587127,0.00148192,3.0,
2,0.0006623139,8.9155083593145,-2.1587169921158633,58.06106813458358,17.534604495703036,0.002051918,0.01124429,0.06436805,0.3709178,0.361005,9999000.0,0.005793651,0.00145977,3.0,
3,0.0006643315,9.018576406627979,-2.8602036917589118,59.7222785153332,17.4177284101841,0.002057997,0.01129304,0.06427436,0.3705784,0.3607671,9999000.0,0.005818328,0.001465974,3.0,
4,0.0006593263,8.975440643681726,-2.726353984597182,58.251657112604846,17.475067840197042,0.002042211,0.01121995,0.06419089,0.3702137,0.3613444,9999000.0,0.005780762,0.00145551,3.0,
5,0.0006585578,9.017438893516749,-2.8116777812379468,59.078424184265614,17.42978269967371,0.002039621,0.01121978,0.06410462,0.3698748,0.3614464,9999000.0,0.005778913,0.001455026,3.0,
6,0.0006553989,9.008905233564008,-2.768457998357441,58.67000239399414,17.44519209673347,0.002029602,0.01117784,0.0640229,0.3695309,0.3618266,9999000.0,0.005755864,0.001448843,3.0,
7,0.000653715,9.029891848345796,-2.8030992171139317,59.09576896403635,17.425242707515388,0.002024217,0.01116119,0.06394098,0.3691991,0.3620323,9999000.0,0.005745987,0.001446133,3.0,
8,0.000651234,9.033536660621364,-2.79301846606117,58.69552590871382,17.426337229094198,0.002016376,0.01113043,0.06386143,0.3688693,0.362321,9999000.0,0.005730097,0.001441518,3.0,
9,0.0006492969,9.047238054083142,-2.810814230748221,58.91129669229608,17.415391671207804,0.00201024,0.01110882,0.06378276,0.3685471,0.3625484,9999000.0,0.005718526,0.001438163,3.0,
10,0.0006471279,9.055289086282789,-2.813974763258429,58.92245826820783,17.41153364501236,0.002003406,0.0110829,0.06370575,0.3682288,0.3628008,9999000.0,0.005704899,0.001434235,3.0,
11,0.0006451634,9.066637196974936,-2.8269891343081213,59.14248917613867,17.403684130685182,0.001997222,0.0110603,0.06362975,0.3679155,0.3630299,9999000.0,0.005692838,0.001430768,3.0,
12,0.0006431515,9.076079026135993,-2.8354097277197923,59.15514809230281,17.398262166847523,0.001990909,0.01103661,0.06355511,0.3676066,0.3632635,9999000.0,0.005680282,0.001427166,3.0,
