n,Io,W,Rb,Rd,fo,iip3,gain,s11,nf,PWR,gm,CF,CF_wo_Io
1,0.0008875384317934254,0.00011350315451725442,376.91511320783144,316.22776601683796,1000000000.0,-4.4392,14.9205,-29.2867,3.299634567704268,0.0023251,0.0192417,0.8875384317934254,0.0
2,0.0008583241838306048,0.00011350315451725442,376.91511320783144,316.22776601683796,1000000000.0,-4.6496,14.775,-29.6788,3.339400484575817,0.0022517,0.018753,0.8583241838306047,0.0
3,0.0008344314628739685,0.00011350315451725442,376.91511320783144,316.22776601683796,1000000000.0,-4.8234,14.6485,-29.682,3.3744113964574534,0.0021916,0.0183482,0.8344314628739685,0.0
4,0.000824847486258401,0.00011350315451725442,376.91511320783144,316.22776601683796,1000000000.0,-4.8936,14.5958,-29.5877,3.3891231111040336,0.0021675,0.0181845,0.824847486258401,0.0
5,0.0008168109660036231,0.00011350315451725442,376.91511320783144,316.22776601683796,1000000000.0,-4.9526,14.5507,-29.4658,3.401765606923382,0.0021473,0.018046700000000002,0.8168109660036231,0.0
6,0.000809528695116877,0.00011350315451725442,376.91511320783144,316.22776601683796,1000000000.0,-5.0062,14.5091,-29.3225,3.413470851471229,0.0021290000000000002,0.017921299999999998,0.8095286951168771,0.0012399999999999523
7,0.0008116172606132351,0.0001110471989647624,358.0693575474399,332.03915431767985,1000000000.0,-4.8924,14.8393,-29.181,3.3830910430448946,0.0021357,0.0179098,0.8116172606132351,0.0
8,0.0008045800493007365,0.0001110471989647624,358.0693575474399,332.03915431767985,1000000000.0,-4.9439,14.7997,-29.0151,3.39423357476078,0.0021181,0.0177896,0.8045800493007365,0.0
9,0.0007978435611040932,0.0001110471989647624,358.0693575474399,332.03915431767985,1000000000.0,-4.9933,14.7612,-28.835,3.405110821319472,0.0021011000000000003,0.017674099999999998,0.7978435611040933,0.0
10,0.0007912939633256741,0.0001110471989647624,358.0693575474399,332.03915431767985,1000000000.0,-5.0415,14.7231,-28.6414,3.4158875929255417,0.0020847,0.0175615,0.7912939633256741,0.00830000000000002
11,0.0008006538688752278,0.00010861083486895403,340.1658896700679,348.64111203356384,1000000000.0,-4.8717,15.0906,-28.6988,3.37811467061864,0.0021096,0.0176728,0.8006538688752277,0.0
12,0.0007937739060334421,0.00010861083486895403,340.1658896700679,348.64111203356384,1000000000.0,-4.9218,15.0519,-28.5032,3.3890150682441025,0.0020924,0.017555900000000003,0.7937739060334421,0.0
13,0.0007870990326483236,0.00010861083486895403,340.1658896700679,348.64111203356384,1000000000.0,-4.9705,15.0138,-28.298,3.3997984778493153,0.0020756000000000004,0.0174421,0.7870990326483236,0.0
14,0.0007805938474835777,0.00010861083486895403,340.1658896700679,348.64111203356384,1000000000.0,-5.0181,14.9761,-28.0848,3.4105077697939192,0.0020593,0.0173309,0.7805938474835776,0.0036199999999999124
15,0.0007864645751860836,0.00010627173910073523,323.1575951865645,366.07316763524204,1000000000.0,-4.8718,15.3195,-28.0557,3.3826405606283867,0.0020754000000000002,0.017381900000000002,0.7864645751860836,0.0
