n,Io,W,Rb,Rd,fo,iip3,gain,s11,nf,PWR,gm,CF,CF_wo_Io
50,0.0006865014442712157,8.845336756161124e-05,237.5505276155201,407.79252523767934,1000000000.0,-4.9866,15.3694,-26.9806,3.709289970997813,0.0018399000000000002,0.0154581,0.2746005777084863,0.0
51,0.0006833980633024325,8.845336756161124e-05,237.5505276155201,407.79252523767934,1000000000.0,-5.0079,15.349,-26.8502,3.715439383208794,0.0018321000000000001,0.0154065,0.273359225320973,0.0015800000000000482
52,0.0006835746231071612,8.588601730419766e-05,225.6730012347441,413.7499097216175,1000000000.0,-4.8958,15.4375,-27.5412,3.7521396116455863,0.0018354,0.0153788,0.27342984924286445,0.0
53,0.00068033189110275,8.588601730419766e-05,225.6730012347441,413.7499097216175,1000000000.0,-4.9178,15.4163,-27.404,3.7585460980821823,0.0018273,0.015325400000000001,0.2721327564411,0.0
54,0.0006771466592487884,8.588601730419766e-05,225.6730012347441,413.7499097216175,1000000000.0,-4.9394,15.3954,-27.2685,3.7649000437187197,0.0018193,0.015272800000000001,0.27085866369951533,0.0
55,0.0006740156689721434,8.588601730419766e-05,225.6730012347441,413.7499097216175,1000000000.0,-4.9606,15.3747,-27.1346,3.771208448216747,0.0018114,0.015221,0.26960626758885736,0.0
56,0.0006709347975953576,8.588601730419766e-05,225.6730012347441,413.7499097216175,1000000000.0,-4.9814,15.3542,-27.0022,3.7774752449911135,0.0018037,0.0151699,0.268373919038143,0.0
57,0.0006679012265189235,8.588601730419766e-05,225.6730012347441,413.7499097216175,1000000000.0,-5.002,15.3338,-26.8714,3.7837054299466737,0.0017961000000000001,0.015119500000000001,0.26716049060756936,0.00039999999999995595
58,0.0006679459685379905,8.337516690537191e-05,214.3893511730069,415.23988621966913,1000000000.0,-4.8913,15.3541,-27.8212,3.8335626240610923,0.0017996000000000002,0.0151009,0.2671783874151962,0.0
59,0.0006647584566029938,8.337516690537191e-05,214.3893511730069,415.23988621966913,1000000000.0,-4.9125,15.3327,-27.6803,3.8401335558024527,0.0017916000000000002,0.015048400000000002,0.2659033826411975,0.0
60,0.0006616270267189029,8.337516690537191e-05,214.3893511730069,415.23988621966913,1000000000.0,-4.9333,15.3115,-27.5411,3.84665020794025,0.0017838,0.014996700000000002,0.2646508106875612,0.0
61,0.0006585488522578961,8.337516690537191e-05,214.3893511730069,415.23988621966913,1000000000.0,-4.9539,15.2905,-27.4035,3.8531186485957236,0.0017761,0.0149459,0.26341954090315844,0.0
62,0.0006555213108424209,8.337516690537191e-05,214.3893511730069,415.23988621966913,1000000000.0,-4.9741,15.2698,-27.2677,3.859543928392457,0.0017684999999999999,0.0148957,0.26220852433696834,0.0
63,0.0006525409217324345,8.337516690537191e-05,214.3893511730069,415.23988621966913,1000000000.0,-4.994,15.2492,-27.1335,3.8659258412443065,0.001761,0.0148463,0.2610163686929738,0.0
64,0.0006496055796974557,8.337516690537191e-05,214.3893511730069,415.23988621966913,1000000000.0,-5.0135,15.2287,-27.001,3.8722705374210036,0.0017536000000000001,0.0147975,0.25984223187898225,0.0026999999999999247
65,0.0006499062276220208,8.094315210227179e-05,203.66988361435656,425.066242156045,1000000000.0,-4.8873,15.3732,-27.6699,3.905763543597593,0.0017569,0.0147673,0.25996249104880836,0.0
66,0.0006468275990074661,8.094315210227179e-05,203.66988361435656,425.066242156045,1000000000.0,-4.9075,15.352,-27.5313,3.9123506321045376,0.0017492,0.0147167,0.25873103960298643,0.0
67,0.000643798636792805,8.094315210227179e-05,203.66988361435656,425.066242156045,1000000000.0,-4.9274,15.331,-27.3944,3.918897402729942,0.0017416,0.0146668,0.257519454717122,0.0
68,0.0006408174492178083,8.094315210227179e-05,203.66988361435656,425.066242156045,1000000000.0,-4.947,15.3102,-27.2591,3.9254025854992336,0.0017341,0.0146176,0.2563269796871233,0.0
69,0.0006378807909187722,8.094315210227179e-05,203.66988361435656,425.066242156045,1000000000.0,-4.9663,15.2895,-27.1256,3.931869200238464,0.0017268,0.014569100000000001,0.25515231636750885,0.0
70,0.0006349869524798176,8.094315210227179e-05,203.66988361435656,425.066242156045,1000000000.0,-4.9853,15.269,-26.9937,3.938301361949201,0.0017195,0.014521200000000001,0.253994780991927,0.0
71,0.0006321334139495254,8.094315210227179e-05,203.66988361435656,425.066242156045,1000000000.0,-5.004,15.2487,-26.8635,3.9447042885507146,0.0017124,0.014473900000000001,0.25285336557981014,0.0007999999999999119
72,0.0006322225017506139,7.858645636297811e-05,193.48638943363875,427.96252277383405,1000000000.0,-4.8813,15.2892,-27.8924,3.997005104594783,0.0017159,0.014457300000000001,0.25288900070024556,0.0
73,0.000629217305130713,7.858645636297811e-05,193.48638943363875,427.96252277383405,1000000000.0,-4.9006,15.2679,-27.7513,4.003752899465215,0.0017084,0.0144079,0.2516869220522852,0.000938224866303683
74,0.0006293275355195716,7.882442704529513e-05,183.8120699619568,431.3620074080136,1000000000.0,-4.7909,15.3501,-29.03,4.042951685244218,0.0017123,0.0144606,0.2517310142078286,0.010737921311054555
75,0.0006307185109368416,8.142962522166617e-05,193.00267346005464,452.93010777841425,1000000000.0,-4.8831,15.6641,-27.046,3.936197098770667,0.0017099,0.0144563,0.2522874043747366,0.0
76,0.0006277553476847916,8.142962522166617e-05,193.00267346005464,452.93010777841425,1000000000.0,-4.9022,15.6435,-26.9192,3.942673358909538,0.0017025,0.0144074,0.25110213907391665,0.0
77,0.0006248345009880411,8.142962522166617e-05,193.00267346005464,452.93010777841425,1000000000.0,-4.9209,15.623,-26.794,3.949114006703822,0.0016952,0.0143591,0.24993380039521643,0.0
78,0.0006219531040979388,8.142962522166617e-05,193.00267346005464,452.93010777841425,1000000000.0,-4.9395,15.6027,-26.6702,3.955530746785217,0.001688,0.014311400000000002,0.2487812416391755,0.0
79,0.000619110526490571,8.142962522166617e-05,193.00267346005464,452.93010777841425,1000000000.0,-4.9577,15.5824,-26.5478,3.961918052032496,0.0016808,0.014264200000000001,0.24764421059622838,0.0
80,0.0006163037936804312,8.142962522166617e-05,193.00267346005464,452.93010777841425,1000000000.0,-4.9758,15.5623,-26.4268,3.9682844421186116,0.0016738,0.014217599999999999,0.24652151747217246,0.0
81,0.0006135325674420785,8.142962522166617e-05,193.00267346005464,452.93010777841425,1000000000.0,-4.9936,15.5423,-26.3072,3.9746276420627797,0.0016669,0.0141714,0.24541302697683143,0.0
82,0.0006107951443414668,8.142962522166617e-05,193.00267346005464,452.93010777841425,1000000000.0,-5.0112,15.5224,-26.189,3.9809518809627296,0.00166,0.0141257,0.2443180577365867,0.002239999999999931
83,0.0006110431365982313,7.921147798209214e-05,183.3525397870519,461.2888608758233,1000000000.0,-4.8811,15.6361,-27.0521,4.02534634200094,0.0016634,0.014107,0.24441725463929254,0.006336585500235081
84,0.0006117857886996467,8.081854726768164e-05,174.18491279769933,484.35330391961446,1000000000.0,-4.7614,15.9818,-27.6746,4.0265085209730405,0.0016667000000000001,0.014161300000000002,0.2447143154798587,0.006627130243260115
85,0.0006126148611903258,8.250926096284043e-05,182.89415843758428,508.5709691155952,1000000000.0,-4.858,16.2652,-25.654,3.929868951201762,0.0016626000000000002,0.0141167,0.24504594447613032,0.0
86,0.0006097171293164963,8.250926096284043e-05,182.89415843758428,508.5709691155952,1000000000.0,-4.8763,16.2455,-25.5486,3.9361025007687465,0.0016554,0.014069000000000002,0.24388685172659852,0.0
87,0.0006068550037480005,8.250926096284043e-05,182.89415843758428,508.5709691155952,1000000000.0,-4.8943,16.2259,-25.4443,3.942318097672351,0.0016482,0.014021800000000001,0.2427420014992002,0.0
88,0.0006040270691423048,8.250926096284043e-05,182.89415843758428,508.5709691155952,1000000000.0,-4.9121,16.2063,-25.341,3.9485199640790425,0.0016412,0.013975099999999999,0.2416108276569219,0.0
89,0.0006012321893711119,8.250926096284043e-05,182.89415843758428,508.5709691155952,1000000000.0,-4.9296,16.1869,-25.2388,3.954708028365537,0.0016342000000000001,0.013928900000000001,0.24049287574844477,0.0
90,0.0005984688392721967,8.250926096284043e-05,182.89415843758428,508.5709691155952,1000000000.0,-4.947,16.1675,-25.1376,3.9608832999344354,0.0016273,0.0138831,0.23938753570887866,0.0
91,0.000595736562006079,8.250926096284043e-05,182.89415843758428,508.5709691155952,1000000000.0,-4.9642,16.1482,-25.0374,3.9670467942392182,0.0016205,0.0138377,0.23829462480243158,0.0
92,0.0005930346221086706,8.250926096284043e-05,182.89415843758428,508.5709691155952,1000000000.0,-4.9812,16.1289,-24.9383,3.973199532776879,0.0016137999999999999,0.0137927,0.23721384884346822,0.0
93,0.0005903622515381393,8.250926096284043e-05,182.89415843758428,508.5709691155952,1000000000.0,-4.998,16.1098,-24.8402,3.9793425430827494,0.0016071,0.0137482,0.2361449006152557,0.0
94,0.000587718327532523,8.250926096284043e-05,182.89415843758428,508.5709691155952,1000000000.0,-5.0146,16.0906,-24.7431,3.985474684215192,0.0016005000000000001,0.0137041,0.23508733101300922,0.002919999999999945
95,0.0005880432751662119,8.041018087644486e-05,173.74945051570506,520.2501583557931,1000000000.0,-4.8832,16.2281,-25.5024,4.031268028566334,0.0016034999999999999,0.0136852,0.23521731006648475,0.00781700714158351
96,0.0005889571599661731,8.24132270215178e-05,165.0619779899198,546.2626662735828,1000000000.0,-4.7668,16.563,-26.1038,4.040728940972076,0.0016068,0.0137415,0.23558286398646924,0.010182235243018978
97,0.0005902117466463828,8.494041640057153e-05,173.3150768894158,573.5757995872619,1000000000.0,-4.8739,16.8427,-24.2399,3.9426873546441668,0.0016037,0.0137159,0.23608469865855314,0.0
98,0.0005873991258624391,8.494041640057153e-05,173.3150768894158,573.5757995872619,1000000000.0,-4.8911,16.8239,-24.1549,3.9487129381627026,0.0015967,0.0136695,0.23495965034497565,0.0
99,0.0005846188114285889,8.494041640057153e-05,173.3150768894158,573.5757995872619,1000000000.0,-4.9081,16.8052,-24.0706,3.954728540447382,0.0015898000000000002,0.0136236,0.23384752457143557,0.0
100,0.0005818693634496262,8.494041640057153e-05,173.3150768894158,573.5757995872619,1000000000.0,-4.9249,16.7866,-23.987,3.960738432691025,0.001583,0.0135781,0.2327477453798505,0.0
101,0.0005791499335872038,8.494041640057153e-05,173.3150768894158,573.5757995872619,1000000000.0,-4.9415,16.768,-23.9042,3.9667382493028964,0.0015763,0.0135331,0.2316599734348815,0.0
102,0.0005764600071338758,8.494041640057153e-05,173.3150768894158,573.5757995872619,1000000000.0,-4.9579,16.7494,-23.822,3.9727311891724493,0.0015696000000000002,0.013488400000000001,0.23058400285355032,0.0
103,0.0005737984394184478,8.494041640057153e-05,173.3150768894158,573.5757995872619,1000000000.0,-4.9741,16.7309,-23.7405,3.9787193834687162,0.001563,0.0134442,0.22951937576737913,0.0
104,0.0005711649093097383,8.494041640057153e-05,173.3150768894158,573.5757995872619,1000000000.0,-4.9902,16.7125,-23.6598,3.984698452864208,0.0015564,0.0134003,0.2284659637238953,0.0
105,0.0005685593756362273,8.494041640057153e-05,173.3150768894158,573.5757995872619,1000000000.0,-5.006,16.6941,-23.5797,3.99067161390935,0.0015500000000000002,0.0133568,0.2274237502544909,0.0012000000000000456
106,0.0005686954764895389,8.292645371888214e-05,164.649323044945,578.3624464968825,1000000000.0,-4.879,16.7463,-24.5323,4.0511530715001385,0.0015531,0.013353400000000001,0.2274781905958156,0.01278826787503462
107,0.0005702094006503897,8.542234367425114e-05,156.47410333468005,607.2805688217267,1000000000.0,-4.7661,17.0727,-25.1147,4.067120495636797,0.0015574,0.0134187,0.2280837602601559,0.01678012390919914
108,0.0005723429011717492,8.78990878663775e-05,164.29780850141407,637.644597262813,1000000000.0,-4.8767,17.3403,-23.3229,3.971069627352164,0.0015563,0.0133974,0.22893716046869966,0.0
109,0.0005694881652234509,8.78990878663775e-05,164.29780850141407,637.644597262813,1000000000.0,-4.8934,17.3218,-23.2499,3.97712063899307,0.0015492,0.0133504,0.22779526608938033,0.0
110,0.0005666655658714909,8.78990878663775e-05,164.29780850141407,637.644597262813,1000000000.0,-4.91,17.3034,-23.1775,3.983164879738303,0.0015423000000000001,0.013303800000000001,0.22666622634859634,0.0
111,0.0005638748867159101,8.78990878663775e-05,164.29780850141407,637.644597262813,1000000000.0,-4.9264,17.2849,-23.1055,3.9892055740969123,0.0015354000000000001,0.0132576,0.22554995468636405,0.0
112,0.0005611157478015708,8.78990878663775e-05,164.29780850141407,637.644597262813,1000000000.0,-4.9426,17.2666,-23.034,3.995239426417612,0.0015286,0.0132119,0.22444629912062833,0.0
113,0.0005583870812978355,8.78990878663775e-05,164.29780850141407,637.644597262813,1000000000.0,-4.9586,17.2482,-22.963,4.001268578885403,0.0015218,0.0131666,0.22335483251913418,0.00031714472135080385
114,0.0005584254052833426,8.798548880833123e-05,156.08291807634336,639.1368919634909,1000000000.0,-4.8429,17.2871,-24.0639,4.059394305054777,0.0015252,0.0132115,0.22337016211333702,0.01484857626369429
115,0.0005603094828246151,9.042462273660444e-05,161.7593205940875,671.0937365616655,1000000000.0,-4.9291,17.5507,-22.6465,3.9819707849974284,0.0015242,0.0131924,0.22412379312984604,0.0
116,0.0005574719397287643,9.042462273660444e-05,161.7593205940875,671.0937365616655,1000000000.0,-4.9455,17.5324,-22.5802,3.9880337512003643,0.0015172000000000002,0.013145400000000002,0.22298877589150573,0.0
117,0.0005546674211586427,9.042462273660444e-05,161.7593205940875,671.0937365616655,1000000000.0,-4.9617,17.5141,-22.5143,3.9940910310187734,0.0015103,0.0130989,0.22186696846345708,0.0
118,0.0005518948515782245,9.042462273660444e-05,161.7593205940875,671.0937365616655,1000000000.0,-4.9777,17.4958,-22.4488,4.000142588801846,0.0015035,0.0130528,0.2207579406312898,3.5647200461452755e-05
119,0.0005518992776083801,8.966808026206019e-05,153.67135456438314,671.271818823882,1000000000.0,-4.8584,17.5157,-23.5162,4.064245366971546,0.0015067,0.013082900000000001,0.22075971104335204,0.016061341742886537
120,0.0005539918314244935,9.209084892356094e-05,156.4357376692392,704.8354097650761,1000000000.0,-4.9077,17.7796,-22.4942,4.010501353086778,0.0015072000000000002,0.013077700000000001,0.2215967325697974,0.002625338271694533
121,0.0005543398363039126,9.283197820791101e-05,148.61395078577723,718.7721555011418,1000000000.0,-4.8,17.9041,-23.3062,4.064370477410257,0.0015097,0.013110400000000001,0.22173593452156504,0.01609261935256434
122,0.0005566077003352749,9.525094105584554e-05,156.0446483250661,746.0434759694512,1000000000.0,-4.9177,18.0852,-21.8196,3.9799907673829598,0.0015095,0.0130932,0.22264308013410997,0.0
123,0.0005535125499835115,9.525094105584554e-05,156.0446483250661,746.0434759694512,1000000000.0,-4.9349,18.0669,-21.7627,3.986169496323254,0.0015019,0.013042400000000001,0.2214050199934046,0.0
124,0.0005504590615378932,9.525094105584554e-05,156.0446483250661,746.0434759694512,1000000000.0,-4.9519,18.0486,-21.7061,3.992339604647706,0.0014945,0.0129922,0.22018362461515725,0.0
125,0.0005474462475741719,9.525094105584554e-05,156.0446483250661,746.0434759694512,1000000000.0,-4.9686,18.0304,-21.6498,3.9985021335770234,0.0014871,0.0129426,0.21897849902966876,0.0
126,0.0005444724334289237,9.525094105584554e-05,156.0446483250661,746.0434759694512,1000000000.0,-4.9851,18.0122,-21.5937,4.004657038342945,0.0014798,0.0128935,0.21778897337156947,0.0011642595857361826
127,0.0005446293685392192,9.434313800975736e-05,148.2424159088128,724.6821185257535,1000000000.0,-4.8557,17.8952,-23.0542,4.07953772708101,0.0014856000000000001,0.0129667,0.2178517474156877,0.019884431770252453
128,0.0005473847178996224,9.673155273138339e-05,155.65453670425345,752.6019815464034,1000000000.0,-4.9727,18.0815,-21.5993,3.994035471201019,0.0014865,0.0129549,0.21895388715984895,0.0
129,0.0005443887706753561,9.673155273138339e-05,155.65453670425345,752.6019815464034,1000000000.0,-4.9892,18.0633,-21.5441,4.000198226804152,0.0014792000000000002,0.012905400000000001,0.21775550827014245,4.955670103790055e-05
130,0.0005443954987683697,9.526680429542222e-05,147.87180986904076,717.2380413242116,1000000000.0,-4.8516,17.8531,-23.285,4.082655373237915,0.0014861,0.0129961,0.2177581995073479,0.02066384330947879
131,0.0005472433609927775,9.764230726193203e-05,155.2654003624928,746.9375378537915,1000000000.0,-4.969,18.0538,-21.769,3.9958693205846307,0.001487,0.012981,0.218897344397111,0.0
132,0.0005442623828751847,9.764230726193203e-05,155.2654003624928,746.9375378537915,1000000000.0,-4.9853,18.0355,-21.7128,4.002045594977261,0.0014798,0.0129316,0.21770495315007388,0.0005113987443152723
133,0.0005443315337993023,9.656083596297646e-05,147.50213034436817,719.5258993106949,1000000000.0,-4.8524,17.8783,-23.3132,4.0801299632192505,0.0014860000000000001,0.013014099999999999,0.21773261351972092,0.02003249080481262
134,0.0005471029920381817,9.89269685663005e-05,154.87723686158657,748.6873853807947,1000000000.0,-4.9702,18.0733,-21.8029,3.994050722844919,0.0014868,0.0129978,0.21884119681527267,0.0
135,0.0005441138598139369,9.89269685663005e-05,154.87723686158657,748.6873853807947,1000000000.0,-4.9865,18.055,-21.7469,4.000238592075502,0.0014795000000000001,0.0129481,0.21764554392557475,5.964801887547999e-05
136,0.0005441219456293452,9.765731922016486e-05,147.13337501850725,715.8943881203742,1000000000.0,-4.8503,17.862,-23.4647,4.081219088498617,0.0014862,0.0130384,0.21764877825173806,0.020304772124654313
137,0.0005469273452211626,0.00010001229591097539,154.49004376943262,745.934405450451,1000000000.0,-4.9685,18.0637,-21.9192,3.9945714896797413,0.0014869000000000002,0.0130197,0.21877093808846507,0.0
138,0.0005439440366786824,0.00010001229591097539,154.49004376943262,745.934405450451,1000000000.0,-4.9847,18.0453,-21.8627,4.000773194569396,0.0014796,0.012969900000000001,0.21757761467147296,0.00019329864234896021
139,0.0005439702085130393,9.890691732477279e-05,146.76554158096098,715.8781637361897,1000000000.0,-4.8501,17.8708,-23.5387,4.080209971291132,0.0014861,0.013058199999999999,0.2175880834052157,0.020052492822782986
