n,Io,W,Rb,Rd,fo,iip3,gain,s11,nf,PWR,gm,CF,CF_wo_Io
47,0.0005988741322733724,4.658913535832081e-05,248.40089228681953,725.0946683988288,1000000000.0,-4.9937,17.1987,-15.074,3.8284537537328465,0.0015848,0.0119672,0.24807112,0.0
48,0.0005921940404426069,4.6483198276175984e-05,252.63547475893716,748.1587248321919,1000000000.0,-5.0629,17.3039,-14.648,3.8182969013471957,0.0015656,0.0118285,0.24483748,0.03604666666666668
49,0.0006036033187880431,4.549841017713917e-05,227.37192728304345,673.3428523489727,1000000000.0,-4.8177,16.8658,-16.3793,3.935838067284916,0.0016053,0.012106,0.25249108,0.0
50,0.0005968044602005484,4.539244218068327e-05,231.7611089100751,694.5833304550619,1000000000.0,-4.8915,16.9744,-15.8778,3.920436293383482,0.0015856,0.011964800000000001,0.24915288000000002,0.0
51,0.000590139675323406,4.528711280603138e-05,236.10664526905333,716.4729439091354,1000000000.0,-4.964,17.0817,-15.4065,3.906526860488604,0.0015663,0.0118259,0.24588292,0.0
52,0.0005836041870819351,4.5182312014835025e-05,240.40823824226948,739.01322058886,1000000000.0,-5.0353,17.1875,-14.9623,3.894115865819602,0.0015474000000000002,0.0116892,0.24267787999999998,0.009573333333333345
53,0.0005866044225158393,4.0664080813351524e-05,216.3674144180425,665.111898529974,1000000000.0,-4.7595,16.5571,-16.3546,4.10326693368638,0.0015660000000000001,0.0116336,0.24719275999999998,0.025816733421595073
54,0.0005929225595578153,4.473048889468668e-05,238.00415585984675,731.6230883829714,1000000000.0,-4.9314,17.1719,-15.1689,3.8995658959930153,0.0015712,0.011798,0.24629035999999999,0.0
55,0.0005861413557450067,4.4622940959088324e-05,242.24124730960074,755.0848761678384,1000000000.0,-5.0037,17.2776,-14.7303,3.8885461367815126,0.0015517,0.0116581,0.24299068000000001,0.01872000000000007
56,0.0005922255903908118,4.357544920749599e-05,218.01712257864068,679.5763885510546,1000000000.0,-4.7923,16.8066,-16.4257,4.020647024539395,0.0015785,0.0118609,0.24880803999999998,0.005161756134848705
57,0.0005938878099664809,4.5944320837947314e-05,233.64968567693825,732.9781000913291,1000000000.0,-4.9214,17.2346,-15.3945,3.892137182240048,0.0015745,0.0118879,0.24691419999999997,0.0
58,0.0005871629963034076,4.583503674758844e-05,237.92094154917862,756.7191793531729,1000000000.0,-4.9941,17.341,-14.9375,3.8805089633247936,0.001555,0.0117465,0.24361091999999998,0.004166666666666667
59,0.0005885054964912598,4.12515330728296e-05,214.12884739426076,681.0472614178556,1000000000.0,-4.7315,16.7167,-16.3446,4.087920994366061,0.0015697,0.0116741,0.24758739999999999,0.02198024859151526
60,0.0005947559653899422,4.537668638011256e-05,235.54173213368682,749.1519875596412,1000000000.0,-4.9054,17.3176,-15.1284,3.8883951566774626,0.0015747,0.0118339,0.24660816,0.0
61,0.0005878423894609147,4.526522146921041e-05,239.75471172000078,773.7409725967194,1000000000.0,-4.9789,17.4233,-14.6803,3.8781832324103465,0.0015547,0.0116901,0.24323463999999997,0.02131333333333328
62,0.00059492348612302,4.6024720598358366e-05,215.7792405480007,696.3668753370475,1000000000.0,-4.8002,17.032,-16.5447,3.973859852961263,0.0015844000000000001,0.012015900000000001,0.2495478,0.0
63,0.0005882351446618008,4.591464095966594e-05,220.200717294969,718.8376928308049,1000000000.0,-4.877,17.1414,-16.0126,3.957418621651323,0.0015648,0.0118727,0.24619472,0.0
64,0.0005816813999596093,4.580530055034242e-05,224.57630571708725,741.9840698943237,1000000000.0,-4.9523,17.2491,-15.5151,3.942683048259478,0.0015457000000000001,0.0117319,0.24291244,0.0
65,0.0005752529419019554,4.5696495661843523e-05,228.90659754658486,765.8061335995095,1000000000.0,-5.0263,17.3549,-15.048,3.9295930900553993,0.0015268,0.0115934,0.2396968,0.005259999999999998
66,0.0005769073669467264,4.112684609565917e-05,206.01593779192638,689.2255202395586,1000000000.0,-4.7513,16.7312,-16.4984,4.140148241763827,0.0015424,0.011532500000000001,0.24382067999999998,0.03503706044095667
67,0.0005832423102493031,4.523953070522509e-05,226.617531571119,758.1480722635145,1000000000.0,-4.9341,17.3344,-15.2479,3.93670667345174,0.0015474000000000002,0.011687300000000001,0.24283416000000002,0.0
68,0.0005766227026751632,4.512856481639645e-05,230.88234274589792,782.8532229308767,1000000000.0,-5.0086,17.4398,-14.7904,3.9251162853884107,0.0015281000000000001,0.0115465,0.23954788,0.01569333333333341
69,0.0005817152788243477,4.248292057948183e-05,207.7941084713081,704.567900637789,1000000000.0,-4.7545,16.9153,-16.4039,4.089151263705623,0.0015525,0.0116462,0.24500524,0.02228781592640572
70,0.0005879332666934698,4.673121263743001e-05,228.5735193184389,768.9858485738996,1000000000.0,-4.9379,17.4648,-15.1974,3.895021954618386,0.0015577000000000002,0.0118057,0.24412127999999997,0.0
71,0.000581244461727449,4.661736027942904e-05,232.82459206618205,794.425093010355,1000000000.0,-5.0124,17.5698,-14.7363,3.8844502699704098,0.0015382,0.011662,0.24079908,0.020060000000000085
72,0.0005877924889982296,4.519868386545481e-05,209.54213285956385,714.9825837093194,1000000000.0,-4.78,17.1112,-16.4758,4.017301928797049,0.0015664000000000001,0.011861700000000001,0.24686039999999998,0.0043254821992622094
73,0.0005891989166804659,4.7224812474481086e-05,222.9706514731185,760.6198768412658,1000000000.0,-4.9008,17.4471,-15.5366,3.909309031531414,0.0015628,0.011876200000000002,0.24517872000000002,0.0
74,0.0005825200010849047,4.7109984197280666e-05,227.26483849674636,785.9260472948055,1000000000.0,-4.9764,17.5535,-15.0517,3.8974281065123453,0.0015432,0.0117313,0.24183476,0.0
75,0.000575957843980586,4.699535062618195e-05,231.51680047321787,811.9170830493213,1000000000.0,-5.051,17.6571,-14.5957,3.8872863580127,0.001524,0.0115886,0.23855475999999998,0.037153333333333316
76,0.0005873453014571118,4.5322601392694606e-05,208.36512042589607,730.7253747443891,1000000000.0,-4.7699,17.2201,-16.3531,4.014940110118072,0.0015641000000000001,0.011838,0.24630876,0.0037350275295180424
77,0.0005885782383969338,4.70928016885403e-05,220.10151583489707,770.5665210528068,1000000000.0,-4.8778,17.5049,-15.5306,3.9211754117371944,0.0015609,0.0118507,0.24483728000000002,0.0
78,0.000581821885084941,4.6975779654263205e-05,224.38257495585373,796.4695320283488,1000000000.0,-4.9547,17.611,-15.039,3.909498134321195,0.0015411,0.011703900000000001,0.2414482,0.0
79,0.0005751832333040998,4.685890179715566e-05,228.62168560854,823.0505584100378,1000000000.0,-5.0307,17.7142,-14.5775,3.8996149304290095,0.0015216000000000001,0.011559400000000001,0.23812444,0.03430666666666671
80,0.0005851359544904553,4.5004213267518e-05,205.759517047686,740.745502569034,1000000000.0,-4.7543,17.2688,-16.3186,4.032214182005724,0.0015582,0.011781100000000001,0.24539091999999998,0.008053545501431003
81,0.0005878270434474713,4.882641572615979e-05,226.33546875245457,784.9543340504972,1000000000.0,-4.9621,17.6237,-15.2349,3.8679508181463045,0.0015567,0.011891500000000001,0.24385556,0.0
82,0.0005812342070463407,4.870941159013166e-05,230.61273069171224,811.2185000883879,1000000000.0,-5.0371,17.7278,-14.7628,3.857718173780003,0.0015374000000000002,0.0117463,0.24054492000000002,0.023233333333333245
83,0.0005887429732799212,4.718021105833712e-05,207.55145762254102,730.0966500795491,1000000000.0,-4.793,17.2849,-16.5445,3.986223868157448,0.0015681,0.011962500000000001,0.24698036,0.0
84,0.000582107801622223,4.706454924309653e-05,211.9748896032319,754.3747875752895,1000000000.0,-4.8725,17.3942,-15.9888,3.969818185472321,0.0015484000000000001,0.011816,0.24359268,0.0
85,0.0005756036520085482,4.694958778585078e-05,216.3496449121552,779.3580571565261,1000000000.0,-4.9505,17.5014,-15.4711,3.9553180343025525,0.0015291999999999999,0.011672100000000001,0.24027732000000002,0.0
86,0.0005692197177267497,4.683507783556625e-05,220.67826123498898,805.0362003416801,1000000000.0,-5.0273,17.6062,-14.9867,3.942674435502909,0.0015103,0.0115305,0.23702923999999997,0.006346666666666679
87,0.0005712413386154206,4.215157005200962e-05,198.6104351114901,724.532580307512,1000000000.0,-4.7407,17.0081,-16.5033,4.147121202468165,0.0015271,0.0114871,0.241371,0.036780300617041295
88,0.0005774951341495883,4.636672705721058e-05,218.4714786226391,781.3216994671019,1000000000.0,-4.9379,17.499,-15.3466,3.9524663178949426,0.0015331,0.0116566,0.24071368,0.0
89,0.0005709948077299805,4.625202612210833e-05,222.76623474551627,807.148867237078,1000000000.0,-5.0146,17.6036,-14.8698,3.940520706023421,0.0015139,0.0115143,0.23743023999999996,0.011599999999999966
90,0.0005747479452350991,4.16268235098975e-05,200.48961127096464,726.4339805133702,1000000000.0,-4.7149,17.0136,-16.3775,4.142147425482868,0.0015349,0.011488400000000001,0.24237035999999998,0.03553685637071702
91,0.0005809542181709037,4.578950586088725e-05,220.53857239806112,781.1386182878443,1000000000.0,-4.9117,17.4908,-15.2606,3.9485576957673887,0.001541,0.0116642,0.24176579999999998,0.0
92,0.0005742855994865598,4.5674128307277465e-05,224.79645377220592,807.1064221808788,1000000000.0,-4.9885,17.5955,-14.7885,3.93730232808706,0.0015215,0.011520200000000001,0.23842564000000002,0.014099999999999942
93,0.0005789410450207899,4.419753946613246e-05,202.31680839498534,726.3957799627909,1000000000.0,-4.7613,17.1256,-16.5318,4.077425002155412,0.0015452,0.0116921,0.24386612,0.019356250538852926
94,0.0005851184404463243,4.8617293412745705e-05,222.5484892344839,779.9165872267331,1000000000.0,-4.9543,17.5848,-15.3965,3.890717853846918,0.0015513,0.011863799999999999,0.24327784000000002,0.0
95,0.0005786045929851633,4.850097437157072e-05,226.8549332672385,805.9261049233196,1000000000.0,-5.0298,17.6895,-14.9151,3.8794488612373557,0.0015321,0.0117195,0.23998735999999996,0.011619999999999919
96,0.0005823268120060878,4.3650876934413645e-05,204.16943994051465,725.3334944309877,1000000000.0,-4.7374,17.1113,-16.4434,4.073861691666638,0.001553,0.011698499999999999,0.24491979999999997,0.018465422916659424
97,0.0005884788620408693,4.801596462785501e-05,224.58638393456613,778.2567492599832,1000000000.0,-4.9292,17.5682,-15.3294,3.887320372554584,0.0015591,0.0118741,0.24434488,0.0
98,0.0005818105216622196,4.789923130005311e-05,228.86103826338058,804.323170518591,1000000000.0,-5.0048,17.6731,-14.852,3.876609402330165,0.0015396000000000001,0.0117283,0.24100291999999998,0.010826666666666717
99,0.0005853415784226576,4.3338129615322074e-05,205.97493443704252,723.8908534667319,1000000000.0,-4.7212,17.1007,-16.3768,4.06732989175903,0.0015600000000000002,0.0117144,0.24587367999999998,0.016832472939757537
100,0.0005910203617646637,4.767194257685428e-05,226.57242788074677,776.579483788587,1000000000.0,-4.9154,17.5553,-15.2732,3.8817869478415314,0.001565,0.0118866,0.24514419999999998,0.0
101,0.0005842468177747635,4.7555071090808236e-05,230.82600588755543,802.649341344872,1000000000.0,-4.9909,17.6603,-14.7996,3.8714930944305816,0.0015452999999999999,0.01174,0.24176956,0.013360000000000009
102,0.0005886546705554345,4.5569810843778e-05,207.74340529879987,722.3844072103848,1000000000.0,-4.763,17.1812,-16.5113,4.014799996197219,0.0015683000000000001,0.0118855,0.24708647999999994,0.0036999990493047363
103,0.0005898679852776779,4.731712217724926e-05,219.29085695380118,761.5579125198385,1000000000.0,-4.8692,17.4659,-15.6848,3.921509663078693,0.0015651,0.0118969,0.24562199999999998,0.0
104,0.0005831352774193343,4.720066078800679e-05,223.59524066880988,787.1031844601922,1000000000.0,-4.946,17.5727,-15.1855,3.9091690794014493,0.0015454000000000002,0.0117503,0.24223872,0.0
105,0.0005765210118875451,4.708445066712243e-05,227.85666665436557,813.340358338573,1000000000.0,-5.0218,17.6768,-14.7168,3.898636478346267,0.001526,0.011606,0.23892096,0.023240000000000018
106,0.0005841159032822284,4.5472081804709905e-05,205.070999988929,732.0063225047156,1000000000.0,-4.7709,17.2252,-16.4764,4.031965810511534,0.0015568,0.0118127,0.24538111999999998,0.007991452627883477
107,0.000586734696158566,4.923280352731168e-05,225.5780999878219,781.0942356324307,1000000000.0,-4.9754,17.6103,-15.3166,3.867358250696842,0.0015546,0.0119064,0.2436536,0.0
108,0.0005802375420940133,4.9116585038485114e-05,229.8798054506388,807.1228447808945,1000000000.0,-5.05,17.7146,-14.8414,3.856618234150342,0.0015355000000000002,0.0117622,0.24037759999999997,0.02057333333333329
109,0.0005867935153279594,4.5158630289760404e-05,206.8918249055749,726.410560302805,1000000000.0,-4.7599,17.1869,-16.4563,4.026966234875618,0.0015635,0.0118335,0.24634547999999998,0.006741558718904583
110,0.0005890155068947412,4.833389319845389e-05,227.5810073961324,777.5631683762437,1000000000.0,-4.9533,17.5701,-15.2476,3.8704330728766667,0.0015600000000000002,0.0118916,0.24438899999999997,0.0
111,0.00058238678971136,4.8217983692183756e-05,231.85305082181293,803.4974494300668,1000000000.0,-5.0279,17.6746,-14.778,3.86006993881217,0.0015406,0.0117467,0.24107336,0.020379999999999933
112,0.0005889850197151109,4.621396911021456e-05,208.66774573963164,723.1477044870601,1000000000.0,-4.7823,17.2073,-16.5076,3.998999440187798,0.0015689,0.011922,0.2471478,0.0
113,0.0005822967334701028,4.60996938412697e-05,213.0791561305415,747.0296413732293,1000000000.0,-4.8616,17.3166,-15.9595,3.982569421121187,0.0015492,0.011776300000000002,0.24375344,0.0
114,0.0005757419806985552,4.5986122167536805e-05,217.44243046279323,771.6120179757097,1000000000.0,-4.9394,17.424,-15.4482,3.9679985498652695,0.0015299,0.0116331,0.24043156,0.0
115,0.0005693113209076916,4.587308603294743e-05,221.76021260985758,796.8845530557398,1000000000.0,-5.016,17.529,-14.9696,3.955217620354576,0.0015109,0.0114923,0.23717779999999997,0.005226666666666683
116,0.0005709840585955778,4.1285777429652686e-05,199.58419134887183,717.1960977501658,1000000000.0,-4.7326,16.9208,-16.4594,4.163369039692098,0.0015268,0.011439500000000002,0.24137604000000001,0.04084225992302448
117,0.0005772630415999585,4.5414355172617956e-05,219.542610483759,777.9090080982444,1000000000.0,-4.9277,17.4453,-15.2781,3.9649274782821986,0.0015324,0.0116051,0.24061408,0.0
118,0.0005707026173260523,4.53005367276699e-05,223.81637022252644,803.5318991846276,1000000000.0,-5.0043,17.5501,-14.8084,3.95308572160924,0.0015132000000000001,0.011463200000000002,0.23731891999999996,0.013633333333333237
119,0.0005751517819347638,4.2100935209785624e-05,201.4347332002738,723.1787092661648,1000000000.0,-4.734,17.0102,-16.4087,4.128610642754726,0.0015361,0.011526400000000001,0.24257127999999997,0.0321526606886815
120,0.000581364799825843,4.6311028730764185e-05,221.5782065203012,779.62314755189,1000000000.0,-4.9286,17.4985,-15.2709,3.9355586022413,0.001542,0.011698,0.24191752,0.0
121,0.000574753627073691,4.619601131739737e-05,225.84654704819175,805.4872081533692,1000000000.0,-5.0048,17.6032,-14.7995,3.9242757229604197,0.0015226,0.011554600000000002,0.23860119999999999,0.014326666666666732
122,0.0005794367635786768,4.33106105746583e-05,203.26189234337258,724.9384873380322,1000000000.0,-4.7449,17.0843,-16.4373,4.089047707242665,0.0015461000000000001,0.0116454,0.24396231999999998,0.0222619268106663
123,0.0005856083745808868,4.764167163212413e-05,223.58808157770983,779.1286185239941,1000000000.0,-4.9376,17.5515,-15.313,3.9007140866601677,0.0015522,0.011818799999999999,0.24335892,0.0
124,0.0005789941887524217,4.752564196467737e-05,227.86620662020795,805.1186480593453,1000000000.0,-5.0132,17.6563,-14.8376,3.889767992835637,0.0015328,0.0116741,0.24003847999999997,0.013466666666666722
125,0.0005833687443771392,4.3478804926451216e-05,205.07958595818715,724.6067832534108,1000000000.0,-4.7329,17.1032,-16.4038,4.071493319569383,0.0015554,0.0116998,0.24523144000000002,0.01787332989234569
126,0.000589352866830525,4.782668541909634e-05,225.58754455400586,777.635204392562,1000000000.0,-4.9253,17.5608,-15.2944,3.8852342859245237,0.0015611,0.011874000000000001,0.24459816,0.0
127,0.0005826444573018996,4.7710038436731265e-05,229.8518485883654,803.6907924360954,1000000000.0,-5.0008,17.6657,-14.8196,3.8747287659555902,0.0015415000000000001,0.0117281,0.24124491999999997,0.012186666666666688
128,0.0005866371721220006,4.4186805060645976e-05,206.86666372952888,723.3217131924858,1000000000.0,-4.7393,17.1319,-16.4188,4.045759828783199,0.0015632,0.0117803,0.24633195999999996,0.01143995719579971
129,0.0005904523048151953,4.860548556671057e-05,227.55333010248177,776.0182672205643,1000000000.0,-4.9474,17.5754,-15.2919,3.8649010169073286,0.0015637000000000001,0.0119267,0.24495092,0.0
130,0.0005838060129912952,4.8489176569488776e-05,231.8279413593607,801.9638831091148,1000000000.0,-5.022,17.6802,-14.8189,3.854490926544887,0.0015442000000000001,0.0117813,0.24162591999999997,0.01647333333333343
131,0.000589140808804346,4.5105811584818036e-05,208.64514722342463,721.7674947982033,1000000000.0,-4.7563,17.1618,-16.4458,4.0181990337623485,0.0015692,0.0118635,0.24718527999999998,0.004549758440587137
