n,Io,W,Rb,Rd,fo,iip3,gain,s11,nf,PWR,gm,CF,CF_wo_Io
42,0.000699431380812674,8.489241787014972e-05,301.55186043852615,730.0362536674721,1000000000.0,-4.9617,18.2191,-15.856,3.235651240813378,0.0018260000000000001,0.0147219,0.7304,0.0
43,0.0006916568861840202,8.489241787014972e-05,303.8849779042692,744.3944272697595,1000000000.0,-5.0277,18.2628,-15.5368,3.2375170187225337,0.0018053,0.0145732,0.72212,0.005540000000000056
44,0.0007032781760088903,8.088761697157141e-05,288.69072900905576,738.8928338497836,1000000000.0,-4.8478,18.2579,-15.9656,3.276288073800897,0.0018359000000000001,0.0146687,0.73436,0.0
45,0.0006949663137745702,8.088761697157141e-05,291.0000450779443,753.237064324461,1000000000.0,-4.9183,18.2991,-15.6409,3.2784374724296073,0.0018138000000000002,0.014513999999999999,0.72552,0.0
46,0.0006866480018426927,8.067390390179833e-05,293.36198525652566,764.1769562617131,1000000000.0,-4.9874,18.3197,-15.3725,3.282366776280753,0.0017922,0.014360300000000001,0.7168800000000001,0.0
47,0.0006786698200003751,8.067390390179833e-05,295.74043416094077,778.8565734749324,1000000000.0,-5.0571,18.3597,-15.0704,3.284935546755693,0.001771,0.0142106,0.7084,0.01142000000000003
48,0.0006906391895864231,7.664020870670842e-05,280.9534124528937,765.7021935446553,1000000000.0,-4.8667,18.3159,-15.5824,3.3274518662382,0.001803,0.0143148,0.7212,0.0
49,0.0006821048989048256,7.643000837107751e-05,283.3032755238242,780.1833848348771,1000000000.0,-4.9384,18.3511,-15.2672,3.3313275877846253,0.0017805,0.014152900000000001,0.7121999999999999,0.0
50,0.0006738148595044732,7.643000837107751e-05,285.69466491866893,794.8658267579057,1000000000.0,-5.0115,18.3886,-14.9691,3.334086448520628,0.0017585,0.014001099999999999,0.7034,0.004360000000000024
51,0.0006824793663201599,7.548032616394658e-05,271.40993167273547,755.1225354200104,1000000000.0,-4.8726,18.246,-15.9156,3.3658489861539764,0.0017855000000000002,0.0141999,0.7142000000000001,0.0
52,0.0006744636703989856,7.527747437559633e-05,273.6726601693728,769.1872753899663,1000000000.0,-4.9401,18.2826,-15.5965,3.3688355141562374,0.0017642,0.014046099999999999,0.70568,0.0
53,0.00066660720425832,7.507489488040934e-05,274.8211579895912,779.8872174318395,1000000000.0,-5.0019,18.3043,-15.3668,3.374970606700635,0.0017439,0.013903700000000001,0.6975600000000001,0.00038000000000000257
54,0.0006675109528903192,7.132115013638887e-05,261.0801000901116,776.2724020336123,1000000000.0,-4.8882,18.2667,-15.7009,3.4335634849743215,0.0017481,0.0138287,0.69924,0.0
55,0.0006595781854901772,7.132115013638887e-05,263.34539549811717,790.3362529829124,1000000000.0,-4.9588,18.3039,-15.3986,3.435222198860873,0.0017271,0.0136846,0.69084,0.0
56,0.0006518320729933662,7.132115013638887e-05,265.64213833188705,804.5942912869406,1000000000.0,-5.0288,18.3407,-15.1071,3.437072239650097,0.0017065,0.0135432,0.6826,0.005760000000000077
57,0.0006636594233250072,6.775509262956942e-05,252.3600314152927,799.1559572089478,1000000000.0,-4.8284,18.3257,-15.5266,3.4871801145000783,0.0017373,0.0136222,0.69492,0.0
58,0.0006551979789482159,6.755849438367619e-05,254.6414343816101,813.2982257695472,1000000000.0,-4.9018,18.3562,-15.2227,3.4907712813279277,0.0017150000000000002,0.013466500000000001,0.686,0.0
59,0.0006470238600898344,6.755849438367619e-05,256.94501913092046,827.813626671849,1000000000.0,-4.9764,18.3906,-14.9345,3.4929625464977585,0.0016934,0.0133214,0.6773600000000001,0.004366666666666674
60,0.0006500066458029514,7.086123011541236e-05,244.09776817437444,786.4229453382566,1000000000.0,-4.9242,18.2867,-15.9786,3.5050430683874403,0.0017072,0.013579700000000002,0.68288,0.0
61,0.0006425125946056146,7.06718407742861e-05,246.3120832285639,800.3833477649451,1000000000.0,-4.9904,18.3206,-15.6651,3.5072483653772806,0.0016872,0.0134352,0.67488,0.0
62,0.0006351595996483471,7.048314551879589e-05,248.5669874263993,814.5517720474311,1000000000.0,-5.0564,18.3542,-15.3624,3.5096321241243467,0.0016676,0.0132929,0.66704,0.011280000000000002
63,0.0006463280712629681,6.69589882428561e-05,236.13863805507933,810.9616166325318,1000000000.0,-4.8576,18.3467,-15.7866,3.563078366690392,0.0016967000000000002,0.0133639,0.6786800000000001,0.0
64,0.0006384023829375505,6.69589882428561e-05,238.38107823286163,828.5727304294421,1000000000.0,-4.9311,18.3955,-15.4403,3.5642711954151354,0.0016753,0.0132153,0.67012,0.0
65,0.0006305718658181577,6.69589882428561e-05,240.64754786344398,846.7731714456972,1000000000.0,-5.0048,18.4445,-15.1043,3.565930255422959,0.0016541,0.0130674,0.66164,0.0009600000000000719
66,0.0006330466682078483,6.361103883071329e-05,228.61517047027178,835.22258202729,1000000000.0,-4.8654,18.3721,-15.5648,3.632337629569917,0.0016629000000000001,0.013029299999999999,0.6651600000000001,0.0
67,0.0006250370330169161,6.361103883071329e-05,230.8573867302429,853.4069072790938,1000000000.0,-4.9414,18.4202,-15.2242,3.6336920114680433,0.0016413,0.0128809,0.65652,0.0
68,0.0006171571059714579,6.361103883071329e-05,233.10138621368077,872.4824314904838,1000000000.0,-5.0172,18.4697,-14.8915,3.635600491943358,0.0016200000000000001,0.0127333,0.648,0.010673333333333267
69,0.0006292169005406781,6.255617260832541e-05,221.44631690299673,828.8583099159596,1000000000.0,-4.8314,18.3272,-15.8573,3.673433223258422,0.0016554,0.012965899999999999,0.66216,0.0
70,0.0006213638377322474,6.237622420173084e-05,223.6511831070232,842.8737333734454,1000000000.0,-4.9033,18.3557,-15.547,3.675582981534288,0.0016346000000000002,0.0128209,0.6538400000000001,0.0
71,0.000613690253156693,6.237622420173084e-05,225.86609974034266,860.922236873765,1000000000.0,-4.9773,18.4037,-15.2126,3.6765205445632922,0.0016137999999999999,0.012677899999999999,0.64552,0.0
72,0.0006060185603041189,6.219882710623314e-05,228.1086041975366,876.112207900824,1000000000.0,-5.0494,18.4342,-14.9175,3.6793749789753805,0.0015934,0.0125345,0.63736,0.01538000000000004
73,0.000620868560280728,6.12012365037306e-05,216.70317398765977,832.3065975057829,1000000000.0,-4.8411,18.2994,-15.905,3.7149162984620503,0.0016356,0.0128057,0.65424,0.0
74,0.0006131978488260411,6.1025257644933904e-05,218.90271751573448,846.1608438809418,1000000000.0,-4.9123,18.3274,-15.5951,3.7166502800419816,0.0016152,0.012664,0.64608,0.0
75,0.0006056937611806311,6.085053483898766e-05,221.11343050215297,860.433005017253,1000000000.0,-4.9829,18.3564,-15.2948,3.71862727087171,0.0015952,0.0125244,0.63808,0.0
76,0.0005983131684774281,6.06768528847307e-05,223.34007073728807,875.1696817394795,1000000000.0,-5.0532,18.3861,-15.0027,3.7208967061801634,0.0015756,0.0123862,0.6302399999999999,0.010640000000000073
77,0.0006097936059473682,5.7643010240494166e-05,212.17306720042367,831.4111976525055,1000000000.0,-4.836,18.195,-15.8902,3.7829582073634374,0.0016094,0.0125286,0.64376,0.0
78,0.0006023432551392301,5.7643010240494166e-05,214.3395541388764,848.5706828436006,1000000000.0,-4.909,18.2429,-15.5527,3.782457017587416,0.0015892,0.0123923,0.63568,0.0
79,0.0005951129290232421,5.7643010240494166e-05,216.54467414263218,865.8632550231293,1000000000.0,-4.9812,18.2896,-15.2299,3.782162349150341,0.0015696000000000002,0.0122592,0.6278400000000001,0.0
80,0.0005879766674565901,5.7643010240494166e-05,218.75822730264215,883.927901246904,1000000000.0,-5.0534,18.3376,-14.9147,3.782369860051962,0.0015502,0.0121265,0.6200800000000001,0.016366666666666654
81,0.0006024941892793781,5.663956317518369e-05,207.82031593751003,839.7315061845587,1000000000.0,-4.8415,18.1948,-15.8942,3.8221161577346168,0.0015915999999999999,0.0123851,0.63664,0.0
82,0.0005951275302270809,5.663956317518369e-05,209.98243239437826,856.8794746462834,1000000000.0,-4.9148,18.2419,-15.5577,3.821371720125936,0.0015716,0.012250500000000001,0.62864,0.0
83,0.0005879030519150416,5.647307552558736e-05,212.1707743746966,870.7880222605879,1000000000.0,-4.9848,18.2694,-15.2637,3.8226963002566405,0.0015523,0.0121174,0.62092,0.0
84,0.0005807927671125597,5.630798558458059e-05,214.38353380047153,885.1363078897924,1000000000.0,-5.0547,18.2977,-14.9775,3.824256995986726,0.0015333000000000002,0.0119857,0.6133200000000001,0.01244000000000014
85,0.0005950918364457697,5.5348614025317956e-05,203.66435711044795,840.8794924953028,1000000000.0,-4.8429,18.1527,-15.9637,3.865395948312699,0.0015743,0.012241199999999999,0.6297200000000001,0.0
86,0.0005879086433846488,5.5348614025317956e-05,206.87561789206072,858.0193431233545,1000000000.0,-4.9239,18.1985,-15.578,3.8591257005143627,0.0015545000000000001,0.0121071,0.6218,0.0
87,0.0005808403767455138,5.5348614025317956e-05,209.058001203519,871.8122186490478,1000000000.0,-4.9962,18.2295,-15.2914,3.8582671922092686,0.0015356,0.0119835,0.61424,0.0
88,0.0005739319752675926,5.518693585836534e-05,211.27028880820455,885.9447092908066,1000000000.0,-5.0652,18.2575,-15.0067,3.859383391716902,0.0015172000000000002,0.0118553,0.6068800000000001,0.013039999999999986
89,0.0005848626739250418,5.2427589065447074e-05,200.70677436779434,841.6474738262663,1000000000.0,-4.8446,18.0542,-15.8842,3.928187221812913,0.0015496000000000002,0.0119858,0.6198400000000001,0.0
90,0.0005776667035011636,5.227003000251951e-05,202.80987522131105,855.3064520511344,1000000000.0,-4.915,18.0827,-15.58,3.9288557573633205,0.0015304000000000001,0.0118552,0.61216,0.0
91,0.0005707045636197214,5.2113688089487495e-05,204.94270478350333,869.1132139306928,1000000000.0,-4.9842,18.1113,-15.2876,3.9295576694655447,0.0015118,0.011728,0.60472,0.0
92,0.0005639203599462531,5.2113688089487495e-05,207.11283120972664,886.5264009280523,1000000000.0,-5.0556,18.1589,-14.9801,3.9283900250943526,0.0014933000000000001,0.011604100000000001,0.5973200000000001,0.012446666666666672
93,0.0005778469990773686,5.125756634273717e-05,196.7571896492403,842.2000808816497,1000000000.0,-4.8425,18.0075,-15.9618,3.9728233361220937,0.0015333000000000002,0.0118507,0.6133200000000001,0.0
94,0.000570795868880975,5.125756634273717e-05,198.85041600054268,855.795410633154,1000000000.0,-4.9154,18.0401,-15.6628,3.9710273649899426,0.0015144,0.0117296,0.60576,0.0
95,0.0005639350132668659,5.11049134920409e-05,200.98149916922986,869.5703575247416,1000000000.0,-4.9846,18.0688,-15.3669,3.971311289271329,0.001496,0.011604,0.5983999999999999,0.0
96,0.0005572939591594915,5.095276861333333e-05,203.13933462054644,883.4647414035486,1000000000.0,-5.0527,18.0974,-15.0827,3.9716624274136745,0.0014782,0.0114816,0.59128,0.01053999999999995
97,0.0005679350372228134,4.8405130182666664e-05,192.9823678895191,885.2123469065716,1000000000.0,-4.8251,18.1009,-15.4978,4.045189897703926,0.0015053000000000002,0.0115215,0.6021200000000001,0.011297474425981502
98,0.0005703855097169245,5.0825386691799995e-05,202.63148628399506,882.8296024580304,1000000000.0,-4.9418,18.1449,-15.1969,3.957828057490448,0.0015099,0.0116478,0.60396,0.0
99,0.0005633606826485883,5.0825386691799995e-05,204.80130147212014,896.9366468811381,1000000000.0,-5.0158,18.1757,-14.9226,3.956839643715026,0.0014912,0.0115279,0.59648,0.008319999999999972
100,0.0005743674017518117,4.9839951625382934e-05,194.56123639851413,852.0898145370812,1000000000.0,-4.8211,18.0086,-15.8701,4.007853607874366,0.0015241,0.011727399999999999,0.60964,0.0019634019685914605
101,0.0005768428159042394,5.233194920665208e-05,204.28929821843982,855.5003418318355,1000000000.0,-4.9351,18.0789,-15.5071,3.9220014449917056,0.0015281000000000001,0.0118433,0.61124,0.0
102,0.0005699086459076904,5.217538397294739e-05,206.4271836986173,869.3386929878284,1000000000.0,-5.0041,18.1077,-15.2174,3.9228062017453134,0.0015095,0.0117163,0.6038,0.0008200000000000429
103,0.0005719033706008352,4.956661477430002e-05,196.10582451368646,872.8230157988511,1000000000.0,-4.8475,18.0857,-15.5505,4.0063030979879555,0.0015157,0.011642,0.60628,0.0015757744969888687
104,0.0005743353812788222,5.204494551301502e-05,205.91111573937079,872.5405314055346,1000000000.0,-4.9621,18.1378,-15.234,3.920849755685454,0.00152,0.011763899999999999,0.608,0.0
105,0.0005674500455093341,5.204494551301502e-05,208.09963208699406,886.4312935370433,1000000000.0,-5.0344,18.169,-14.9605,3.9197926130677874,0.0015016,0.0116451,0.6006400000000001,0.009513333333333308
106,0.0005817218148642448,5.1129439540232e-05,197.69465048264436,842.1097288601911,1000000000.0,-4.818,18.0174,-15.939,3.964437303739678,0.0015424,0.011892400000000001,0.61696,0.0
107,0.0005745279177207709,5.097416758773752e-05,199.79263207751822,855.7236497967508,1000000000.0,-4.8889,18.0458,-15.6324,3.964848483943177,0.0015232000000000002,0.011762700000000001,0.60928,0.0
108,0.0005675753364427095,5.097416758773752e-05,201.9160261346033,869.4794003085622,1000000000.0,-4.9614,18.0781,-15.3454,3.963289451379102,0.0015046,0.0116433,0.60184,0.0
109,0.0005607000939150128,5.081971951740076e-05,204.07909118076026,883.3481089502151,1000000000.0,-5.0312,18.1057,-15.0608,3.9639839685858496,0.0014862,0.0115181,0.59448,0.006240000000000023
