Iteration No,Io,gain_db,gain_fo,gain_lower,gain_upper,freq_lower,freq_upper,iip3_dbm,s11_db,s12_db,s21_db,s22_db,Kf,nf_db,p_source,gm1,vdsat,vg,vd,vs,
19,0.0007854113,5.146629,14.08272,2.146629,13.20142,1000000.0,2000000000.0,-1.9510083948552364,-3.33757,-66.1064,-84.4221,-9.375819999999999e-07,2.6264116651712053,5.343974,0.003333897,0.01551166,0.05544974,0.6112837,0.411274,0.2309541,
20,0.0007714707,5.285324,14.07434,2.285324,13.15752,1000000.0,2000000000.0,-1.9216464624750529,-3.29961,-66.0881,-84.4061,-9.43608e-07,2.61931140206698,5.361703,0.003273548,0.01529423,0.05512406,0.610996,0.4123746,0.2322142,
21,0.0007584873,5.417161,14.06416,2.417161,13.12171,1000000.0,2000000000.0,-1.98646858413575,-3.26208,-66.0657,-84.3731,-9.50732e-07,2.609432317737404,5.379521,0.003218332,0.01508303,0.05487514,0.6113389,0.4127554,0.2336359,
22,0.0007460206,5.5398320000000005,14.04998,2.539832,13.07341,1000000.0,2000000000.0,-2.0273886347560364,-3.23159,-66.0481,-84.345,-9.55944e-07,2.599601298723359,5.393175,0.003165239,0.01488365,0.05459927,0.6114955,0.4132244,0.2350417,
23,0.0007341257,5.545579,14.03832,2.545579,13.03679,1000000.0,2000000000.0,-2.1339134623159524,-3.24459,-65.9855,-84.2708,-9.646100000000001e-07,2.590350534743795,5.376488,0.003114875,0.01468596,0.05438428,0.6119192,0.413511,0.2364089,
24,0.0007225176,5.675093,14.02272,2.675093,12.98687,1000000.0,2000000000.0,-2.1729851501119697,-3.20838,-65.9778,-84.252,-9.69208e-07,2.581152102106416,5.396509,0.003065674,0.01449652,0.05413709,0.6120979,0.4138731,0.237736,
25,0.0007113921,5.7939229999999995,14.0056,2.793923,12.94213,1000000.0,2000000000.0,-2.2298666106466953,-3.17475,-65.967,-84.2244,-9.749280000000001e-07,2.5720940410447084,5.416459,0.003018771,0.01430619,0.05391869,0.6123368,0.4140688,0.238943,
26,0.0007005488,5.905481,13.99624,2.905481,12.9071,1000000.0,2000000000.0,-2.269462430470867,-3.14858,-65.9456,-84.1985,-9.82006e-07,2.5658727078268,5.433029,0.002972838,0.01412174,0.05373298,0.6123997,0.4144146,0.2399358,
27,0.0006901535,5.899343,13.98142,2.899343,12.85696,1000000.0,2000000000.0,-2.3318101918648537,-3.16649,-65.8948,-84.1395,-9.88198e-07,2.5584713225866165,5.416486,0.002928924,0.01394891,0.05351488,0.6121241,0.4145004,0.240794,
28,0.0006796303,6.020878,13.97567,3.020878,12.82343,1000000.0,2000000000.0,-2.3317201236699105,-3.13567,-65.8793,-84.1269,-9.95447e-07,2.5546665151977894,5.440272,0.002884258,0.01376754,0.05333856,0.6114623,0.4146443,0.2411735,
29,0.0006691748,6.133231,13.96959,3.133231,12.78729,1000000.0,2000000000.0,-2.2958227785658707,-3.10981,-65.8626,-84.1163,-1.0031399999999998e-06,2.553059463517889,5.463597,0.002839704,0.01358054,0.05317351,0.6102865,0.4147277,0.2410491,
30,0.0006587933,6.241315999999999,13.96612,3.241316,12.74101,1000000.0,2000000000.0,-2.200368431555887,-3.08955,-65.8492,-84.1188,-1.0088499999999999e-06,2.5524459958238377,5.484518,0.002794724,0.01340605,0.05294673,0.6080267,0.4147057,0.2403955,
31,0.0006481862,6.3456019999999995,13.97408,3.345602,12.713,1000000.0,2000000000.0,-2.057474685400905,-3.07287,-65.8207,-84.122,-1.01816e-06,2.5565252110151606,5.506406,0.002748134,0.01322189,0.05275617,0.6050591,0.4148173,0.2390334,
32,0.0006378869,6.4463159999999995,13.97704,3.446316,12.67877,1000000.0,2000000000.0,-1.9399579178331905,-3.05969,-65.7933,-84.1173,-1.02711e-06,2.559276193613184,5.526326,0.002703038,0.013037,0.05257954,0.6020059,0.4144716,0.2374697,
33,0.0006292007,6.4349,13.98152,3.4349,12.63791,1000000.0,2000000000.0,-1.8709917272736476,-3.08845,-65.7316,-84.0748,-1.03399e-06,2.5566822800461915,5.506768,0.002660014,0.01289069,0.05237615,0.5988179,0.4138487,0.2359623,
34,0.0006065219,6.524063,14.07784,3.524063,12.62308,1000000.0,2000000000.0,0.08924565051142963,-3.13168,-65.6441,-84.3242,-1.06585e-06,2.6613557492937754,5.555221,0.002550642,0.01248864,0.05188326,0.5787263,0.4247675,0.2232673,
35,0.0006043333,6.6974409999999995,14.02195,3.697441,12.57224,1000000.0,2000000000.0,-1.3757098516205986,-3.05821,-65.6679,-84.1156,-1.0593999999999998e-06,2.5804387410558003,5.582262,0.002553565,0.01244075,0.05197903,0.5841251,0.4094931,0.2260754,
36,0.0005973659,6.8031500000000005,13.99646,3.80315,12.51087,1000000.0,2000000000.0,-1.5951506937103233,-3.03131,-65.6762,-84.0816,-1.05996e-06,2.5633519680061,5.602789,0.002525604,0.01231928,0.05184159,0.58383,0.406725,0.2264387,
37,0.0005894369,6.890795,13.98547,3.890795,12.4654,1000000.0,2000000000.0,-1.5322786136838715,-3.01519,-65.668,-84.0787,-1.06543e-06,2.56205944223789,5.62204,0.002491345,0.01217564,0.05168815,0.5824196,0.4068081,0.2261653,
38,0.0005817163,6.974995,13.98029,3.974995,12.4289,1000000.0,2000000000.0,-1.474738348197171,-3.00338,-65.6504,-84.0734,-1.07216e-06,2.5619946212193394,5.638252,0.002457948,0.0120366,0.05156116,0.5810467,0.4069272,0.2258425,
39,0.0005743847,6.942107,13.96505,3.942107,12.3698,1000000.0,2000000000.0,-1.4464073746699384,-3.03321,-65.6083,-84.0361,-1.0763799999999998e-06,2.5595079314208578,5.620049,0.002426219,0.01190872,0.05139635,0.5795103,0.4067923,0.2255812,
40,0.0005670413,7.042319,13.95832,4.042319,12.33196,1000000.0,2000000000.0,-1.3944249273952778,-3.01267,-65.6013,-84.0388,-1.08247e-06,2.558899997925171,5.64379,0.00239458,0.01177502,0.05128096,0.5782298,0.4067728,0.2252785,
41,0.0005599861,7.133712,13.94645,4.133712,12.28762,1000000.0,2000000000.0,-1.346019557629731,-2.9948,-65.5977,-84.0391,-1.0876699999999998e-06,2.5575995020263265,5.665715,0.00236429,0.01164357,0.05116407,0.5770207,0.4066907,0.2249959,
42,0.0005532239,7.219144,13.92976,4.219144,12.22642,1000000.0,2000000000.0,-1.2701894372456906,-2.98166,-65.6034,-84.0502,-1.08951e-06,2.5556557610256627,5.684708,0.002334977,0.01152448,0.0510114,0.575513,0.4066247,0.2247298,
43,0.0005465959,7.297783,13.9167,4.297783,12.17954,1000000.0,2000000000.0,-1.2047935609504492,-2.96856,-65.5999,-84.0519,-1.09405e-06,2.554878054784281,5.703448,0.002306374,0.01140156,0.05088881,0.574206,0.4066786,0.224428,
44,0.0005401798,7.372971,13.90911,4.372971,12.14198,1000000.0,2000000000.0,-1.150105104277472,-2.95663,-65.5897,-84.0521,-1.09973e-06,2.5548665789092952,5.721213,0.002278709,0.01128335,0.05079044,0.5730057,0.4067391,0.2241294,
45,0.0005341105,7.444585,13.89024,4.444585,12.07921,1000000.0,2000000000.0,-1.0903439612460488,-2.95058,-65.5932,-84.0584,-1.10087e-06,2.5524425536254705,5.734765,0.002252495,0.0111757,0.0506521,0.5716247,0.4065595,0.2239056,
46,0.0005280763,7.396403,13.87613,4.396403,12.03211,1000000.0,2000000000.0,-1.0599380109112104,-2.98213,-65.5477,-84.0182,-1.1065499999999998e-06,2.5519716238526655,5.715484,0.00222647,0.01106275,0.05054209,0.5703869,0.4066437,0.2236133,
47,0.0005221241,7.485754,13.86703,4.485754,11.99365,1000000.0,2000000000.0,-1.0130742157884853,-2.96474,-65.5455,-84.0242,-1.11158e-06,2.5514989942576034,5.7382,0.002200921,0.01095189,0.05045514,0.5693003,0.4065876,0.2233508,
48,0.0005164812,7.56716,13.84722,4.56716,11.93168,1000000.0,2000000000.0,-0.9447961917594938,-2.9524,-65.5572,-84.0384,-1.1123899999999999e-06,2.5494194014124303,5.758097,0.002176589,0.01084966,0.05034054,0.568102,0.4063765,0.2231581,
49,0.000510707,7.640702,13.83363,4.640702,11.8838,1000000.0,2000000000.0,-0.840405579669536,-2.94159,-65.558,-84.0501,-1.11632e-06,2.550830627134639,5.77705,0.002151454,0.0107409,0.05023399,0.5667017,0.4067756,0.2227618,
50,0.000505255,7.711982,13.82419,4.711982,11.84551,1000000.0,2000000000.0,-0.7901543443001486,-2.93046,-65.5527,-84.0541,-1.12111e-06,2.550882287419576,5.795167,0.002128013,0.01063873,0.05015449,0.565597,0.4067819,0.2224616,
51,0.0005001081,7.778821,13.80191,4.778821,11.77917,1000000.0,2000000000.0,-0.7262613154793343,-2.92362,-65.5654,-84.0687,-1.1207e-06,2.5486505871085163,5.810979,0.002105801,0.01054635,0.05003375,0.5642769,0.4065937,0.2222353,
52,0.0004950012,7.840211,13.78626,4.840211,11.73179,1000000.0,2000000000.0,-0.6668066979356126,-2.9158,-65.5659,-84.0734,-1.12387e-06,2.5482042014630846,5.826695,0.002083827,0.01044924,0.04994293,0.5631577,0.4066359,0.2219601,
53,0.0004900486,7.899693,13.77636,4.899693,11.69435,1000000.0,2000000000.0,-0.6212299096470275,-2.91071,-65.5571,-84.0737,-1.1284e-06,2.548464345130228,5.839647,0.002062542,0.01035577,0.04987264,0.5621448,0.4066796,0.2216936,
54,0.0004853624,7.840997,13.75235,4.840997,11.627,1000000.0,2000000000.0,-0.5945005843990145,-2.947,-65.5287,-84.0469,-1.12877e-06,2.5463054567680397,5.81737,0.002042326,0.01027131,0.04976064,0.5608989,0.4065132,0.2214971,
55,0.0004805817,7.919105,13.73545,4.919105,11.57904,1000000.0,2000000000.0,-0.5415545676476228,-2.93306,-65.5374,-84.0581,-1.1312999999999999e-06,2.5454419915651196,5.838586,0.002021839,0.01017964,0.04967828,0.5598848,0.406469,0.221264,
56,0.0004759327,7.991198,13.72466,4.991198,11.54122,1000000.0,2000000000.0,-0.49133731321271057,-2.92083,-65.538,-84.0673,-1.13525e-06,2.545750189098502,5.858159,0.002001877,0.01009125,0.04961431,0.5589313,0.4065235,0.2210198,
57,0.000471485,8.056604,13.7075,5.056604,11.49404,1000000.0,2000000000.0,-0.44482812573113506,-2.91084,-65.5445,-84.0757,-1.1375299999999999e-06,2.5448430097861094,5.875895,0.00198283,0.01000578,0.04953648,0.5579742,0.4064748,0.2208105,
58,0.0004672088,8.117495,13.68209,5.117495,11.42507,1000000.0,2000000000.0,-0.36891822465128143,-2.90597,-65.5636,-84.0981,-1.13561e-06,2.5434308966533328,5.891326,0.001964287,0.009928371,0.04943134,0.5567317,0.4064578,0.2206134,
59,0.0004629643,8.173137,13.66525,5.173137,11.37845,1000000.0,2000000000.0,-0.3080911091876146,-2.8994,-65.5681,-84.1075,-1.13786e-06,2.5435344944191103,5.906507,0.001946001,0.009846512,0.04935724,0.5557287,0.4065955,0.2203682,
60,0.0004588627,8.226911999999999,13.65418,5.226912,11.34212,1000000.0,2000000000.0,-0.26582615146165267,-2.89273,-65.5658,-84.1136,-1.1414200000000001e-06,2.544004199613785,5.921181,0.001928394,0.009768027,0.04930208,0.554848,0.4066671,0.2201397,
61,0.0004549976,8.278096,13.62726,5.278096,11.27281,1000000.0,2000000000.0,-0.2121752946841724,-2.89322,-65.5825,-84.1309,-1.1388799999999999e-06,2.5419740312202728,5.931734,0.001911707,0.009697936,0.0492049,0.5537073,0.4065218,0.2199808,
62,0.0004510986,8.208561,13.60979,5.208561,11.22678,1000000.0,2000000000.0,-0.19322212466440192,-2.92868,-65.5449,-84.0982,-1.14209e-06,2.5421932030913807,5.908584,0.001894921,0.009622354,0.04913715,0.552756,0.4066663,0.2197475,
63,0.0004472294,8.280998,13.59755,5.280998,11.19001,1000000.0,2000000000.0,-0.1647800598910294,-2.91529,-65.5507,-84.1098,-1.14506e-06,2.5418884948900065,5.92921,0.001878421,0.009547794,0.04908755,0.5519714,0.4065819,0.2195572,
64,0.0004435668,8.345962,13.56893,5.345962,11.11896,1000000.0,2000000000.0,-0.1097172917496323,-2.90872,-65.5777,-84.1371,-1.14172e-06,2.5399148746983875,5.946655,0.001862609,0.009481083,0.04899462,0.5508536,0.406441,0.2194078,
65,0.0004398815,8.403261,13.55117,5.403261,11.07298,1000000.0,2000000000.0,-0.05567382320745651,-2.90105,-65.5869,-84.1514,-1.1432e-06,2.540267462544376,5.963087,0.001846725,0.009409273,0.04893126,0.5499237,0.4066139,0.2191768,
66,0.0004363274,8.457462,13.53935,5.457462,11.03759,1000000.0,2000000000.0,-0.020107753015167873,-2.89351,-65.5887,-84.1614,-1.14607e-06,2.540915767273821,5.978666,0.001831471,0.009340592,0.04888529,0.5491156,0.4067171,0.2189647,
67,0.0004330029,8.507959,13.50981,5.507959,10.96664,1000000.0,2000000000.0,0.023124317376584713,-2.89151,-65.6137,-84.1865,-1.1422399999999999e-06,2.5389831381506753,5.992073,0.001817111,0.009280058,0.04879806,0.5480386,0.4065797,0.218825,
68,0.0004296389,8.553429000000001,13.49188,5.553429,10.92186,1000000.0,2000000000.0,0.0649220565893529,-2.88731,-65.621,-84.1984,-1.14342e-06,2.539339747221412,6.005177,0.001802621,0.009214251,0.04874013,0.5471625,0.406742,0.2186079,
69,0.0004263868,8.598004,13.47994,5.598004,10.88762,1000000.0,2000000000.0,0.08898622415165391,-2.88247,-65.6213,-84.2064,-1.146e-06,2.5399002906479637,6.018092,0.001788689,0.009151178,0.0486988,0.5464082,0.4068222,0.2184111,
70,0.0004233432,8.640132000000001,13.4494,5.640132,10.81659,1000000.0,2000000000.0,0.11976379948688987,-2.883,-65.6463,-84.2309,-1.1416599999999998e-06,2.5379691615258095,6.029226,0.001775538,0.009095781,0.04861642,0.5453693,0.4066794,0.2182823,
71,0.0004202498,8.678657000000001,13.43129,5.678657,10.77284,1000000.0,2000000000.0,0.14970341918933627,-2.88067,-65.653,-84.2418,-1.14253e-06,2.5382803021199205,6.040427,0.001762222,0.009035043,0.04856313,0.5445435,0.4068292,0.2180801,
72,0.0004172503,8.717158000000001,13.41934,5.717158,10.73973,1000000.0,2000000000.0,0.1627324735252671,-2.87989,-65.6503,-84.2464,-1.14491e-06,2.5388592751459678,6.049378,0.001749369,0.008976671,0.04852566,0.5438266,0.4069094,0.2178914,
73,0.0004144361,8.636852000000001,13.3875,5.636852,10.66821,1000000.0,2000000000.0,0.14642640280564478,-2.92105,-65.6349,-84.2303,-1.1412e-06,2.536964220415325,6.022774,0.001737203,0.008925456,0.04844733,0.5428153,0.4067666,0.2177697,
74,0.0004114792,8.697831,13.36823,5.697831,10.62391,1000000.0,2000000000.0,0.15939345269232774,-2.91102,-65.6505,-84.2472,-1.14151e-06,2.5363811182493143,6.040961,0.001724589,0.008867065,0.04839811,0.5420797,0.4067274,0.2176051,
75,0.0004085908,8.751709,13.34931,5.751709,10.5801,1000000.0,2000000000.0,0.17734241880125978,-2.90331,-65.6643,-84.2641,-1.14186e-06,2.5364357401646935,6.057123,0.001712195,0.008810048,0.0483491,0.5413051,0.4068171,0.21742,
76,0.0004058439,8.802199,13.32502,5.802199,10.52139,1000000.0,2000000000.0,0.19235529340707558,-2.90003,-65.6866,-84.2931,-1.13892e-06,2.536200305154274,6.071573,0.001700292,0.008759753,0.04829381,0.5403784,0.4068449,0.2172641,
77,0.0004031504,8.846651999999999,13.30614,5.846652,10.47878,1000000.0,2000000000.0,0.197322866297597,-2.89502,-65.6982,-84.3069,-1.13909e-06,2.5359807282858267,6.08496,0.001688774,0.008706459,0.04824812,0.5396565,0.4068754,0.2170955,
78,0.0004005292,8.88743,13.28737,5.88743,10.43659,1000000.0,2000000000.0,0.20115759508485098,-2.8911,-65.7092,-84.3205,-1.13921e-06,2.5359964217447715,6.097288,0.001677537,0.008654594,0.04820317,0.5389342,0.4069443,0.2169258,
79,0.0003979748,8.926332,13.27511,5.926332,10.40519,1000000.0,2000000000.0,0.19989529666503358,-2.88678,-65.7125,-84.3307,-1.1409e-06,2.5366286084096252,6.109226,0.001666593,0.008604547,0.04817218,0.5382824,0.4070347,0.2167537,
80,0.0003956067,8.962978,13.24126,5.962978,10.33312,1000000.0,2000000000.0,0.18982623766913775,-2.88854,-65.7435,-84.3601,-1.13491e-06,2.5346365570876674,6.119409,0.001656347,0.008561571,0.04810141,0.537336,0.4068851,0.2166568,
81,0.0003931727,8.995798,13.22274,5.995798,10.29208,1000000.0,2000000000.0,0.18842732189183664,-2.88691,-65.7531,-84.3736,-1.13488e-06,2.5351230686016866,6.12946,0.001645861,0.008513324,0.04805899,0.5366111,0.4070559,0.21648,
82,0.0003908181,9.02858,13.21056,6.02858,10.26185,1000000.0,2000000000.0,0.17789374270526537,-2.88414,-65.7556,-84.3827,-1.1363399999999999e-06,2.535721677819162,6.139652,0.001635782,0.008467099,0.04803073,0.536,0.4071416,0.2163226,
83,0.0003886369,9.059881,13.17598,6.059881,10.18996,1000000.0,2000000000.0,0.15421138646340182,-2.88741,-65.7869,-84.412,-1.1299699999999998e-06,2.5337353040093795,6.148337,0.001626338,0.008427617,0.0479633,0.5350834,0.4069889,0.216235,
84,0.0003863788,9.088308,13.15748,6.088308,10.14994,1000000.0,2000000000.0,0.1428043901001672,-2.88686,-65.7962,-84.4251,-1.12971e-06,2.534226936931993,6.157138,0.001616616,0.008382754,0.0479237,0.5343902,0.4071587,0.2160672,
85,0.0003841951,9.117026,13.14552,6.117026,10.12092,1000000.0,2000000000.0,0.12293532092378712,-2.88753,-65.7957,-84.431,-1.1310500000000002e-06,2.5348422260546535,6.163801,0.001607266,0.008339792,0.04789788,0.5338056,0.4072488,0.2159154,
86,0.0003821744,9.026703000000001,13.10984,6.026703,10.04885,1000000.0,2000000000.0,0.05280489713550196,-2.93068,-65.787,-84.42,-1.1252299999999998e-06,2.532847569282341,6.134878,0.00159851,0.008303314,0.04783332,0.532915,0.4070953,0.2158368,
87,0.0003799981,9.079515,13.09027,6.079515,10.00836,1000000.0,2000000000.0,0.030487708728287544,-2.92192,-65.8053,-84.4387,-1.1245e-06,2.5322587725661907,6.151199,0.001589256,0.008259842,0.04779674,0.5323192,0.4070332,0.2157114,
88,0.0003779118,9.127272,13.06384,6.127272,9.951211,1000000.0,2000000000.0,-0.00023653322952554845,-2.91839,-65.8331,-84.4717,-1.12034e-06,2.53196647623934,6.16553,0.001580213,0.008221491,0.04775422,0.531524,0.4070496,0.2155918,
89,0.0003758628,9.168008,13.04477,6.168008,9.911951,1000000.0,2000000000.0,-0.02487168957168251,-2.9133,-65.8481,-84.4887,-1.1195999999999998e-06,2.5318907651016063,6.178279,0.001571445,0.008180556,0.0477189,0.5309137,0.4071056,0.2154563,
90,0.0003738737,9.204668999999999,13.02589,6.204669,9.873224,1000000.0,2000000000.0,-0.05112006087549048,-2.9094,-65.8622,-84.5049,-1.11883e-06,2.5319495912253966,6.189808,0.00156292,0.008140826,0.04768419,0.5303059,0.4071867,0.2153209,
91,0.0003719411,9.239097000000001,13.01377,6.239097,9.845444,1000000.0,2000000000.0,-0.07709770926186366,-2.90503,-65.8683,-84.5169,-1.11968e-06,2.5325422044767656,6.20088,0.001554652,0.008102647,0.04766182,0.5297697,0.4072743,0.215186,
92,0.0003701656,9.270681,12.97682,6.270681,9.773204,1000000.0,2000000000.0,-0.12892926975089836,-2.90773,-65.9052,-84.5515,-1.1122199999999998e-06,2.530671655338765,6.210038,0.001546936,0.008070741,0.04760167,0.5289079,0.4071519,0.2151178,
93,0.0003683226,9.29819,12.95842,6.29819,9.73584,1000000.0,2000000000.0,-0.15923709979361433,-2.90646,-65.9171,-84.567,-1.11138e-06,2.5312261954233644,6.21884,0.001538981,0.008033908,0.04756876,0.5282901,0.4073384,0.2149718,
94,0.0003665938,9.326369,12.932,6.326369,9.681343,1000000.0,2000000000.0,-0.20838836583624243,-2.9084,-65.9409,-84.5952,-1.10688e-06,2.530895214637753,6.227364,0.00153148,0.008002349,0.0475322,0.5275751,0.4073423,0.2148747,
95,0.0003648824,9.351215,12.91361,6.351215,9.645128,1000000.0,2000000000.0,-0.24489235298543122,-2.90761,-65.9524,-84.6079,-1.10585e-06,2.5306968603547855,6.235323,0.00152417,0.007968076,0.04750183,0.5270421,0.4073684,0.2147637,
96,0.000363206,9.374701,12.89534,6.374701,9.609212,1000000.0,2000000000.0,-0.2817310600639047,-2.90717,-65.9637,-84.6207,-1.1048e-06,2.5306208527422474,6.242882,0.001516992,0.007934514,0.04747175,0.5265042,0.4074297,0.2146502,
97,0.0003615688,9.398236,12.88385,6.398236,9.584081,1000000.0,2000000000.0,-0.3153376830729826,-2.9055,-65.9677,-84.6299,-1.1053699999999998e-06,2.5310880281024453,6.250706,0.001510001,0.007902122,0.04745319,0.5260346,0.4074922,0.2145371,
98,0.0003600722,9.42068,12.84599,6.42068,9.512842,1000000.0,2000000000.0,-0.38088161640044405,-2.9106,-66.0046,-84.6637,-1.09738e-06,2.52910713652864,6.25717,0.001503479,0.007875559,0.04739795,0.5252338,0.4073502,0.2144908,
99,0.0003584889,9.440597,12.82804,6.440597,9.47776,1000000.0,2000000000.0,-0.41922738307945906,-2.91111,-66.0155,-84.6777,-1.09627e-06,2.5296125779867413,6.263694,0.001496646,0.007843853,0.0473689,0.5246701,0.407528,0.2143611,
100,0.000357007,9.461936,12.80149,6.461936,9.42508,1000000.0,2000000000.0,-0.47688014630851683,-2.91459,-66.039,-84.7054,-1.09146e-06,2.5293326450682345,6.270257,0.001490198,0.00781695,0.04733667,0.5240039,0.4075415,0.2142748,
101,0.0003555352,9.481183,12.78355,6.481183,9.391065,1000000.0,2000000000.0,-0.5177311852414022,-2.91495,-66.05,-84.7171,-1.0901799999999998e-06,2.5290517101147,6.276551,0.001483918,0.007787416,0.04730986,0.5235259,0.4075534,0.2141815,
102,0.0003540946,9.499801999999999,12.76581,6.499802,9.357406,1000000.0,2000000000.0,-0.5608157014844579,-2.918,-66.0584,-84.7265,-1.08891e-06,2.5288987239389598,6.280211,0.001477757,0.007758523,0.04728328,0.5230432,0.4075936,0.2140856,
103,0.0003527235,9.399467999999999,12.74338,6.399468,9.31545,1000000.0,2000000000.0,-0.6444278364077434,-2.9581,-66.0363,-84.7045,-1.0863899999999998e-06,2.527988099707533,6.249564,0.001471778,0.007733376,0.04724255,0.5223535,0.4075809,0.2140136,
104,0.000351295,9.446436,12.7153,6.446436,9.261735,1000000.0,2000000000.0,-0.7013819821215748,-2.9532,-66.0695,-84.7388,-1.08111e-06,2.5267307357324014,6.264048,0.001465666,0.007707259,0.04721261,0.5217746,0.4073825,0.2139673,
105,0.0003499193,9.485097,12.67519,6.485097,9.188942,1000000.0,2000000000.0,-0.7716999875440251,-2.95303,-66.1152,-84.7821,-1.0725299999999999e-06,2.525093510391468,6.275705,0.001459622,0.007682803,0.04716068,0.5209607,0.4073113,0.213911,
