Iteration No,fo,Io,W,Rb,Rd,Rbias,C1,C2,Temp,
46,1000000000.0,0.0005851623492135457,0.00017386029618875155,403.9804873879007,1100.691961738691,1000,3.6310097684293376e-10,1.200400786041896e-11,27,
47,1000000000.0,0.000578339941384066,0.00017478992719247222,408.2834182192318,1113.5447417759146,1000,3.6303416626319437e-10,1.2035438354333484e-11,27,
48,1000000000.0,0.0005717725057896932,0.00017651801693931586,412.52548293453196,1126.2090861241286,1000,3.627387774632468e-10,1.2066682352301337e-11,27,
49,1000000000.0,0.0005649880438268277,0.00017744273599072262,416.6208984206118,1138.3800277178739,1000,3.622574231055547e-10,1.2098240748880057e-11,27,
50,1000000000.0,0.0005587257163490492,0.00017835940516485125,420.7173928411495,1150.8517398415454,1000,3.616351856051343e-10,1.2129466308252866e-11,27,
51,1000000000.0,0.0005527734250508772,0.00018047314247546058,424.7813826168628,1163.2644430902317,1000,3.60901066178356e-10,1.2161043352208695e-11,27,
52,1000000000.0,0.0005468974435425862,0.00018135180604845818,428.7933011818831,1175.3697606398416,1000,3.6007556513965006e-10,1.2192812051125807e-11,27,
53,1000000000.0,0.0005412106216254846,0.0001822220529150826,432.763641288629,1187.342077021726,1000,3.5918317786404563e-10,1.222436704871415e-11,27,
54,1000000000.0,0.0005357923816888521,0.00018435884944824918,436.7098686789948,1199.323545920962,1000,3.5299241633810706e-10,1.225580812076349e-11,27,
55,1000000000.0,0.0005303317643321395,0.00018519774366619,440.74623242524194,1211.5234648045878,1000,3.530319514887381e-10,1.2287109454703949e-11,27,
56,1000000000.0,0.0005250013997688384,0.00018603446707207363,444.7117731937831,1223.417394499728,1000,3.5285096377494193e-10,1.23184047224851e-11,27,
57,1000000000.0,0.0005199270862396044,0.00018688079987427315,448.6304251019079,1235.2286738320245,1000,3.525022294057458e-10,1.2349644196861263e-11,27,
58,1000000000.0,0.0005149331865762714,0.00018907110514239874,452.4771319102074,1246.7335937000921,1000,3.5200520126228307e-10,1.2380748834045055e-11,27,
59,1000000000.0,0.0005100356570387434,0.00018988014040130177,456.25848330158095,1258.0294156368823,1000,3.5139681893943415e-10,1.2412455931808946e-11,27,
60,1000000000.0,0.0005053344883759294,0.00019068599171716434,459.9969132275927,1269.2761986126711,1000,3.5070515286748686e-10,1.2444082869523223e-11,27,
61,1000000000.0,0.0005008565510296018,0.00019291822549820272,463.7051016774271,1280.5257935609816,1000,3.499614241399739e-10,1.2475653507763213e-11,27,
62,1000000000.0,0.0004963630330059495,0.00019370571769468633,467.34905093477647,1291.4264827996367,1000,3.439585358317014e-10,1.2507404045940553e-11,27,
63,1000000000.0,0.0004919829601483586,0.00019449493935714648,471.11931151168494,1302.938258467306,1000,3.4414564927519313e-10,1.2538760107883669e-11,27,
64,1000000000.0,0.0004877396071170804,0.0001967753925211082,474.81791218659373,1314.157425498209,1000,3.441138731602429e-10,1.2570002518485795e-11,27,
65,1000000000.0,0.00048348342872550805,0.0001975470144269816,478.41908950525465,1324.9225650754165,1000,3.438897403241907e-10,1.2601423334781196e-11,27,
66,1000000000.0,0.0004794107254830663,0.00019831988419642338,481.97390281330814,1335.6213147883955,1000,3.435287707267625e-10,1.263327973297146e-11,27,
67,1000000000.0,0.00047555530442873055,0.00020064254057350415,485.4870105909153,1346.3263196264268,1000,3.430664955109549e-10,1.266507769805931e-11,27,
68,1000000000.0,0.0004716744561077227,0.00020140304268312503,488.9215075328398,1356.6284086242138,1000,3.425093555222458e-10,1.2697057019246874e-11,27,
69,1000000000.0,0.00046796096311478325,0.00020216790430488854,492.3239123037618,1366.9211483604472,1000,3.418985471715643e-10,1.2729040905878346e-11,27,
70,1000000000.0,0.0004644292617261573,0.0002045367730289302,495.6854999769715,1377.209963844147,1000,3.412397086711649e-10,1.2760333131438644e-11,27,
71,1000000000.0,0.0004608649219521622,0.0002052891274590561,498.98346083682117,1387.1212848839532,1000,3.405368686178724e-10,1.2792063826492177e-11,27,
72,1000000000.0,0.0004574380840141662,0.00020604404401043075,502.24548204812737,1397.0267179793047,1000,3.398154980178492e-10,1.2823626111973299e-11,27,
73,1000000000.0,0.0004541695364245206,0.00020846169614150036,505.48195193444406,1406.9754109136045,1000,3.3393646335847363e-10,1.2855061094115659e-11,27,
74,1000000000.0,0.0004508198847035426,0.00020921354799224956,508.84138498699764,1417.3063623641299,1000,3.342078423910284e-10,1.288743442297095e-11,27,
75,1000000000.0,0.00044751146784299535,0.00020996385751319822,512.1105212717424,1427.2308139488484,1000,3.3426354369809244e-10,1.291971744620047e-11,27,
76,1000000000.0,0.00044430713656274707,0.00021210814840202794,515.3124069542368,1436.9416924069474,1000,3.3415178825331734e-10,1.2951965060946116e-11,27,
77,1000000000.0,0.00044124186162759933,0.00021285370854365896,518.4556408658532,1446.584050143564,1000,3.339081915996802e-10,1.298434497359847e-11,27,
78,1000000000.0,0.00043824479982280305,0.00021360146362177246,521.5409703846448,1455.994561584427,1000,3.335659357032901e-10,1.3016160946898731e-11,27,
79,1000000000.0,0.0004353279885167807,0.0002143492111454233,524.5700803406393,1465.2270230994318,1000,3.3314553143565894e-10,1.3048002815295106e-11,27,
80,1000000000.0,0.00043257352322410516,0.0002168929646838235,527.5713206269603,1474.4809085683237,1000,3.326761293818635e-10,1.3079805147490209e-11,27,
81,1000000000.0,0.0004297649675289877,0.00021763705214799964,530.4979345995864,1483.286017060668,1000,3.3214872682475143e-10,1.3112238704321006e-11,27,
82,1000000000.0,0.00042708036903182163,0.00021838695688401733,533.3985204733317,1492.11058000483,1000,3.315948134646499e-10,1.3144700236606623e-11,27,
83,1000000000.0,0.00042454109151768304,0.00022097971963179808,536.2667821174228,1500.9776958116088,1000,3.310211544373583e-10,1.3177123830523689e-11,27,
84,1000000000.0,0.0004219385131129796,0.00022172537886574052,539.0710998767097,1509.416692743346,1000,3.3042156478628773e-10,1.3209864590867873e-11,27,
85,1000000000.0,0.00041944795071624513,0.00022247096740640572,541.8413862589762,1517.86389169484,1000,3.2981116601560506e-10,1.3242004191417513e-11,27,
86,1000000000.0,0.00041709191157707155,0.00022511644383682523,544.5953854115393,1526.3866974467192,1000,3.2412137371655916e-10,1.3274036599556554e-11,27,
87,1000000000.0,0.0004146421917497409,0.00022586855787568445,547.4868238444791,1535.3944141439201,1000,3.245210153703497e-10,1.3306376577391874e-11,27,
88,1000000000.0,0.0004122083802982344,0.00022805345972553407,550.2921463298584,1543.9296716921478,1000,3.2471497076387e-10,1.3338888490829251e-11,27,
89,1000000000.0,0.00040987431904619356,0.00022880246330509373,553.029482896422,1552.2967412262744,1000,3.2473672666691307e-10,1.3371924471324935e-11,27,
90,1000000000.0,0.00040760183919663075,0.00022955430819951366,555.7054082210005,1560.4369853372655,1000,3.2463692424625067e-10,1.340501552708331e-11,27,
91,1000000000.0,0.0004054014686013664,0.00023030785847523075,558.3237068693985,1568.405096730063,1000,3.244411681809319e-10,1.3438094637065636e-11,27,
92,1000000000.0,0.00040332148879979567,0.0002330595767682928,560.9052095820599,1576.3506369500865,1000,3.241729634819023e-10,1.3471022448291257e-11,27,
93,1000000000.0,0.0004011884558860309,0.000233808319501925,563.40647287999,1583.8277934713594,1000,3.23826746756903e-10,1.3503837858975334e-11,27,
94,1000000000.0,0.0003991687394696132,0.00023600845578843806,565.8852735585048,1591.3779005628392,1000,3.2344700592520534e-10,1.3536638681134783e-11,27,
95,1000000000.0,0.00039722651743959956,0.000236761086753947,568.3204665190498,1598.8589680733864,1000,3.230280342368636e-10,1.3569573323045999e-11,27,
96,1000000000.0,0.0003953155930730402,0.0002375165124614176,570.715368964964,1606.158292215639,1000,3.225886084342915e-10,1.3602805208114153e-11,27,
97,1000000000.0,0.0003934584004167821,0.00023827474434136355,573.0693796234868,1613.3442444150016,1000,3.2213827473691645e-10,1.3636245437584085e-11,27,
98,1000000000.0,0.00039169780522771734,0.0002411204596130344,575.4013899523044,1620.5316930238819,1000,3.2168255645758956e-10,1.366949060396097e-11,27,
99,1000000000.0,0.00038986661798827795,0.0002418787030850301,577.6627174148158,1627.281207525329,1000,3.212019627182399e-10,1.3703021864412404e-11,27,
100,1000000000.0,0.00038812768291651164,0.0002440972145497264,579.8973093600151,1634.0854126810627,1000,3.207229435245065e-10,1.3736110094540971e-11,27,
101,1000000000.0,0.0003864615801496448,0.0002448587164933823,582.1121304835594,1640.89845946166,1000,3.2024025549450157e-10,1.376931943004615e-11,27,
102,1000000000.0,0.000384823627152443,0.00024562545075429524,584.2855431414068,1647.5430042901683,1000,3.1976437847483623e-10,1.3802650362613099e-11,27,
103,1000000000.0,0.0003832094203110816,0.00024785785860105146,586.42811822811,1654.070569673177,1000,3.1427508997768724e-10,1.3836439250700858e-11,27,
104,1000000000.0,0.0003815857619972251,0.00025012104870793874,588.7589745220325,1661.4488271276532,1000,3.1482391904315406e-10,1.3870453830525598e-11,27,
105,1000000000.0,0.00037994507041588956,0.0002531077441505606,590.9921373123974,1668.280704704802,1000,3.151567928668886e-10,1.3904718474971588e-11,27,
106,1000000000.0,0.00037827039919385424,0.00025387356381511086,593.1256189280922,1674.5856935814325,1000,3.1531174495671404e-10,1.3939132653197136e-11,27,
107,1000000000.0,0.0003767119251491761,0.0002561343925254046,595.2266675788771,1680.9535847788843,1000,3.1535220996398355e-10,1.3973339284728107e-11,27,
108,1000000000.0,0.0003752330797016822,0.0002569083452814871,597.2774218575767,1687.2364289609318,1000,3.1528861393497367e-10,1.4007643832672202e-11,27,
109,1000000000.0,0.00037378067752784756,0.00025768523611761923,599.2697402444163,1693.296419801615,1000,3.151533551195957e-10,1.4041631045824839e-11,27,
110,1000000000.0,0.00037237825242576365,0.0002599554430478174,601.2273547292162,1699.248356717216,1000,3.1496510351547204e-10,1.4076313874508158e-11,27,
111,1000000000.0,0.0003709808409704952,0.00026223525228334866,603.1316421707625,1704.9583976119177,1000,3.147321343272369e-10,1.4110965067162633e-11,27,
112,1000000000.0,0.000369666950492056,0.0002653369708473546,605.0178358597117,1710.7245669126414,1000,3.144637727273666e-10,1.4145946149564037e-11,27,
113,1000000000.0,0.00036830953344984933,0.00026611838822650046,606.8363178016954,1716.1247541288708,1000,3.1415255841362415e-10,1.4181296868991856e-11,27,
114,1000000000.0,0.0003670863774892642,0.00026925982709338547,608.6503538343808,1721.7753809026342,1000,3.13837253962498e-10,1.4216149769596871e-11,27,
115,1000000000.0,0.0003657894613175938,0.000270040231825577,610.3975861167874,1726.9854732052386,1000,3.1349182375830324e-10,1.4251301569260506e-11,27,
116,1000000000.0,0.00036461881311155637,0.0002732167150725416,612.1441370765288,1732.4444742860362,1000,3.1315178962679876e-10,1.4286222008539016e-11,27,
117,1000000000.0,0.00036338093224104305,0.0002740013934782285,613.8297779819877,1737.4899300766424,1000,3.127905168454986e-10,1.432194708770825e-11,27,
118,1000000000.0,0.0003622659584139502,0.0002772149731547389,615.5216974600309,1742.7718994640836,1000,3.1244060852065353e-10,1.4357632605868499e-11,27,
119,1000000000.0,0.000361082435527812,0.0002780057750681577,617.1550868711909,1747.625519204098,1000,3.12074532274337e-10,1.4393694193096948e-11,27,
120,1000000000.0,0.0003600163998173211,0.0002812577939563114,618.789519259587,1752.7495572264015,1000,3.1172386452490255e-10,1.4429644843293157e-11,27,
121,1000000000.0,0.00035887790795562986,0.00028358126459218164,620.3690826390828,1757.4539370379825,1000,3.113598749590932e-10,1.4465728575164522e-11,27,
122,1000000000.0,0.00035778129669488404,0.0002859193921187442,621.9224868220092,1762.1744583128716,1000,3.1100450955514024e-10,1.4501796458411826e-11,27,
123,1000000000.0,0.0003567177321602423,0.00028825649722992257,623.4565622895014,1766.85831802306,1000,3.1064840939170095e-10,1.4538510173112399e-11,27,
124,1000000000.0,0.00035572153844023086,0.00028906476844815516,624.9771728449243,1771.6470930176793,1000,3.102944773039334e-10,1.457540406576166e-11,27,
125,1000000000.0,0.0003547326325633684,0.0002898774258671847,626.4698266594,1776.2734541265745,1000,3.0994880925621617e-10,1.461231870579215e-11,27,
126,1000000000.0,0.0003537619658364653,0.0002922350955975714,627.9447454546282,1780.8479503621088,1000,3.0465839634729234e-10,1.4649132007384935e-11,27,
127,1000000000.0,0.00035282072316603346,0.00029307127761777783,629.650243383285,1786.6161168733413,1000,3.0533026966403773e-10,1.468567182565545e-11,27,
128,1000000000.0,0.0003517882521231419,0.00029545853855482624,631.2514439522146,1791.5269290399233,1000,3.058000711722936e-10,1.4722464328802664e-11,27,
129,1000000000.0,0.0003507434410143377,0.0002978523436341989,632.7618182404433,1796.0212729292368,1000,3.0611045824453344e-10,1.4759466789149085e-11,27,
130,1000000000.0,0.0003497483818721816,0.00030025164354628855,634.2272946114867,1800.4155383103262,1000,3.062902471203409e-10,1.479712802857276e-11,27,
131,1000000000.0,0.0003488244632300694,0.00030109184772881187,635.6515577060861,1804.7953491765277,1000,3.063623274251627e-10,1.483480644890952e-11,27,
132,1000000000.0,0.00034792496121421705,0.00030349245303075217,637.0349473795069,1809.0336102548422,1000,3.0636559528998685e-10,1.4872551141450943e-11,27,
133,1000000000.0,0.0003470287065141303,0.00030590916343423494,638.3739948388975,1813.0701672505154,1000,3.0631167494521424e-10,1.491046623182754e-11,27,
134,1000000000.0,0.00034615454120241935,0.00030832574385564177,639.6701068397442,1817.0250776419978,1000,3.0620170905390525e-10,1.4948115159062762e-11,27,
135,1000000000.0,0.0003453417703396738,0.0003091849449285184,640.9481677132085,1821.0467598138316,1000,3.0605646737657525e-10,1.4985903994184897e-11,27,
136,1000000000.0,0.00034454368550841793,0.0003116143141024714,642.1969483933036,1824.9431928642398,1000,3.042911336727467e-10,1.5024242931903413e-11,27,
137,1000000000.0,0.00034373584541379665,0.0003140687961832169,643.4971831481461,1829.059656392937,1000,3.044334404929267e-10,1.5063045543315517e-11,27,
138,1000000000.0,0.00034294869032780163,0.0003176899047136116,644.7535041487165,1833.0079865045527,1000,3.04485498611251e-10,1.5101822843559267e-11,27,
139,1000000000.0,0.0003421022929600728,0.0003201454358837764,645.9351224039843,1836.502310729495,1000,2.9601298662206024e-10,1.5140971802310646e-11,27,
140,1000000000.0,0.00034135388717717295,0.00032107503151443704,647.5613717304882,1842.4837987555459,1000,2.976193504294637e-10,1.5179969898682794e-11,27,
141,1000000000.0,0.00034043985525194305,0.00032359258083654286,649.0108299342107,1846.9935849336405,1000,2.940424618695532e-10,1.521929614070036e-11,27,
142,1000000000.0,0.0003395223698420397,0.0003261479914474114,650.6050168694757,1852.2027225076968,1000,2.959058089504227e-10,1.5259170696589043e-11,27,
143,1000000000.0,0.00033859400250876723,0.0003299415274519316,652.045673245166,1856.5881211536916,1000,2.9734460162880723e-10,1.5299409129715953e-11,27,
144,1000000000.0,0.00033764402060239556,0.00033248449678451296,653.3432441349242,1860.3124369247175,1000,2.936135215675693e-10,1.5339825068833655e-11,27,
145,1000000000.0,0.00033682692207253825,0.00033344958845051237,654.8407068504829,1865.435737376014,1000,2.953720708194115e-10,1.5380506284916282e-11,27,
146,1000000000.0,0.0003359501615943829,0.00033602015132787723,656.177673293632,1869.5129580859968,1000,2.967280255391863e-10,1.5420685294167894e-11,27,
147,1000000000.0,0.0003351389539375213,0.00033698139297411004,657.4167554667039,1873.3192864686594,1000,2.977636063483179e-10,1.546101552644054e-11,27,
148,1000000000.0,0.00033436981003823397,0.0003395473939544767,658.5621945936427,1876.8373800886375,1000,2.8709364453296627e-10,1.5501760456024503e-11,27,
149,1000000000.0,0.00033364812853157045,0.0003422190660325767,660.2757734239782,1883.2937006761479,1000,2.898931903586884e-10,1.5542793615951696e-11,27,
150,1000000000.0,0.00033273337657918004,0.0003323877967035949,661.7171554373631,1887.7326239286426,1000,2.8738387490294353e-10,1.5584194437213422e-11,27,
151,1000000000.0,0.00033210539778644806,0.0003334327131404986,663.3683603125634,1893.7261750096134,1000,2.854078233791083e-10,1.5624427632518777e-11,27,
152,1000000000.0,0.0003312769055207682,0.0003361029534515651,665.0128504777747,1898.9869463237878,1000,2.883941405710642e-10,1.5664525121966404e-11,27,
153,1000000000.0,0.0003303996842749503,0.00033714083937182464,666.4204610112882,1902.9400041503843,1000,2.860748748925926e-10,1.5704814280580163e-11,27,
154,1000000000.0,0.0003296005575719192,0.00032650044972069116,667.9323468971706,1907.7030629807746,1000,2.8882977593780837e-10,1.574579861091443e-11,27,
155,1000000000.0,0.0003290223283270865,0.0003304234614575674,669.340125640313,1912.247847577801,1000,2.863996584796583e-10,1.5785031892453243e-11,27,
156,1000000000.0,0.00032830363388791254,0.0003343981252754403,670.7854540849432,1916.599486262937,1000,2.890469459895385e-10,1.5824983808173053e-11,27,
157,1000000000.0,0.00032750727870664435,0.0003383764597718423,671.9939858780535,1919.6871280353039,1000,2.8643145652426115e-10,1.5865332241889305e-11,27,
158,1000000000.0,0.000339955175355725,0.0003417456741817901,673.434068989786,1923.7357481883232,1000,2.889426011036083e-10,1.5904197017437792e-11,27,
159,1000000000.0,0.0003317331328029628,0.0003441873331085932,671.8110928835204,1893.2458190700363,1000,2.8619446802451064e-10,1.595665966199929e-11,27,
160,1000000000.0,0.0003441401731252136,0.00034455056547413366,672.7247559698387,1898.507780283163,1000,2.8887191267103427e-10,1.599687576323404e-11,27,
161,1000000000.0,0.00033549720739056715,0.00034516937828972673,670.6366183273141,1869.5555366338679,1000,2.8629642698829945e-10,1.6051115836655362e-11,27,
162,1000000000.0,0.00033427655671767684,0.0003338240059947218,671.1004753216549,1876.312110343267,1000,2.891290438369189e-10,1.609326606684241e-11,27,
163,1000000000.0,0.0003333793584394473,0.00033647534752500094,671.6165515871764,1882.9705165855105,1000,2.867594385699803e-10,1.613332220608277e-11,27,
164,1000000000.0,0.0003324263379801209,0.00033751965484526974,672.298690131404,1889.42910545739,1000,2.8945985220299327e-10,1.6173607111631354e-11,27,
165,1000000000.0,0.00033143360212613195,0.0003401779596468305,672.8587149402794,1894.4726215495461,1000,2.8689427304630077e-10,1.6214542511230806e-11,27,
166,1000000000.0,0.00033054635437324036,0.00032738624783022887,673.6262224477855,1900.2633928627447,1000,2.8946178552721555e-10,1.6255419372901634e-11,27,
167,1000000000.0,0.00032989837333654827,0.00033004516980635436,674.3959526779641,1905.7912590725737,1000,2.868815231710247e-10,1.6294898368085236e-11,27,
168,1000000000.0,0.0003291539026740521,0.0003340215540121817,675.2998680532085,1911.1484383018337,1000,2.8943314306528287e-10,1.633493493337564e-11,27,
169,1000000000.0,0.00032829898027083855,0.0003380045383627388,676.0132098138224,1914.9439791002872,1000,2.867228911136181e-10,1.637486295933105e-11,27,
170,1000000000.0,0.0003405365436264186,0.0003413828937236717,703.7096963576275,1919.6126125213286,1000,2.891603224109726e-10,1.6413545843928544e-11,27,
171,1000000000.0,0.00033065212991111823,0.00034376927394510034,698.6903696634101,1886.0552245709828,1000,2.857027360491321e-10,1.647104249501982e-11,27,
172,1000000000.0,0.0003430957819508142,0.00034585801605359074,697.2857691235965,1895.457209865457,1000,2.8826053741073383e-10,1.651094085029012e-11,27,
173,1000000000.0,0.0003340902038661679,0.00034828248074612547,692.861026061324,1868.492435597911,1000,2.8556289921479765e-10,1.656732571329373e-11,27,
174,1000000000.0,0.00034650221175680247,0.00034863029885023156,691.5665307109697,1877.9420246755462,1000,2.882801253884604e-10,1.6607622971870343e-11,27,
175,1000000000.0,0.00033722161201784343,0.0003510377072738894,687.2797403092634,1851.5043568521564,1000,2.857341314144021e-10,1.6663784416886796e-11,27,
176,1000000000.0,0.0003495206462441534,0.0003531096488347893,686.1193830143749,1861.4018819757816,1000,2.885671853273773e-10,1.6705110602240653e-11,27,
177,1000000000.0,0.00034008067612350634,0.00035551573798194697,681.9919175126146,1835.8597253512946,1000,2.861035910771743e-10,1.676293812677522e-11,27,
178,1000000000.0,0.0003392770654858272,0.0003575650492009182,680.9523344996841,1846.156450597545,1000,2.889937141863709e-10,1.6804711368587023e-11,27,
179,1000000000.0,0.00033817305791473696,0.0003595616924356544,679.891183778423,1853.185383590445,1000,2.865726211801552e-10,1.684670074072656e-11,27,
180,1000000000.0,0.0003371597787088703,0.0003615666084326758,679.1911224895233,1860.3417678134085,1000,2.8925962160054853e-10,1.688871079680707e-11,27,
181,1000000000.0,0.0003361707766913257,0.00036352533527275787,678.5171384989713,1865.9810838255773,1000,2.8668087207398146e-10,1.693133227328791e-11,27,
182,1000000000.0,0.00033530356814438745,0.00036549430966370793,678.174713516411,1872.1363334274236,1000,2.8925669970956595e-10,1.6973976655506887e-11,27,
183,1000000000.0,0.0003344460851527843,0.0003674159569124819,677.8130203358646,1876.8859433053158,1000,2.865830036152493e-10,1.7016671864787714e-11,27,
184,1000000000.0,0.0003337023885414322,0.0003693589749646192,677.7474984105612,1882.2788622490698,1000,2.8909872474865096e-10,1.7059616272350417e-11,27,
185,1000000000.0,0.00033295534012761613,0.0003712498466771212,677.6246001975146,1886.322624671467,1000,2.863748365640682e-10,1.7102322178418768e-11,27,
186,1000000000.0,0.00033230252569073707,0.00037315423464062616,677.7547041207488,1891.0346585878906,1000,2.888472059864043e-10,1.7144684630454704e-11,27,
