Iteration No,Rd,Ibias,C1,C2,Cload,W1,W2,Rbias1,Rbias2,Rbias3,mismatch,flo,frf,Alo,Temp,
26,480.8481005323675,0.0007629933562878201,5.920426e-13,1.240008e-12,3.322879462108045e-11,3.87468710101722e-05,2.3344269207039035e-05,26616.1846421413,10909.011304081298,39131.622907503835,0,1000000000.0,1010000000.0,0.22123946097413605,27,
27,482.7020948923331,0.0007590604063074704,5.920426e-13,1.240008e-12,3.3098798334793894e-11,3.883368308700511e-05,2.3412242245237967e-05,26616.1846421413,10815.158546383693,38817.075106891345,0,1000000000.0,1010000000.0,0.22111968757593242,27,
28,484.57407038111455,0.0007552391573104598,5.920426e-13,1.240008e-12,3.29716702653621e-11,3.892171499210282e-05,2.3480601213797492e-05,26616.1846421413,10722.804600358779,38507.55838143238,0,1000000000.0,1010000000.0,0.22102235782248852,27,
29,486.4376781026418,0.0007514818214333829,5.920426e-13,1.240008e-12,3.284429622218971e-11,3.9008814335685855e-05,2.3548183888460796e-05,26616.1846421413,10631.494810172948,38200.86653795731,0,1000000000.0,1010000000.0,0.22091315108375262,27,
30,488.3086275065095,0.0007478112894107364,5.920426e-13,1.240008e-12,3.2718465336131405e-11,3.9096249682133983e-05,2.3615756058984357e-05,26616.1846421413,10541.500748117332,37898.19871240048,0,1000000000.0,1010000000.0,0.2208148559215868,27,
31,490.1750672165451,0.0007442114082243088,5.920426e-13,1.240008e-12,3.259310487807707e-11,3.918325975230209e-05,2.368298958100795e-05,26616.1846421413,10452.646258556615,37598.75701780773,0,1000000000.0,1010000000.0,0.22071307338154614,27,
32,492.0439185115304,0.0007406912352581326,5.920426e-13,1.240008e-12,3.246900010554501e-11,3.9270398916179944e-05,2.375009515706209e-05,26616.1846421413,10365.058020701352,37303.026238541526,0,1000000000.0,1010000000.0,0.22061693527741724,27,
33,493.90778136412894,0.0007372378616831231,5.920426e-13,1.240008e-12,3.2345678323461634e-11,3.935727133224704e-05,2.3816836861446596e-05,26616.1846421413,10278.60570779802,37010.57515922353,0,1000000000.0,1010000000.0,0.22052119285885763,27,
34,495.77047664223187,0.0007338517464615677,5.920426e-13,1.240008e-12,3.222361523690185e-11,3.944418230212489e-05,2.388340169147852e-05,26616.1846421413,10193.348085196134,36721.44327357385,0,1000000000.0,1010000000.0,0.22042959460610168,27,
35,497.6263334589822,0.000730530857085455,5.920426e-13,1.240008e-12,3.21025455508816e-11,3.9530881801137415e-05,2.394963966099232e-05,26616.1846421413,10109.251119243832,36435.34982614306,0,1000000000.0,1010000000.0,0.22033774197080694,27,
36,499.4813527281622,0.0007272789166570787,5.920426e-13,1.240008e-12,3.198282172601583e-11,3.96178490990884e-05,2.4015841502205557e-05,26616.1846421413,10026.415369978638,36152.69352628631,0,1000000000.0,1010000000.0,0.2202537676036214,27,
37,501.3326150739712,0.0007240903623052968,5.920426e-13,1.240008e-12,3.1864041014262617e-11,3.97050542330372e-05,2.408186464258566e-05,26616.1846421413,9944.80734585014,35873.20702996845,0,1000000000.0,1010000000.0,0.22017393283847744,27,
38,503.1781244031907,0.000720961135940717,5.920426e-13,1.240008e-12,3.174637721673308e-11,3.97923352288736e-05,2.414773747318319e-05,26616.1846421413,9864.361643221248,35596.89021084511,0,1000000000.0,1010000000.0,0.2200968416533567,27,
39,505.0160537655542,0.0007178912992790965,5.920426e-13,1.240008e-12,3.162994084463941e-11,3.9879546292933005e-05,2.4213498838635275e-05,26616.1846421413,9785.071177593558,35323.56421948688,0,1000000000.0,1010000000.0,0.2200252425498218,27,
40,506.8488052788075,0.0007148795302063495,5.920426e-13,1.240008e-12,3.151482847034018e-11,3.9966881843476927e-05,2.4279139306919864e-05,26616.1846421413,9706.961343474168,35053.17360488154,0,1000000000.0,1010000000.0,0.2199575903182878,27,
41,508.67431960302343,0.0007119256186132526,5.920426e-13,1.240008e-12,3.14008717065728e-11,4.0054593693632314e-05,2.4344683788374853e-05,26616.1846421413,9630.018701318335,34785.901633180394,0,1000000000.0,1010000000.0,0.21989626024245587,27,
42,510.48890463082023,0.0007090234404594596,5.920426e-13,1.240008e-12,3.128818125045158e-11,4.0142183602574546e-05,2.4410084534735655e-05,26616.1846421413,9554.201066405414,34521.450992537975,0,1000000000.0,1010000000.0,0.21983694643780802,27,
43,512.3004263983048,0.0007061833291335248,5.920426e-13,1.240008e-12,3.1176964209828296e-11,4.023049867294194e-05,2.4475599038467995e-05,26616.1846421413,9479.588595039515,34260.14854084241,0,1000000000.0,1010000000.0,0.219786363156262,27,
44,514.099045692833,0.0007033902643017114,5.920426e-13,1.240008e-12,3.106672079327045e-11,4.0318734866708625e-05,2.4540995298031667e-05,26616.1846421413,9406.065643288855,34001.44654329713,0,1000000000.0,1010000000.0,0.21973800187350098,27,
45,515.8922633371079,0.0007006540798700102,5.920426e-13,1.240008e-12,3.0958031224782354e-11,4.040750491696066e-05,2.4606503274974332e-05,26616.1846421413,9333.75433476133,33745.647150510806,0,1000000000.0,1010000000.0,0.21969909361512924,27,
46,517.675565992596,0.0006979680384183056,5.920426e-13,1.240008e-12,3.085042254023804e-11,4.049648104917023e-05,2.467194676580213e-05,26616.1846421413,9262.554571956716,33492.61932741564,0,1000000000.0,1010000000.0,0.21966421750761655,27,
47,519.4527255174517,0.0006953360541614475,5.920426e-13,1.240008e-12,3.074414817835378e-11,4.058632859225176e-05,2.4737585569082678e-05,26616.1846421413,9192.546694573963,33242.69613538749,0,1000000000.0,1010000000.0,0.21963782453037078,27,
48,521.2160303831408,0.0006927507032148809,5.920426e-13,1.240008e-12,3.063896583338811e-11,4.06762525977351e-05,2.480319184182106e-05,26616.1846421413,9123.617747809929,32995.170383146666,0,1000000000.0,1010000000.0,0.21961411845864923,27,
49,522.9741331378978,0.0006902194918269719,5.920426e-13,1.240008e-12,3.0535312387629766e-11,4.0766891879259007e-05,2.4869058779619422e-05,26616.1846421413,9055.910471354118,32750.603533521207,0,1000000000.0,1010000000.0,0.21960176898043185,27,
50,524.7207602296533,0.0006877332660159952,5.920426e-13,1.240008e-12,3.0432660624522586e-11,4.085806277273409e-05,2.4934876011198367e-05,26616.1846421413,8989.285619449134,32508.71382360769,0,1000000000.0,1010000000.0,0.21959425793674298,27,
