Iteration No,Rb,loss,loss_gain,loss_iip3,loss_s11,loss_nf,loss_Io,Rd,loss,loss_gain,loss_iip3,loss_s11,loss_nf,loss_Io,Io,loss,loss_gain,loss_iip3,loss_s11,loss_nf,loss_Io,W,loss,loss_gain,loss_iip3,loss_s11,loss_nf,loss_Io,C1,loss,loss_gain,loss_iip3,loss_s11,loss_nf,loss_Io,C2,loss,loss_gain,loss_iip3,loss_s11,loss_nf,loss_Io,
1,Rb,-9.357075213449474e-05,-0.0005721741553507484,0.0,6.420468318795629e-05,0.0006877328126868059,-0.00027333409265860683,Rd,-0.002311066300529744,-0.0020299292756152374,0.0,4.454595130624391e-05,-0.00018973665961008186,-0.00013594631661063326,Io,-444.9220038503219,-145.90590610179697,0.0,-10.387665735262436,-667.2741471183073,378.64571510506113,W,-3226.6960934315657,-673.5891389375536,0.0,-39.762170989417356,-2608.627028976729,95.28224547162449,C1,752310909.5698699,-398624125.4433912,0.0,50592208.09341388,1100342826.9198275,0.0,C2,-407722686.6806247,356619766.0608363,0.0,3144795.1156037315,141515780.18121937,-909003028.0378914,
2,Rb,-0.00042589601051861597,-0.0007237434603267012,0.0,9.812024513712386e-05,0.0004257893580783876,-0.00022606215340746725,Rd,-0.0018411994966282491,-0.0017828085080397798,0.0,7.227639625316323e-05,2.2169394619908206e-05,-0.00015283677946147136,Io,-219.23538575728938,-86.91437847198144,0.0,-9.63535889938239,-497.4684181754119,374.7827697894835,W,-2558.828133898373,-340.3742298704997,0.0,-24.782651549150263,-2333.828763857023,140.15751137846127,C1,794149915.6385311,-587851728.17498,0.0,100570796.67837496,1281430847.135143,0.0,C2,-872507150.4345249,266332689.61313072,0.0,-12592562.156371579,9444421.618851496,-1135691699.5080385,
3,Rb,-0.0005598102045612608,-0.0007795350995052573,0.0,0.00013574115732073417,0.000298337579578972,-0.0002143538419560214,Rd,-0.0014326426843751451,-0.001547615998597977,0.0,0.00010295131119046669,0.0001811976127132508,-0.00016917560968094766,Io,-20.380321588992572,-35.99577089868615,0.0,-3.2712206063671108,-331.905449258698,350.79211917470474,W,-2093.896592332064,-269.5332416486211,0.0,-14.061316835043591,-1953.505444774383,143.20341092530586,C1,784174495.2115891,-769025276.5042421,0.0,162078059.49013805,1391121712.2256591,0.0,C2,-1398396365.264676,147415136.6032604,0.0,-31498960.81175458,-144107745.7146952,-1370204795.3485682,
4,Rb,-0.0005558029849251098,-0.0007763138711827011,0.0,0.00017814198234779983,0.000279490326359136,-0.00023712142244945142,Rd,-0.0010622415261143062,-0.0013217527688089263,0.0,0.0001360165831401205,0.0003072745081082022,-0.0001837798485537525,Io,147.1486071246982,16.97044415729021,0.0,8.856629105653543,-205.9166267064306,327.2381605681993,W,-2212.8179300336833,-452.5551558629967,0.0,-48.37499111639504,-1852.2108271384052,140.32304408387677,C1,742366161.676383,-933854898.0065674,0.0,224532361.8995288,1451688697.7834148,0.0,C2,-2090776269.0905635,-62364221.34290805,0.0,-100790660.75695679,-368515853.3959672,-1559105533.594207,
5,Rb,-0.0005158810695603911,-0.0007457863113372914,0.0,0.00022491590997113922,0.00022713339077361176,-0.00022214405896795622,Rd,-0.0007370293504290712,-0.001110301207500199,0.0,0.00017317811144158877,0.0003943453381019149,-0.0001942515924724105,Io,289.6134022790885,78.84751300752582,0.0,26.540229706956996,-130.96698579827284,315.1926453628649,W,-1938.4493228176877,-418.61961281161115,0.0,-38.15543345938588,-1614.0259363587688,132.35165981213484,C1,683821777.7950789,-1081461978.0620286,0.0,282439891.7064771,1482843864.1505616,0.0,C2,-2825258559.8770866,-382259370.8523575,0.0,-201354730.3240555,-599344939.4837003,-1642299519.2164493,
6,Rb,-0.00048172375414967346,-0.000711754884742408,0.0,0.0002681675618677191,0.00017425415521009393,-0.0002123905864851045,Rd,-0.0005318936314804319,-0.0009637233521761886,0.0,0.00020652725772407138,0.00042135130509099786,-0.00019604884211932365,Io,385.02817547017463,130.41494456548895,0.0,43.978463191826144,-97.17360245219841,307.80837016506246,W,-1686.9585307091186,-381.5914929726302,0.0,-25.537654613328673,-1406.0443299623942,126.21494683907085,C1,617409474.3528353,-1214129553.5500803,0.0,336107099.42230195,1495431928.480571,0.0,C2,-3288625604.131948,-647745323.6868479,0.0,-301276894.7387008,-706117722.0435687,-1633485663.6612628,
7,Rb,-0.0005199325127400543,-0.0007190855517882561,0.0,0.00029265829116827157,0.00010881876735572695,-0.0002023240194757709,Rd,-0.000480659382166595,-0.0009181499969770519,0.0,0.00022316545411459008,0.00040462326712715227,-0.00019029810643124293,Io,404.43906754129966,141.87472756057852,0.0,52.268467087347936,-96.232857841482,306.52873073489684,W,-1458.710234371795,-343.0922087661635,0.0,-13.261432696713632,-1220.7622419859067,118.40564907714676,C1,451656709.0532597,-1333561153.338441,0.0,367185249.01795363,1418032613.3737748,0.0,C2,-3260372225.1076736,-676436153.9409028,0.0,-344003591.92537636,-682534399.4329958,-1557398079.8068364,
8,Rb,-0.0005470617915797365,-0.0007263587721676857,0.0,0.00030427079088723454,6.752247992355831e-05,-0.0001924962902228183,Rd,-0.0004550634538465931,-0.0008909487015776864,0.0,0.00022902129633032447,0.00038970859611326926,-0.00018284464471250052,Io,407.0799888887119,144.66655232882323,0.0,56.825670215869366,-100.93808988793411,306.5258562319724,W,-1279.0679584709167,-311.31789289742676,0.0,-2.44458494612525,-1075.7701628829693,110.46468225596081,C1,501243832.4778805,-1417382326.5451963,0.0,422511119.31912535,1496115039.703922,0.0,C2,-3219132664.6394925,-674924145.9303052,0.0,-361455221.2723681,-654358590.2370719,-1528394707.196115,
9,Rb,-0.0005698517144746834,-0.0007312368214932063,0.0,0.00031555747182372506,2.9076367046673617e-05,-0.00018324873185190078,Rd,-0.00043286697281720875,-0.0008670123513605662,0.0,0.0002354196205060424,0.0003741145813574709,-0.00017538882332012573,Io,409.87064979373866,147.01392846073983,0.0,61.809232087835106,-105.53737048171541,306.58485972688885,W,-746.2747898443339,-105.43494795410403,0.0,65.84123332168441,-811.226276769459,104.54520155789042,C1,443818142.66236365,-1510803465.8842282,0.0,461352005.96174556,1493269602.584898,0.0,C2,-3121528043.147103,-654794374.6767907,0.0,-384990528.49573195,-624057227.6421834,-1457685912.3313627,
10,Rb,-0.0005795066330503276,-0.0007315371926323073,0.0,0.0003232366770627833,3.5455577008748985e-06,-0.0001747516751816538,Rd,-0.00041086003610755,-0.0008434553790216264,0.0,0.00023875416594553302,0.00036200103648023987,-0.00016815985951171606,Io,412.9731208809984,149.66949245440526,0.0,66.28906540567316,-109.47988198580218,306.4944450067222,W,-665.8165190568374,-94.63854713812692,0.0,72.17207776841211,-742.964977994046,99.61492830692342,C1,273615960.3668093,-1591891024.6163607,0.0,463904135.89580137,1401602849.087325,0.0,C2,-3025802609.39426,-639469760.6077248,0.0,-395994820.3070637,-593992230.4631715,-1396345798.0163,
11,Rb,-0.0005745739421160245,-0.0007265106550029755,0.0,0.0003235319835163683,-4.787693029703868e-06,-0.00016680757759995505,Rd,-0.0003890568758373409,-0.0008201716412817491,0.0,0.00023656493055294328,0.00035557489290237654,-0.00016102505801096856,Io,414.034483455838,152.22658215256558,0.0,69.3105854657528,-114.0049114109499,306.5022272484644,W,-791.852357526898,-145.9465662751747,0.0,70.35636939783451,-1241.7470196461447,525.4848589962058,C1,368406075.7742289,-1639140076.2706506,0.0,510147215.67419297,1497398936.3706193,0.0,C2,-2870319612.3802896,-606711669.3159417,0.0,-388443446.81801444,-571104353.3594121,-1304060142.8889751,
