Iteration No,Io,
1,0.0009924647216396113,
2,0.0009980845531258958,
3,0.0010008825765943465,
4,0.0010039588849546867,
5,0.0010056471480131273,
6,0.0010069595898255812,
7,0.0010041239642354155,
8,0.0010024332480587745,
9,0.0010043960689139699,
10,0.0010057382748769317,
11,0.001007027865391918,
12,0.0010082750682361627,
13,0.0010058755572887304,
14,0.0010047406625369492,
15,0.0010036383777054375,
