Iteration No,Rd,Io,conv_gain_db,iip3_dbm,iip2_dbm,nf_db,p_src,gm1,vdsat1,vg1,vd1,bb_BW,gm2,gds1,region,Ibias,Io,conv_gain_db,iip3_dbm,iip2_dbm,nf_db,p_src,gm1,vdsat1,vg1,vd1,bb_BW,gm2,gds1,region,L,Io,conv_gain_db,iip3_dbm,iip2_dbm,nf_db,p_src,gm1,vdsat1,vg1,vd1,bb_BW,gm2,gds1,region,W1,Io,conv_gain_db,iip3_dbm,iip2_dbm,nf_db,p_src,gm1,vdsat1,vg1,vd1,bb_BW,gm2,gds1,region,W2,Io,conv_gain_db,iip3_dbm,iip2_dbm,nf_db,p_src,gm1,vdsat1,vg1,vd1,bb_BW,gm2,gds1,region,Cload,Io,conv_gain_db,iip3_dbm,iip2_dbm,nf_db,p_src,gm1,vdsat1,vg1,vd1,bb_BW,gm2,gds1,region,Alo,Io,conv_gain_db,iip3_dbm,iip2_dbm,nf_db,p_src,gm1,vdsat1,vg1,vd1,bb_BW,gm2,gds1,region,Rbias2,Io,conv_gain_db,iip3_dbm,iip2_dbm,nf_db,p_src,gm1,vdsat1,vg1,vd1,bb_BW,gm2,gds1,region,Rbias3,Io,conv_gain_db,iip3_dbm,iip2_dbm,nf_db,p_src,gm1,vdsat1,vg1,vd1,bb_BW,gm2,gds1,region,
11,Rd,-0.00043501299929789197,0.0018830990236478296,0.0039752035560071276,0.13680568918416425,0.00011775339576866438,-0.00025497358927084964,-0.00037961236378827325,-5.119051164181815e-05,-2.3465469740660934e-07,-0.0012085753310065843,0.0,-0.0006755101326519246,0.0003250958224984845,0.0,Ibias,0.00860610448778674,-0.0007128851760528803,0.0007356879062710138,0.13527151070158488,-0.00012553542291768457,0.009074877957062528,0.005446996010636976,0.002816093410870584,0.001577818185316711,-0.0033347635709149565,0.0,0.0060612159182387515,0.009504105697738586,0.0,L,0.004399762348603021,0.003028482319619793,0.0004470904273962389,0.04918182407800339,1.5728035150402668e-05,0.002578826839136023,0.0010745874535661485,0.005260563395880066,0.0015097683230707482,-0.004191923138737418,0.0,0.0024631619474291553,-0.01155079591938107,0.0,W1,7.882785893314212e-05,0.0024313267807851294,0.004996217737165243,0.0003484034819145862,-0.002007391216045205,4.620326785444677e-05,0.0033537330020471517,-0.0033572854065449737,-0.0016707414454869929,-3.096390640636771e-05,0.0,5.600084001257119e-05,0.0017732866541502585,0.0,W2,0.0008152844298920459,5.5742967622094506e-05,4.5799184699432906e-05,2.0464141535919963e-05,-0.0010279632880410947,0.0004776476718472628,0.0007106696577897021,9.585915521373682e-05,0.0,0.0022647885828705272,0.0,0.00305729585943795,-0.0006053647676089296,0.0,Cload,0.0,5.1954193428021136e-08,-0.0015156695068157127,-0.00012344310786093727,5.933901340164064e-05,0.0,0.0,0.0,0.0,0.0,-0.010370727556110789,0.0,0.0,0.0,Alo,0.0,-0.0013441054138655193,-0.0044409858729827865,0.048969102888095174,-0.0018750226722981508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,-0.0029151710053617564,0.0012921286634200756,-0.002228027782925503,-0.11131711780664212,0.00044758423656904544,-0.0017490931539163124,-0.0025469341151843302,-0.00034270570894792836,-4.693093948132187e-07,-0.008091900874214254,0.0,-0.001863777956669362,0.0022062092898252504,0.0,Rbias3,0.0029027629164556515,-0.0013076483725549123,0.0005146198789265405,0.08523970228430895,-0.0004372198439127603,0.0016340127923159381,0.00252878727092057,0.00034196738426083435,4.693093948132187e-07,0.008071749760521281,0.0,0.001845402681040185,-0.002132305518996245,0.0,
12,Rd,-0.0004378010788462123,0.007519959382622179,0.025807663502210584,0.1752132567203784,0.007476581995475487,-0.0002576487064226329,-0.0003809773029886292,-5.204137264232849e-05,0.0,-0.0012033099743932439,-0.01016460306273232,-0.0006847585249832699,0.00029771268151419165,0.0,Ibias,0.008592208590468943,0.0050160619784928315,0.02384117053339764,0.12352806623282914,0.007177990539825718,0.009064975809767398,0.005516955414110814,0.0027847114399262066,0.0015651045221529729,-0.0032906943059798008,-0.01016460306273232,0.006051737889364242,0.009372317065615032,0.0,L,0.004326547416611204,0.008937650455874144,0.025662388996735574,0.1772976328433598,0.007322850190090163,0.0025415660825280142,0.0011578438993604698,0.005200153235697116,0.0015013383804627185,-0.00408321246946906,-0.01016460306273232,0.0024292003947125455,-0.012011499755795303,0.0,W1,9.712805391617519e-05,0.00811353409597066,0.029822521254453876,0.12752407542488722,0.005365266438999686,5.6853061665125154e-05,0.003287372334120946,-0.0033205632768933857,-0.0016572111712612784,-3.7300671508968994e-05,-0.01016460306273232,6.85626406510945e-05,0.001817656614974544,0.5,W2,0.0008103668975995157,0.005803983397161339,0.02450615227335348,0.18255102159528658,0.006309611880177547,0.0004761177748435802,0.0007042307721909558,9.623918912068208e-05,2.361708950247871e-07,0.002225929682905546,-0.01016460306273232,0.0030436605159904245,-0.0005471476308910553,0.0,Cload,0.0,0.005769391636901827,0.0242414872001189,0.12704792528486306,0.007382711678518235,0.0,0.0,0.0,0.0,0.0,-0.020326865908554873,0.0,0.0,0.0,Alo,0.0,0.004386016810054857,0.018083950106216145,0.17873472300304225,0.005465092308333007,0.0,0.0,0.0,0.0,0.0,-0.01016460306273232,0.0,0.0,0.0,Rbias2,-0.002896445548128425,0.007107403531085433,0.02525984786851427,0.038291813658133646,0.007758552674574788,-0.0017413645629117834,-0.002521088440609836,-0.000343497959617238,-4.7234179031177656e-07,-0.007944074182800418,-0.01016460306273232,-0.0018485876529965263,0.0019926633939727724,0.0,Rbias3,0.0028833984961097806,0.004417317940572343,0.02419897419160097,0.22148192628990307,0.0069008588852009145,0.0016270196411358243,0.002503290258525797,0.00034262645337675797,4.723417901806754e-07,0.007923728361977429,-0.01016460306273232,0.001830362140924987,-0.0019254768834149547,0.0,
13,Rd,-0.0004895460682079256,0.002239595247872812,-0.018873179832002963,-0.04263852352009816,-7.155853370555106e-05,-0.00028271042956242077,-0.0004214258651919029,-6.177704208380704e-05,0.0,-0.0011964226961385174,0.0,-0.000614888512968247,0.00017630741744892163,0.0,Ibias,0.008460093182009245,-0.00022749333703788046,-0.01881627882715926,-0.02338404825697658,-0.0003620494121972413,0.008992597706297612,0.005710781888531469,0.0026454418338457434,0.0015321810946652165,-0.0032053340838759945,0.010587923543144102,0.006313104216604873,0.008925073265526814,0.0,L,0.004665510237601987,0.003814741925997465,-0.0045887101939972655,-0.017455964547592323,-0.0005694652054011117,0.0026943090529338736,0.0019825472271255253,0.0051149562349492445,0.0017111359980296408,-0.005067144320449021,0.0,0.0034178097465893563,-0.012543293265840342,0.0,W1,0.00011297216958640427,0.0022132888220400384,0.0023349282410715967,-0.005968863830021512,-0.001838223677857834,6.524086836055864e-05,0.0029730518153868028,-0.003242968192267826,-0.0016490790557338894,-4.314967100829135e-05,0.0,8.584179543711112e-05,0.0019323292952404937,0.0,W2,0.000900572472447944,0.0001529754632821181,-0.006089335906305401,-0.012231708530864931,-0.0011501045727235206,0.0005203074927055561,0.0007756901873910657,0.00011375857009537944,2.4053078409878785e-07,0.002204555918786408,0.0,0.002845842131339746,-0.00032166308827917756,0.0,Cload,0.0,1.62513653794086e-08,-0.002736039847300391,-0.006476595713072447,6.581160889784417e-05,0.0,0.0,0.0,0.0,0.0,-0.01058548586431091,0.0,0.0,0.0,Alo,0.0,-0.0013234569945058544,-0.02545816804907995,-0.04736967147059646,-0.00220878564065877,0.0,0.0,0.0,0.0,0.0,0.010587923543144102,0.0,0.0,0.0,Rbias2,-0.003281801465433393,0.0012173053600028445,0.020007211486106256,0.03788740485454418,0.0006263635979192049,-0.001940568807831819,-0.002828987742249298,-0.00041389312127639217,-4.810615681975757e-07,-0.008022406447345396,0.0,-0.002304665594888379,0.001203591969784747,0.0,Rbias3,0.003270584370580661,-0.001242132188825991,-0.01792010543606446,-0.03361808595979955,-0.0006120476568932225,0.001817027589021361,0.0028136072362204873,0.00041310948015082366,4.810615681975757e-07,0.008005244646376246,0.0,0.0022888035239923186,-0.001149916156028114,0.0,
14,Rd,-0.00048028012397373794,0.006351983284674265,0.020094545521121825,-0.015097424499795477,0.00568526744342169,-0.0002788843982954345,-0.00041351422780352905,-6.0444249534412155e-05,0.0,-0.0011860452640110983,-0.010266618952268687,-0.0006240912073912596,0.00017499997037252266,0.0,Ibias,0.00847311929716645,0.004007995398095671,0.028495802247906883,-0.011491064571974829,0.005303064293779432,0.008996883959132706,0.005739456894533266,0.0026410997085461086,0.001526647608690142,-0.003170520347152731,0.0,0.006286868716578005,0.008905641833130699,0.0,L,0.004526778179982772,0.008342364050565862,0.04901426959078153,-0.01102814928715515,0.005259072675599713,0.0026285655931297227,0.001898748805431223,0.00506357963143918,0.0016607205940686847,-0.004780429383184065,-0.010266618952268687,0.0032316711122058416,-0.012825957196508338,0.0,W1,0.00012775924480086802,0.006572637547831837,0.05445814514652857,-0.014980412115437287,0.003788394978705897,7.441496670440947e-05,0.002971976497519461,-0.0032265716060914055,-0.0016399826862584035,-4.8331102852985e-05,-0.010266618952268687,9.650894959665721e-05,0.001946331498928098,0.0,W2,0.0008785419673346237,0.004499626688610266,0.04578238953135565,-0.015282434506228995,0.004551151851994969,0.0005101432179000628,0.0007561833691912854,0.00011042196235263212,2.4113846291802996e-07,0.002169099896039794,-0.010266618952268687,0.002849311845232713,-0.000317607169705365,0.0,Cload,0.0,0.004428205368410426,0.052021528310222616,-0.011723635156856255,0.005666910065043644,0.0,0.0,0.0,0.0,0.0,-0.020530874200303095,0.0,0.0,0.0,Alo,0.0,0.002890019780392918,0.011205074934852422,-0.022707131998132655,0.0035885380976315175,0.0,0.0,0.0,0.0,0.0,-0.010266618952268687,0.0,0.0,0.0,Rbias2,-0.003201867493158538,0.005772865489911042,-0.0885534356485384,-0.04191250927272322,0.006124716455457473,-0.0019031913946074342,-0.0027589387908501456,-0.00040217667330813756,-4.822769258360599e-07,-0.007900202072341095,-0.010266618952268687,-0.0022252206378414537,0.0011882616498428715,0.0,Rbias3,0.0031900379334548206,0.003071005842194095,0.033539248749724374,-0.011660462988538458,0.00510424915403967,0.0017811508492122186,0.0027438653682085477,0.00040126085134543443,4.822769258360599e-07,0.00788135294222831,-0.010266618952268687,0.0022086762464819765,-0.001136512222938146,0.0,
15,Rd,-0.0005383130058173114,0.0025462161885250615,-0.017692580620632656,0.06699091156501154,-0.00016347408282510231,-0.000306181958352726,-0.0004614228356755417,-7.026284604802257e-05,0.0,-0.0011840567325730723,0.0,-0.0005923916566523042,6.360477151427058e-05,0.0,Ibias,0.00831102762639851,0.00016132996365678557,-0.015049741908132639,0.046254221056085974,-0.0005303762214040263,0.008910443522518735,0.005900160849623177,0.0024917971893765427,0.001499653037835605,-0.003099370402019406,0.010698737195661561,0.006473424652069593,0.008547324841132587,0.0,L,0.004716147114379551,0.00460093654222214,-0.0015143631155689924,0.013902615531894596,-0.0009939864184252219,0.002686821484698391,0.0026718219232040557,0.0049179883295193665,0.0019124692107937902,-0.005921265875003703,0.0,0.004114828241324759,-0.01325484890011933,0.0,W1,0.00016105624889480518,0.0020580604980715025,0.0019123486151555935,0.006808644659248331,-0.0017047111223140647,9.225352165362312e-05,0.002681007155295812,-0.0031379962296382187,-0.0016421729070711737,-6.089715256699054e-05,0.0,0.00012765342096202184,0.00202147528376408,0.0,W2,0.0009838436073798045,0.00023193514504792783,-0.0027500229644424937,0.006674910934500643,-0.0012044660964274198,0.0005605024775056826,0.000845581660225431,0.00012888370006066657,2.457239124821741e-07,0.0021687244010962187,0.0,0.0026906947637164464,-0.00011410310526199965,0.0,Cload,0.0,3.321213578659318e-09,-0.0015665478975053259,0.0062296640575235885,6.84278521210802e-05,0.0,0.0,0.0,0.0,0.0,-0.01069627400397896,0.0,0.0,0.0,Alo,0.0,-0.0012464366488194572,-0.02669663696619433,0.10563074072811354,-0.0024372017478405997,0.0,0.0,0.0,0.0,0.0,0.010698737195661561,0.0,0.0,0.0,Rbias2,-0.003626391517237458,0.0010769755966870333,0.013509383443838034,-0.02816852040493372,0.0007459804044707904,-0.0021163456535002786,-0.0031181161413163633,-0.00047417148736445425,-4.914478249643482e-07,-0.007988331319798479,0.0,-0.0027158265309684504,0.00044677533445514517,0.0,Rbias3,0.0036167631545317262,-0.0011228773247896682,-0.015043147858957254,0.046121841156292614,-0.0007355304723715604,0.001984946718604545,0.003105148754833752,0.0004736236289156456,4.914478249643482e-07,0.007973107031656696,0.010698737195661561,0.0027016649795804835,-0.00040514312037289476,0.0,
16,Rd,-0.0005175000555992593,0.008212171304022327,-0.023361376696704416,0.019483892513236005,0.007722534560180946,-0.0002969571836372937,-0.00044425239234144944,-6.653271777140857e-05,-2.458349415106448e-07,-0.0011680039641346097,-0.020530874200303095,-0.0005924899218146245,8.182392978024855e-05,0.0,Ibias,0.008350996764983014,0.005982266017143024,-0.014271203938970639,0.031191730384304214,0.007266657754296225,0.00892836528140687,0.005912461174081891,0.002505838006903877,0.0014978722985812356,-0.003073949826738785,-0.020530874200303095,0.006446134174076843,0.008596602153652762,0.0,L,0.004581372393039992,0.0107264570638351,0.010174296298565746,0.04141476614399563,0.007062217826300552,0.002631104508787721,0.002504063959681677,0.004919322590371427,0.0018309786443186067,-0.0054725034218298454,-0.020530874200303095,0.003843863776122785,-0.013403464401696765,0.0,W1,0.0003344504491558132,0.008450763896530546,0.012366239193013622,0.04116921889910493,0.005831547614863995,0.00019207652407327662,0.0030786374219853585,-0.0017417363837105484,-0.001216637125501246,-0.00012363678325203465,-0.020530874200303095,0.000260617477964622,0.000763429009910925,0.0,W2,0.0009451860519620888,0.006266409474135242,0.004885526987220308,0.040828334420118635,0.006631630567269538,0.0005430705814908545,0.0008130557441779961,0.00012186280133884591,0.0,0.002138189075065937,-0.020530874200303095,0.0027037843219553433,-0.0001468132711366837,0.0,Cload,0.0,0.006156939691013215,0.007291332675038802,0.04395356182305279,0.007788414423649828,0.0,0.0,0.0,0.0,0.0,-0.030792766288304723,0.0,0.0,0.0,Alo,0.0,0.004484332885600486,-0.03235581027290035,0.01906257342809664,0.005506722925385196,0.0,0.0,0.0,0.0,0.0,-0.020530874200303095,0.0,0.0,0.0,Rbias2,-0.0034984714502491808,0.007502726520702671,0.03564915453999983,0.06663429518010616,0.008350586949305796,-0.0020580680245640163,-0.0030111026164990067,-0.00045042786548706335,-4.916698830212897e-07,-0.00790548137617925,-0.020530874200303095,-0.002582748489492234,0.0005696354920104345,0.0,Rbias3,0.003489062358328955,0.004790477202869751,-0.012219106725599851,0.03097707541047919,0.007120650889367579,0.0019286251496453053,0.0029973846091342626,0.0004498813955258108,4.916698830212897e-07,0.00788948132187598,-0.020530874200303095,0.0025681070581459924,-0.0005273532699230764,0.0,
17,Rd,-0.0005784982710791792,0.0027116538650942246,0.008981796513621866,0.008786060564962863,-0.00019045774006849384,-0.0003263334715534877,-0.0004991615557314818,-7.668602752160341e-05,0.0,-0.0011804860523006399,-0.01069627400397896,-0.0005933546807402331,-1.6382575035972364e-05,0.0,Ibias,0.008175983681841009,0.00036957105947473163,-0.004702618754167622,0.013225574096548105,-0.000597658300305222,0.008837448907919987,0.0060142742094770555,0.002365905960208513,0.0014791109635694953,-0.0030311644369692575,0.0,0.006552639895628765,0.00830901346419083,0.0,L,0.004633620892051698,0.005280291577416044,0.0005228571372035679,0.0048300346469896714,-0.0013015245270675108,0.002609345513628841,0.0031273999512158104,0.004747717170569791,0.002106551984113567,-0.006659974613627585,-0.01069627400397896,0.004540719215493492,-0.013759458079657321,0.0,W1,0.000367196142843973,0.0022722746299583974,0.0028320332682980325,0.0003716737567779716,-0.0018219114880128249,0.0002062723726189129,0.002884044544226601,-0.0015480636778049722,-0.0011326435315079984,-0.00013620992911155962,0.0,0.0002937764952643377,0.0007116895387733345,0.0,W2,0.0010565106411752163,0.00027953053934525374,-0.00037299807283817113,0.004250594021920847,-0.0012336312526647526,0.0005950164594775496,0.000910036033578612,0.0001397389834842574,2.499765022159806e-07,0.002152709097046739,0.0,0.002597996876791928,3.124118960362051e-05,0.0,Cload,0.0,0.0,-0.0021285087339327903,-0.00020596715881995346,6.970779707158155e-05,0.0,0.0,0.0,0.0,0.0,-0.01069627400397896,0.0,0.0,0.0,Alo,0.0,-0.0011850310990587506,-0.0005867628530685262,0.02728723432760756,-0.0025978847150791066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,-0.00391519365605277,0.0009560517854878165,0.007707533799599602,-0.011808686114915055,0.0008449136891753857,-0.00226053364249511,-0.003375848843467458,-0.000517772696933811,-4.999530044319613e-07,-0.007979138166219413,-0.01069627400397896,-0.003052638418834635,-9.448554904485842e-05,0.0,Rbias3,0.003909558932633081,-0.0010340492556447122,-0.006084683905115332,0.022393143967947643,-0.0008147116007755169,0.002122754275656015,0.0033639640445216386,0.000517062641123601,4.999530044319613e-07,0.007965319767614039,0.0,0.003039347273986276,0.0001287746595852926,0.0,
18,Rd,-0.0005672243759150096,0.002297928023928511,-0.02282177506331969,-0.14610059765747252,-0.00013557304655322593,-0.0003215243595153549,-0.00048764213628411647,-7.505828656891359e-05,-2.494503984168769e-07,-0.0011746423355317958,-0.01058548586431091,-0.0005939576163040707,-4.233095805289883e-06,0.0,Ibias,0.008209099531303202,9.587658985600717e-05,-0.018333318520652196,-0.12370105130066879,-0.0005968047687013257,0.008851315078996645,0.006009063360115561,0.0023874742957112755,0.001479240862569569,-0.003015012727726885,0.0,0.006533533779344059,0.008328038756685793,0.0,L,0.004568182027458762,0.005192362446218915,5.753899149775838e-05,-0.027244072367844964,-0.0010890101993928794,0.0025894193953828063,0.0029881286663515825,0.004734033360022225,0.002026784487078828,-0.006280830100063772,-0.01058548586431091,0.00435942085711716,-0.013887632856673953,0.0,W1,0.00021362995976018803,0.001891283069251974,0.0010804540735945087,0.004755714467481192,-0.0016181075961053154,0.00012109358994733557,0.002519947732769774,-0.003054956915555991,-0.0016373924151612995,-7.840688889739519e-05,0.0,0.00016865079262232471,0.002074216944620748,0.0,W2,0.001025792134365856,0.00018512227807209112,-0.004102901802441345,-0.025259816254493226,-0.0011773617624332652,0.0005814580137989153,0.0008818704995968464,0.00013586678564999255,0.0,0.0021252649884995283,0.0,0.002607505032831855,8.851018502106304e-06,0.0,Cload,0.0,2.383104831028661e-08,-0.001541739385239789,0.0006604721131830568,6.527024207625955e-05,0.0,0.0,0.0,0.0,0.0,-0.01058548586431091,0.0,0.0,0.0,Alo,0.0,-0.0015717095797144478,-0.033765266936492316,-0.17995949756811902,-0.002489398100390392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,-0.0038029816112487,0.0012344474716037928,0.017970130065964412,-0.114893841714038,0.0007641363843995799,-0.0022096970389746113,-0.0032739303288943666,-0.0005033984332289545,-4.989007968337538e-07,-0.00787867483591777,-0.01058548586431091,-0.0029347518381848845,-1.2314460524676896e-05,0.0,Rbias3,0.003796535879704209,-0.0012762711154744178,-0.018988013897365107,-0.12380997771714095,-0.0007522365703665505,0.0020732057727193835,0.0032616975729099266,0.0005028340852093494,4.989007968337538e-07,0.007864064856620097,0.0,0.0029209653874049373,4.6179226967496636e-05,0.0,
19,Rd,-0.0005886237975612673,0.0032812506233411668,0.008331240498724041,-0.004682750335163677,-0.0001878207589055087,-0.00032844150331582983,-0.000510182919241728,-7.71286343244909e-05,0.0,-0.001167924366828845,-0.010925036791589592,-0.0005834163352137219,-4.28910748308943e-05,0.0,Ibias,0.00811901773653197,0.0008623857582356218,0.004361246060405412,-0.004823899643862121,-0.0006782117594012735,0.008807799094002446,0.006089604948951995,0.002296751550691582,0.0014678703557104824,-0.0030149564797147927,0.0,0.0066183370194301495,0.008267158072158248,0.0,L,0.004627181649303879,0.005451505677447791,0.0008085467406886311,0.00594294867945813,-0.001491363776743672,0.0025816058841130326,0.0034006269146673687,0.00465250940621401,0.002197134003963074,-0.0072572403759507634,-0.010925036791589592,0.004816844982064924,-0.013667569440070448,0.0,W1,0.0003831043021415677,0.002275415746514596,0.0036631000212123056,-0.002172299131771044,-0.0017720259931355421,0.0002137653174122565,0.0027748973412419294,-0.0014780571934920167,-0.001101723440902248,-0.00014246663612602065,0.0,0.00031244939473313796,0.0006680961115570686,0.0,W2,0.001100427201203714,0.00039431065525378015,0.0028404811388995053,5.170221135520148e-05,-0.0012500975257451446,0.0006142969473031557,0.0009534080337514653,0.0001442537427685898,0.0,0.002182810368349281,0.0,0.0025438505034461457,8.15316827870369e-05,0.0,Cload,0.0,-1.3925517057325762e-08,-0.001964739840274842,0.0023262515115496513,7.296523916211708e-05,0.0,0.0,0.0,0.0,0.0,-0.010925036791589592,0.0,0.0,0.0,Alo,0.0,-0.0006241305375844887,0.0032776234446077975,0.0026227676843102433,-0.002672833747784556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,-0.004112584776791779,0.0005593506573196103,-0.0045643808868417405,0.0026155344188500533,0.0008906772026151331,-0.0023547585746195618,-0.0035659475121916505,-0.0005387406111834551,-5.050302271960293e-07,-0.008155837356463533,-0.010925036791589592,-0.0032813286807915052,-0.00028246284415736964,0.0,Rbias3,0.00410739690603379,-0.0006704999551361132,0.00346045952606493,-0.002556069011971539,-0.0008308387678420139,0.0022102999812120393,0.003555281667190144,0.0005381606966397664,5.050302273362033e-07,0.008143251964579797,0.0,0.003269349790258363,0.00031723939131778067,0.0,
20,Rd,-0.0005320725235054103,0.002351811855332108,-0.028412072400164252,-0.05794707945874263,-7.851983107515108e-05,-0.00030079359467390923,-0.0004627405221130936,-6.758402433940875e-05,0.0,-0.0011368144626160135,0.0,-0.000552380793334496,2.4506623417157238e-05,0.0,Ibias,0.008251453818414077,0.00021949427130624595,-0.021443408953022082,-0.0434760922810529,-0.0006540097582136269,0.008871779251225214,0.006113437206854747,0.0023578519677903667,0.0014673604712453039,-0.003029323570221757,0.010811921276461443,0.006630282328674738,0.008496968611032772,0.0,L,0.004653950806864352,0.004932617512576047,6.17805010727692e-05,-0.013638739203965987,-0.0008683789268683307,0.00263099207493184,0.0031573889765942396,0.004723722379146578,0.001964276373761318,-0.0064896095762270465,0.0,0.004492483018037286,-0.013254467537361692,0.0,W1,0.00036177082972530965,0.002176585710772753,0.0011951863476798946,-0.01390931530547262,-0.0017891035741011655,0.00020451788715620354,0.0028239183654792123,-0.0016281736033124615,-0.0011633263993111069,-0.0001329136484192829,0.0,0.00029064221974867913,0.000721137525144297,0.0,W2,0.0010189236932953915,0.00018831981719047758,-0.005069950526477198,-0.007282885960664773,-0.0010868616613141245,0.0005760224534530719,0.0008854416912623689,0.00012958377548123991,2.514756591752292e-07,0.0021784748360228617,0.0,0.0025535836132169988,-4.4594019660788724e-05,0.0,Cload,0.0,4.055483894770507e-08,-0.001277037515193593,-0.007527384481119637,5.979999542339287e-05,0.0,0.0,0.0,0.0,0.0,-0.01080943202618152,0.0,0.0,0.0,Alo,0.0,-0.0016527303576598167,-0.04192462950761204,-0.07525586261753027,-0.0024403488714266302,0.0,0.0,0.0,0.0,0.0,0.010811921276461443,0.0,0.0,0.0,Rbias2,-0.0038726797596917526,0.0011918977640094845,0.019517600986004614,0.0705135514898707,0.0007461295623606857,-0.0022469771059631647,-0.003369025556547042,-0.0004917024143677865,-5.029513182108613e-07,-0.008275888457255177,0.0,-0.0030299585221972326,0.0001964547352620922,0.0,Rbias3,0.0038649825079955583,-0.001230972976478066,-0.022456652961616436,-0.04875030191503201,-0.0007331689468309807,0.0021044673016148633,0.0033564417599012703,0.0004912728548908816,5.029513183504584e-07,0.008262798476729082,0.0,0.0030165772045292337,-0.00015467295107566626,0.0,
21,Rd,-0.0005787976127658075,0.003047230832034695,-0.004857474876129348,0.011944381603823792,-0.0001722799890846377,-0.0003213294516581408,-0.0005053600356181131,-7.41970051202974e-05,0.0,-0.00115259230266118,0.0,-0.0005670973391788492,-3.946356388352782e-05,0.0,Ibias,0.0081118765392133,0.0007626476842410622,-0.0045522466615918284,0.007812309966506717,-0.0007426114334670945,0.008803160085123577,0.006168793896319833,0.002250642488650111,0.0014568441120786358,-0.003022078477218526,0.01104571159717805,0.006675591527202468,0.008324838801207449,0.0,L,0.004658273513704855,0.005470390595986672,0.001399549468519811,0.008168321248660843,-0.0013606166061273875,0.002587047601387931,0.003595831022667635,0.004581517849900433,0.002189085228181114,-0.007591246890627349,0.0,0.004969386113416748,-0.01333315969365227,0.0,W1,0.0003902891820942551,0.0022171854500665916,0.0026738483285640826,0.004010219291212917,-0.0017602810946054433,0.00021681100098444242,0.0026816881697766604,-0.0014833512372864597,-0.001102689942225309,-0.00014574782022036697,0.0,0.0003211989966616481,0.0006602254237695276,0.0,W2,0.0011129048330015166,0.00035148300446297836,-0.00044029289298992507,0.00377640433636755,-0.0011908573125112454,0.0006181848859410264,0.0009706314145646203,0.00014250535904060364,2.5460400407408265e-07,0.002216602891265933,0.0,0.0025004616307174013,7.81378564891181e-05,0.0,Cload,0.0,6.935356874550889e-09,-0.0020192079302218738,0.007214590789126361,6.789183263762708e-05,0.0,0.0,0.0,0.0,0.0,-0.011043168520886663,0.0,0.0,0.0,Alo,0.0,-0.0009596011768925645,-0.013564481829946089,0.024315340639392745,-0.0027128525595358135,0.0,0.0,0.0,0.0,0.0,0.01104571159717805,0.0,0.0,0.0,Rbias2,-0.004215206118622815,0.0007244286442114967,0.05067233299533755,-0.04085513182735958,0.0008813681315326939,-0.002404788154345275,-0.0036814749710115968,-0.0005398420987624342,-5.092080084308326e-07,-0.008396207466614484,0.0,-0.003406240516002578,-0.0002715093195179252,0.0,Rbias3,0.004210851138376256,-0.0007963452600958931,-0.00623834879727821,0.015558487103660581,-0.0008775933360241653,0.002255352683547229,0.0036705417010103073,0.0005395476662023835,5.092080082894989e-07,0.00838539225734016,0.01104571159717805,0.003395156808184742,0.000309788976484889,0.0,
