n,Io,W,Rb,Rd,fo,iip3,gain,s11,nf,FOM,PWR
1,0.0018077243751704014,8.294096202682053e-05,272.98490381937785,189.29987993091532,110851936.98295969,2.5321,12.9153,-16.4711,4.380980574801522,-4.669184393876344,0.0065359
3,0.0017354154001635856,7.96233235457477e-05,302.4906667832494,272.59182710051806,123035121.22791111,2.1659,15.2548,-19.753,3.9487345000453935,-1.3482557698493238,0.0062511
4,0.0020824984801963028,9.554798825489724e-05,241.99253342659955,327.1101925206217,136386815.05047756,1.9331,17.6477,-16.0432,3.613739867770684,1.060054227461663,0.0074736
6,0.0013327990273256337,9.172606872470134e-05,232.31283208953556,314.02578481979685,151187426.27282724,0.35729710000000003,16.047,-19.8286,3.9598736541547734,-0.3873575479705833,0.004851200000000001
7,0.0015993588327907603,0.00011007128246964161,278.7753985074427,376.8309417837562,167587009.0953752,0.7941288,18.3381,-18.275,3.3922745957982197,3.036374754257796,0.0057613000000000004
8,0.0019192305993489124,0.00013208553896356995,223.02031880595413,452.19713014050745,185782244.03201583,-1.2314,20.3338,-15.973,3.1864278529365455,3.0741350578811417,0.0068753
10,0.001228307583583304,0.00012680211740502713,214.09950605371597,434.10924493488716,205685787.059824,-0.4673473,18.8079,-19.3388,3.4924054061627032,4.051868736483911,0.0044717
11,0.0014739691002999648,0.00015216254088603256,256.91940726445915,520.9310939218647,228009764.3412753,-0.6969797999999999,20.8056,-18.8438,2.982288161241841,6.498324942405333,0.0053040000000000006
12,0.0011791752802399718,0.00018259504906323906,205.5355258115673,416.7448751374917,252865535.09155995,-1.021,18.9987,-17.1645,3.3714993774108306,4.967071783747713,0.004310100000000001
13,0.0014150103362879662,0.00021911405887588688,246.64263097388078,500.09385016499004,279674179.7736036,-0.5133327000000001,20.987,-16.5968,2.8661749794609555,8.151134766041071,0.005107700000000001
14,0.0016980124035455594,0.00026293687065106423,197.31410477910464,600.112620197988,309329954.368978,-3.2764,22.4953,-15.1117,2.8127557436042987,6.6892308460000685,0.0060791000000000005
16,0.0010867279382691581,0.00025241939582502167,189.42154058794046,576.1081153900685,339469263.62567955,-1.3884,20.9084,-18.248,3.217892868862959,8.431542287736818,0.0039726
17,0.0013040735259229898,0.000302903274990026,227.30584870552855,691.3297384680823,372913561.55462146,-1.7962,22.3955,-17.4078,2.7840873003978146,10.065364812582786,0.0046933999999999995
18,0.0010432588207383918,0.0003634839299880312,181.84467896442283,553.0637907744658,409652770.6399182,-1.7327,20.4507,-16.5208,3.229685949561643,8.581043703840368,0.0038308
19,0.00125191058488607,0.000290787143990425,218.2136147573074,663.676548929359,443866711.8927171,-1.3566,22.0226,-16.9228,2.868494653007411,10.8747703765776,0.0045208
21,0.0012018341614906274,0.000279155658230808,209.4850701670151,955.6942304582769,452789813.57818055,-5.9897,23.091,-17.8726,2.9296979162247023,7.492655373890835,0.0042957
22,0.000961467329192502,0.00033498678987696956,167.58805613361207,764.5553843666215,506454176.94873726,-2.0342,21.4752,-17.1601,3.3187455169908766,10.424421748021786,0.0035201
23,0.0011537607950310024,0.00026798943190157565,201.10566736033448,917.4664612399458,536091556.2313333,-3.6418,22.8344,-17.3418,2.9981307189445965,10.338414912015093,0.0041409
24,0.000923008636024802,0.0003215873182818908,160.88453388826758,733.9731689919566,591587416.3034463,-2.1946,20.9521,-16.8566,3.4265353494146162,10.372863891522,0.0033953000000000004
25,0.0011076103632297624,0.00025726985462551263,193.0614406659211,880.767802790348,620290864.941714,-2.5348,22.469,-17.0208,3.0783580296637942,11.713182480913952,0.003992
26,0.00088608829058381,0.0003087238255506152,154.4491525327369,704.6142422322785,670546439.9304128,-2.3406,20.4404,-16.7285,3.541039007937779,10.207688524643583,0.0032755
27,0.001063305948700572,0.00024697906044049216,185.33898303928427,845.5370906787341,698051832.3378491,-2.1122,22.0631,-16.9196,3.1684142907799266,12.229235946109657,0.0038458000000000003
28,0.0012759671384406862,0.00019758324835239373,222.40677964714112,676.4296725429873,742391644.8363836,-1.5392,21.7365,-17.2602,2.9615282274840755,12.376699703227095,0.0045972999999999995
29,0.001020773710752549,0.00023709989802287248,177.9254237177129,541.1437380343898,809963664.516211,-1.7858,19.7377,-16.5069,3.398705063394682,10.547399445029216,0.0037534
30,0.001224928452903059,0.00018967991841829798,213.51050846125548,649.3724856412678,865461864.3936969,-1.2414,21.2777,-16.9874,3.056768769876256,12.85455180793176,0.0044277
32,0.0011759313147869366,0.00018209272168156606,204.97008812280527,935.0963793234256,877412341.5216098,-4.6418,22.4355,-17.3454,3.1010670215849814,10.804375434996743,0.0042089
33,0.0009407450518295492,0.00021851126601787928,163.9760704982442,748.0771034587405,977015637.6118833,-2.1187,20.6301,-16.84,3.482436531203408,12.136423417338804,0.0034483
34,0.0011288940621954591,0.00017480901281430344,196.77128459789304,897.6925241504886,1009764586.0984148,-2.9345,22.0585,-17.1619,3.181990645099557,12.747621205009185,0.0040567
35,0.0009031152497563673,0.00020977081537716414,157.41702767831444,718.1540193203908,1094099488.0056992,-2.2232,20.0896,-16.8373,3.601289917193805,11.926900759025095,0.0033258000000000003
36,0.0010837382997076408,0.00016781665230173131,188.90043321397732,861.784823184469,1128037764.654466,-2.1915,21.6374,-17.181,3.2739468372220077,13.534501968427382,0.0039106
37,0.0008669906397661126,0.00020137998276207757,151.12034657118187,689.4278585475752,1202510107.0210974,-2.3129,19.5723,-16.9245,3.7270533666322376,11.665870820179276,0.0032082
38,0.001040388767719335,0.00016110398620966206,181.34441588541824,827.3134302570902,1233798662.2195675,-1.9126,21.2035,-17.3411,3.3755884666050933,13.740934300771922,0.0037672
39,0.001248466521263202,0.00012888318896772964,217.61329906250188,992.7761163085082,1293661795.8071704,-9.7697,21.6516,-17.087,3.249628817022078,6.064428875606726,0.0044356000000000005
40,0.0009987732170105615,0.00015465982676127557,174.09063925000152,794.2208930468066,1476093167.0246587,-1.8789,20.5205,-17.0257,3.4845412443905373,13.8284464054896,0.0036328999999999997
41,0.0011985278604126738,0.00012372786140902047,208.90876710000182,953.0650716561679,1525570879.7932794,-5.6624,21.5407,-17.2363,3.304333092229604,10.829278363418702,0.0042794999999999995
42,0.0009588222883301391,0.00014847343369082456,167.12701368000145,762.4520573249343,1717822360.6952207,-1.9432,19.8416,-16.8926,3.6014521389200316,13.69288316332722,0.0035026000000000002
43,0.0011505867459961668,0.00011877874695265964,200.55241641600173,914.9424687899212,1749635348.2946012,-3.2645,21.1593,-17.2911,3.383285067725797,13.454001793091415,0.0041246
