n,Io,W,Rb,Rd,fo,iip3,gain,s11,nf,FOM,PWR
1,0.00180772437517,8.29409620268205E-05,272.984903819378,189.299879930915,102170387.396592,2.5321,12.9149,-16.4677,4.38098057480152,-5.02376685508331,0.0065359
3,0.001735415400164,7.96233235457477E-05,277.399449006521,272.591827100518,104387880.607697,2.2574,15.3125,-19.0324,3.9971729903841,-1.99851800164271,0.0062581
4,0.002082498480196,9.55479882548972E-05,221.919559205217,327.110192520622,106653502.011977,2.2808,17.7302,-15.4803,3.67547263375692,0.309576987409041,0.0074805
6,0.001332799027326,9.17260687247013E-05,213.042776837008,314.025784819797,108968296.17767,0.4406261,16.081,-19.0549,4.03391799770529,-1.82259803161357,0.0048594
7,0.001599358832791,0.00011007128247,255.65133220441,376.830941783756,111338342.885818,0.9281706,18.391,-17.6731,3.44941801779812,1.33778150344349,0.0057676
8,0.001919230599349,0.000132085538964,204.521065763528,452.197130140508,113755261.600758,-0.6375763,20.4317,-15.3826,3.2568836432301,1.49759653382728,0.0068807
10,0.001228307583583,0.000126802117405,196.340223132987,434.109244934887,116229196.693012,-0.3708449,18.8449,-18.6026,3.57394431154465,1.55263710525629,0.0044793
11,0.0014739691003,0.000152162540886,235.608267759584,520.931093921865,118754493.800723,-0.4744872,20.8698,-18.264,3.04702149529265,3.81830548921523,0.0053093
12,0.00117917528024,0.000182595049063,188.486614207668,625.117312706238,121338101.600738,-0.9781986,21.5154,-19.882,3.23897341315658,4.61622066129338,0.0042806
13,0.001415010336288,0.000219114058876,226.183937049201,750.140775247485,123917006.319425,-5.4037,22.8252,-22.391,2.83152023803984,1.67568190509318,0.005061
14,0.00113200826903,0.000262936870651,180.947149639361,600.112620197988,126606485.406817,-1.1204,21.4665,-18.3402,3.19697037224668,4.846563851085,0.004129
15,0.001358409922836,0.000315524244781,217.136579567233,720.135144237586,129354336.609357,-2.6751,22.9029,-19.6975,2.78034895730781,4.93746731145044,0.0048763
16,0.001086727938269,0.000378629093738,173.709263653786,576.108115390069,132097149.659768,-1.2821,21.2064,-17.5131,3.21022258419427,4.7383415256472,0.0039846
17,0.001304073525923,0.000454354912485,208.451116384544,691.329738468082,134832072.397584,-1.2971,22.6261,-18.4309,2.79020118035676,6.35688755421594,0.0047011
18,0.001043258820738,0.000545225894982,166.760893107635,553.063790774466,137623618.63107,-1.4152,20.7487,-17.076,3.26191162480807,4.38315505435571,0.003844
19,0.001251910584886,0.000436180715986,200.113071729162,663.676548929359,140404148.876629,-0.9925096,22.3617,-18.0754,2.87196386771324,6.56371116443092,0.0045295
20,0.001502292701863,0.000523416859183,240.135686074994,796.411858715231,143280590.978957,-10.1104,22.6604,-20.293,2.59129325242453,-2.28902813022482,0.0053502
21,0.001201834161491,0.000628100231019,192.108548859995,637.129486972185,146533615.45831,-0.7809943,21.8206,-17.3643,2.92232307412602,6.47392491889674,0.004368
22,0.001442200993789,0.000502480184815,230.530258631995,764.555384366622,149336345.45295,-5.4794,22.9232,-19.2463,2.62850868464146,2.86349380883387,0.0051551
23,0.001153760795031,0.000602976221779,184.424206905596,611.644307493297,152726859.018645,-0.9382628,21.5309,-17.1747,3.01183676239376,6.18610369579359,0.0042098
24,0.001384512954037,0.000482380977423,221.309048286715,733.973168991957,155727922.549576,-2.8772,22.874,-18.5859,2.68539285958601,5.6346628056808,0.0049681
25,0.00110761036323,0.000578857172907,177.047238629372,587.178535193565,159107821.753568,-1.1347,21.2147,-17.0142,3.10805369129082,5.82022532051666,0.0040582
26,0.001329132435876,0.000463085738326,212.456686355246,704.614242232278,162163308.309518,-1.6004,22.6989,-18.1543,2.75481321147403,6.92742528691515,0.0047836
27,0.001063305948701,0.000555702885991,169.965349084197,563.691393785823,165520717.006658,-1.3457,20.8718,-16.8904,3.21169441767065,5.39910495881635,0.0039099
28,0.001275967138441,0.000444562308793,203.958418901036,676.429672542987,168699355.994805,-1.0948,22.4572,-17.8421,2.83287414884363,7.36015987719037,0.0046087
29,0.001033503286403,0.000533474770551,163.166735120829,541.14373803439,172192086.199457,-1.484,20.5683,-16.6342,3.30685072368497,5.0530703532976,0.003817
30,0.001240203943684,0.000640169724662,195.800082144995,649.372485641268,175671033.406961,-0.7483442,21.9228,-16.7442,2.87275313299438,7.3730769530839,0.0044957
31,0.001488244732421,0.000512135779729,234.960098573994,779.246982769521,178956937.946306,-7.9596,22.7823,-18.6064,2.60341279882388,0.956913361050577,0.0053078
32,0.001190595785937,0.000614562935675,187.968078859195,623.397586215617,183109432.179742,-0.854496,21.652,-16.6196,2.95790694309336,7.16094750031379,0.0043342
33,0.001428714943124,0.00049165034854,225.561694631034,748.077103458741,186430647.982589,-4.2124,22.8805,-17.9721,2.65009218800974,5.03774756434842,0.0051151
34,0.001142971954499,0.000589980418248,180.449355704827,598.461682766992,190570130.593777,-1.0303,21.3496,-16.5245,3.05073015973048,6.83185992065271,0.0041759
35,0.001371566345399,0.000471984334599,216.539226845793,718.154019320391,194039245.232777,-2.2164,22.7703,-17.5842,2.71264288000106,7.12349103297892,0.0049278
36,0.001097253076319,0.000566381201518,173.231381476634,574.523215456313,198056609.31052,-1.2299,21.0226,-16.4475,3.15023113705222,6.43819580046925,0.0040243
37,0.001316703691583,0.000453104961215,207.877657771961,689.427858547575,201662006.86453,-1.3179,22.5647,-17.3281,2.78583642667089,7.99046969027593,0.0047465
38,0.001053362953267,0.000543725953458,166.302126217569,551.54228683806,205736360.634937,-1.4325,20.674,-16.3835,3.25617765315509,6.00838726299439,0.0038794
39,0.00126403554392,0.000434980762766,199.562551461083,661.850744205672,209584427.594465,-1.0021,22.3018,-17.146,2.86758428557242,8.20298387886031,0.0045715
40,0.001516842652704,0.000521976915319,239.475061753299,794.220893046807,213714052.741009,-10.4115,22.5112,-17.6769,2.59069624509185,-1.04314671170313,0.0054017
41,0.001213474122163,0.000626372298383,191.580049402639,635.376714437445,218779903.711932,-0.8703531,21.6888,-16.0152,2.91775724239042,7.96458527993006,0.0044066
42,0.001456168946596,0.000501097838707,229.896059283167,762.452057324934,222481522.719068,-5.5874,22.8115,-17.1814,2.62587879288685,4.34028757961949,0.0052035
43,0.001164935157277,0.000601317406448,183.916847426534,609.961645859948,227532715.170631,-1.0178,21.4024,-15.9947,3.00670548623513,7.67997640989006,0.0042484
44,0.001397922188732,0.000481053925158,220.700216911841,731.953975031937,231333392.967969,-2.9091,22.7712,-16.8983,2.68209685151926,7.18649793233736,0.0050133
45,0.001118337750985,0.00057726471019,176.560173529472,585.56318002555,236354223.773058,-1.2046,21.0873,-15.9896,3.10319707096507,7.31353706020104,0.0040935
46,0.001342005301183,0.000461811768152,211.872208235367,702.67581603066,240420432.050163,-1.6244,22.6007,-16.7335,2.75076776848065,8.483096805259,0.0048289
47,0.001073604240946,0.000554174121782,169.497766588294,562.140652824528,245157645.942114,-1.3956,20.7543,-15.9816,3.20527676789653,6.90714807347042,0.0039486
48,0.001288325089135,0.000443339297426,203.397319905952,674.568783389433,249375307.184684,-1.1186,22.3611,-16.6375,2.82877036417126,8.9068303630204,0.0046507
49,0.001062792882285,0.000532007156911,162.717855924762,539.655026711547,254164279.154075,-1.4342,20.5344,-15.671,3.28164923509718,6.69352053191423,0.0039184
50,0.001275351458742,0.000425605725529,195.261427109714,647.586032053856,258536889.379281,-0.9315369,22.1846,-16.2951,2.8886091755098,8.98477882889379,0.0046136
51,0.001530421750491,0.000510726870635,234.313712531657,777.103238464627,263403425.932059,-9.2511,22.5268,-16.2174,2.59728442945279,0.986469881995339,0.0054512
52,0.001224337400393,0.000612872244762,187.450970025326,621.682590771702,269910510.968475,-0.9078685,21.5304,-15.0473,2.93720145790273,8.59965148604853,0.0044489
53,0.001469204880471,0.000490297795809,224.941164030391,746.019108926042,273987205.308217,-4.8683,22.7342,-15.902,2.63787773297631,5.81926160440139,0.0052526
54,0.001175363904377,0.000588357354971,179.952931224313,596.815287140834,280344769.888462,-1.0616,21.2366,-15.1031,3.0285264024153,8.2937091252143,0.0042873
55,0.001410436685252,0.000470685883977,215.943517469175,716.178344569,284466924.051909,-2.5048,22.6609,-15.7705,2.69754466066694,8.30565038359237,0.0050589
56,0.001128349348202,0.000564823060772,172.75481397534,572.9426756552,290498724.856976,-1.2407,20.9199,-15.1638,3.12655853908271,7.91913282969487,0.0041324
57,0.001354019217842,0.000451858448618,207.305776770408,687.53121078624,294915430.856969,-1.4323,22.4751,-15.7224,2.76847947625671,9.35837812071338,0.0048745
58,0.001083215374274,0.000542230138341,165.844621416326,550.024968628992,300578949.62176,-1.4245,20.5828,-15.2241,3.23106203906076,7.50363124656331,0.0039842
59,0.001299858449128,0.000433784110673,199.013545699592,660.029962354791,305148914.088625,-1.0327,22.2274,-15.7206,2.84834901492874,9.65243581225351,0.0046963
60,0.001559830138954,0.000347027288538,159.210836559673,792.035954825749,310551232.004487,-7.5501,23.1597,-15.7575,3.00502734920738,3.09401815456741,0.0055558
62,0.000998291288931,0.000333146196997,152.842403097286,760.354516632719,316322936.771549,-1.5374,22.0775,-18.2448,3.39469664902387,9.17560765889525,0.0036545
63,0.001197949546717,0.000266516957598,183.410883716744,912.425419959263,321764916.708297,-4.2531,23.3103,-19.9421,3.06894254926505,7.68695694916511,0.0042945
64,0.000958359637373,0.000319820349117,146.728706973395,729.94033596741,328909344.365545,-1.6021,21.7297,-18.2151,3.50470142056886,8.88792634814602,0.0035255
65,0.001150031564848,0.000255856279294,176.074448368074,875.928403160892,334732313.944409,-2.7365,23.1067,-19.8364,3.15079450902447,9.17058682574357,0.00414
66,0.000920025251879,0.000307027535152,140.859558694459,700.742722528714,341829935.741613,-1.6913,21.362,-18.1777,3.62146776070435,8.54499804191505,0.0034017
67,0.001104030302254,0.000245622028122,169.031470433351,840.891267034457,347881649.841773,-1.9699,22.835,-19.7577,3.24218909635361,9.81592330294215,0.0039916
68,0.000883224241803,0.000294746433746,135.225176346681,672.713013627565,354562325.200389,-1.7861,20.9774,-18.1361,3.74496892392708,8.16279454070209,0.0032829
69,0.001059869090164,0.000235797146997,162.270211616017,807.255616353078,360839451.918806,-1.6242,22.5205,-19.6979,3.34162916418321,9.9763469403749,0.0038494
70,0.001271842908197,0.000282956576396,194.72425393922,968.706739623694,367768967.275392,-8.5617,23.2429,-18.7267,2.97400345679563,3.84810079290561,0.0045308
71,0.001017474326557,0.000339547891676,155.779403151376,774.965391698955,376486516.524269,-1.5907,22.0951,-17.4784,3.34619130704748,9.91488103297886,0.0037148
72,0.001220969191869,0.000271638313341,186.935283781652,929.958470038746,382398813.329642,-5.2039,23.2696,-18.773,3.03486786748865,7.43874316984763,0.0043683
73,0.000976775353495,0.000325965976009,149.548227025321,743.966776030997,390889548.385534,-1.633,21.7627,-17.5444,3.45256837691522,9.66171745071157,0.003585
74,0.001172130424194,0.000260772780807,179.457872430386,892.760131237196,397028028.587991,-3.2493,23.1126,-18.816,3.1113827687232,9.40789607425721,0.0042109
75,0.000937704339355,0.000312927336968,143.566297944308,714.208104989757,405248046.852815,-1.7094,21.4087,-17.6021,3.56619481613991,9.33861284220824,0.0034588
76,0.001125245207226,0.000250341869575,172.27955753317,857.049725987709,411814635.128954,-2.231,22.8686,-18.8717,3.19863999600323,10.3311485769664,0.0040594
77,0.000900196165781,0.00030041024349,137.823646026536,685.639780790167,419723071.479298,-1.7966,21.0371,-17.6443,3.68654567201468,8.97441381904449,0.0033377
78,0.001080235398937,0.000240328194792,165.388375231843,822.7677369482,426314349.694407,-1.7532,22.5741,-18.9351,3.29453678277581,10.6409831332936,0.003914
79,0.00086418831915,0.00028839383375,198.466050278212,658.21418955856,434074922.386106,-2.561,20.4961,-21.3561,3.32926964066433,8.66627373110854,0.003183
80,0.00103702598298,0.000230715067,238.159260333854,789.857027470272,441325655.181422,-2.1982,22.11,-21.7973,2.97930319125218,10.680369027229,0.0037508
81,0.001244431179576,0.0002768580804,190.527408267083,947.828432964327,449359491.786279,-6.3523,23.1645,-17.5453,3.00424923994829,6.87475684998387,0.0044417
82,0.000995544943661,0.00033222969648,152.421926613667,758.262746371461,460011052.544977,-1.6942,21.7456,-16.7526,3.40190248383826,10.3105960392198,0.0036456
83,0.001194653932393,0.000265783757184,182.9063119364,909.915295645754,466084980.505707,-3.8959,23.0703,-17.6971,3.07395313686444,9.41325729580324,0.0042849
84,0.000955723145914,0.000318940508621,146.32504954912,727.932236516603,475967787.689771,-1.7553,21.4071,-16.9019,3.51237306634059,10.0137804505789,0.003517
85,0.001146867775097,0.000255152406897,175.590059458944,873.518683819924,482252406.37026,-2.5655,22.8613,-17.8692,3.15657239091227,10.68084447009,0.0041304
86,0.000917494220078,0.000306182888276,140.472047567155,698.814947055939,491272394.59877,-1.8312,21.0523,-17.0362,3.62959507210218,9.66651618291247,0.0033936
87,0.001100993064093,0.000244946310621,168.566457080586,838.577936467127,498004729.577291,-1.9245,22.591,-18.0455,3.24863403773198,11.1736647850868,0.0039819
88,0.000880794451275,0.000293935572745,202.279748496704,670.862349173701,506572340.179371,-2.565,20.5315,-20.221,3.27667409281861,9.39306440632237,0.0032378
89,0.00105695334153,0.000235148458196,242.735698196044,805.034819008441,513767629.853904,-2.3195,22.1439,-20.4077,2.93789930681451,11.2608745524783,0.003817
90,0.001116616971225,0.000282178149835,194.188558556835,966.04178281013,522606423.405698,-3.8034,22.8981,-17.1581,3.0490971509151,10.1701361595453,0.0040078
91,0.00089329357698,0.000338613779802,155.350846845468,772.833426248104,533165097.717974,-2.2529,21.1338,-17.2101,3.48355607677026,10.0770590770504,0.0032904
92,0.001071952292376,0.000270891023842,186.421016214562,927.400111497724,538338864.629275,-2.7222,22.6904,-17.5895,3.12901265775154,11.1753560961885,0.0038629
93,0.000857561833901,0.00032506922861,149.13681297165,741.92008919818,547331209.175,-2.3147,20.803,-17.5191,3.5976410322203,9.74859814159542,0.0031751
94,0.001029074200681,0.000260055382888,178.96417556598,890.304107037816,552916107.851045,-2.2333,22.4312,-18.0125,3.21807691816298,11.5080968750122,0.0037242
95,0.000873743885749,0.00020804430631,214.757010679175,712.243285630252,561046116.614617,-2.4804,20.7672,-23.0903,3.30485360534021,10.1542150454918,0.0032005
96,0.001048492662899,0.000249653167573,257.708412815011,854.691942756303,570417760.235627,-2.7351,22.2032,-19.1804,2.87294163547426,11.5378788176676,0.0037769
97,0.000838794130319,0.000299583801087,206.166730252008,683.753554205042,579945946.610536,-2.8865,20.2093,-20.0665,3.30357195412431,9.49079091208468,0.0030888
98,0.001006552956383,0.00023966704087,247.40007630241,820.504265046051,586733560.876709,-2.4445,21.9068,-19.8357,2.956133461011,11.6430425382843,0.0036414
99,0.00120786354766,0.000191733632696,197.920061041928,984.605118055261,595654183.987857,-7.3934,22.9684,-19.076,3.11091337957921,6.78273238855621,0.0043085
100,0.000966290838128,0.000230080359235,158.336048833542,787.684094444209,610071322.784384,-1.8011,21.6885,-18.3138,3.47020909845029,11.384147771052,0.0035329
101,0.001159549005754,0.000184064287388,190.003258600251,945.22091333305,618736698.96344,-4.6282,22.8904,-19.4463,3.18188763422446,9.655000111967,0.0041549
102,0.000927639204603,0.000220877144865,152.002606880201,756.17673066644,632475050.645329,-1.8243,21.3216,-18.5351,3.58536201633424,11.1001874601911,0.0034078
103,0.001113167045523,0.000176701715892,182.403128256241,907.412076799728,641458646.551289,-3.0262,22.6717,-19.7728,3.26767437421055,11.1925510551218,0.0040034
