n,Io,W,Rb,Rd,fo,iip3,gain,s11,nf,FOM,PWR
1,0.0018150762337473688,8.260501458190253e-05,270.7884114823356,189.29987993091532,1000000000.0,2.2688,12.8859,-16.3027,4.390845437274732,4.558254508770073,0.0065614
3,0.0017424731843974739,7.930081399862643e-05,278.30928540393614,272.59182710051806,1000000000.0,2.023,15.2581,-18.7427,4.000800471971342,7.503253489408816,0.0062825
4,0.0020909678212769687,9.516097679835171e-05,222.64742832314892,327.1101925206217,1000000000.0,2.1962,17.6362,-15.2108,3.679089248455807,9.826875728663577,0.007511599999999999
6,0.0013549471481874385,9.135453772641764e-05,213.74153119022296,412.53197375817416,1000000000.0,0.1770718,17.9121,-19.8117,3.825911526819572,9.669640463432511,0.0049176
7,0.001625936577824926,0.00010962544527170116,230.7320243049852,495.038368509809,1000000000.0,-0.3397769,19.8946,-17.8609,3.351786095247827,11.23121435474627,0.0058419
8,0.0013007492622599407,0.0001315505343260414,184.58561944398815,396.0306948078472,1000000000.0,-0.4948413,18.3485,-15.9623,3.62680619377946,9.931818014589476,0.0047485
10,0.0012487192917695431,0.00012628851295299975,265.80329199934295,570.2842005233,1000000000.0,-1.3058,20.1441,-20.3283,3.151984289324985,12.019665251653109,0.0045079000000000004
11,0.0014984631501234517,0.0001515462155435997,212.64263359947435,684.34104062796,1000000000.0,-3.7975,21.6478,-16.4996,3.060622847850047,10.45842070571743,0.0053602
12,0.0011987705200987614,0.00018185545865231963,170.11410687957948,547.472832502368,1000000000.0,-1.238,20.2479,-15.2926,3.3930723106022933,11.867779792285905,0.0043728
13,0.0014385246241185137,0.0001804198994267345,204.13692825549538,656.9673990028416,1000000000.0,-1.9386,21.6082,-15.0233,3.0156302825124155,12.52614102943348,0.0051675
15,0.0009206557594358487,0.00017320310344966512,195.97145112527556,630.6887030427279,1000000000.0,-2.8056,19.7721,-19.4231,3.4621893277461826,10.817459203140949,0.003379
16,0.0011047869113230183,0.0001385624827597321,190.3984784196847,756.8264436512734,1000000000.0,-1.9096,21.3548,-19.1653,3.37669970193411,12.722168013145408,0.0039983
17,0.0012758602426469975,0.00016627497931167852,153.95953555040842,908.191732381528,1000000000.0,-4.7029,22.4014,-15.5859,3.4244470879696247,10.316921004662968,0.004559700000000001
19,0.0008165505552940784,0.0001596239801392114,147.80115412839208,871.8640630862669,1000000000.0,-2.8266,20.8817,-19.4254,3.8585079375632936,11.716828778957328,0.0030066000000000003
20,0.000979860666352894,0.0001276991841113691,131.44755662522277,1046.2368757035204,1000000000.0,-2.8816,22.337,-18.7453,3.9756613352638275,12.215352253048692,0.0035362
21,0.0007838885330823152,0.00015323902093364292,157.73706795026732,836.9895005628163,1000000000.0,-3.0531,20.5291,-20.6348,3.8448793375474484,11.32697560507054,0.0028938
22,0.0009406662396987782,0.00012259121674691433,146.4488485543085,1004.3874006753795,1000000000.0,-2.6085,22.0445,-20.0952,3.870133433370909,12.53528991012176,0.0034068
23,0.0007525329917590225,0.0001471094600962972,165.243913300045,803.5099205403036,1000000000.0,-3.265,20.1562,-21.704,3.8645584051263118,10.874225250181208,0.0027856
24,0.0009030395901108271,0.00011768756807703775,132.19513064003598,964.2119046483643,1000000000.0,-2.1606,21.7678,-20.2898,4.082577543781509,12.503043145788322,0.0032905000000000005
25,0.0010225459463408906,0.0001412250816924453,158.6341567680432,1157.0542855780373,1000000000.0,-5.5807,22.5943,-17.9074,3.6402533564967436,10.204132861789155,0.0036555
26,0.0008180367570727124,0.00016947009803093435,126.90732541443455,925.6434284624297,1000000000.0,-2.6305,21.1253,-17.8941,4.044369857331969,11.832976972787757,0.0030152
27,0.000981644108487255,0.00013557607842474748,152.28879049732146,1110.7721141549157,1000000000.0,-3.9525,22.4704,-18.6555,3.7323488889050886,11.703840015500722,0.0035261999999999997
28,0.000785315286789804,0.00016269129410969698,121.83103239785717,888.6176913239326,1000000000.0,-2.5897,20.8415,-18.3138,4.176576186342091,11.525598372253821,0.0029117
29,0.0009423783441477648,0.0001301530352877576,132.57287972026046,1066.3412295887192,1000000000.0,-2.8446,22.2886,-18.9049,3.9809779480223018,12.357246538172394,0.0034066
30,0.0007539026753182118,0.0001561836423453091,143.56151695573263,853.0729836709754,1000000000.0,-3.0442,20.4651,-20.3154,4.0025891523503905,11.15634646433945,0.0027957999999999998
31,0.0009046832103818542,0.0001249469138762473,116.77604103242201,1023.6875804051705,1000000000.0,-2.2013,22.0536,-18.7381,4.242532452183896,12.486035080952593,0.0032925
32,0.0008547989992667345,0.00014993629665149675,140.13124923890643,818.9500643241363,1000000000.0,-2.4144,20.8429,-19.1845,3.927699030530105,11.772788125994056,0.0031487
33,0.0010257587991200814,0.0001199490373211974,168.15749908668772,982.7400771889636,1000000000.0,-3.1682,22.1572,-20.1724,3.6406008151392455,12.133654743627769,0.0036938
34,0.0008206070392960651,0.0001439388447854369,134.52599926935017,786.1920617511709,1000000000.0,-2.4228,20.5001,-19.6425,4.062286142712973,11.35223171253338,0.0030387
35,0.0009847284471552781,0.00011515107582834951,149.91517566062782,943.430474101405,1000000000.0,-2.35,21.9075,-20.5753,3.847621229344803,12.498142356077025,0.0035648
36,0.0007877827577242225,0.0001381812909940194,159.85516013774708,754.744379281124,1000000000.0,-2.9079,20.0623,-21.8589,3.9068503765163816,10.868253246138682,0.0029153
37,0.000945339309269067,0.00011054503279521552,127.88412811019765,905.6932551373488,1000000000.0,-1.7865,21.6226,-20.1563,4.146777027673457,12.427561045101145,0.0034452
38,0.0010432110804955055,0.00013265403935425863,153.46095373223721,1086.8319061648185,1000000000.0,-4.6006,22.5307,-18.514,3.6947093699595293,10.930762439564692,0.0037358
39,0.0008345688643964044,0.00015918484722511037,122.76876298578978,869.4655249318548,1000000000.0,-2.3447,21.0191,-17.9387,4.111763335534286,11.806604095104365,0.0030821
40,0.0010014826372756853,0.0001273478777800883,147.32251558294774,1043.3586299182257,1000000000.0,-3.2884,22.3508,-19.1748,3.794690936478993,12.046243147405335,0.0036038000000000003
41,0.0008011861098205482,0.00015281745333610596,117.85801246635819,834.6869039345805,1000000000.0,-2.3176,20.7059,-18.2742,4.24951128439006,11.449776361094676,0.002976
42,0.0009614233317846579,0.00012225396266888478,133.32363420233486,1001.6242847214967,1000000000.0,-2.4606,22.1254,-19.4164,3.993396039758727,12.4630465666744,0.0034814
