n,Io,W,Rb,Rd,fo,iip3,gain,s11,nf,FOM,PWR
1,0.001276,0.0001342,675.9,347.6,1000000000.0,-2.2028,16.6781,-23.0269,3.1126115994754135,7.666748084572056,0.0045775
2,0.001178703279500844,0.00014762,608.31,382.36,1000000000.0,-2.4477,17.3058,-22.5352,3.020455202477061,8.565793789741374,0.004238400000000001
3,0.0012965736074509284,0.000162382,547.4789999999999,420.596,1000000000.0,-2.1502,18.4133,-19.8923,2.831981220621026,9.946870989416453,0.0046564
4,0.0013182342036966324,0.0001786202,492.7310999999999,462.6556,1000000000.0,-2.1884,19.1761,-18.4968,2.726621119669197,10.824626632900289,0.0047317999999999995
5,0.0011864107833269692,0.00019648222,443.45798999999994,508.92116,1000000000.0,-2.4783,19.4389,-18.4551,2.7337734386154233,11.228999764682353,0.0042692
6,0.0013050518616596661,0.00020065735542615078,399.11219099999994,559.813276,1000000000.0,-2.3762,20.2913,-16.9446,2.645940209881659,11.969095453220316,0.0046860999999999995
7,0.0011745466754936994,0.00021769613519861464,359.20097189999996,524.351771814274,1000000000.0,-2.3993,19.6647,-17.1125,2.7705741038558473,11.484281077845564,0.0042409
8,0.0012920013430430693,0.000208683574266962,345.809072495358,576.7869489957014,1000000000.0,-2.1127,20.4934,-16.322,2.6862158418726128,12.384318219544445,0.0046459000000000006
9,0.0013958665728390073,0.0002121654697743055,311.2281652458222,634.4656438952716,1000000000.0,-2.8787,21.1319,-15.261,2.657085043582279,11.997140244759347,0.0050047
10,0.0012562799155551065,0.00023338201675173606,280.10534872124,571.0190795057445,1000000000.0,-1.9169,20.4177,-15.2069,2.79146298137083,12.3859441892732,0.0045333
12,0.0012437171163995552,0.0001937571109141978,298.778719806663,624.9803825190443,1000000000.0,-2.0996,20.7996,-16.8303,2.7957705647814195,12.628495458267087,0.0044789
13,0.0013680888280395108,0.0001996119902977736,268.9008478259967,687.4784207709487,1000000000.0,-2.9941,21.4698,-15.4754,2.767389420587719,12.070057916708441,0.0049044
14,0.0012312799452355598,0.00021957318932755096,242.01076304339705,618.7305786938538,1000000000.0,-1.8738,20.7738,-15.3637,2.905761123045583,12.630691947552192,0.0044473
15,0.0013544079397591158,0.00020092940884183758,237.69709062984697,680.6036365632392,1000000000.0,-2.252,21.4979,-15.1582,2.862314126552954,12.67813931807516,0.0048629
16,0.0012189671457832041,0.00022076173664927788,213.92738156686227,612.5432729069153,1000000000.0,-1.7476,20.7356,-15.0234,3.019774429128215,12.520158089811517,0.0044146
18,0.001206777474325372,0.00018139233046089587,242.37594056366922,683.9045642006083,1000000000.0,-2.0364,21.1789,-16.9554,2.9678766206924694,12.8408763016885,0.004352000000000001
19,0.001327455221757909,0.0001854603924358335,228.21474158321354,752.2950206206691,1000000000.0,-3.2168,21.7979,-15.7821,2.9301472687488213,11.969581005834916,0.004757
20,0.0011947096995821181,0.00020400643167941686,205.39326742489217,677.0655185586022,1000000000.0,-1.8542,21.1302,-15.5802,3.073427846275689,12.793901559661165,0.0043219
21,0.00131418066954033,0.00018932111726824622,205.018418612613,744.7720704144624,1000000000.0,-2.5184,21.8068,-15.3633,3.0222107319813967,12.526663473901355,0.0047184
22,0.001182762602586297,0.00020825322899507083,184.5165767513517,670.2948633730161,1000000000.0,-1.7366,21.0756,-15.1364,3.183965492559593,12.675090584033901,0.0042887
23,0.0013010388628449266,0.0001904766022174625,192.41710219851618,737.3243497103177,1000000000.0,-2.1521,21.7783,-15.1748,3.0886101852273224,12.770085948123223,0.0046783
24,0.0011709349765604339,0.00020729124213597278,173.17539197866455,663.5919147392859,1000000000.0,-1.6663,21.0175,-15.0,3.266258997016208,12.566781796835702,0.0042528
25,0.0012880284742164772,0.0001875507908895242,182.41675577660914,729.9511062132145,1000000000.0,-1.8966,21.7429,-15.163,3.158905112289929,12.890980293394328,0.0046377
26,0.0011592256267948294,0.000200402187945658,174.2903966351995,656.955995591893,1000000000.0,-1.669,20.9496,-15.3236,3.2843804082409367,12.50393359682462,0.0042119
27,0.0012751481894743124,0.00018585697002738473,181.54864517852639,722.6515951510823,1000000000.0,-1.7872,21.6813,-15.2774,3.1764586251457905,12.945240112702002,0.0045948000000000004
28,0.0011476333705268812,0.00019686762539708683,175.4653374222454,650.3864356359741,1000000000.0,-1.6895,20.8732,-15.5455,3.295595931749842,12.42475933650784,0.004174400000000001
