n,Io,W,Rb,Rd,fo,iip3,gain,s11,nf,FOM,PWR
1,0.0019207071486185515,7.948508860903633e-05,290.04646030808897,201.13112242659753,115000000.0,3.078,13.3278,-17.0403,4.291547936346511,-3.6612739421959937,0.0069258
3,0.0018774912377746342,7.769667411533301e-05,283.52041495115697,265.9959094091752,132250000.0,2.774,15.2106,-18.7533,4.013785399803665,-0.9170535054220013,0.006757
4,0.002159114923440829,8.935117523263296e-05,240.99235270848342,305.8952958205515,152087500.0,2.4341,17.0364,-16.1076,3.749587075260568,1.0280784276316606,0.0077491
6,0.001559960532185999,8.734077378989872e-05,235.57002477254255,299.01265166458904,174900625.0,1.4695,16.0819,-18.2461,3.9609524919648305,0.7274765280175215,0.0056516000000000005
7,0.001793954612013899,0.00010044188985838352,270.90552848842395,343.8645494142774,201135718.75,1.506,17.7852,-17.3566,3.496676052340974,3.3045471547600993,0.0064532999999999995
8,0.001524861420211814,0.00011550817333714105,230.26969921516036,395.444231826419,231306076.5625,0.7312471,18.7353,-17.3501,3.428098618589356,4.895787007360524,0.005512800000000001
9,0.0017535906332435862,0.0001328343993377122,195.7292443328863,454.76086660038186,266001988.046875,0.4637352,20.3704,-15.3819,3.2956358171868056,6.529477733908111,0.0063102
11,0.0012669692325184912,0.00012984562535261367,191.32533633539634,444.5287471018733,302078507.6757409,-0.19760149999999999,19.1639,-17.9372,3.5391402297282966,6.124244763517953,0.0046164
12,0.001457014617396265,0.00014932246915550572,220.0241367857058,511.2080591671543,347390283.827102,-0.1956175,20.6983,-17.5718,3.130918902960712,8.465996901759096,0.0052564000000000005
13,0.0015425459515278908,0.0001717208395288316,187.02051626784993,587.8892680422275,399498826.4011673,-1.1216,21.8389,-16.3998,3.111772186855431,9.09093264906112,0.0055474
15,0.0011144894499789011,0.0001678571206394329,182.8125546518233,574.6617595112774,419224080.95471215,-1.0279,20.6292,-19.2912,3.396348176480544,8.994165240468929,0.0040654
16,0.0012816628674757362,0.00019303568873534782,210.2344378495968,660.861023437969,482107693.097919,-1.3288,21.9208,-18.6112,3.024393071047688,10.745215641704128,0.0046239
17,0.0010894134373543758,0.00022199104204565,178.69927217215727,561.7318699222737,554423847.0626068,-1.3103,20.5401,-17.2913,3.3315595302921404,10.042790169319918,0.0039857
18,0.001252825452957532,0.0002552896983524975,205.50416299798084,645.9916504106149,637587424.1219978,-1.2043,21.6609,-15.8702,2.965365721518536,12.031161913014818,0.0045302
20,0.0012246368802659878,0.0002495456801395663,271.77925556482967,854.3239576680381,623241707.079253,-5.045,22.4369,-17.3214,2.7255285030451852,9.509392877730487,0.0043839
21,0.0010409413482260895,0.00028697753216050127,231.0123672301052,726.1753640178324,716727963.1411409,-2.2178,21.1313,-16.8587,2.961472400045895,11.794013941400692,0.0037768000000000003
22,0.001197082550460003,0.00024393090233642607,265.664222314621,835.1016686205072,824237157.6123121,-3.5504,21.9713,-15.9676,2.7610213105260377,11.769072215603998,0.0042915
23,0.0010175201678910026,0.00028052053768689,225.81458896742782,709.8364183274311,947872731.2541589,-2.4563,20.377,-15.7504,3.013920875898713,11.99824002806698,0.0037006
25,0.0009946259641134552,0.00020267608847877804,298.6397939094233,693.8650989150639,926545594.8009403,-2.4793,20.522,-19.5121,2.9275762702734154,12.313105169697597,0.0036019000000000003
26,0.0011438198587304734,0.00017227467520696134,343.4357629958368,797.9448637523235,1065527434.0210813,-3.6751,21.3371,-18.1605,2.766201103431473,12.310216895447013,0.0041022
27,0.0009722468799209024,0.00019811587648800556,291.9203985464613,678.253134189475,1225356549.1242435,-2.6621,19.801,-18.2553,2.9816219727626287,12.60538618259508,0.0035267000000000002
28,0.0011180839119090376,0.00016839849501480472,335.7084583284305,779.9911043178962,1409160031.49288,-2.8486,20.6651,-17.0355,2.806068884698056,13.68789811896994,0.0040149
29,0.000950371325122682,0.00019365826926702543,285.3521895791659,662.9924386702118,1620534036.2168121,-2.8996,18.8611,-17.1617,3.037896531387168,12.620971117144967,0.0034531
30,0.0010929270238910843,0.00016460952887697162,328.1550180160408,762.4413044707435,1758593323.9766169,-2.5424,19.9315,-16.3447,2.849297207462802,14.223928555317247,0.0039310000000000005
31,0.0012568660774747468,0.00013991809954542588,278.9317653136347,648.0751088001319,2022382322.5731094,-1.4677,19.7759,-15.986,2.992015616199821,14.85007697140478,0.0045221
33,0.0011168198499483175,0.0001367699423056538,272.6558005940779,606.8119203308311,1976878720.3152146,-1.6149,19.1595,-17.5132,3.130389356076133,14.202134604219651,0.0040414000000000005
34,0.001284342827440565,0.00011625445095980573,231.7574305049662,697.8337083804557,2273410528.362497,-1.3916,19.9545,-16.3267,3.240921222879434,15.038727020376342,0.0046146
35,0.0010916914033244803,0.00013369261860377658,196.99381592922128,593.1586521233874,2614422107.6168714,-1.4638,18.2861,-15.5758,3.454081399882579,14.153346761064022,0.0039777
36,0.0012554451138231523,0.0001136387258132101,226.54288831860447,682.1324499418954,2837154395.8714957,-1.0669,19.1714,-15.5995,3.295569960034319,15.530820106576527,0.0045181
