n,Io,W,Rb,Rd,fo,iip3,gain,s11,nf,FOM,PWR
2,0.0014058150470424202,6.825792297905514e-05,346.266301509883,227.15985591709838,5000000000.0,0.4921763,12.0625,-19.6644,4.482803595999814,9.910100256829962,0.0050864000000000005
3,0.0016869780564509043,8.190950757486618e-05,277.01304120790644,272.59182710051806,5000000000.0,1.6023,14.3283,-15.4673,3.994977905507144,13.287567711558824,0.0060896
5,0.001629620802531371,7.863312727187153e-05,293.87393627064455,278.0436636422016,5000000000.0,1.4021,14.224,-16.3132,4.012882641148053,13.103532565122304,0.0058826
7,0.0015644359704301163,7.548780218099667e-05,282.1189788198188,283.60453691471224,5000000000.0,1.2239,14.153,-16.9107,4.095559864154781,12.891757211076488,0.005652
9,0.0015018585316129117,7.24682900937568e-05,270.834219667026,289.2766276531199,5000000000.0,1.0553,14.079,-17.5182,4.182307380950251,12.677516101442027,0.0054356000000000005
11,0.0014417841903483952,6.956955849000652e-05,276.51558670303973,277.7055625469951,5000000000.0,0.8345494999999999,13.603,-18.3965,4.30075435820354,11.963125089851776,0.0052241
13,0.0013841128227344594,6.678677615040625e-05,265.4549632349182,266.5973400451153,5000000000.0,0.6588090999999999,13.133,-19.0804,4.467616145976946,11.224023633930205,0.0050244999999999995
14,0.0016609353872813512,8.01441313804875e-05,230.96429618465706,319.91680805413836,5000000000.0,1.6465,15.208,-15.1665,3.999901499028138,14.26563326335039,0.0060028
16,0.0016144291964374292,7.6938366125268e-05,274.3708553623257,307.1201357319728,5000000000.0,1.4144,14.7471,-16.3627,3.9861847203682133,13.725429899326782,0.0058258
18,0.001549852028579932,7.386083148025729e-05,263.3960211478327,294.83533030269393,5000000000.0,1.2661,14.3398,-16.9758,4.134174208379538,13.093104013095784,0.0056061
20,0.0014878579474367347,7.0906398221047e-05,280.06301632209727,283.0419170905862,5000000000.0,1.0175,13.8551,-17.9778,4.222033818801219,12.3928427001863,0.0053844
22,0.0014283436295392652,6.807014229220512e-05,268.8604956692134,271.7202404069627,5000000000.0,0.8416676,13.3968,-18.654,4.3841436173700234,11.670690233919593,0.0051779
24,0.0013712098843576947,6.534733660051692e-05,291.7432170121205,260.8514307906842,5000000000.0,0.5626190000000001,12.8622,-19.7556,4.47344800752224,10.894189317020821,0.0049713000000000005
25,0.0016454518612292336,7.84168039206203e-05,233.3945736096964,313.02171694882105,5000000000.0,1.6359,15.0231,-15.4916,4.0463882727650535,14.03365530027181,0.0059471
27,0.001589506497947418,7.528013176379548e-05,270.1492074743434,300.50084827086823,5000000000.0,1.3827,14.5493,-16.6676,4.056215948151536,13.441512511409542,0.0057438
29,0.0015259262380295214,7.226892649324366e-05,259.3432391753697,288.48081434003353,5000000000.0,1.2223,14.1262,-17.2925,4.20873828277354,12.779062321929539,0.0055239
31,0.0014648891885083405,6.937816943351392e-05,281.8141638283224,276.9415817664322,5000000000.0,0.9517015,13.6199,-18.392,4.285053409795926,12.05650961472903,0.005303700000000001
33,0.001406293620968007,6.660304265617337e-05,270.54159727518953,282.4804134018715,5000000000.0,0.7806443000000001,13.5334,-19.0311,4.37739619605906,11.82459625635028,0.0050978
34,0.0016875523451616082,7.992365118740803e-05,239.26614811270227,338.9764960822458,5000000000.0,1.6978,15.5232,-15.1997,3.917272360810422,14.707660053417795,0.00609
36,0.0016808021357810068,7.672670513991171e-05,242.0119349768061,325.41743623895593,5000000000.0,1.8,15.2301,-15.7165,4.002317365159959,14.390804205372799,0.0060673
38,0.001663994114423085,7.365763693431524e-05,235.66582547232088,331.9257849638651,5000000000.0,1.8567,15.2433,-16.134,4.067988059592743,14.394974406110919,0.0060078
40,0.0016373702085922268,7.071133145694264e-05,268.05755539118616,318.6487535653105,5000000000.0,1.759,14.8248,-17.1902,4.080894545051765,13.932304600562507,0.0059053000000000005
42,0.0015915238427516008,6.788287819866494e-05,257.3352531755387,325.0217286367441,5000000000.0,1.7046,14.7929,-17.7117,4.164407864927718,13.826483003497826,0.005748700000000001
44,0.0015278628890415366,6.516756307071834e-05,252.68365387162405,312.02085949127434,5000000000.0,1.5503,14.36,-18.4524,4.300976497020676,13.190349472681415,0.0055275
46,0.0014667483734798752,6.256086054788962e-05,254.47824319135006,299.5400251116233,5000000000.0,1.3571,13.8907,-19.3079,4.426315298175362,12.500931927968185,0.0053143
47,0.0017600980481758503,7.507303265746754e-05,211.76584232610128,359.448030133948,5000000000.0,2.1995,15.8743,-15.2164,4.042270862723286,15.173439035430325,0.0063457999999999995
49,0.0018375423622956344,7.207011135116885e-05,203.29520863305723,431.3376361607376,5000000000.0,1.8593,16.6984,-15.2503,4.017405979091121,15.52913889220138,0.0065981
51,0.001176027111869206,6.91873068971221e-05,195.16340028773496,319.18985075900326,5000000000.0,-0.2694213,13.8589,-18.4516,4.614513997029116,11.460520369288538,0.004310800000000001
52,0.0014112325342430473,8.302476827654652e-05,189.02746769426318,383.02782091080394,5000000000.0,0.5298082000000001,15.6879,-15.0361,4.088731485585045,14.165195404392323,0.0051293
53,0.0016934790410916567,6.641981462123721e-05,226.8329612331158,459.6333850929647,5000000000.0,1.4222,16.623,-16.8258,4.026807072292505,15.35743957169933,0.0060783
54,0.0013547832328733253,7.970377754548466e-05,181.46636898649265,367.70670807437176,5000000000.0,0.4194903,15.3397,-15.5519,4.245641236396992,13.615980623194336,0.004939600000000001
55,0.0016257398794479903,7.284442653184435e-05,217.75964278379118,441.2480496892461,5000000000.0,1.4364,16.5486,-15.9008,3.9472178826755355,15.593030534291136,0.005854
57,0.0016664611462733406,6.993064947057056e-05,209.04925707243953,423.5981277016763,5000000000.0,1.7987,16.394,-16.1474,4.063157168892845,15.501119198675749,0.006000200000000001
59,0.0017297866698316165,6.713342349174774e-05,200.68728678954196,406.6542025936092,5000000000.0,2.2236,16.2357,-16.3235,4.184723319228639,15.406133845634717,0.006230100000000001
61,0.0016875071463609336,6.444808655207783e-05,192.65979531796026,487.9850431123311,5000000000.0,1.5344,16.9043,-16.6014,4.1978106999336235,15.482968538004451,0.0060623
62,0.0013500057170887467,7.73377038624934e-05,154.12783625436822,390.3880344898649,5000000000.0,0.6771081000000001,15.6465,-15.1339,4.4265704298963415,13.900394724098746,0.0049322
63,0.0016200068605064961,6.905423274682249e-05,184.95340350524185,468.4656413878379,5000000000.0,1.6377,16.8002,-15.8997,4.152530020338254,15.720629504248322,0.0058361
65,0.0016183794049071643,6.629206343694959e-05,177.55526736503217,449.72701573232433,5000000000.0,1.9089,16.5881,-16.2396,4.284391795460197,15.56707884849575,0.0058367
67,0.00168958809872295,6.364038089947161e-05,170.4530566704309,539.6724188787892,5000000000.0,1.0471,17.3029,-16.1807,4.3154821778988275,15.208057085356945,0.0060593
