n,Io,W,Rb,Rd,fo,iip3,gain,s11,nf,FOM,PWR,gm
182,1.86984201469101E-05,1.31102707144294E-06,49.8858754663395,35549.7210959103,2000000000,-0.4064865,19.9566,-39.3496,20.9347452464319,13.0128304383832,7.32487E-05,0.0002974284
183,1.43199670304429E-05,1.69551572115793E-06,49.4141597963183,38429.2084080607,2000000000,0.2781573,19.7933,-36.5666,20.6360092841244,14.8260979219288,5.83086E-05,0.0002848024
184,1.00021883358082E-05,2.25856093851661E-06,48.6994622655236,39525.508045636,2000000000,3.4058,18.4394,-33.498,20.9343079328162,17.586445965832,4.33502E-05,0.0002538102
185,5.80472312164587E-06,2.05659065717989E-06,48.1910949180412,32608.961504842,2000000000,-0.3563279,15.2106,-32.2825,22.6065799553648,10.8714439988808,2.76086E-05,0.0001823471
186,1.01582654628803E-05,7.42233538759775E-07,49.0935084383322,55267.7355198807,2000000000,0.0359093,19.4428,-36.6246,23.2939887606802,13.0915771617516,4.09622E-05,0.0001741696
187,8.82766595533302E-06,1.10108289377434E-06,48.6222984483328,68005.7099158799,2000000000,0.0318574,20.2826,-34.1887,22.6167259627457,15.1915248311702,3.58125E-05,0.0001792099
188,5.72617485312961E-06,1.37796814493742E-06,48.1496037099045,61546.9631797327,2000000000,3.6723,18.1424,-32.4873,23.1439474981012,17.6550031046511,2.53931E-05,0.0001529073
189,5.7814379779182E-06,6.54317945394681E-07,48.2724315578047,61379.6115504643,2000000000,1.5007,18.0023,-33.2947,24.3281348050429,14.2064792271382,2.50885E-05,0.0001266876
190,4.14827305722219E-06,1.02227972161774E-06,47.6705652893274,79361.6936476762,2000000000,3.6453,18.0097,-31.2088,24.4388476877925,17.5296650015392,1.86743E-05,0.0001142174
191,5.98708867131647E-06,2.6722599883092E-07,47.3950570373126,89711.4966957816,2000000000,0.5641645,18.6358,-30.5967,26.4677276532296,11.854447001342,2.45352E-05,9.31041E-05
192,5.67718343083037E-06,3.47047574857405E-07,47.1673949692329,124472.586857746,2000000000,-0.3703382,20.6505,-29.9459,26.1141697050367,13.6641215413143,2.25051E-05,9.40625E-05
193,3.02078502500836E-06,4.63869068199436E-07,39.9071575554562,126327.597976213,2000000000,-4.2338,19.0759,-18.8615,27.1357586775753,9.45020973694854,1.34117E-05,7.53899E-05
194,5.28637379376463E-06,5.56364696299485E-07,67.7546112753165,136719.354923723,2000000000,-2.4374,21.1421,-16.6268,23.7436205309745,14.7669665857904,2.10029E-05,0.0001020657
195,3.00031642867327E-06,6.39343673397965E-07,38.0332450022387,104021.173747024,2000000000,-3.2581,18.1197,-17.2165,26.9276440291366,9.5900248279175,1.36869E-05,8.26058E-05
196,5.25055375017822E-06,7.97169692444443E-07,66.5581787539177,108333.544156131,2000000000,-0.9439307,20.2108,-17.1942,23.0736041112024,15.8553607229416,2.17253E-05,0.0001164952
197,3.17435832464955E-06,9.70032584151682E-07,51.5326978705676,88749.8323479471,2000000000,2.5275,17.295,-37.3839,24.8847183667738,16.2857560932355,1.47111E-05,9.48003E-05
198,5.45102819575282E-06,7.10401278997667E-07,54.802453033832,55666.4665515673,2000000000,1.8819,17.3356,-27.4716,23.7491072258752,14.6706842181976,2.41344E-05,0.0001272333
199,3.05471051257587E-06,1.22147518394658E-06,52.4691589411098,69533.3306777529,2000000000,0.1792469,15.8338,-33.24,24.6726039491272,12.7032303338147,1.46634E-05,9.97158E-05
203,3.05689102931151E-06,5.68490433332505E-07,58.3517612983564,58882.8943260981,2000000000,4.7024,15.0465,-22.5744,25.2403289507044,15.8884156753409,1.45998E-05,8.68952E-05
205,7.28381472787068E-06,2.48714564582971E-07,43.5651235539885,52505.3037347832,2000000000,1.7213,15.6061,-22.9183,26.9802882303519,8.51821706673007,3.05345E-05,0.0001029052
206,8.05878580859202E-06,3.40019919737697E-07,44.1074869127435,86805.9881981917,2000000000,0.4515929,19.6237,-23.6948,25.9827334381185,12.1197594467927,3.15796E-05,0.0001127942
207,5.89601991672721E-06,4.33553660357885E-07,44.633193752409,96245.9485944397,2000000000,0.3109279,19.8586,-24.5226,25.6186619087177,13.7558603960288,2.40837E-05,0.0001064929
208,3.98887595080639E-06,5.73352623621826E-07,44.9723007966194,115098.128835331,2000000000,-0.250429,19.6456,-25.1228,25.7052307570659,14.3819953311681,1.70999E-05,9.26247E-05
212,2.19951244697082E-06,1.21133555032045E-06,44.914790793105,20398.3183650374,2000000000,2.5069,6.5878,-24.9991,28.0867057147191,3.35218006385821,1.16758E-05,8.61725E-05
216,2.36792703871832E-06,3.68211323929631E-07,59.0670579942539,169652.736430213,2000000000,-6.0843,19.4894,-21.7872,26.3005425068564,9.88269699473668,1.05739E-05,6.04742E-05
219,3.81749937189298E-06,5.13903611778456E-07,53.7123180951467,166021.31014508,2000000000,-2.6324,20.8155,-29.3857,25.4203700218312,13.8438689871583,1.56374E-05,8.2501E-05
222,8.31377864631276E-06,9.97750288764567E-07,40.2883245755482,55465.5407007134,2000000000,1.7258,19.2144,-19.0582,23.6647811938546,14.8837168629257,3.48395E-05,0.0001745941
223,5.86286541334255E-06,1.42230346079177E-06,41.3433131269591,62622.7371364223,2000000000,4.1744,18.2714,-20.127,23.7462148367081,17.5980406872591,2.58834E-05,0.0001557795
224,5.74380674865811E-06,7.07995458119976E-07,42.6534755325686,60409.9320220137,2000000000,2.3551,17.9939,-21.6712,24.7460258531316,14.6411171097251,2.50423E-05,0.0001294221
225,3.75554128563175E-06,1.13112762945384E-06,43.1565278874855,75164.6501040829,2000000000,3.1279,17.246,-22.3379,25.0173094744376,15.9945605527727,1.73222E-05,0.0001108163
227,6.66637900342106E-06,3.38365580799296E-07,46.4934999102858,98078.9298393228,2000000000,0.0775893,19.8375,-28.1467,25.945518666493,12.7512349509633,2.65442E-05,0.0001032519
228,5.25834269791178E-06,4.27176047954636E-07,46.5081307524693,112984.17445585,2000000000,0.1888025,20.279,-28.1998,25.6416327562792,14.5342627421105,2.1449E-05,9.83073E-05
229,2.94239438300031E-06,5.43728254962608E-07,40.6146707400892,119739.525527521,2000000000,-4.0232,18.7137,-19.5408,26.8881405885231,9.60786579655742,1.32242E-05,7.74361E-05
230,5.14919017025054E-06,6.53216979792187E-07,70.981570868616,125741.761941084,2000000000,-2.0433,20.7425,-15.4062,23.2858627863081,15.2512341115484,2.08585E-05,0.0001067511
233,4.84024131580049E-06,9.94952212021037E-07,54.3452651962841,59840.0649181238,2000000000,4.2258,17.4699,-28.3743,23.4905122455523,17.8357504919096,2.18737E-05,0.000128941
