n,Io,W,Rb,Rd,fo,iip3,gain,s11,nf,FOM,PWR,gm
234,2.54594681444489E-06,8.38060035888236E-07,52.5729961870959,57687.9212763875,2000000000,2.54,14.2855,-32.7218,25.7396509714728,13.10890464202,1.25859E-05,8.42055E-05
237,5.99321679651517E-06,8.03931010006819E-07,49.4800678240663,84956.3807838166,2000000000,0.6208293,19.8236,-39.6708,23.861612424997,15.6238619924926,2.50446E-05,0.000130394
238,3.94061171719304E-06,1.06278772467622E-06,48.718647555222,83347.6832804847,2000000000,3.0275,17.9096,-35.3733,24.4396925956807,17.0167455469805,1.78099E-05,0.0001109461
239,6.6029750382721E-06,2.65696931169054E-07,42.348631914749,103712.565728192,2000000000,0.6969656,19.6135,-21.4101,26.9455533176128,12.2133995101529,2.61252E-05,9.42744E-05
240,4.95778586268445E-06,3.33646364677865E-07,43.1380674362903,117635.611764681,2000000000,0.4124619,20.013,-22.405,26.5935702778728,13.7772063375475,2.02979E-05,8.88764E-05
241,4.52893694829601E-06,4.31056511718548E-07,49.5663937705345,118525.700159519,2000000000,-0.0767757,20.0748,-41.284,25.545517971679,14.7216838914778,1.88506E-05,9.14013E-05
242,4.54911986024792E-06,5.56923361880989E-07,56.9491329895249,112153.085047871,2000000000,-0.0498036,19.9706,-24.1144,24.4906377363383,15.6435264135558,1.91091E-05,9.86606E-05
243,2.35493900152235E-06,7.24436444897201E-07,46.9203156306992,111881.162175813,2000000000,-4.4177,17.2367,-29.3256,26.4468739202951,8.93631179450483,1.1107E-05,7.25576E-05
246,3.73050383947458E-06,1.00381017065298E-06,35.9233666547541,105900.991491559,2000000000,0.1299255,18.5099,-15.5998,26.1796277491403,13.3004562908561,1.65216E-05,0.0001022347
247,6.52838171908051E-06,1.33138974568272E-06,62.8658916458196,44670.859387723,2000000000,3.6725,17.3602,-19.3146,21.7316015203029,17.678600171534,2.92553E-05,0.0001706241
248,2.9027759374909E-06,1.23962864378839E-06,58.8347270676206,42534.2032932269,2000000000,-2.8005,13.1739,-22.1754,24.6068836660801,7.1680255571984,1.4534E-05,0.0001013179
249,5.07985789060907E-06,6.23595238303722E-07,39.4362077170961,74434.8557631471,2000000000,2.8299,18.5296,-18.3684,25.5988927401529,15.3502403411787,2.20427E-05,0.0001142808
251,2.72514912999E-06,9.53461290224372E-07,55.5580627449323,115583.343438445,2000000000,-0.9395225,17.4408,-25.9673,25.0766615511447,13.4561140590649,1.2567E-05,8.27621E-05
253,8.34576921059439E-06,3.30330592505647E-07,35.080058359732,86046.2843648895,2000000000,1.4915,19.5899,-15.0211,27.1429937496045,11.8316424020897,3.25496E-05,0.0001131169
254,5.82979451549298E-06,4.20848999005149E-07,37.0854637311088,92804.4763058988,2000000000,1.5712,19.6135,-16.4552,26.5728565021188,13.8360674143135,2.39643E-05,0.0001056312
256,3.89884737458021E-06,6.11253481175515E-07,53.6536840373398,149219.81315016,2000000000,-1.4926,20.4082,-29.5768,25.0693961851759,14.7752927360234,1.61985E-05,8.85236E-05
259,6.72320405608051E-06,1.314747820992E-06,37.5621222979344,67638.094515822,2000000000,3.3877,19.1833,-16.7437,24.039583867668,16.9799123896362,2.8701E-05,0.0001631989
260,3.16756665273761E-06,1.64695795525164E-06,39.0073647555428,52576.1717048745,2000000000,0.1341682,14.4185,-17.9795,25.6674602706583,9.96896174904122,1.56255E-05,0.000111206
264,1.96248237020839E-06,6.60650298529585E-07,42.8371697363479,59282.6176478995,2000000000,-4.7142,13.1005,-22.0395,27.7869506683526,3.62644949915134,9.978E-06,6.79862E-05
268,1.30088383924148E-05,3.35235800680355E-07,57.3951141389349,50877.6833786113,2000000000,1.0634,17.4096,-23.7593,24.7281467300098,9.75133087730314,5.03323E-05,0.0001387318
269,1.16547866221506E-05,4.42204966064329E-07,55.154695701444,66936.2018384405,2000000000,-0.5703372,19.6019,-26.8816,24.0360129581862,11.5302370230179,4.45943E-05,0.0001465658
270,6.69826077267258E-06,5.70925482994723E-07,53.4781412431854,63203.685956946,2000000000,0.2249707,18.4528,-30.3526,23.9606995139566,13.2364367865532,2.82385E-05,0.0001300506
271,5.63543698722736E-06,8.30231179173621E-07,51.8683560389108,85782.4570755423,2000000000,0.7990901,19.6404,-35.9916,23.7238244847016,15.9821283978279,2.3781E-05,0.0001272028
272,3.46331989950293E-06,1.11559927691385E-06,50.5107175256103,81513.6151255626,2000000000,1.9271,17.1697,-44.3601,24.5657071396516,15.5072079596915,1.60302E-05,0.000103965
274,9.79770937810534E-06,3.33395240409237E-07,45.9934094447408,72641.1746190587,2000000000,0.7725946,18.9896,-26.9478,25.7158041515203,11.2673978680264,3.80273E-05,0.0001223697
275,7.21970632642483E-06,4.31397226920446E-07,46.199190594635,82482.4259969955,2000000000,0.2064797,19.6034,-27.3964,25.306609818618,12.8937140370408,2.90581E-05,0.0001183842
276,6.17323750571397E-06,5.5602812053558E-07,46.2813368624268,100955.495629018,2000000000,-0.145289,20.4757,-27.5862,24.8842182139302,14.5026659653056,2.49342E-05,0.0001160025
277,4.33151755668307E-06,6.99794381240556E-07,46.3190407278775,102424.159550188,2000000000,1.5536,19.4288,-27.7046,25.0689119802602,16.233310079461,1.86381E-05,0.0001032748
278,4.41288527262212E-06,9.74128493784037E-07,61.8437497364197,71449.2936491312,2000000000,3.1496,17.8812,-19.8296,23.2471643105092,17.8343605524938,1.98618E-05,0.0001188442
279,3.29558591604158E-06,6.48233772105007E-07,58.5276794846549,69656.813268816,2000000000,4.3218,16.4838,-22.4148,24.7672149697149,17.1877380174655,1.54009E-05,9.18965E-05
285,4.32491340548666E-06,3.22798856126546E-07,50.7054964814652,215973.499846471,2000000000,-4.2976,22.0313,-42.4399,26.4745572053336,12.1007370441824,1.65139E-05,7.38416E-05
289,6.41074697822466E-06,9.55345856611521E-07,58.9435954716042,53259.2495942723,2000000000,1.7246,18.0142,-22.2228,22.5750527079837,15.7205078589468,2.80389E-05,0.0001513691
290,3.14906268277277E-06,1.57588542845854E-06,55.4476769170216,58891.8478259774,2000000000,-2.8761,14.8813,-26.2948,24.1221250714093,9.0412755784112,1.53778E-05,0.0001085088
291,5.51085969485234E-06,4.94626931380939E-07,41.0255012593909,94295.305500008,2000000000,1.1779,19.7361,-19.9111,25.7881016628488,14.5554240208071,2.28678E-05,0.0001077436
293,4.97862756277902E-06,7.51975754893049E-07,58.9925421837829,118089.320813105,2000000000,-0.5915018,20.3442,-22.0157,23.7806291508889,15.8775281212584,2.05261E-05,0.000110002
294,2.99606360203126E-06,8.96642077699203E-07,56.016856590699,99605.8715225617,2000000000,1.3585,17.5591,-25.3187,24.8009105917777,15.7371906049637,1.38172E-05,8.86926E-05
296,7.44979298950122E-06,2.76961293721958E-07,36.2830498771488,58749.7452223991,2000000000,2.3158,16.6874,-15.8561,27.5140885581167,9.61824031500206,3.08239E-05,0.0001067577
297,7.92341361961497E-06,3.76673425422874E-07,38.0584543181111,92780.7869848635,2000000000,0.6866659,20.1493,-17.21,26.469391655891,12.488342929433,3.08911E-05,0.0001150937
298,5.13450155162365E-06,4.72807667011228E-07,39.6333311934355,92270.2090784396,2000000000,1.5844,19.3676,-18.5679,26.1314179769374,14.4949511469636,2.16099E-05,0.000103312
299,3.95682109982494E-06,6.4682489748831E-07,41.0475825675127,107726.893794383,2000000000,0.0126002,19.3299,-19.9485,25.9425692748989,14.0757467290205,1.71615E-05,9.58874E-05
300,6.92443692469364E-06,8.81039093782303E-07,71.8332694931473,69940.0729362815,2000000000,-0.8977525,19.5267,-15.1988,21.8929203526648,15.1539552738858,2.89771E-05,0.0001482639
302,0.0005075,4.45277789908522E-05,65.6067767685149,138.25,3000000000,-0.3166816,3.666,-17.132,10.0552315136898,-4.61915000605953,0.0020587,0.0089961
305,0.001284712043915,6.85837707672649E-05,107.974528924544,730.836686153912,3000000000,0.1040818,19.5639,-16.3273,4.83001361417766,14.6759024637329,0.0046399,0.0159169
306,0.000321178010979,8.06006121119236E-05,111.543468431825,342.149017923605,3000000000,-4.0189,9.3425,-22.9045,7.24550891127254,2.54968328413866,0.0013204,0.0077047
307,0.000488350613349,8.50530473466384E-05,76.9760393825334,598.760781366309,3000000000,-1.9866,15.0394,-17.8379,6.34048578226697,9.7454700536751,0.0019435,0.010326
309,0.000803511073958,4.51443304241641E-05,87.4856082336716,1117.88006252962,3000000000,-0.6180397,19.6208,-21.6226,6.12144980243906,14.1967235681747,0.0029323,0.0103381
310,0.000534819486207,5.06213386982553E-05,91.5159262495334,870.04386697017,3000000000,-1.6441,17.2176,-24.6179,6.2042456010022,12.2157534766501,0.0020486,0.0090188
311,0.000758996638632,5.17071805469097E-05,85.5334387483472,1288.89933854291,3000000000,-1.4386,20.0136,-20.0719,6.00502800592228,14.1874709914666,0.0027595,0.0105256
312,0.000374253491207,5.26922874924562E-05,89.7915344539013,706.899801262587,3000000000,-2.3822,14.5954,-26.7274,6.85200890303352,9.38411153489438,0.0014971,0.0075494
313,0.000532858611931,5.52050232387576E-05,73.8779042306489,1151.52463548193,3000000000,-1.291,18.4523,-19.6406,6.51600693040671,13.444671847,0.0020267,0.0091481
314,0.000696661856963,4.83039467608216E-05,71.5994979235976,1418.18766233411,3000000000,-1.2415,20.0772,-18.5765,6.63915682813865,13.9841820681825,0.002538,0.0097505
315,0.000316285906764,4.90253790236459E-05,76.0284359146866,724.690383428162,3000000000,-1.6724,13.9983,-26.4435,7.63390697954282,9.16312392543813,0.0012948,0.0067486
316,0.000422263297151,5.35968738414237E-05,60.2083298412607,1189.90092243662,3000000000,-0.8120153,17.7136,-17.4394,7.40981500343836,12.951169791375,0.0016527,0.0080104
317,0.000533685651239,4.68451911783159E-05,56.02612236533,1493.65575169746,3000000000,-0.4602079,19.458,-15.9276,7.58108511895785,14.0152143622448,0.0019979,0.0084671
318,0.000538852913753,4.34277466323247E-05,57.9548620978237,1465.0094090778,3000000000,-0.3904214,19.4624,-16.8182,7.59835047675447,14.0306185545624,0.0020154,0.0082832
319,0.000517256811118,4.28408620618744E-05,60.017382797344,1481.49524804604,3000000000,-0.5337203,19.3616,-17.7246,7.54103792548814,14.0209130180114,0.0019403,0.0080636
320,0.000510242384184,4.18155626522762E-05,61.4258096566429,1551.01728914454,3000000000,-0.6903109,19.4667,-18.4426,7.52772052902636,14.0578149984737,0.0019083,0.0078912
321,0.000486304886687,4.08593618960554E-05,62.9120140910796,1558.43861297167,3000000000,-0.7676474,19.3264,-19.3616,7.53079393576025,14.0264777337707,0.0018266,0.0076345
322,0.000480758192075,3.97688177482675E-05,63.6355429343287,1644.76920871082,3000000000,-0.8965062,19.4671,-19.9317,7.56040983366889,14.0685014762332,0.001799,0.0074659
323,0.000453912813011,3.87916551200473E-05,64.5933437754065,1645.11639938534,3000000000,-0.9323727,19.2833,-20.8297,7.60294201358058,14.0209644946368,0.0017087,0.0071902
324,0.00044750266777,3.77168311543944E-05,64.6418509290603,1750.27432576554,3000000000,-1.0385,19.4406,-21.215,7.67140294732686,14.0684222407593,0.0016779,0.0070146
325,0.000419376229848,3.66754869805112E-05,65.0132036923026,1755.38609532617,3000000000,-1.0421,19.2433,-22.0338,7.75662763664762,14.0175080120559,0.0015831,0.0067219
326,0.000408028290141,3.55702287317907E-05,64.4422129533913,1871.62138280849,3000000000,-1.1147,19.3667,-22.2707,7.87168891129991,14.061045738957,0.0015362,0.0065086
327,0.000379945637125,3.43797824107497E-05,64.0893422418018,1902.68037380229,3000000000,-1.0916,19.1935,-22.8991,8.01430880330039,14.0221944624116,0.0014399,0.0061948
328,0.000399856673537,3.32112734084398E-05,62.9288805508201,2023.18512842752,3000000000,-1.1241,19.5677,-22.3296,8.10835459132483,14.0812150648487,0.0014978,0.0062242
329,0.000345385913829,3.29420144142742E-05,63.2828581156854,1898.52952642918,3000000000,-1.0009,18.8751,-23.5325,8.22257511546557,13.9143291807312,0.0013235,0.0058195
330,0.000379946150266,3.22116282314149E-05,60.9947022018435,2152.52794258251,3000000000,-1.1245,19.6011,-21.9617,8.32094845339747,14.0842027432853,0.0014237,0.0059597
331,0.000313780144057,3.16972944408426E-05,61.3808583983802,1955.07923821148,3000000000,-0.8912873,18.6498,-23.4557,8.49402881823516,13.8579909862424,0.0012134,0.0054542
332,0.00034777395824,3.11734544849836E-05,58.3991131518877,2268.76734738665,3000000000,-1.0082,19.4847,-21.3541,8.61212426190808,14.1027438216361,0.001311,0.0056079
333,0.00032033806236,3.01750009647084E-05,58.3530580731944,2121.35148847929,3000000000,-0.7656062,19.0257,-21.9266,8.73745175793353,14.028916324205,0.001227,0.0053697
334,0.00033279019977,2.99227562438764E-05,56.9404361768683,2304.3962759543,3000000000,-0.8664259,19.4135,-21.0452,8.81836168963127,14.1097822310065,0.0012593,0.0053995
335,0.000311263295229,2.93624249734198E-05,56.7943030177046,2220.89290030882,3000000000,-0.7086722,19.0893,-21.3714,8.91729002492698,14.0696401837084,0.0011916,0.0052151
336,0.00031600096051,2.91246266674323E-05,55.6759179329279,2358.12777834448,3000000000,-0.7674914,19.3272,-20.7508,9.0003050069711,14.12021716011,0.0012008,0.0052001
337,0.00030085911954,2.8596099911731E-05,55.2962484118934,2321.2296875538,3000000000,-0.6478259,19.1259,-20.8389,9.10267934654294,14.1022209407204,0.0011519,0.0050543
338,0.000299538664117,2.83241489055927E-05,54.3581036148485,2418.81655803941,3000000000,-0.661175,19.2415,-20.3961,9.19512408521991,14.1325289214994,0.0011431,0.0050006
339,0.000288558807088,2.78649919181103E-05,53.7987722589781,2420.1056857534,3000000000,-0.5722666,19.127,-20.3054,9.30041237633554,14.129551994289,0.0011063,0.0048818
340,0.000283581140038,2.75721708207968E-05,52.9661588042139,2489.78668927397,3000000000,-0.5486734,19.1597,-19.9604,9.40126590595455,14.1489740903981,0.0010868,0.0048053
341,0.000274862235302,2.71757236437403E-05,52.2813441019862,2518.35225096815,3000000000,-0.4769536,19.0962,-19.7508,9.51127223529647,14.1563378779538,0.0010564,0.0047018
342,0.000267922014045,2.68452775877555E-05,51.4659788419983,2573.09949958923,3000000000,-0.42375,19.0808,-19.4353,9.62477888112217,14.1722369561247,0.001031,0.0046108
343,0.000259843536408,2.64793757965468E-05,50.6600691514521,2616.97811669078,3000000000,-0.3501668,19.0351,-19.1375,9.74693725023648,14.1858564912111,0.0010023,0.0045106
344,0.00025198961162,2.61586088974453E-05,49.8174460253487,2668.71559991488,3000000000,-0.2769809,18.9951,-18.808,9.87215484134252,14.2031506260262,0.0009741013,0.0044131
345,0.000243736363993,2.58298795789505E-05,48.9543644216772,2719.22025600839,3000000000,-0.1909902,18.9426,-18.4699,10.0052798861359,14.2217298723629,0.00094467,0.004312
346,0.000235376564261,2.55194326366792E-05,48.0477601948271,2773.45028161764,3000000000,-0.0963158,18.8863,-18.1057,10.1460545918784,14.2434916537908,0.0009148073,0.0042098
347,0.000226567056183,2.52276127848763E-05,47.1003626060234,2828.15574605857,3000000000,0.0134736,18.8166,-17.7203,10.2965991258039,14.2686952640374,0.0008834516,0.0041041
348,0.000217314819735,2.49639857059113E-05,46.0959937868344,2884.95504232886,3000000000,0.1418069,18.7327,-17.3069,10.4589402525265,14.2989897516426,0.0008505974,0.0039948
349,0.000207360048667,2.47380965515907E-05,45.0144935022719,2942.45602298681,3000000000,0.2991213,18.6252,-16.8569,10.637472141891,14.336466060356,0.0008154152,0.0038798
350,0.000196447126405,2.45787840783842E-05,43.820804577009,3000.47023380406,3000000000,0.4987485,18.4848,-16.3561,10.8380465208735,14.3862072427653,0.0007770007,0.0037571
351,0.000184002727582,2.45233344499496E-05,42.4747343732337,3056.12730739014,3000000000,0.7713357,18.2885,-15.7901,11.0716544458572,14.4590729415499,0.0007334387,0.0036213
352,0.000168938214501,2.46563106756009E-05,40.8736676993009,3103.84091246596,3000000000,1.1922,17.9867,-15.1191,11.362951882358,14.5850152055947,0.0006810279,0.003462
354,0.000104716391723,2.57437503828112E-05,49.1503739790917,3143.21390924107,3000000000,3.2616,15.7869,-21.5938,11.4889264073348,16.1153726365465,0.0004503126,0.0026532
356,7.60696030532485E-05,1.15574985881107E-05,61.672560562071,4027.96169084794,3000000000,1.0511,16.1,-25.9877,12.5618296698004,14.5108117881079,0.0003233979,0.0016935
357,5.45968635725702E-05,1.69861925389335E-05,50.4806819693682,5172.08693903998,3000000000,3.3644,14.9251,-27.5038,13.4620515013533,15.9453598976735,0.000242859,0.0015175
358,9.55445112519978E-05,4.24654813473337E-06,63.8498448923779,6841.42554978668,3000000000,-0.2106412,17.9921,-21.5589,14.7341133341,12.3359767549328,0.0003656873,0.0011747
359,8.95724863792043E-05,5.68889245644639E-06,61.1705105779498,8681.4498558159,3000000000,-1.3416,19.5382,-24.1915,14.1001288796884,13.723249593788,0.0003401546,0.0012829
360,6.32476572062054E-05,6.80358654326043E-06,59.0730169066218,7900.71030037237,3000000000,-0.2464488,18.1795,-26.5722,14.100662523869,14.6975811035446,0.0002557601,0.0011918
361,5.34025902670279E-05,8.7277291217024E-06,54.875644291578,9073.15767245799,3000000000,0.9922281,17.7376,-35.525,14.2133248732964,16.027314157699,0.0002202019,0.0011642
362,3.31595620394638E-05,1.07376703159193E-05,49.6302074427341,8026.67657395481,3000000000,1.5412,14.77,-29.6139,15.4138058055731,14.0463088952225,0.0001495885,0.0009469794
363,5.80292335690617E-05,2.68441757897982E-06,57.6391329432572,11280.7977939735,3000000000,-0.0401556,18.2076,-26.1712,16.9698871908677,12.5705347454643,0.0002231711,0.0007370829
364,5.22947727620852E-05,3.58967375664056E-06,55.9177990239112,13974.9584417478,3000000000,-0.9487957,19.4528,-29.4009,16.3719814221806,13.9722518044481,0.0002010153,0.0007887274
365,3.91219177013196E-05,4.31180743312208E-06,54.4182601150501,13413.3383173145,3000000000,0.1061466,18.4336,-33.1929,16.2829483948661,15.1357136400825,0.0001583335,0.0007457705
366,3.02002492630119E-05,5.5652766914874E-06,51.9346056696919,14285.1603694346,3000000000,2.499,17.3142,-40.954,16.470248943115,17.163922322063,0.0001273285,0.0007001641
367,1.3047497368863E-05,7.25561180551299E-06,48.2720064353929,11480.6078349218,3000000000,-3.4936,11.8387,-29.9785,18.8373371645599,6.29930713318046,6.36327E-05,0.0004520247
368,2.28331203955102E-05,2.62993122343467E-06,50.1930225604004,16021.1367250008,3000000000,1.5149,17.0493,-37.9774,18.6697712278122,14.8893810635305,9.62866E-05,0.0004675081
369,1.62254796695539E-05,4.11038205033349E-06,48.4661291444023,20080.8044238327,3000000000,3.1352,16.032,-30.8849,18.7469378862453,16.6953490763374,7.16881E-05,0.0004308833
370,2.83945894217193E-05,1.02759551258337E-06,51.5390094491725,25559.3322773316,3000000000,0.5902678,18.2795,-42.105,21.131618090718,12.2046019397672,0.0001081025,0.0003246161
371,2.19171358435374E-05,1.35781581038302E-06,50.9143811528608,28778.2764922536,3000000000,-0.1226366,18.9169,-45.936,20.5030370418991,13.758352851547,8.59595E-05,0.00033163
372,1.87045385146717E-05,1.73933918613042E-06,50.2213007721548,33262.4573157055,3000000000,-0.1682893,19.2001,-41.1001,20.076879074241,15.0550272380449,7.43703E-05,0.0003336286
373,1.3605678115668E-05,2.1611574027205E-06,49.462907940726,32677.6730678313,3000000000,2.1733,17.8107,-36.462,20.1996120416454,17.0145044636304,5.73162E-05,0.0003059528
374,6.59725579461783E-06,2.98082177211921E-06,48.052203550176,28028.9104830824,3000000000,-2.5733,13.1981,-31.4656,21.8060243320039,8.61044654741595,3.16832E-05,0.0002178424
375,1.15451976405812E-05,8.37230918224079E-07,48.9667672392712,38904.1770330907,3000000000,0.569281,17.775,-35.7139,22.7964311687477,13.5738636448645,4.75124E-05,0.0002010567
376,1.08870859051706E-05,1.26763700231959E-06,48.4457728517577,52767.5608855951,3000000000,0.4310353,18.992,-33.1142,21.889166685059,15.876977735844,4.42212E-05,0.0002161723
377,7.33225341678773E-06,1.55946669979068E-06,47.9209936375637,47705.2721662602,3000000000,3.9252,16.8245,-31.4113,22.3280991137629,18.1297548757025,3.22741E-05,0.0001884056
378,7.51670932113922E-06,5.93959008248841E-07,48.2331381365849,47433.1234735646,3000000000,0.9788108,16.9363,-33.0785,24.1891011492519,13.4568003256746,3.20406E-05,0.0001435537
379,5.74571440769231E-06,8.97983981614477E-07,47.7685480441795,68193.457125286,3000000000,2.6724,17.7801,-31.4287,23.8263580123482,17.4565688312936,2.48818E-05,0.0001358746
380,2.69014174160154E-06,1.28130173475337E-06,47.1283034022743,61881.8787218863,3000000000,1.0917,13.1127,-29.7577,25.5355013551279,12.2186857289013,1.32849E-05,9.36668E-05
383,2.02524685921509E-06,2.71857840939523E-07,35.3081698099983,230161.962921219,3000000000,-7.8463,19.4905,-15.2291,29.4139368964792,7.48652050943218,8.9535E-06,5.02425E-05
384,2.86105742157673E-06,2.49115605827312E-07,50.0943279240948,249797.759361402,3000000000,-6.7219,20.794,-48.419,27.4503957520179,10.7508051166573,1.16143E-05,5.68812E-05
388,4.39977765958843E-06,3.01473827420678E-07,58.5368122127738,190164.738530527,3000000000,-2.847,20.9632,-22.3202,25.8608863015025,14.7026151506159,1.71206E-05,7.52692E-05
392,6.41403355642871E-06,4.89167416777054E-07,55.907448006212,118186.532439304,3000000000,-1.5904,20.3538,-25.5582,24.4034565008553,15.1463637430265,2.51222E-05,0.0001104333
393,3.69803295689517E-06,5.55027838738657E-07,53.8782406655401,93116.2198176846,3000000000,1.467,17.6457,-29.1706,25.0442777415064,16.6896381681283,1.64574E-05,9.1253E-05
396,3.8197319369135E-06,1.06597984829637E-06,37.7096004472261,79017.3221602477,3000000000,3.8648,16.0812,-16.9186,25.6944622610113,16.615221894499,1.74552E-05,0.0001098612
398,6.59334815749876E-06,3.44966290007655E-07,46.7290752709537,95875.7423438721,3000000000,0.1125459,19.4223,-28.7481,25.884722125956,14.2192291409899,2.63835E-05,0.0001038242
399,5.48731144886975E-06,4.21043375936829E-07,46.6863592976857,110743.855526126,3000000000,0.0935186,19.7245,-28.6502,25.6027819475531,15.5206713116337,2.22728E-05,0.000100077
400,3.27788655322526E-06,5.08922639294835E-07,39.5532323789402,121993.931724338,3000000000,-3.2289,18.2628,-18.5264,26.879092147822,11.3457688012301,1.44184E-05,8.06931E-05
401,5.7363014681442E-06,5.69897633751468E-07,69.2181566631454,108255.291996485,3000000000,-1.7305,19.6736,-16.0701,23.3379371884511,15.7332634885332,2.3245E-05,0.0001115359
403,7.03714099741753E-06,7.63676280772245E-07,41.9274707521728,80828.9640324534,3000000000,0.9088524,19.2318,-20.8091,24.416540127232,15.9204857371862,2.87778E-05,0.0001403096
404,4.90579799146739E-06,9.33268188612753E-07,42.7421590705517,75868.2438907264,3000000000,4.3211,17.4092,-21.7884,24.6432151588411,18.5370068383715,2.15587E-05,0.0001239506
405,1.5258043052008E-06,7.45431576737155E-07,35.5415477136589,67500.2668005275,3000000000,-6.3483,11.7113,-15.3767,29.3875793326584,1.74059690082878,7.9635E-06,5.78992E-05
406,2.6701575341014E-06,7.86014414856445E-07,57.3987451731595,97158.1341292696,3000000000,0.1393418,15.7665,-23.5727,25.1476423291726,14.5598354396059,1.25397E-05,8.09945E-05
408,8.17735744818555E-06,2.82284457253369E-07,38.8357737149702,75403.7475996275,3000000000,1.7579,18.2947,-17.8636,27.0462623159454,12.6696912130756,3.24821E-05,0.0001078985
409,7.3860101713775E-06,3.59594490478504E-07,40.2533277459067,98785.7251564335,3000000000,0.4315598,19.8734,-19.1499,26.3876621883866,14.0916249845433,2.8886E-05,0.0001093297
410,5.06692161675625E-06,4.3068859209115E-07,41.453102005261,97032.9792770334,3000000000,1.2816,18.9657,-20.3792,26.1396357689637,15.6221838653605,2.12191E-05,9.92932E-05
411,4.04145586129215E-06,5.58923958310499E-07,43.0387560387842,106865.959996539,3000000000,0.394933,18.4835,-22.2527,25.8872466782911,15.3579452223023,1.74408E-05,9.38153E-05
415,6.20430506512969E-06,1.5421509576257E-06,53.7855972659234,30496.3884245015,3000000000,1.5458,14.3986,-30.1248,22.3708897468179,13.7406769375564,2.90354E-05,0.000178838
416,1.0857533863977E-05,3.85537739406425E-07,54.1765120752043,51458.189797513,3000000000,0.5921639,17.4583,-28.8168,24.5315713553708,11.9564371561269,4.31419E-05,0.0001396452
417,1.07971515843136E-05,5.12865362195662E-07,52.6308970624636,73346.2040602308,3000000000,-0.8923297,19.878,-33.1483,23.896321260191,13.7081023569542,4.14019E-05,0.0001494091
418,6.20977187015364E-06,6.23059859431133E-07,51.5083263814511,63380.7305630506,3000000000,0.8569385,17.8602,-38.4933,24.0289809689715,15.23837142432,2.65351E-05,0.0001288517
419,4.74054475590644E-06,9.04726983789497E-07,50.2455745336974,78988.4869188703,3000000000,3.3944,17.4315,-47.2161,24.0514985819853,18.3747775361524,2.08351E-05,0.0001199803
420,2.33122664188257E-06,8.33051711548292E-07,46.5628324283917,71765.7728624651,3000000000,-1.826,13.9889,-28.4122,26.4413086146804,9.90188949243681,1.14836E-05,7.78649E-05
424,2.94331611352603E-06,3.76449448169808E-07,36.9113711081368,135179.245498703,3000000000,-4.8432,18.5707,-16.3602,27.8727319283774,9.4910023077175,1.30079E-05,7.04619E-05
425,5.15080319867055E-06,4.1090943764068E-07,59.8345771429844,143268.065877956,3000000000,-1.7929,20.4112,-21.2306,24.8249162806574,15.4891147417601,2.03695E-05,9.23064E-05
426,2.77405872252597E-06,4.55179193549695E-07,52.8452632169825,119541.673620329,3000000000,-3.6432,17.681,-31.771,26.0548353007192,11.7689158908896,1.25778E-05,7.23643E-05
429,6.02321148152895E-06,6.87249361104631E-07,44.6114019124728,97920.9876687499,3000000000,0.5417901,19.3711,-24.4252,24.6660992784599,16.121179078834,2.46132E-05,0.0001223305
430,4.05519058709618E-06,8.10622842449943E-07,44.9076150140183,85416.108670827,3000000000,3.7416,17.2196,-24.9538,25.0788133252185,18.0961796003225,1.80756E-05,0.0001059986
431,5.16343519731329E-06,7.79528777907646E-07,59.9719600185131,56125.569075427,3000000000,2.7477,16.644,-21.2603,23.334111715771,17.2161926669706,2.30824E-05,0.0001266206
432,1.75683707518338E-06,1.31128698389544E-06,56.0899387199955,59338.1512765115,3000000000,1.2988,10.4724,-25.1709,26.3908335236002,10.5361626235646,9.1736E-06,6.99477E-05
433,3.01683598475709E-06,1.55868897394331E-06,46.9601084832157,49281.1008896754,3000000000,-2.4603,12.4714,-29.1976,25.062718363262,7.96870859745647,1.50122E-05,0.0001071474
435,7.34406792170555E-06,5.25429167221664E-07,42.7370769510038,88224.5357340429,3000000000,0.2307496,19.731,-21.8057,25.1386491348945,14.9392557540606,2.9298E-05,0.0001258435
436,4.82426562511479E-06,6.4734582389702E-07,43.4888134080019,90452.3049161949,3000000000,2.2923,18.4186,-22.8063,25.2152311394037,17.1278477652724,2.06639E-05,0.0001092986
437,2.5190742648725E-06,8.9589434651932E-07,43.7130210887362,79980.6848403541,3000000000,-1.5378,14.5849,-23.1806,26.3710585694744,10.5979210903418,1.21881E-05,8.19643E-05
442,5.46130502033247E-06,3.90486203970525E-07,59.9269593071765,146463.112991991,3000000000,-2.1843,20.6456,-21.1526,24.8881460971141,15.0782956589681,2.12823E-05,9.28721E-05
443,2.73402710948141E-06,4.35469419043261E-07,56.8955377355026,111093.345530535,3000000000,-3.1638,17.3723,-24.1067,25.8270421922816,12.1859826891215,1.25258E-05,7.19E-05
446,5.92382444589919E-06,7.67815542212895E-07,57.3960291530058,87070.5795226837,3000000000,0.1599786,18.8362,-23.7455,23.3511500034661,16.509253131319,2.47008E-05,0.000127519
447,3.7840602996223E-06,9.65064914152386E-07,54.7177102889893,77830.5470355168,3000000000,1.7933,16.2551,-27.569,24.1500460961275,16.3079492769063,1.72916E-05,0.0001071665
