n,Io,W,Rb,Rd,fo,iip3,gain,s11,nf,FOM,PWR
1,0.0019207071486185515,7.948508860903633e-05,290.04646030808897,201.13112242659753,115000000.0,3.078,13.3278,-17.0403,4.291547936346511,-3.6612739421959937,0.0069258
3,0.001998975964924733,7.769667411533301e-05,283.52041495115697,265.9959094091752,132250000.0,3.0265,15.3234,-18.3494,3.9971544572185524,-0.791176142889654,0.0071855
4,0.0020288815603496275,8.935117523263296e-05,240.99235270848342,305.8952958205515,152087500.0,2.5909,16.9612,-16.3088,3.761597475379983,1.3514869193420171,0.007294500000000001
5,0.0018134509261146388,0.0001027538515175279,204.8434998022109,351.77959019363425,174900625.0,1.9524,18.2109,-15.5102,3.6589460881198255,3.222552628006948,0.00654
7,0.0019091250119337578,0.00010044188985838352,200.23452105666115,465.22850803108133,201135718.75,-0.8855685,19.784,-17.652,3.525462182701122,2.6078799459200592,0.0068388
8,0.0016227562601436943,0.00011550817333714105,170.19934289816197,395.4442318264191,231306076.5625,1.3751,19.064,-15.0022,3.7261304376339326,5.056332526378326,0.0058809
10,0.0016929988668563112,0.00011290923943705537,217.65552289275533,522.9749965904392,264671978.1066436,-1.372,20.5204,-19.0094,3.329604306234514,4.926431564024476,0.0060706
11,0.0014390490368278645,0.00012984562535261367,185.00719445884204,444.52874710187336,304372774.8226401,0.46505,19.6423,-16.3858,3.479233474928373,6.872488073931222,0.0052201
12,0.0016549063923520441,0.00014932246915550572,208.51080066212273,511.2080591671544,350028691.0460361,-0.5369689,21.0456,-16.3053,3.112847268838771,8.003374985565044,0.0059478000000000005
14,0.0011991865445580608,0.00014596271359950685,203.819307647225,499.70587783589343,396494999.7823751,-0.6834195,19.8579,-19.1231,3.371157692551215,8.06359390899182,0.0043644
15,0.00137906452624177,0.00016785712063943287,217.92346532220083,574.6617595112774,455969249.74973136,-0.7363365000000001,21.3079,-18.0557,3.054533250942355,10.106102581698707,0.0049737
16,0.001320517487530692,0.0001930356887353478,185.2349455238707,660.861023437969,524364637.21219105,-1.1402,22.0286,-17.2426,3.127480232679998,11.072094112426274,0.0047658
17,0.0011574450350187726,0.00022199104204564994,157.44970369529008,561.7318699222737,603019332.7940197,-0.8798886,20.7906,-15.6624,3.4161336325630365,10.670269860771295,0.0042333
19,0.0011447131396335071,0.00021699624359962282,208.22723313702113,742.8903979722071,589451397.8061543,-1.743,22.0248,-18.6173,3.0472317318393545,11.745242852782743,0.0041376
20,0.0011524243961845613,0.00024954568013956625,190.29654065127258,848.2679041229436,677869107.4770774,-2.3926,22.3715,-16.3838,3.0725818741964313,11.987659525420494,0.0041486000000000006
21,0.000979560736756877,0.00028577564659823334,161.7520595535817,721.0277185045021,779549473.598639,-2.0552,20.7923,-15.6973,3.388568709129846,11.377652573549168,0.0035905999999999998
22,0.0011264948472704086,0.00024290929960849833,186.01486848661895,829.1818762801774,896481894.6384349,-2.093,21.7541,-15.215,3.1232516887623065,12.873938119447892,0.004064
23,0.0011481457607888789,0.0002064729046672236,191.8946007327741,704.8045948381508,1030954178.8342001,-1.5274,21.1396,-15.7416,3.1555115789551067,13.269084254224742,0.0041589
24,0.0013203676249072106,0.00017550196896714006,220.67879084269023,810.5252840638734,1185597305.6593301,-4.1515,21.7554,-15.5221,2.9839480363139326,11.65506087263044,0.0047218
26,0.0009539656089954597,0.00017155317466537943,215.7135180487297,585.6045177361485,1158921366.2819953,-2.1628,19.343,-19.3708,3.3682101253244894,11.700072634044158,0.0034931000000000003
27,0.0010970604503447786,0.00014582019846557252,232.8967432948295,673.4451953965709,1332759571.2242947,-1.5877,20.3863,-18.6256,3.1890952516593654,13.704849840461051,0.0039726
28,0.0012616195178964953,0.00014600450085361862,238.37813712215822,774.4619747060565,1532673506.907939,-2.693,21.0751,-16.3004,3.044030231245762,13.61253828973505,0.0045257
29,0.001072376590212021,0.0001679051759816614,202.62141655383448,658.292678500148,1762574532.9441297,-1.797,19.5039,-15.6891,3.2706872722358864,13.753691831950922,0.0038982
30,0.0012332330787438242,0.0001427193995844122,233.01462903690964,757.0365802751702,1875515866.126483,-1.9546,20.4736,-15.6091,3.0915022288841527,14.625550187929445,0.004429700000000001
31,0.0010482481169322507,0.000164127309522074,198.0624346813732,643.4810932338946,2156843246.0454555,-1.9607,18.6945,-15.1481,3.3338412702437386,13.628416316754045,0.0038185
32,0.0012054853344720883,0.0001395082130937629,227.77179988357918,740.0032572189788,2144069297.3139472,-1.6462,19.9628,-15.333,3.1423677106849124,14.996956488485866,0.0043369
33,0.001238124334428555,0.00011858198112969846,193.6060299010423,629.0027686361319,2431540704.182034,-0.7150275,19.3606,-15.6873,3.4409310225458825,15.171062124180432,0.0044781000000000005
34,0.001423842984592838,0.00010079468396024369,217.64926027881364,723.3531839315517,2783062414.64606,-2.7048,19.7368,-15.7038,3.424494863048549,13.616212212931186,0.0050918000000000005
36,0.0010287265563683255,9.852680357113822e-05,212.75215192254035,522.6226753905462,2720443510.3165236,-1.2629,17.543,-19.3472,3.739568615540232,13.521691783490411,0.0037595000000000003
