n,Io,W,Rb,Rd,fo,iip3,gain,s11,nf,FOM,PWR
1,0.0018077243751704014,8.294096202682053e-05,272.98490381937785,189.29987993091532,100000000.0,2.5321,12.9148,-16.4667,4.380980574801522,-5.1171172559467095,0.0065359
3,0.0017354154001635856,7.96233235457477e-05,262.06550766660274,272.59182710051806,100000000.0,2.3122,15.3472,-18.59,4.03281758608769,-2.1580043155562496,0.006263
4,0.0020824984801963028,9.554798825489724e-05,209.6524061332822,327.1101925206217,100000000.0,2.4658,17.7775,-15.1375,3.720524351559333,0.18080372830497105,0.0074852
6,0.0013327990273256337,9.172606872470134e-05,201.2663098879509,471.0386772296952,100000000.0,0.40211630000000004,18.8858,-21.4251,3.796778735643284,0.9927169509136773,0.004834
7,0.0015993588327907603,0.00011007128246964161,241.51957186554108,565.2464126756342,100000000.0,-2.4519,20.6664,-22.2507,3.26775732077552,0.13351241547648485,0.0057286
8,0.0012794870662326083,0.00013208553896356995,193.21565749243285,452.1971301405074,100000000.0,-0.1832405,19.3586,-17.9671,3.497674890147193,1.5695107895761344,0.0046562
9,0.00153538447947913,0.00015850264675628393,231.85878899091944,542.6365561686089,100000000.0,-0.974338,21.2627,-18.035,2.995500126209161,2.900195306605407,0.005518
10,0.001228307583583304,0.00019020317610754072,185.48703119273554,434.1092449348871,100000000.0,-0.6899835000000001,19.5562,-16.1625,3.3819469469311314,1.6308349804210591,0.0044889000000000005
11,0.0014739691002999648,0.00022824381132904886,222.58443743128265,520.9310939218645,100000000.0,-0.43501530000000005,21.4798,-16.1264,2.8831346256316746,4.046856681791143,0.0053163
12,0.0017473078963671745,0.00027389257359485865,178.06754994502612,625.1173127062375,100000000.0,-4.7481,22.7929,-15.6122,2.881630881561845,0.3517162237116995,0.0062436
14,0.0011182770536749917,0.0002629368706510643,170.94484794722507,600.112620197988,100000000.0,-1.0956,21.4433,-18.0487,3.270868961116444,3.729181475282452,0.004085200000000001
15,0.0013419324644099902,0.00031552424478127714,205.13381753667008,720.1351442375856,100000000.0,-2.2781,22.9239,-19.4799,2.8393594289990984,4.1607030597367425,0.0048239
16,0.0010735459715279921,0.00037862909373753256,164.10705402933607,576.1081153900684,100000000.0,-1.2553,21.1934,-17.3068,3.285863711795785,3.4429488299842212,0.003945
17,0.0012882551658335907,0.00045435491248503905,196.92846483520327,691.329738468082,100000000.0,-1.1266,22.6443,-18.5277,2.8527829452800164,5.164693703541725,0.0046494
18,0.0010306041326668726,0.0005452258949820469,157.54277186816262,553.0637907744656,100000000.0,-1.3675,20.76,-16.9968,3.338937647472769,2.9508136435978205,0.0038085000000000003
19,0.001236724959200247,0.0006542710739784563,189.05132624179515,663.6765489293587,100000000.0,-0.6172702000000001,22.1246,-18.114,2.904491108383927,5.203771734821122,0.0044852
20,0.0014840699510402964,0.000523416859182765,226.86159149015418,796.4118587152304,100000000.0,-8.5346,22.8942,-21.5174,2.6347936302492054,-2.089197856812544,0.0052910000000000006
21,0.001187255960832237,0.0006281002310193181,181.48927319212333,637.1294869721844,100000000.0,-0.7002462,21.8657,-17.8125,2.9903751353040127,4.849753633706502,0.0043208000000000005
22,0.0014247071529986844,0.0005024801848154544,217.787127830548,764.5553843666213,100000000.0,-4.5943,23.0324,-20.1623,2.680408324564661,2.0500818748224097,0.0050991
23,0.0011397657223989476,0.0006029762217785453,174.2297022644384,611.644307493297,100000000.0,-0.8645275,21.5789,-17.5358,3.082489194359627,4.373564748735306,0.004166400000000001
24,0.0013677188668787372,0.0004823809774228362,209.07564271732608,733.9731689919564,100000000.0,-2.4087,22.9448,-19.325,2.7425566860799684,4.176246542038515,0.0049124
25,0.0010941750935029898,0.0005788571729074035,167.26051417386086,587.1785351935652,100000000.0,-1.0661,21.2623,-17.3001,3.182087332968421,3.8220907880711215,0.0040152
26,0.0013130101122035879,0.00046308573832592277,200.71261700863303,704.6142422322782,100000000.0,-1.3688,22.755,-18.7442,2.8156308645947337,5.034503219778785,0.0047317
27,0.0010504080897628704,0.0005557028859911073,160.57009360690643,563.6913937858226,100000000.0,-1.2755,20.9222,-17.0933,3.2881826776603247,3.2297555040232417,0.0038707
28,0.0012604897077154445,0.0006668434631893288,192.6841123282877,676.4296725429871,100000000.0,-0.6356021,22.2305,-18.274,2.8676271517796588,5.29487038725717,0.0045606
29,0.0015125876492585334,0.0005334747705514631,154.14728986263017,811.7156070515845,100000000.0,-6.302,23.3048,-18.0052,3.004431393497465,-0.30585239284972054,0.0053956
30,0.0012100701194068266,0.0006401697246617556,123.31783189010415,649.3724856412675,100000000.0,-0.0684438,22.1199,-15.0332,3.4438084059907315,4.757813801078169,0.004432
31,0.0014520841432881918,0.0005121357797294045,147.98139826812496,779.2469827695211,100000000.0,-3.248,23.3265,-17.0225,3.07023868708036,2.797818536915532,0.005201900000000001
33,0.0009293338517044428,0.0007374755228103424,142.06214233739996,748.0771034587403,100000000.0,-1.2541,21.5988,-19.782,3.47945506700155,4.09201388951106,0.0034357000000000003
34,0.0011152006220453313,0.0005899804182482738,170.47457080487996,897.6925241504885,100000000.0,-1.856,23.0462,-21.6102,3.0972495646001748,4.969917056117669,0.0040254
35,0.000892160497636265,0.0007079765018979286,136.37965664390396,718.1540193203907,100000000.0,-1.4208,21.3262,-19.4837,3.5837173240245073,3.618328490162419,0.0033168000000000004
36,0.001070592597163518,0.0005663812015183429,163.65558797268474,861.7848231844689,100000000.0,-1.4049,22.8593,-21.3189,3.1754254260926134,5.236511444254605,0.0038848
37,0.0008564740777308145,0.00045310496121467433,196.3867055672217,689.4278585475752,100000000.0,-2.4034,21.1095,-25.0566,3.252146149065187,3.2414592081341818,0.0031577000000000003
38,0.0010277688932769774,0.0005437259534576092,235.66404668066605,827.3134302570902,100000000.0,-1.918,22.4949,-24.6305,2.8490260350635968,5.198721613651008,0.0037213
