n,Io,W,Rb,Rd,fo,iip3,gain,s11,nf,FOM,PWR
1,0.00180772437517,8.29409620268205E-05,272.984903819378,189.299879930915,100651116.218978,2.5321,12.9148,-16.467,4.38098057480152,-5.08893130025691,0.0065359
3,0.001735415400164,7.96233235457477E-05,326.327323693835,272.591827100518,101306471.961262,2.0719,15.197,-20.4114,3.91209512410602,-2.27834269835789,0.0062452
4,0.002082498480196,9.55479882548972E-05,261.061858955068,327.110192520622,101966094.831076,1.5353,17.56,-16.5783,3.56657687815409,-0.60133485962273,0.0074677
6,0.001332799027326,9.17260687247013E-05,250.619384596865,314.025784819797,102637709.863326,0.2879699,16.0154,-20.4983,3.90074287528523,-2.06506464764648,0.0048445
7,0.001599358832791,0.00011007128247,241.124894395971,376.830941783756,103305985.243377,1.0097,18.4232,-17.2841,3.49181146068981,1.04589118567819,0.0057721
8,0.001919230599349,0.000132085538964,192.899915516777,452.197130140508,103978627.268471,-0.3016886,20.4862,-15.0069,3.30913254176939,1.39687122849038,0.0068844
10,0.001228307583583,0.000126802117405,185.183918896106,434.109244934887,104656569.185738,-0.3019641,18.8659,-18.1076,3.63311552046717,1.07694977539682,0.0044846
11,0.0014739691003,0.000152162540886,222.220702675327,520.931093921865,105338287.654669,-0.3387971,20.9019,-17.8276,3.09471501734947,3.36834672659417,0.005313
12,0.001313703730776,0.000182595049063,177.776562140262,625.117312706238,106024983.969026,-0.7660167,21.902,-18.1077,3.21568306412804,4.22026770558493,0.0047515
13,0.001260350826312,0.000219114058876,165.029332257318,750.140775247485,106716188.638188,-1.7622,22.8522,-19.3677,3.21527420046484,4.39740223270161,0.0045438
14,0.001008280661049,0.000262936870651,132.023465805855,600.112620197988,107395027.62239,-1.1516,21.1013,-16.8954,3.70192989243552,3.25587028086619,0.0037287
15,0.001209936793259,0.000315524244781,158.428158967026,720.135144237586,108094294.065616,-1.0675,22.7388,-18.0358,3.19361945855011,5.22992322844234,0.0043855
16,0.001193369326449,0.000378629093738,190.113790760431,864.162173085103,108798113.546067,-2.9682,23.3237,-22.4807,2.96021003265874,4.499120023891,0.0042888
17,0.000954695461159,0.000454354912485,152.091032608345,691.329738468082,109506515.709307,-1.5226,21.6564,-19.5527,3.41559865719428,4.28580498580562,0.0035208
18,0.001145634553391,0.000471686857637,182.509239130013,829.595686161699,110186678.439216,-1.749,23.0056,-21.2828,3.00771580485083,5.51410649332242,0.004139
19,0.000916507642713,0.000566024229165,146.007391304011,663.676548929359,110887593.771921,-1.6059,21.198,-19.1257,3.49691893922841,3.80146397987294,0.0034004
20,0.001099809171255,0.000452819383332,175.208869564813,796.411858715231,111559701.462606,-1.4056,22.7657,-20.8485,3.09133497046974,5.66485882728097,0.00399
21,0.001194730680403,0.000543383259998,204.467254623585,955.694230458277,112252616.862234,-5.0208,23.2943,-22.2988,2.87328920837231,2.74255733526305,0.004277
22,0.000955784544323,0.000652059911998,163.573803698868,764.555384366622,112983511.856851,-1.4391,21.8535,-20.8754,3.27858160424722,4.97102424638652,0.0035096
23,0.001146941453187,0.000521647929598,196.288564438642,917.466461239946,113634428.193429,-3.0163,23.2143,-22.4621,2.9332795324274,4.75660811031629,0.0041228
24,0.00091755316255,0.000625977515518,157.030851550914,733.973168991957,114374320.38574,-1.5975,21.5721,-20.6798,3.37644549121984,4.55695137153018,0.0033862
25,0.00110106379506,0.000500782012414,188.437021861096,880.767802790348,115033249.395828,-2.0404,23.047,-22.3783,3.00420066695879,5.63421602089464,0.0039745
