Iteration No,Io1,Io2,conv_gain_db,lna_gain_db,bb_BW,s11_db,nf_db,iip3_dbm,gm1,gds1,region1,gm2,gds2,region2,
146,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
147,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
148,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
149,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
150,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
151,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
152,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
153,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
154,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
155,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
156,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
157,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
158,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
159,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
160,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
161,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
162,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
163,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
164,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
165,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
166,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
167,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
168,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
169,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
170,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
171,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
172,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
173,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
174,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
175,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
176,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
177,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
178,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
179,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
180,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
181,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
182,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
183,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
184,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
185,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
186,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
187,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
188,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
189,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
190,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
191,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
192,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
193,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
194,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
195,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
196,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
197,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
198,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
199,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
200,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
201,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
202,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
203,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
204,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
205,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
206,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
207,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
208,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
209,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
210,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
211,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
212,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
213,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
214,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
215,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
216,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
217,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
218,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
219,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
220,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
221,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
222,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
223,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
224,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
225,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
226,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
227,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
228,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
229,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
230,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
231,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
232,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
233,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
234,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
235,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
236,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
237,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
238,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
239,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
240,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
241,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
242,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
243,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
244,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
245,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
246,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
247,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
248,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
249,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
250,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
251,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
252,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
253,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
254,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
255,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
256,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
257,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
258,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
259,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
260,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
261,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
262,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
263,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
264,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
265,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
266,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
267,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
268,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
269,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
270,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
271,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
272,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
273,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
274,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
275,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
276,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
277,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
278,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
279,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
280,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
281,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
282,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
283,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
284,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
285,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
286,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
287,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
288,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
289,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
290,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
291,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
