Iteration No,Io1,Io2,conv_gain_db,lna_gain_db,bb_BW,nf_db,iip3_dbm,gm1,gds1,region1,gm2,gds2,region2,
31,0.0009994304,0.0007357642,23.049896282565644,12.085101041674669,19561151.9175846,7.521359091318319,-6.5597393699637365,0.01978573,0.002610618,3.0,0.0133136,0.002023186,3.0,
32,0.001000984,0.0007389435,23.124329157137666,12.102780852605076,19561151.9175846,7.512909829741721,-6.380525110641813,0.01981301,0.002617417,3.0,0.01336312,0.002025749,3.0,
33,0.001002525,0.0007420987,23.197696796883772,12.120270663985623,19561151.9175846,7.504598732066467,-6.19043114450961,0.01984007,0.002624204,3.0,0.01341217,0.00202833,3.0,
34,0.001004055,0.0007452304,23.27004015238256,12.137504893260875,19561151.9175846,7.496407418538123,-5.990076840969309,0.01986691,0.002630978,3.0,0.01346074,0.002030932,3.0,
35,0.001005571,0.000748337,23.341219308094843,12.154534241542375,19561151.9175846,7.488359789841832,-5.781372809182827,0.01989348,0.002637729,3.0,0.01350883,0.002033545,3.0,
36,0.001007078,0.0007514191,23.41132508331331,12.171342913191578,19561151.9175846,7.480424396941814,-5.566569060881633,0.01991988,0.002644482,3.0,0.01355643,0.00203618,3.0,
37,0.001008573,0.000754665,23.481928625410838,12.187857061916688,19561151.9175846,7.472462797168341,-5.361117018033212,0.01994607,0.002651228,3.0,0.01360984,0.002037448,3.0,
38,0.001010057,0.0007576832,23.54937574612983,12.204241463973386,19561151.9175846,7.46482997578604,-5.148049086637982,0.01997205,0.002657962,3.0,0.01365593,0.002040124,3.0,
39,0.001011527,0.0007606734,23.615611231822278,12.220429973008656,19561151.9175846,7.457311608562785,-4.944466437412174,0.01999777,0.002664673,3.0,0.0137015,0.002042827,3.0,
40,0.001012983,0.0007636252,23.680557564529643,12.236379346665538,19561151.9175846,7.449921097667761,-4.757244124269235,0.02002323,0.002671361,3.0,0.01374637,0.00204554,3.0,
41,0.001014429,0.0007665333,23.744080537566372,12.252105847280097,19561151.9175846,7.442654569215282,-4.593166142402836,0.02004849,0.00267804,3.0,0.01379046,0.002048262,3.0,
42,0.001015859,0.0007694054,23.806180746001576,12.267614253778955,19561151.9175846,7.435520706067579,-4.456942060701522,0.02007347,0.002684692,3.0,0.01383391,0.002051011,3.0,
43,0.001017275,0.000772231,23.866747480125518,12.282899133489112,19561151.9175846,7.428527016862093,-4.3509746051229,0.02009816,0.002691311,3.0,0.01387655,0.002053771,3.0,
44,0.001018684,0.0007750133,23.92604022034529,12.298014555154369,19561151.9175846,7.4216275382217,-4.275108808113671,0.02012275,0.002697949,3.0,0.01391844,0.00205657,3.0,
45,0.00102008,0.0007777399,23.983634755539644,12.312917324004076,19561151.9175846,7.414869477971465,-4.227969469089494,0.02014708,0.002704559,3.0,0.01395938,0.002059395,3.0,
46,0.001021479,0.0007793971,24.013845771048388,12.32399810251403,19561151.9175846,7.409679537373756,-4.217861860935628,0.02017173,0.002710591,3.0,0.01398639,0.002060033,3.0,
47,0.001022028,0.0007795073,24.019703735097046,12.328704758003067,19561151.9175846,7.407506111787951,-4.2204341829460645,0.02018124,0.002713356,3.0,0.01398856,0.002060127,3.0,
48,0.001022569,0.0007796175,24.025503172468227,12.333359727269995,19561151.9175846,7.405340571339607,-4.2230910162835755,0.02019062,0.002716128,3.0,0.01399073,0.00206022,3.0,
49,0.001023109,0.0007797276,24.031297915040692,12.338010051876566,19561151.9175846,7.4031849324693235,-4.225876559734957,0.02019997,0.0027189,3.0,0.0139929,0.002060314,3.0,
50,0.001023648,0.0007798378,24.037078528612803,12.34258977302341,19561151.9175846,7.401035250664094,-4.228775414092247,0.02020931,0.002721675,3.0,0.01399508,0.002060408,3.0,
51,0.001024186,0.0007799479,24.042776812844416,12.347176411102314,19561151.9175846,7.398901731099676,-4.23176694886989,0.02021862,0.002724452,3.0,0.01399725,0.002060501,3.0,
52,0.001024683,0.0007800577,24.05149582835131,12.354787901884052,19561151.9175846,7.396646894240973,-4.23650570459241,0.02022936,0.00272548,3.0,0.01399941,0.002060595,3.0,
53,0.001025219,0.0007801668,24.057180295951134,12.359322908215994,19561151.9175846,7.394525427578803,-4.239732784289259,0.02023861,0.002728256,3.0,0.01400157,0.002060689,3.0,
54,0.001025754,0.0007802756,24.062755213282703,12.363841815209538,19561151.9175846,7.392421108222682,-4.243117886270397,0.02024784,0.002731032,3.0,0.01400372,0.002060783,3.0,
55,0.001026288,0.0007803847,24.068434642323307,12.36832857033712,19561151.9175846,7.3903081515649705,-4.246625672563923,0.02025705,0.002733814,3.0,0.01400587,0.002060876,3.0,
56,0.001026821,0.0007804932,24.074016236835746,12.372783450260364,19561151.9175846,7.388213720595623,-4.250261573972622,0.02026624,0.002736594,3.0,0.01400802,0.00206097,3.0,
57,0.001027352,0.0007806017,24.07959095086362,12.377233679915578,19561151.9175846,7.386128052217424,-4.254021369274419,0.0202754,0.002739377,3.0,0.01401016,0.002061063,3.0,
58,0.001027882,0.0007807094,24.085079138065435,12.381614818600582,19561151.9175846,7.384052062789923,-4.257909656436205,0.02028452,0.002742159,3.0,0.0140123,0.002061157,3.0,
59,0.001028411,0.0007808173,24.090558316769858,12.38601640953425,19561151.9175846,7.381985196150112,-4.261930766279242,0.02029363,0.002744944,3.0,0.01401443,0.002061251,3.0,
60,0.001028939,0.0007809249,24.096017348859057,12.390361937279575,19561151.9175846,7.379932397049642,-4.26610788724048,0.02030272,0.00274773,3.0,0.01401656,0.002061344,3.0,
61,0.001029466,0.0007810331,24.101494305015486,12.39469002003757,19561151.9175846,7.377873704234185,-4.2704185264771155,0.02031179,0.002750521,3.0,0.0140187,0.002061438,3.0,
62,0.001029992,0.0007811404,24.106871572086256,12.399013574988857,19561151.9175846,7.375833736410231,-4.274875047395163,0.02032083,0.002753311,3.0,0.01402083,0.002061531,3.0,
63,0.001030516,0.0007812474,24.112244693541378,12.403306316681405,19561151.9175846,7.373802162059065,-4.279455192876966,0.02032984,0.002756101,3.0,0.01402295,0.002061624,3.0,
64,0.00103104,0.0007813544,24.117628634971165,12.407557703949134,19561151.9175846,7.371772136248424,-4.284226956507965,0.0203389,0.002758908,3.0,0.01402507,0.002061718,3.0,
65,0.001031562,0.0007814609,24.122924326011415,12.411819016146799,19561151.9175846,7.369751587048584,-4.289129693826084,0.02034794,0.002761716,3.0,0.01402719,0.002061811,3.0,
66,0.001032084,0.0007815674,24.128195418358338,12.416023620036011,19561151.9175846,7.3677447089538095,-4.294184146188051,0.02035695,0.002764526,3.0,0.0140293,0.002061905,3.0,
67,0.001032605,0.0007816743,24.133500711439375,12.42022328823685,19561151.9175846,7.365732950288053,-4.299427005970529,0.02036594,0.002767338,3.0,0.01403142,0.002062,3.0,
68,0.001033124,0.0007817807,24.138765685315548,12.424380800061108,19561151.9175846,7.363738487146488,-4.304785390582467,0.0203749,0.002770151,3.0,0.01403353,0.002062092,3.0,
69,0.001033642,0.0007818864,24.143958709605737,12.42853330520612,19561151.9175846,7.361751798097664,-4.310324953757039,0.02038384,0.002772966,3.0,0.01403563,0.002062186,3.0,
70,0.001034159,0.000781992,24.1491431169882,12.432654298849357,19561151.9175846,7.3597725374283645,-4.3160215175115155,0.02039277,0.002775783,3.0,0.01403773,0.00206228,3.0,
71,0.001034674,0.0007820975,24.154244558992094,12.436745498383065,19561151.9175846,7.357806663052346,-4.321880929778018,0.02040166,0.002778601,3.0,0.01403983,0.002062373,3.0,
72,0.001035189,0.0007822031,24.15941641064757,12.440833204953506,19561151.9175846,7.355843946356002,-4.3279079566654985,0.02041053,0.002781423,3.0,0.01404195,0.002062467,3.0,
73,0.001035703,0.0007823084,24.164518653167356,12.44487817883739,19561151.9175846,7.353884654659558,-4.334116979712384,0.02041939,0.002784247,3.0,0.01404405,0.002062563,3.0,
74,0.001036215,0.0007824132,24.16959904800504,12.448891927709544,19561151.9175846,7.351940113085625,-4.340482737086013,0.02042821,0.002787071,3.0,0.01404616,0.002062657,3.0,
75,0.001036741,0.0007825212,24.174820346874597,12.453003972977132,19561151.9175846,7.349943592966559,-4.34721978312939,0.02043728,0.002789981,3.0,0.01404832,0.002062755,3.0,
