Iteration No,Io,gain_db,gain_fo,gain_lower,gain_upper,freq_lower,freq_upper,iip3_dbm,s11_db,s12_db,s21_db,s22_db,Kf,nf_db,p_source,gm1,vdsat,vg,vd,vs,
99,0.0006118435,6.671663000000001,13.94132,3.671663,12.31463,1000000.0,2000000000.0,-1.1025082952949816,-3.07059,-65.8812,-84.2765,-9.93052e-07,2.5358955518793005,5.543183,0.002582073,0.01280125,0.05066546,0.5779892,0.4087679,0.229087,
100,0.0006075758,6.722814,13.93339,3.722814,12.28613,1000000.0,2000000000.0,-1.0728670828714897,-3.06096,-65.8814,-84.2775,-9.950089999999998e-07,2.534768582533267,5.55494,0.002563679,0.0127223,0.05058954,0.5770754,0.4085755,0.2288143,
101,0.000603355,6.773130999999999,13.92554,3.773131,12.25229,1000000.0,2000000000.0,-1.0303893969371032,-3.05395,-65.883,-84.2855,-9.961930000000001e-07,2.534560830269546,5.565886,0.002545452,0.01264519,0.05053072,0.5762138,0.4084576,0.2285334,
102,0.0005991829,6.820728,13.9196,3.820728,12.22822,1000000.0,2000000000.0,-1.0003857894371606,-3.04581,-65.8792,-84.2853,-9.98982e-07,2.5344206419718645,5.577008,0.002527524,0.01256555,0.05047689,0.575436,0.4083615,0.2282521,
103,0.0005950826,6.866765,13.91357,3.866765,12.20412,1000000.0,2000000000.0,-0.9699959634976096,-3.0382,-65.8753,-84.2851,-1.0017400000000001e-06,2.534335422419496,5.58776,0.002509903,0.01248721,0.05042387,0.5746678,0.4082758,0.2279762,
104,0.0005910546,6.911287,13.90743,3.911287,12.17999,1000000.0,2000000000.0,-0.939586538948987,-3.03111,-65.8713,-84.2847,-1.0044599999999998e-06,2.5342546581548624,5.598151,0.002492592,0.01241018,0.05037168,0.5739115,0.4081986,0.2277071,
105,0.0005871281,6.953995,13.90119,3.953995,12.15721,1000000.0,2000000000.0,-0.9101017780483005,-3.0242,-65.8666,-84.2823,-1.00734e-06,2.5339919240824473,5.608424,0.002475752,0.01233416,0.05032882,0.573283,0.4080412,0.2274796,
106,0.0005836003,6.995842,13.89171,3.995842,12.13259,1000000.0,2000000000.0,-0.9385125814109898,-3.01603,-65.8649,-84.2743,-1.0093099999999999e-06,2.5310394631993476,5.617655,0.002461052,0.01226627,0.05028579,0.5730811,0.4076718,0.2275774,
107,0.0005800601,7.033888,13.88502,4.033888,12.10953,1000000.0,2000000000.0,-0.9272633089334477,-3.01283,-65.8589,-84.2692,-1.0116799999999999e-06,2.5302707505725865,5.624212,0.002445962,0.01219843,0.0502394,0.5724835,0.40751,0.227396,
108,0.0005760954,7.016848,13.88285,4.016848,12.08817,1000000.0,2000000000.0,-0.8649633904360599,-3.0291,-65.8313,-84.2559,-1.01547e-06,2.532575919717152,5.61607,0.00242845,0.01212609,0.05017694,0.5714163,0.4078839,0.2270242,
109,0.0005722749,7.004531,13.87436,4.004531,12.05816,1000000.0,2000000000.0,-0.8241956996385653,-3.04304,-65.8122,-84.2415,-1.01786e-06,2.532780738982765,5.609485,0.002411791,0.01205502,0.05010439,0.5704368,0.4079697,0.2267236,
110,0.0005685147,7.054554,13.86493,4.054554,12.02186,1000000.0,2000000000.0,-0.7678307972944225,-3.03644,-65.8178,-84.2546,-1.0184599999999998e-06,2.533143417491301,5.621127,0.002395485,0.01198584,0.0500496,0.5695785,0.407973,0.2264498,
111,0.000564817,7.101743,13.85812,4.101743,11.99693,1000000.0,2000000000.0,-0.7313564884950381,-3.02836,-65.8169,-84.2578,-1.02088e-06,2.533302249238842,5.632829,0.002379578,0.01191454,0.05000175,0.5688385,0.4079462,0.2261844,
112,0.000561196,7.147269,13.8511,4.147269,11.97198,1000000.0,2000000000.0,-0.6982069568709903,-3.02077,-65.8159,-84.2604,-1.02325e-06,2.5333660389743953,5.644099,0.002364024,0.01184465,0.04995502,0.5681244,0.4078979,0.2259326,
113,0.0005576456,7.191196,13.84393,4.191196,11.94704,1000000.0,2000000000.0,-0.6666812443455257,-3.01368,-65.8147,-84.2626,-1.02556e-06,2.533335127899956,5.654961,0.002348784,0.01177605,0.0499092,0.5674295,0.4078439,0.2256913,
114,0.0005541532,7.234599,13.84184,4.234599,11.93075,1000000.0,2000000000.0,-0.6440041636759872,-3.00654,-65.8075,-84.2632,-1.02899e-06,2.5339285169854593,5.665685,0.002333808,0.01170939,0.04987973,0.5668127,0.4078028,0.2254541,
115,0.0005507914,7.275544,13.8315,4.275544,11.89996,1000000.0,2000000000.0,-0.6139645564857403,-3.00033,-65.8107,-84.2663,-1.0300599999999998e-06,2.53281958573512,5.675595,0.002319335,0.01164644,0.04981534,0.5660269,0.4076639,0.2252548,
116,0.0005474582,7.316084,13.82049,4.316084,11.86276,1000000.0,2000000000.0,-0.5700465330342865,-2.99673,-65.8162,-84.277,-1.0301899999999998e-06,2.5326612862920035,5.684845,0.002304956,0.01158484,0.0497664,0.5652891,0.4075948,0.225046,
117,0.0005441541,7.35445,13.8129,4.35445,11.8379,1000000.0,2000000000.0,-0.5414876512582367,-2.99138,-65.8146,-84.2783,-1.0323399999999999e-06,2.5325773010399724,5.694321,0.002290794,0.01152069,0.04972408,0.5646508,0.407546,0.2248341,
118,0.0005409036,7.391673,13.80523,4.391673,11.81307,1000000.0,2000000000.0,-0.5131734726527242,-2.98639,-65.8129,-84.2795,-1.03446e-06,2.5325104716161233,5.703515,0.002276862,0.01145753,0.0496824,0.5640215,0.4075012,0.2246268,
119,0.0005377074,7.427797,13.7975,4.427797,11.78826,1000000.0,2000000000.0,-0.48488825232365684,-2.98174,-65.8112,-84.2806,-1.03654e-06,2.5324444764449368,5.712441,0.002263162,0.01139539,0.0496413,0.5634013,0.407463,0.2244247,
120,0.0005345604,7.462925,13.78978,4.462925,11.76355,1000000.0,2000000000.0,-0.458405100845539,-2.97993,-65.8069,-84.2793,-1.03867e-06,2.5324415238124702,5.718931,0.002249669,0.01133415,0.04960076,0.562787,0.4074339,0.2242255,
121,0.0005314585,7.440138,13.78179,4.440138,11.73866,1000000.0,2000000000.0,-0.4470764762004933,-2.99619,-65.7845,-84.2599,-1.04137e-06,2.5324104175748117,5.709818,0.00223638,0.01127376,0.04956071,0.5621794,0.4074093,0.2240301,
122,0.0005283739,7.423652,13.77879,4.423652,11.72234,1000000.0,2000000000.0,-0.44607887590748874,-3.00982,-65.7585,-84.2406,-1.04517e-06,2.5328662348153452,5.702769,0.002223194,0.01121442,0.04953615,0.5616564,0.4073628,0.2238432,
123,0.0005253732,7.467813,13.7671,4.467813,11.69043,1000000.0,2000000000.0,-0.4187678400174235,-3.00222,-65.7657,-84.2466,-1.0457e-06,2.531535997780297,5.714073,0.002210311,0.01115791,0.0494768,0.5609521,0.4072093,0.2236924,
124,0.000522387,7.510906,13.75449,4.510906,11.65166,1000000.0,2000000000.0,-0.37422353372525663,-2.99763,-65.7753,-84.2607,-1.04522e-06,2.531289916753175,5.724568,0.002197439,0.01110245,0.04943185,0.5602775,0.4071557,0.2235229,
125,0.0005194182,7.551362,13.74617,4.551362,11.62654,1000000.0,2000000000.0,-0.3448837793839914,-2.99126,-65.7766,-84.2648,-1.04702e-06,2.5312447945358305,5.735116,0.002184723,0.01104437,0.04939402,0.5597005,0.407134,0.2233433,
126,0.0005164995,7.590253,13.7378,4.590253,11.60148,1000000.0,2000000000.0,-0.3158235241344016,-2.9854,-65.7778,-84.2687,-1.0487899999999997e-06,2.5312447543452556,5.745253,0.002172221,0.01098724,0.0493567,0.5591305,0.4071176,0.2231673,
127,0.0005136279,7.627727,13.7294,4.627727,11.57647,1000000.0,2000000000.0,-0.2866185244917858,-2.97999,-65.7788,-84.2724,-1.05053e-06,2.5312623888515096,5.755022,0.002159917,0.01093101,0.04931984,0.5585652,0.4071098,0.2229938,
128,0.0005108055,7.66384,13.72094,4.66384,11.55153,1000000.0,2000000000.0,-0.25812959245699574,-2.97501,-65.7796,-84.2759,-1.05223e-06,2.53126146240955,5.764432,0.002147826,0.0108757,0.0492835,0.558008,0.4071031,0.2228242,
129,0.0005080266,7.698735,13.71244,4.698735,11.52664,1000000.0,2000000000.0,-0.22960065578718059,-2.97041,-65.7802,-84.2793,-1.0539e-06,2.531272968908576,5.773528,0.002135918,0.01082122,0.04924762,0.557455,0.4071035,0.2226565,
130,0.0005052923,7.732544,13.70389,4.732544,11.50181,1000000.0,2000000000.0,-0.2019423806090117,-2.96614,-65.7808,-84.2825,-1.05554e-06,2.5312990419802524,5.78234,0.002124206,0.01076758,0.04921228,0.5569107,0.4071027,0.222493,
131,0.0005026302,7.766278,13.69735,4.766278,11.47928,1000000.0,2000000000.0,-0.17742273466072334,-2.9617,-65.7803,-84.2865,-1.0571399999999998e-06,2.5311507798506696,5.791049,0.002112733,0.0107179,0.04917259,0.5562921,0.407071,0.2223439,
132,0.000500027,7.797976,13.68492,4.797976,11.447,1000000.0,2000000000.0,-0.14609001295166024,-2.95835,-65.7864,-84.2923,-1.05728e-06,2.530236330140429,5.79915,0.002101502,0.01066877,0.04911765,0.5556098,0.4070151,0.222206,
133,0.0004974354,7.829706,13.67141,4.829706,11.40809,1000000.0,2000000000.0,-0.10241659745034326,-2.95758,-65.795,-84.3059,-1.05644e-06,2.5302925700796055,5.806766,0.00209031,0.01062033,0.04907888,0.5549878,0.4070255,0.2220546,
134,0.0004948604,7.859804,13.66264,4.859804,11.38342,1000000.0,2000000000.0,-0.07617698305975296,-2.95446,-65.7953,-84.3089,-1.05795e-06,2.5303744360024307,5.814647,0.002079279,0.01056961,0.04904578,0.5544638,0.4070378,0.2218979,
135,0.0004923217,7.889145,13.65392,4.889145,11.35887,1000000.0,2000000000.0,-0.05238708772837697,-2.95409,-65.793,-84.3094,-1.0595e-06,2.53047407855163,5.820083,0.002068411,0.01051959,0.04901307,0.5539432,0.4070535,0.2217424,
136,0.0004898225,7.860286,13.64487,4.860286,11.33417,1000000.0,2000000000.0,-0.04539441258162924,-2.97145,-65.7728,-84.2916,-1.06157e-06,2.5305186746894575,5.809786,0.002057711,0.01047032,0.04898085,0.5534334,0.4070586,0.2215922,
137,0.0004873602,7.837895,13.63753,4.837895,11.31129,1000000.0,2000000000.0,-0.042714695433829775,-2.98632,-65.754,-84.2765,-1.06351e-06,2.530227312516064,5.801547,0.002047127,0.01042413,0.04894447,0.5528581,0.4069989,0.2214614,
138,0.0004849251,7.877223,13.62404,4.877223,11.27804,1000000.0,2000000000.0,-0.016624584030410006,-2.98023,-65.7645,-84.2855,-1.06322e-06,2.5290293683585556,5.812151,0.00203666,0.01037797,0.04889242,0.5522184,0.4068929,0.2213458,
139,0.0004824908,7.915508,13.60948,4.915508,11.23819,1000000.0,2000000000.0,0.02407208703134245,-2.97719,-65.777,-84.3026,-1.0619899999999999e-06,2.5290029710164474,5.821999,0.002026165,0.01033221,0.04885638,0.5516279,0.4068887,0.2212083,
140,0.000480073,7.951349,13.6002,4.951349,11.21325,1000000.0,2000000000.0,0.04913316629932751,-2.97195,-65.7805,-84.3086,-1.0632299999999998e-06,2.5290498960781003,5.831847,0.002015818,0.01028435,0.04882564,0.5511297,0.4069015,0.2210629,
141,0.0004776937,7.985711,13.59092,4.985711,11.18842,1000000.0,2000000000.0,0.0738130076250485,-2.96717,-65.7838,-84.3144,-1.0644499999999998e-06,2.529147793876332,5.841294,0.002005632,0.01023722,0.04879528,0.5506341,0.4069198,0.220918,
142,0.0004753551,8.018741,13.58158,5.018741,11.16367,1000000.0,2000000000.0,0.09714180457729071,-2.96279,-65.7869,-84.3199,-1.0656399999999998e-06,2.529227565549435,5.850371,0.001995625,0.01019089,0.04876532,0.5501476,0.4069354,0.220778,
143,0.0004730807,8.051469,13.57407,5.051469,11.14095,1000000.0,2000000000.0,0.11722743390325263,-2.95829,-65.789,-84.3261,-1.0667599999999998e-06,2.5291043655110967,5.859341,0.001985829,0.01014808,0.04873147,0.5495861,0.4069187,0.2206513,
144,0.0004708596,8.081963,13.56022,5.081963,11.10766,1000000.0,2000000000.0,0.1437489528078828,-2.95516,-65.7984,-84.3348,-1.06624e-06,2.5282451481547072,5.867572,0.001976241,0.01010595,0.04868194,0.5489487,0.4068804,0.2205353,
145,0.0004686422,8.112378,13.54505,5.112378,11.06777,1000000.0,2000000000.0,0.179839402082834,-2.9547,-65.81,-84.3511,-1.06476e-06,2.5283423820610267,5.87532,0.001966666,0.01006416,0.04864878,0.5483811,0.4069065,0.2204049,
146,0.0004664361,8.140978,13.53563,5.140978,11.04334,1000000.0,2000000000.0,0.2011929147840732,-2.9517,-65.8125,-84.3562,-1.06585e-06,2.5285486313027383,5.883213,0.001957217,0.01002031,0.04862059,0.5479049,0.4069438,0.2202661,
147,0.0004642671,8.168835999999999,13.52613,5.168836,11.01897,1000000.0,2000000000.0,0.22023900825078613,-2.9489,-65.8149,-84.3609,-1.06688e-06,2.5286206212044564,5.890903,0.001947937,0.009977183,0.04859285,0.5474404,0.406966,0.2201329,
148,0.0004621284,8.195854,13.51664,5.195854,10.99469,1000000.0,2000000000.0,0.23880555814422166,-2.94634,-65.8172,-84.3657,-1.0679e-06,2.528766854317747,5.898365,0.001938793,0.009934642,0.04856539,0.5469774,0.4069928,0.2199998,
149,0.0004600537,8.223113999999999,13.50881,5.223114,10.97229,1000000.0,2000000000.0,0.2526196609619831,-2.94343,-65.8189,-84.371,-1.06882e-06,2.528608387456535,5.905905,0.001929865,0.009895492,0.04853442,0.5464497,0.4069701,0.2198852,
150,0.0004580255,8.248593,13.49438,5.248593,10.93888,1000000.0,2000000000.0,0.27251258271316203,-2.94185,-65.8282,-84.3794,-1.06802e-06,2.5277211118107745,5.912808,0.001921108,0.009856973,0.04848758,0.5458382,0.4069276,0.2197799,
