Corner,Temperature,vd,vg,vs,i_source,v_source,p_source,Io,gm1,gds1,vt,vdsat,cgd1,cgs1,gain_db,freq,s11_db,nf_db,iip3_dbm
tsmc065_ss,16.0,0.6817836,0.6136349,0.2568796,0.001334902,1.0,0.001334902,0.0006743797,0.01504356,0.001651002,0.5176856,0.04598378,1.227511e-13,6.664803e-14,13.36167,1000000000.0,-13.1965,3.687584,-4.833657862125932
tsmc065_ss,24.0,0.6767887,0.6131002,0.2609116,0.001333765,1.0,0.001333765,0.000673239,0.0146922,0.001627367,0.5126874,0.04725519,1.235387e-13,6.661875000000001e-14,13.28529,1000000000.0,-12.9067,3.792336,-4.806287071126285
tsmc065_ss,32.0,0.6719102,0.6125008,0.2648495,0.001332786,1.0,0.001332786,0.0006722593,0.01435491,0.001605081,0.5076724,0.04852473,1.243137e-13,6.658980999999999e-14,13.20642,1000000000.0,-12.6317,3.898184,-4.77775215764494
tsmc065_ss,40.0,0.6671618,0.6118158,0.2686825,0.001331927,1.0,0.001331927,0.0006714019,0.01403078,0.001584015,0.5026366,0.04979186,1.25074e-13,6.656122e-14,13.1253,1000000000.0,-12.3708,4.005009,-4.748269637172655
tsmc065_ss,48.0,0.6625957,0.6109747,0.2723683,0.001331077,1.0,0.001331077,0.0006705504,0.01371738,0.001563784,0.4975661,0.05105537,1.258135e-13,6.653307e-14,13.0416,1000000000.0,-12.1227,4.112923,-4.718029430844943
tsmc065_ss,56.0,0.6581659,0.6100339,0.2759441,0.001330325,1.0,0.001330325,0.0006697983,0.01341628,0.001544656,0.4924722,0.05231557,1.2653730000000002e-13,6.650531e-14,12.95621,1000000000.0,-11.8871,4.221521,-4.687153007557384
tsmc065_ss,64.0,0.6538487,0.6090228,0.2794289,0.001329712,1.0,0.001329712,0.0006692023,0.01312817,0.001526773,0.4873603,0.05357252,1.27249e-13,6.647793e-14,12.86975,1000000000.0,-11.6635,4.330474,-4.6557821159979085
tsmc065_ss,72.0,0.6497409,0.6078103,0.2827447,0.001329046,1.0,0.001329046,0.0006685318,0.01284845,0.001509395,0.4822051,0.054824,1.279361e-13,6.645106e-14,12.78111,1000000000.0,-11.4504,4.440304,-4.624012519234022
tsmc065_ss,80.0,0.6457606,0.6065023,0.2859576,0.001328482,1.0,0.001328482,0.00066797,0.01258015,0.001493057,0.477027,0.05607097,1.286092e-13,6.64246e-14,12.69158,1000000000.0,-11.2477,4.55036,-4.591920155481162
tsmc065_ss,88.0,0.6419224,0.6050776,0.2890559,0.00132799,1.0,0.00132799,0.0006674852,0.01232227,0.001477619,0.4718217,0.05731269,1.292668e-13,6.639857e-14,12.60121,1000000000.0,-11.0549,4.660606,-4.559582689811634
tsmc065_ss,96.0,0.6382301,0.6035292,0.2920362,0.001327559,1.0,0.001327559,0.0006670698,0.0120743,0.001463021,0.4665877,0.05854857,1.2990880000000001e-13,6.637296e-14,12.51012,1000000000.0,-10.8713,4.770952,-4.527046138906755
tsmc065_ss,104.0,0.6346844,0.6018547,0.2948984,0.001327185,1.0,0.001327185,0.0006667235,0.01183583,0.00144922,0.4613243,0.05977803,1.3053539999999999e-13,6.634775999999999e-14,12.4185,1000000000.0,-10.6963,4.881291,-4.494356261089159
tsmc065_ss,112.0,0.631285,0.6000527,0.2976423,0.001326866,1.0,0.001326866,0.0006664475,0.01160648,0.001436183,0.456031,0.06100048,1.311472e-13,6.632297e-14,12.3265,1000000000.0,-10.5295,4.991524,-4.46156506107404
tsmc065_ss,120.0,0.6280315,0.5981219,0.3002685,0.001326602,1.0,0.001326602,0.0006662428,0.01138591,0.001423874,0.4507073,0.06221528,1.3174440000000002e-13,6.629856e-14,12.23429,1000000000.0,-10.3704,5.10156,-4.428684101373619
