Iteration No,Io,conv_gain_db,iip3_dbm,iip2_dbm,nf_db,p_src,gm1,vdsat1,vg1,vd1,bb_BW,gm2,gds1,
45,0.0001997694,8.989485332947387,-4.0455293052730354,56.05875054854003,19.41989896868943,0.0006487934,0.003682991,0.05870204,0.3534139,0.2778892,9999000.0,0.001483711,0.0005065491,
46,0.0001992032,8.999331552508812,-4.060109162067334,56.069339989484135,19.378090014955674,0.0006474367,0.003679093,0.05857148,0.352895,0.2768195,9999000.0,0.001486296,0.000506393,
47,0.0001986454,9.008917122403572,-4.074280252562531,56.08041559860075,19.337188272939393,0.0006461328,0.003675139,0.05844494,0.3523937,0.2757196,9999000.0,0.001488762,0.0005062542,
48,0.0001981141,9.018682284541132,-4.089118048347331,55.97208623656795,19.29628685619872,0.0006449442,0.003671518,0.05832135,0.3519062,0.2745772,9999000.0,0.001491316,0.0005061916,
49,0.0001975936,9.028066687310144,-4.102854051844375,55.984146172514926,19.256417556966777,0.0006437967,0.003667884,0.05820164,0.3514336,0.2734349,9999000.0,0.001493784,0.0005061359,
50,0.0001970909,9.037442805276232,-4.116744170984376,55.99580156260515,19.216661524165453,0.000642737,0.003664449,0.05808443,0.3509732,0.2722498,9999000.0,0.001496262,0.000506138,
51,0.0001966016,9.046808717124588,-4.129935713956115,56.007744864146844,19.177746348240888,0.00064174,0.0036611,0.05797033,0.3505261,0.2710437,9999000.0,0.001498694,0.0005061716,
52,0.0001961334,9.056043181790322,-4.125992640008306,55.63264161766446,19.139234142690512,0.0006408292,0.003657985,0.05785918,0.3500919,0.2698161,9999000.0,0.001501147,0.0005062576,
53,0.0001956586,9.065328731901909,-4.140660178897676,55.64370889766842,19.10130175400865,0.0006399277,0.003654614,0.05775064,0.3496704,0.2685484,9999000.0,0.001503474,0.0005063383,
54,0.0001951611,9.074422474522512,-4.078397546116783,55.53901338191264,19.06370625271332,0.0006390096,0.003650727,0.0576441,0.3492629,0.2671884,9999000.0,0.001507535,0.000506407,
55,0.0001947285,9.083383541493625,-4.094463143560091,55.43806853105838,19.026836431094928,0.0006382681,0.003647784,0.05754238,0.3488702,0.2659075,9999000.0,0.001509399,0.0005065735,
56,0.0001942976,9.092396966796034,-4.111388413146301,55.44853903143445,18.990653217592794,0.0006375527,0.003644783,0.0574423,0.3484851,0.2645989,9999000.0,0.001511277,0.0005067546,
57,0.0001939002,9.101403101213853,-4.127047549148614,55.459478916408074,18.95482325446805,0.0006369643,0.003642243,0.05734554,0.3481154,0.2632706,9999000.0,0.001513354,0.000507021,
58,0.0001935055,9.110216646979438,-4.1428743250917535,55.47074992115881,18.919510895689232,0.000636397,0.003639628,0.05725118,0.3477561,0.2619316,9999000.0,0.001515431,0.000507292,
59,0.0001931072,9.11902054107008,-4.158756259637357,55.481693226187986,18.884744215060834,0.0006358383,0.003636852,0.05715858,0.347405,0.2605678,9999000.0,0.001517471,0.0005075631,
60,0.0001927358,9.127574034649017,-4.174306594068284,55.3818359594503,18.850414478977253,0.000635383,0.003634404,0.05706953,0.3470705,0.2591911,9999000.0,0.001519624,0.0005078985,
61,0.0001923776,9.136241416759065,-4.189985178504273,55.39297116123919,18.816456538529273,0.0006349998,0.003632113,0.05698235,0.3467461,0.2577773,9999000.0,0.001521817,0.000508287,
62,0.0001920359,9.144720062677608,-4.206593294499953,55.40420787927225,18.78304706527191,0.0006346697,0.003630004,0.0568976,0.3464312,0.2563728,9999000.0,0.001524045,0.0005087055,
63,0.000191689,9.153190149774101,-4.215436154937109,55.306756140439546,18.749790980590948,0.0006343587,0.003627705,0.05681479,0.3461276,0.2549224,9999000.0,0.001526203,0.0005091349,
64,0.0001913597,9.161470798394188,-4.227238164910396,55.3184118217514,18.717127372450104,0.0006341073,0.003625624,0.05673416,0.3458328,0.2534788,9999000.0,0.001528383,0.0005096013,
65,0.0001910519,9.16962207315251,-4.238870841260663,55.43873320167286,18.68502181398703,0.0006339278,0.003623788,0.05665668,0.3455514,0.2520441,9999000.0,0.001530642,0.0005101087,
66,0.0001907383,9.177717720031307,-4.250106733889112,55.56745703344639,18.653179569883495,0.0006337547,0.003621742,0.05658125,0.3452809,0.2505832,9999000.0,0.001532754,0.0005106138,
67,0.0001904724,9.185434146658451,-4.352668113144631,55.46754342429253,18.621961854625734,0.0006337218,0.003620467,0.05650831,0.3450189,0.2491566,9999000.0,0.001535106,0.0005112177,
68,0.0001901676,9.193444396263217,-4.366809640896967,55.4792934745511,18.5911245318325,0.0006336392,0.003618464,0.05643566,0.3447666,0.2476028,9999000.0,0.00153912,0.0005118085,
69,0.0001899245,9.201327836543518,-4.3804208823450494,55.60202086071922,18.560620855697078,0.0006337337,0.003617421,0.05636699,0.3445278,0.2461215,9999000.0,0.001541084,0.0005125042,
70,0.000189694,9.208821666675371,-4.393408315971001,55.50280023713296,18.531297287124673,0.0006338629,0.00361653,0.05629989,0.3442943,0.2446589,9999000.0,0.001543391,0.0005132209,
71,0.0001894895,9.21688018786038,-4.3217460731334185,55.62629756712185,18.50054360104748,0.0006341582,0.00361613,0.05623343,0.3440716,0.2430833,9999000.0,0.001546233,0.0005140923,
72,0.0001892501,9.224140937187343,-4.3287626289637515,55.52951797317061,18.470375215698105,0.000634313,0.003615098,0.05616581,0.3438384,0.2415469,9999000.0,0.001548759,0.0005148567,
73,0.0001891232,9.231724347970193,-4.33988314509763,55.200128665332954,18.440089351300273,0.0006348179,0.003615724,0.05610832,0.3436512,0.2400843,9999000.0,0.001549671,0.000515835,
74,0.0001888568,9.23852658667415,-4.3481871380296155,55.20972913209587,18.411941023732638,0.0006348758,0.003613961,0.05604476,0.343434,0.238586,9999000.0,0.001551582,0.0005164969,
75,0.000188689,9.246316187222554,-4.361383226004577,55.220582179234896,18.38316234635839,0.0006353655,0.003613735,0.05598946,0.3432682,0.2369646,9999000.0,0.001554191,0.0005174881,
76,0.0001885901,9.254220456254723,-4.3636611360310695,55.56289273124804,18.355268681701247,0.0006360556,0.003614886,0.05593247,0.3430896,0.2353846,9999000.0,0.001557022,0.0005186584,
77,0.0001884739,9.2616270627993,-4.372912418074257,55.57715843457963,18.32807746708186,0.0006367065,0.003615468,0.05588062,0.3429371,0.2338049,9999000.0,0.001559688,0.000519769,
78,0.0001883035,9.268546927462943,-4.3838165914614535,55.05333557066892,18.301279572959967,0.0006371451,0.003615062,0.05582726,0.3427721,0.2322716,9999000.0,0.001561968,0.000520715,
79,0.0001881521,9.275582679348942,-4.392859401552194,54.96039764226829,18.274883518840767,0.00063767,0.003614915,0.05577616,0.3426197,0.2307201,9999000.0,0.001564318,0.0005217283,
80,0.000187999,9.282432670386353,-4.398118198102274,55.07310608224067,18.248907274655075,0.0006381906,0.00361467,0.05572636,0.3424727,0.2291775,9999000.0,0.001566619,0.0005227365,
81,0.0001878531,9.289216973832206,-4.405245540680269,54.980461422024334,18.22315711986685,0.0006387457,0.003614527,0.05567721,0.3423288,0.2276295,9999000.0,0.001568915,0.0005237782,
82,0.0001877396,9.295758312879876,-4.428468417719515,55.092939858176976,18.197931968086273,0.0006394148,0.003614845,0.05563149,0.3422017,0.2260922,9999000.0,0.001571382,0.0005248988,
83,0.0001876474,9.302419747564343,-4.438381751185112,55.000597864479275,18.172582868482596,0.0006401617,0.003615547,0.05558628,0.3420767,0.224554,9999000.0,0.001573974,0.0005260915,
84,0.0001875543,9.30865355058765,-4.490649645448961,55.802721593868824,18.147789775793555,0.0006409099,0.003616113,0.05554344,0.341963,0.2230269,9999000.0,0.001576527,0.0005272753,
85,0.0001874998,9.315124959480181,-4.491708512765641,55.81452493934091,18.123182733499863,0.0006418084,0.003617377,0.05550168,0.3418558,0.221484,9999000.0,0.00157933,0.0005285905,
86,0.0001874483,9.321297068291294,-4.492675294748423,55.82727252970909,18.09840850422291,0.0006427163,0.003618642,0.05546105,0.3417533,0.2199519,9999000.0,0.001582172,0.0005299159,
87,0.0001873965,9.32758106054841,-4.493068119876362,55.83964677811514,18.07422262728903,0.0006436486,0.003619862,0.05542132,0.3416566,0.2183996,9999000.0,0.001585013,0.0005312693,
88,0.0001873652,9.33368102439321,-4.4931414672655166,55.851845733966144,18.050594884742203,0.000644643,0.003621383,0.05538349,0.341568,0.2168714,9999000.0,0.001587989,0.0005326683,
89,0.0001873478,9.339539880865487,-4.565687648546373,55.74243874611855,18.027004988238737,0.00064569,0.003623117,0.05534677,0.3414844,0.2153491,9999000.0,0.001591129,0.0005341134,
90,0.0001873304,9.345392699399502,-4.573148360608137,55.75376961962232,18.003999040326086,0.0006467443,0.003624791,0.05531128,0.341407,0.213829,9999000.0,0.001594353,0.0005355682,
91,0.0001873234,9.350944834296541,-4.5781819326998345,55.655732269090834,17.981101453618464,0.0006478442,0.003626601,0.05527721,0.3413367,0.2123102,9999000.0,0.00159777,0.0005370634,
92,0.0001873886,9.35679483932281,-4.584827430643102,55.776699704892536,17.95832026789351,0.0006491469,0.003629676,0.05524555,0.3412734,0.2108701,9999000.0,0.00159869,0.0005387015,
93,0.000187424,9.361456787530933,-4.5911782607241065,55.67969755543004,17.935102125157037,0.0006503771,0.003632147,0.05521462,0.341216,0.2093999,9999000.0,0.00160168,0.0005402962,
94,0.000187597,9.366924706272933,-4.600922555956956,55.69231783877265,17.91168008742487,0.0006520716,0.00363701,0.05518953,0.3411881,0.2079608,9999000.0,0.001605567,0.000542251,
95,0.0001876819,9.37163714969292,-4.605173533329612,55.81630344749382,17.889790633486907,0.0006534508,0.003640073,0.0551662,0.3411665,0.2065613,9999000.0,0.001608837,0.0005439251,
96,0.0001876631,9.37739979809611,-4.610260801582449,55.82623404879833,17.868331488218285,0.0006546221,0.003641471,0.05513635,0.3411232,0.2049725,9999000.0,0.001611386,0.0005455301,
97,0.0001875649,9.38248911496144,-4.609902305654572,55.83536705328686,17.847889686896828,0.0006554674,0.00364152,0.05510193,0.3410496,0.2034442,9999000.0,0.001613384,0.0005468892,
98,0.0001877516,9.38830342500173,-4.623403855779827,55.848485682457394,17.824535912319178,0.0006572779,0.003646705,0.05507587,0.3410189,0.2019589,9999000.0,0.00161747,0.0005490197,
99,0.0001878392,9.393237347395669,-4.62309674271313,54.849477867388146,17.803304208548848,0.0006587449,0.003649896,0.05505116,0.3409934,0.2004979,9999000.0,0.001620687,0.000550853,
100,0.0001879019,9.397746098794899,-4.577105030290326,54.76074170564556,17.783250596778718,0.0006601506,0.003652584,0.05502692,0.3409716,0.1990205,9999000.0,0.001623474,0.0005526505,
101,0.0001878936,9.402255539654048,-4.56981244138386,54.76539444328915,17.76317886488592,0.0006612387,0.003654067,0.05499841,0.3409195,0.1976251,9999000.0,0.001626,0.0005541971,
102,0.0001880108,9.406213447048737,-4.575911883504311,54.77403804442794,17.74346322492374,0.0006628148,0.003657662,0.05497718,0.3409101,0.196199,9999000.0,0.001629399,0.0005561331,
103,0.0001882807,9.41179080850613,-4.591467707949008,54.784168015446,17.72068905656605,0.0006649429,0.003664212,0.05495638,0.3409047,0.1947517,9999000.0,0.001634102,0.0005585668,
104,0.0001884083,9.41611947174323,-4.5978522468812955,54.69890994679936,17.700511076632043,0.0006665724,0.003667943,0.05493656,0.3409024,0.1933323,9999000.0,0.001637627,0.0005605702,
105,0.0001885382,9.420266202822752,-4.6039725770159095,54.802852341964424,17.680762539212385,0.0006682153,0.003671659,0.05491793,0.3409059,0.1919217,9999000.0,0.001641186,0.0005625902,
106,0.0001886816,9.42435525869346,-4.599260527250273,54.809881556638786,17.661077889570784,0.0006699087,0.003675597,0.05490014,0.3409132,0.1905208,9999000.0,0.001644902,0.0005646617,
107,0.0001888385,9.428383178308845,-4.601305521796462,54.71991140180978,17.641523847284187,0.0006716544,0.003679753,0.05488325,0.3409249,0.1891279,9999000.0,0.001648786,0.0005667864,
108,0.0001889992,9.43223207936523,-4.603507497154368,54.72700176723036,17.62212268472205,0.0006734194,0.003683934,0.0548674,0.3409416,0.1877429,9999000.0,0.00165278,0.0005689357,
109,0.0001892192,9.435962804168616,-4.605201926318976,54.733752188299505,17.602823446015563,0.000675331,0.003689158,0.05485349,0.3409624,0.1864482,9999000.0,0.001654404,0.0005711756,
110,0.0001894113,9.439514464347168,-4.606511637809376,54.667327523460045,17.583758041820282,0.0006771953,0.003693847,0.05483962,0.340987,0.185105,9999000.0,0.001658043,0.0005734149,
111,0.000189625,9.443126559888919,-4.452376773196136,54.67452715335949,17.564754498310307,0.0006791433,0.003698906,0.05482679,0.3410169,0.1837669,9999000.0,0.001661828,0.0005757362,
112,0.0001898506,9.446560242855838,-4.458722861282887,54.682664412357866,17.545858061817306,0.0006811309,0.003704152,0.05481487,0.3410507,0.1824462,9999000.0,0.00166568,0.0005780969,
113,0.0001900814,9.449934891178977,-4.572117576627015,54.77673882107271,17.527101937867815,0.0006831386,0.003709477,0.05480335,0.3410858,0.1811366,9999000.0,0.001669547,0.0005804867,
114,0.000190321,9.453070666061365,-4.57392544874687,54.78436589532494,17.50845130366048,0.0006851793,0.003714912,0.05479309,0.3411268,0.1798406,9999000.0,0.001673459,0.0005829096,
115,0.0001905711,9.456147224339476,-4.57580909642742,54.7913878266105,17.48994235388792,0.0006872626,0.00372051,0.05478362,0.3411718,0.1785526,9999000.0,0.001677424,0.0005853803,
116,0.0001908322,9.459046465335268,-4.577667228928732,54.79838061383262,17.471614895634,0.0006893811,0.003726277,0.05477506,0.3412204,0.177283,9999000.0,0.001681448,0.0005878869,
117,0.0001911055,9.46206458178873,-4.580291197924609,55.46602096250456,17.453369820036336,0.0006915532,0.00373225,0.05476712,0.3412723,0.1760157,9999000.0,0.001685558,0.0005904559,
118,0.0001913824,9.464785462239163,-4.6034895776559,55.47416412663452,17.435205740579377,0.0006937395,0.003738258,0.05475987,0.3413271,0.1747612,9999000.0,0.001689681,0.0005930469,
119,0.0001916798,9.467567492649591,-4.604915802378997,55.48177645668659,17.417113113756884,0.0006959976,0.003744626,0.0547534,0.3413852,0.1735216,9999000.0,0.001693948,0.0005957093,
120,0.0001919816,9.470230321982417,-4.605905424124842,55.489660124036874,17.399123468744136,0.000698276,0.003751041,0.05474768,0.3414468,0.1722912,9999000.0,0.001698234,0.0005984015,
121,0.0001922893,9.472774084062767,-4.6069700532037245,55.497269451329885,17.381302081646133,0.0007005787,0.003757533,0.05474267,0.3415116,0.1710716,9999000.0,0.001702544,0.0006011261,
122,0.0001926033,9.475200518975145,-4.60796482204033,55.608907548196214,17.363552580241713,0.0007029078,0.003764127,0.05473807,0.341578,0.1698609,9999000.0,0.001706887,0.0006038892,
123,0.0001929311,9.477626860443944,-4.609277747263256,55.511995783631505,17.345875127876084,0.0007052893,0.003770939,0.05473446,0.3416491,0.1686618,9999000.0,0.001711328,0.0006067078,
124,0.0001932663,9.479874299943361,-4.609528308124467,55.623487768416055,17.328375855288293,0.0007076992,0.003777849,0.05473172,0.3417243,0.1674749,9999000.0,0.001715794,0.0006095618,
125,0.000193611,9.482005646065666,-4.610380228148202,55.630445576199605,17.31086244454723,0.0007101399,0.00378493,0.0547292,0.3417994,0.1663038,9999000.0,0.001720335,0.0006124558,
126,0.0001939664,9.484136741867324,-4.61103512731593,55.533073188000955,17.293409891666023,0.0007126321,0.003792181,0.05472745,0.3418789,0.1651338,9999000.0,0.001724946,0.0006154137,
127,0.00019432,9.486090361154417,-4.611489311545441,55.6441863261025,17.276027953525073,0.0007151183,0.003799381,0.05472592,0.3419587,0.1639759,9999000.0,0.001729538,0.0006183821,
128,0.0001946799,9.488043926410377,-4.6121797040767305,55.65081105864573,17.258796167914543,0.0007176379,0.003806675,0.05472496,0.3420414,0.1628212,9999000.0,0.001734162,0.0006213998,
129,0.0001950487,9.489879993959836,-4.612531709409481,55.552840800569584,17.241630170407507,0.0007201899,0.003814105,0.05472467,0.3421269,0.1616797,9999000.0,0.001738839,0.0006244587,
130,0.0001954302,9.491599599500404,-4.612882780981664,55.55920202998749,17.224461041140625,0.0007227849,0.003821739,0.0547252,0.3422158,0.1605551,9999000.0,0.001743613,0.0006275647,
131,0.0001958167,9.493317501964697,-4.612928597225036,55.66972269616166,17.20743163185838,0.000725401,0.003829445,0.05472614,0.3423063,0.1594405,9999000.0,0.001748409,0.0006307059,
132,0.0001962017,9.49479807420994,-4.612868904789082,55.01414813974844,17.190544374882247,0.0007280082,0.003837108,0.05472727,0.3423966,0.1583414,9999000.0,0.001753168,0.0006338534,
133,0.0001966022,9.496280246044863,-4.5850850445497,55.018704815929595,17.173693974176302,0.0007306734,0.003845034,0.05472908,0.3424899,0.1572537,9999000.0,0.001758045,0.0006370669,
134,0.000197005,9.497703767659996,-4.572053596475158,55.02521010870895,17.156875117159746,0.0007333572,0.003852976,0.05473144,0.3425861,0.1561697,9999000.0,0.001762936,0.0006403189,
135,0.0001974214,9.498892526857995,-4.573097004890691,55.03032915919104,17.14013535752468,0.0007360791,0.003861136,0.05473466,0.3426853,0.1551103,9999000.0,0.001767916,0.0006436066,
136,0.000197852,9.50014192899154,-4.559119903787661,55.03542335440764,17.123441761683466,0.0007388578,0.00386955,0.05473822,0.3427858,0.1540581,9999000.0,0.001773004,0.0006469657,
137,0.0001982861,9.501332007984258,-4.565073272896207,55.040430986660766,17.106792895395554,0.0007416567,0.00387801,0.05474217,0.3428881,0.1530118,9999000.0,0.001778114,0.0006503653,
138,0.000198723,9.502403684085982,-4.564791861727571,54.948463477215554,17.09020823179037,0.0007444738,0.003886508,0.05474632,0.3429912,0.1519703,9999000.0,0.00178324,0.0006538059,
139,0.0001991775,9.503419349642346,-4.557504620460634,55.049751125615416,17.073575035330137,0.0007473573,0.003895299,0.05475141,0.3430986,0.1509408,9999000.0,0.001788492,0.0006573199,
140,0.0001996278,9.50431508050676,-4.558843257888711,55.05442333782878,17.057088732138123,0.0007502224,0.003904003,0.05475647,0.3432048,0.1499251,9999000.0,0.001793702,0.0006608357,
141,0.0002000861,9.505152647897088,-4.548370031696166,54.86062099200754,17.04063451800055,0.0007531222,0.003912826,0.05476215,0.3433139,0.1489176,9999000.0,0.001798969,0.0006644026,
142,0.0002005488,9.505873072325063,-4.547899178371679,54.86461613681175,17.02423605417912,0.0007560407,0.003921705,0.05476834,0.3434251,0.1479206,9999000.0,0.001804264,0.0006680048,
143,0.0002010163,9.50653533060406,-4.562833010423013,54.868561275443795,17.00791217614404,0.0007589801,0.003930656,0.0547748,0.3435371,0.146932,9999000.0,0.00180959,0.0006716489,
144,0.0002014921,9.507198892852294,-4.549159866322086,54.96987448143199,16.991660766374824,0.000761952,0.00393975,0.05478156,0.3436499,0.145954,9999000.0,0.001814972,0.0006753427,
145,0.0002019727,9.50768535912643,-4.544083258324548,55.07090614227606,16.975426540669815,0.0007649449,0.003948907,0.05478878,0.3437647,0.1449852,9999000.0,0.001820384,0.0006790766,
146,0.0002024673,9.508233647583099,-4.584887043843118,55.07460928180828,16.959169616807447,0.0007679909,0.003958302,0.05479658,0.3438819,0.1440275,9999000.0,0.001825908,0.0006828774,
147,0.0002029575,9.508542245476853,-4.57349155264918,55.07826318753082,16.943043979507294,0.0007710255,0.003967592,0.05480462,0.3439998,0.1430776,9999000.0,0.001831382,0.0006866925,
148,0.0002034625,9.50891361532838,-4.532833268647671,55.081518603157576,16.92697641123379,0.0007741163,0.00397715,0.05481296,0.3441186,0.1421382,9999000.0,0.001836973,0.0006905804,
149,0.000203977,9.509226304860668,-4.530562629239441,55.08530181295242,16.91091000833239,0.0007772419,0.003986859,0.05482182,0.3442393,0.141211,9999000.0,0.001842635,0.0006945183,
