Iteration No,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,
1,1.465477846799608,0.5363489536908251,0.0,0.0,0.8843165931087826,0.0448123,0.0,
2,1.3242616718888272,0.4928525597767765,0.0,0.0,0.7860270121120505,0.045382099999999995,0.0,
3,1.189217047052311,0.46370139420990575,0.0,0.0,0.6787959328424051,0.04671972,0.0,
4,1.0906110075913247,0.4536917953972152,0.0,0.0,0.5888290321941094,0.048090179999999996,0.0,
5,1.0320399694439553,0.45341277222966503,0.0,0.0,0.5298009372142902,0.048826259999999996,0.0,
6,0.9966054650543619,0.4513850451317194,0.0,0.0,0.4964444599226425,0.04877596,0.0,
7,0.9725976543498586,0.4461165530442815,0.0,0.0,0.47822726130557713,0.04825384,0.0,
8,0.9552954758810386,0.44072368199709544,0.0,0.0,0.4669863138839432,0.04758548,0.0,
9,0.9417315338882211,0.4365325353304759,0.0,0.0,0.45822567855774515,0.04697332,0.0,
10,0.930003477925086,0.43348684524285197,0.0,0.0,0.4500649126822341,0.04645172,0.0,
11,0.9192369270186166,0.4312092057693038,0.0,0.0,0.44200074124931277,0.04602698,0.0,
12,0.909157464965644,0.4294057776628602,0.0,0.0,0.4340755273027838,0.04567616,0.0,
13,0.8996956098795867,0.4278872035816946,0.0,0.0,0.42643418629789215,0.04537422,0.0,
14,0.8908383258627396,0.4265439961176599,0.0,0.0,0.4191896497450796,0.04510468,0.0,
15,0.8825351032567178,0.42531075714100847,0.0,0.0,0.4123679461157093,0.0448564,0.0,
16,0.8747546186760786,0.42415692776270525,0.0,0.0,0.40597605091337335,0.044621640000000004,0.0,
17,0.8674195367985128,0.42305219084013285,0.0,0.0,0.39997124595837996,0.0443961,0.0,
18,0.8604861938511597,0.4219920526103677,0.0,0.0,0.394316181240792,0.04417796,0.0,
19,0.8538914275972898,0.4209635177764845,0.0,0.0,0.3889621298208053,0.043965779999999996,0.0,
20,0.8476103189470436,0.4199707766791105,0.0,0.0,0.38387964226793325,0.0437599,0.0,
21,0.8415933620285548,0.4190092625883097,0.0,0.0,0.3790238594402451,0.04356024,0.0,
22,0.8357952108596444,0.4180746430914077,0.0,0.0,0.3743548077682367,0.043365759999999996,0.0,
23,0.8302041476493632,0.4171625905266451,0.0,0.0,0.3698650771227181,0.04317648,0.0,
24,0.8248041853556889,0.41627724975204156,0.0,0.0,0.3655357556036473,0.04299118,0.0,
25,0.8195748338749369,0.41541004200100506,0.0,0.0,0.3613538718739318,0.04281092,0.0,
26,0.8144943640951436,0.4145693327517886,0.0,0.0,0.35728989134335504,0.04263514,0.0,
27,0.8095406361682752,0.41373817276613484,0.0,0.0,0.35333934340214035,0.04246312,0.0,
28,0.8047123476287268,0.41292493968773475,0.0,0.0,0.34949190794099205,0.0422955,0.0,
29,0.799997140567039,0.41213375218527254,0.0,0.0,0.34573180838176637,0.04213158,0.0,
30,0.7953832867849451,0.4113561310219611,0.0,0.0,0.34205559576298394,0.041971560000000005,0.0,
31,0.7908718682879745,0.41058787261543844,0.0,0.0,0.33846885567253604,0.04181514,0.0,
32,0.786451916087323,0.40982893482762855,0.0,0.0,0.33496156125969445,0.04166142,0.0,
33,0.7821210399247018,0.4090834701677463,0.0,0.0,0.3315278697569556,0.041509700000000004,0.0,
34,0.7778599564034634,0.40834720994842827,0.0,0.0,0.3281509664550351,0.04136178,0.0,
35,0.7736771148789097,0.40761183508008947,0.0,0.0,0.3248473397988202,0.04121794,0.0,
36,0.7695713141758144,0.4068856552324842,0.0,0.0,0.3216092589433302,0.0410764,0.0,
37,0.7655338180826496,0.4061686408348243,0.0,0.0,0.3184281772478253,0.040937,0.0,
38,0.7615628428398181,0.4054607258292589,0.0,0.0,0.31529051701055927,0.040811599999999996,0.0,
39,0.7576502268521772,0.40475776236973227,0.0,0.0,0.31221158448244496,0.040680879999999996,0.0,
40,0.7537806163394839,0.4040597489689503,0.0,0.0,0.3091689273705337,0.04055194,0.0,
41,0.7499714651645901,0.4033666732662528,0.0,0.0,0.30617871189833723,0.040426079999999996,0.0,
42,0.7462350355713789,0.4026826313731367,0.0,0.0,0.3032493641982422,0.04030304,0.0,
43,0.7425451693331394,0.40200757205792614,0.0,0.0,0.3003538372752132,0.04018376,0.0,
44,0.7388986286403978,0.40134567071441024,0.0,0.0,0.29748435792598754,0.040068599999999996,0.0,
45,0.7353147890494696,0.4007009778035075,0.0,0.0,0.29465993124596207,0.039953880000000004,0.0,
46,0.7317578708297908,0.4000445631660792,0.0,0.0,0.2918726676637116,0.03984064,0.0,
47,0.7282804900357214,0.3994055251730952,0.0,0.0,0.2891458848626262,0.03972908,0.0,
48,0.7247964581105057,0.3987545143639245,0.0,0.0,0.2864191237465813,0.03962282,0.0,
49,0.7214087779771089,0.39812888751265707,0.0,0.0,0.2837611704644518,0.03951872,0.0,
50,0.7180327612592814,0.39750381298158455,0.0,0.0,0.2811107682776968,0.039418180000000004,0.0,
51,0.7147161620744199,0.3968794188583608,0.0,0.0,0.2785164232160592,0.039320320000000006,0.0,
52,0.7114394107266793,0.3962637878806452,0.0,0.0,0.2759489428460341,0.03922668,0.0,
53,0.7081965881404493,0.3956447512065394,0.0,0.0,0.2734201169339099,0.039131719999999995,0.0,
54,0.7049844718793872,0.3950385016984992,0.0,0.0,0.27091375018088804,0.03903222,0.0,
55,0.7018425593067535,0.39444109723375836,0.0,0.0,0.2684557620729952,0.0389457,0.0,
56,0.6987432700531173,0.3938402022135977,0.0,0.0,0.26604354783951956,0.03885952,0.0,
57,0.6956747168836132,0.3932397932524098,0.0,0.0,0.2636548836312033,0.03878004,0.0,
58,0.6926540499139863,0.3926522235347041,0.0,0.0,0.26130072637928214,0.038701099999999995,0.0,
59,0.6896696849327169,0.3920652972619946,0.0,0.0,0.2589829476707223,0.03862144,0.0,
60,0.6867365229552158,0.3914950643567322,0.0,0.0,0.25669429859848353,0.038547160000000004,0.0,
61,0.6838231947846805,0.390917238882729,0.0,0.0,0.2544304359019515,0.03847552,0.0,
62,0.6809623135062867,0.39035199582149277,0.0,0.0,0.2522031376847939,0.03840718,0.0,
63,0.6781111887211231,0.3897873233483933,0.0,0.0,0.24998606537272985,0.0383378,0.0,
64,0.6753157116037278,0.38923528010705416,0.0,0.0,0.2478084914966736,0.03827194,0.0,
65,0.6725703627223014,0.38869186178983267,0.0,0.0,0.24566812093246876,0.03821038,0.0,
66,0.6698451166568126,0.38815215199791286,0.0,0.0,0.24354530465889965,0.03814766,0.0,
67,0.6671963271978189,0.3876377235561032,0.0,0.0,0.24146412364171563,0.03809448,0.0,
