Iteration No,Io,conv_gain_db,iip3_dbm,iip2_dbm,nf_db,p_src,gm1,vdsat1,vg1,vd1,bb_BW,gm2,gds1,
27,0.0002062881,9.061672321072308,-3.5095204766454913,57.31087897159085,14.97684091975572,0.0006812066,0.003533983,0.06431287,0.3769952,0.2735129,9999000.0,0.001249376,0.0004978459,
28,0.0002047493,9.098911406309417,-3.4975205877958757,57.15415754967752,15.003201135666085,0.0006767634,0.00351644,0.06413356,0.376403,0.2722847,9999000.0,0.001245405,0.0004957551,
29,0.0002038269,9.12782416109029,-3.5161955770606568,57.10986851583846,15.007332483481683,0.0006740308,0.0035086,0.06396774,0.3758235,0.2715452,9999000.0,0.001243579,0.0004947724,
30,0.0002031466,9.155326792346637,-3.5530954720315435,57.14367057648168,14.987315998355534,0.0006719828,0.003505553,0.06378666,0.375175,0.270913,9999000.0,0.001243204,0.0004943759,
31,0.0002015842,9.193609295690177,-3.5389837319958275,57.18060776881224,15.014516513805379,0.000667499,0.003487075,0.06361269,0.3745988,0.2696204,9999000.0,0.001239073,0.0004922047,
32,0.0002010708,9.21803034441005,-3.588565531839542,57.11935870532804,14.960241550861467,0.0006656421,0.003488417,0.06339351,0.3737616,0.2694393,9999000.0,0.001240865,0.0004920964,
33,0.0001995012,9.257053367107318,-3.5744126835374317,57.14251316221748,14.989756268522116,0.0006611662,0.003469411,0.06322407,0.3731998,0.2680948,9999000.0,0.001236636,0.0004898919,
34,0.0001979485,9.296620724418052,-3.5460254153691295,57.030213924883824,15.023714227520495,0.0006567702,0.00345049,0.0630569,0.372647,0.2667074,9999000.0,0.001232416,0.0004877292,
35,0.0001976366,9.314691507426925,-3.609627039324323,56.99505907411225,14.931420833269286,0.0006554433,0.003454073,0.06285935,0.3718642,0.2667643,9999000.0,0.001237047,0.0004878438,
36,0.0001960708,9.355059923287927,-3.5927811765945137,57.060996639380505,14.964737010103995,0.0006510323,0.003434553,0.06269639,0.3713248,0.2653299,9999000.0,0.001232675,0.0004856339,
37,0.0001945151,9.396009117448887,-3.550363608732603,56.93595658563086,15.0028750431101,0.000646678,0.003415028,0.06253513,0.3707925,0.263851,9999000.0,0.001228281,0.0004834526,
38,0.0001935866,9.426532238597193,-3.5489372213830563,56.91858234254781,15.0182289602287,0.0006439973,0.00340556,0.0623888,0.3702702,0.2630049,9999000.0,0.001226151,0.0004823494,
39,0.0001933523,9.446337223490463,-3.6372367874138547,57.02082434917919,14.951108388951369,0.0006431016,0.003409765,0.06220498,0.3695475,0.2627976,9999000.0,0.00122946,0.00048274,
40,0.0001917508,9.489127453925427,-3.5957985948852595,56.982401314498844,14.989657036970927,0.0006386363,0.003389017,0.06204743,0.369026,0.2612463,9999000.0,0.001224813,0.0004804382,
41,0.0001901707,9.532348538198903,-3.5389795225647447,56.88563073879244,15.033417837740666,0.0006342578,0.003368438,0.06189215,0.3685132,0.2596624,9999000.0,0.001220187,0.0004781837,
42,0.0001900997,9.541199219636226,-3.6560404375449096,57.004507149220274,14.904139522017928,0.0006336246,0.003374252,0.06173087,0.3678346,0.2599387,9999000.0,0.00122767,0.0004785612,
43,0.0001884899,9.586002478256473,-3.605173653927551,57.03156067621936,14.947304648841964,0.0006291877,0.00335289,0.06157798,0.3673305,0.2582855,9999000.0,0.001222811,0.0004762425,
44,0.0001868875,9.631610247753983,-3.544996792092583,56.89355913974728,14.995675629101587,0.0006248003,0.003331491,0.06142658,0.3668332,0.256582,9999000.0,0.001217948,0.0004739512,
45,0.0001855116,9.67162921798218,-3.5068001045164294,57.03002634928893,15.040249394269011,0.0006209171,0.003313445,0.06128577,0.3663459,0.2552891,9999000.0,0.001213671,0.0004719103,
46,0.0001855568,9.673897129806031,-3.6316735543202583,56.94646525588807,14.891479424197072,0.0006206699,0.003320421,0.06114179,0.3657242,0.2555959,9999000.0,0.001221877,0.0004724709,
47,0.0001839307,9.721710705463947,-3.5751130149783137,56.97536970216595,14.94034796312702,0.0006162538,0.00329819,0.06099432,0.3652413,0.2537996,9999000.0,0.001216742,0.000470125,
48,0.0001823157,9.770168103081733,-3.524133258150016,56.97356818384449,14.994478527107052,0.0006119013,0.003275982,0.06084861,0.3647667,0.2519502,9999000.0,0.001211626,0.0004678178,
49,0.0001809206,9.813148586578272,-3.506106915371383,57.10973783606465,15.044346600118041,0.0006080377,0.003257087,0.06071271,0.3643004,0.2505027,9999000.0,0.001207137,0.0004657587,
50,0.0001810423,9.810441032019064,-3.5995346137177506,57.025371246197466,14.887864916667635,0.0006080867,0.003264678,0.06058405,0.3637347,0.2507752,9999000.0,0.001215357,0.0004664589,
51,0.0001793964,9.861475102497094,-3.552051150813213,57.19187154471953,14.942215614296417,0.0006036813,0.003241562,0.06044115,0.3632706,0.2488272,9999000.0,0.001209969,0.0004640889,
52,0.0001777625,9.912991414511508,-3.5187752518250264,57.32793494794542,15.001819514817747,0.0005993399,0.003218472,0.06030036,0.3628163,0.2468294,9999000.0,0.00120462,0.0004617575,
53,0.0001767542,9.950154361911977,-3.5248164642217006,57.33222295421112,15.03956376289106,0.000596536,0.003205598,0.06017814,0.3623709,0.2457442,9999000.0,0.001201584,0.0004603662,
54,0.0001769864,9.949932872271665,-3.6009711186980837,57.24970079024675,14.895937576202096,0.0005970009,0.003214623,0.06006143,0.3618507,0.2459617,9999000.0,0.001210112,0.0004613306,
55,0.0001753007,10.004439734047528,-3.5751421832797803,57.421119755425565,14.95562499384375,0.0005925345,0.003190337,0.05992183,0.3614002,0.2438677,9999000.0,0.001204446,0.0004588925,
56,0.000173686,10.059155831554655,-3.557027806042079,57.70128728728487,15.02013065963097,0.0005882708,0.003167051,0.05978614,0.3609594,0.2418321,9999000.0,0.001197135,0.0004565706,
57,0.0001736953,10.073987166324464,-3.6010136709116125,57.58853298437188,14.960977436111065,0.000588246,0.003171949,0.05967209,0.3604725,0.2416601,9999000.0,0.001201361,0.0004571909,
58,0.0001720055,10.13064712802654,-3.596988787249316,57.76034492516287,15.024389388563977,0.0005838124,0.003147202,0.05953582,0.3600351,0.2394676,9999000.0,0.001195178,0.0004547595,
59,0.0001720566,10.141682942570904,-3.633121513302754,57.792682110996225,14.948327169134153,0.0005838688,0.003152525,0.05942853,0.3595651,0.239404,9999000.0,0.001200435,0.0004553874,
60,0.0001703325,10.200532843357157,-3.665593135329715,58.11350727894953,15.015026490505473,0.0005793538,0.003126974,0.05929316,0.3591311,0.2371432,9999000.0,0.001193982,0.0004528887,
61,0.0001702684,10.219359070135392,-3.6671600245674156,57.9868420215827,14.982817239628087,0.0005791825,0.003130189,0.05918638,0.3586774,0.23683,9999000.0,0.001196782,0.0004533729,
62,0.0001685191,10.279601514079328,-3.707963788300752,58.609303385479706,15.052053566285917,0.0005746128,0.003103984,0.05905208,0.3582472,0.2345049,9999000.0,0.00119011,0.0004508276,
63,0.0001686988,10.265056511285614,-3.696014071455984,58.05648372178064,14.888434663979751,0.0005749638,0.003110983,0.05895887,0.3578127,0.2346905,9999000.0,0.00119784,0.0004515681,
64,0.0001669103,10.328417865999961,-3.728262014395156,58.52398553205791,14.961397132528333,0.0005702943,0.003083894,0.05882517,0.3573845,0.2322981,9999000.0,0.001190788,0.0004489434,
65,0.0001651663,10.390643750234865,-3.7343824169593063,58.83145579516696,15.037806654203244,0.0005657906,0.00305738,0.05869487,0.3569715,0.2298656,9999000.0,0.001183856,0.0004464378,
66,0.0001654078,10.388761510847996,-3.729519551233494,58.56881817344629,14.913020838428096,0.0005663723,0.003065139,0.05861034,0.3565717,0.2300384,9999000.0,0.001191662,0.000447315,
67,0.0001636239,10.453891522272677,-3.7728440627939364,59.061590091491055,14.988646673993006,0.0005617684,0.003037759,0.05847999,0.3561585,0.227533,9999000.0,0.00118437,0.0004447372,
68,0.0001620166,10.512336284349264,-3.7716078595306897,59.38683742789763,15.06197128738096,0.0005576079,0.003013166,0.05835787,0.3557617,0.2252731,9999000.0,0.001179101,0.0004424239,
69,0.0001623734,10.496061361354931,-3.7984149209057847,58.9410311832072,14.898634354167278,0.0005585509,0.003022638,0.05828319,0.3553963,0.2255243,9999000.0,0.001185995,0.0004435203,
70,0.0001605563,10.563278024245207,-3.8105148445580994,59.464563159575164,14.976799395131785,0.0005539099,0.002994349,0.05815474,0.3549953,0.222859,9999000.0,0.001179441,0.0004409319,
71,0.0001588428,10.627891983207364,-3.6172354875902357,60.36475119203709,15.056438467629809,0.0005495783,0.00296765,0.05803174,0.354612,0.2202571,9999000.0,0.001171781,0.000438552,
72,0.0001592239,10.611070204873613,-3.8428110217565603,59.67758285251321,14.894604654850323,0.0005506621,0.002977323,0.05796367,0.3542787,0.2204304,9999000.0,0.001180192,0.0004397464,
73,0.0001574403,10.67984568930646,-3.8452514244532523,59.881036813983926,14.97495636848994,0.0005461309,0.00294925,0.05783936,0.35389,0.2177472,9999000.0,0.001172044,0.0004372285,
74,0.00015573,10.745016207289964,-3.688212583057471,60.61967505450238,15.055715902150599,0.0005418574,0.002922264,0.05771973,0.3535226,0.2150358,9999000.0,0.00116479,0.0004349092,
75,0.0001561933,10.727769569178209,-3.886886167152703,60.104371315742924,14.89401443296879,0.0005432159,0.002933156,0.05765978,0.3532208,0.2152476,9999000.0,0.001173083,0.0004362772,
76,0.0001543962,10.797587462655136,-3.70123937129722,60.90296499252467,14.97594863368223,0.0005386914,0.002904524,0.05753777,0.3528441,0.2124419,9999000.0,0.001165413,0.0004337905,
77,0.0001527468,10.862634104578412,-3.7553204713199477,60.88412061512251,15.05653894008333,0.0005346009,0.002878253,0.05742335,0.3524923,0.2097513,9999000.0,0.001156585,0.0004315997,
78,0.0001532827,10.845127145682518,-3.929894270063002,60.36342137850666,14.89451477380327,0.0005362144,0.002890237,0.05737084,0.3522212,0.2099811,9999000.0,0.001165307,0.0004331374,
79,0.0001515086,10.915349638391302,-3.7804463986960144,61.17593876201906,14.977140480602507,0.000531777,0.002861676,0.05725249,0.3518574,0.2071336,9999000.0,0.001156976,0.0004307286,
80,0.0001498618,10.979675882232192,-3.8142573160090265,61.15992841341421,15.057053806248943,0.0005277422,0.002835139,0.05714131,0.3515219,0.2043356,9999000.0,0.001149246,0.0004286164,
81,0.0001504698,10.962162845931804,-3.780742537974895,61.43947317948806,14.894944676763028,0.0005296024,0.002848235,0.05709587,0.3512796,0.2045994,9999000.0,0.00115823,0.0004303164,
82,0.0001487077,11.032428639088103,-3.8536443551491004,61.460686633640634,14.977826309345698,0.0005252266,0.002819584,0.05698043,0.350927,0.2016892,9999000.0,0.001149707,0.0004279841,
83,0.0001470955,11.09551547546947,-3.86664174958171,61.8729209709378,15.05637939772564,0.0005213123,0.002793354,0.05687325,0.3506059,0.1988646,9999000.0,0.001141927,0.0004259878,
84,0.000147779,11.078094132708038,-3.8658061699655946,61.94740585762602,14.893981919497518,0.0005234256,0.002807646,0.05683475,0.3503921,0.1991738,9999000.0,0.0011512,0.0004278551,
85,0.0001460312,11.147869776560022,-3.9203889767149818,62.19422671557339,14.97694116898307,0.0005191088,0.002778945,0.0567226,0.3500514,0.1962217,9999000.0,0.00114251,0.0004255996,
86,0.0001444596,11.209416570670037,-3.916607641307138,62.41180337928907,15.05366952967119,0.0005153303,0.002753145,0.05661965,0.3497456,0.1933847,9999000.0,0.001134741,0.0004237371,
87,0.0001452115,11.19217917304219,-3.9472600200877395,62.485775771750696,14.891427585887168,0.0005176712,0.00276854,0.05658743,0.3495572,0.1937442,9999000.0,0.001144273,0.0004257529,
88,0.0001434798,11.26124324420119,-3.983185024798985,62.98949289087483,14.973876192812462,0.0005134145,0.002739841,0.05647825,0.3492269,0.1907589,9999000.0,0.001135457,0.0004235847,
89,0.0001419476,11.321010878027138,-3.9674055950410434,62.98330159331073,15.048591589327804,0.0005097616,0.002714464,0.0563795,0.3489358,0.1879226,9999000.0,0.001127726,0.0004218535,
90,0.0001427634,11.30579669969488,-4.027402020552003,63.05662385013065,14.891268976459106,0.0005123143,0.002730894,0.05635342,0.3487727,0.1883365,9999000.0,0.001137478,0.0004240037,
91,0.0001410529,11.37350398567185,-4.0453376791172815,63.593530377993204,14.972786676159062,0.0005081271,0.002702305,0.05624732,0.3484524,0.1853358,9999000.0,0.001128584,0.0004219351,
92,0.0001395675,11.431070201073394,-4.020244987871337,63.851794969170754,15.044784393951328,0.0005046183,0.002677498,0.05615304,0.3481767,0.1825172,9999000.0,0.001120945,0.000420354,
93,0.0001404444,11.419603339566482,-4.107281646317404,63.92549785398876,14.89634198480173,0.0005073688,0.002694941,0.05613256,0.3480364,0.182994,9999000.0,0.001130917,0.0004226255,
94,0.0001387638,11.48528306480472,-4.107998886323408,64.5158810151126,14.976055579962404,0.0005032723,0.002666626,0.05602988,0.347727,0.1799963,9999000.0,0.001121988,0.0004206775,
95,0.0001373307,11.540145680607164,-4.0752177134639425,64.80262393295084,15.044848949736345,0.0004999117,0.00264251,0.05594,0.347465,0.1772235,9999000.0,0.001114278,0.0004192492,
96,0.0001382714,11.528411860763363,-4.185047683511634,65.1794122824464,14.894974731057562,0.0005028719,0.002661027,0.05592513,0.3473483,0.1777619,9999000.0,0.001124716,0.0004216507,
97,0.0001366138,11.592506260110564,-4.174181626894779,65.85695452735919,14.973376214557765,0.0004988406,0.002632882,0.05582552,0.3470481,0.174773,9999000.0,0.001115532,0.0004198111,
98,0.0001352237,11.64506906357763,-4.13537854136861,65.85335805230932,15.039492474692668,0.0004956024,0.002609316,0.05573948,0.3467981,0.172038,9999000.0,0.001107885,0.000418528,
99,0.0001362098,11.638222030680456,-4.26348858146207,66.6204135433897,14.902414464061348,0.0004987107,0.002628604,0.05572906,0.3466999,0.172633,9999000.0,0.001118553,0.0004210113,
100,0.0001345907,11.69944511133307,-4.239732891627277,67.02890274146245,14.978114458656748,0.0004947849,0.002600919,0.05563297,0.3464099,0.1696787,9999000.0,0.001109364,0.0004193124,
101,0.0001332593,11.749129946657286,-4.196045381341108,67.40622929363923,15.04026245010044,0.0004917147,0.002578193,0.05555155,0.3461751,0.1670034,9999000.0,0.001101893,0.0004182098,
102,0.000134301,11.74115478892279,-4.344724766098622,68.31496140075751,14.900210911531012,0.0004950006,0.002598439,0.05554602,0.3460974,0.1676672,9999000.0,0.001112862,0.0004207893,
103,0.0001326934,11.80095147851517,-4.31156086103374,69.26552702032512,14.974911528635682,0.0004910988,0.002570758,0.05545207,0.3458124,0.164726,9999000.0,0.001103536,0.0004191865,
104,0.0001313906,11.848513745451044,-4.261744843313437,68.78849649601187,15.035175059303816,0.0004880994,0.00254836,0.05537355,0.3455852,0.162094,9999000.0,0.001096059,0.0004182031,
105,0.0001324648,11.844554440810583,-4.423853974555989,70.36977768180333,14.907275818555146,0.0004914826,0.002569166,0.05537169,0.3455223,0.1628215,9999000.0,0.00110718,0.0004208111,
106,0.0001308937,11.901404106486005,-4.37955259196108,71.55744945947566,14.979274548657331,0.0004876754,0.002541944,0.0552809,0.3452457,0.159927,9999000.0,0.001097882,0.0004193551,
107,0.0001296446,11.946234309270082,-4.325795904481581,70.94481856476716,15.035869646059561,0.000484822,0.00252033,0.05520659,0.3450317,0.1573677,9999000.0,0.001090584,0.0004185435,
108,0.0001307635,11.940961793967947,-4.507964181221681,74.56521538250246,14.905623858996545,0.0004883434,0.002541923,0.05520878,0.3449857,0.1581644,9999000.0,0.001101955,0.0004212048,
109,0.0001291981,11.996319365386778,-4.453728455455547,74.56876104848502,14.976895790277556,0.0004845372,0.002514617,0.05511978,0.3447124,0.1552892,9999000.0,0.001092493,0.0004198435,
110,0.0001279811,12.039194477427841,-4.394998570697609,73.7254934460826,15.031412720532217,0.0004817652,0.00249343,0.05504819,0.3445054,0.1527818,9999000.0,0.001085249,0.0004191724,
111,0.0001291226,12.036948627283213,-4.5876658376691,78.98315273918999,14.911953937182387,0.0004853524,0.002515419,0.05505343,0.3444723,0.1536342,9999000.0,0.001096732,0.0004218273,
112,0.0001275907,12.089506130292378,-4.5226783040092045,78.88722581953857,14.980749448536939,0.0004816286,0.00248854,0.05496742,0.3442067,0.1508129,9999000.0,0.001087301,0.0004206178,
113,0.0001264164,12.129912801177419,-4.460341465056743,77.61387948356656,15.032299932690655,0.0004789641,0.002467974,0.05489914,0.3440088,0.1483795,9999000.0,0.001080189,0.0004201012,
114,0.0001275926,12.126016521717784,-4.6729729203638115,88.76182782275279,14.910341253699588,0.0004826521,0.002490587,0.0549077,0.3439894,0.1493,9999000.0,0.001091875,0.0004227632,
115,0.0001260639,12.17723390432475,-4.597434698981864,85.15698617155905,14.978615625014303,0.000478919,0.002463609,0.05482296,0.3437246,0.1465029,9999000.0,0.001082285,0.0004216596,
116,0.000124914,12.215923555928699,-4.530075883966148,81.6990520633326,15.028618841110475,0.0004763097,0.002443348,0.05475697,0.3435322,0.1441215,9999000.0,0.001075195,0.0004212763,
117,0.0001260971,12.213651888466972,-4.750395993429926,80.78042205114127,14.917208936361979,0.0004800178,0.002466079,0.05476788,0.3435237,0.1450775,9999000.0,0.001086762,0.0004238895,
118,0.0001245985,12.26220598539699,-4.664232343807996,82.08159881430282,14.983286872497434,0.0004763497,0.002439487,0.05468584,0.343265,0.1423448,9999000.0,0.0010772,0.0004229355,
119,0.0001234959,12.298546577083641,-4.595383857181247,85.36265062067528,15.030494187364795,0.0004738568,0.00241995,0.05462332,0.3430822,0.1400533,9999000.0,0.001070298,0.0004227136,
120,0.0001247178,12.294065147679492,-4.837920230951141,74.24114266365348,14.912827507927293,0.0004776684,0.002443402,0.05463716,0.3430847,0.1410915,9999000.0,0.001082263,0.000425306,
121,0.0001232039,12.342011151770645,-4.739538913668554,76.76913671876505,14.979586339500992,0.0004739339,0.002416389,0.05455545,0.3428232,0.1383674,9999000.0,0.001072423,0.0004244433,
122,0.0001221068,12.37710811763342,-4.6641612847571565,81.511916589642,15.026177494279882,0.0004714426,0.002396834,0.05449416,0.3426421,0.1361046,9999000.0,0.001065433,0.0004243441,
123,0.0001233148,12.374220489069456,-4.9078307221017425,71.5227751032914,14.9226339209104,0.0004752187,0.002420032,0.05450937,0.342653,0.1371448,9999000.0,0.00107699,0.0004268476,
124,0.0001218421,12.419158828674162,-4.799979321092678,73.40062297386419,14.986624700887372,0.0004715807,0.002393625,0.0544306,0.3423983,0.1345009,9999000.0,0.001067277,0.000426169,
125,0.0001209197,12.449853130126998,-4.738798996326032,76.62738274701246,15.026557630966968,0.0004694738,0.002377199,0.05437627,0.3422254,0.1326247,9999000.0,0.001061376,0.000426183,
126,0.0001221376,12.445295256715198,-4.99375194539931,68.66162099801801,14.921848713185831,0.0004732642,0.0024006,0.05439291,0.3422416,0.1337141,9999000.0,0.001073085,0.0004285974,
127,0.0001206452,12.48983271649278,-4.872599798780456,71.48427213059094,14.986716389594609,0.0004695464,0.002373704,0.05431432,0.3419838,0.1310763,9999000.0,0.001063074,0.0004280123,
128,0.0001197398,12.519010553573356,-4.807002748463702,73.35812961591387,15.025898929610442,0.0004674563,0.002357498,0.05426156,0.3418124,0.1292683,9999000.0,0.001057189,0.0004281009,
129,0.0001209595,12.51358728431436,-5.0700146843383465,66.85127301575977,14.923572184081479,0.0004712353,0.002380941,0.05427981,0.3418354,0.1304004,9999000.0,0.001068897,0.0004303945,
130,0.0001194696,12.55692465493906,-4.937063793875126,69.50898117547294,14.98802519654564,0.0004675018,0.002353968,0.05420209,0.3415766,0.1277955,9999000.0,0.001058753,0.0004299446,
131,0.0001186334,12.58388591346753,-4.874865407331924,70.9717782359252,15.024514826791506,0.0004655506,0.002338974,0.05415235,0.3414076,0.1261593,9999000.0,0.001053266,0.0004300964,
132,0.0001198476,12.57801558752031,-5.141721032553704,65.37433083469492,14.927135149181128,0.0004693064,0.002362327,0.0541717,0.3414365,0.1273098,9999000.0,0.001064856,0.0004322763,
133,0.0001183642,12.61986192339114,-4.9971831505346955,67.92063552504874,14.990965513082786,0.0004655659,0.002335352,0.05409529,0.3411787,0.1247481,9999000.0,0.001054605,0.0004319591,
134,0.0001176565,12.643636402268871,-4.946580482973587,69.10680446422165,15.023114498902446,0.0004638813,0.002322696,0.05405054,0.3410142,0.123415,9999000.0,0.001049949,0.0004321007,
135,0.0001188535,12.637159278880777,-5.212895844872648,64.1288380403285,14.931187552914134,0.0004675762,0.00234575,0.05407015,0.341045,0.1245707,9999000.0,0.001061302,0.0004341474,
136,0.0001173721,12.67788174308774,-5.0569011208897905,66.59140290612183,14.994619687972987,0.0004638192,0.002318707,0.05399449,0.3407859,0.122041,9999000.0,0.001050956,0.000433961,
137,0.0001168147,12.698281872646962,-5.022231622118184,67.24546138165994,15.021678783472037,0.0004624465,0.002308829,0.05395505,0.3406248,0.1210583,9999000.0,0.001047319,0.0004340204,
138,0.0001179858,12.691160173097098,-5.282939237021971,63.053096076689,14.93566640127304,0.0004660554,0.002331419,0.05397464,0.3406569,0.1222057,9999000.0,0.001058225,0.0004359298,
139,0.0001164968,12.730954965540615,-5.114366275869784,65.45112617306782,14.999059888333042,0.0004622539,0.002304132,0.05389954,0.3403964,0.1196972,9999000.0,0.001047866,0.0004358472,
140,0.0001161241,12.746379023173283,-5.0901260707075835,66.01437265742064,15.020033618852562,0.0004612552,0.002297714,0.05386623,0.3402375,0.1191523,9999000.0,0.001045526,0.0004357005,
141,0.0001172253,12.739650703949732,-5.336247087736211,62.10638832276864,14.941786979967029,0.000464641,0.002318966,0.05388554,0.340272,0.1202534,9999000.0,0.001055668,0.0004373969,
142,0.000115761,12.777676273460486,-5.16015297233281,64.695484533199,15.00346795426629,0.0004609021,0.002292048,0.05381226,0.3400162,0.1177896,9999000.0,0.001045525,0.0004374605,
143,0.0001157657,12.788567625393414,-5.193891460641318,64.20518104433438,15.004357453098624,0.0004610644,0.002292939,0.05378461,0.3398628,0.1176171,9999000.0,0.001046214,0.0004379194,
144,0.0001157687,12.800132320231285,-5.237810884284393,63.32231026882906,15.00294417624206,0.0004612715,0.002293857,0.05375467,0.3397005,0.1173739,9999000.0,0.001046924,0.0004385377,
145,0.0001155843,12.813224033720088,-5.246122527050339,63.33190609267939,15.011077319333774,0.0004608729,0.002291166,0.05372098,0.3395261,0.1169803,9999000.0,0.001046173,0.0004388,
146,0.0001161484,12.816185182264112,-5.379068867013842,61.6156501600441,14.97794833756554,0.0004629229,0.0023023,0.05372299,0.3395236,0.1171909,9999000.0,0.001051519,0.0004404537,
147,0.0001148418,12.847561173401953,-5.211126546994535,64.02722610825109,15.030852042874347,0.000459631,0.002278152,0.05365854,0.3392997,0.1149488,9999000.0,0.001042388,0.000440847,
148,0.0001160125,12.831566520052213,-5.512194316182509,60.21448098799908,14.923131056292416,0.0004630524,0.002300722,0.05368345,0.3393476,0.1163463,9999000.0,0.001053383,0.0004419661,
149,0.0001144098,12.872753621702016,-5.290861609371888,62.772891031779324,14.99188220746201,0.0004588492,0.002271033,0.05360588,0.3390654,0.1137929,9999000.0,0.001042004,0.0004420875,
