Iteration No,Rb,loss,loss_gain,loss_iip3,loss_s11,loss_nf,loss_Io,Rd,loss,loss_gain,loss_iip3,loss_s11,loss_nf,loss_Io,Io,loss,loss_gain,loss_iip3,loss_s11,loss_nf,loss_Io,W,loss,loss_gain,loss_iip3,loss_s11,loss_nf,loss_Io,C1,loss,loss_gain,loss_iip3,loss_s11,loss_nf,loss_Io,C2,loss,loss_gain,loss_iip3,loss_s11,loss_nf,loss_Io,
11,Rb,-0.0007918250956623452,-0.0005780600876698339,0.0,0.0006752632919093695,-0.000644537234409536,-0.0002444910654923974,Rd,-0.0015355383462349382,-0.0017477820978736372,0.0,0.0007337123759743003,-0.0003608676615251444,-0.00016060096281047563,Io,16.08968486212612,-75.1656042433582,0.0,-13.508580993663736,-257.7003049203522,362.4641750194875,W,-1712.6684291452195,-588.5787942859513,0.0,122.21479084512193,-1358.0163829613912,111.71195725686181,C1,-1717675252.515234,-4567210125.223709,0.0,2308134741.5887046,541400131.1196862,0.0,C2,-923151130.9007258,379092271.88067114,0.0,-189073452.3091792,229251560.92584407,-1342421511.3983734,
12,Rb,-0.00019788496774331233,0.0,0.0,0.0006776560131993771,-0.0006287141900238697,-0.0002468267909188197,Rd,0.00024341086198448949,0.0,0.0,0.0007291967950515224,-0.00032309770871651625,-0.00016268822435050142,Io,110.04158270366825,0.0,0.0,-5.055388193987401,-240.45480002025275,355.5517709179031,W,-1093.802865487444,0.0,0.0,136.4056574262771,-1341.6064764785424,111.39795356475825,C1,2809775378.1211357,0.0,0.0,2261580521.331564,548194856.7895715,0.0,C2,-1366358682.977268,0.0,0.0,-189115388.6476615,217482696.94289485,-1394725991.2719765,
13,Rb,-0.0007608919873501405,-0.0005622762801676189,0.0,0.0006811475062600053,-0.000611855657408935,-0.00026790755603358155,Rd,-0.0014474204360942359,-0.0017011207451457927,0.0,0.0007457272588518115,-0.00032618611163770766,-0.00016584083816255344,Io,55.96196892753761,-61.4143696680296,0.0,-2.4953779132785763,-231.41510923211447,351.28682574095603,W,-1152.636699304365,-357.64660463681633,0.0,301.5252225833687,-1277.4304508010393,180.91513355009653,C1,-1782527727.6263082,-4618201312.291999,0.0,2299931072.0833473,535742512.5822966,0.0,C2,-1042041422.0686797,357433446.0423065,0.0,-189118225.42104262,222213914.86845216,-1432570557.5587156,
14,Rb,-0.00018602778490288714,0.0,0.0,0.000680722737873717,-0.0005988330415400708,-0.00026791748123655945,Rd,0.00028284983137396056,0.0,0.0,0.0007416336631586257,-0.0002911002792159512,-0.0001676835525686988,Io,132.94882317240905,0.0,0.0,4.299072697569001,-218.23935472599123,346.8891052008313,W,-775.7164050688043,0.0,0.0,299.7575771308262,-1255.8905739352751,180.41659173564472,C1,2791155690.3852925,0.0,0.0,2247941349.9207726,543214340.4645584,0.0,C2,-1521928000.1582825,0.0,0.0,-252209715.20056203,205708548.96141985,-1475426833.9191403,
15,Rb,-0.0004840797942608429,-0.0002974985836121891,0.0,0.0006844436370528806,-0.0006000601749504393,-0.00027096467275110553,Rd,0.00011708341494266599,-0.00017404810288742368,0.0,0.0007569693727847926,-0.0002956568782108554,-0.00017018097674383837,Io,89.17443520929984,-50.41389590344338,0.0,6.678141316693403,-213.68534454016387,346.5955343362238,W,-1688.808539723854,-581.0444599147074,0.0,37.31101649750319,-1287.2300691618407,142.1549728552529,C1,2371551135.8149767,-444847657.0026106,0.0,2285224333.1679173,531174459.64969337,0.0,C2,-1225866711.0538127,329125587.3308899,0.0,-252203515.19643018,205703492.0839062,-1508492275.2711287,
16,Rb,-0.0007376084900381078,-0.0005546855758375477,0.0,0.0006860096505284243,-0.0005957759947912853,-0.0002731565699376943,Rd,-0.0013656330088796613,-0.001671232516454025,0.0,0.0007738208717468864,-0.00029562806284938567,-0.00017259330132315538,Io,100.35645229569991,-46.68514633906355,0.0,8.9796396112808,-207.87865700115952,345.9406160246342,W,-1061.028864735128,-339.1813583989453,0.0,325.6733173934192,-1234.597939573326,187.07711584363727,C1,-1957645453.8141034,-4789348638.5233,0.0,2310284751.2640567,521418433.44506085,0.0,C2,-1347756284.3846474,317823917.3391198,0.0,-315301505.2954539,205734232.2071018,-1556012928.63594,
17,Rb,-0.00016662145759068487,0.0,0.0,0.0006888261375262912,-0.0005859676399631381,-0.0002694799551538379,Rd,0.0003327038438161503,0.0,0.0,0.0007700270117793139,-0.00026298761319351247,-0.00017433555476963612,Io,161.62340545002064,0.0,0.0,15.945307197047406,-197.81039428328936,343.4884925362626,W,-704.8402797355977,0.0,0.0,323.8529936914403,-1210.8605823784196,182.16730895138156,C1,2789548003.117084,0.0,0.0,2260243139.319097,529304863.79794776,0.0,C2,-1724889115.5111508,0.0,0.0,-315336218.55698884,184471687.85705155,-1594024584.8112135,
18,Rb,-0.0007106096985660958,-0.0005461724383877713,0.0,0.0006958006381099295,-0.0005874312418507124,-0.0002728066564375358,Rd,-0.0012906074051493553,-0.0016329365413214067,0.0,0.0007882265142181137,-0.0002692274836438005,-0.0001766698944022407,Io,129.3572282873942,-37.266105420859994,0.0,17.536990786289348,-194.2440941966492,343.33043711861404,W,-1013.6728259370918,-328.78847400662863,0.0,337.218947699264,-1202.9919416835583,180.88864205390544,C1,-1300755250.6272762,-4823158129.446742,0.0,2875284467.3883004,647118411.4312372,0.0,C2,-1465108402.8647192,285674854.8374456,0.0,-315314409.31192046,186823787.5179312,-1622292635.9072237,
19,Rb,-0.00014546578614610853,0.0,0.0,0.0007018221775806254,-0.0005776120190594651,-0.00026967594466726887,Rd,0.0003695982986019265,0.0,0.0,0.0007866728368484963,-0.00023860481264704081,-0.00017846972559952898,Io,180.20786421268775,0.0,0.0,24.255835586858737,-184.92908935369667,340.8811179795257,W,-959.7098713368167,0.0,0.0,196.86356335116213,-1294.9247722654059,138.35133757736625,C1,2775675153.2437973,0.0,0.0,2252069089.8529563,523606063.39088035,0.0,C2,-1877853325.7632914,0.0,0.0,-378408730.6317478,165553819.65171787,-1664998414.7832613,
20,Rb,-0.0006858907839381157,-0.0005393785684117414,0.0,0.0007058591683047148,-0.0005790831466289248,-0.0002732882372021796,Rd,-0.0012233615901795123,-0.0016005243986658717,0.0,0.00080382275650943,-0.0002459346973984747,-0.0001807252506246171,Io,156.24857231080142,-28.204395111684033,0.0,25.749599919378596,-182.092587429849,340.79595493294914,W,-1485.7153805923567,-549.117618814611,0.0,210.38989226611938,-1285.7361605814926,138.74850653751986,C1,-2085360317.3659875,-4893612985.300914,0.0,2296891979.800438,511360688.13447994,0.0,C2,-1585196576.4315987,250667583.93970633,0.0,-315305137.0318739,167899985.47013575,-1688459008.809452,
21,Rb,-0.00013376665350333522,0.0,0.0,0.0007058194389922345,-0.000569355877152121,-0.00027023021534344863,Rd,0.00039945119880883175,0.0,0.0,0.0007991670224595891,-0.00021752162002047865,-0.00018219420363029348,Io,196.29752351884576,0.0,0.0,31.703122151649197,-173.9354998583248,338.52990122551665,W,-621.7229197313832,0.0,0.0,352.8527356807498,-1146.321323697445,171.745668285312,C1,3453001902.298181,0.0,0.0,2803016661.215419,649985241.0827223,0.0,C2,-2021216253.0983896,0.0,0.0,-441451287.7274118,146624891.99492663,-1726389857.3664296,
22,Rb,-0.0006649756366256048,-0.000532554642282955,0.0,0.0007130361233835024,-0.0005715864248811642,-0.0002738706928450242,Rd,-0.0011645917184849887,-0.001572695822658189,0.0,0.0008187500795083134,-0.0002262934247530197,-0.0001843525505820874,Io,180.06037893151483,-19.891304644387628,0.0,33.12410313345125,-171.75408900170058,338.5816694441499,W,-909.8267599189284,-306.0737290287559,0.0,365.91092781221124,-1141.3192321908527,171.65527348834956,C1,-2163021646.4625034,-4960040818.583275,0.0,2291057052.3069034,505962119.8137704,0.0,C2,-1769155664.4954705,214701061.66175863,0.0,-378327861.96129537,148966595.64693192,-1754495459.843276,
23,Rb,-0.00011330627388819235,0.0,0.0,0.0007192585443162091,-0.0005612291429928107,-0.0002713356752115908,Rd,0.00043135178038870007,0.0,0.0,0.0008162839783192734,-0.00019903490780369946,-0.00018589729012688847,Io,211.89475293954482,0.0,0.0,39.48953988766868,-163.85378099870263,336.25899405057413,W,-993.8178375311496,0.0,0.0,71.38854898305793,-1202.807814679215,137.60142816506692,C1,2752966811.500847,0.0,0.0,2238477931.97439,514488879.5264569,0.0,C2,-2098915184.2440228,0.0,0.0,-441379084.93342775,125320133.04423858,-1782856232.3543086,
24,Rb,-0.0006413313987599183,-0.000523327529839332,0.0,0.000720493289691444,-0.000563231773576045,-0.00027526538503597003,Rd,-0.0011113941215479778,-0.0015461445173291627,0.0,0.0008313033762974456,-0.00020857915736843477,-0.00018797382314782589,Io,201.64158079468396,-12.073899866466803,0.0,39.74946458097212,-162.41382793631533,336.3798440164912,W,-1510.7388834405792,-532.7069537524894,0.0,78.11473027095664,-1194.0901722785404,137.94351231943486,C1,-2206758742.5419974,-4987152807.270252,0.0,2277070660.401805,503323404.3264913,0.0,C2,-1945368548.9563484,176837358.17330778,0.0,-441305350.1639795,130027469.24409716,-1810928026.209782,
25,Rb,0.0003914868641774623,0.0,0.0,0.0007268498770860923,-6.279430900141882e-05,-0.00027256870390723675,Rd,0.0006045595684029775,0.0,0.0,0.0008293093791349074,-3.567249902896023e-05,-0.00018907731170296962,Io,369.06908150948,0.0,0.0,46.000152603006214,-11.212537196981339,334.2814661034551,W,394.0925732942997,0.0,0.0,373.4806684772139,-144.28333371830968,164.8952385352781,C1,2745619469.5309324,0.0,0.0,2233773483.7628016,511845985.76809037,0.0,C2,-2232373560.1154485,0.0,0.0,-504313123.3585744,106378549.4585887,-1834438986.2165124,
26,Rb,-0.0006444787643300319,-0.0005263951177559494,0.0,0.0007259557081727757,-0.0005678672683185419,-0.0002761720864283211,Rd,-0.001094945813421683,-0.0015391248659803118,0.0,0.0008367885765616996,-0.00020300526249565436,-0.00018960426150741933,Io,252.83937915203236,-9.787543237981184,0.0,41.707501322483246,-114.89456244247475,335.8139835100069,W,-835.8292594080707,-291.84273172585847,0.0,387.9949297781065,-1099.171999928301,167.19054246802983,C1,-2237716525.535418,-5019984894.986137,0.0,2281800115.2345724,500468254.21617985,0.0,C2,-1974128086.3493385,166388319.83239704,0.0,-441181151.07167935,120536993.06063744,-1819872248.1699557,
27,Rb,0.000456003239259461,0.0,0.0,0.0007292359494230192,0.0,-0.00027323271016353257,Rd,0.000639373607751164,0.0,0.0,0.0008297115170979951,0.0,-0.00019033790934683107,Io,380.8838972599689,0.0,0.0,46.95866269709071,0.0,333.9252345628782,W,543.4390986754988,0.0,0.0,379.1435572152998,0.0,164.29554146014058,C1,2233215149.7838883,0.0,0.0,2233215149.783929,0.0,0.0,C2,-2342795908.4822664,0.0,0.0,-504165898.2615215,0.0,-1838630010.2207448,
28,Rb,-0.0005757292415195578,-0.0005304868927354749,0.0,0.0007257384483622998,-0.0004941767094697262,-0.0002768040876766412,Rd,-0.0010903960708977408,-0.0015355070946517374,0.0,0.0008360469144669512,-0.00020030658896819364,-0.00019062930174474336,Io,281.4435126798559,-9.092910460584623,0.0,42.16525778173141,-87.25333456875738,335.6244999274738,W,-830.4852401061979,-290.4623358192565,0.0,386.86108415240614,-1093.5859465194176,166.7019580801523,C1,-2248121438.536403,-5025547605.529043,0.0,2277851842.4543486,499574324.53830767,0.0,C2,-2047312907.8894613,162550155.48206615,0.0,-504031489.86369973,113407085.2205784,-1819238658.7285044,
29,Rb,0.0004559983295438842,0.0,0.0,0.000729597327270122,0.0,-0.00027359899772623784,Rd,0.0006380813295925284,0.0,0.0,0.0008290494905430982,0.0,-0.00019096816095055537,Io,380.92792170149056,0.0,0.0,46.93885627585196,0.0,333.98906542563407,W,382.59124220906807,0.0,0.0,245.02641312567306,0.0,137.5648290834533,C1,2246055984.782182,0.0,0.0,2234035900.3184896,12020084.463732941,0.0,C2,-2327714566.2521577,0.0,0.0,-503970677.4024851,0.0,-1823743888.8496726,
30,Rb,-0.0006020163860871526,-0.0005363461203687673,0.0,0.0007291502812857095,-0.0005174162572969582,-0.00027740428970715754,Rd,-0.0010900205608235746,-0.001533540139126227,0.0,0.0008336137021756115,-0.00019868970655669336,-0.00019140441731629263,Io,278.2636387568113,-9.146549041778307,0.0,42.69484292394026,-90.89075214769949,335.6060970223433,W,-1284.0362961923447,-517.2591629858249,0.0,259.33047466768215,-1163.8331167180093,137.72550884377094,C1,-2249493727.0566854,-5031811286.095644,0.0,2283812573.6686954,498504985.3701968,0.0,C2,-2041796691.0546107,162487213.53952822,0.0,-503836321.05020505,108639706.72691916,-1809087290.2714922,
31,Rb,0.0004587221527217588,0.0,0.0,0.0007328375565567841,0.0,-0.00027411540383499947,Rd,0.0006366655695947696,0.0,0.0,0.0008283946445627793,0.0,-0.00019172907496800977,Io,381.40277667683614,0.0,0.0,47.45545649953004,0.0,333.94732017731064,W,395.43353353103225,0.0,0.0,257.5887454339728,0.0,137.84478809711746,C1,2235038894.5231066,0.0,0.0,2235038894.523147,0.0,0.0,C2,-2317361655.1206326,0.0,0.0,-503774272.85174155,0.0,-1813587382.268367,
32,Rb,-0.000511529566726529,-0.0005417327687267719,0.0,0.0007292586596952059,-0.00042112340198276486,-0.00027793205571218844,Rd,-0.001089084578890026,-0.0015313494048438579,0.0,0.0008311905153344419,-0.00019687832668147646,-0.00019204736269909852,Io,295.5719073439018,-9.108406917044036,0.0,42.67001438612536,-73.60577481606511,335.61607469089637,W,-1047.1017319315235,-512.1193199640746,0.0,264.87728540399377,-937.8747039764528,138.01500660514782,C1,-2255459258.860062,-5037497457.762436,0.0,2284646481.1845264,497391717.7179201,0.0,C2,-2037695836.5095866,163368214.89927378,0.0,-503639968.86004555,101514931.22503611,-1798939013.7731302,
33,Rb,0.0004592606499569734,0.0,0.0,0.0007336930845675323,0.0,-0.00027443243461055893,Rd,0.0006321816875325711,0.0,0.0,0.000824283012840993,0.0,-0.00019210132530842193,Io,381.6219329991116,0.0,0.0,47.4776321620497,0.0,334.14430083706645,W,559.3457101514721,0.0,0.0,395.07689564600787,0.0,164.2688145054642,C1,2240638850.9238815,0.0,0.0,2240638850.923922,0.0,0.0,C2,-2307008962.958312,0.0,0.0,-503576308.4217229,0.0,-1803432654.536065,
34,Rb,-0.0006069289734950309,-0.0005491861521671451,0.0,0.0007300454794600463,-0.0005095371304377179,-0.0002782511703502297,Rd,-0.0010909761651448217,-0.001530774994991916,0.0,0.000828727874223145,-0.0001963820574289045,-0.0001925469869471491,Io,280.67550034947504,-9.753012530918731,0.0,43.23726093951741,-88.62270224846985,335.8139541893462,W,-780.182373414424,-282.18438989474197,0.0,402.77333859732937,-1067.4361518812964,166.66482976430845,C1,-2257824540.3912015,-5044517999.518801,0.0,2290416075.167933,496277383.95961684,0.0,C2,-1964053325.6766639,166135878.87800667,0.0,-440511800.05572486,99115155.01387429,-1788792559.5136552,
35,Rb,0.00045885030163939306,0.0,0.0,0.000733784183041997,0.0,-0.00027493388140263007,Rd,0.0006305842612964157,0.0,0.0,0.0008235565689188527,0.0,-0.00019297230762246585,Io,381.5736116936642,0.0,0.0,47.456351406101405,0.0,334.1172602875582,W,557.8749947214351,0.0,0.0,394.03810036080415,0.0,163.8368943605158,C1,2248543990.4689116,0.0,0.0,2241433153.187857,7110837.281013921,0.0,C2,-2301460503.0424685,0.0,0.0,-503395325.3404326,0.0,-1798065177.70256,
36,Rb,-0.0006668774196973853,-0.000554759334989641,0.0,0.0007300712492600636,-0.000563434856977635,-0.0002787544769902042,Rd,-0.001090375831330352,-0.0015285538769209909,0.0,0.0008262358161906342,-0.0001947555852449285,-0.00019330218535507248,Io,271.148437280469,-9.740435040746108,0.0,42.670819049680155,-97.52743930872889,335.74549258026383,W,-775.741493673983,-281.13075358342815,0.0,401.7143066726062,-1062.551656420746,166.2266096575506,C1,-2268452746.034653,-5050037587.114684,0.0,2286403233.624866,495181607.45511633,0.0,C2,-2026255093.96268,166076170.38344622,0.0,-503261122.37446636,94361460.44589995,-1783431602.4168231,
37,Rb,0.00046128032724473663,0.0,0.0,0.0007365376770745274,0.0,-0.00027525734982981697,Rd,0.0006292556009410409,0.0,0.0,0.0008228393955870834,0.0,-0.0001935837946460425,Io,381.973186657133,0.0,0.0,47.952695068770204,0.0,334.0204915883628,W,564.3435953587834,0.0,0.0,399.90138705948783,0.0,164.44220829935298,C1,2247057676.053732,0.0,0.0,2247057676.0537724,0.0,0.0,C2,-2291116007.554051,0.0,0.0,-503196377.77438325,0.0,-1787919629.7796676,
38,Rb,-0.0006421373691254371,-0.0005592203017498332,0.0,0.0007328108106660152,-0.0005366411634600871,-0.00027908671458152124,Rd,-0.0010872349026466264,-0.001525823445227897,0.0,0.0008255163097043915,-0.00019286982864787428,-0.00019405793847526416,Io,276.9149108140165,-9.468460993917327,0.0,43.17508909201307,-92.45070896869191,335.65899168460635,W,-763.4605373410766,-279.8860215390103,0.0,407.58423474767943,-1057.9919585016892,166.83320795187507,C1,-2267915139.927251,-5054414122.178126,0.0,2292083280.988131,494415701.26272005,0.0,C2,-1961156653.8723273,165067293.51102296,0.0,-440179449.36621857,87249855.14180905,-1773294353.1596606,
39,Rb,0.0004638509002565349,0.0,0.0,0.000739506800613474,0.0,-0.00027565590035693904,Rd,0.0006261045062612849,0.0,0.0,0.0008204396598738063,0.0,-0.00019433515361252135,Io,381.89260433188696,0.0,0.0,47.92206934684331,0.0,333.9705349850482,W,570.3031004740056,0.0,0.0,405.76283301740347,0.0,164.54026745660224,C1,2247804153.4935846,0.0,0.0,2247804153.493544,0.0,0.0,C2,-2285561393.956867,0.0,0.0,-503012136.2217249,0.0,-1782549257.7351422,
40,Rb,-0.0006780822155662118,-0.000564293464797657,0.0,0.0007325797810145285,-0.0005666345349673024,-0.0002797339968157279,Rd,-0.0010844677376485854,-0.0015234763310101053,0.0,0.0008248173471670865,-0.0001911237211159667,-0.00019468503268958528,Io,272.77421831947487,-9.36410302362879,0.0,43.69368573284996,-97.16383364842837,335.6084692586858,W,-758.6523400154254,-278.87424679090503,0.0,406.5624057487093,-1053.272266418293,166.93176744504004,C1,-2272708202.6311736,-5059206339.20499,0.0,2292844716.031643,493653420.5421981,0.0,C2,-2021884001.13137,164063959.0510219,0.0,-502878035.4122816,84860668.47718993,-1767930593.246875,
41,Rb,0.0004628604317622866,0.0,0.0,0.0007390541757794512,0.0,-0.00027619374401713814,Rd,0.0006229676502380279,0.0,0.0,0.0008180557983414179,0.0,-0.00019508814810340432,Io,382.3010427203841,0.0,0.0,48.42352921385408,0.0,333.87751350653,W,260.85807649974765,0.0,0.0,123.48311313591879,0.0,137.37496336377177,C1,2243623668.4644103,0.0,0.0,2243623668.4644103,0.0,0.0,C2,-2284644407.9570193,0.0,0.0,-502810323.6220334,0.0,-1781834084.3349857,
42,Rb,-0.000603255730427741,-0.0005686510815915162,0.0,0.0007352488898222756,-0.0004898196136653014,-0.0002800339249932473,Rd,-0.0010832410179493553,-0.0015209181501743298,0.0,0.0008223743767190203,-0.00018925153925776952,-0.0001954457052362792,Io,286.4315912271726,-9.135076897113219,0.0,43.65628146770285,-83.61542159860211,335.5258082551778,W,-1281.2200134983964,-498.34756485395127,0.0,130.42153901142586,-1051.781069211452,138.48708155553442,C1,-2277254761.7696004,-5063397273.144152,0.0,2293467202.3378367,492675309.0367391,0.0,C2,-2019659027.6369412,163055617.22711247,0.0,-502676276.6149361,77757736.53925389,-1757796104.788159,
43,Rb,0.000465633378769853,0.0,0.0,0.0007423371690276113,0.0,-0.00027670379025778477,Rd,0.0006216865486811553,0.0,0.0,0.0008173946838810723,0.0,-0.00019570813519990263,Io,382.2921467332814,0.0,0.0,48.42240241836253,0.0,333.86974431491893,W,273.8847052878713,0.0,0.0,136.3458395956774,0.0,137.53886569219392,C1,2249042275.93272,0.0,0.0,2249042275.9326797,0.0,0.0,C2,-2269582278.784999,0.0,0.0,-502606456.2013955,0.0,-1766975822.5836034,
44,Rb,-0.0005502899876940168,-0.00057445227125911,0.0,0.0007353040447071724,-0.00043010470213331324,-0.0002810370590087449,Rd,-0.0010811145927349592,-0.0015190305939212286,0.0,0.0008217097721854502,-0.00018758422603819283,-0.0001962095449609797,Io,297.28417340154357,-9.298571573676824,0.0,44.20095642414425,-73.09528534585057,335.47707389692937,W,-1125.7059066498045,-492.8097124285124,0.0,143.25863733384836,-913.7854509936054,137.63061943848615,C1,-2282525864.770928,-5068519362.602006,0.0,2294107647.452132,491885850.37900203,0.0,C2,-1954146815.254978,164873777.09924796,0.0,-439663405.6015247,73015529.85852672,-1752372716.6109173,
45,Rb,0.0004657286618719225,0.0,0.0,0.0007428604300741858,0.0,-0.00027713176820226337,Rd,0.0006172377357078661,0.0,0.0,0.0008133136760900964,0.0,-0.00019607594038223027,Io,381.91111164239135,0.0,0.0,47.90902041986032,0.0,334.0020912225355,W,577.8243932004441,0.0,0.0,413.57920780559334,0.0,164.2451853948507,C1,2249601078.752921,0.0,0.0,2249601078.7528806,0.0,0.0,C2,-2254603749.6705046,0.0,0.0,-502418662.87929976,0.0,-1752185086.791205,
