Iteration No,fo,f_lower,f_upper,Io,W,Rb,Rd,Rbias,C1,C2,Temp,
19,1000000000.0,10000000.0,2000000000.0,0.0011650666454597956,9.189288099866431e-05,215.34040616779907,370.72849404520167,1000,1.3786746153129228e-10,1.0571769824956743e-11,27,
20,1000000000.0,10000000.0,2000000000.0,0.0011775916944318095,9.257875414695812e-05,216.29705592219935,377.8934709674895,1000,1.398493292687149e-10,1.0571192782520466e-11,27,
21,1000000000.0,10000000.0,2000000000.0,0.0011874535342094698,9.29187881960437e-05,215.97783751716742,373.74042172155674,1000,1.364726672135218e-10,1.057284012672907e-11,27,
22,1000000000.0,10000000.0,2000000000.0,0.0011986296489645274,9.338565864733471e-05,216.8900199139212,380.58650533154713,1000,1.3848695829070422e-10,1.0572922066240058e-11,27,
23,1000000000.0,10000000.0,2000000000.0,0.0012075634352814756,9.387900729983032e-05,216.51832464229355,376.1161996710069,1000,1.358470506482876e-10,1.057468862530196e-11,27,
24,1000000000.0,10000000.0,2000000000.0,0.0012173872657183483,9.460552129082245e-05,217.37638676285087,382.647708222427,1000,1.3788327341104224e-10,1.057544030941841e-11,27,
25,1000000000.0,10000000.0,2000000000.0,0.0012148094481831896,9.450295313815626e-05,215.80747269138996,376.8375216461596,1000,1.3527331539946288e-10,1.0577665558316844e-11,27,
26,1000000000.0,10000000.0,2000000000.0,0.001220931986567912,9.495084200930849e-05,216.66512755577762,383.26574170290684,1000,1.373206995735864e-10,1.0578528519531984e-11,27,
27,1000000000.0,10000000.0,2000000000.0,0.0012174319815397507,9.477993049369172e-05,214.95347304808706,377.17181640983046,1000,1.3521511551345815e-10,1.0581349460470527e-11,27,
28,1000000000.0,10000000.0,2000000000.0,0.0012214471736675327,9.522782885189459e-05,215.64406481862196,383.57179351461076,1000,1.3727025005414707e-10,1.0582626276638744e-11,27,
29,1000000000.0,10000000.0,2000000000.0,0.0012179456917696858,9.511672971823411e-05,213.94766484204882,377.4730019977287,1000,1.3515411475768736e-10,1.0585448310312514e-11,27,
30,1000000000.0,10000000.0,2000000000.0,0.001222198758125345,9.575987733901222e-05,214.69059810821264,383.87500702377685,1000,1.3720864877033335e-10,1.0586752084696057e-11,27,
31,1000000000.0,10000000.0,2000000000.0,0.001218654381726782,9.564177349029413e-05,213.00169873642804,377.77139441209886,1000,1.3510478282252166e-10,1.058957521858531e-11,27,
32,1000000000.0,10000000.0,2000000000.0,0.0012216278984181963,9.618380730125486e-05,213.53161146260103,384.17225847616874,1000,1.3716326181106942e-10,1.0590913917385852e-11,27,
33,1000000000.0,10000000.0,2000000000.0,0.001218085177512784,9.60010580673825e-05,211.85894717281062,378.0895310502961,1000,1.3505551968790604e-10,1.0593738161097155e-11,27,
34,1000000000.0,10000000.0,2000000000.0,0.0012221757105530674,9.643737487621042e-05,212.59656940721726,384.5111296754979,1000,1.3711465492345416e-10,1.0594721613123098e-11,27,
35,1000000000.0,10000000.0,2000000000.0,0.0012186314009924627,9.625414386394554e-05,210.93831616584083,378.423036788969,1000,1.3500097538670277e-10,1.0597546872219926e-11,27,
36,1000000000.0,10000000.0,2000000000.0,0.0012234279341867677,9.669050400397402e-05,211.80179216306553,384.8462632744124,1000,1.3706813282198647e-10,1.0598910423250818e-11,27,
37,1000000000.0,10000000.0,2000000000.0,0.0012198392122464861,9.650356902956635e-05,210.1497381841935,378.7528641059009,1000,1.3495728357652788e-10,1.0601736799363685e-11,27,
38,1000000000.0,10000000.0,2000000000.0,0.001224209794490697,9.693675746701184e-05,210.9514068979317,385.15934255129724,1000,1.3702261361218155e-10,1.0602792555653295e-11,27,
39,1000000000.0,10000000.0,2000000000.0,0.0012206187790935244,9.67461151773267e-05,209.3059859241278,379.07382493898666,1000,1.3491246536255388e-10,1.060561996700147e-11,27,
40,1000000000.0,10000000.0,2000000000.0,0.0012252996486748855,9.717927978368068e-05,210.17854769511476,385.46677863864164,1000,1.3698078588361634e-10,1.0607048190490368e-11,27,
41,1000000000.0,10000000.0,2000000000.0,0.0012216645930504834,9.712097221581047e-05,208.54616097468275,379.38925242877235,1000,1.3487584780720473e-10,1.06098767366745e-11,27,
42,1000000000.0,10000000.0,2000000000.0,0.0012253281615542753,9.77905403850949e-05,209.24903105255444,385.77854682892496,1000,1.3694718116059592e-10,1.0611350625384501e-11,27,
43,1000000000.0,10000000.0,2000000000.0,0.0012216930213416644,9.772534669150491e-05,207.6238635780463,379.69610507392247,1000,1.3483819457072278e-10,1.0614180318884605e-11,27,
44,1000000000.0,10000000.0,2000000000.0,0.001224543231160455,9.832860525663166e-05,208.20420688072429,386.0749047151387,1000,1.369131633643907e-10,1.0615316920693764e-11,27,
45,1000000000.0,10000000.0,2000000000.0,0.0012209512376823845,9.812867042594317e-05,206.59409434751333,380.01352871111095,1000,1.3480470064857905e-10,1.0618147671872617e-11,27,
46,1000000000.0,10000000.0,2000000000.0,0.0012252696404641318,9.854984685680057e-05,207.41463444173812,386.426035333553,1000,1.3688434399920978e-10,1.0619649254922544e-11,27,
47,1000000000.0,10000000.0,2000000000.0,0.0012216755161854373,9.83494621681918e-05,205.81754175653663,380.3720274466607,1000,1.34769823095282e-10,1.0622481161390525e-11,27,
48,1000000000.0,10000000.0,2000000000.0,0.0012264248815609007,9.87707011104467e-05,206.72830153027107,386.78348324829494,1000,1.3685206178537862e-10,1.0624015224711585e-11,27,
49,1000000000.0,10000000.0,2000000000.0,0.0012227864877456035,9.856657499481847e-05,205.136493608488,380.7109825612969,1000,1.347445400338838e-10,1.0626848295438176e-11,27,
50,1000000000.0,10000000.0,2000000000.0,0.00122730743508742,9.898439870622148e-05,206.01299056155378,387.0926186805653,1000,1.3682435569544195e-10,1.0628047358154179e-11,27,
